latitude,longitude,properties
22.753428,121.149122,"{""類別"":""公寓"",""編號"":""17.0"",""里別"":""中山里"",""防空疏散避難設施地址"":""臺東縣臺東市中山里9鄰復興路245-247號"",""地下層數位址"":""1.0"",""可容納人數"":""106.0"",""placemark_address"":""臺東縣臺東市中山里9鄰復興路245-247號""}"
22.753197,121.151127,"{""類別"":""公寓"",""編號"":""18.0"",""里別"":""中山里"",""防空疏散避難設施地址"":""臺東縣臺東市中山里8鄰安慶街42號"",""地下層數位址"":""1.0"",""可容納人數"":""338.0"",""placemark_address"":""臺東縣臺東市中山里8鄰安慶街42號""}"
22.753699,121.150927,"{""類別"":""公寓"",""編號"":""19.0"",""里別"":""中山里"",""防空疏散避難設施地址"":""臺東縣臺東市中山里14鄰文化街17號"",""地下層數位址"":""1.0"",""可容納人數"":""385.0"",""placemark_address"":""臺東縣臺東市中山里14鄰文化街17號""}"
22.753257,121.149977,"{""類別"":""公寓"",""編號"":""20.0"",""里別"":""中山里"",""防空疏散避難設施地址"":""臺東縣臺東市中山里8鄰光明路209號"",""地下層數位址"":""1.0"",""可容納人數"":""5966.0"",""placemark_address"":""臺東縣臺東市中山里8鄰光明路209號""}"
22.753499,121.152323,"{""類別"":""公寓"",""編號"":""21.0"",""里別"":""中山里"",""防空疏散避難設施地址"":""臺東縣臺東市中山里13鄰中華路一段416號"",""地下層數位址"":""1.0"",""可容納人數"":""262.0"",""placemark_address"":""臺東縣臺東市中山里13鄰中華路一段416號""}"
22.75261,121.150749,"{""類別"":""公寓"",""編號"":""22.0"",""里別"":""中山里"",""防空疏散避難設施地址"":""臺東縣臺東市中山里6鄰安慶街67號"",""地下層數位址"":""1.0"",""可容納人數"":""422.0"",""placemark_address"":""臺東縣臺東市中山里6鄰安慶街67號""}"
22.752032,121.148973,"{""類別"":""公寓"",""編號"":""23.0"",""里別"":""中山里"",""防空疏散避難設施地址"":""臺東縣臺東市中山里2鄰新生路94號"",""地下層數位址"":""1.0"",""可容納人數"":""2773.0"",""placemark_address"":""臺東縣臺東市中山里2鄰新生路94號""}"
22.753457,121.148371,"{""類別"":""公寓"",""編號"":""35.0"",""里別"":""文化里"",""防空疏散避難設施地址"":""臺東縣臺東市文化里2鄰信義路245號"",""地下層數位址"":""1.0"",""可容納人數"":""544.0"",""placemark_address"":""臺東縣臺東市文化里2鄰信義路245號""}"
22.753146,121.148304,"{""類別"":""公寓"",""編號"":""36.0"",""里別"":""文化里"",""防空疏散避難設施地址"":""臺東縣臺東市文化里2鄰中山路388號"",""地下層數位址"":""1.0"",""可容納人數"":""149.0"",""placemark_address"":""臺東縣臺東市文化里2鄰中山路388號""}"
22.753463,121.148168,"{""類別"":""公寓"",""編號"":""37.0"",""里別"":""文化里"",""防空疏散避難設施地址"":""臺東縣臺東市文化里2鄰信義路255巷1號7樓之8"",""地下層數位址"":""1.0"",""可容納人數"":""544.0"",""placemark_address"":""臺東縣臺東市文化里2鄰信義路255巷1號7樓之8""}"
22.753067,121.14823,"{""類別"":""公寓"",""編號"":""38.0"",""里別"":""文化里"",""防空疏散避難設施地址"":""臺東縣臺東市文化里2鄰中山路392號"",""地下層數位址"":""1.0"",""可容納人數"":""132.0"",""placemark_address"":""臺東縣臺東市文化里2鄰中山路392號""}"
