latitude,longitude,properties
24.93374,121.36965,"{""類別"":""公寓"",""建築物名稱"":""古道阿彬杏仁茶"",""電腦編號"":""D701000001"",""村里別"":""三峽里"",""地址"":""新北市三峽區三峽里民權街38號"",""地下樓 層數"":""1.0"",""可容納 人數"":""106.0"",""派出所"":""三峽派出所"",""備註"":"""",""經度"":""121.36965"",""緯度"":""24.93374""}"
24.933652,121.369698,"{""類別"":""公寓"",""建築物名稱"":""陳元春大藥房"",""電腦編號"":""D701000002"",""村里別"":""三峽里"",""地址"":""新北市三峽區三峽里民權街40號"",""地下樓 層數"":""1.0"",""可容納 人數"":""52.0"",""派出所"":""三峽派出所"",""備註"":"""",""經度"":""121.369698"",""緯度"":""24.933652""}"
24.932478,121.369121,"{""類別"":""公寓"",""建築物名稱"":""三峽區公所"",""電腦編號"":""D701000003"",""村里別"":""三峽里"",""地址"":""新北市三峽區三峽里民權街109號"",""地下樓 層數"":""1.0"",""可容納 人數"":""62.0"",""派出所"":""三峽派出所"",""備註"":"""",""經度"":""121.369121"",""緯度"":""24.932478""}"
0,0,"{""類別"":""大樓"",""建築物名稱"":""合作金庫"",""電腦編號"":""D701000004"",""村里別"":""永館里"",""地址"":""新北市三峽區永館里中山路17號"",""地下樓 層數"":""1.0"",""可容納 人數"":""575.0"",""派出所"":""三峽派出所"",""備註"":"""",""經度"":"""",""緯度"":""""}"
24.935816,121.366384,"{""類別"":""大樓"",""建築物名稱"":""麥當勞"",""電腦編號"":""D701000005"",""村里別"":""永館里"",""地址"":""新北市三峽區永館里文化路6677號"",""地下樓 層數"":""1.0"",""可容納 人數"":""107.0"",""派出所"":""三峽派出所"",""備註"":"""",""經度"":""121.366384"",""緯度"":""24.935816""}"
24.936231,121.372155,"{""類別"":""公寓"",""建築物名稱"":""阿瘦皮鞋"",""電腦編號"":""D701000006"",""村里別"":""永館里"",""地址"":""新北市三峽區永館里文化路72號"",""地下樓 層數"":""1.0"",""可容納 人數"":""42.0"",""派出所"":""三峽派出所"",""備註"":"""",""經度"":""121.372155"",""緯度"":""24.936231""}"
24.936477,121.371796,"{""類別"":""公寓"",""建築物名稱"":""皇翔馥裔"",""電腦編號"":""D701000007"",""村里別"":""永館里"",""地址"":""新北市三峽區永館里文化路7478號"",""地下樓 層數"":""1.0"",""可容納 人數"":""64.0"",""派出所"":""三峽派出所"",""備註"":"""",""經度"":""121.371796"",""緯度"":""24.936477""}"
24.936071,121.368616,"{""類別"":""大樓"",""建築物名稱"":""八方雲集"",""電腦編號"":""D701000008"",""村里別"":""永館里"",""地址"":""新北市三峽區永館里文化路212號"",""地下樓 層數"":""1.0"",""可容納 人數"":""138.0"",""派出所"":""三峽派出所"",""備註"":"""",""經度"":""121.368616"",""緯度"":""24.936071""}"
24.9353,121.373804,"{""類別"":""大樓"",""建築物名稱"":""民生大樓"",""電腦編號"":""D701000009"",""村里別"":""永館里"",""地址"":""新北市三峽區永館里民生街1071號"",""地下樓 層數"":""1.0"",""可容納 人數"":""354.0"",""派出所"":""三峽派出所"",""備註"":"""",""經度"":""121.373804"",""緯度"":""24.9353""}"
24.934734,121.371177,"{""類別"":""大樓"",""建築物名稱"":""富裕天下"",""電腦編號"":""D701000010"",""村里別"":""永館里"",""地址"":""新北市三峽區永館里民生街229號"",""地下樓 層數"":""1.0"",""可容納 人數"":""366.0"",""派出所"":""三峽派出所"",""備註"":"""",""經度"":""121.371177"",""緯度"":""24.934734""}"
24.934527,121.37069,"{""類別"":""大樓"",""建築物名稱"":""銀座商業大樓"",""電腦編號"":""D701000011"",""村里別"":""永館里"",""地址"":""新北市三峽區永館里忠孝街6號"",""地下樓 層數"":""1.0"",""可容納 人數"":""478.0"",""派出所"":""三峽派出所"",""備註"":"""",""經度"":""121.37069"",""緯度"":""24.934527""}"
24.935912,121.372278,"{""類別"":""大樓"",""建築物名稱"":""豐雲第一大樓"",""電腦編號"":""D701000012"",""村里別"":""永館里"",""地址"":""新北市三峽區永館里文化路59號"",""地下樓 層數"":""1.0"",""可容納 人數"":""1381.0"",""派出所"":""三峽派出所"",""備註"":"""",""經度"":""121.372278"",""緯度"":""24.935912""}"
24.934147,121.369094,"{""類別"":""大樓"",""建築物名稱"":""長泰聚"",""電腦編號"":""D701000013"",""村里別"":""永館里"",""地址"":""新北市三峽區永館里中山路2834號"",""地下樓 層數"":""1.0"",""可容納 人數"":""324.0"",""派出所"":""三峽派出所"",""備註"":"""",""經度"":""121.369094"",""緯度"":""24.934147""}"
0,0,"{""類別"":""公寓"",""建築物名稱"":""合作金庫"",""電腦編號"":""D701000014"",""村里別"":""永館里"",""地址"":""新北市三峽區永館里中山路6668號"",""地下樓 層數"":""1.0"",""可容納 人數"":""111.0"",""派出所"":""三峽派出所"",""備註"":"""",""經度"":"""",""緯度"":""""}"
24.936032,121.37182,"{""類別"":""大樓"",""建築物名稱"":""利豐華廈"",""電腦編號"":""D701000015"",""村里別"":""永館里"",""地址"":""新北市三峽區永館里文化路71號"",""地下樓 層數"":""1.0"",""可容納 人數"":""262.0"",""派出所"":""三峽派出所"",""備註"":"""",""經度"":""121.37182"",""緯度"":""24.936032""}"
24.936069,121.371214,"{""類別"":""大樓"",""建築物名稱"":""全家通信三峽文化店"",""電腦編號"":""D701000016"",""村里別"":""永館里"",""地址"":""新北市三峽區永館里文化路93號"",""地下樓 層數"":""1.0"",""可容納 人數"":""423.0"",""派出所"":""三峽派出所"",""備註"":"""",""經度"":""121.371214"",""緯度"":""24.936069""}"
24.935652,121.373391,"{""類別"":""大樓"",""建築物名稱"":""嘉旺農藥行"",""電腦編號"":""D701000017"",""村里別"":""永館里"",""地址"":""新北市三峽區永館里文化路8號"",""地下樓 層數"":""1.0"",""可容納 人數"":""481.0"",""派出所"":""三峽派出所"",""備註"":"""",""經度"":""121.373391"",""緯度"":""24.935652""}"
24.935191,121.370278,"{""類別"":""大樓"",""建築物名稱"":""花娜日韓服飾"",""電腦編號"":""D701000018"",""村里別"":""永館里"",""地址"":""新北市三峽區永館里和平街23號"",""地下樓 層數"":""1.0"",""可容納 人數"":""20.0"",""派出所"":""三峽派出所"",""備註"":"""",""經度"":""121.370278"",""緯度"":""24.935191""}"
