latitude,longitude,properties
23.230357,120.182205,"{""類別"":""公有"",""電腦編號"":""ONA00003"",""村里別"":""仁得里"",""地址"":""臺南市學甲區仁得里6鄰華宗路313號"",""緯經度"":""23.230357,120.182205"",""避難樓層"":""B01"",""可容納人數"":""297.0"",""轄管分局"":""學甲分局"",""備註"":""""}"
23.233984,120.179663,"{""類別"":""供公眾使用"",""電腦編號"":""ONA00004"",""村里別"":""明宜里"",""地址"":""臺南市學甲區明宜里9鄰宮西路10號"",""緯經度"":""23.233984,120.179663"",""避難樓層"":""B01"",""可容納人數"":""77.0"",""轄管分局"":""學甲分局"",""備註"":""""}"
23.233771,120.180496,"{""類別"":""供公眾使用"",""電腦編號"":""ONA00007"",""村里別"":""慈福里"",""地址"":""臺南市學甲區慈福里12鄰濟生路170號"",""緯經度"":""23.233771,120.180496"",""避難樓層"":""B01"",""可容納人數"":""255.0"",""轄管分局"":""學甲分局"",""備註"":""""}"
23.241571,120.192373,"{""類別"":""供公眾使用"",""電腦編號"":""ONA00009"",""村里別"":""新達里"",""地址"":""臺南市學甲區新達里10鄰興業路99號"",""緯經度"":""23.241571,120.192373\n"",""避難樓層"":""B01"",""可容納人數"":""348.0"",""轄管分局"":""學甲分局"",""備註"":""""}"
23.224568,120.181715,"{""類別"":""供公眾使用"",""電腦編號"":""ONA00010"",""村里別"":""新榮里"",""地址"":""臺南市學甲區新榮里6鄰華宗路121號"",""緯經度"":""23.224568,120.181715"",""避難樓層"":""B01"",""可容納人數"":""193.0"",""轄管分局"":""學甲分局"",""備註"":""""}"
23.224568,120.181715,"{""類別"":""供公眾使用"",""電腦編號"":""ONA00011"",""村里別"":""新榮里"",""地址"":""臺南市學甲區新榮里6鄰華宗路121號"",""緯經度"":""23.224568,120.181715"",""避難樓層"":""B01"",""可容納人數"":""885.0"",""轄管分局"":""學甲分局"",""備註"":""""}"
23.22296,120.185086,"{""類別"":""供公眾使用"",""電腦編號"":""ONA00012"",""村里別"":""新榮里"",""地址"":""臺南市學甲區新榮里6鄰華宗路126號之1"",""緯經度"":""23.22296,120.185086"",""避難樓層"":""B01"",""可容納人數"":""74.0"",""轄管分局"":""學甲分局"",""備註"":""""}"
23.222816,120.185795,"{""類別"":""供公眾使用"",""電腦編號"":""ONA00013"",""村里別"":""新榮里"",""地址"":""臺南市學甲區新榮里6鄰華宗路126號"",""緯經度"":""23.222816,120.185795"",""避難樓層"":""B01"",""可容納人數"":""86.0"",""轄管分局"":""學甲分局"",""備註"":""""}"
23.221236,120.183516,"{""類別"":""供公眾使用"",""電腦編號"":""ONA00014"",""村里別"":""新榮里"",""地址"":""臺南市學甲區新榮里6鄰華宗路71號"",""緯經度"":""23.221236,120.183516"",""避難樓層"":""B01"",""可容納人數"":""184.0"",""轄管分局"":""學甲分局"",""備註"":""""}"
23.225555,120.183791,"{""類別"":""供公眾使用"",""電腦編號"":""ONA00015"",""村里別"":""新榮里"",""地址"":""臺南市學甲區新榮里5鄰華宗路202號"",""緯經度"":""23.225555,120.183791"",""避難樓層"":""B01"",""可容納人數"":""566.0"",""轄管分局"":""學甲分局"",""備註"":""""}"
23.258504,120.170675,"{""類別"":""供公眾使用"",""電腦編號"":""ONA00017"",""村里別"":""秀昌里"",""地址"":""臺南市學甲區秀昌里5鄰一秀155號"",""緯經度"":""23.258504,120.170675\n"",""避難樓層"":""B01"",""可容納人數"":""441.0"",""轄管分局"":""學甲分局"",""備註"":""""}"
23.261036,120.170119,"{""類別"":""供公眾使用"",""電腦編號"":""ONA00018"",""村里別"":""秀昌里"",""地址"":""臺南市學甲區秀昌里5鄰一秀155號"",""緯經度"":""23.261036,120.170119\n"",""避難樓層"":""B01"",""可容納人數"":""40.0"",""轄管分局"":""學甲分局"",""備註"":""""}"
23.211617,120.1863,"{""類別"":""供公眾使用"",""電腦編號"":""ONA00019"",""村里別"":""大灣里"",""地址"":""臺南市學甲區大灣里1鄰大灣39號之10"",""緯經度"":""23.211617,120.1863"",""避難樓層"":""B01"",""可容納人數"":""185.0"",""轄管分局"":""學甲分局"",""備註"":""""}"
23.2609715,120.167845,"{""類別"":""供公眾使用"",""電腦編號"":""ONA00021"",""村里別"":""秀昌里"",""地址"":""臺南市學甲區秀昌里5鄰一秀155號"",""緯經度"":""23.2609715,120.167845\n"",""避難樓層"":""B01"",""可容納人數"":""1500.0"",""轄管分局"":""學甲分局"",""備註"":""""}"
23.227741,120.17801,"{""類別"":""供公眾使用"",""電腦編號"":""ONA00022"",""村里別"":""仁得里"",""地址"":""臺南市學甲區仁得里17鄰八德街161號"",""緯經度"":""23.227741,120.17801"",""避難樓層"":""B01"",""可容納人數"":""260.0"",""轄管分局"":""學甲分局"",""備註"":""""}"
23.244312,120.15733,"{""類別"":""供公眾使用"",""電腦編號"":""ONA00024"",""村里別"":""中洲里"",""地址"":""臺南市學甲區中洲里4鄰中洲109號之2"",""緯經度"":""23.244312,120.15733"",""避難樓層"":""B01"",""可容納人數"":""107.0"",""轄管分局"":""學甲分局"",""備註"":""""}"
23.252897,120.15231,"{""類別"":""供公眾使用"",""電腦編號"":""ONA00025"",""村里別"":""光華里"",""地址"":""臺南市學甲區光華里8鄰頭港子1號"",""緯經度"":""23.252897,120.15231"",""避難樓層"":""B01"",""可容納人數"":""195.0"",""轄管分局"":""學甲分局"",""備註"":""""}"
23.249026,120.196715,"{""類別"":""供公眾使用"",""電腦編號"":""ONA00026"",""村里別"":""宅港里"",""地址"":""臺南市學甲區宅港里7鄰德安寮3號之28"",""緯經度"":""23.249026,120.196715"",""避難樓層"":""B01"",""可容納人數"":""75.0"",""轄管分局"":""學甲分局"",""備註"":""""}"
23.198948,120.158797,"{""類別"":""公有"",""電腦編號"":""ONA00027"",""村里別"":""忠嘉里"",""地址"":""臺南市將軍區忠嘉里11鄰忠興190號"",""緯經度"":""23.198948,120.158797"",""避難樓層"":""B01"",""可容納人數"":""30.0"",""轄管分局"":""學甲分局"",""備註"":""""}"
23.189779,120.158931,"{""類別"":""供公眾使用"",""電腦編號"":""ONA00031"",""村里別"":""長榮里"",""地址"":""臺南市將軍區長榮里5鄰長榮165號"",""緯經度"":""23.189779,120.158931"",""避難樓層"":""B01"",""可容納人數"":""30.0"",""轄管分局"":""學甲分局"",""備註"":""""}"
23.204407,120.158621,"{""類別"":""供公眾使用"",""電腦編號"":""ONA00032"",""村里別"":""忠嘉里"",""地址"":""臺南市將軍區忠嘉里6鄰忠興132之6號"",""緯經度"":""23.204407,120.158621"",""避難樓層"":""B01"",""可容納人數"":""37.0"",""轄管分局"":""學甲分局"",""備註"":""""}"
23.224995,120.17276,"{""類別"":""供公眾使用"",""電腦編號"":""ONA00034"",""村里別"":""苓仔寮里"",""地址"":""臺南市將軍區苓仔寮里9鄰苓和1之12號"",""緯經度"":""23.224995,120.17276"",""避難樓層"":""B01"",""可容納人數"":""194.0"",""轄管分局"":""學甲分局"",""備註"":""""}"
23.267716,120.125355,"{""類別"":""公有"",""電腦編號"":""ONA00035"",""村里別"":""北門里"",""地址"":""臺南市北門區北門里3鄰舊埕108號"",""緯經度"":""23.267716,120.125355"",""避難樓層"":""B01"",""可容納人數"":""173.0"",""轄管分局"":""學甲分局"",""備註"":""""}"
23.209629,120.163028,"{""類別"":""供公眾使用"",""電腦編號"":""ONA00039"",""村里別"":""苓仔寮里"",""地址"":""臺南市將軍區苓仔寮里5鄰源頭1之2號"",""緯經度"":""23.209629,120.163028"",""避難樓層"":""B01"",""可容納人數"":""178.0"",""轄管分局"":""學甲分局"",""備註"":""""}"
23.25359,120.153635,"{""類別"":""供公眾使用"",""電腦編號"":""ONA00040"",""村里別"":""光華里"",""地址"":""臺南市學甲區光華里8鄰頭港子1號之20"",""緯經度"":""23.25359,120.153635\n"",""避難樓層"":""B01"",""可容納人數"":""294.0"",""轄管分局"":""學甲分局"",""備註"":""""}"
23.24493,120.157144,"{""類別"":""供公眾使用"",""電腦編號"":""ONA00041"",""村里別"":""中洲里"",""地址"":""臺南市學甲區中洲里9鄰中洲313號之2"",""緯經度"":""23.24493,120.157144"",""避難樓層"":""B01"",""可容納人數"":""211.0"",""轄管分局"":""學甲分局"",""備註"":""""}"
23.230568,120.209118,"{""類別"":""供公眾使用"",""電腦編號"":""ONA00042"",""村里別"":""新達里"",""地址"":""臺南市學甲區新達里15鄰瓦寮22號之3"",""緯經度"":""23.230568,120.209118"",""避難樓層"":""B01"",""可容納人數"":""24.0"",""轄管分局"":""學甲分局"",""備註"":""""}"
22.966145,120.296446,"{""類別"":""公有"",""電腦編號"":""OPA00001"",""村里別"":""許厝里"",""地址"":""臺南市歸仁區許厝里7鄰和平南街9號"",""緯經度"":""22.966145,120.296446"",""避難樓層"":""B01"",""可容納人數"":""2561.0"",""轄管分局"":""歸仁分局"",""備註"":""""}"
