latitude,longitude,properties
24.30452,120.60251,"{""電腦編號"":""鐵中002"",""里別"":""頂湳里"",""地址"":""臺中市清水區頂湳里11鄰甲南路2號"",""緯經度"":""24.30452,120.60251"",""地下樓層數"":""1.0"",""可容納人數"":""66.0"",""轄管分局"":""臺中分局"",""備註"":""""}"
24.216063,120.61849,"{""電腦編號"":""D1"",""里別"":""橫山里"",""地址"":""臺中市大雅區橫山里科雅西路2號"",""緯經度"":""24.216063,120.61849"",""地下樓層數"":""1.0"",""可容納人數"":""1210.0"",""轄管分局"":""保二三大二中"",""備註"":""中科""}"
24.21668,120.62065,"{""電腦編號"":""D2"",""里別"":""秀山里"",""地址"":""臺中市大雅區科雅路28號"",""緯經度"":""24.216680,120.62065"",""地下樓層數"":""1.0"",""可容納人數"":""9097.0"",""轄管分局"":""保二三大二中"",""備註"":""中科""}"
24.223406,120.62845,"{""電腦編號"":""D3"",""里別"":""秀山里"",""地址"":""臺中市大雅區科雅五路22號"",""緯經度"":""24.223406,120.62845"",""地下樓層數"":""1.0"",""可容納人數"":""9561.0"",""轄管分局"":""保二三大二中"",""備註"":""中科""}"
24.205418,120.6297,"{""電腦編號"":""D4"",""里別"":""橫山里"",""地址"":""臺中市大雅區中科路2號"",""緯經度"":""24.205418,120.62970"",""地下樓層數"":""1.0"",""可容納人數"":""6867.0"",""轄管分局"":""保二三大二中"",""備註"":""中科""}"
24.229723,120.62612,"{""電腦編號"":""D6"",""里別"":""秀山里"",""地址"":""臺中市大雅區平和路227號"",""緯經度"":""24.229723,120.62612"",""地下樓層數"":""1.0"",""可容納人數"":""2319.0"",""轄管分局"":""保二三大二中"",""備註"":""中科""}"
24.23716,120.51557,"{""電腦編號"":""E1"",""里別"":""草湳里"",""地址"":""臺中市梧棲區草湳里大觀路6號"",""緯經度"":""24.23716,120.51557"",""地下樓層數"":""1.0"",""可容納人數"":""6675.0"",""轄管分局"":""保二三大三中"",""備註"":""中港""}"
24.24572,120.51482,"{""電腦編號"":""E2"",""里別"":""草湳里"",""地址"":""臺中市梧棲區草湳里緯六路8號"",""緯經度"":""24.24572,120.51482"",""地下樓層數"":""1.0"",""可容納人數"":""741.0"",""轄管分局"":""保二三大三中"",""備註"":""中港""}"
24.24115,120.51309,"{""電腦編號"":""E3"",""里別"":""草湳里"",""地址"":""臺中市梧棲區草湳里經一路32號"",""緯經度"":""24.24115,120.51309"",""地下樓層數"":""1.0"",""可容納人數"":""595.0"",""轄管分局"":""保二三大三中"",""備註"":""中港""}"
24.23563,120.51053,"{""電腦編號"":""E4"",""里別"":""草湳里"",""地址"":""臺中市梧棲區草湳里經一路12號"",""緯經度"":""24.23563,120.51053"",""地下樓層數"":""1.0"",""可容納人數"":""551.0"",""轄管分局"":""保二三大三中"",""備註"":""中港""}"
