latitude,longitude,properties
25.052659,121.529616,"{""類別"":""公寓"",""檔案卡電腦編號"":""WMA01101"",""里別"":""中原里"",""防空疏散避難設施地址"":""臺北市中山區吉林路98巷3號"",""地下層數位址"":""1"",""可容納人數"":""239.0""}"
25.052683,121.529476,"{""類別"":""公寓"",""檔案卡電腦編號"":""WMA01102"",""里別"":""中原里"",""防空疏散避難設施地址"":""臺北市中山區吉林路98巷5號"",""地下層數位址"":""1"",""可容納人數"":""98.0""}"
25.052268,121.529447,"{""類別"":""公寓"",""檔案卡電腦編號"":""WMA01844"",""里別"":""中原里"",""防空疏散避難設施地址"":""臺北市中山區南京東路二段45號"",""地下層數位址"":""1"",""可容納人數"":""45.0""}"
25.052461,121.528713,"{""類別"":""大樓"",""檔案卡電腦編號"":""WMA01895"",""里別"":""中原里"",""防空疏散避難設施地址"":""臺北市中山區南京東路二段21巷6-8號"",""地下層數位址"":""1"",""可容納人數"":""298.0""}"
25.053502,121.527796,"{""類別"":""大樓"",""檔案卡電腦編號"":""WMA02261"",""里別"":""中原里"",""防空疏散避難設施地址"":""臺北市中山區新生北路二段23號"",""地下層數位址"":""1"",""可容納人數"":""242.0""}"
25.053132,121.528098,"{""類別"":""公寓"",""檔案卡電腦編號"":""WMA02298"",""里別"":""中原里"",""防空疏散避難設施地址"":""臺北市中山區新生北路二段15巷1-2號"",""地下層數位址"":""1"",""可容納人數"":""70.0""}"
25.053125,121.528206,"{""類別"":""公寓"",""檔案卡電腦編號"":""WMA02299"",""里別"":""中原里"",""防空疏散避難設施地址"":""臺北市中山區新生北路二段15巷1-3號"",""地下層數位址"":""1"",""可容納人數"":""66.0""}"
25.053104,121.528439,"{""類別"":""公寓"",""檔案卡電腦編號"":""WMA02300"",""里別"":""中原里"",""防空疏散避難設施地址"":""臺北市中山區新生北路二段15巷1號"",""地下層數位址"":""1"",""可容納人數"":""194.0""}"
25.053338,121.528426,"{""類別"":""公寓"",""檔案卡電腦編號"":""WMA02301"",""里別"":""中原里"",""防空疏散避難設施地址"":""臺北市中山區新生北路二段21巷2號"",""地下層數位址"":""1"",""可容納人數"":""178.0""}"
25.053338,121.528426,"{""類別"":""大樓"",""檔案卡電腦編號"":""WMA02302"",""里別"":""中原里"",""防空疏散避難設施地址"":""臺北市中山區新生北路二段21巷2號"",""地下層數位址"":""1"",""可容納人數"":""320.0""}"
25.053464,121.527981,"{""類別"":""公寓"",""檔案卡電腦編號"":""WMA02303"",""里別"":""中原里"",""防空疏散避難設施地址"":""臺北市中山區新生北路二段21巷3-5號"",""地下層數位址"":""1"",""可容納人數"":""336.0""}"
25.05346,121.52812,"{""類別"":""公寓"",""檔案卡電腦編號"":""WMA02304"",""里別"":""中原里"",""防空疏散避難設施地址"":""臺北市中山區新生北路二段21巷7號"",""地下層數位址"":""1"",""可容納人數"":""154.0""}"
25.052336,121.528423,"{""類別"":""大樓"",""檔案卡電腦編號"":""WMA03325"",""里別"":""中原里"",""防空疏散避難設施地址"":""臺北市中山區南京東路二段11號"",""地下層數位址"":""1"",""可容納人數"":""212.0""}"
25.052281,121.528854,"{""類別"":""大樓"",""檔案卡電腦編號"":""WMA03804"",""里別"":""中原里"",""防空疏散避難設施地址"":""臺北市中山區南京東路二段23號"",""地下層數位址"":""1"",""可容納人數"":""2029.0""}"
