類別,檔案卡電腦編號,里別,防空疏散避難設施地址,地下層數位址,可容納人數
大樓,WTA00427,湖濱里,臺北市內湖區內湖路二段103巷103號,1,10618.0
大樓,WTA00436,湖濱里,臺北市內湖區內湖路二段103巷100弄3號,3,3212.0
公寓,WTA00441,湖濱里,臺北市內湖區內湖路二段179巷39號,1,90.0
公寓,WTA02096,湖濱里,臺北市內湖區內湖路二段179巷61弄14號,1,100.0
大樓,WTA00395,湖濱里,臺北市內湖區內湖路二段300號,1,1526.0
大樓,WTA00398,湖濱里,臺北市內湖區內湖路二段316號,1,344.0
大樓,WTA00399,湖濱里,臺北市內湖區內湖路二段324號,1,420.0
大樓,WTA00438,湖濱里,臺北市內湖區內湖路二段179巷25-1號,1,1522.0
大樓,WTA00439,湖濱里,臺北市內湖區內湖路二段179巷27號,1,770.0
大樓,WTA00445,湖濱里,臺北市內湖區內湖路二段179巷3弄17號,2,2426.0
公寓,WTA00811,湖濱里,臺北市內湖區成功路三段146號,1,148.0
公寓,WTA00812,湖濱里,臺北市內湖區成功路三段152號,1,48.0
公寓,WTA00813,湖濱里,臺北市內湖區成功路三段158號,1,66.0
大樓,WTA00815,湖濱里,臺北市內湖區成功路三段160號,1,2437.0
公寓,WTA00837,湖濱里,臺北市內湖區成功路三段154巷1號,1,166.0
公寓,WTA00841,湖濱里,臺北市內湖區成功路三段174巷26弄5號,3,234.0
大樓,WTA01704,湖濱里,臺北市內湖區內湖路二段103巷96號,1,2664.0
大樓,WTA01804,湖濱里,臺北市內湖區成功路三段174巷6號,3,2310.0
大樓,WTA01823,湖濱里,臺北市內湖區內湖路二段334號,1,1544.0
大樓,WTA01871,湖濱里,臺北市內湖區成功路三段174巷14號,1,197.0
大樓,WTA02135,湖濱里,臺北市內湖區內湖路二段185號,1,365.0
公寓,WTA00440,湖濱里,臺北市內湖區內湖路二段179巷30號,1,838.0
公寓,WTA00442,湖濱里,臺北市內湖區內湖路二段179巷50-2,1,98.0
大樓,WTA00443,湖濱里,臺北市內湖區內湖路二段179巷58號,1,324.0
大樓,WTA00447,湖濱里,臺北市內湖區內湖路二段179巷46弄29號,1,1552.0
大樓,WTA00448,湖濱里,臺北市內湖區內湖路二段179巷46弄5號,1,797.0
大樓,WTA01903,湖濱里,臺北市內湖區內湖路二段179巷212號,1,898.0
大樓,WTA02348,湖濱里,臺北市內湖區內湖路二段179巷48弄5號,1,1105.0
公寓,WTA00463,湖濱里,臺北市內湖區內湖路二段253巷8號,1,398.0
公寓,WTA00467,湖濱里,臺北市內湖區內湖路二段253巷6弄13號,1,1006.0
公寓,WTA00468,湖濱里,臺北市內湖區內湖路二段253巷6弄2號,1,193.0
公寓,WTA00474,湖濱里,臺北市內湖區內湖路二段263巷30弄1號,1,620.0
大樓,WTA02218,湖濱里,臺北市內湖區內湖路二段235巷6號,3,1525.0
大樓,WTA02336,湖濱里,臺北市內湖區內湖路二段253巷28號,1,2708.0
大樓,WTA02492,湖濱里,臺北市內湖區內湖路二段253巷50號,1,408.0
大樓,WTA02396,湖濱里,臺北市內湖區內湖路二段253巷56號,3,2788.0
大樓,WTA02608,湖濱里,臺北市內湖區內湖路二段336號,1,4530.0
大樓,WTA00425,湖濱里,臺北市內湖區內湖路二段103巷102號,1,1956.0
大樓,WTA00426,湖濱里,臺北市內湖區內湖路二段103巷102號,2,390.0
大樓,WTA00434,湖濱里,臺北市內湖區內湖路二段103巷50號,1,5405.0
大樓,WTA00559,碧山里,臺北市內湖區內湖路三段72巷59號,2,8610.0
大樓,WTA00567,碧山里,臺北市內湖區內湖路三段60巷12弄70號,2,1414.0
公寓,WTA00571,碧山里,臺北市內湖區內湖路三段60巷8弄30號,1,421.0
公寓,WTA00565,碧山里,臺北市內湖區內湖路三段60巷12弄35號,1,956.0
大樓,WTA00568,碧山里,臺北市內湖區內湖路三段60巷12弄75-1號,2,8610.0
公寓,WTA00512,碧山里,臺北市內湖區內湖路三段195號,1,236.0
公寓,WTA00513,碧山里,臺北市內湖區內湖路三段234號,1,130.0
公寓,WTA00514,碧山里,臺北市內湖區內湖路三段239號,1,90.0
公寓,WTA00515,碧山里,臺北市內湖區內湖路三段246號,1,229.0
公寓,WTA00516,碧山里,臺北市內湖區內湖路三段252-1號,1,77.0
公寓,WTA00545,碧山里,臺北市內湖區內湖路三段187巷1號,1,612.0
公寓,WTA00548,碧山里,臺北市內湖區內湖路三段187巷9號,1,298.0
公寓,WTA00549,碧山里,臺北市內湖區內湖路三段191巷1號,1,589.0
公寓,WTA00505,碧山里,臺北市內湖區內湖路三段130號,1,38.0
公寓,WTA00506,碧山里,臺北市內湖區內湖路三段132號,1,398.0
公寓,WTA00507,碧山里,臺北市內湖區內湖路三段142號,1,73.0
公寓,WTA00508,碧山里,臺北市內湖區內湖路三段147號,1,288.0
公寓,WTA00509,碧山里,臺北市內湖區內湖路三段148號,1,432.0
公寓,WTA00510,碧山里,臺北市內湖區內湖路三段159號,1,709.0
大樓,WTA00531,碧山里,臺北市內湖區內湖路三段64號,1,866.0
公寓,WTA00534,碧山里,臺北市內湖區內湖路三段92-1號,1,94.0
公寓,WTA00535,碧山里,臺北市內湖區內湖路三段94號,1,232.0
公寓,WTA00540,碧山里,臺北市內湖區內湖路三段143巷17號,1,76.0
公寓,WTA00541,碧山里,臺北市內湖區內湖路三段143巷121號,1,1165.0
公寓,WTA01603,碧山里,臺北市內湖區碧山路2-1號,1,318.0
大樓,WTA02015,碧山里,臺北市內湖區內湖路三段143巷171號,1,738.0
公寓,WTA01604,碧山里,臺北市內湖區碧山路44-6號,1,265.0
大樓,WTA01773,碧山里,臺北市內湖區內湖路三段203號,2,458.0
大樓,WTA02574,碧山里,臺北市內湖區內湖路三段238號,3,1337.0
公寓,WTA00558,碧山里,臺北市內湖區內湖路三段60巷32號,1,1384.0
公寓,WTA00561,碧山里,臺北市內湖區內湖路三段60巷12弄1號,1,441.0
公寓,WTA00562,碧山里,臺北市內湖區內湖路三段60巷12弄2號,1,562.0
公寓,WTA00563,碧山里,臺北市內湖區內湖路三段60巷12弄23號,1,284.0
公寓,WTA00564,碧山里,臺北市內湖區內湖路三段60巷12弄28號,1,288.0
公寓,WTA00566,碧山里,臺北市內湖區內湖路三段60巷12弄44號,1,674.0
大樓,WTA01562,週美里,臺北市內湖區新明路273巷6號,1,476.0
公寓,WTA01563,週美里,臺北市內湖區新明路295巷1號,1,150.0
公寓,WTA01569,週美里,臺北市內湖區新明路321巷10弄1號,1,3461.0
大樓,WTA01523,週美里,臺北市內湖區新明路297號,1,953.0
大樓,WTA02612,週美里,臺北市內湖區潭美街221號,1,705.0
公寓,WTA01510,週美里,臺北市內湖區新明路204號,1,92.0
公寓,WTA01511,週美里,臺北市內湖區新明路212號,1,56.0
公寓,WTA01512,週美里,臺北市內湖區新明路218號,1,90.0
公寓,WTA01559,週美里,臺北市內湖區新明路246巷3弄17號,1,3294.0
公寓,WTA01691,週美里,臺北市內湖區新明路174巷10號,1,220.0
公寓,WTA01692,週美里,臺北市內湖區新明路174巷6弄4號,1,290.0
公寓,WTA01693,週美里,臺北市內湖區新明路174巷18號,1,124.0
公寓,WTA01527,週美里,臺北市內湖區新明路327號,1,408.0
公寓,WTA01529,週美里,臺北市內湖區新明路337號,1,44.0
公寓,WTA01570,週美里,臺北市內湖區新明路333巷2號,1,621.0
大樓,WTA02618,週美里,臺北市內湖區新明路341號,1,701.0
公寓,WTA01514,週美里,臺北市內湖區新明路222號,1,61.0
公寓,WTA01515,週美里,臺北市內湖區新明路226號,1,61.0
公寓,WTA01516,週美里,臺北市內湖區新明路230號,1,61.0
公寓,WTA01556,週美里,臺北市內湖區南京東路六段292號,1,421.0
公寓,WTA01557,週美里,臺北市內湖區新明路246巷5號,1,394.0
公寓,WTA01558,週美里,臺北市內湖區新明路246巷3弄1號,1,272.0
公寓,WTA01560,週美里,臺北市內湖區新明路246巷3弄2號,1,276.0
大樓,WTA02257,週美里,臺北市內湖區潭美街153號,2,1277.0
大樓,WTA01769,週美里,臺北市內湖區新明路451巷33號,1,652.0
公寓,WTA01532,週美里,臺北市內湖區新明路372號  ,1,488.0
公寓,WTA01576,週美里,臺北市內湖區新明路380巷3弄2號,1,210.0
公寓,WTA01577,週美里,臺北市內湖區新明路380巷3弄24號,1,57.0
