類別,電腦編號,村里別,地址,緯經度,地下樓層數,可容納人數,轄管分局,備註
一般住宅,WOA01073,三愛里,臺北市中正區臨沂街75巷6號,"25.034645,121.528668",1,33.0,中正第一分局,
一般住宅,WOA00801,三愛里,臺北市中正區臨沂街59巷35號,"25.036266,121.531236",1,27.0,中正第一分局,
一般住宅,WOA00839,三愛里,臺北市中正區臨沂街75巷15號,"25.034745,121.528942",1,516.0,中正第一分局,
一般住宅,WOA00841,三愛里,臺北市中正區臨沂街75巷29號,"25.034738,121.529405",1,241.0,中正第一分局,
一般住宅,WOA00842,三愛里,臺北市中正區臨沂街75巷4-1號,"25.034645,121.528571",1,335.0,中正第一分局,
一般住宅,WOA01330,三愛里,臺北市中正區臨沂街71巷17-5號,"25.035169,121.529048",1,115.0,中正第一分局,
一般住宅,WOA01348,三愛里,臺北市中正區信義路二段135號,"25.034172,121.528079",1,636.0,中正第一分局,
一般住宅,WOA01497,三愛里,臺北市中正區信義路二段163號,"25.034065,121.528863",1、2,404.0,中正第一分局,
一般住宅,WOA01523,三愛里,臺北市中正區信義路二段177號,"25.034013,121.529267",1、2,255.0,中正第一分局,
一般住宅,WOA01357,三愛里,臺北市中正區臨沂街75巷35號,"25.034742,121.529878",1,293.0,中正第一分局,
一般住宅,WOA00739,三愛里,臺北市中正區臨沂街67之2號,"25.036024,121.528395",1,227.0,中正第一分局,
一般住宅,WOA00816,三愛里,臺北市中正區臨沂街65巷18號,"25.035534,121.529702",1,373.0,中正第一分局,
一般住宅,WOA00827,三愛里,臺北市中正區臨沂街71巷10號,"25.03498,121.529258",1,208.0,中正第一分局,
一般住宅,WOA01285,三愛里,臺北市中正區臨沂街69巷19號,"25.035581,121.529004",1,103.0,中正第一分局,
一般住宅,WOA01294,三愛里,臺北市中正區臨沂街71巷19弄3號,"25.035405,121.529466",1,118.0,中正第一分局,
一般住宅,WOA01311,三愛里,臺北市中正區臨沂街71巷12號,"25.035021,121.529484",1,256.0,中正第一分局,
一般住宅,WOA01375,三愛里,臺北市中正區臨沂街69巷11號,"25.035731,121.528729",1,281.0,中正第一分局,
一般住宅,WOA01512,三愛里,臺北市中正區臨沂街65巷1號,"25.036279,121.528918",1,500.0,中正第一分局,
一般住宅,WOA00819,三愛里,臺北市中正區臨沂街65巷5之1號,"25.036092,121.529169",1,45.0,中正第一分局,
一般住宅,WOA01515,三愛里,臺北市中正區臨沂街61巷2號,"25.03687,121.529038",1,342.0,中正第一分局,
一般住宅,WOA00804,三愛里,臺北市中正區臨沂街61巷15號,"25.036415,121.530341",1,54.0,中正第一分局,
一般住宅,WOA00805,三愛里,臺北市中正區臨沂街61巷18號,"25.036458,121.52995",1,123.0,中正第一分局,
一般住宅,WOA00808,三愛里,臺北市中正區臨沂街63巷11-1號,"25.03629,121.529664",1,248.0,中正第一分局,
一般住宅,WOA01513,三愛里,臺北市中正區臨沂街59號,"25.037452,121.529214",1、2、3,351.0,中正第一分局,
一般住宅,WOA01289,三愛里,臺北市中正區臨沂街59巷10號,"25.037133,121.529675",1,190.0,中正第一分局,
一般住宅,WOA01514,三愛里,臺北市中正區臨沂街59巷23號,"25.036894,121.530351",1、2,395.0,中正第一分局,
一般住宅,WOA01326,三愛里,臺北市中正區臨沂街63巷5號,"25.036691,121.529218",1,541.0,中正第一分局,
一般住宅,WOA01381,三愛里,臺北市中正區臨沂街61巷13號,"25.036446,121.530277",1,95.0,中正第一分局,
一般住宅,WOA00063,三愛里,臺北市中正區仁愛路二段68號,"25.038022,121.529498",1,121.0,中正第一分局,
一般住宅,WOA00066,三愛里,臺北市中正區仁愛路二段70號,"25.038024,121.529583",1,568.0,中正第一分局,
一般住宅,WOA01538,三愛里,臺北市中正區仁愛路二段74號,"25.038024,121.529583",3,726.0,中正第一分局,
一般住宅,WOA00067,三愛里,臺北市中正區仁愛路二段76號,"25.038022,121.530259",1,136.0,中正第一分局,
一般住宅,WOA01517,三愛里,臺北市中正區仁愛路二段84號,"25.037973,121.53071",1、2,205.0,中正第一分局,
一般住宅,WOA01516,三愛里,臺北市中正區仁愛路二段86號,"25.037973,121.530908",1、2、3、4,1444.0,中正第一分局,
一般住宅,WOA00070,三愛里,臺北市中正區仁愛路二段94號,"25.03798,121.531381",1,680.0,中正第一分局,
一般住宅,WOA00071,三愛里,臺北市中正區仁愛路二段98號,"25.037994,121.531863",1,541.0,中正第一分局,
一般住宅,WOA00531,三愛里,臺北市中正區連雲街6巷12號,"25.037548,121.53144",1,133.0,中正第一分局,
一般住宅,WOA00787,三愛里,臺北市中正區臨沂街57巷26號,"25.037475,121.530614",1,187.0,中正第一分局,
一般住宅,WOA01340,三愛里,臺北市中正區連雲街26巷21弄6號,"25.037316,121.530826",1,93.0,中正第一分局,
一般住宅,WOA01365,三愛里,臺北市中正區臨沂街57巷15號,"25.037752,121.530095",1,304.0,中正第一分局,
一般住宅,WOA00401,三愛里,臺北市中正區信義路二段213號,"25.033844,121.530537",1,1405.0,中正第一分局,
一般住宅,WOA00403,三愛里,臺北市中正區信義路二段247號,"25.033828,121.531255",1,152.0,中正第一分局,
一般住宅,WOA00404,三愛里,臺北市中正區信義路二段251號,"25.033826,121.531347",1,192.0,中正第一分局,
一般住宅,WOA01520,三愛里,臺北市中正區信義路二段261號,"25.033822,121.531642",1、2,661.0,中正第一分局,
一般住宅,WOA00405,三愛里,臺北市中正區信義路二段271號,"25.033811,121.531988",1,388.0,中正第一分局,
一般住宅,WOA00571,三愛里,臺北市中正區新生南路一段148號,"25.035274,121.532466",1,988.0,中正第一分局,
一般住宅,WOA01518,三愛里,臺北市中正區新生南路一段160巷10號,"25.034562,121.531499",1、2、3,469.0,中正第一分局,
一般住宅,WOA00588,三愛里,臺北市中正區新生南路一段160巷1號,"25.034701,121.532116",1,275.0,中正第一分局,
一般住宅,WOA00597,三愛里,臺北市中正區新生南路一段170巷14號,"25.034185,121.531353",1,260.0,中正第一分局,
一般住宅,WOA01519,三愛里,臺北市中正區新生南路一段172號,"25.034134,121.532358",1、2、3,281.0,中正第一分局,
一般住宅,WOA01003,三愛里,臺北市中正區新生南路一段160巷3號,"25.034687,121.531702",1,100.0,中正第一分局,
一般住宅,WOA01004,三愛里,臺北市中正區新生南路一段160巷7號,"25.034694,121.531353",1,100.0,中正第一分局,
一般住宅,WOA01008,三愛里,臺北市中正區新生南路一段170巷14-3號,"25.034189,121.531253",1,166.0,中正第一分局,
一般住宅,WOA01284,三愛里,臺北市中正區新生南路一段170巷13號,"25.034305,121.531321",1,169.0,中正第一分局,
一般住宅,WOA01368,三愛里,臺北市中正區新生南路一段170巷7號,"25.034288,121.531831",1,289.0,中正第一分局,
一般住宅,WOA00121,三愛里,臺北市中正區連雲街47巷2號,"25.034889,121.531053",1,136.0,中正第一分局,
一般住宅,WOA00810,三愛里,臺北市中正區臨沂街63巷18號,"25.03573,121.530306",1,200.0,中正第一分局,
一般住宅,WOA00832,三愛里,臺北市中正區臨沂街71巷26號,"25.035409,121.53041",1,272.0,中正第一分局,
一般住宅,WOA01521,三愛里,臺北市中正區臨沂街71巷29號,"25.035383,121.53012",1,140.0,中正第一分局,
一般住宅,WOA00833,三愛里,臺北市中正區臨沂街71巷31號,"25.035456,121.530278",1,265.0,中正第一分局,
一般住宅,WOA01317,三愛里,臺北市中正區臨沂街61巷26號,"25.035955,121.5307",1,192.0,中正第一分局,
一般住宅,WOA01023,三愛里,臺北市中正區臨沂街61巷28號,"25.035812,121.530792",1,428.0,中正第一分局,
一般住宅,WOA01018,三愛里,臺北市中正區連雲街59號,"25.034901,121.530412",1,50.0,中正第一分局,
一般住宅,WOA00518,三愛里,臺北市中正區連雲街85號,"25.034151,121.530158",1,282.0,中正第一分局,
一般住宅,WOA00589,三愛里,臺北市中正區新生南路一段160巷17號,"25.034687,121.530683",1,185.0,中正第一分局,
一般住宅,WOA00591,三愛里,臺北市中正區新生南路一段160巷22號,"25.034571,121.5305",1,242.0,中正第一分局,
一般住宅,WOA00595,三愛里,臺北市中正區新生南路一段160巷9號,"25.034697,121.531043",1,119.0,中正第一分局,
一般住宅,WOA01023,三愛里,臺北市中正區連雲街87號,"25.034075,121.530148",1,282.0,中正第一分局,
一般住宅,WOA01266,三愛里,臺北市中正區新生南路一段160巷20號,"25.03454,121.53063",1,161.0,中正第一分局,
一般住宅,WOA00513,三愛里,臺北市中正區新生南路一段160巷21號,"25.034694,121.53052",1、2,156.0,中正第一分局,
一般住宅,WOA00513,三愛里,臺北市中正區連雲街20號,"25.036671,121.531735",1,517.0,中正第一分局,
一般住宅,WOA00520,三愛里,臺北市中正區連雲街26巷10號,"25.036574,121.531261",1,281.0,中正第一分局,
一般住宅,WOA00791,三愛里,臺北市中正區臨沂街57巷42號,"25.037148,121.531657",1,160.0,中正第一分局,
一般住宅,WOA00802,三愛里,臺北市中正區臨沂街61巷25號,"25.035958,121.530901",1,373.0,中正第一分局,
一般住宅,WOA00806,三愛里,臺北市中正區臨沂街61巷21號,"25.036193,121.530665",1,87.0,中正第一分局,
一般住宅,WOA01304,三愛里,臺北市中正區連雲街27巷9號,"25.037254,121.530473",1,163.0,中正第一分局,
一般住宅,WOA01353,三愛里,臺北市中正區連雲街26巷6號,"25.03638,121.531447",1,81.0,中正第一分局,
一般住宅,WOA01369,三愛里,臺北市中正區臨沂街59巷39號,"25.036148,121.531347",1,110.0,中正第一分局,
一般住宅,WOA00566,三愛里,臺北市中正區新生南路一段126之6號,"25.037195,121.532511",1,237.0,中正第一分局,
一般住宅,WOA00567,三愛里,臺北市中正區新生南路一段126-8號,"25.037101,121.532503",1,161.0,中正第一分局,
一般住宅,WOA00568,三愛里,臺北市中正區新生南路一段136號,"25.036556,121.532497",1,324.0,中正第一分局,
一般住宅,WOA00569,三愛里,臺北市中正區新生南路一段138-1號,"25.036231,121.532497",1,333.0,中正第一分局,
一般住宅,WOA00871,三愛里,臺北市中正區新生南路一段140號,"25.036044,121.532484",1,558.0,中正第一分局,
一般住宅,WOA00886,三愛里,臺北市中正區新生南路一段140巷13號,"25.036263,121.531881",1,251.0,中正第一分局,
一般住宅,WOA00902,三愛里,臺北市中正區仁愛路二段102號,"25.037928,121.532191",1,311.0,中正第一分局,
一般住宅,WOA01029,三愛里,臺北市中正區新生南路一段128號,"25.036991,121.5325",1,175.0,中正第一分局,
一般住宅,WOA01030,三愛里,臺北市中正區新生南路一段142號,"25.035878,121.532488",1,185.0,中正第一分局,
一般住宅,WOA01031,三愛里,臺北市中正區新生南路一段126-7號,"25.03715,121.532504",1,193.0,中正第一分局,
一般住宅,WOA01325,三愛里,臺北市中正區連雲街6巷8號,"25.037469,121.53169",1、2,496.0,中正第一分局,
一般住宅,WOA01354,三愛里,臺北市中正區連雲街19號,"25.036638,121.531889",1,118.0,中正第一分局,
一般住宅,WOA00399,三愛里,臺北市中正區信義路二段127號,"25.034198,121.527894",1,50.0,中正第一分局,
一般住宅,WOA00828,三愛里,臺北市中正區臨沂街71巷17號,"25.035205,121.528921",1,104.0,中正第一分局,
一般住宅,WOA01053,三愛里,臺北市中正區臨沂街75巷3號,"25.034941,121.528139",1,16.0,中正第一分局,
一般住宅,WOA01054,三愛里,臺北市中正區臨沂街75巷5號,"25.03492,121.52822",1,16.0,中正第一分局,
一般住宅,WOA01057,三愛里,臺北市中正區臨沂街71巷2弄1號,"25.035119,121.528197",1,33.0,中正第一分局,
一般住宅,WOA01059,三愛里,臺北市中正區臨沂街2弄9號,"25.041384,121.530213",1,33.0,中正第一分局,
一般住宅,WOA01060,三愛里,臺北市中正區臨沂街2弄3號,"25.042334,121.530491",1,33.0,中正第一分局,
一般住宅,WOA01061,三愛里,臺北市中正區臨沂街71巷2號,"25.03524,121.528336",1,33.0,中正第一分局,
一般住宅,WOA01062,三愛里,臺北市中正區臨沂街71巷4號,"25.035207,121.528457",1,33.0,中正第一分局,
一般住宅,WOA01065,三愛里,臺北市中正區信義路二段139號,"25.034153,121.528223",1,50.0,中正第一分局,
一般住宅,WOA01068,三愛里,臺北市中正區信義路二段161巷4號,"25.034333,121.528814",1,33.0,中正第一分局,
一般住宅,WOA01069,三愛里,臺北市中正區信義路二段151號,"25.034147,121.528515",1,50.0,中正第一分局,
一般住宅,WOA01072,三愛里,臺北市中正區臨沂街75巷8之2號,"25.034652,121.528803",1,33.0,中正第一分局,
一般住宅,WOA01073,三愛里,臺北市中正區臨沂街75巷6號,"25.034645,121.528668",1,33.0,中正第一分局,
一般住宅,WOA01074,三愛里,臺北市中正區臨沂街81-1號,"25.034379,121.527883",1,100.0,中正第一分局,
一般住宅,WOA01075,三愛里,臺北市中正區臨沂街79號,"25.03464,121.527931",1,66.0,中正第一分局,
一般住宅,WOA01077,三愛里,臺北市中正區臨沂街77-3號,"25.034725,121.527974",1,33.0,中正第一分局,
一般住宅,WOA00891,三愛里,臺北市中正區臨沂街75巷8之1號,"25.034587,121.528083",1,285.0,中正第一分局,
一般住宅,WOA01078,三愛里,臺北市中正區臨沂街75巷2之1號,"25.034829,121.528099",1,33.0,中正第一分局,
一般住宅,WOA01079,三愛里,臺北市中正區臨沂街75巷2之7號,"25.034728,121.528524",1,33.0,中正第一分局,
一般住宅,WOA01080,三愛里,臺北市中正區臨沂街75巷2之2號,"25.034821,121.528127",1,33.0,中正第一分局,
一般住宅,WOA01081,三愛里,臺北市中正區信義路二段161巷2弄11號,"25.034481,121.528156",1,33.0,中正第一分局,
一般住宅,WOA00817,三愛里,臺北市中正區臨沂街65巷2號,"25.036201,121.528629",1,198.0,中正第一分局,
一般住宅,WOA00818,三愛里,臺北市中正區臨沂街65巷20號,"25.035073,121.529903",1,133.0,中正第一分局,
一般住宅,WOA00819,三愛里,臺北市中正區臨沂街65巷5號,"25.036178,121.528987",1,45.0,中正第一分局,
一般住宅,WOA00820,三愛里,臺北市中正區臨沂街65巷7號,"25.036014,121.529268",1,145.0,中正第一分局,
一般住宅,WOA00822,三愛里,臺北市中正區臨沂街69巷15號,"25.03564,121.528892",1,77.0,中正第一分局,
一般住宅,WOA00823,三愛里,臺北市中正區臨沂街69巷25號,"25.035471,121.529202",1,52.0,中正第一分局,
一般住宅,WOA00825,三愛里,臺北市中正區臨沂街69巷7弄6號,"25.035898,121.528679",1,112.0,中正第一分局,
一般住宅,WOA00837,三愛里,臺北市中正區臨沂街71巷19弄4號,"25.035492,121.529359",1,51.0,中正第一分局,
一般住宅,WOA01044,三愛里,臺北市中正區臨沂街69巷8號,"25.035554,121.528764",1,42.0,中正第一分局,
一般住宅,WOA01045,三愛里,臺北市中正區臨沂街69巷4號,"25.035784,121.528488",1,25.0,中正第一分局,
一般住宅,WOA01046,三愛里,臺北市中正區臨沂街69巷2號,"25.035685,121.528336",1,83.0,中正第一分局,
一般住宅,WOA01047,三愛里,臺北市中正區臨沂街69巷1號,"25.035816,121.528358",1,83.0,中正第一分局,
一般住宅,WOA01048,三愛里,臺北市中正區臨沂街65巷16號,"25.035703,121.529535",1,37.0,中正第一分局,
一般住宅,WOA01049,三愛里,臺北市中正區臨沂街65巷12號,"25.035893,121.529195",1,33.0,中正第一分局,
一般住宅,WOA01050,三愛里,臺北市中正區臨沂街65巷6號,"25.036054,121.528921",1,33.0,中正第一分局,
一般住宅,WOA01051,三愛里,臺北市中正區臨沂街67號,"25.036208,121.528529",1,125.0,中正第一分局,
一般住宅,WOA00528,三愛里,臺北市中正區連雲街26巷22弄3號,"25.036836,121.53058",1,101.0,中正第一分局,
一般住宅,WOA00529,三愛里,臺北市中正區連雲街26巷22弄4號,"25.036715,121.530334",1,50.0,中正第一分局,
一般住宅,WOA00795,三愛里,臺北市中正區臨沂街59巷14號,"25.037022,121.52987",1,33.0,中正第一分局,
一般住宅,WOA00796,三愛里,臺北市中正區臨沂街59巷15號,"25.037185,121.529872",1,130.0,中正第一分局,
一般住宅,WOA00797,三愛里,臺北市中正區臨沂街59巷22號,"25.036871,121.530126",1,56.0,中正第一分局,
一般住宅,WOA00798,三愛里,臺北市中正區臨沂街59巷24號,"25.036612,121.530563",1,103.0,中正第一分局,
一般住宅,WOA00809,三愛里,臺北市中正區臨沂街63巷17號,"25.036017,121.530096",1,101.0,中正第一分局,
一般住宅,WOA00814,三愛里,臺北市中正區臨沂街63巷4號,"25.03646,121.529096",1,100.0,中正第一分局,
一般住宅,WOA00815,三愛里,臺北市中正區臨沂街63巷9號,"25.036473,121.52933",1,111.0,中正第一分局,
一般住宅,WOA00838,三愛里,臺北市中正區臨沂街71巷19弄8號,"25.035813,121.529996",1,82.0,中正第一分局,
一般住宅,WOA01040,三愛里,臺北市中正區臨沂街63巷11號,"25.036313,121.529628",1,185.0,中正第一分局,
