類別,檔案卡電腦編號,里別,防空疏散避難設施地址,地下層數位址,可容納人數
大樓,WZA01822,西門里,臺北市萬華區峨眉街110號,1,33.0
公寓,WZA01812,西門里,臺北市萬華區康定路25巷10號,1,13.0
公寓,WZA00861,西門里,臺北市萬華區康定路25巷2號,1,376.0
大樓,WZA00785,西門里,臺北市萬華區峨眉街90號,1,409.0
大樓,WZA02317,西門里,臺北市萬華區成都路155~157號,1,813.0
公寓,WZA00180,西門里,臺北市萬華區成都路159號,1,292.0
公寓,WZA00179,西門里,臺北市萬華區成都路153號,1,186.0
公寓,WZA01815,西門里,臺北市萬華區康定路25巷24號,1,13.0
公寓,WZA01814,西門里,臺北市萬華區康定路25巷22號,1,13.0
公寓,WZA01813,西門里,臺北市萬華區康定路25巷18號,1,13.0
公寓,WZA01821,西門里,臺北市萬華區峨眉街108號,1,53.0
公寓,WZA01820,西門里,臺北市萬華區峨眉街104~106號,1,26.0
大樓,WZA01862,西門里,臺北市萬華區康定路25巷20號,1,289.0
公寓,WZA01818,西門里,臺北市萬華區康定路25巷21號,1,20.0
大樓,WZA02392,西門里,臺北市萬華區成都路139號,1,1033.0
公寓,WZA01817,西門里,臺北市萬華區康定路25巷15~17號,1,26.0
公寓,WZA01816,西門里,臺北市萬華區康定路25巷5~7號,1,13.0
公寓,WZA00178,西門里,臺北市萬華區成都路151號,1,58.0
公寓,WZA00177,西門里,臺北市萬華區成都路149號,1,65.0
大樓,WZA00176,西門里,臺北市萬華區成都路135號,1,561.0
公寓,WZA00187,西門里,臺北市萬華區成都路133巷2號,1,196.0
大樓,WZA02316,西門里,臺北市萬華區成都路155號,1,813.0
大樓,WZA00781,西門里,臺北市萬華區峨眉街62號,1,362.0
大樓,WZA00784,西門里,臺北市萬華區峨眉街86號,1,772.0
公寓,WZA00866,西門里,臺北市萬華區康定路25巷39號,1,204.0
大樓,WZA00780,西門里,臺北市萬華區峨眉街52號,1,2289.0
公寓,WZA00867,西門里,臺北市萬華區康定路25巷42號,1,93.0
公寓,WZA00141,西門里,臺北市萬華區內江街83-1號,1,34.0
公寓,WZA00140,西門里,臺北市萬華區內江街83號,1,133.0
公寓,WZA00863,西門里,臺北市萬華區康定路25巷26號,1,68.0
公寓,WZA01835,西門里,臺北市萬華區成都路103號,1,53.0
公寓,WZA01834,西門里,臺北市萬華區成都路97號,1,26.0
公寓,WZA01824,西門里,臺北市萬華區成都路107號,1,26.0
公寓,WZA01823,西門里,臺北市萬華區康定路25巷38號,1,66.0
公寓,WZA00541,西門里,臺北市萬華區昆明街132號,1,62.0
大樓,WZA00144,西門里,臺北市萬華區內江街89號,1,962.0
公寓,WZA01828,西門里,臺北市萬華區康定路25巷36號,1,10.0
公寓,WZA00865,西門里,臺北市萬華區康定路25巷30號,1,86.0
公寓,WZA01829,西門里,臺北市萬華區成都路105巷5號,1,10.0
公寓,WZA01830,西門里,臺北市萬華區康定路25巷36弄1號,1,26.0
大樓,WZA00175,西門里,臺北市萬華區成都路115號,1,341.0
