電腦編號,類別,村里,地址,地下層數,容量,轄管所別,備註
HMA00307,公寓,建功里,苗栗縣苗栗市成功路13號,1.0,221,北苗所,
HMA00308,公寓,北苗里,苗栗縣苗栗市自治路82巷66號,1.0,58,北苗所,
HMA00309,公寓,北苗里,苗栗縣苗栗市自治路82巷55號,1.0,32,北苗所,
HMA00310,公寓,北苗里,苗栗縣苗栗市義民街1巷26-1號,1.0,65,北苗所,
HMA00311,公寓,北苗里,苗栗縣苗栗市中華路76號,1.0,25,北苗所,
HMA00312,公寓,北苗里,苗栗縣苗栗市中華路143號,1.0,24,北苗所,
HMA00313,公寓,北苗里,苗栗縣苗栗市中華路60號,1.0,26,北苗所,
HMA00314,公寓,北苗里,苗栗縣苗栗市義民街1巷3號,1.0,42,北苗所,
HMA00315,公寓,北苗里,苗栗縣苗栗市中華路106號,1.0,26,北苗所,
HMA00316,公寓,北苗里,苗栗縣苗栗市中華路141號,1.0,26,北苗所,
HMA00317,公寓,北苗里,苗栗縣苗栗市中華路62號,1.0,26,北苗所,
HMA00318,公寓,北苗里,苗栗縣苗栗市三東巷18號,1.0,34,北苗所,
HMA00320,公寓,北苗里,苗栗縣苗栗市中華路52號,1.0,36,北苗所,
HMA00321,公寓,北苗里,苗栗縣苗栗市為公路91巷10號,1.0,26,北苗所,
HMA00324,公寓,北苗里,苗栗縣苗栗市義民街2巷75號,1.0,60,北苗所,
HMA01218,大樓,北苗里,苗栗縣苗栗市自治路567巷80之2號,1.0,390,北苗所,
HMA00328,公寓,北苗里,苗栗縣苗栗市為公路91巷32號,1.0,28,北苗所,
HMA00329,公寓,北苗里,苗栗縣苗栗市義民街3巷29號,1.0,28,北苗所,
HMA00330,公寓,北苗里,苗栗縣苗栗市義民街3巷29號,1.0,28,北苗所,
HMA00331,公寓,北苗里,苗栗縣苗栗市義民街3巷28號,1.0,28,北苗所,
HMA00332,公寓,北苗里,苗栗縣苗栗市三東巷33號,1.0,78,北苗所,
HMA00333,公寓,北苗里,苗栗縣苗栗市義民街3巷27號,1.0,26,北苗所,
HMA00334,公寓,北苗里,苗栗縣苗栗市鐵路一村47號,1.0,20,北苗所,
HMA00335,大樓,北苗里,苗栗縣苗栗市中華路83號,1.0,704,北苗所,
HMA00336,公寓,北苗里,苗栗縣苗栗市中華路145號,1.0,37,北苗所,
HMA00338,中油,北苗里,苗栗縣苗栗市中華路50號,1.0,716,北苗所,
HMA00339,公寓,北苗里,苗栗縣苗栗市北苗26號,1.0,90,北苗所,
HMA00340,公寓,北苗里,苗栗縣苗栗市站後南路30號,1.0,26,北苗所,
HMA00341,公寓,北苗里,苗栗縣苗栗市自治路2巷26號,1.0,25,北苗所,
HMA00343,公寓,北苗里,苗栗縣苗栗市英才路36號,1.0,66,北苗所,
HMA00347,公寓,北苗里,苗栗縣苗栗市英才路62號,1.0,24,北苗所,
HMA00348,公寓,北苗里,苗栗縣苗栗市北苗124號,1.0,46,北苗所,
HMA00349,公寓,北苗里,苗栗縣苗栗市站後南路19巷6號,1.0,18,北苗所,
HMA00350,公寓,北苗里,苗栗縣苗栗市北安街165號,1.0,38,北苗所,
HMA00351,公寓,北苗里,苗栗縣苗栗市北安街29號,1.0,33,北苗所,
HMA00352,公寓,北苗里,苗栗縣苗栗市北安街214號,1.0,57,北苗所,
HMA00353,公寓,北苗里,苗栗縣苗栗市北安街211號,1.0,33,北苗所,
HMA00354,公寓,北苗里,苗栗縣苗栗市北安街224號,1.0,22,北苗所,
HMA00355,公寓,北苗里,苗栗縣苗栗市華民路60號,1.0,29,北苗所,
HMA00356,公寓,北苗里,苗栗縣苗栗市英才路46號,1.0,40,北苗所,
HMA00357,公寓,北苗里,苗栗縣苗栗市英才路50號,1.0,24,北苗所,
HMA00358,公寓,北苗里,苗栗縣苗栗市英才路64號,1.0,25,北苗所,
HMA00359,公寓,北苗里,苗栗縣苗栗市英才路46號,1.0,24,北苗所,
HMA00360,公寓,北苗里,苗栗縣苗栗市自治路181巷10號,1.0,36,北苗所,
HMA00361,公寓,北苗里,苗栗縣苗栗市自治路181巷12號,1.0,30,北苗所,
HMA00362,公寓,北苗里,苗栗縣苗栗市自治路181巷32號,1.0,42,北苗所,
HMA00363,公寓,北苗里,苗栗縣苗栗市自治路181巷34號,1.0,40,北苗所,
HMA00364,公寓,北苗里,苗栗縣苗栗市自治路181巷36號,1.0,40,北苗所,
HMA00365,公寓,北苗里,苗栗縣苗栗市自治路181巷68號,1.0,25,北苗所,
HMA00366,公寓,北苗里,苗栗縣苗栗市自治路181巷52號,1.0,30,北苗所,
HMA00367,公寓,北苗里,苗栗縣苗栗市自治路181巷72號,1.0,18,北苗所,
HMA00368,公寓,北苗里,苗栗縣苗栗市北安街161號,1.0,30,北苗所,
HMA00369,公寓,北苗里,苗栗縣苗栗市北安街191巷5號,1.0,32,北苗所,
HMA00370,公寓,北苗里,苗栗縣苗栗市北安街186號,1.0,22,北苗所,
HMA00371,公寓,北苗里,苗栗縣苗栗市北安街216號,1.0,40,北苗所,
HMA00372,大樓,北苗里,苗栗縣苗栗市站後南路33號35號,2.0,502,北苗所,
HMA00373,大樓,北苗里,苗栗縣苗栗市北安街200號,1.0,198,北苗所,
HMA00376,公寓,北苗里,苗栗縣苗栗市五權街27號,1.0,25,北苗所,
HMA00377,公寓,北苗里,苗栗縣苗栗市五權街29號,1.0,16,北苗所,
HMA00378,公寓,北苗里,苗栗縣苗栗市五權街31號,1.0,13,北苗所,
HMA00379,公寓,北苗里,苗栗縣苗栗市五權街33號,1.0,22,北苗所,
HMA00380,公寓,北苗里,苗栗縣苗栗市五權街35號,1.0,37,北苗所,
HMA00381,公寓,北苗里,苗栗縣苗栗市北安街188號,1.0,30,北苗所,
HMA00382,公寓,北苗里,苗栗縣苗栗市站後南路19巷4號,1.0,28,北苗所,
HMA00383,公寓,北苗里,苗栗縣苗栗市英才路212號,1.0,24,北苗所,
HMA00384,公寓,北苗里,苗栗縣苗栗市嘉慶103號,1.0,36,北苗所,
HMA00385,公寓,北苗里,苗栗縣苗栗市自治路10號,1.0,16,北苗所,
HMA00386,公寓,北苗里,苗栗縣苗栗市自治路2巷14號,1.0,32,北苗所,
HMA00387,公寓,北苗里,苗栗縣苗栗市自治路48巷16號,1.0,18,北苗所,
HMA00388,公寓,北苗里,苗栗縣苗栗市自治路48巷18號,1.0,18,北苗所,
HMA00389,公寓,北苗里,苗栗縣苗栗市自治路6號,1.0,18,北苗所,
HMA00390,公寓,北苗里,苗栗縣苗栗市信泰3-1號,1.0,36,北苗所,
HMA00391,大樓,上苗里,苗栗縣苗栗市站前1號,2.0,1997,北苗所,
HMA00392,公寓,嘉盛里,苗栗縣苗栗市福星1-1號,1.0,40,北苗所,
HMA00394,公寓,嘉盛里,苗栗縣苗栗市嘉盛210號,1.0,33,北苗所,
HMA00395,公寓,嘉盛里,苗栗縣苗栗市福星50號,1.0,16,北苗所,
HMA00396,公寓,嘉盛里,苗栗縣苗栗市福星49號,1.0,16,北苗所,
HMA00398,公寓,嘉盛里,苗栗縣苗栗市福星46號,1.0,18,北苗所,
HMA00401,公寓,嘉盛里,苗栗縣苗栗市為公路1418號,1.0,40,北苗所,
HMA00402,公寓,嘉盛里,苗栗縣苗栗市為公路420號,1.0,40,北苗所,
HMA00405,公寓,嘉盛里,苗栗縣苗栗市嘉盛125-1號,1.0,21,北苗所,
HMA00406,公寓,嘉盛里,苗栗縣苗栗市嘉盛126號,1.0,21,北苗所,
HMA00407,公寓,嘉盛里,苗栗縣苗栗市嘉盛125號,1.0,21,北苗所,
HMA00408,公寓,嘉盛里,苗栗縣苗栗市國華路2號,2.0,396,北苗所,
HMA00409,大樓,清華里,苗栗縣苗栗市為公路296號,2.0,2122,北苗所,
HMA00410,公寓,清華里,苗栗縣苗栗市為公路4-1號,1.0,26,北苗所,
HMA00411,中油,福星里,苗栗縣苗栗市福星220號,1.0,37,北苗所,
HMA00412,公寓,福星里,苗栗縣苗栗市福星239-5號,1.0,46,北苗所,
HMA00414,公寓,福星里,苗栗縣苗栗市郵電街25號,1.0,120,北苗所,
HMA00415,公寓,福星里,苗栗縣苗栗市中華路678號,1.0,82,北苗所,
HMA00418,台肥公司,福星里,苗栗縣苗栗市福星210號,1.0,170,北苗所,
HMA00419,台肥公司,福星里,苗栗縣苗栗市福星210號,1.0,528,北苗所,
HMA00420,公寓,上苗里,苗栗縣苗栗市社寮街69號,1.0,25,北苗所,
HMA00421,公寓,上苗里,苗栗縣苗栗市社寮街65號,1.0,26,北苗所,
HMA00422,公寓,上苗里,苗栗縣苗栗市社寮街81號,1.0,45,北苗所,
HMA00423,公寓,上苗里,苗栗縣苗栗市長安街22號,1.0,32,北苗所,
HMA00424,公寓,上苗里,苗栗縣苗栗市長安街56號,1.0,66,北苗所,
HMA00425,公寓,上苗里,苗栗縣苗栗市社寮街15號,1.0,53,北苗所,
HMA00426,公寓,上苗里,苗栗縣苗栗市社寮街20號,1.0,30,北苗所,
HMA00427,公寓,上苗里,苗栗縣苗栗市社寮街29號,1.0,29,北苗所,
HMA00882,公寓,上苗里,苗栗縣苗栗市建民街42號,1.0,26,北苗所,
HMA00429,公寓,上苗里,苗栗縣苗栗市長安街138號,1.0,70,北苗所,
HMA00430,公寓,上苗里,苗栗縣苗栗市長安街140號,1.0,53,北苗所,
HMA00431,公寓,上苗里,苗栗縣苗栗市社寮街185號,1.0,18,北苗所,
HMA00432,公寓,上苗里,苗栗縣苗栗市社寮街191號,1.0,26,北苗所,
HMA00433,公寓,上苗里,苗栗縣苗栗市社寮街189號,1.0,26,北苗所,
HMA00434,公寓,上苗里,苗栗縣苗栗市社寮街193號,1.0,26,北苗所,
HMA00435,公寓,上苗里,苗栗縣苗栗市社寮街187號,1.0,26,北苗所,
HMA00436,公寓,上苗里,苗栗縣苗栗市社寮街193-1號,1.0,26,北苗所,
HMA00437,公寓,上苗里,苗栗縣苗栗市健民街2巷2號,1.0,97,北苗所,
HMA00438,公寓,上苗里,苗栗縣苗栗市健民街2巷34號,1.0,30,北苗所,
HMA00439,公寓,上苗里,苗栗縣苗栗市健民街2巷27號,1.0,36,北苗所,
HMA00440,公寓,上苗里,苗栗縣苗栗市長安街89巷1號,1.0,32,北苗所,
HMA00441,公寓,上苗里,苗栗縣苗栗市長安街86號,1.0,22,北苗所,
HMA00442,公寓,上苗里,苗栗縣苗栗市長安街98巷64號,1.0,1767,北苗所,
HMA00443,啟文國小,福星里,苗栗縣苗栗市啟文巷35號,1.0,1492,北苗所,
HMA00444,大樓,福星里,苗栗縣苗栗市國華路301號,1.0,5735,北苗所,
HMA00445,公寓,福星里,苗栗縣苗栗市福星110巷8-1號,1.0,34,北苗所,
HMA00447,公寓,福星里,苗栗縣苗栗市啟文巷15號,1.0,36,北苗所,
HMA00449,啟文國小,福星里,苗栗縣苗栗市啟文巷35號,1.0,276,北苗所,
HMA00450,公寓,福星里,苗栗縣苗栗市福星202號,1.0,46,北苗所,
HMA00451,公寓,福星里,苗栗縣苗栗市福星2號,1.0,74,北苗所,
HMA00452,公寓,福星里,苗栗縣苗栗市豐年路170號,1.0,38,北苗所,
HMA00452-1,公寓,福星里,苗栗縣苗栗市豐年路166號,1.0,38,北苗所,
HMA00453,公寓,福星里,苗栗縣苗栗市豐年路102號,1.0,29,北苗所,
HMA00454,公寓,中苗里,苗栗縣苗栗市中正路537號,1.0,34,北苗所,
HMA00455,公寓,中苗里,苗栗縣苗栗市中正路474號,1.0,44,北苗所,
HMA00456,公寓,中苗里,苗栗縣苗栗市郵電街6巷29號,1.0,80,北苗所,
HMA00457,中華電信,中苗里,苗栗縣苗栗市中正路560號,1.0,1592,北苗所,
HMA00458,苗栗郵局,中苗里,苗栗縣苗栗市中正路532號,3.0,800,北苗所,
HMA00459,公寓,中苗里,苗栗縣苗栗市中山路553號,1.0,100,北苗所,
HMA00460,公寓,中苗里,苗栗縣苗栗市中正路443巷1號,1.0,540,北苗所,
HMA00461,富邦產物,中苗里,苗栗縣苗栗市中正路399號,2.0,597,北苗所,
HMA00462,大樓,中苗里,苗栗縣苗栗市中正路416號,1.0,680,北苗所,
HMA00463,大樓,中苗里,苗栗縣苗栗市中正路420號,2.0,1214,北苗所,
HMA00464,公寓,中苗里,苗栗縣苗栗市中正路422巷43號,1.0,100,北苗所,
HMA00465,公寓,中苗里,苗栗縣苗栗市中正路447號,1.0,110,北苗所,
HMA00466,公寓,中苗里,苗栗縣苗栗市中正路449號,1.0,56,北苗所,
HMA00467,台灣銀行,中苗里,苗栗縣苗栗市中正路510號,1.0,880,北苗所,
HMA00468,大樓,中苗里,苗栗縣苗栗市中正路458號,2.0,701,北苗所,
HMA00469,公寓,中苗里,苗栗縣苗栗市中正路503巷37號,1.0,"56 ",北苗所,
HMA00470,公寓,中苗里,苗栗縣苗栗市中正路523巷3號,1.0,"48 ",北苗所,
HMA00471,大樓,中苗里,苗栗縣苗栗市中山路403號,2.0,"288 ",北苗所,
HMA00472,大樓,中苗里,苗栗縣苗栗市中正路496號,1.0,"304 ",北苗所,
HMA00473,公寓,中苗里,苗栗縣苗栗市中正路527號,1.0,"34 ",北苗所,
HMA00474,公寓,中苗里,苗栗縣苗栗市中山路536號,1.0,"116 ",北苗所,
HMA00475,公寓,中苗里,苗栗縣苗栗市中山路561號,1.0,"26 ",北苗所,
HMA00476,公寓,中苗里,苗栗縣苗栗市中山路557號,1.0,"34 ",北苗所,
HMA00477,公寓,中苗里,苗栗縣苗栗市中山路555號,1.0,"34 ",北苗所,
HMA00478,公寓,中苗里,苗栗縣苗栗市中山路376號,1.0,"38 ",北苗所,
HMA00479,公寓,中苗里,苗栗縣苗栗市中山路414號,1.0,"298 ",北苗所,
HMA00480,大樓,中苗里,苗栗縣苗栗市建台街1巷10號,1.0,"495 ",北苗所,
HMA00482,公寓,維祥里,苗栗縣苗栗市玉維路286號,1.0,"176 ",北苗所,
HMA00483,苗栗農工,維祥里,苗栗縣苗栗市玉維路286號,1.0,"888 ",北苗所,
HMA00485,苗栗農工,維祥里,苗栗縣苗栗市玉維路286號,1.0,"725 ",北苗所,
HMA00486,苗栗農工,維祥里,苗栗縣苗栗市玉維路286號,1.0,"502 ",北苗所,
HMA00487,苗栗農工,維祥里,苗栗縣苗栗市玉維路286號,1.0,"644 ",北苗所,
HMA00488,公寓,維祥里,苗栗縣苗栗市四維街223號,1.0,"64 ",北苗所,
HMA00490,大樓,清華里,苗栗縣苗栗市長安街1巷1號,1.0,"1044 ",北苗所,
HMA00491,大樓,清華里,苗栗縣苗栗市為公路282號,1.0,"1480 ",北苗所,
HMA00492,公寓,清華里,苗栗縣苗栗市為公路354號,1.0,"57 ",北苗所,
HMA00493,公寓,清華里,苗栗縣苗栗市為公路340號,1.0,"16 ",北苗所,
HMA00495,公寓,清華里,苗栗縣苗栗市為公路360號,1.0,"38 ",北苗所,
HMA00498,公寓,清華里,苗栗縣苗栗市玉興路28號,1.0,"60 ",北苗所,
HMA00502,公寓,清華里,苗栗縣苗栗市紫園1號,1.0,"126 ",北苗所,
HMA00504,公寓,嘉盛里,苗栗縣苗栗市為公路559巷1號,1.0,"50 ",北苗所,
HMA00505,公寓,嘉盛里,苗栗縣苗栗市為公路686巷29號,1.0,"93 ",北苗所,
HMA00506,公賣局,嘉盛里,苗栗縣苗栗市為公路602號,1.0,"133 ",北苗所,
HMA00507,苗栗醫院,嘉盛里,苗栗縣苗栗市為公路747號,1.0,"53 ",北苗所,
HMA00508,公寓,嘉盛里,苗栗縣苗栗市橋頭北2號,1.0,"102 ",北苗所,
HMA00509,公寓,嘉盛里,苗栗縣苗栗市為公路540號,1.0,"46 ",北苗所,
HMA00510,中油公司,清華里,苗栗縣苗栗市為公路273號,1.0,"400 ",北苗所,
HMA00511,公寓,清華里,苗栗縣苗栗市為公路307巷9號,1.0,"24 ",北苗所,
HMA00512,公寓,清華里,苗栗縣苗栗市為公路307巷13-4號,1.0,"58 ",北苗所,
HMA00513,公寓,清華里,苗栗縣苗栗市為公路307巷13-3號,1.0,"58 ",北苗所,
HMA00515,公寓,清華里,苗栗縣苗栗市嘉盛街9號,1.0,"46 ",北苗所,
HMA00516,公寓,清華里,苗栗縣苗栗市長安街12號,1.0,"32 ",北苗所,
HMA00517,公寓,清華里,苗栗縣苗栗市為公路196巷14號,1.0,"24 ",北苗所,
HMA00518,公寓,清華里,苗栗縣苗栗市為公路196巷15號,1.0,"24 ",北苗所,
HMA00519,公寓,清華里,苗栗縣苗栗市為公路195巷16號,1.0,"26 ",北苗所,
HMA00520,公寓,清華里,苗栗縣苗栗市為公路195巷17號,1.0,"24 ",北苗所,
HMA00521,公寓,清華里,苗栗縣苗栗市為公路195巷18號,1.0,"26 ",北苗所,
HMA00522,公寓,清華里,苗栗縣苗栗市為公路195巷13號,1.0,"24 ",北苗所,
HMA00523,公寓,清華里,苗栗縣苗栗市為公路195巷12號,1.0,"26 ",北苗所,
HMA00524,公寓,清華里,苗栗縣苗栗市為公路195巷11號,1.0,"24 ",北苗所,
HMA00525,公寓,清華里,苗栗縣苗栗市為公路195巷9號,1.0,"24 ",北苗所,
HMA00526,公寓,清華里,苗栗縣苗栗市為公路195巷10號,1.0,"26 ",北苗所,
HMA00527,公寓,清華里,苗栗縣苗栗市福星87號,1.0,"33 ",北苗所,
HMA00528,大樓,清華里,苗栗縣苗栗市國華路67-73號,1.0,"1449 ",北苗所,
HMA00529,公寓,清華里,苗栗縣苗栗市為公路307巷22號,1.0,"50 ",北苗所,
HMA00530,公寓,清華里,苗栗縣苗栗市啟文路28號,1.0,"29 ",北苗所,
HMA00537,大樓,福星里,苗栗縣苗栗市鴻福61-5號,1.0,"1091 ",北苗所,"24.586764421169796, 120.82448805788685"
HMA00539,公寓,玉華里,苗栗縣苗栗市玉清路132號,1.0,"232 ",北苗所,
HMA00540,大倫國中,玉清里,苗栗縣苗栗市育英街82號,1.0,"133 ",北苗所,
HMA00541,大倫國中,玉清里,苗栗縣苗栗市育英街82號,1.0,"624 ",北苗所,
HMA00542,大倫國中,玉清里,苗栗縣苗栗市育英街82號,1.0,"480 ",北苗所,
HMA00543,大倫國中,玉清里,苗栗縣苗栗市育英街82號,1.0,"86 ",北苗所,
HMA00546,玉清宮,玉清里,苗栗縣苗栗市為民街35號,1.0,"466 ",北苗所,
HMA00547,大樓,上苗里,苗栗縣苗栗市站前1號,2.0,"1998 ",北苗所,
HMA00552,公寓,上苗里,苗栗縣苗栗市中正路14號,1.0,"78 ",北苗所,
HMA00555,公寓,上苗里,苗栗縣苗栗市中正路69號,1.0,"72 ",北苗所,
HMA00556,公寓,上苗里,苗栗縣苗栗市建中街20號,1.0,"76 ",北苗所,
HMA00557,公寓,上苗里,苗栗縣苗栗市中山路130號,1.0,"120 ",北苗所,
HMA00558,公寓,上苗里,苗栗縣苗栗市中正路58號,1.0,"130 ",北苗所,
HMA00559,公寓,上苗里,苗栗縣苗栗市為公路60號,1.0,"30 ",北苗所,
HMA00560,公寓,上苗里,苗栗縣苗栗市中山路25號,2.0,"86 ",北苗所,
HMA00561,公寓,上苗里,苗栗縣苗栗市中正路104號,1.0,"130 ",北苗所,
HMA00562,公寓,上苗里,苗栗縣苗栗市中正路106號,1.0,"56 ",北苗所,
HMA00563,公寓,上苗里,苗栗縣苗栗市中正路102號,1.0,"180 ",北苗所,
HMA00564,公寓,上苗里,苗栗縣苗栗市中正路85號,1.0,"20 ",北苗所,
HMA00565,公寓,上苗里,苗栗縣苗栗市中山路126號,1.0,"74 ",北苗所,
HMA00566,公寓,上苗里,苗栗縣苗栗市中正路73號,1.0,"10 ",北苗所,
HMA00567,公寓,上苗里,苗栗縣苗栗市中正路97號,1.0,"200 ",北苗所,
HMA00568,公寓,上苗里,苗栗縣苗栗市中山路118號,1.0,"74 ",北苗所,
HMA00569,公寓,上苗里,苗栗縣苗栗市中山路116號,1.0,"64 ",北苗所,
HMA00570,公寓,上苗里,苗栗縣苗栗市中正路107號,1.0,"133 ",北苗所,
HMA00571,公寓,上苗里,苗栗縣苗栗市中山路120號,1.0,"49 ",北苗所,
HMA00572,公寓,上苗里,苗栗縣苗栗市中山路122號,1.0,"49 ",北苗所,
HMA00573,公寓,上苗里,苗栗縣苗栗市中正路89號,1.0,"40 ",北苗所,
HMA00574,公寓,上苗里,苗栗縣苗栗市中正路79號,1.0,"32 ",北苗所,
HMA00575,公寓,上苗里,苗栗縣苗栗市建國街23號,1.0,"36 ",北苗所,
HMA00576,公寓,建功里,苗栗縣苗栗市府東路95巷5號,1.0,"64 ",北苗所,
HMA00577,公寓,建功里,苗栗縣苗栗市府東路10號,1.0,"80 ",北苗所,
HMA00578,公寓,建功里,苗栗縣苗栗市府東路89號,1.0,"44 ",北苗所,
HMA00579,公寓,建功里,苗栗縣苗栗市府東路85號,1.0,"44 ",北苗所,
HMA00580,公寓,建功里,苗栗縣苗栗市府東路83號,1.0,"54 ",北苗所,
HMA00581,公寓,建功里,苗栗縣苗栗市府東路67號,1.0,"72 ",北苗所,
HMA00582,公寓,建功里,苗栗縣苗栗市府東路57號,1.0,"62 ",北苗所,
HMA00583,公寓,建功里,苗栗縣苗栗市府東路95巷10號,1.0,"38 ",北苗所,
HMA00584,公寓,建功里,苗栗縣苗栗市府東路95巷1號,1.0,"106 ",北苗所,
HMA00585,公寓,建功里,苗栗縣苗栗市府東路9號,1.0,"100 ",北苗所,
HMA00586,公寓,建功里,苗栗縣苗栗市府東路4號,1.0,"300 ",北苗所,
HMA00587,公寓,建功里,苗栗縣苗栗市縣府路71號,1.0,"100 ",北苗所,
HMA00588,公寓,建功里,苗栗縣苗栗市縣府路69號,1.0,"48 ",北苗所,
HMA00589,公寓,建功里,苗栗縣苗栗市縣府路67號,1.0,"84 ",北苗所,
HMA00590,公寓,建功里,苗栗縣苗栗市縣府路63號,1.0,"200 ",北苗所,
HMA00591,公寓,建功里,苗栗縣苗栗市縣府路62號,1.0,"120 ",北苗所,
HMA00592,公寓,建功里,苗栗縣苗栗市府前路131號,1.0,"42 ",北苗所,
HMA00593,公寓,建功里,苗栗縣苗栗市府前路133號,1.0,"38 ",北苗所,
HMA00594,公寓,建功里,苗栗縣苗栗市府前路129號,1.0,"52 ",北苗所,
HMA00595,公寓,建功里,苗栗縣苗栗市府前路95號,1.0,"80 ",北苗所,
HMA00596,縣立文化中心,北苗里,苗栗縣苗栗市自治路50號,1.0,"1060 ",北苗所,
HMA00597,公寓,建功里,苗栗縣苗栗市府前路63巷1號,1.0,"102 ",北苗所,
HMA00598,公寓,建功里,苗栗縣苗栗市府前路61-1號,1.0,"190 ",北苗所,
HMA00600,公寓,建功里,苗栗縣苗栗市府前路61號,1.0,"44 ",北苗所,
HMA00601,公寓,建功里,苗栗縣苗栗市府前路135號,1.0,"44 ",北苗所,
HMA00602,公寓,上苗里,苗栗縣苗栗市中山路82號,1.0,"430 ",北苗所,
HMA00603,中油公司,上苗里,苗栗縣苗栗市中正路140號,1.0,"2050 ",北苗所,
HMA00604,公寓,上苗里,苗栗縣苗栗市建民街60號,1.0,"808 ",北苗所,
HMA00605,苗栗市信用合作社,上苗里,苗栗縣苗栗市中正路81號,1.0,"150 ",北苗所,
HMA00606,公寓,嘉盛里,苗栗縣苗栗市國華路100號,1.0,"26 ",北苗所,
HMA00607,公寓,嘉盛里,苗栗縣苗栗市為公路458號,1.0,"100 ",北苗所,
HMA00608,公寓,嘉盛里,苗栗縣苗栗市國華路69號,1.0,"34 ",北苗所,
HMA00609,公寓,嘉盛里,苗栗縣苗栗市國華路94號,1.0,"37 ",北苗所,
HMA00610,公寓,嘉盛里,苗栗縣苗栗市育英街16號,1.0,"28 ",北苗所,
HMA00611,大樓,建功里,苗栗縣苗栗市中正路240號,2.0,"1090 ",北苗所,
HMA00210,公寓,建功里,苗栗縣苗栗市中正路264號,1.0,"30 ",北苗所,
HMA00613,建功國小,建功里,苗栗縣苗栗市中正路241號,1.0,"465 ",北苗所,
HMA00614,公寓,建功里,苗栗縣苗栗市中正路328號,1.0,"26 ",北苗所,
HMA00616,公寓,建功里,苗栗縣苗栗市中山路253號,1.0,"156 ",北苗所,
HMA00617,公寓,建功里,苗栗縣苗栗市中正路336號,1.0,"106 ",北苗所,
HMA00619,公寓,建功里,苗栗縣苗栗市中山路269號,1.0,"13 ",北苗所,
HMA00620,公寓,建功里,苗栗縣苗栗市中山路267號,1.0,"13 ",北苗所,
HMA00621,縣立體育館,建功里,苗栗縣苗栗市中正路191號,1.0,"1333 ",北苗所,
HMA00622,公寓,建功里,苗栗縣苗栗市建功街11號,1.0,"49 ",北苗所,
HMA00623,公寓,建功里,苗栗縣苗栗市中正路310號,1.0,"36 ",北苗所,
HMA00624,建功國小,建功里,苗栗縣苗栗市中正路241號,1.0,"40 ",北苗所,
HMA00625,公寓,建功里,苗栗縣苗栗市中正路265號,1.0,"64 ",北苗所,
HMA00625-1,公寓,建功里,苗栗縣苗栗市中正路222號,1.0,"17 ",北苗所,
HMA00626,公寓,建功里,苗栗縣苗栗市建功街31號,1.0,"38 ",北苗所,
HMA00628,公寓,建功里,苗栗縣苗栗市中正路335號,1.0,"26 ",北苗所,
HMA00629,公寓,建功里,苗栗縣苗栗市中正路315號,1.0,"30 ",北苗所,
HMA00630,公寓,建功里,苗栗縣苗栗市中正路325號,1.0,"66 ",北苗所,
HMA00631,公寓,建功里,苗栗縣苗栗市中正路327號,1.0,"62 ",北苗所,
HMA00632,公寓,建功里,苗栗縣苗栗市中正路323號,1.0,"109 ",北苗所,
HMA00633,公寓,建功里,苗栗縣苗栗市中正路319號,1.0,"53 ",北苗所,
HMA00634,公寓,建功里,苗栗縣苗栗市中正路331號,1.0,"33 ",北苗所,
HMA00635,公寓,建功里,苗栗縣苗栗市中正路289巷19號,1.0,"46 ",北苗所,
HMA00636,公寓,建功里,苗栗縣苗栗市建功街32巷19號,1.0,"30 ",北苗所,
HMA00638,公寓,建功里,苗栗縣苗栗市建功街32巷15號,1.0,"25 ",北苗所,
HMA00639,公寓,建功里,苗栗縣苗栗市中正路275號,1.0,"164 ",北苗所,
HMA00640,公寓,建功里,苗栗縣苗栗市中正路333巷6-1號,1.0,"36 ",北苗所,
HMA00641,公寓,建功里,苗栗縣苗栗市中正路26號,1.0,"120 ",北苗所,
HMA00643,公寓,建功里,苗栗縣苗栗市中正路354巷1號,1.0,"24 ",北苗所,
HMA00644,公寓,建功里,苗栗縣苗栗市中正路339號,1.0,"36 ",北苗所,
HMA00645,公寓,建功里,苗栗縣苗栗市中正路344號,1.0,"45 ",北苗所,
HMA00646,公寓,建功里,苗栗縣苗栗市中正路289巷21弄7號,1.0,"53 ",北苗所,
HMA001218,大樓,北苗里,苗栗縣苗栗市自治路567巷80號,1.0,"390 ",北苗所,
HMA00649,公寓,北苗里,苗栗縣苗栗市北苗11-1號,1.0,"26 ",北苗所,
HMA00651,公寓,北苗里,苗栗縣苗栗市蕉嶺街16號,1.0,"26 ",北苗所,
HMA00652,公寓,北苗里,苗栗縣苗栗市蕉嶺街18號,1.0,"26 ",北苗所,
HMA00653,公寓,北苗里,苗栗縣苗栗市蕉嶺街20號,1.0,"26 ",北苗所,
HMA00654,公寓,北苗里,苗栗縣苗栗市蕉嶺街22號,1.0,"26 ",北苗所,
HMA00655,公寓,北苗里,苗栗縣苗栗市蕉嶺街23號,1.0,"80 ",北苗所,
HMA00656,公寓,北苗里,苗栗縣苗栗市自治路86號,1.0,"108 ",北苗所,
HMA00657,公寓,北苗里,苗栗縣苗栗市自治路90號,1.0,"108 ",北苗所,
HMA00658,公寓,北苗里,苗栗縣苗栗市自治路62巷31號,1.0,"46 ",北苗所,
HMA00659,公寓,北苗里,苗栗縣苗栗市自治路62巷33號,1.0,"46 ",北苗所,
