類別,建築物名稱,電腦編號,村里別,地址,"地下樓 層數","可容納 人數",派出所,備註,經度,緯度
公寓,順雄企業,DK01000052,東林里,新北市林口區東林里工二區工二路11號,1.0,51.0,林口派出所,,121.400994,25.081559
公寓,台灣研準,DK01000054,東林里,新北市林口區東林里宏昌街81號,1.0,60.0,林口派出所,,121.401969,25.085233
公寓,西北食品工業,DK01000055,東林里,新北市林口區東林里粉寮路一段102號,1.0,178.0,林口派出所,,121.399962,25.081793
公寓,媽媽家食品企業,DK01000056,東林里,新北市林口區東林里工二區工九路13-1號,1.0,290.0,林口派出所,,121.4036,25.075794
公寓,三和企業,DK01000062,東林里,新北市林口區東林里工二區工八路12號,1.0,35.0,林口派出所,,121.400288,25.080247
公寓,韋泉企業,DK01000063,東林里,新北市林口區東林里工二區工七路14號,1.0,63.0,林口派出所,,121.399662,25.079687
公寓,光淙公司,DK01000064,東林里,新北市林口區東林里粉寮路一段104號,1.0,180.0,林口派出所,,121.400113,25.081926
公寓,好運通食材通路公司,DK01000065,東林里,新北市林口區東林里工五路5號,1.0,76.0,林口派出所,,121.402195,25.077681
公寓,上廣塑膠,DK01000066,東林里,新北市林口區東林里粉寮路一段90號,1.0,134.0,林口派出所,,121.398873,25.080502
公寓,鋁祥發實業,DK01000067,東林里,新北市林口區東林里工九路25號,1.0,81.0,林口派出所,,121.405253,25.075907
公寓,乙丞工業,DK01000068,東林里,新北市林口區東林里工二區工三路12-1號,1.0,183.0,林口派出所,,121.402058,25.080932
公寓,志聖工業,DK01000069,東林里,新北市林口區東林里工二區工八路2-1號,1.0,301.0,林口派出所,,121.402534,25.078357
公寓,力巨特殊金屬,DK01000070,東林里,新北市林口區東林里工二區工二路5號,1.0,46.0,林口派出所,,121.400477,25.081068
公寓,信密電機,DK01000071,東林里,新北市林口區東林里工二區工九路20號,1.0,168.0,林口派出所,,121.4035433,25.07574111
公寓,員全股份有限公司二廠,DK01000072,東林里,新北市林口區東林里工八路2-3號,1.0,92.0,林口派出所,,121.40177,25.078919
公寓,盛祥實業,DK01000074,東林里,新北市林口區東林里工二區工四路16號,1.0,33.0,林口派出所,,121.402119,25.078888
公寓,康儀科技,DK01000076,東林里,新北市林口區東林里粉寮路一段88號,1.0,451.0,林口派出所,,121.398475,25.080262
公寓,久尚實業,DK01000078,東林里,新北市林口區東林里粉寮路一段94號,1.0,237.0,林口派出所,,121.399317,25.080937
公寓,台灣柏恩氏電子,DK01000079,東林里,新北市林口區東林里工六路1號,1.0,381.0,林口派出所,,121.398726,25.078937
公寓,兆伸螺絲工業,DK01000081,東林里,新北市林口區東林里工二區工二路4號,1.0,78.0,林口派出所,,121.400571,25.080737
公寓,俞泰工業,DK01000083,東林里,新北市林口區東林里工二區工七路10號,1.0,311.0,林口派出所,,121.3996116,25.07947781
公寓,艾姆勒車電公司,DK01000084,東林里,新北市林口區東林里粉寮路二段16號,1.0,583.0,林口派出所,,121.402305,25.085712
公寓,商裕機械,DK01000085,東林里,新北市林口區東林里工二路1號,1.0,248.0,林口派出所,,121.400023,25.080646
公寓,松利塑膠,DK01000086,東林里,新北市林口區東林里工二區工四路6號,1.0,51.0,林口派出所,,121.400929,25.077738
公寓,鉉鴻企業,DK01000087,東林里,新北市林口區東林里工二區工六路9號,1.0,47.0,林口派出所,,121.399254,25.078312
公寓,鴻屹股份有限公司,DK01000088,東林里,新北市林口區東林里工五路13號,1.0,72.0,林口派出所,,121.402229,25.077866
公寓,鋁祥發實業,DK01000089,東林里,新北市林口區東林里工二區工九路26號,1.0,168.0,林口派出所,,121.404567,25.075567
公寓,群海技術開發公司,DK01000090,東林里,新北市林口區東林里粉寮路一段92號,1.0,375.0,林口派出所,,121.399272,25.08083
公寓,成台股份有限公司,DK01000091,東林里,新北市林口區東林里工二區工九路33號,1.0,286.0,林口派出所,,121.406627,25.076411
公寓,朝英公司,DK01000092,東林里,新北市林口區東林里工二區工三路1號,1.0,221.0,林口派出所,,121.401104,25.079981
公寓,鉅綸機械工業,DK01000093,東林里,新北市林口區東林里工二區工四路11號,1.0,155.0,林口派出所,,121.401318,25.07872143
公寓,林口工業區工二辦公處,DK01000096,東林里,新北市林口區東林里自強三街33號,1.0,44.0,林口派出所,,121.398446,25.077344
公寓,吳福洋針織公司,DK01000098,東林里,新北市林口區東林里工九路3號,1.0,296.0,林口派出所,,121.40141,25.075843
公寓,力璿國際,DK01000099,東林里,新北市林口區東林里工二區工四路4號,1.0,26.0,林口派出所,,121.400846,25.077463
公寓,天義企業,DK01000100,東林里,新北市林口區東林里工五路8號,1.0,192.0,林口派出所,,121.402195,25.077681
公寓,勝機企業,DK01000101,東林里,新北市林口區東林里工二區工四路30號,1.0,73.0,林口派出所,,121.403277,25.081843
公寓,先鋒導電工業,DK01000102,東林里,新北市林口區東林里工二區工五路3號,1.0,87.0,林口派出所,,121.401559,25.076982
公寓,三森生技,DK01000103,東林里,新北市林口區東林里工二路17號,1.0,104.0,林口派出所,,121.400219,25.080834
公寓,中證實業,DK01000104,東林里,新北市林口區東林里工二區工四路5號,1.0,64.0,林口派出所,,121.400746,25.078018
公寓,百鮮企業,DK01000106,東林里,新北市林口區東林里工二區工四路8號,1.0,58.0,林口派出所,,121.401166,25.07781
公寓,飛斯妥股份有限公司,DK01000107,東林里,新北市林口區東林里工二區工八路9號,1.0,111.0,林口派出所,,121.400277,25.079635
公寓,三和企業,DK01000108,東林里,新北市林口區東林里工二區工八路12號,1.0,364.0,林口派出所,,121.400288,25.080247
公寓,崮達實業,DK01000109,東林里,新北市林口區東林里工二區工三路6號,1.0,105.0,林口派出所,,121.401653,25.080341
公寓,賀威實業,DK01000111,東林里,新北市林口區東林里工二區工三路5號,1.0,95.0,林口派出所,,121.401542,25.080451
公寓,琦利吸管公司,DK01000112,東林里,新北市林口區東林里工二區工二路15號,1.0,163.0,林口派出所,,121.401458,25.082027
公寓,博唯特科技,DK01000113,東林里,新北市林口區東林里工四路34號,1.0,48.0,林口派出所,,121.402456,25.083993
公寓,文權機械,DK01000115,東林里,新北市林口區東林里工二區工三路19號,1.0,85.0,林口派出所,,121.401953,25.082045
公寓,長宏實業,DK01000116,東林里,新北市林口區東林里工二區工四路24號,1.0,74.0,林口派出所,,121.403284,25.081135
公寓,威欣利實業,DK01000119,東林里,新北市林口區東林里工二區工四路26號,1.0,418.0,林口派出所,,121.403373,25.081464
公寓,頌欣機械,DK01000120,東林里,新北市林口區東林里工二區工二路13號,1.0,114.0,林口派出所,,121.40125,25.081812
公寓,統明工業,DK01000121,東林里,新北市林口區東林里工二區工四路10號,1.0,154.0,林口派出所,,121.4014303,25.07811153
公寓,巨人洗衣,DK01000122,東林里,新北市林口區東林里工二區工九路12號,1.0,96.0,林口派出所,,121.402424,25.075496
公寓,園芯貿易,DK01000123,東林里,新北市林口區東林里工九路18號,1.0,67.0,林口派出所,,121.403323,25.075484
公寓,蘆洲機械,DK01000124,東林里,新北市林口區東林里工九路7號,1.0,220.0,林口派出所,,121.40212,25.075694
公寓,同域企業,DK01000125,東林里,新北市林口區東林里工三路21號,1.0,63.0,林口派出所,,121.40196,25.082353
公寓,伸揚工業,DK01000126,東林里,新北市林口區東林里工四路42號,1.0,880.0,林口派出所,,121.4008816,25.08395966
公寓,日山精機廠,DK01000127,東林里,新北市林口區東林里工二區工八路2之2號,1.0,761.0,林口派出所,,121.40229,25.078445
公寓,威欣利實業,DK01000128,東林里,新北市林口區東林里粉寮路一段110號,1.0,548.0,林口派出所,,121.400549,25.082315
公寓,復興造漆,DK01000130,東林里,新北市林口區東林里工四路36號,1.0,101.0,林口派出所,,121.402456,25.083993
公寓,瑞龍橡膠工業,DK01000131,東林里,新北市林口區東林里工九路1-1號,1.0,46.0,林口派出所,,121.401198,25.075666
公寓,開泰塑膠,DK01000133,東林里,新北市林口區東林里工二區工四路12-1號,1.0,102.0,林口派出所,,121.40152,25.078277
公寓,洋鵬企業,DK01000134,東林里,新北市林口區東林里工五路11號,1.0,31.0,林口派出所,,121.402195,25.077681
公寓,力巨特殊金屬,DK01000135,東林里,新北市林口區東林里工二區工二路5號,1.0,17.0,林口派出所,,121.400477,25.081068
公寓,維洋科技,DK01000136,東林里,新北市林口區東林里工九路13號,1.0,94.0,林口派出所,,121.40327,25.0758
公寓,三水工業,DK01000137,東林里,新北市林口區東林里工二區工九路27號,1.0,177.0,林口派出所,,121.405629,25.075979
公寓,文權機械,DK01000138,東林里,新北市林口區東林里工二區工三路19號,1.0,256.0,林口派出所,,121.401953,25.082045
公寓,皇冠壁紙工業,DK01000141,東林里,新北市林口區東林里工四路39號,1.0,271.0,林口派出所,,121.401793,25.082996
公寓,台北芳鄰,DK01000142,菁湖里,新北市林口區菁湖里林口路113巷6弄1號,2.0,2144.0,林口派出所,,121.388607,25.080679
公寓,台灣永生細胞公司,DK01000143,東林里,新北市林口區東林里工二區工四路15號,1.0,214.0,林口派出所,,121.40208,25.079213
大樓,國家大廈,DK01000147,菁湖里,新北市林口區菁湖里中山路188號,2.0,611.0,林口派出所,,121.389349,25.079085
公寓,國立臺灣師範大學僑生先修部,DK01000152,林口里,新北市林口區林口里仁愛路一段2號,1.0,605.0,林口派出所,,121.397844,25.067902
公寓,勁威精工,DK01000153,東林里,新北市林口區東林里工二區工二路12號,1.0,827.0,林口派出所,,121.401367,25.081494
大樓,泛亞商業大樓,DK01000156,林口里,新北市林口區林口里中山路71號,2.0,861.0,林口派出所,,121.393331,25.077763
公寓,華福食品,DK01000157,東林里,新北市林口區東林里宏昌街8巷1號,1.0,1532.0,林口派出所,,121.40542,25.084683
公寓,本昭興業,DK01000158,東林里,新北市林口區東林里工二區工九路31號,1.0,32.0,林口派出所,,121.406381,25.076326
公寓,正豐盛工業有限公司,DK01000159,東林里,新北市林口區東林里工二區工八路10號,1.0,506.0,林口派出所,,121.400533,25.07996
公寓,員全股份有限公司二廠,DK01000161,東林里,新北市林口區東林里工二區工八路8號,1.0,32.0,林口派出所,,121.400622,25.079764
大樓,台北小天地一期,DK01000162,林口里,新北市林口區林口里仁愛路一段272巷24號,1.0,705.0,林口派出所,,121.393288,25.076513
大樓,台北小天地二期,DK01000163,林口里,新北市林口區林口里仁愛路一段272巷16號,1.0,814.0,林口派出所,,121.393425,25.076355
公寓,福星社區,DK01000164,林口里,新北市林口區林口里仁愛路一段272巷21號,2.0,530.0,林口派出所,,121.392061,25.076652
大樓,台北景觀大樓,DK01000166,林口里,新北市林口區林口里粉寮路一段27號,1.0,218.0,林口派出所,,121.396267,25.076944
公寓,彼恩齊工業,DK01000167,東林里,新北市林口區東林里工二區工二路14號,1.0,894.0,林口派出所,,121.401766,25.081478
大樓,林口國寶,DK01000168,林口里,新北市林口區林口里新寮1之65號,2.0,1070.0,林口派出所,,121.397473,25.066641
公寓,淵峰企業,DK01000169,東林里,新北市林口區東林里工二區工八路1號,1.0,172.0,林口派出所,,121.401889,25.078425
林口派出所,林口派出所,DK01000170,林口里,新北市林口區林口里中正路102號,1.0,190.0,林口派出所,,,
大樓,富中花開富貴,DK01000171,林口里,新北市林口區林口里新寮1之61號,2.0,393.0,林口派出所,,121.397473,25.066641
公寓,林口學苑,DK01000173,林口里,新北市林口區林口里中正路225號,2.0,370.0,林口派出所,,121.391267,25.077464
公寓,醒吾科技大學,DK01000174,東林里,新北市林口區東林里粉寮路一段101號,1.0,601.0,林口派出所,,121.396671,25.080757
大樓,大樓,DK01000176,菁湖里,新北市林口區菁湖里林口路197號,1.0,163.0,林口派出所,,121.387574,25.082477
大樓,歐風大街,DK01000177,菁湖里,新北市林口區菁湖里竹林路159號,1.0,611.0,林口派出所,,121.388665,25.080013
大樓,歐風大街,DK01000178,菁湖里,新北市林口區菁湖里竹林路153號,1.0,495.0,林口派出所,,121.388566,25.07982
公寓,統一企業物流中心,DK01000179,東林里,新北市林口區東林里宏昌街8巷2號,1.0,364.0,林口派出所,,121.405795,25.084424
公寓,統一企業物流中心,DK01000180,東林里,新北市林口區東林里宏昌街8巷6號,1.0,322.0,林口派出所,,121.406119,25.084817
公寓,全勤流通管理公司林口廠,DK01000181,東林里,新北市林口區東林里宏昌街3號,1.0,57.0,林口派出所,,121.406339,25.083408
公寓,台亞衛星通訊公司,DK01000182,東林里,新北市林口區東林里宏昌街7號,1.0,1595.0,林口派出所,,121.404926,25.084395
公寓,員全公司三廠,DK01000190,東林里,新北市林口區東林里工八路2之6號,1.0,848.0,林口派出所,,121.40177,25.078919
公寓,林口高中,DK02000001,東勢里,新北市林口區東勢里仁愛路二段173號,1.0,4595.0,文化派出所,,121.381002,25.073638
大樓,華廈,DK02000005,仁愛里,新北市林口區仁愛里公園路146號,1.0,280.0,文化派出所,,121.371539,25.071695
大樓,陽光社區美滿家園,DK02000011,東勢里,新北市林口區東勢里麗園二街1號,1.0,1820.0,文化派出所,,121.3781047,25.06958858
大樓,台北新都,DK02000015,仁愛里,新北市林口區仁愛里文化二路一段368號,1.0,5764.0,文化派出所,,121.373697,25.075762
公寓,台灣歐德傢俱,DK02000017,麗園里,新北市林口區麗園里文化一路一段84號,2.0,251.0,文化派出所,,121.372364,25.070175
大樓,文化苑,DK02000018,仁愛里,新北市林口區仁愛里文化一路一段89號,2.0,933.0,文化派出所,,121.371631,25.070228
大樓,林口農會南勢辦事處,DK02000019,仁愛里,新北市林口區仁愛里文化一路一段93號,1.0,1584.0,文化派出所,,,
公寓,林口托兒所東勢分所,DK02000020,麗園里,新北市林口區麗園里忠孝路569巷17號,1.0,140.0,文化派出所,,121.373795,25.068979
大樓,台北陽光廈,DK02000021,仁愛里,新北市林口區仁愛里公園路203號之1,1.0,503.0,文化派出所,,121.37246,25.072771
大樓,世貿新都,DK02000022,仁愛里,新北市林口區仁愛里文化二路一段266號,2.0,7534.0,文化派出所,,121.3725483,25.0734863
公寓,麗園國小,DK02000023,麗園里,新北市林口區麗園里忠孝路591號,1.0,1437.0,文化派出所,,121.376195,25.068589
大樓,台北富都,DK02000024,仁愛里,新北市林口區仁愛里公園路223巷1號,2.0,2888.0,文化派出所,,121.374006,25.074744
公寓,大地十六,DK02000025,東勢里,新北市林口區東勢里麗園二街85號,2.0,994.0,文化派出所,,121.38248,25.067543
公寓,聯錩順電器,DK02000027,仁愛里,新北市林口區仁愛里文化一路一段127號,1.0,338.0,文化派出所,,121.373436,25.071612
大樓,世紀大第,DK02000028,仁愛里,新北市林口區仁愛里文化二路一段230巷62號,1.0,706.0,文化派出所,,121.371433,25.072473
大樓,世貿芳鄰,DK02000033,仁愛里,新北市林口區仁愛里文化二路一段256號,2.0,634.0,文化派出所,,121.370829,25.073316
大樓,國宅乙區幸福家園,DK02000035,麗園里,新北市林口區麗園里麗園一街6巷1號,1.0,6207.0,文化派出所,,121.376606,25.070122
大樓,麗景,DK02000036,東勢里,新北市林口區東勢里麗園一街1號,1.0,10940.0,文化派出所,,121.375978,25.072524
大樓,嘉年華,DK02000039,仁愛里,新北市林口區仁愛里文化二路一段230巷22弄1號,2.0,835.0,文化派出所,,121.370295,25.07189
大樓,空間樂園,DK02000042,仁愛里,新北市林口區仁愛里文化二路一段354號,2.0,2115.0,文化派出所,,121.373332,25.075464
大樓,永翊花園,DK02000043,仁愛里,新北市林口區仁愛里文化二路一段260巷18號,2.0,1028.0,文化派出所,,121.370946,25.072473
大樓,歡喜樓,DK02000044,仁愛里,新北市林口區仁愛里公園路149號,1.0,114.0,文化派出所,,121.37014,25.071364
大樓,麗園學府,DK02000045,東勢里,新北市林口區東勢里忠孝路599號,1.0,490.0,文化派出所,,121.37805,25.068546
大樓,宏閩洗衣設備公司,DK02000047,仁愛里,新北市林口區仁愛里文化二路一段352號,1.0,136.0,文化派出所,,121.373248,25.075291
大樓,唐莊,DK02000049,仁愛里,新北市林口區仁愛里文化二路一段240號,2.0,925.0,文化派出所,,121.370204,25.072777
大樓,豐田歐園,DK02000051,東勢里,新北市林口區東勢里麗園一街13號,2.0,1456.0,文化派出所,,121.377156,25.069228
大樓,亞昕御金香,DK02000055,仁愛里,新北市林口區仁愛里文化二路一段230巷7號,2.0,519.0,文化派出所,,121.370614,25.072114
公寓,崇林國中,DK02000057,麗園里,新北市林口區麗園里文化一路一段20號,1.0,1852.0,文化派出所,,121.370276,25.068112
公寓,高詰企業行,DK02000059,西林里,新北市林口區西林里仁愛路二段192巷16弄14號,1.0,472.0,文化派出所,,121.38086,25.074409
大樓,林口區公所,DK02000060,西林里,新北市林口區西林里仁愛路一段378號,1.0,842.0,文化派出所,,121.388524,25.076741
公寓,林口區農會,DK02000062,西林里,新北市林口區西林里林口路29號,1.0,146.0,文化派出所,,,
公寓,證源富品,DK02000063,西林里,新北市林口區西林里中山路97巷10號,1.0,479.0,文化派出所,,121.389151,25.078241
公寓,消防局林口分隊,DK02000064,西林里,新北市林口區西林里中山路137號,1.0,82.0,文化派出所,,121.388389,25.078824
大樓,國際新星,DK02000065,西林里,新北市林口區西林里竹林路53巷1號,2.0,3302.0,文化派出所,,121.386938,25.078164
大樓,國泰理想家AB棟,DK02000066,西林里,新北市林口區西林里文化一路一段190巷7弄2號,1.0,1462.0,文化派出所,,121.38019,25.074625
大樓,國泰理想家C棟,DK02000067,西林里,新北市林口區西林里文化一路一段190巷5弄1號,1.0,1378.0,文化派出所,,121.379498,25.075253
大樓,國泰理想家F棟,DK02000068,西林里,新北市林口區西林里四維路156號,1.0,278.0,文化派出所,,121.380768,25.075575
大樓,國泰理想家AB棟,DK02000069,西林里,新北市林口區西林里文化一路一段190巷7弄1號,1.0,1438.0,文化派出所,,121.379779,25.075043
大樓,力寶晶華,DK02000070,麗林里,新北市林口區麗林里文化二路一段122號,1.0,554.0,忠孝派出所,,121.367894,25.070809
大樓,天地之美,DK02000071,仁愛里,新北市林口區仁愛里文化二路一段260巷1號,2.0,1297.0,文化派出所,,121.371191,25.073457
大樓,哥德花園,DK02000072,仁愛里,新北市林口區仁愛里文化二路一段260巷10號,2.0,1086.0,文化派出所,,121.370963,25.072931
大樓,僑福花園,DK03000001,麗林里,新北市林口區麗林里公園路7號,1.0,322.0,忠孝派出所,,121.366065,25.06624
大樓,亞昕水花園,DK03000002,麗林里,新北市林口區麗林里文化二路一段20巷25弄31號,2.0,2331.0,忠孝派出所,,121.366035,25.067444
大樓,英倫琴人,DK03000003,麗林里,新北市林口區麗林里公園路23號,2.0,1386.0,忠孝派出所,,121.366748,25.067768
大樓,NEW時代,DK03000004,麗林里,新北市林口區麗林里文化二路一段10號,2.0,831.0,忠孝派出所,,121.364764,25.066935
大樓,亞昕黃玫瑰,DK03000005,麗林里,新北市林口區麗林里文化二路一段150號,1.0,454.0,忠孝派出所,,121.368313,25.071194
大樓,光印,DK03000006,麗林里,新北市林口區麗林里文化二路一段20巷57號,2.0,472.0,忠孝派出所,,121.365551,25.066366
大樓,凱悅名廈,DK03000007,麗林里,新北市林口區麗林里八德路120號,1.0,1284.0,忠孝派出所,,121.36458,25.065957
大樓,安敦新世界,DK03000010,麗林里,新北市林口區麗林里文化二路一段20巷1號,3.0,339.0,忠孝派出所,,121.364994,25.067305
大樓,台北麗都B區,DK03000011,麗林里,新北市林口區麗林里文化二路一段120巷1號,1.0,2273.0,忠孝派出所,,121.36809,25.070202
大樓,台北麗都A區,DK03000012,麗林里,新北市林口區麗林里文化二路一段100號,1.0,4789.0,忠孝派出所,,121.367067,25.070094
大樓,歡喜樓第二期,DK03000013,麗林里,新北市林口區麗林里文化二路一段20巷25弄19號,2.0,606.0,忠孝派出所,,121.365684,25.067299
大樓,歡喜樓第一期,DK03000014,麗林里,新北市林口區麗林里文化二路一段64號,3.0,1319.0,忠孝派出所,,121.365637,25.068529
大樓,歡喜樓第三期,DK03000015,麗林里,新北市林口區麗林里忠孝路376巷41號,2.0,650.0,忠孝派出所,,121.368579,25.07059
大樓,金美滿,DK03000016,麗林里,新北市林口區麗林里文化二路一段68巷20號,2.0,1162.0,忠孝派出所,,121.366673,25.068717
大樓,金美滿NO2,DK03000017,麗林里,新北市林口區麗林里文化二路一段20巷48號,2.0,736.0,忠孝派出所,,121.365165,25.066413
大樓,日安台北,DK03000018,麗林里,新北市林口區麗林里忠孝路376巷45號,1.0,456.0,忠孝派出所,,121.368153,25.070378
公寓,麗林國小,DK03000020,麗林里,新北市林口區麗林里公園路46號,1.0,1609.0,忠孝派出所,,121.367903,25.068715
公寓,林口郵局,DK03000021,麗林里,新北市林口區麗林里文化二路一段8號,1.0,1629.0,忠孝派出所,,,
大樓,展悅中央公園,DK03000022,南勢里,新北市林口區南勢里文化三路一段406號,4.0,700.0,忠孝派出所,,121.368136,25.074203
公寓,南勢國小,DK03000023,南勢里,新北市林口區南勢里南勢五街2號,1.0,1016.0,忠孝派出所,,121.3589,25.075227
公寓,林口發電廠,DK04000001,下福里,新北市林口區下福里下福139-1號,1.0,433.0,下福派出所,,,
公寓,幸福高爾夫俱樂部,DK04000002,下福里,新北市林口區下福里下福71之2號,2.0,3723.0,下福派出所,,121.30565851116991,25.107014141402132
公寓,林口發電廠,DK04000003,下福里,新北市林口區下福里下福139-1號,1.0,43.0,下福派出所,,,
大樓,臻美,DK06000001,楓樹里,新北市泰山區楓樹里文化街22號,1.0,508.0,泰山分駐所,,121.434775,25.063538
大樓,福興社區,DK06000002,同興里,新北市泰山區同興里福興一街52號,1.0,449.0,泰山分駐所,,121.432426,25.05819
大樓,峰暉金典,DK06000003,全興里,新北市泰山區全興里福興一街81號,2.0,1154.0,泰山分駐所,,121.432299,25.057754
公寓,同榮國小,DK06000004,義學里,新北市泰山區義學里公園路33號,1.0,2543.0,泰山分駐所,,121.428099,25.05429
公寓,楓樹腳公園地下停車場,DK06000005,楓樹里,新北市泰山區楓樹里楓江路26巷26號,1.0,1067.0,泰山分駐所,,121.434895,25.061662
大樓,街大歡喜,DK06000006,福興里,新北市泰山區福興里全興路103號,1.0,593.0,泰山分駐所,,121.433747,25.057017
大樓,法國愛樂,DK06000007,全興里,新北市泰山區全興里仁義路171號,3.0,758.0,泰山分駐所,,121.433335,25.05429
大樓,麒麟SPA,DK06000008,全興里,新北市泰山區全興里仁義路222號,1.0,965.0,泰山分駐所,,121.433009,25.053576
大樓,富麗旺,DK06000009,福興里,新北市泰山區福興里福興街36號,1.0,893.0,泰山分駐所,,121.434781,25.057451
大樓,富貴春天,DK06000010,全興里,新北市泰山區全興里仁武街21號,2.0,416.0,泰山分駐所,,121.433577,25.054671
大樓,群英會,DK06000011,楓樹里,新北市泰山區楓樹里楓江路28號,2.0,748.0,泰山分駐所,,121.434277,25.062292
大樓,璞園華廈,DK06000012,同興里,新北市泰山區同興里福興二街72號,2.0,589.0,泰山分駐所,,121.432008,25.057369
大樓,領袖閣,DK06000013,全興里,新北市泰山區全興里仁德路118號,2.0,456.0,泰山分駐所,,121.43283,25.056494
公寓,黎明技術學院,DK06000014,黎明里,新北市泰山區黎明里泰林路三段22號,1.0,400.0,泰山分駐所,,121.419616,25.065895
公寓,義學國中,DK06000015,義仁里,新北市泰山區義仁里民生路33號,1.0,2713.0,泰山分駐所,,121.431329,25.051679
大樓,公園賞,DK06000016,全興里,新北市泰山區全興里仁愛路50號,1.0,1570.0,泰山分駐所,,121.431908,25.054437
公寓,黎明市民活動中心,DK06000018,黎明里,新北市泰山區黎明里黎明路23號,1.0,50.0,泰山分駐所,,121.420965,25.062823
公寓,南亞塑膠林口二廠,DK06000019,大科里,新北市泰山區大科里南林路100號,1.0,294.0,泰山分駐所,,121.414624,25.046919
公寓,南亞塑膠林口一廠,DK06000020,大科里,新北市泰山區大科里南林路122號,1.0,441.0,泰山分駐所,,121.407153,25.04481
