類別,建築物名稱,電腦編號,村里別,地址,地下樓層數,可容納人數,派出所,備註,經度,緯度
大樓,,DB02000001,柑林里,新北市土城區柑林里龍山一街15號,1.0,732.0,土城派出所,,121.447375,24.97688
公寓,,DF01000001,員福里,新北市土城區員福里中央路2段50巷25號,1.0,50.0,土城派出所,,121.442372,24.979926
大樓,,DF01000002,員信里,新北市土城區員信里中正路22號,1.0,763.0,土城派出所,,121.443134,24.975107
大樓,,DF01000003,埤塘里,新北市土城區埤塘里忠義路1820號,1.0,151.0,土城派出所,,121.443677,24.961631
大樓,,DF01000004,埤塘里,新北市土城區埤塘里興城路75號,1.0,330.0,土城派出所,,121.440106,24.970727
大樓,,DF01000005,員信里,新北市土城區員信里中央路一段274號,1.0,681.0,土城派出所,,121.440997,24.974251
大樓,,DF01000006,日和里,新北市土城區日和里中央路一段262巷24號,1.0,522.0,土城派出所,,121.443028,24.984307
大樓,,DF01000007,員林里,新北市土城區員林里員林街2527號,1.0,146.0,土城派出所,,121.443438,24.976895
大樓,,DF01000008,員仁里,新北市土城區員仁里亞洲路92號,1.0,2016.0,土城派出所,,121.434531,24.972716
公寓,,DF01000009,日新里,新北市土城區日新里中央路一段242巷10號,1.0,1102.0,土城派出所,,121.444478,24.985351
大樓,土城區公所,DF01000010,埤塘里,新北市土城區埤塘里興城路11號,1.0,1775.0,土城派出所,,121.441345,24.970988
大樓,,DF01000011,日新里,新北市土城區日新里中央路一段2632號,1.0,234.0,土城派出所,,121.444949,24.985163
大樓,,DF01000012,日新里,新北市土城區日新里中央路一段242巷8弄212號,1.0,550.0,土城派出所,,121.444133,24.985629
大樓,,DF01000013,日和里,新北市土城區日和里中央路一段250巷71號,2.0,670.0,土城派出所,,121.444092,24.984715
大樓,,DF01000014,員信里,新北市土城區員信里中央路2段278巷1016號,1.0,415.0,土城派出所,,121.440031,24.974959
公寓,,DF01000015,員仁里,新北市土城區員仁里中華路2段257號,1.0,74.0,土城派出所,,121.437701,24.97182
大樓,,DF01000016,員仁里,新北市土城區員仁里中央路2段282號,3.0,422.0,土城派出所,,121.440681,24.973879
大樓,,DF01000017,日新里,新北市土城區日新里中央路一段210號,1.0,69.0,土城派出所,,121.445024,24.985695
大樓,,DF01000018,員林里,新北市土城區員林里中央路2段71號,1.0,220.0,土城派出所,,121.442451,24.97864
大樓,,DF01000019,日新里,新北市土城區日新里日新街13巷591號,2.0,586.0,土城派出所,,121.443838,24.987645
公寓,土城戶政事務所,DF01000020,埤塘里,新北市土城區埤塘里和平路28號,1.0,197.0,土城派出所,,121.443259,24.97264
大樓,,DF01000021,埤塘里,新北市土城區埤塘里千歲路202號,1.0,566.0,土城派出所,,121.4415,24.968804
公寓,,DF01000022,埤塘里,新北市土城區埤塘里忠義路4953號,1.0,1125.0,土城派出所,,121.440572,24.969064
公寓,土城國小,DF01000023,埤塘里,新北市土城區埤塘里興城路17號,1.0,200.0,土城派出所,,121.441935,24.972383
公寓,土城區衛生所,DF01000024,埤塘里,新北市土城區埤塘里和平路26號,1.0,85.0,土城派出所,,121.443189,24.972858
公寓,,DF01000025,員福里,新北市土城區員福里水源街60巷1號,1.0,297.0,土城派出所,,121.440927,24.97586
大樓,,DF01000026,員福里,新北市土城區員福里水源街56巷6號,1.0,212.0,土城派出所,,121.441052,24.975726
大樓,,DF01000027,員福里,新北市土城區員福里水源街16號1,1.0,228.0,土城派出所,,121.441242,24.975236
公寓,,DF01000028,員信里,新北市土城區員信里中正路54號,1.0,254.0,土城派出所,,121.443771,24.975256
大樓,,DF01000029,員信里,新北市土城區員信里中正路28號,1.0,218.0,土城派出所,,121.443239,24.975136
大樓,,DF01000030,員信里,新北市土城區員信里中正路16號,1.0,733.0,土城派出所,,121.442905,24.974854
公寓,,DF01000031,員信里,新北市土城區員信里中正路70巷12弄8號,1.0,1245.0,土城派出所,,121.444404,24.975162
大樓,,DF01000032,員福里,新北市土城區員福里中央路2段50巷36號,1.0,266.0,土城派出所,,121.442192,24.980306
大樓,,DF01000033,員福里,新北市土城區員福里中華路一段2452號,2.0,212.0,土城派出所,,121.440314,24.980192
公寓,,DF01000034,員福里,新北市土城區員福里中央路2段50巷18號,1.0,190.0,土城派出所,,121.441472,24.980066
大樓,帝國園林B區社區,DF01000035,員福里,新北市土城區員福里中央路2段50巷24弄9號,1.0,911.0,土城派出所,,121.441862,24.980306
大樓,帝國園林A區社區,DF01000036,員福里,新北市土城區員福里中央路2段50巷24弄250號,1.0,3695.0,土城派出所,,121.442292,24.980356
公寓,,DF01000037,員福里,新北市土城區員福里中央路2段50巷24弄7號,1.0,80.0,土城派出所,,121.442392,24.979966
公寓,,DF01000038,員仁里,新北市土城區員仁里慶樂街23號,1.0,185.0,土城派出所,,121.439244,24.972689
大樓,,DF01000039,員林里,新北市土城區員林里中央路2段177巷57號,1.0,203.0,土城派出所,,121.444114,24.976135
大樓,,DF01000040,員林里,新北市土城區員林里中正路2729號,1.0,284.0,土城派出所,,121.444077,24.976479
公寓,,DF01000041,員林里,新北市土城區員林里中正路23號,1.0,26.0,土城派出所,,121.443503,24.975387
大樓,,DF01000042,員仁里,新北市土城區員仁里城林路1號,1.0,306.0,土城派出所,,121.436836,24.975237
公寓,,DF01000043,員仁里,新北市土城區員仁里福仁街50巷5號,1.0,205.0,土城派出所,,121.439397,24.975097
大樓,,DF01000044,員林里,新北市土城區員林里員林街5557號,1.0,171.0,土城派出所,,121.444681,24.97743
大樓,,DF01000045,員林里,新北市土城區員林里員林街59號,1.0,161.0,土城派出所,,121.443835,24.977599
大樓,,DF01000046,員仁里,新北市土城區員仁里中央路2段304號,1.0,257.0,土城派出所,,121.440437,24.973278
