類別,檔案卡電腦編號,里別,防空疏散避難設施地址,地下層數位址,可容納人數
公寓,WZA01199,萬壽里,臺北市萬華區漢口街二段100號,1,82.0
公寓,WZA01200,萬壽里,臺北市萬華區漢口街二段106號,1,248.0
公寓,WZA01753,萬壽里,臺北市萬華區漢口街二段94號,1,26.0
公寓,WZA01754,萬壽里,臺北市萬華區漢口街二段90巷2號,1,26.0
公寓,WZA01755,萬壽里,臺北市萬華區漢口街二段104號,1,133.0
公寓,WZA01756,萬壽里,臺北市萬華區武昌街二段89號,1,160.0
公寓,WZA01757,萬壽里,臺北市萬華區武昌街二段95號,1,26.0
大樓,WZA00571,萬壽里,臺北市萬華區昆明街76號,1,629.0
大樓,WZA00572,萬壽里,臺北市萬華區昆明街76號,2,616.0
公寓,WZA01764,萬壽里,臺北市萬華區漢口街二段74巷6號,1,32.0
公寓,WZA00672,萬壽里,臺北市萬華區武昌街二段83之11號,1,194.0
公寓,WZA01763,萬壽里,臺北市萬華區漢口街二段88號,1,34.0
大樓,WZA01207,萬壽里,臺北市萬華區漢口街二段56號,1,482.0
公寓,WZA01208,萬壽里,臺北市萬華區漢口街二段60號,1,130.0
公寓,WZA01209,萬壽里,臺北市萬華區漢口街二段62號,1,76.0
公寓,WZA01212,萬壽里,臺北市萬華區漢口街二段76號,1,141.0
公寓,WZA01758,萬壽里,臺北市萬華區漢口街二段66巷5號,1,26.0
公寓,WZA01761,萬壽里,臺北市萬華區漢口街二段84號,1,26.0
公寓,WZA01762,萬壽里,臺北市萬華區漢口街二段90巷1號,1,33.0
大樓,WZA00670,萬壽里,臺北市萬華區武昌街二段77號,3,2554.0
大樓,WZA01204,萬壽里,臺北市萬華區漢口街二段54號,3,2492.0
大樓,WZA00400,萬壽里,臺北市萬華區西寧南路36號,3,5585.0
大樓,WZA00086,萬壽里,臺北市萬華區中華路一段88號,1,2130.0
公寓,WZA01777,萬壽里,臺北市萬華區武昌街二段61號,1,53.0
公寓,WZA01778,萬壽里,臺北市萬華區漢口街二段34巷8號,1,40.0
大樓,WZA01220,萬壽里,臺北市萬華區漢口街二段20巷11號,1,310.0
大樓,WZA01230,萬壽里,臺北市萬華區漢中街23號,2,314.0
大樓,WZA02297,萬壽里,臺北市萬華區西寧南路105號,2,680.0
大樓,WZA01233,萬壽里,臺北市萬華區漢中街35號,1,644.0
大樓,WZA01769,萬壽里,臺北市萬華區漢中街35號,1,266.0
公寓,WZA01765,萬壽里,臺北市萬華區武昌街二段53號,1,40.0
公寓,WZA01776,萬壽里,臺北市萬華區西寧南路101號,1,40.0
公寓,WZA01767,萬壽里,臺北市萬華區中華路一段90號,1,400.0
公寓,WZA01768,萬壽里,臺北市萬華區武昌街二段37號,1,66.0
公寓,WZA01796,萬壽里,臺北市萬華區武昌街二段37號,1,40.0
公寓,WZA01770,萬壽里,臺北市萬華區西寧南路99巷4號,1,40.0
公寓,WZA01771,萬壽里,臺北市萬華區漢口街二段34巷10號,1,40.0
公寓,WZA01772,萬壽里,臺北市萬華區漢口街二段34巷6號,1,80.0
公寓,WZA01773,萬壽里,臺北市萬華區漢口街二段34巷4號,1,66.0
公寓,WZA01774,萬壽里,臺北市萬華區漢口街二段34巷1號,1,66.0
