類別,電腦編號,村里別,地址,地下樓層數,可容納人數,派出所,備註,經度,緯度
公寓,D901000024,爪峯里,新北市瑞芳區三爪子坑路209號,1,613.0,瑞芳派出所,,121.812193,25.106503
公寓,D901000025,新峰里,新北市瑞芳區三爪子坑路13巷73至77號,1,149.0,瑞芳派出所,,121.814598,25.106644
公寓,D901000026,龍川里,新北市瑞芳區一坑路71號2,1,473.0,瑞芳派出所,,121.80217,25.108602
公寓,D901000027,龍潭里,新北市瑞芳區瑞芳街7號,1,206.0,瑞芳派出所,,121.806855,25.109876
公寓,D901000028,龍安里,新北市瑞芳區瑞芳街185號3,1,556.0,瑞芳派出所,,121.804381,25.109757
大樓,D901000029,龍興里,新北市瑞芳區明燈路3段20至28號,1,1284.0,瑞芳派出所,,121.818306,25.107774
公寓,D901000030,爪峯里,新北市瑞芳區三爪子坑路192號,1,2877.0,瑞芳派出所,,121.806461,25.105171
公寓,D901000031,龍興里,新北市瑞芳區民權街23巷2號,1,372.0,瑞芳派出所,,121.808058,25.10657
大樓,D901000032,龍興里,新北市瑞芳區民生街25號,2,701.0,瑞芳派出所,,121.80591,25.107225
大樓,D901000033,龍興里,新北市瑞芳區民族街20號,2,662.0,瑞芳派出所,,121.806765,25.106984
公寓,D901000034,龍興里,新北市瑞芳區民權街10號,1,334.0,瑞芳派出所,,121.807572,25.106141
公寓,D901000035,新峰里,新北市瑞芳區三爪子坑路13巷213號,1,1733.0,瑞芳派出所,,121.816148,25.106341
大樓,D901000036,爪峯里,新北市瑞芳區三爪子坑路106巷11號,1,728.0,瑞芳派出所,,121.808949,25.104573
大樓,D901000037,龍興里,新北市瑞芳區中正路41號,1,232.0,瑞芳派出所,,121.807147,25.107188
公寓,D901000038,龍川里,新北市瑞芳區中山路2號,1,834.0,瑞芳派出所,,121.804423,25.108049
大樓,D901000039,龍興里,新北市瑞芳區民權街6巷7號,1,184.0,瑞芳派出所,,121.807534,25.106616
公寓,D901000040,龍興里,新北市瑞芳區明燈路3段25號,2,2096.0,瑞芳派出所,,121.807727,25.107605
大樓,D901000041,龍安里,新北市瑞芳區瑞芳街14號,1,256.0,瑞芳派出所,,121.806578,25.109828
公寓,D901000042,龍興里,新北市瑞芳區民權街3號1,1,2844.0,瑞芳派出所,,121.807516,25.105947
公寓,D901000043,龍川里,新北市瑞芳區中山路2號,1,454.0,瑞芳派出所,,121.804423,25.108049
大樓,D901000044,龍山里,新北市瑞芳區逢甲路260號,1,548.0,瑞芳派出所,,121.805186,25.11067
大樓,D901000045,龍興里,新北市瑞芳區中正路30號,1,880.0,瑞芳派出所,,121.80759,25.107331
大樓,D901000046,龍興里,新北市瑞芳區民權街2號,1,633.0,瑞芳派出所,,121.808095,25.108222
大樓,D901000047,龍潭里,新北市瑞芳區中山路27巷8號,1,184.0,瑞芳派出所,,121.804875,25.107203
公寓,D901000048,龍川里,新北市瑞芳區明燈路3段189號,1,609.0,瑞芳派出所,,121.818754,25.107656
公寓,D902000001,吉安里,新北市瑞芳區大埔路台北新城1之4號,1,480.0,四腳亭派出所,,121.764771,25.100832
公寓,D902000002,吉慶里,新北市瑞芳區瑞竹路8號,1,261.0,四腳亭派出所,,121.765262,25.103267
公寓,D902000003,吉安里,新北市瑞芳區大埔路95號,1,760.0,四腳亭派出所,,121.764393,25.101326
公寓,D903000001,傑魚里,新北市瑞芳區頂坪路115號,0,61.0,大寮派出所,,121.785632,25.096843
公寓,D903000002,傑魚里,新北市瑞芳區頂坪路14號,0,56.0,大寮派出所,,121.790952,25.098107
公寓,D903000003,上天里,新北市瑞芳區大寮路62號,1,232.0,大寮派出所,,121.781505,25.09872
公寓,D903000004,傑魚里,新北市瑞芳區頂坪路34號,1,150.0,大寮派出所,,121.790991,25.100986
公寓,D903000005,傑魚里,新北市瑞芳區頂坪路25號,1,132.0,大寮派出所,,121.791524,25.101406
公寓,D903000006,傑魚里,新北市瑞芳區頂坪路132號,1,66.0,大寮派出所,,121.783253,25.095877
公寓,D903000007,傑魚里,新北市瑞芳區頂坪路93號,1,101.0,大寮派出所,,121.787832,25.098224
公寓,D903000008,傑魚里,新北市瑞芳區頂坪路41號,1,65.0,大寮派出所,,121.789288,25.099266
公寓,D903000009,傑魚里,新北市瑞芳區頂坪路104號,1,333.0,大寮派出所,,121.788252,25.09801
公寓,D903000010,傑魚里,新北市瑞芳區頂坪路78號,1,306.0,大寮派出所,,121.789276,25.098054
公寓,D903000011,傑魚里,新北市瑞芳區頂坪路54號,1,61.0,大寮派出所,,121.791196,25.100537
公寓,D903000012,傑魚里,新北市瑞芳區頂坪路21號,1,265.0,大寮派出所,,121.792087,25.100895
公寓,D903000013,傑魚里,新北市瑞芳區傑魚坑路198號,1,65.0,大寮派出所,,121.792186,25.11093
公寓,D903000014,傑魚里,新北市瑞芳區頂坪路89號,1,164.0,大寮派出所,,121.788421,25.098802
公寓,D903000015,傑魚里,新北市瑞芳區頂坪路8號,1,1417.0,大寮派出所,,121.792108,25.10244
公寓,D903000016,傑魚里,新北市瑞芳區頂坪路68號,1,192.0,大寮派出所,,121.790425,25.09917
公寓,D903000017,上天里,新北市瑞芳區粗坑口路100-3號,1,26.0,大寮派出所,,121.759972,25.099472
公寓,D903000018,傑魚里,新北市瑞芳區傑魚坑路139號,1,2774.0,大寮派出所,,121.790759,25.109467
公寓,D908000001,南雅里,新北市瑞芳區南雅路87號1,1,408.0,鼻頭派出所,,121.886664,25.120622
公寓,D90A000001,雙溪里,新北市雙溪區太平路50號,1,752.0,雙溪分駐所,,121.864705,25.035318
公寓,D90C000001,平林里,新北市雙溪區外平林9號,1,1862.0,平林派出所,,121.859484,25.038002
大樓,D90C000002,平林里,新北市雙溪區梅竹蹊路3號,1,1405.0,平林派出所,,121.84852,25.030935
公寓,D90E000001,平溪里,新北市平溪區平溪街45號,0,193.0,平溪分駐所,,121.738189,25.026624
公寓,D90J000001,福隆里,新北市貢寮區興隆街36號,1,600.0,福隆派出所,,121.942776,25.017456
大樓,D90L000001,仁里里,新北市貢寮區仁義街10號,1,412.0,澳底派出所,,121.923879,25.051795
大樓,D90L000002,真理里,新北市貢寮區新港街26巷6-4號,1,558.0,澳底派出所,,121.929157,25.052295
公寓,D90L000003,真理里,新北市貢寮區延平街10號,1,1014.0,澳底派出所,,121.92462,25.054889
公寓,D90L000004,仁里里,新北市貢寮區仁愛路43號,1,4373.0,澳底派出所,,121.925425,25.054081
公寓,D90L000005,仁里里,新北市貢寮區仁愛路106巷36號,1,2724.0,澳底派出所,,121.929095,25.053324
公寓,D90N000001,瑞濱里,新北市瑞芳區瑞濱路34號,1,128.0,瑞濱派出所,,121.81997,25.120533
公寓,D90N000002,海濱里,新北市瑞芳區瑞濱路59號,0,146.0,瑞濱派出所,,121.827289,25.122136
公寓,D90N000003,瑞濱里,新北市瑞芳區海濱路83號,1,378.0,瑞濱派出所,,121.83086,25.122746
大樓,D501000001,秀山里,新北市汐止區勤進路14號16,1,265.0,汐止派出所,,121.658642,25.062856
大樓,D501000002,秀峰里,新北市汐止區仁愛路47號,1,418.0,汐止派出所,,121.659725,25.063271
大樓,D501000003,秀峰里,新北市汐止區新台五路1段262號,1,192.0,汐止派出所,,121.65837,25.06369
大樓,D501000004,秀峰里,新北市汐止區秀峰路39號,1,2045.0,汐止派出所,,121.661535,25.064849
大樓,D501000005,自強里,新北市汐止區新台五路1段214號,1,1206.0,汐止派出所,,121.655923,25.063026
大樓,D501000006,新昌里,新北市汐止區新台五路2段91號,1,1934.0,汐止派出所,,121.665153,25.067244
大樓,D501000007,福安里,新北市汐止區仁愛路200巷11弄28號,1,1346.0,汐止派出所,,121.665236,25.06573
大樓,D501000008,福安里,新北市汐止區仁愛路152號,1,1268.0,汐止派出所,,121.664083,25.064616
大樓,D501000009,新昌里,新北市汐止區仁愛路316巷1號,1,3797.0,汐止派出所,,121.664986,25.067785
大樓,D501000010,福安里,新北市汐止區福安街41號,1,5286.0,汐止派出所,,121.663206,25.064816
大樓,D501000011,新昌里,新北市汐止區仁愛路320號,1,156.0,汐止派出所,,121.664742,25.067622
公寓,D501000012,自強里,新北市汐止區新興路42號,1,914.0,汐止派出所,,121.657032,25.06322
公寓,D501000013,自強里,新北市汐止區新台五路一段232號23,1,710.0,汐止派出所,,121.6357,25.056572
公寓,D501000014,自強里,新北市汐止區莊敬街21-27號,1,2394.0,汐止派出所,,121.654778,25.06083
大樓,D501000015,自強里,新北市汐止區莊敬街19巷1號,1,554.0,汐止派出所,,121.657362,25.0614
公寓,D501000016,江北里,新北市汐止區長江街39巷20號24,1,2013.0,汐止派出所,,121.65544,25.072074
大樓,D501000017,江北里,新北市汐止區長江街57巷16號22,1,766.0,汐止派出所,,121.656083,25.072175
大樓,D501000018,江北里,新北市汐止區長江街67巷2弄1號,1,1592.0,汐止派出所,,121.656745,25.072312
公寓,D501000019,江北里,新北市汐止區長江街99號,1,5352.0,汐止派出所,,121.658072,25.073033
大樓,D501000020,建成里,新北市汐止區建成路160巷14號,3,4693.0,汐止派出所,,121.661834,25.073737
公寓,D501000021,建成里,新北市汐止區建成路56巷69弄22號,1,865.0,汐止派出所,,121.663096,25.073565
公寓,D501000022,建成里,新北市汐止區建成路160巷37號,1,3401.0,汐止派出所,,121.661655,25.074057
大樓,D501000023,建成里,新北市汐止區建成路22號,1,3032.0,汐止派出所,,121.664756,25.072678
大樓,D501000024,建成里,新北市汐止區建成路160巷16號,1,1892.0,汐止派出所,,121.661896,25.074014
大樓,D501000025,城中里,新北市汐止區建成路57巷1號,1,7200.0,汐止派出所,,121.662267,25.072466
大樓,D501000026,文化里,新北市汐止區新台五路1段90號,1,6736.0,汐止派出所,,121.662572,25.065416
大樓,D501000027,文化里,新北市汐止區新台五路1段82號,1,25666.0,汐止派出所,,121.64726,25.060304
大樓,D501000028,文化里,新北市汐止區汐碇路14巷9弄2號12,1,1196.0,汐止派出所,,121.642528,25.031561
大樓,D501000029,文化里,新北市汐止區連興街128巷7弄12-34號,1,1914.0,汐止派出所,,121.653477,25.061158
大樓,D501000030,文化里,新北市汐止區南興路82巷3號15,1,6530.0,汐止派出所,,121.652844,25.05844
大樓,D501000031,文化里,新北市汐止區南興路42號,1,94.0,汐止派出所,,121.652212,25.060531
大樓,D501000032,文化里,新北市汐止區汐碇路16號,1,4102.0,汐止派出所,,121.652255,25.057416
大樓,D501000033,新昌里,新北市汐止區忠孝東路223號22,1,1400.0,汐止派出所,,121.665702,25.0735
大樓,D501000034,義民里,新北市汐止區中正路203號21,1,1030.0,汐止派出所,,121.658459,25.068882
大樓,D501000036,秀峰里,新北市汐止區福安街20巷30號32,1,460.0,汐止派出所,,121.661562,25.064414
大樓,D501000037,智慧里,新北市汐止區大同路2段187巷51號,1,305.0,汐止派出所,,121.652524,25.065904
大樓,D501000038,智慧里,新北市汐止區大同路273號,1,10318.0,汐止派出所,,121.674068,25.075738
大樓,D501000039,智慧里,新北市汐止區大同路202號20,1,1985.0,汐止派出所,,121.656539,25.066525
大樓,D501000040,智慧里,新北市汐止區汐萬路一段33號,1,241.0,汐止派出所,,121.655684,25.067863
大樓,D501000041,智慧里,新北市汐止區汐萬路一段17號,1,258.0,汐止派出所,,121.655898,25.067472
大樓,D501000042,大同里,新北市汐止區大同路二段236號,1,6645.0,汐止派出所,,121.653963,25.064775
大樓,D501000043,大同里,新北市汐止區大同路312巷2號,1,1254.0,汐止派出所,,121.655586,25.06639
公寓,D501000044,大同里,新北市汐止區大同路2段322巷2號,1,1430.0,汐止派出所,,121.656195,25.066646
公寓,D501000045,復興里,新北市汐止區龍安路187號18,1,1929.0,汐止派出所,,121.65271,25.062714
大樓,D501000046,復興里,新北市汐止區龍安路30號44,1,5246.0,汐止派出所,,121.652541,25.063631
大樓,D501000047,復興里,新北市汐止區龍安路171號17,1,3756.0,汐止派出所,,121.653195,25.062804
大樓,D501000048,復興里,新北市汐止區連興街114號,1,333.0,汐止派出所,,121.653688,25.062841
大樓,D501000049,文化里,新北市汐止區水源路271號,1,644.0,汐止派出所,,121.654191,25.058987
大樓,D501000050,新昌里,新北市汐止區新台五路二段67號,1,265.0,汐止派出所,,121.663816,25.066711
大樓,D501000051,福安里,新北市汐止區新台五路2段146號,1,1102.0,汐止派出所,,121.65335,25.061894
大樓,D501000052,禮門里,新北市汐止區大同路2段376號,1,545.0,汐止派出所,,121.681308,25.071319
大樓,D501000053,禮門里,新北市汐止區大同路2段368號,1,453.0,汐止派出所,,121.657583,25.06705
大樓,D501000054,禮門里,新北市汐止區中正路285號,1,332.0,汐止派出所,,121.656635,25.06812
大樓,D501000055,禮門里,新北市汐止區中正路262號,1,749.0,汐止派出所,,121.657222,25.068601
大樓,D501000056,仁德里,新北市汐止區和平街28號,1,2562.0,汐止派出所,,121.66287,25.07083
大樓,D501000057,自強里,新北市汐止區莊敬街126號13,1,4230.0,汐止派出所,,121.654734,25.0612
大樓,D501000058,秀峰里,新北市汐止區秀峰路83號,1,301.0,汐止派出所,,121.660023,25.064131
大樓,D501000059,秀峰里,新北市汐止區秀峰路87號93,1,1096.0,汐止派出所,,121.660472,25.064516
大樓,D501000060,江北里,新北市汐止區汐萬路一段302號,1,177.0,汐止派出所,,121.650571,25.074585
大樓,D501000061,江北里,新北市汐止區汐萬路218巷16號,1,3478.0,汐止派出所,,121.652194,25.073199
大樓,D501000062,新昌里,新北市汐止區忠孝東路277號29,1,5200.0,汐止派出所,,121.663736,25.068508
大樓,D501000063,新昌里,新北市汐止區水碓街33號39,1,785.0,汐止派出所,,121.664686,25.069753
大樓,D501000064,橋東里,新北市汐止區忠孝東路458號,1,266.0,汐止派出所,,121.666222,25.072958
大樓,D501000065,橋東里,新北市汐止區忠孝東路460-466號,1,342.0,汐止派出所,,121.665935,25.070082
大樓,D501000066,橋東里,新北市汐止區忠孝東路510號,1,213.0,汐止派出所,,121.666893,25.075413
大樓,D501000067,橋東里,新北市汐止區忠孝東路497號,1,241.0,汐止派出所,,121.666347,25.074721
大樓,D501000069,橋東里,新北市汐止區忠孝東路424號,1,4516.0,汐止派出所,,121.666115,25.071682
大樓,D501000070,橋東里,新北市汐止區忠孝東路475號,1,1433.0,汐止派出所,,121.66604,25.073104
大樓,D501000071,橋東里,新北市汐止區忠孝東路397號,1,432.0,汐止派出所,,121.665718,25.070909
大樓,D501000072,復興里,新北市汐止區連興路24號,1,4664.0,汐止派出所,,121.655229,25.063705
大樓,D501000073,復興里,新北市汐止區連興路52號,1,1929.0,汐止派出所,,121.654118,25.063258
公寓,D501000075,江北里,新北市汐止區長江街13巷12弄9-23號,1,720.0,汐止派出所,,121.655162,25.072294
大樓,D501000076,秀山里,新北市汐止區秀山路129號,1,1705.0,汐止派出所,,121.666758,25.055319
大樓,D501000077,秀山里,新北市汐止區秀山路108號,1,1021.0,汐止派出所,,121.666386,25.055023
大樓,D501000078,秀山里,新北市汐止區仁愛路106巷1號,1,1793.0,汐止派出所,,121.662594,25.063282
公寓,D501000079,秀山里,新北市汐止區勤進路102號,1,714.0,汐止派出所,,121.665512,25.057726
大樓,D501000080,秀山里,新北市汐止區秀山路147巷2號,1,2798.0,汐止派出所,,121.669343,25.055379
大樓,D501000081,秀山里,新北市汐止區仁愛路108號,1,822.0,汐止派出所,,121.662495,25.063431
大樓,D501000082,秀山里,新北市汐止區秀山路53巷23弄1號19,1,1676.0,汐止派出所,,121.667358,25.05995
大樓,D501000083,秀山里,新北市汐止區勤進路419巷411號41,1,1420.0,汐止派出所,,121.665055,25.053708
大樓,D501000084,秀山里,新北市汐止區仁愛路90號,1,3513.0,汐止派出所,,121.661556,25.062576
大樓,D501000085,秀山里,新北市汐止區秀山路53巷1號21,1,1393.0,汐止派出所,,121.668224,25.059492
大樓,D501000088,白雲里,新北市汐止區水源路72巷6弄1號13,1,1282.0,汐止派出所,,121.655334,25.055773
大樓,D501000089,白雲里,新北市汐止區水源路二段72巷6弄2號4,1,152.0,汐止派出所,,121.655496,25.055957
大樓,D501000090,白雲里,新北市汐止區水源路36巷9號15,1,1213.0,汐止派出所,,121.654775,25.056106
大樓,D501000091,白雲里,新北市汐止區水源路36巷17號33,1,1894.0,汐止派出所,,121.654775,25.056106
大樓,D501000093,白雲里,新北市汐止區水源路二段283巷2號,1,184.0,汐止派出所,,121.659772,25.049589
大樓,D501000094,仁德里,新北市汐止區和平街35號1,1,1286.0,汐止派出所,,121.662428,25.070708
大樓,D501000095,復興里,新北市汐止區龍安路28巷6號,1,5188.0,汐止派出所,,121.655108,25.064548
大樓,D501000096,福安里,新北市汐止區仁愛路200巷12號,1,294.0,汐止派出所,,121.665083,25.065507
大樓,D501000098,新昌里,新北市汐止區忠孝東路208號,1,877.0,汐止派出所,,121.662008,25.066374
大樓,D501000099,復興里,新北市汐止區新台五路161號,1,1610.0,汐止派出所,,121.654142,25.06265
大樓,D501000100,橋東里,新北市汐止區忠孝東路491號,1,377.0,汐止派出所,,121.666169,25.074231
大樓,D501000101,新昌里,新北市汐止區新昌路17號,1,381.0,汐止派出所,,121.661786,25.06747
大樓,D501000102,橋東里,新北市汐止區鄉長路一段55巷11號,1,1688.0,汐止派出所,,121.665268,25.076027
大樓,D501000103,橋東里,新北市汐止區鄉長路一段55巷12號,1,2546.0,汐止派出所,,121.665337,25.076231
大樓,D501000104,新昌里,新北市汐止區水碓街26巷2號,1,425.0,汐止派出所,,121.664412,25.069661
大樓,D501000105,白雲里,新北市汐止區水源路2段28號,1,9368.0,汐止派出所,,121.657086,25.066388
大樓,D501000106,新昌里,新北市汐止區水碓街26巷1號,1,324.0,汐止派出所,,121.664531,25.069637
大樓,D501000107,復興里,新北市汐止區大同路184巷1號,1,4374.0,汐止派出所,,121.653891,25.063938
大樓,D501000108,秀山里,新北市汐止區仁愛路90號,1,2977.0,汐止派出所,,121.661556,25.062576
大樓,D501000109,自強里,新北市汐止區青山路19巷2號,1,1666.0,汐止派出所,,121.65654,25.06186
大樓,D501000110,城中里,新北市汐止區建成路57巷1號,1,15709.0,汐止派出所,,121.662267,25.072466
大樓,D501000111,建成里,新北市汐止區建成路56巷69弄3號,2,8041.0,汐止派出所,,121.663408,25.073512
大樓,D501000112,城中里,新北市汐止區建成路39號,1,4886.0,汐止派出所,,121.662969,25.072883
大樓,D501000113,新昌里,新北市汐止區新台五路2段87號,1,856.0,汐止派出所,,121.664777,25.06708
大樓,D501000114,復興里,新北市汐止區新台五路141號,1,488.0,汐止派出所,,121.653007,25.06221
大樓,D501000115,福安里,新北市汐止區新台五路2段106號,1,2306.0,汐止派出所,,121.662613,25.065942
大樓,D501000116,新昌里,新北市汐止區忠孝東路255巷6號,1,777.0,汐止派出所,,121.662609,25.067806
大樓,D501000117,自強里,新北市汐止區環山路6號,1,1672.0,汐止派出所,,121.657701,25.060225
大樓,D501000118,智慧里,新北市汐止區大同路196號,1,778.0,汐止派出所,,121.653079,25.064566
大樓,D501000119,仁德里,新北市汐止區和平街46巷7弄2號,1,881.0,汐止派出所,,121.662288,25.071409
大樓,D501000120,橋東里,新北市汐止區忠孝東路487號,1,4188.0,汐止派出所,,121.666084,25.073615
大樓,D501000121,新昌里,新北市汐止區新台五路二段1號,1,422.0,汐止派出所,,121.661866,25.065979
大樓,D501000122,秀山里,新北市汐止區勤進路416號,1,586.0,汐止派出所,,121.66393,25.053587
大樓,D501000123,復興里,新北市汐止區新台五路159號,1,1078.0,汐止派出所,,121.653788,25.062486
大樓,D501000124,新昌里,新北市汐止區忠孝東路257號,1,2716.0,汐止派出所,,121.663012,25.067758
大樓,D501000125,建成里,新北市汐止區建成路160巷63號,1,2260.0,汐止派出所,,121.661743,25.074721
大樓,D501000126,秀山里,新北市汐止區仁愛路36號,1,732.0,汐止派出所,,121.66053,25.062808
大樓,D501000127,福安里,新北市汐止區新台五路2段86號,1,2732.0,汐止派出所,,121.647221,25.060659
大樓,D501000128,義民里,新北市汐止區中正路99巷2號,1,1361.0,汐止派出所,,121.660883,25.068921
大樓,D501000129,自強里,新北市汐止區新興路83號,1,1561.0,汐止派出所,,121.657716,25.062042
大樓,D501000130,智慧里,新北市汐止區大同路二段171號,1,3329.0,汐止派出所,,121.651338,25.064713
大樓,D501000131,江北里,新北市汐止區康寧街885巷1號,1,3962.0,汐止派出所,,121.650157,25.076319
大樓,D501000132,江北里,新北市汐止區汐萬路一段418巷1弄1號,1,3298.0,汐止派出所,,121.650562,25.078284
大樓,D501000133,大同里,新北市汐止區大同路二段276號,1,1469.0,汐止派出所,,121.654859,25.06613
大樓,D501000134,大同里,新北市汐止區水源路一段26號,1,546.0,汐止派出所,,121.657088,25.066443
大樓,D501000135,智慧里,新北市汐止區大同路二段125號,1,10373.0,汐止派出所,,121.650414,25.064002
大樓,D501000136,復興里,新北市汐止區新興路3號,1,1061.0,汐止派出所,,121.656395,25.065098
大樓,D501000137,復興里,新北市汐止區新台五路167號,1,3914.0,汐止派出所,,121.654678,25.062849
大樓,D501000138,建成里,新北市汐止區大同路2段689號,1,1682.0,汐止派出所,,121.665006,25.072559
大樓,D501000139,智慧里,新北市汐止區大同路2段339號,1,857.0,汐止派出所,,121.655974,25.067144
大樓,D501000140,江北里,新北市汐止區長江街79巷1號,1,1652.0,汐止派出所,,121.657211,25.072607
大樓,D501000141,建成里,新北市汐止區建成路160巷32號,1,1140.0,汐止派出所,,121.661928,25.074632
大樓,D501000142,福安里,新北市汐止區仁愛路154號,1,1728.0,汐止派出所,,121.663953,25.064699
大樓,D501000143,福安里,新北市汐止區新台五路2段150號,1,2860.0,汐止派出所,,121.653515,25.061964
大樓,D501000144,自強里,新北市汐止區新台五路一段192號,1,3746.0,汐止派出所,,121.655242,25.062748
大樓,D501000145,自強里,新北市汐止區新台五路一段190號,1,3746.0,汐止派出所,,121.655154,25.062689
公寓,D501000146,秀山里,新北市汐止區仁愛路90號,1,78.0,汐止派出所,,121.661556,25.062576
公寓,D501000147,秀峰里,新北市汐止區忠孝東路201號,1,1069.0,汐止派出所,,121.660087,25.065634
大樓,D501000148,自強里,新北市汐止區莊敬街33號,1,2986.0,汐止派出所,,121.656845,25.060713
大樓,D501000149,秀山里,新北市汐止區仁愛路130號,1,772.0,汐止派出所,,121.66322,25.063966
大樓,D501000150,秀峰里,新北市汐止區仁愛路99號,1,3048.0,汐止派出所,,121.661909,25.063242
大樓,D501000152,復興里,新北市汐止區忠孝東路1號,1,2274.0,汐止派出所,,121.657032,25.064131
大樓,D501000153,城中里,新北市汐止區建成路59巷2號,1,5724.0,汐止派出所,,121.661084,25.072872
大樓,D501000154,福安里,新北市汐止區福安街61巷18號,1,73.0,汐止派出所,,121.664862,25.063487
大樓,D501000155,福安里,新北市汐止區福安街61巷20號,1,1324.0,汐止派出所,,121.664658,25.063283
大樓,D501000156,秀峰里,新北市汐止區秀峰路81巷11號,1,660.0,汐止派出所,,121.660635,25.064433
大樓,D501000157,福安里,新北市汐止區仁愛路166號,1,4749.0,汐止派出所,,121.664295,25.065112
大樓,D501000158,福安里,新北市汐止區仁愛路202號,1,1141.0,汐止派出所,,121.664921,25.065873
大樓,D501000159,秀峰里,新北市汐止區仁愛路113巷15號,1,1296.0,汐止派出所,,121.661924,25.063927
大樓,D501000160,福安里,新北市汐止區仁愛路207號,1,1556.0,汐止派出所,,121.664863,25.066351
大樓,D501000161,橋東里,新北市汐止區鄉長路1段55巷2號,1,744.0,汐止派出所,,121.665337,25.076231
大樓,D501000162,秀峰里,新北市汐止區新台五路268號,1,3897.0,汐止派出所,,121.658992,25.063853
大樓,D501000163,自強里,新北市汐止區新台五路172號,1,1273.0,汐止派出所,,121.654609,25.062488
大樓,D501000164,復興里,新北市汐止區龍安路1號,1,1926.0,汐止派出所,,121.656363,25.064203
大樓,D501000165,福安里,新北市汐止區仁愛路152巷11號,1,2550.0,汐止派出所,,121.664132,25.064674
公寓,D501000166,復興里,新北市汐止區復興路1號,1,2149.0,汐止派出所,,121.656181,25.06413
大樓,D501000167,福安里,新北市汐止區仁愛路185號,1,4310.0,汐止派出所,,121.664282,25.065418
大樓,D501000168,自強里,新北市汐止區莊敬街30號,1,1201.0,汐止派出所,,121.65705,25.061525
公寓,D501000169,橋東里,新北市汐止區鄉長路1段55巷5號,1,441.0,汐止派出所,,121.665629,25.075943
大樓,D501000170,橋東里,新北市汐止區鄉長路55巷7號,1,797.0,汐止派出所,,121.665401,25.076017
大樓,D501000171,復興里,新北市汐止區龍安路202巷39號2,1,650.0,汐止派出所,,121.652211,25.063621
大樓,D501000172,智慧里,新北市汐止區大同路2段167號1,1,132.0,汐止派出所,,121.6511,25.064139
大樓,D501000173,禮門里,新北市汐止區大同路2段394號,1,3341.0,汐止派出所,,121.63975,25.059725
大樓,D501000174,福安里,新北市汐止區仁愛路161號,1,1397.0,汐止派出所,,121.66387,25.065253
大樓,D501000175,福安里,新北市汐止區仁愛路159號,1,3930.0,汐止派出所,,121.66373,25.065066
大樓,D501000176,橋東里,新北市汐止區忠孝東路480號,1,548.0,汐止派出所,,121.666243,25.073511
大樓,D501000177,自強里,新北市汐止區莊敬街29巷11號2,1,673.0,汐止派出所,,121.657201,25.060891
