編號,村里別,地址,避難所在之地下樓層數,可容納人數,轄區分局,經度,緯度
1.0,立仁里,臺中市大里區立仁里立新街338號,1,1522,霧峰分局,"120.699397 ","24.105167 "
2.0,立仁里,臺中市大里區立仁路甲堤路236號,1,1817,霧峰分局,"120.696282 ","24.104626 "
3.0,仁德里,臺中市大里區仁德里至善路158號,1,880,霧峰分局,"120.699202 ","24.094297 "
4.0,仁德里,臺中市大里區仁德里文化街120號,1,1996,霧峰分局,"120.700436 ","24.093057 "
5.0,塗域里,臺中市大里區塗城里美群路100號,1,1366,霧峰分局,"120.709520 ","24.084033 "
6.0,健民里,臺中市大里區健民里校前路26號,1,1192,霧峰分局,"120.728405 ","24.089210 "
7.0,健民里,臺中市大里區健民里校前路27號,1,944,霧峰分局,"120.729798 ","24.089624 "
8.0,仁化里,臺中市大里區仁化里工業路11號,1,2272,霧峰分局,"120.713595 ","24.095448 "
9.0,日新里,臺中市大里區日新里中興路二段704號,1,468,霧峰分局,"120.690618 ","24.117637 "
10.0,中新里,臺中市大里區中新里中興路二段380號,1,106,霧峰分局,"120.689612 ","24.106002 "
11.0,中新里,臺中市大里區中新里中興路二段380號,1,3420,霧峰分局,"120.689612 ","24.106002 "
12.0,內新里,臺中市大里區內新里現岱路60號,1,1388,霧峰分局,"120.689700 ","24.100742 "
13.0,東昇里,臺中市大里區東昇里日新路8號,1,676,霧峰分局,"120.695708 ","24.111377 "
14.0,大明里,臺中市大里區大明里新仁路三段210號,1,2837,霧峰分局,"120.685927 ","24.116368 "
15.0,北柳里,臺中市霧峰區北柳里國中路110號,1,678,霧峰分局,"120.689244 ","24.067228 "
16.0,南柳里,臺中市霧峰區南柳里柳豐路535號,1,984,霧峰分局,"120.689214 ","24.043852 "
17.0,南柳里,臺中市霧峰區南柳里柳豐路537號,1,633,霧峰分局,"120.690740 ","24.043823 "
18.0,南柳里,臺中市霧峰區南柳里柳豐路500號,1,3145,霧峰分局,"120.684673 ","24.047014 "
19.0,西湖里,臺中市大里區西湖里西湖路32號,1,2246,霧峰分局,"120.690170 ","24.078237 "
20.0,東湖里,臺中市大里區東湖里中湖路100號,1,2624,霧峰分局,"120.693824 ","24.087472 "
21.0,東湖里,臺中市大里區東湖里中湖路33號,1,1013,霧峰分局,"120.694764 ","24.087423 "
22.0,瑞城里,臺中市大里區瑞城里美村街196號,1,2270,霧峰分局,"120.702500 ","24.086258 "
23.0,永隆里,臺中市大里區永隆里永隆五街2號,1,654,霧峰分局,"120.677612 ","24.111180 "
24.0,永隆里,臺中市大里區永隆里永隆三街1號,1,736,霧峰分局,"120.678419 ","24.107652 "
25.0,東興里,臺中市大里區東興里大明路181號,1,1567,霧峰分局,"120.684642 ","24.114861 "
26.0,永隆里,臺中市大里區永隆里永隆五街6號,1,1379,霧峰分局,"120.677612 ","24.111180 "
27.0,國光里,臺中市大里區國光里東榮路369號,1,561,霧峰分局,"120.683479 ","24.109537 "
28.0,大明里,臺中市大里區大明里益民路二段48號,1,367,霧峰分局,"120.683953 ","24.115447 "
29.0,本鄉里,臺中市霧峰區本鄉里民權街37號,1,6,霧峰分局,"120.700395 ","24.066866 "
30.0,中正里,臺中市霧峰區中正里四德路10號,2,2148,霧峰分局,"120.698352 ","24.064779 "
31.0,本堂里,臺中市霧峰區本堂里中正路736號,1,582,霧峰分局,"120.699389 ","24.057573 "
32.0,吉峰里,臺中市霧峰區吉峰里吉峰西路68號,1,816,霧峰分局,"120.711267 ","24.079445 "
33.0,吉峰里,臺中市霧峰區吉峰里民生路349號,1,1557,霧峰分局,"120.718484 ","24.078894 "
34.0,吉峰里,臺中市霧峰區吉峰里吉峰東路168號,1,3057,霧峰分局,"120.715997 ","24.069147 "
35.0,吉峰里,臺中市霧峰區吉峰里中正路1236號,1,797,霧峰分局,"120.700173 ","24.075296 "
36.0,吉峰里,臺中市霧峰區吉峰里民生路312號,1,265,霧峰分局,"120.718221 ","24.077728 "
37.0,甲寅里,臺中市霧峰區甲寅里中正路1222號,1,2168,霧峰分局,"120.702433 ","24.072467 "
38.0,甲寅里,臺中市霧峰區甲寅里民生路156號,1,1377,霧峰分局,"120.703155 ","24.070309 "
39.0,北勢里,臺中市霧峰區豐正路566號,1,230人,霧峰分局,"120.668380 ","24.036550 "
40.0,仁德里,臺中市大里區仁德里仁城路15號,1,86,霧峰分局,"120.706022 ","24.094909 "
41.0,仁德里,臺中市大里區仁德里仁化路261號,2,1569,霧峰分局,"120.713601 ","24.093802 "
42.0,仁德里,臺中市大里區仁德里仁福街93號,1,252,霧峰分局,"120.697540 ","24.096015 "
43.0,仁德里,臺中市大里區仁德里至善路232號,1,25,霧峰分局,"120.697123 ","24.095434 "
44.0,仁德里,臺中市大里區仁德里仁化路551號,1,289,霧峰分局,"120.699440 ","24.096347 "
45.0,仁德里,臺中市大里區仁德里慈德路47號,1,458,霧峰分局,"120.697489 ","24.092651 "
46.0,仁德里,臺中市大里區仁德里慈德路35號,1,289,霧峰分局,"120.697197 ","24.092368 "
47.0,仁化里,臺中市大里區仁化里工業路15號,1,137,霧峰分局,"120.714001 ","24.096271 "
