電腦編號,村里別,地址,緯經度,地下樓層數,可容納人數,轄管分局,備註
COA00062,淵東里,臺南市安南區淵東里10鄰安中路三段388號之2,"23.049242,120.17505",1.0,60.0,第三分局,
COA00063,淵東里,臺南市安南區淵東里10鄰安中路三段388號之3,"23.049247,120.174985",1.0,60.0,第三分局,
COA00065,淵東里,臺南市安南區淵東里9鄰安中路三段400巷13號,"23.050007,120.17475",1.0,160.0,第三分局,
COA00071,海東里,臺南市安南區海東里8鄰海佃路二段509巷65號,"23.041492,120.185298",1.0,266.0,第三分局,
COA00073,海東里,臺南市安南區海東里5鄰海佃路二段483巷106號,"23.040589,120.184458",1.0,47.0,第三分局,
COA00077,海東里,臺南市安南區海東里24鄰同安路173號,"23.041512,120.191092",1.0,47.0,第三分局,
COA00078,海東里,臺南市安南區海東里24鄰同安路177號,"23.04156,120.191154",1.0,47.0,第三分局,
COA00079,海東里,臺南市安南區海東里24鄰同安路179號,"23.041595,120.191185",1.0,47.0,第三分局,
COA00080,海東里,臺南市安南區海東里13鄰海環街51號,"23.038841,120.186615",1.0,53.0,第三分局,
COA00081,海東里,臺南市安南區海東里13鄰海環街53號,"23.038823,120.186572",1.0,53.0,第三分局,
COA00082,海東里,臺南市安南區海東里16鄰同安路133號,"23.040875,120.190355",1.0,65.0,第三分局,
COA00083,海東里,臺南市安南區海東里16鄰同安路131號,"23.040849,120.190321",1.0,65.0,第三分局,
COA00084,海東里,臺南市安南區海東里24鄰同安路225巷53號,"23.042622,120.191076",1.0,47.0,第三分局,
COA00086,溪心里,臺南市安南區溪心里8鄰海佃路二段770號,"23.045869,120.185128",1.0,55.0,第三分局,
COA00087,溪心里,臺南市安南區溪心里16鄰安中路二段17號,"23.045718,120.190139",1.0,53.0,第三分局,
COA00088,溪心里,臺南市安南區溪心里1鄰安中路三段27號,"23.047139,120.183273",1.0,61.0,第三分局,
COA00089,溪心里,臺南市安南區溪心里2鄰海佃路二段597號,"23.044360,120.185755",1.0,439.0,第三分局,
COA00090,溪心里,臺南市安南區溪心里12鄰海佃路二段666號,"23.044319,120.186224",1.0,44.0,第三分局,
COA00091,溪心里,臺南市安南區溪心里12鄰海佃路二段668號,"23.044346,120.186197",1.0,44.0,第三分局,
COA00092,溪心里,臺南市安南區溪心里12鄰海佃路二段750號,"23.045441,120.185408",1.0,44.0,第三分局,
COA00093,溪心里,臺南市安南區溪心里12鄰海佃路二段746號,"23.045366,120.185463",1.0,44.0,第三分局,
COA00094,溪心里,臺南市安南區溪心里12鄰海佃路二段752號,"23.045477,120.185384",1.0,44.0,第三分局,
COA00095,溪心里,臺南市安南區溪心里12鄰海佃路二段748號,"23.045400,120.185438",1.0,44.0,第三分局,
COA00096,溪心里,臺南市安南區溪心里8鄰海佃路二段822號,"23.046807,120.184402",1.0,53.0,第三分局,
COA00097,溪心里,臺南市安南區溪心里2鄰海佃路二段631號,"23.045113,120.185100",1.0,44.0,第三分局,
COA00099,溪心里,臺南市安南區溪心里21鄰安中路二段308號,"23.047322,120.184721",1.0,201.0,第三分局,
COA00101,溪心里,臺南市安南區溪心里23鄰海佃路三段22號,"23.047609,120.18377",1.0,43.0,第三分局,
COA00104,溪心里,臺南市安南區溪心里10鄰海佃路三段11號,"23.047487,120.183475",1.0,41.0,第三分局,
COA00106,溪心里,臺南市安南區溪心里19鄰安中路三段246號,"23.048379,120.178957",1.0,61.0,第三分局,
COA00107,溪心里,臺南市安南區溪心里19鄰安中路三段242號,"23.048344,120.179039",1.0,60.0,第三分局,
COA00108,溪心里,臺南市安南區溪心里19鄰安中路三段244號,"23.048344,120.179039",1.0,61.0,第三分局,
COA00109,溪心里,臺南市安南區溪心里19鄰安中路三段240號,"23.048338,120.179086",1.0,61.0,第三分局,
COA00115,淵中里,臺南市安南區淵中里17鄰安中路三段281號,"23.048376,120.177484",1.0,73.0,第三分局,
COA00116,淵中里,臺南市安南區淵中里1鄰安中路三段381號,"23.049022,120.174806",1.0,401.0,第三分局,
COA00120,州南里,臺南市安南區州南里2鄰安和路四段533巷85弄11號,"23.060596,120.217198",1.0,52.0,第三分局,
COA00122,州南里,臺南市安南區州南里20鄰安和路四段538巷81號,"23.060879,120.220147",1.0,188.0,第三分局,
COA00126,州南里,臺南市安南區州南里13鄰長和路二段74號,"23.064129,120.222343",1.0,499.0,第三分局,
COA00127,州南里,臺南市安南區州南里13鄰長和路二段74號,"23.064129,120.222343",1.0,584.0,第三分局,
COA00128,州南里,臺南市安南區州南里13鄰長和路二段74號,"23.064129,120.222343",1.0,619.0,第三分局,
COA00129,州南里,臺南市安南區州南里13鄰長和路二段12巷28號,"23.064558,120.224774",1.0,232.0,第三分局,
COA00130,州南里,臺南市安南區州南里13鄰長和路二段74號,"23.064129,120.222343",1.0,501.0,第三分局,
COA00131,州南里,臺南市安南區州南里16鄰安和路四段516號,"23.06128,120.218858",1.0,53.0,第三分局,
COA00133,州南里,臺南市安南區州南里16鄰安和路四段518號,"23.061322,120.218855",1.0,36.0,第三分局,
COA00134,州南里,臺南市安南區州南里1鄰安和路四段316號,"23.057459,120.218791",1.0,68.0,第三分局,
COA00135,州南里,臺南市安南區州南里11鄰安和路四段544號,"23.061730,120.218858",1.0,57.0,第三分局,
COA00136,州南里,臺南市安南區州南里11鄰安和路四段544之1號,"23.061730,120.218858",1.0,61.0,第三分局,
COA00137,州南里,臺南市安南區州南里11鄰安和路四段542號,"23.061686,120.218849",1.0,53.0,第三分局,
COA00138,州南里,臺南市安南區州南里10鄰安和路五段84巷16弄10號,"23.064699,120.21898",1.0,260.0,第三分局,
COA00142,安順里,臺南市安南區安順里12鄰安和路三段193號,"23.048596,120.217427",1.0,267.0,第三分局,
COA00143,安順里,臺南市安南區安順里12鄰安和路三段227號,"23.049557,120.218222",1.0,329.0,第三分局,
COA00144,安順里,臺南市安南區安順里12鄰安和路三段227號,"23.049557,120.218222",1.0,163.0,第三分局,
COA00150,安順里,臺南市安南區安順里12鄰安和路四段36巷59號,"23.051428,120.220828",1.0,153.0,第三分局,
COA00151,安順里,臺南市安南區安順里17鄰開安三街34號,"23.047695,120.225235",1.0,320.0,第三分局,
COA00152,安順里,臺南市安南區安順里12鄰安和路三段193號,"23.048596,120.217427",1.0,189.0,第三分局,
COA00153,安順里,臺南市安南區安順里12鄰安和路三段227號,"23.049557,120.218222",1.0,6861.0,第三分局,
COA00154,安順里,臺南市安南區安順里12鄰安和路四段36巷112號,"23.050823,120.222021",1.0,47.0,第三分局,
COA00155,安順里,臺南市安南區安順里12鄰安和路四段36巷110號,"23.050739,120.221767",1.0,107.0,第三分局,
COA00160,安順里,臺南市安南區安順里12鄰安和路三段227號,"23.049557,120.218222",1.0,168.0,第三分局,
COA00168,安順里,臺南市安南區安順里12鄰安和路三段227號,"23.049557,120.218222",1.0,200.0,第三分局,
COA00169,安順里,臺南市安南區安順里12鄰安和路三段193號,"23.048596,120.217427",1.0,101.0,第三分局,
COA00170,州北里,臺南市安南區州北里20鄰安和路五段254號,"23.067709,120.217134",1.0,60.0,第三分局,
COA00171,州北里,臺南市安南區州北里20鄰安和路五段262號,"23.067851,120.217065",1.0,60.0,第三分局,
COA00172,州北里,臺南市安南區州北里13鄰安和路五段159號,"23.066095,120.217786",1.0,35.0,第三分局,
COA00173,州北里,臺南市安南區州北里7鄰安和路五段336巷5弄46號,"23.070767,120.216403",1.0,32.0,第三分局,
COA00174,州北里,臺南市安南區州北里14鄰安和路五段178巷5號,"23.066628,120.21839",1.0,725.0,第三分局,
COA00175,州北里,臺南市安南區州北里22鄰安和路五段315號,"23.068840,120.216122",1.0,51.0,第三分局,
COA00176,州北里,臺南市安南區州北里22鄰安和路五段313號,"23.068804,120.216142",1.0,51.0,第三分局,
COA00177,州北里,臺南市安南區州北里22鄰安和路五段311號,"23.068764,120.216157",1.0,51.0,第三分局,
COA00178,州北里,臺南市安南區州北里13鄰安和路五段139號,"23.065798,120.217983",1.0,97.0,第三分局,
COA00179,塭南里,臺南市安南區塭南里1鄰安昌街174巷39弄33號,"23.071065,120.221315",1.0,53.0,第三分局,
COA00180,州南里,臺南市安南區州南里13鄰長和路二段12巷28號,"23.064558,120.224774",1.0,133.0,第三分局,
COA00181,州南里,臺南市安南區州南里13鄰長和路二段36號,"23.064264,120.223513",1.0,267.0,第三分局,
COA00182,安順里,臺南市安南區安順里12鄰安和路三段227號,"23.049557,120.218222",1.0,965.0,第三分局,
COA00183,安順里,臺南市安南區安順里18鄰育安街182號,"23.049016,120.215374",1.0,236.0,第三分局,
COA00184,總頭里,臺南市安南區總頭里10鄰長溪路二段565號,"23.055126,120.201933",1.0,339.0,第三分局,
COA00185,總頭里,臺南市安南區總頭里12鄰長溪路二段473號,"23.05303,120.202113",1.0,99.0,第三分局,
COA00186,總頭里,臺南市安南區總頭里10鄰長溪路二段565號,"23.055126,120.201933",1.0,339.0,第三分局,
COA00189,長安里,臺南市安南區長安里17鄰長溪路三段249號,"23.065109,120.197731",1.0,160.0,第三分局,
COA00191,溪墘里,臺南市安南區溪墘里5鄰海佃路一段254號,"23.025607,120.191471",1.0,267.0,第三分局,
COA00192,幸福里,臺南市安南區幸福里21鄰國安街157號,"23.021940,120.18763",1.0,800.0,第三分局,
COA00193,國安里,臺南市安南區國安里11鄰郡安路六段111巷36弄2號,"23.025255,120.18507",1.0,731.0,第三分局,
COA00195,溪東里,臺南市安南區溪東里21鄰郡安路五段56號,"23.028739,120.199816",1.0,67.0,第三分局,
COA00205,安富里,臺南市安南區安富里20鄰安富街172號,"23.027073,120.197597",1.0,59.0,第三分局,
COA00206,安富里,臺南市安南區安富里20鄰安富街174號,"23.027055,120.197548",1.0,59.0,第三分局,
COA00207,安富里,臺南市安南區安富里20鄰安富街176號,"23.027038,120.197503",1.0,59.0,第三分局,
COA00208,安富里,臺南市安南區安富里20鄰安富街178號,"23.027056,120.197451",1.0,59.0,第三分局,
COA00209,安富里,臺南市安南區安富里20鄰安富街180號,"23.027035,120.197408",1.0,60.0,第三分局,
COA00210,安富里,臺南市安南區安富里20鄰安富街182號,"23.027049,120.19736",1.0,60.0,第三分局,
COA00211,安富里,臺南市安南區安富里20鄰安富街184號,"23.027034,120.197318",1.0,60.0,第三分局,
COA00212,安富里,臺南市安南區安富里20鄰安富街186號,"23.027017,120.197266",1.0,60.0,第三分局,
COA00213,安富里,臺南市安南區安富里20鄰安富街188號,"23.027002,120.197221",1.0,60.0,第三分局,
COA00214,安富里,臺南市安南區安富里20鄰安富街190號,"23.026985,120.197179",1.0,60.0,第三分局,
COA00243,安富里,臺南市安南區安富里6鄰府安路五段153巷3弄2號,"23.023188,120.19829",1.0,69.0,第三分局,
COA00244,安富里,臺南市安南區安富里6鄰府安路五段153巷7弄2號,"23.023444,120.198241",1.0,69.0,第三分局,
COA00245,安富里,臺南市安南區安富里19鄰安富街197號,"23.026702,120.197049",1.0,52.0,第三分局,
COA00246,安富里,臺南市安南區安富里19鄰安富街195號,"23.026710,120.197095",1.0,60.0,第三分局,
COA00247,安富里,臺南市安南區安富里19鄰安富街193號,"23.026727,120.197145",1.0,60.0,第三分局,
COA00248,安富里,臺南市安南區安富里19鄰安富街191號,"23.026713,120.197188",1.0,60.0,第三分局,
COA00249,安富里,臺南市安南區安富里20鄰安富街198號,"23.026955,120.196989",1.0,60.0,第三分局,
COA00250,安富里,臺南市安南區安富里19鄰安富街197號,"23.026702,120.197049",1.0,60.0,第三分局,
COA00251,安富里,臺南市安南區安富里19鄰安富街185號,"23.026720,120.197329",1.0,60.0,第三分局,
COA00252,安富里,臺南市安南區安富里19鄰安富街183號,"23.026751,120.197374",1.0,60.0,第三分局,
COA00253,安富里,臺南市安南區安富里19鄰安富街187號,"23.026734,120.197283",1.0,60.0,第三分局,
COA00254,安富里,臺南市安南區安富里19鄰安富街179號,"23.026783,120.197467",1.0,60.0,第三分局,
COA00255,安富里,臺南市安南區安富里19鄰安富街177號,"23.026774,120.197518",1.0,60.0,第三分局,
COA00256,安富里,臺南市安南區安富里19鄰安富街175號,"23.026789,120.19756",1.0,60.0,第三分局,
COA00257,安富里,臺南市安南區安富里19鄰安富街173號,"23.026806,120.197603",1.0,60.0,第三分局,
COA00285,安富里,臺南市安南區安富里19鄰安富街171號,"23.026789,120.197648",1.0,51.0,第三分局,
COA00286,安富里,臺南市安南區安富里19鄰安富街199巷3弄1號,"23.026561,120.197094",1.0,84.0,第三分局,
COA00287,安富里,臺南市安南區安富里19鄰安富街199巷3弄2號,"23.026392,120.197126",1.0,84.0,第三分局,
COA00288,安富里,臺南市安南區安富里19鄰安富街199巷3弄3號,"23.026582,120.197166",1.0,84.0,第三分局,
COA00289,安富里,臺南市安南區安富里19鄰安富街199巷3弄4號,"23.026399,120.197203",1.0,84.0,第三分局,
COA00290,安富里,臺南市安南區安富里19鄰安富街199巷3弄5號,"23.026586,120.197239",1.0,69.0,第三分局,
COA00291,安富里,臺南市安南區安富里19鄰安富街199巷3弄6號,"23.026406,120.197281",1.0,69.0,第三分局,
COA00292,安富里,臺南市安南區安富里19鄰安富街199巷3弄7號,"23.026612,120.197301",1.0,69.0,第三分局,
COA00293,安富里,臺南市安南區安富里19鄰安富街199巷3弄8號,"23.026415,120.19734",1.0,69.0,第三分局,
COA00294,安富里,臺南市安南區安富里19鄰安富街199巷3弄9號,"23.026624,120.197357",1.0,69.0,第三分局,
COA00295,安富里,臺南市安南區安富里19鄰安富街199巷3弄10號,"23.026425,120.197404",1.0,69.0,第三分局,
COA00296,安富里,臺南市安南區安富里19鄰安富街199巷3弄11號,"23.026629,120.197429",1.0,69.0,第三分局,
COA00297,安富里,臺南市安南區安富里19鄰安富街199巷3弄12號,"23.026440,120.197469",1.0,69.0,第三分局,
COA00298,安富里,臺南市安南區安富里19鄰安富街199巷3弄13號,"23.026636,120.197492",1.0,69.0,第三分局,
COA00299,安富里,臺南市安南區安富里19鄰安富街199巷3弄14號,"23.026454,120.197525",1.0,69.0,第三分局,
COA00300,安富里,臺南市安南區安富里19鄰安富街199巷3弄15號,"23.026651,120.197552",1.0,69.0,第三分局,
COA00301,安富里,臺南市安南區安富里19鄰安富街199巷3弄16號,"23.026461,120.197596",1.0,69.0,第三分局,
COA00302,安富里,臺南市安南區安富里19鄰安富街199巷3弄17號,"23.026665,120.197613",1.0,69.0,第三分局,
COA00303,安富里,臺南市安南區安富里19鄰安富街199巷3弄18號,"23.026464,120.197661",1.0,69.0,第三分局,
COA00304,安富里,臺南市安南區安富里19鄰安富街199巷3弄19號,"23.026679,120.197675",1.0,69.0,第三分局,
COA00305,安富里,臺南市安南區安富里19鄰安富街199巷3弄20號,"23.026485,120.197715",1.0,69.0,第三分局,
COA00315,媽祖宮里,臺南市安南區媽祖宮里3鄰安中路五段265號,"23.057106,120.149046",1.0,1117.0,第三分局,
COA00318,鹿耳里,臺南市安南區鹿耳里3鄰顯宮二街1號,"23.036376,120.126529",1.0,133.0,第三分局,
COA00320,媽祖宮里,臺南市安南區媽祖宮里3鄰安中路五段265號,"23.057106,120.149046",1.0,768.0,第三分局,
COA00321,佃西里,臺南市安南區佃西里13鄰海佃路四段493號,"23.063806,120.173272",1.0,149.0,第三分局,
COA00323,南興里,臺南市安南區南興里4鄰公學路五段627號,"23.073761,120.160466",1.0,541.0,第三分局,
COA00324,佃東里,臺南市安南區佃東里7鄰公學路四段122巷79號,"23.069429,120.17605",1.0,213.0,第三分局,
COA00325,學東里,臺南市安南區學東里4鄰公學路六段509號,"23.077970,120.146714",1.0,53.0,第三分局,
COA00326,新順里,臺南市安南區新順里14鄰永安路108號,"23.043828,120.222838",1.0,347.0,第三分局,
COA00327,新順里,臺南市安南區新順里10鄰政安路80號,"23.040882,120.219442",1.0,1263.0,第三分局,
COA00328,溪北里,臺南市安南區溪北里3鄰郡安路四段46號,"23.028040,120.21221",1.0,16.0,第三分局,
COA00329,淵東里,臺南市安南區淵東里10鄰仁安路70號,"23.050138,120.176109",1.0,1631.0,第三分局,
COA00330,溪頂里,臺南市安南區溪頂里11鄰郡安路四段278巷15弄1號,"23.028127,120.205747",1.0,4945.0,第三分局,
COA00331,溪頂里,臺南市安南區溪頂里19鄰郡安路四段253巷61號,"23.027581,120.206823",1.0,2502.0,第三分局,
COA00332,溪頂里,臺南市安南區溪頂里6鄰郡安路四段278巷8號,"23.028182,120.205423",1.0,3575.0,第三分局,
COA00333,溪頂里,臺南市安南區溪頂里17鄰郡安路四段278巷15弄2號,"23.027743,120.205830",1.0,1689.0,第三分局,
COA00334,淵東里,臺南市安南區淵東里16鄰安中路三段252號,"23.048549,120.178054",1.0,733.0,第三分局,
COA00335,溪東里,臺南市安南區溪東里21鄰郡安路五段56號,"23.028739,120.199816",1.0,2300.0,第三分局,
COA00336,南興里,臺南市安南區南興里6鄰公學路五段697巷157號,"23.071601,120.159082",1.0,608.0,第三分局,
COA00337,新順里,臺南市安南區新順里10鄰政安路149巷8號,"23.041166,120.222937",1.0,747.0,第三分局,
COA00338,州北里,臺南市安南區州北里14鄰安和路五段178巷5號,"23.066628,120.21839",1.0,592.0,第三分局,
COA00339,海東里,臺南市安南區海東里17鄰同安路235號,"23.042496,120.192062",1.0,2974.0,第三分局,
COA00340,安慶里,臺南市安南區安慶里12鄰長溪路一段76號,"23.035377,120.211422",1.0,667.0,第三分局,
COA00341,安慶里,臺南市安南區安慶里12鄰長溪路一段76號,"23.035377,120.211422",1.0,667.0,第三分局,
COA00342,城西里,臺南市安南區城西里7鄰城西街三段1105巷121弄150號,"23.04618,120.075805",1.0,201.0,第三分局,
COA00343,淵東里,臺南市安南區淵東里21鄰本原街三段85號,"23.052948,120.177206",1.0,701.0,第三分局,
COA00344,塩田里,臺南市安南區塩田里7鄰工業二路21號,"23.035636,120.157355",1.0,5944.0,第三分局,
COA00346,梅花里,臺南市安南區梅花里17鄰安中路一段703巷80號,"23.040147,120.19311",1.0,1333.0,第三分局,
COA00347,布袋里,臺南市安南區布袋里1鄰工明南二路106號,"23.059757,120.204141",1.0,128.0,第三分局,
COA00349,州北里,臺南市安南區州北里8鄰安和路五段84巷66號,"23.066147,120.22049",1.0,8281.0,第三分局,
COA00350,塩田里,臺南市安南區塩田里7鄰工環路11號,"23.037227,120.158707",1.0,8361.0,第三分局,
COA00351,公塭里,臺南市安南區公塭里5鄰安中路五段188號,"23.057044,120.152604",1.0,1044.0,第三分局,
COA00352,媽祖宮里,臺南市安南區媽祖宮里3鄰安明路三段500號,"23.050881,120.147093",1.0,5843.0,第三分局,
COA00353,塩田里,臺南市安南區塩田里7鄰工環路1號,"23.037541,120.156454",1.0,97.0,第三分局,
COA00354,塩田里,臺南市安南區塩田里7鄰本田路二段498號,"23.035952,120.152865",1.0,1480.0,第三分局,
COA00356,州北里,臺南市安南區州北里8鄰安和路五段84巷66號,"23.066147,120.22049",1.0,815.0,第三分局,
COA00358,塩田里,臺南市安南區塩田里7鄰工業二路70號,"23.041090,120.151756",1.0,3817.0,第三分局,
COA00359,塩田里,臺南市安南區塩田里7鄰工業二路20號,"23.035342,120.158392",1.0,36.0,第三分局,
COA00360,州北里,臺南市安南區州北里8鄰安和路五段84巷66號,"23.066147,120.22049",1.0,4700.0,第三分局,
COA00361,公塭里,臺南市安南區公塭里5鄰臺江大道三段600號,"23.062635,120.162334",1.0,3885.0,第三分局,
COA00362,新順里,臺南市安南區新順里13鄰開安一街37號,"23.046294,120.225376",1.0,448.0,第三分局,
COA00363,塩田里,臺南市安南區塩田里7鄰本田路二段498號,"23.035952,120.152865",1.0,1479.0,第三分局,
COA00364,城西里,臺南市安南區城西里7鄰城西街三段1105巷121弄146號,"23.047173,120.075049",1.0,1970.0,第三分局,
COA00368,公塭里,臺南市安南區公塭里5鄰臺江大道三段600號,"23.062635,120.162334",1.0,1044.0,第三分局,
COA00369,塩田里,臺南市安南區塩田里7鄰工業二路31號,"23.033611,120.158488",1.0,11983.0,第三分局,
COA00370,淵中里,臺南市安南區淵中里1鄰安中路三段381號,"23.049022,120.174806",1.0,3681.0,第三分局,
COA00371,長安里,臺南市安南區長安里17鄰長溪路三段249號,"23.065109,120.197731",1.0,260.0,第三分局,
COA00372,媽祖宮里,臺南市安南區媽祖宮里3鄰工業六路8號,"23.035416,120.143896",1.0,1016.0,第三分局,
COA00373,總頭里,臺南市安南區總頭里12鄰長溪路二段455號,"23.052060,120.202162",1.0,881.0,第三分局,
COA00375,塩田里,臺南市安南區塩田里7鄰工業三路26號,"23.034680,120.15423",1.0,2851.0,第三分局,
COA00376,媽祖宮里,臺南市安南區媽祖宮里3鄰科技二路50號,"23.035903,120.141097",1.0,6400.0,第三分局,
COA00377,淵東里,臺南市安南區淵東里10鄰仁安路1號,"23.049893,120.175404",1.0,2088.0,第三分局,
COA00378,塩田里,臺南市安南區塩田里7鄰本田路二段518號,"23.039203,120.158274",1.0,17216.0,第三分局,
COA00379,州南里,臺南市安南區州南里13鄰長和路二段66號,"23.064232,120.223192",1.0,10827.0,第三分局,
COA00380,媽祖宮里,臺南市安南區媽祖宮里3鄰科技公園大道15號,"23.043558,120.146942",1.0,9283.0,第三分局,
COA00381,媽祖宮里,臺南市安南區媽祖宮里3鄰科技一路50號,"23.039055,120.148839",1.0,1279.0,第三分局,
COA00382,青草里,臺南市安南區青草里1鄰青砂街二段105巷32號,"23.076920,120.11655",1.0,529.0,第三分局,
COA00383,州南里,臺南市安南區州南里20鄰安和路四段538巷79號,"23.060880,120.220144",1.0,2937.0,第三分局,
COA00385,州南里,臺南市安南區州南里13鄰長和路二段66號,"23.064232,120.223192",1.0,4147.0,第三分局,
