電腦編號,鄉鎮市區,村里別,地址,經緯度,地下樓層,可容納人數,轄管分局
LY3628,苓雅區,尚義里,高雄市苓雅區中正二路91號,"22.630106,120.316585","  2 ",485,苓雅分局
LY3629,苓雅區,城東里,高雄市苓雅區仁義街2之4號,"22.614355,120.303549","  2 ",297,苓雅分局
LY3630,苓雅區,正言里,高雄市苓雅區武廟路129號之1,"22.630963,120.327219","  1 ",333,苓雅分局
LY3635,苓雅區,林華里,高雄市苓雅區廣東二街76號,"22.617374,120.321205","  2 ",244,苓雅分局
LY3646,苓雅區,正文里,高雄市苓雅區福德二路75巷11號,"22.631931,120.327472","  1 ",281,苓雅分局
LY3656,苓雅區,林西里,高雄市苓雅區五權街117號,"22.620321,120.319594","  1 ",150,苓雅分局
LY3658,苓雅區,林華里,高雄市苓雅區和平二路431號,"22.61853799,120.322304067346","  2 ",486,苓雅分局
LY3661,苓雅區,正心里,高雄市苓雅區正言路111號,"22.633265,120.331104","  1 ",1305,苓雅分局
LY3662,苓雅區,正心里,高雄市苓雅區正言路95號,"22.632549,120.330765","  1 ",2585,苓雅分局
LY3669,苓雅區,福西里,高雄市苓雅區三多一路94號,"22.62359,120.332666","  1 ",189,苓雅分局
LY3670,苓雅區,五權里,高雄市苓雅區河北路219號,"22.630853,120.322607","  1 ",203,苓雅分局
LY3671,苓雅區,普天里,高雄市苓雅區永富街27號,"22.618535,120.316021","  1 ",396,苓雅分局
LY3674,苓雅區,林南里,高雄市苓雅區光華一路148之42號,"22.623429,120.316045","  1 ",187,苓雅分局
LY3684,苓雅區,美田里,高雄市苓雅區林森二路89號,"22.621054,120.306093","  2 ",349,苓雅分局
LY3686,苓雅區,安祥里,高雄市苓雅區中正二路72號,"22.630466,120.31849","  2 ",779,苓雅分局
LY3687,苓雅區,華堂里,高雄市苓雅區四維三路174號,"22.61867,120.307445","  1 ",221,苓雅分局
LY3698,苓雅區,正大里,高雄市苓雅區建民路76號,"22.629657,120.329921","  1 ",392,苓雅分局
LY3699,苓雅區,正大里,高雄市苓雅區中正一路134號,"22.628419,120.331898","  2 ",493,苓雅分局
LY3701,苓雅區,苓東里,高雄市苓雅區四維四路167號,"22.613948,120.295118","  2 ",354,苓雅分局
LY3702,苓雅區,尚義里,高雄市苓雅區光華一路226號,"22.629507,120.31366","  2 ",260,苓雅分局
LY3704,苓雅區,福東里,高雄市苓雅區武嶺街92號地下室,"22.622812,120.333153","  1 ",455,苓雅分局
LY3705,苓雅區,福南里,高雄市苓雅區中正一路255號,"22.629415,120.326047","  2 ",160,苓雅分局
LY3708,苓雅區,苓洲里,高雄市苓雅區青年二路210號,"22.617864,120.294996","  2 ",378,苓雅分局
LY3716,苓雅區,英明里,高雄市苓雅區英明路120號,"22.614384,120.32538","  1 ",1523,苓雅分局
LY3717,苓雅區,林圍里,高雄市苓雅區光華一路261號,"22.62515,120.314888","  2 ",1309,苓雅分局
LY3721,苓雅區,福南里,高雄市苓雅區中正一路305號,"22.629535,120.324448","  2 ",218,苓雅分局
LY3722,苓雅區,苓中里,高雄市苓雅區四維四路190之1號,"22.614453,120.295006","  2 ",522,苓雅分局
LY3736,苓雅區,福隆里,高雄市苓雅區漢陽街116號,"22.619112,120.329026","  1 ",245,苓雅分局
LY3740,苓雅區,林泉里,高雄市苓雅區四維二路94之21號,"22.622677,120.319438","  1 ",123,苓雅分局
LY3741,苓雅區,福南里,高雄市苓雅區福安路470號,"22.628641,120.324479","  1 ",186,苓雅分局
LY3742,苓雅區,美田里,高雄市苓雅區美田里青年一路191號,"22.621321,120.306713","  2 ",557,苓雅分局
LY3747,苓雅區,尚義里,高雄市苓雅區光華一路232號,"22.62975,120.313585","  2 ",389,苓雅分局
LY3750,苓雅區,人和里,高雄市苓雅區中華四路256號,"22.618808,120.300208","  2 ",382,苓雅分局
LY3759,苓雅區,林富里,高雄市苓雅區光華一路131號,"22.621834,120.316165","  1 ",131,苓雅分局
LY3760,苓雅區,正道里,高雄市苓雅區福德一路56號,"22.634426,120.33461","  1 ",127,苓雅分局
LY3765,苓雅區,日中里,高雄市苓雅區永樂街48號,"22.616747,120.309723","  1 ",143,苓雅分局
LY3767,苓雅區,苓雅里,高雄市苓雅區四維四路172之6號,"22.61500039,120.296692796182","  1 ",327,苓雅分局
LY3769,苓雅區,福東里,高雄市苓雅區武嶺街46號,"22.62177,120.333978","  1 ",221,苓雅分局
LY3770,苓雅區,民主里,高雄市苓雅區憲法路8之4號,"22.636887,120.322971","  1 ",131,苓雅分局
LY3774,苓雅區,安祥里,高雄市苓雅區凱旋一路1號,"22.630424,120.321296","  2 ",193,苓雅分局
LY3776,苓雅區,五權里,高雄市苓雅區五權里河北路228號,"22.631087,120.322345","  1 ",145,苓雅分局
LY3777,苓雅區,正義里,高雄市苓雅區正義路1號,"22.62782,120.337773","  1 ",112,苓雅分局
LY3780,苓雅區,正文里,高雄市苓雅區建國一路175之3號,"22.632639,120.326295","  1 ",236,苓雅分局
LY3781,苓雅區,安祥里,高雄市苓雅區中正二路20號,"22.630243,120.321111","  2 ",511,苓雅分局
LY3782,苓雅區,正大里,高雄市苓雅區輔仁路155號,"22.63041,120.333093","  2 ",1293,苓雅分局
LY3783,苓雅區,正心里,高雄市苓雅區輔仁路357巷120號,"22.634284,120.33301","  2 ",1805,苓雅分局
LY3786,苓雅區,林富里,高雄市苓雅區光華一路129號,"22.621763,120.316199","  1 ",327,苓雅分局
LY3788,苓雅區,林西里,高雄市苓雅區光華一路12號,"22.618632,120.317839","  2 ",303,苓雅分局
LY3790,苓雅區,正文里,高雄市苓雅區身修路31號,"22.63136,120.328973","  1 ",298,苓雅分局
LY3792,苓雅區,晴朗里,高雄市苓雅區苓雅一路252號,"22.62115,120.310357","  1 ",76,苓雅分局
LY3793,苓雅區,林富里,高雄市苓雅區林富街10號,"22.621748,120.314796","  2 ",1185,苓雅分局
LY3795,苓雅區,林富里,高雄市苓雅區林富街11號,"22.621565,120.314871","  2 ",856,苓雅分局
LY3798,苓雅區,林貴里,高雄市苓雅區三多二路171號,"22.619861,120.323329","  2 ",257,苓雅分局
LY3799,苓雅區,正言里,高雄市苓雅區中正一路372號,"22.629928,120.32566","  2 ",423,苓雅分局
LY3802,苓雅區,福南里,高雄市苓雅區中正一路249號,"22.629425,120.326311","  2 ",653,苓雅分局
LY3803,苓雅區,和煦里,高雄市苓雅區四維三路80號,"22.619494,120.309963","  3 ",607,苓雅分局
LY3804,苓雅區,華堂里,高雄市苓雅區永樂街139號,"22.615635,120.307244","  2 ",792,苓雅分局
LY3806,苓雅區,安祥里,高雄市苓雅區安祥里中正二路58號,"22.630389,120.31941","  2 ",786,苓雅分局
LY3808,苓雅區,林富里,高雄市苓雅區青年一路103號,"22.623092,120.312653","  1 ",621,苓雅分局
LY3809,苓雅區,普照里,高雄市苓雅區復興二路9號,"22.616952,120.311346","  2 ",388,苓雅分局
LY3810,苓雅區,五福里,高雄市苓雅區福德一路293號,"22.635456,120.330327","  1 ",159,苓雅分局
LY3812,苓雅區,五福里,高雄市苓雅區福德二路271號,"22.635456,120.328226","  1 ",356,苓雅分局
LY3813,苓雅區,苓洲里,高雄市苓雅區青年二路212號,"22.617861,120.294977","  1 ",366,苓雅分局
LY3814,苓雅區,正大里,高雄市苓雅區中正一路120號,"22.62816,120.332641","  3 ",915,苓雅分局
LY3815,苓雅區,博仁里,高雄市苓雅區海邊路65號地下室,"22.61985,120.29212","  2 ",489,苓雅分局
LY3818,苓雅區,福西里,高雄市苓雅區福西街64號,"22.624625,120.331742","  1 ",80,苓雅分局
LY3819,苓雅區,五權里,高雄市苓雅區大順三路11巷30號,"22.63137,120.322827","  1 ",83,苓雅分局
LY3821,苓雅區,林德里,高雄市苓雅區三多二路100號,"22.620619,120.324166","  1 ",1412,苓雅分局
LY3822,苓雅區,正言里,高雄市苓雅區中正一路304號,"22.629818,120.327281","  2 ",584,苓雅分局
LY3825,苓雅區,苓中里,高雄市苓雅區四維四路216號,"22.614149,120.293852","  2 ",341,苓雅分局
LY3827,苓雅區,美田里,高雄市苓雅區中興街127號,"22.619969,120.30501","  1 ",122,苓雅分局
LY3829,苓雅區,城東里,高雄市苓雅區四維四路7號,"22.616088,120.301328","  4 ",1627,苓雅分局
LY3830,苓雅區,中正里,高雄市苓雅區光華一路148之83號,"22.62527,120.315371","  3 ",1470,苓雅分局
LY3831,苓雅區,安祥里,高雄市苓雅區中正二路30號,"22.63032,120.320263","  4 ",817,苓雅分局
LY3834,苓雅區,正大里,高雄市苓雅區中正一路256號之B1,"22.6294438,120.328854025019","  1 ",176,苓雅分局
LY3836,苓雅區,晴朗里,高雄市苓雅區四維三路2號,"22.620462,120.312025","  2 ",8838,苓雅分局
LY3840,苓雅區,安祥里,高雄市苓雅區河南路228號,"22.631367,120.320193","  2 ",2113,苓雅分局
LY3841,苓雅區,林德里,高雄市苓雅區和平一路72號,"22.621779,120.32138","  1 ",633,苓雅分局
LY3842,苓雅區,正大里,高雄市苓雅區建國一路109號,"22.630949,120.334427","  2 ",368,苓雅分局
LY3843,苓雅區,城西里,高雄市苓雅區興中二路69號,"22.61436,120.300866","  2 ",336,苓雅分局
LY3845,苓雅區,文昌里,高雄市苓雅區文昌路90號,"22.632556,120.338553","  1 ",1663,苓雅分局
LY3846,苓雅區,福西里,高雄市苓雅區三多一路146號,"22.623034,120.331378","  1 ",428,苓雅分局
LY3847,苓雅區,和煦里,高雄市苓雅區忠孝二路118號,"22.620723,120.307969","  1 ",170,苓雅分局
LY3849,苓雅區,正道里,高雄市苓雅區福德一路63巷2號,"22.633877,120.335051","  1 ",695,苓雅分局
LY3850,苓雅區,日中里,高雄市苓雅區林森二路10號,"22.615938,120.308471","  2 ",512,苓雅分局
LY3852,苓雅區,城西里,高雄市苓雅區中華四路51號,"22.613714,120.301642","  2 ",724,苓雅分局
LY3854,苓雅區,尚義里,高雄市苓雅區光華一路204號,"22.628912,120.313902","  3 ",1101,苓雅分局
LY3856,苓雅區,意誠里,高雄市苓雅區新光路40號,"22.611656,120.301841","  5 ",1918,苓雅分局
LY3858,苓雅區,福東里,高雄市苓雅區三多一路69號,"22.623488,120.3342","  2 ",570,苓雅分局
LY3859,苓雅區,林榮里,高雄市苓雅區英義街328號,"22.618196,120.325483","  1 ",375,苓雅分局
LY3860,苓雅區,苓昇里,高雄市苓雅區海邊路29號,"22.615835,120.293015","  4 ",1332,苓雅分局
LY3861,苓雅區,正文里,高雄市苓雅區建國一路171號,"22.632642,120.326752","  1 ",379,苓雅分局
LY3862,苓雅區,福祥里,高雄市苓雅區河南路46號,"22.625121,120.32937","  1 ",132,苓雅分局
LY3863,苓雅區,文昌里,高雄市苓雅區正義路247號,"22.632925,120.34056","  1 ",567,苓雅分局
LY3864,苓雅區,正大里,高雄市苓雅區中正一路258號,"22.629445,120.328838","  1 ",62,苓雅分局
LY3866,苓雅區,林榮里,高雄市苓雅區英義街306號,"22.617826,120.325632","  1 ",316,苓雅分局
LY3867,苓雅區,林南里,高雄市苓雅區廣州一街148號,"22.623263,120.317635","  3 ",2305,苓雅分局
LY3868,苓雅區,中正里,高雄市苓雅區廣州一街143之6號,"22.625266,120.316528","  1 ",153,苓雅分局
LY3869,苓雅區,民主里,高雄市苓雅區樂仁路122之1號,"22.63605,120.32535","  1 ",166,苓雅分局
LY3870,苓雅區,城北里,高雄市苓雅區三多四路110號,"22.612175,120.29875","  4 ",1193,苓雅分局
LY3871,苓雅區,安祥里,高雄市苓雅區中正二路56巷5號,"22.630704,120.319357","  2 ",541,苓雅分局
LY3872,苓雅區,苓中里,高雄市苓雅區永平路27巷17號,"22.614913,120.292796","  2 ",730,苓雅分局
LY3874,苓雅區,人和里,高雄市苓雅區四維四路8號,"22.616959,120.302228","  3 ",554,苓雅分局
LY3875,苓雅區,林榮里,高雄市苓雅區凱旋三路631巷2弄24號,"22.616727,120.326374","  1 ",312,苓雅分局
LY3877,苓雅區,凱旋里,高雄市苓雅區五福一路31號,"22.629342,120.320286","  1 ",3312,苓雅分局
LY3878,苓雅區,正言里,高雄市苓雅區武廟路83之1號,"22.63055,120.329617","  1 ",305,苓雅分局
LY3879,苓雅區,民主里,高雄市苓雅區憲昌路41號,"22.636894,120.32415","  1 ",109,苓雅分局
LY3880,苓雅區,永康里,高雄市苓雅區四維一路57之1號,"22.625702,120.329615","  1 ",570,苓雅分局
LY3881,苓雅區,林華里,高雄市苓雅區和平二路305號,"22.615835,120.322391","  2 ",586,苓雅分局
LY3882,苓雅區,文昌里,高雄市苓雅區正義路261號,"22.633368,120.340942","  1 ",752,苓雅分局
LY3883,苓雅區,正文里,高雄市苓雅區建國一路175號,"22.632641,120.326488","  1 ",220,苓雅分局
LY3886,苓雅區,同慶里,高雄市苓雅區和平一路116號,"22.625921,120.320801","  1 ",4501,苓雅分局
LY3887,苓雅區,正言里,高雄市苓雅區正言路39號,"22.630469,120.329739","  1 ",139,苓雅分局
LY3891,苓雅區,正義里,高雄市苓雅區正義路17號,"22.628136,120.337694","  1 ",479,苓雅分局
LY3892,苓雅區,城東里,高雄市苓雅區中山二路361號,"22.61657779,120.303258596182","  1 ",2259,苓雅分局
LY3893,苓雅區,民主里,高雄市苓雅區行信路5號,"22.634315,120.325059","  1 ",159,苓雅分局
LY3894,苓雅區,林德里,高雄市苓雅區五權街30號,"22.622028,120.323908","  1 ",264,苓雅分局
LY3899,苓雅區,普照里,高雄市苓雅區民權一路53號,"22.61882,120.313469","  3 ",234,苓雅分局
LY3900,苓雅區,苓中里,高雄市苓雅區苓中路203號,"22.615366,120.293193","  1 ",225,苓雅分局
LY3902,苓雅區,林圍里,高雄市苓雅區光華一路259號,"22.624915,120.314972","  2 ",187,苓雅分局
LY3903,苓雅區,城西里,高雄市苓雅區中華四路45號,"22.613305,120.301793","  3 ",1226,苓雅分局
LY3905,苓雅區,民主里,高雄市苓雅區樂仁路118號,"22.635887,120.325308","  1 ",121,苓雅分局
LY3906,苓雅區,林榮里,高雄市苓雅區英義街301號,"22.617654,120.32547","  1 ",546,苓雅分局
LY3907,苓雅區,田西里,高雄市苓雅區中華四路159號,"22.618041,120.299958","  2 ",464,苓雅分局
LY3908,苓雅區,林貴里,高雄市苓雅區英明路147號,"22.615251,120.324395","  2 ",3386,苓雅分局
LY3911,苓雅區,華堂里,高雄市苓雅區苓雅一路317號,"22.619824,120.307175","  1 ",94,苓雅分局
LY3912,苓雅區,正大里,高雄市苓雅區武廟路69之1號,"22.630372,120.330419","  2 ",775,苓雅分局
LY3913,苓雅區,英明里,高雄市苓雅區英明路118之1號,"22.614331,120.325391","  1 ",188,苓雅分局
LY3914,苓雅區,苓東里,高雄市苓雅區苓南路7號,"22.613453,120.293505","  1 ",470,苓雅分局
LY3915,苓雅區,正大里,高雄市苓雅區正言路46之1號,"22.630451,120.330033","  1 ",74,苓雅分局
LY3916,苓雅區,林榮里,高雄市苓雅區英義街240號,"22.616492,120.326055","  1 ",136,苓雅分局
LY3917,苓雅區,林榮里,高雄市苓雅區英祥街24號,"22.616886,120.325464","  1 ",517,苓雅分局
LY3918,苓雅區,安祥里,高雄市苓雅區中正二路56巷8號,"22.630697,120.31981","  3 ",924,苓雅分局
LY3919,苓雅區,正義里,高雄市苓雅區建國一路19號之1,"22.62912,120.339828","  1 ",591,苓雅分局
LY3920,苓雅區,正義里,高雄市苓雅區中正一路8號,"22.626491,120.338791","  1 ",2282,苓雅分局
LY3922,苓雅區,普天里,高雄市苓雅區普天里福建街32號,"22.619225,120.316669","  1 ",221,苓雅分局
LY3923,苓雅區,林西里,高雄市苓雅區五權街133之2號,"22.620138,120.319107","  1 ",74,苓雅分局
LY3924,苓雅區,正大里,高雄市苓雅區輔仁路100號,"22.629139713559475, 120.33338085614687","  1 ",1883,苓雅分局
LY3925,苓雅區,福東里,高雄市苓雅區武營路693號,"22.623557,120.335528","  1 ",1221,苓雅分局
LY3926,苓雅區,日中里,高雄市苓雅區忠孝二路3號,"22.616177,120.309248","  4 ",1290,苓雅分局
LY3927,苓雅區,永康里,高雄市苓雅區中正一路177之2號,"22.62856,120.330074","  1 ",181,苓雅分局
LY3928,苓雅區,苓中里,高雄市苓雅區苓中路159號,"22.614712,120.294479","  1 ",560,苓雅分局
LY3929,苓雅區,福隆里,高雄市苓雅區漢陽街108號,"22.619147,120.329263","  1 ",151,苓雅分局
LY3932,苓雅區,林貴里,高雄市苓雅區英明路273號,"22.619316,120.323455","  1 ",280,苓雅分局
LY3933,苓雅區,苓雅里,高雄市苓雅區四維四路139號,"22.614467,120.296486","  1 ",145,苓雅分局
LY3934,苓雅區,苓中里,高雄市苓雅區苓中路153號,"22.614505,120.294563","  1 ",433,苓雅分局
LY3935,苓雅區,五福里,高雄市苓雅區憲政路2號,"22.634634,120.328154","  1 ",60,苓雅分局
LY3936,苓雅區,同慶里,高雄市苓雅區凱旋二路75號,"22.624365,120.323635","  1 ",41,苓雅分局
LY3937,苓雅區,正大里,高雄市苓雅區建國一路113號之1,"22.6313654,120.333355625019","  1 ",1126,苓雅分局
LY3938,苓雅區,正心里,高雄市苓雅區建國一路90之15號,"22.632006,120.332244","  2 ",1098,苓雅分局
LY3939,苓雅區,正仁里,高雄市苓雅區正義路172巷8弄1號之1,"22.63123479,120.340597125019","  1 ",2072,苓雅分局
LY3940,苓雅區,普照里,高雄市苓雅區四維三路33號,"22.6189668,120.310642967346","  5 ",2192,苓雅分局
LY3941,苓雅區,林榮里,高雄市苓雅區英祥街19號,"22.616779,120.325702","  1 ",275,苓雅分局
LY3942,苓雅區,普天里,高雄市苓雅區福建街61號,"22.620035,120.316101","  1 ",903,苓雅分局
LY3945,苓雅區,林榮里,高雄市苓雅區英明路258號,"22.619201,120.323824","  2 ",952,苓雅分局
LY3948,苓雅區,城東里,高雄市苓雅區中華四路100號,"22.614402,120.301916","  3 ",948,苓雅分局
LY3950,苓雅區,福隆里,高雄市苓雅區福德三路54號,"22.619752,120.328258","  1 ",224,苓雅分局
LY3951,苓雅區,正大里,高雄市苓雅區建民路26號,"22.629158,120.331479","  2 ",440,苓雅分局
LY3952,苓雅區,人和里,高雄市苓雅區青年二路29號,"22.619364,120.30089","  3 ",324,苓雅分局
LY3953,苓雅區,正義里,高雄市苓雅區建國一路57號,"22.629487,120.338953","  1 ",156,苓雅分局
LY3954,苓雅區,建軍里,高雄市苓雅區義勇路55號,"22.632829,120.341274","  1 ",112,苓雅分局
LY3955,苓雅區,普照里,高雄市苓雅區民權一路11號,"22.61769,120.313905","  2 ",715,苓雅分局
LY3956,苓雅區,正道里,高雄市苓雅區輔仁路186號,"22.63251,120.334205","  2 ",1476,苓雅分局
LY3958,苓雅區,林安里,高雄市苓雅區金門街88號,"22.62655,120.312665","  1 ",124,苓雅分局
LY3959,苓雅區,林中里,高雄市苓雅區廣東一街35號,"22.620674,120.319941","  1 ",115,苓雅分局
LY3960,苓雅區,五福里,高雄市苓雅區福德二路260號,"22.634808,120.328456","  1 ",334,苓雅分局
LY3961,苓雅區,正大里,高雄市苓雅區輔仁路100號,"22.629139713559475, 120.33338085614687","  1 ",149,苓雅分局
LY3963,苓雅區,苓昇里,高雄市苓雅區昇平街104號,"22.617101,120.295822","  1 ",309,苓雅分局
LY3964,苓雅區,普天里,高雄市苓雅區民權一路26巷1號之1,"22.61866899,120.314539996182","  4 ",1090,苓雅分局
LY3965,苓雅區,林榮里,高雄市苓雅區英明路176號,"22.616145,120.325154","  2 ",1468,苓雅分局
LY3966,苓雅區,意誠里,高雄市苓雅區新光路142號,"22.610721,120.299377","  2 ",641,苓雅分局
LY3967,苓雅區,民主里,高雄市苓雅區憲昌路53巷1之1號,"22.637163,120.324123","  1 ",262,苓雅分局
LY3968,苓雅區,正大里,高雄市苓雅區輔仁路128號,"22.631022,120.33365","  1 ",807,苓雅分局
LY3969,苓雅區,苓東里,高雄市苓雅區華新街59號,"22.613721,120.297098","  1 ",875,苓雅分局
LY3971,苓雅區,林中里,高雄市苓雅區五權街240之4號,"22.620077,120.318285","  1 ",222,苓雅分局
LY3972,苓雅區,同慶里,高雄市苓雅區四維二路52號,"22.623574,120.322391","  1 ",1926,苓雅分局
LY3973,苓雅區,福東里,高雄市苓雅區武嶺街50巷36號,"22.622586,120.334686","  1 ",768,苓雅分局
LY3974,苓雅區,普天里,高雄市苓雅區三多二路348號,"22.618112,120.316287","  1 ",212,苓雅分局
LY3975,苓雅區,安祥里,高雄市苓雅區中正二路56巷7號,"22.630749,120.319339","  1 ",239,苓雅分局
LY3976,苓雅區,永康里,高雄市苓雅區四維一路92號,"22.626052,120.329896","  1 ",290,苓雅分局
LY3977,苓雅區,苓雅里,高雄市苓雅區四維四路178號,"22.614699,120.295846","  2 ",710,苓雅分局
LY3978,苓雅區,城西里,高雄市苓雅區中華四路75號,"22.614508,120.301347","  2 ",282,苓雅分局
LY3979,苓雅區,永康里,高雄市苓雅區福安路33號,"22.625326,120.330762","  2 ",866,苓雅分局
LY3980,苓雅區,城東里,高雄市苓雅區中華四路140號,"22.615735,120.301415","  1 ",1142,苓雅分局
LY3981,苓雅區,文昌里,高雄市苓雅區文昌路62號,"22.63161279,120.338170267346","  1 ",616,苓雅分局
LY3982,苓雅區,林安里,高雄市苓雅區惠安街48號,"22.62628,120.312862","  2 ",784,苓雅分局
LY3983,苓雅區,正大里,高雄市苓雅區心正路5號,"22.629795,120.330735","  2 ",831,苓雅分局
LY3987,苓雅區,永康里,高雄市苓雅區福安路21號,"22.6251,120.330844","  1 ",140,苓雅分局
LY3989,苓雅區,安祥里,高雄市苓雅區泰豐街40號,"22.631316,120.318701","  1 ",198,苓雅分局
LY3992,苓雅區,正心里,高雄市苓雅區正大路79號,"22.632807,120.33393","  1 ",174,苓雅分局
LY3993,苓雅區,正大里,高雄市苓雅區心正路28號,"22.629868,120.331021","  1 ",85,苓雅分局
LY3994,苓雅區,安祥里,高雄市苓雅區中正二路56巷3號,"22.630659,120.319372","  1 ",234,苓雅分局
LY3995,苓雅區,林圍里,高雄市苓雅區泉州街81號地下層,"22.624265,120.312715","  1 ",205,苓雅分局
LY3996,苓雅區,正文里,高雄市苓雅區建國一路175之5號,"22.632639,120.326216","  1 ",279,苓雅分局
LY3997,苓雅區,正道里,高雄市苓雅區正大路33號,"22.632532,120.334936","  1 ",179,苓雅分局
LY3998,苓雅區,建軍里,高雄市苓雅區澄清路173號,"22.633354,120.343862","  1 ",1006,苓雅分局
LY3999,苓雅區,日中里,高雄市苓雅區忠孝二路18號,"22.616728,120.309603","  2 ",788,苓雅分局
LY4001,苓雅區,普照里,高雄市苓雅區民權一路39巷40號,"22.618003,120.312568","  1 ",452,苓雅分局
LY4002,苓雅區,鼓中里,高雄市苓雅區四維四路30號,"22.619108,120.302105","  2 ",1777,苓雅分局
LY4003,苓雅區,人和里,高雄市苓雅區中山二路483號,"22.619108,120.302105","  2 ",260,苓雅分局
LY4004,苓雅區,林中里,高雄市苓雅區和平一路87號,"22.621231,120.321284","  2 ",1899,苓雅分局
LY4005,苓雅區,美田里,高雄市苓雅區青年一路193號,"22.62124,120.306472","  2 ",569,苓雅分局
LY4008,苓雅區,普天里,高雄市苓雅區四維二路331號,"22.62078,120.315827","  2 ",468,苓雅分局
LY4009,苓雅區,正大里,高雄市苓雅區建國一路113之2號,"22.631322,120.33324","  2 ",966,苓雅分局
LY4010,苓雅區,五權里,高雄市苓雅區建國一路199號,"22.632791,120.323822","  2 ",1683,苓雅分局
LY4011,苓雅區,普照里,高雄市苓雅區復興二路22號,"22.617099,120.311738","  1 ",610,苓雅分局
LY4012,苓雅區,人和里,高雄市苓雅區仁義街166號,"22.619313,120.301706","  2 ",205,苓雅分局
LY4013,苓雅區,普照里,高雄市苓雅區民權一路39巷11號,"22.618082,120.313261","  1 ",392,苓雅分局
LY4014,苓雅區,仁政里,高雄市苓雅區仁智街117號,"22.61914,120.303372","  1 ",157,苓雅分局
LY4016,苓雅區,城北里,高雄市苓雅區興中二路146號,"22.613821,120.298603","  1 ",425,苓雅分局
LY4017,苓雅區,林泉里,高雄市苓雅區四維二路110之6號,"22.621873,120.317117","  1 ",208,苓雅分局
LY4018,苓雅區,林泉里,高雄市苓雅區四維二路110之5號,"22.621897,120.317192","  1 ",145,苓雅分局
LY4019,苓雅區,意誠里,高雄市苓雅區新光路48號,"22.611519,120.30161","  5 ",5745,苓雅分局
LY4020,苓雅區,人和里,高雄市苓雅區中山二路455號,"22.617277,120.302829","  1 ",1227,苓雅分局
LY4021,苓雅區,林富里,高雄市苓雅區青年一路29號,"22.623726,120.314483","  4 ",2143,苓雅分局
LY4024,苓雅區,林安里,高雄市苓雅區光華一路321號,"22.626484,120.314358","  1 ",289,苓雅分局
LY4025,苓雅區,林靖里,高雄市苓雅區四維一路157號,"22.624008,120.324475","  2 ",1344,苓雅分局
LY4026,苓雅區,林靖里,高雄市苓雅區德安街3巷12號,"22.623197,120.325075","  2 ",4144,苓雅分局
LY4027,苓雅區,林靖里,高雄市苓雅區德安街7巷11號,"22.623774,120.324991","  2 ",2767,苓雅分局
LY4028,苓雅區,正道里,高雄市苓雅區福德一路48巷1號,"22.634491,120.33498","  1 ",1243,苓雅分局
LY4029,苓雅區,同慶里,高雄市苓雅區凱旋二路55號,"22.624103,120.323729","  1 ",124,苓雅分局
LY4030,苓雅區,林德里,高雄市苓雅區四維二路51號,"22.622985,120.321664","  2 ",2665,苓雅分局
LY4031,苓雅區,林安里,高雄市苓雅區五福一路105號,"22.627113,120.31379","  4 ",1057,苓雅分局
LY4032,苓雅區,民主里,高雄市苓雅區憲政路233巷1號,"22.636455,120.32113","  2 ",1109,苓雅分局
LY4033,苓雅區,奏捷里,高雄市苓雅區凱旋二路130號,"22.62519,120.324271","  3 ",13627,苓雅分局
LY4034,苓雅區,苓洲里,高雄市苓雅區允文街133號,"22.618223,120.294407","  1 ",182,苓雅分局
LY4036,苓雅區,日中里,高雄市苓雅區永樂街91號,"22.615993,120.308629","  1 ",114,苓雅分局
LY4037,苓雅區,林中里,高雄市苓雅區光華一路100巷13號,"22.620754,120.317421","  1 ",98,苓雅分局
LY4038,苓雅區,晴朗里,高雄市苓雅區民權一路85號,"22.621777,120.31215","  4 ",4993,苓雅分局
LY4039,苓雅區,正大里,高雄市苓雅區中正一路192號,"22.628785,120.330869","  3 ",1184,苓雅分局
LY4041,苓雅區,人和里,高雄市苓雅區仁義街151號,"22.619042,120.30145","  2 ",476,苓雅分局
LY4043,苓雅區,尚義里,高雄市苓雅區中正二路175號,"22.630302,120.313715","  5 ",1052,苓雅分局
LY4044,苓雅區,同慶里,高雄市苓雅區凱旋二路89號,"22.626310523115873, 120.32258334409839","  1 ",1056,苓雅分局
LY4045,苓雅區,田西里,高雄市苓雅區青年二路101號,"22.618486,120.298244","  1 ",509,苓雅分局
LY4046,苓雅區,福東里,高雄市苓雅區三多一路35號,"22.623654,120.335205","  3 ",899,苓雅分局
LY4047,苓雅區,民主里,高雄市苓雅區樂仁路107號,"22.635877,120.324966","  2 ",1019,苓雅分局
LY4048,苓雅區,晴朗里,高雄市苓雅區復興二路128號,"22.620114,120.310543","  2 ",448,苓雅分局
LY4049,苓雅區,奏捷里,高雄市苓雅區同慶路2號,"22.628601,120.323677","  1 ",1339,苓雅分局
LY4050,苓雅區,苓洲里,高雄市苓雅區新田路391號,"22.618922,120.294216","  3 ",1060,苓雅分局
LY4051,苓雅區,正道里,高雄市苓雅區建國一路64巷56號,"22.634287,120.336175","  2 ",735,苓雅分局
LY4052,苓雅區,福東里,高雄市苓雅區武智街58號,"22.622819,120.333945","  2 ",1101,苓雅分局
LY4054,苓雅區,鼓中里,高雄市苓雅區永昌街49號,"22.615874,120.297726","  1 ",165,苓雅分局
