編號,村里別,地址,避難所在之地下樓層數,可容納人數,轄區分局,經度,緯度
1.0,西安里,臺中市西屯區西安里逢甲路230號,1.0,1654.0,第六分局,"120.639764 ","24.175511 "
2.0,西安里,臺中市西屯區西安里西屯路二段300號,1.0,4082.0,第六分局,"120.640687 ","24.179539 "
3.0,港尾里,臺中市西屯區港尾里同志巷15號,1.0,800.0,第六分局,"120.649102 ","24.197704 "
4.0,上石里,臺中市西屯區上石里西屯路二段上石南六巷25號,1.0,3230.0,第六分局,"120.643736 ","24.173240 "
5.0,至善里,臺中市西屯區至善里上安路156號,1.0,3386.0,第六分局,"120.639140 ","24.172511 "
6.0,惠來里,臺中市西屯區惠來里臺灣大道三段99號,2.0,22892.0,第六分局,"120.647296 ","24.161989 "
7.0,西平里,臺中市西屯區西安街227巷300之5號,3.0,1269.0,第六分局,"120.646458 ","24.181979 "
8.0,福恩里,臺中市西屯區福恩里臺灣大道四段2147號,1.0,6938.0,第六分局,"120.593303 ","24.182435 "
9.0,福聯里,臺中市西屯區福聯里臺灣大道四段1650號,1.0,10000.0,第六分局,"120.604647 ","24.184298 "
10.0,福恩里,臺中市西屯區福恩里臺灣大道四段1347號,1.0,650.0,第六分局,"120.608900 ","24.183859 "
11.0,大河里,臺中市西屯區大河里甘肅路二段123號,1.0,2550.0,第六分局,"120.654617 ","24.173954 "
12.0,惠來里,臺中市西屯區惠來里市政北一路56號,1.0,11330.0,第六分局,"120.644758 ","24.158639 "
13.0,福瑞里,臺中市西屯區福瑞里西屯路三段303號之1,1.0,1358.0,第六分局,"120.608673 ","24.191424 "
14.0,潮洋里,臺中市西屯區潮洋里市政北二路386號,1.0,3208.0,第六分局,"120.633720 ","24.165489 "
15.0,惠來里,臺中市西屯區惠來里市政路456號,1.0,1499.0,第六分局,"120.639022 ","24.159492 "
16.0,何成里,臺中市西屯區何成里文心路二段588號,1.0,5309.0,第六分局,"120.648342 ","24.159566 "
17.0,港尾里,臺中市西屯區港尾里中清路二段1199號,2.0,7607.0,第六分局,"120.659154 ","24.192474 "
18.0,福安里,臺中市西屯區福安里臺灣大道4段528號,1.0,3390.0,第六分局,"120.625236 ","24.178543 "
19.0,西墩里,臺中市西屯區西墩里僑光路100號,1.0,5920.0,第六分局,"120.643190 ","24.189102 "
20.0,鵬程里,臺中市西屯區鵬程里文華路100號,1.0,2356.0,第六分局,"120.649991 ","24.179310 "
21.0,永安里,臺中市西屯區永安里東大路一段555號,1.0,2786.0,第六分局,"120.606238 ","24.194006 "
22.0,福恩里,臺中市西屯區福恩里臺灣大道四段1171號,1.0,892.0,第六分局,"120.611836 ","24.182172 "
23.0,福恩里,臺中市西屯區福恩里臺灣大道四段1727號,1.0,3161.0,第六分局,"120.607816 ","24.182324 "
24.0,西平里,臺中市西屯區西平里福星北路96號,1.0,582.0,第六分局,"120.645916 ","24.187906 "
25.0,福恩里,臺中市西屯區福恩里臺灣大道四段1627號,1.0,400.0,第六分局,"120.608900 ","24.183859 "
26.0,惠來里,臺中市西屯區惠來里市政北七路48號,7.0,13785.0,第六分局,"120.644558 ","24.163547 "
27.0,潮洋里,臺中市西屯區潮洋里河南路三段120號,1.0,10554.0,第六分局,"120.638024 ","24.164283 "
28.0,福林里,臺中市西屯區福林里臺灣大道四段1086號,1.0,10837.0,第六分局,"120.614735 ","24.183944 "
29.0,上德里,臺中市西屯區上德里青海路二段207號,1.0,1833.0,第六分局,"120.646019 ","24.169526 "
30.0,潮洋里,臺中市西屯區臺灣大道四段5巷55號,1.0,280.0,第六分局,"120.632940 ","24.163180 "
31.0,潮洋里,臺中市西屯區臺灣大道四段5巷55號,1.0,377.0,第六分局,"120.632940 ","24.163180 "
32.0,惠來里,臺中市西屯區文心路二段99號,1.0,5334.0,第六分局,"120.646520 ","24.158590 "
33.0,永安里,臺中市西屯區西屯路三段133號,1.0,2474.0,第六分局,"120.625150 ","24.185040 "
