類別,電腦編號,村里別,地址,緯經度,地下樓層數,可容納人數,轄管分局,備註
一般住宅,WUA00953,東華里,臺北市北投區立農街二段2號,"25.119554,121.512471",1,268.0,北投分局,
一般住宅,WUA00955,東華里,臺北市北投區立農街二段257號,"25.118907,121.514411",1,442.0,北投分局,
一般住宅,WUA00958,東華里,臺北市北投區立農街二段275號,"25.118822,121.515171",1,373.0,北投分局,
一般住宅,WUA00959,東華里,臺北市北投區立農街二段291號,"25.118763,121.515825",1,122.0,北投分局,
一般住宅,WUA00960,東華里,臺北市北投區立農街二段299號,"25.118701,121.516234",1,36.0,北投分局,
一般住宅,WUA00968,東華里,臺北市北投區立農街二段273巷3弄2號,"25.119105,121.514988",1,425.0,北投分局,
一般住宅,WUA00969,東華里,臺北市北投區立農街二段278巷1號,"25.1185,121.515741",1,126.0,北投分局,
一般住宅,WUA00970,東華里,臺北市北投區立農街二段289巷2號,"25.118946,121.515827",1,31.0,北投分局,
一般住宅,WUA00971,東華里,臺北市北投區立農街二段289巷4號,"25.119122,121.51541",1,70.0,北投分局,
一般住宅,WUA01468,東華里,臺北市北投區東華街二段166號,"25.119931,121.511585",1,253.0,北投分局,
一般住宅,WUA01469,東華里,臺北市北投區東華街二段186號,"25.120297,121.510755",1,345.0,北投分局,
一般住宅,WUA01470,東華里,臺北市北投區東華街二段198號,"25.120387,121.510285",1,295.0,北投分局,
一般住宅,WUA01471,東華里,臺北市北投區東華街二段198號,"25.120387,121.510285",1,443.0,北投分局,
一般住宅,WUA01472,東華里,臺北市北投區東華街二段206號,"25.120436,121.509921",1,401.0,北投分局,
一般住宅,WUA01474,東華里,臺北市北投區東華街二段294號,"25.1211,121.506952",2,427.0,北投分局,
一般住宅,WUA01473,東華里,臺北市北投區東華街二段294號,"25.1211,121.506952",2,3203.0,北投分局,
一般住宅,WUA01475,東華里,臺北市北投區東華街二段322號,"25.121157,121.506362",1,815.0,北投分局,
一般住宅,WUA01476,東華里,臺北市北投區東華街二段322號,"25.121157,121.506362",1,183.0,北投分局,
一般住宅,WUA01477,東華里,臺北市北投區東華街二段348號,"25.121278,121.505463",1,44.0,北投分局,
一般住宅,WUA01485,東華里,臺北市北投區東華街二段174巷28號,"25.120691,121.510745",1,156.0,北投分局,
一般住宅,WUA01486,東華里,臺北市北投區東華街二段340巷1弄1號,"25.121487,121.505588",1,81.0,北投分局,
一般住宅,WUA01487,東華里,臺北市北投區東華街二段340巷2弄11號,"25.121517,121.50603",1,103.0,北投分局,
一般住宅,WUA01749,東華里,臺北市北投區致遠三路121號,"25.121506,121.510068",1,240.0,北投分局,
一般住宅,WUA01750,東華里,臺北市北投區致遠三路160號,"25.121735,121.508589",4,1420.0,北投分局,
一般住宅,WUA01751,東華里,臺北市北投區致遠三路41號,"25.12027,121.51165",1,315.0,北投分局,
一般住宅,WUA01752,東華里,臺北市北投區致遠三路51號,"25.120685,121.511651",1,147.0,北投分局,
一般住宅,WUA01753,東華里,臺北市北投區致遠三路6號,"25.120148,121.512399",1,551.0,北投分局,
一般住宅,WUA02267,東華里,臺北市北投區東華街二段180-182號,"25.120227,121.510991",2,804.0,北投分局,
一般住宅,WUA02434,東華里,臺北市北投區致遠三路158號,"25.121822,121.509064",1,491.0,北投分局,
一般住宅,WUA02501,東華里,臺北市北投區立農街二段201號,"25.119523,121.514636",1,1905.0,北投分局,
一般住宅,WUA00933,東華里,臺北市北投區立農街二段155號,"25.119651,121.513309",1,2674.0,北投分局,
一般住宅,WUA00934,東華里,臺北市北投區立農街二段155號,"25.119651,121.513309",1,572.0,北投分局,
一般住宅,WUA00935,東華里,臺北市北投區立農街155號,"25.119651,121.513309",1,573.0,北投分局,
一般住宅,WUA00936,東華里,臺北市北投區立農街二段155號,"25.119651,121.513309",1、2,363.0,北投分局,
公有建築物,WUA00937,東華里,臺北市北投區立農街二段155號,"25.119651,121.513309",1,197.0,北投分局,
公有建築物,WUA00938,東華里,臺北市北投區立農街二段155號,"25.119651,121.513309",1,1536.0,北投分局,
公有建築物,WUA00939,東華里,臺北市北投區立農街二段155號,"25.119651,121.513309",1,380.0,北投分局,
公有建築物,WUA00940,東華里,臺北市北投區立農街二段155號,"25.119651,121.513309",1,215.0,北投分局,
公有建築物,WUA00941,東華里,臺北市北投區立農街二段155號,"25.119651,121.513309",1,1035.0,北投分局,
公有建築物,WUA00942,東華里,臺北市北投區立農街二段155號,"25.119651,121.513309",1,90.0,北投分局,
公有建築物,WUA00943,東華里,臺北市北投區立農街二段155號,"25.119651,121.513309",1,285.0,北投分局,
公有建築物,WUA00944,東華里,臺北市北投區立農街二段155號,"25.119651,121.513309",1,292.0,北投分局,
公有建築物,WUA00945,東華里,臺北市北投區立農街二段155號,"25.119651,121.513309",1,343.0,北投分局,
公有建築物,WUA00946,東華里,臺北市北投區立農街二段155號,"25.119651,121.513309",1,200.0,北投分局,
公有建築物,WUA00947,東華里,臺北市北投區立農街二段155號,"25.119651,121.513309",2,70.0,北投分局,
公有建築物,WUA00948,東華里,臺北市北投區立農街二段155號,"25.119651,121.513309",1,81.0,北投分局,
