編號,里別,地址,可容納人數,經度,緯度,避難所在之地下樓層數,轄管分局
528.0,公園里,臺中市中區公園里16鄰市府路14號,439.0,120.679815,24.138947,1.0,第一分局
529.0,綠川里,臺中市中區綠川里30鄰民族路20號,251.0,120.682096,24.137626,2.0,第一分局
530.0,繼光里,臺中市中區繼光里15鄰繼光街135號,166.0,120.683984,24.14045,1.0,第一分局
531.0,公園里,臺中市中區公園里20鄰市府路66號,110.0,120.681292295106,24.140650726098947,1.0,第一分局
532.0,光復里,臺中市中區光復里5鄰民族路88號,116.0,120.679647,24.139709,1.0,第一分局
533.0,公園里,臺中市中區公園里24鄰市府路125號,202.0,120.6822107,24.14208276,1.0,第一分局
534.0,綠川里,臺中市中區綠川里24鄰綠川西街135號,3533.0,120.6838657,24.13940068,2.0,第一分局
535.0,後龍里,臺中市西區後龍里31鄰中山路467號,136.0,120.673306,24.146236,1.0,第一分局
536.0,後龍里,臺中市西區後龍里23鄰臺灣大道二段35號,629.0,120.672161,24.14834,12.0,第一分局
537.0,後龍里,臺中市西區後龍里20鄰民族路384號,264.0,120.671631,24.146697,1.0,第一分局
538.0,後龍里,臺中市西區後龍里20鄰均安街82號,125.0,120.671439,24.146923,1.0,第一分局
539.0,後龍里,臺中市西區後龍里19鄰五權路79號,189.0,120.67124,24.145734,1.0,第一分局
540.0,後龍里,臺中市西區後龍里19鄰民權路258號,285.0,120.670771,24.146208,1.0,第一分局
541.0,後龍里,臺中市西區後龍里2鄰中山路501號,354.0,120.672178,24.147009,1.0,第一分局
542.0,後龍里,臺中市西區後龍里31鄰福龍街41號,103.0,120.673015,24.146274,1.0,第一分局
543.0,後龍里,臺中市西區後龍里25鄰民權路234號,342.0,120.671837,24.145247,2.0,第一分局
544.0,後龍里,臺中市西區後龍里27鄰中山路450號,96.0,120.673655,24.146287,1.0,第一分局
545.0,後龍里,臺中市西區後龍里26鄰福龍街58號,129.0,120.673728,24.146598,1.0,第一分局
546.0,後龍里,臺中市西區後龍里30鄰中山路483號,104.0," 120.67280730568932",24.146768531849197,1.0,第一分局
547.0,後龍里,臺中市西區後龍里31鄰五權路58號之3,104.0,120.6723202,24.14643979,1.0,第一分局
548.0,和龍里,臺中市西區和龍里22鄰臺灣大道一段728號,376.0,120.673872,24.14712,1.0,第一分局
549.0,後龍里,臺中市西區後龍里31鄰福龍街37號,512.0,120.672752,24.145975,1.0,第一分局
550.0,和龍里,臺中市西區後龍里24鄰臺灣大道一段703號,84.0,120.6736431,24.14761466,1.0,第一分局
551.0,和龍里,臺中市西區後龍里31鄰中山路465號,252.0,120.673383,24.14608,1.0,第一分局
552.0,和龍里,臺中市西區和龍里22鄰成功路481號,444.0,120.674394,24.148099,1.0,第一分局
553.0,和龍里,臺中市西區和龍里19鄰五權路203號,251.0," 120.67480649222318",24.14929326359293,1.0,第一分局
554.0,和龍里,臺中市西區和龍里21臺灣大道二段6號,2065.0,120.6733887,24.14841824,1.0,第一分局
555.0,和龍里,臺中市西區和龍里2鄰日進街79號,183.0,120.673058,24.151434,1.0,第一分局
556.0,和龍里,臺中市西區民龍里24鄰日盛街8號,207.0,120.672186,24.151838,1.0,第一分局
557.0,和龍里,臺中市西區和龍里8鄰篤行路184號,953.0,120.673765,24.150569,1.0,第一分局
558.0,和龍里,臺中市西區和龍里12鄰篤行路185號,869.0,120.673512,24.150576,1.0,第一分局
559.0,和龍里,臺中市西區和龍里11鄰篤行路191號,188.0,120.673474,24.150991,1.0,第一分局
560.0,和龍里,臺中市西區和龍里2鄰梅川東路二段35號,283.0,120.672831,24.151302,1.0,第一分局
561.0,和龍里,臺中市西區和龍里3鄰日興街100號,400.0,120.674109,24.149533,1.0,第一分局
562.0,和龍里,臺中市西區和龍里04鄰日興街122號,285.0,120.674711,24.150013,1.0,第一分局
563.0,和龍里,臺中市西區和龍里4鄰篤行路173號,230.0,120.673748,24.149984,1.0,第一分局
564.0,和龍里,臺中市西區和龍里5鄰篤信街54號,246.0,120.673348,24.150127,1.0,第一分局
565.0,和龍里,臺中市西區和龍里5鄰西屯路一段70號,97.0,120.673356,24.149785,1.0,第一分局
566.0,和龍里,臺中市西區和龍里5鄰西屯路一段72號,131.0,120.673333,24.149806,1.0,第一分局
567.0,和龍里,臺中市西區和龍里5鄰西屯路一段86號,92.0,120.673317,24.149913,1.0,第一分局
568.0,和龍里,臺中市西區和龍里16鄰篤信街26號,150.0,120.672666,24.149529,1.0,第一分局
569.0,民龍里,臺中市西區民龍里08鄰文化街154號,62.0,120.671868,24.152308,1.0,第一分局
570.0,民龍里,臺中市西區民龍里04鄰日進街130號,98.0,120.673281,24.151668,1.0,第一分局
571.0,民龍里,臺中市西區民龍里23鄰西屯路一段133號,116.0,120.672827,24.150061,1.0,第一分局
572.0,和龍里,臺中市西區和龍里14鄰西屯路一段109號,230.0,120.672405,24.150632,1.0,第一分局
573.0,和龍里,臺中市西區和龍里16鄰梅川東路二段20號,288.0,120.672222,24.150722,1.0,第一分局
574.0,和龍里,臺中市西區和龍里16鄰梅川東路二段21號,144.0,120.67225,24.150744,1.0,第一分局
575.0,和龍里,臺中市西區和龍里16鄰梅川東路二段14號,117.0,120.671968,24.150428,1.0,第一分局
576.0,民龍里,臺中市西區民龍里3鄰大和路36號,132.0,120.667749,24.150416,1.0,第一分局
577.0,民龍里,臺中市西區民龍里4鄰民權路239號,4176.0,120.669236,24.150475,123.0,第一分局
578.0,民龍里,臺中市西區民龍里1鄰臺灣大道二段186號,936.0,120.67016,24.151302,3.0,第一分局
579.0,民龍里,臺中市西區民龍里1鄰臺灣大道二段218號,1130.0,120.6690299,24.1523077,5.0,第一分局
580.0,民龍里,臺中市西區民龍里1鄰臺灣大道二段208號,96.0,120.669521,24.151603,1.0,第一分局
581.0,民龍里,臺中市西區民龍里1鄰臺灣大道二段216號,96.0,120.66942,24.151691,1.0,第一分局
582.0,民龍里,臺中市西區民龍里1鄰博館二街158號,115.0,120.669417,24.152006,1.0,第一分局
583.0,民龍里,臺中市西區民龍里15鄰英才路423號,791.0,120.666109,24.151886,1.0,第一分局
584.0,民龍里,臺中市西區民龍里21鄰臺灣大道二段239號,1010.0,120.666844,24.152743,2.0,第一分局
585.0,民龍里,臺中市西區民龍里1鄰博館二街155號,84.0,120.669882,24.151962,1.0,第一分局
586.0,民龍里,臺中市西區民龍里1鄰博館二街157號,87.0,120.669911,24.151935,1.0,第一分局
587.0,民龍里,臺中市西區民龍里1鄰博館二街159號,90.0,120.669942,24.15191,1.0,第一分局
588.0,民龍里,臺中市西區民龍里1鄰博館二街161號,93.0,120.669965,24.151883,1.0,第一分局
589.0,民龍里,臺中市西區民龍里1鄰博館二街178號,128.0,120.669732,24.151707,1.0,第一分局
590.0,民龍里,臺中市西區民龍里1鄰博館二街182號,101.0,120.669794,24.151655,1.0,第一分局
591.0,民龍里,臺中市西區民龍里1鄰博館二街186號,84.0,120.669856,24.151603,1.0,第一分局
592.0,民龍里,臺中市西區民龍里1鄰臺灣大道二段220號,969.0,120.669096,24.152104,5.0,第一分局
593.0,民龍里,臺中市西區民龍里8鄰文化街156號,788.0,120.671593,24.152547,2.0,第一分局
594.0,民龍里,臺中市西區民龍里4鄰民權路348號,246.0,120.670741,24.151204,2.0,第一分局
595.0,民龍里,臺中市西區民龍里9鄰西屯路一段135號,472.0,120.671653,24.151622,2.0,第一分局
596.0,民龍里,臺中市西區民龍里3鄰大和路24號,203.0,120.668515,24.150424,2.0,第一分局
597.0,民龍里,臺中市西區民龍里10鄰西屯路一段152號,154.0,120.671651,24.152035,1.0,第一分局
598.0,民龍里,臺中市西區民龍里18鄰大仁街30號,133.0,120.6689591,24.15375275,2.0,第一分局
599.0,民龍里,臺中市西區民龍里18鄰大仁街34號,111.0,120.6687207,24.15334063,1.0,第一分局
600.0,民龍里,臺中市西區民龍里12鄰民權路277號,627.0,120.670253,24.152145,2.0,第一分局
601.0,民龍里,臺中市西區民龍里7鄰永達街42號,231.0,120.670634,24.153663,1.0,第一分局
602.0,民龍里,臺中市西區民龍里19鄰民權路301號,192.0,120.670326,24.154221,1.0,第一分局
603.0,民龍里,臺中市西區民龍里19鄰民權路305號,105.0,120.670308,24.154302,1.0,第一分局
604.0,民龍里,臺中市西區民龍里19鄰西屯路一段230號,181.0,120.67032,24.153919,1.0,第一分局
605.0,民龍里,臺中市西區民龍里19鄰西屯路一段230號之2,181.0,120.670253,24.154001,1.0,第一分局
606.0,民龍里,臺中市西區民龍里19鄰西屯路一段230號之3,107.0,120.670238,24.154035,1.0,第一分局
607.0,後龍里,臺中市西區後龍里18鄰民權路213巷2號,346.0,120.669417,24.147466,1.0,第一分局
608.0,後龍里,臺中市西區後龍里17鄰民權路213巷1號,375.0,120.669616,24.147238,1.0,第一分局
609.0,後龍里,臺中市西區後龍里18鄰民權路213巷16號,225.0,120.668297,24.147402,1.0,第一分局
610.0,後龍里,臺中市西區後龍里17鄰民權路213巷9號,105.0,120.668834,24.147213,1.0,第一分局
611.0,後龍里,臺中市西區後龍里2鄰向上路一段4號,169.0,120.669287,24.146816,1.0,第一分局
612.0,後龍里,臺中市西區後龍里1鄰向上路一段15號,590.0,120.6693331,24.14658163,2.0,第一分局
613.0,後龍里,臺中市西區後龍里17鄰民權路213巷19號之1,123.0,120.668291,24.14722,1.0,第一分局
614.0,後龍里,臺中市西區後龍里18鄰民權路213巷4號,292.0,120.669179,24.147452,1.0,第一分局
615.0,後龍里,臺中市西區後龍里17鄰民權路213巷7號,398.0,120.669156,24.147224,1.0,第一分局
616.0,後龍里,臺中市西區後龍里4鄰後龍街59巷3號,24.0,120.6705437892858,24.147115607091802,1.0,第一分局
617.0,後龍里,臺中市西區後龍里4鄰後龍街50號,311.0,120.6706232,24.14771907,1.0,第一分局
618.0,後龍里,臺中市西區後龍里1鄰民權路290號,153.0,120.670002,24.146822,1.0,第一分局
619.0,後龍里,臺中市西區後龍里4鄰民權路300號,693.0,120.670129,24.147141,1.0,第一分局
620.0,後龍里,臺中市西區後龍里1鄰向上路一段5號,181.0,120.669478,24.146567,2.0,第一分局
621.0,後龍里,臺中市西區後龍里18鄰民權路215號,472.0,120.669602,24.147482,2.0,第一分局
622.0,後龍里,臺中市西區後龍里3鄰民權路217巷7-1號,221.0,120.669213,24.147711,1.0,第一分局
623.0,後龍里,臺中市西區後龍里6鄰民權路225巷12-2號,124.0,120.6689603,24.14859482,1.0,第一分局
624.0,後龍里,臺中市西區後龍里8鄰民權路233巷11號,267.0,120.66855,24.149411,1.0,第一分局
625.0,後龍里,臺中市西區後龍里5鄰民權路304巷3號,165.0,120.670441,24.148033,1.0,第一分局
626.0,後龍里,臺中市西區後龍里16鄰民權路312巷6號,105.0,120.670464,24.14824,1.0,第一分局
627.0,後龍里,臺中市西區後龍里8鄰民權路233巷15號,138.0,120.668305,24.149452,1.0,第一分局
628.0,後龍里,臺中市西區後龍里16鄰民權路310號,329.0,120.670016,24.148313,1.0,第一分局
629.0,後龍里,臺中市西區後龍里9鄰大和路21號,645.0,120.668786,24.15013,1.0,第一分局
630.0,後龍里,臺中市西區後龍里16鄰民權路312巷11-1號,153.0,120.6716725,24.14873488,1.0,第一分局
631.0,後龍里,臺中市西區後龍里16鄰民權路312巷11-2號,101.0,120.6716725,24.14873488,1.0,第一分局
632.0,後龍里,臺中市西區後龍里9鄰民權路233巷4號,370.0,120.66931,24.149833,1.0,第一分局
633.0,後龍里,臺中市西區後龍里10鄰民權路229巷30號,153.0,120.667706,24.149162,1.0,第一分局
634.0,後龍里,臺中市西區後龍里5鄰民權路302號之1,888.0,120.670011,24.147516,1.0,第一分局
635.0,後龍里,臺中市西區後龍里3鄰民權路217巷1號,222.0,120.669642,24.147738,1.0,第一分局
636.0,後龍里,臺中市西區後龍里6鄰民權路225巷4號,92.0,120.669065,24.148543,1.0,第一分局
637.0,後龍里,臺中市西區後龍里7鄰民權路229巷17號,194.0,120.668314,24.148935,1.0,第一分局
638.0,後龍里,臺中市西區後龍里13鄰民權路217巷12號,102.0,120.668718,24.148045,1.0,第一分局
639.0,後龍里,臺中市西區後龍里16鄰民權路312巷7號,145.0,120.6708382,24.14878066,1.0,第一分局
640.0,後龍里,臺中市西區後龍里7鄰民權路229巷21號,398.0,120.667852,24.148871,1.0,第一分局
641.0,後龍里,臺中市西區後龍里13鄰民權路217巷16號,112.0,120.668436,24.148043,1.0,第一分局
642.0,後龍里,臺中市西區後龍里3鄰民權路217巷17號,343.0,120.668404,24.147798,1.0,第一分局
643.0,後龍里,臺中市西區後龍里8鄰民權路314巷9號,227.0,120.670332,24.149141,1.0,第一分局
644.0,後龍里,臺中市西區後龍里5鄰民權路304巷6號,620.0,120.670537,24.147677,1.0,第一分局
645.0,後龍里,臺中市西區後龍里8鄰臺灣大道二段99巷3號,314.0,120.670638,24.149355,2.0,第一分局
646.0,後龍里,臺中市西區後龍里16鄰民權路312巷11號,153.0,120.670664,24.148519,1.0,第一分局
647.0,後龍里,臺中市西區後龍里9鄰民權路233巷2號,139.0,120.669535,24.149678,1.0,第一分局
648.0,後龍里,臺中市西區後龍里9鄰民權路235號之4,175.0," 120.66956573538909",24.150069830690224,1.0,第一分局
649.0,安龍里,臺中市西區安龍里17鄰忠勤街337號,164.0,120.669272,24.142609,1.0,第一分局
650.0,安龍里,臺中市西區安龍里1鄰五權路45號,86.0,120.670162,24.144694,1.0,第一分局
651.0,安龍里,臺中市西區安龍里19鄰自立街123號,183.0,120.667737,24.142938,1.0,第一分局
652.0,安龍里,臺中市西區安龍里17鄰忠勤街246號,273.0,120.668385,24.141407,1.0,第一分局
653.0,安龍里,臺中市西區安龍里19鄰自治街242號,511.0,120.667502,24.14321,1.0,第一分局
654.0,安龍里,臺中市西區安龍里19鄰自治街210號,98.0,120.666889,24.142833,1.0,第一分局
655.0,安龍里,臺中市西區安龍里19鄰自治街234號,205.0,120.667267,24.143151,1.0,第一分局
656.0,安龍里,臺中市西區安龍里19鄰忠勤街323號,196.0,120.669006,24.142358,1.0,第一分局
657.0,安龍里,臺中市西區安龍里20鄰民生路215號之1,197.0,120.668293,24.144223,1.0,第一分局
658.0,安龍里,臺中市西區安龍里19鄰自治街236號,96.0,120.667347,24.143118,1.0,第一分局
659.0,安龍里,臺中市西區安龍里9鄰五權路2號之54,110.0,120.667025,24.141128,1.0,第一分局
660.0,公民里,臺中市西區公民里2鄰林森路239號,155.0,120.667593,24.140052,1.0,第一分局
661.0,安龍里,臺中市西區安龍里6鄰自治街179巷8號,42.0,120.666723,24.14232,1.0,第一分局
662.0,安龍里,臺中市西區安龍里6鄰自治街139號,63.0,120.668197,24.141007,1.0,第一分局
663.0,安龍里,臺中市西區安龍里6鄰自治街141號,183.0,120.668187,24.141055,1.0,第一分局
664.0,安龍里,臺中市西區安龍里6鄰自治街143號,93.0,120.668156,24.141081,1.0,第一分局
665.0,安龍里,臺中市西區安龍里6鄰自治街188號,157.0,120.667085,24.142334,1.0,第一分局
666.0,安龍里,臺中市西區安龍里6鄰英才路625號,130.0,120.666016,24.142001,1.0,第一分局
667.0,安龍里,臺中市西區安龍里6鄰英才路623號,344.0,120.665982,24.142019,1.0,第一分局
668.0,安龍里,臺中市西區安龍里7鄰林森路198號,22.0,120.667795,24.140471,1.0,第一分局
669.0,安龍里,臺中市西區安龍里9鄰林森路222號,129.0," 120.6672981654743",24.14108471878129,1.0,第一分局
670.0,安龍里,臺中市西區安龍里9鄰五權路4號,25.0," 120.66878414215375",24.142934562710355,1.0,第一分局
671.0,安龍里,臺中市西區後龍里4鄰民權路209巷15號,84.0,120.670529,24.145821,1.0,第一分局
672.0,安龍里,臺中市西區安龍里9鄰五權路2號之46,207.0,120.667316,24.141311,1.0,第一分局
673.0,安龍里,臺中市西區安龍里6鄰自治街213號,115.0,120.66667479863189,"24.143350120428206 ",1.0,第一分局
674.0,安龍里,臺中市西區安龍里7鄰林森路208號,185.0,120.667916,24.140383,1.0,第一分局
675.0,安龍里,臺中市西區安龍里9鄰忠勤街179號,97.0,120.667591,24.141055,1.0,第一分局
676.0,安龍里,臺中市西區安龍里5鄰民生路195號,380.0,120.66931,24.144189,1.0,第一分局
677.0,安龍里,臺中市西區安龍里5鄰五權路27-1號,105.0,120.669476,24.144067,1.0,第一分局
678.0,安龍里,臺中市西區安龍里8鄰忠勤街328號,124.0,120.669762,24.142778,1.0,第一分局
679.0,安龍里,臺中市西區安龍里6鄰英才路633號,301.0,120.666137,24.141919,1.0,第一分局
680.0,安龍里,臺中市西區安龍里9鄰林森路214號,127.0,120.667406,24.140806,1.0,第一分局
681.0,安龍里,臺中市西區安龍里2鄰五權路59號,929.0,120.670522,24.145019,1.0,第一分局
682.0,安龍里,臺中市西區安龍里8鄰忠勤街336號,210.0,120.670047,24.143001,1.0,第一分局
683.0,安龍里,臺中市西區安龍里8鄰忠勤街332號,197.0,120.669989,24.142942,1.0,第一分局
684.0,吉龍里,臺中市西區吉龍里3鄰五權一街15號,86.0,120.664581,24.139147,1.0,第一分局
685.0,吉龍里,臺中市西區吉龍里24鄰五權八街150號,97.0,120.660647,24.134401,1.0,第一分局
686.0,吉龍里,臺中市西區吉龍里25鄰南屯路一段154號,86.0,120.65951470384016,24.13378469464692,1.0,第一分局
687.0,吉龍里,臺中市西區吉龍里29鄰五權七街126號,92.0,120.660919,24.135261,1.0,第一分局
688.0,吉龍里,臺中市西區吉龍里29鄰五權六街16號,33.0,120.660591,24.135928,1.0,第一分局
689.0,吉龍里,臺中市西區吉龍里25鄰忠明南路515號,2995.0,120.657801,24.134485,1.0,第一分局
690.0,吉龍里,臺中市西區吉龍里25鄰忠明南路515號,1608.0,120.657801,24.134485,1.0,第一分局
691.0,吉龍里,臺中市西區吉龍里29鄰五權六街81號,91.0,120.660432,24.135614,1.0,第一分局
692.0,吉龍里,臺中市西區吉龍里29鄰五權六街83號,94.0,120.660458,24.135739,1.0,第一分局
693.0,吉龍里,臺中市西區吉龍里24鄰五權西五街153號,886.0,120.660289,24.134633,1.0,第一分局
694.0,吉龍里,臺中市西區吉龍里21鄰五權七街112巷1號,788.0," 120.66138342830115",24.135305802885586,2.0,第一分局
695.0,吉龍里,臺中市西區吉龍里29鄰五權七街130號,342.0,120.66076,24.135278,1.0,第一分局
696.0,吉龍里,臺中市西區吉龍里12鄰美村路一段577號,292.0,120.66188,24.138286,1.0,第一分局
697.0,吉龍里,臺中市西區吉龍里11鄰五權西四街53號,111.0,120.662458,24.137513,1.0,第一分局
698.0,吉龍里,臺中市西區吉龍里11鄰五權西四街55號,90.0,120.662471,24.137433,1.0,第一分局
699.0,吉龍里,臺中市西區吉龍里30鄰五權八街145號,1094.0,120.660776,24.134238,2.0,第一分局
700.0,吉龍里,臺中市西區吉龍里14鄰美村路一段609號,125.0,120.661856,24.137495,1.0,第一分局
701.0,吉龍里,臺中市西區吉龍里18鄰五權西五街144號,15.0,120.660079,24.135842,1.0,第一分局
702.0,吉龍里,臺中市西區吉龍里14鄰美村路一段649號,319.0,120.661912,24.136192,1.0,第一分局
703.0,吉龍里,臺中市西區吉龍里14鄰美村路一段632號,417.0,120.661454,24.1367,1.0,第一分局
704.0,吉龍里,臺中市西區吉龍里11鄰美村路一段575號,153.0,120.66184,24.139043,1.0,第一分局
705.0,土庫里,臺中市西區土庫里6鄰五權西路一段257號,650.0,120.65603,24.13982,3.0,第一分局
706.0,土庫里,臺中市西區土庫里28鄰華美街66號,436.0,120.658963,24.142724,1.0,第一分局
707.0,土庫里,臺中市西區土庫里33鄰美村路一段576巷21號,414.0,120.660574,24.138218,1.0,第一分局
708.0,土庫里,臺中市西區土庫里29鄰美村路一段576巷16號,361.0,120.660893,24.138544,1.0,第一分局
709.0,土庫里,臺中市西區土庫里5鄰美村路一段566號,203.0,120.661542,24.138784,1.0,第一分局
710.0,土庫里,臺中市西區土庫里3鄰五權西路一段107號,833.0,120.661897,24.139911,1.0,第一分局
711.0,土庫里,臺中市西區土庫里6鄰忠明南路242號,488.0,120.657506,24.140991,1.0,第一分局
712.0,大忠里,臺中市西區大忠里7鄰忠明南路270號,703.0,120.655779,24.135852,3.0,第一分局
713.0,土庫里,臺中市西區土庫里8鄰南屯路一段232巷39號,96.0,120.655562,24.140515,1.0,第一分局
714.0,土庫里,臺中市西區大忠里014鄰大忠南街118號,440.0,120.6554383,24.135813751089522,3.0,第一分局
715.0,土庫里,臺中市大忠里008鄰大忠南街89號,79.0,120.6553102,24.138239897863073,1.0,第一分局
716.0,大忠里,臺中市西區大忠里3鄰存中街170號,299.0,120.659246,24.141711,1.0,第一分局
717.0,土庫里,臺中市西區土庫里13鄰福人街71號,35.0,120.659655,24.142834,1.0,第一分局
718.0,昇平里,臺中市西區昇平里32鄰福人街60號,129.0,120.659949,24.142823,1.0,第一分局
719.0,昇平里,臺中市西區昇平里32鄰福人街66號,333.0,120.6602484,24.14314003,1.0,第一分局
720.0,土庫里,臺中市西區土庫里2鄰存中街6號,354.0,120.660722,24.141694,1.0,第一分局
721.0,土庫里,臺中市西區土庫里11鄰華美街33號,480.0,120.658747,24.14177,1.0,第一分局
722.0,土庫里,臺中市西區土庫里2鄰華美街24號,819.0,120.658964,24.14185,1.0,第一分局
723.0,土庫里,臺中市西區土庫里11鄰忠明南路326巷13號,107.0,120.656499,24.13736,1.0,第一分局
724.0,土庫里,臺中市西區土庫里忠明南路326巷24號,97.0,120.656583,24.137581,1.0,第一分局
725.0,土庫里,臺中市西區土庫里13鄰五權五街259號,86.0,120.65579,24.13717,1.0,第一分局
726.0,土庫里,臺中市西區土庫里10鄰五權五街246巷15弄14號,895.0,120.655799,24.136102,1.0,第一分局
727.0,大忠里,臺中市西區大忠里013鄰五權五街257巷6號,951.0,120.6690246,24.15094734,1.0,第一分局
728.0,民龍里,臺中市西區民龍里14鄰臺灣大道二段159號,34.0,120.669131,24.15147405,1.0,第一分局
729.0,民龍里,臺中市西區民龍里14鄰臺灣大道二段165號,102.0,120.665018,24.151244,1.0,第一分局
730.0,民龍里,臺中市西區民龍里2鄰英才路508號,1466.0,120.66499705518669,24.15106921777275,1.0,第一分局
731.0,民龍里,臺中市西區民龍里3鄰英才路512號,675.0,120.6649958,24.15083652,2.0,第一分局
732.0,民龍里,臺中市西區民龍里6鄰館前路57號,591.0,120.6637603,24.15376882,2.0,第一分局
733.0,民龍里,臺中市西區民龍里2鄰模範街35-2號,414.0,120.666481,24.150033,1.0,第一分局
734.0,民龍里,臺中市西區民龍里英才路472號,694.0,120.665273,24.152041,1.0,第一分局
735.0,民龍里,臺中市西區民龍里5鄰臺灣大道二段285號,643.0,120.666297,24.152947,3.0,第一分局
736.0,民龍里,臺中市西區民龍里21鄰臺灣大道二段307號,888.0,120.665784,24.153279,2.0,第一分局
737.0,民龍里,臺中市西區民龍里21鄰公益路119號,689.0,120.665622090733,24.150879766873974,2.0,第一分局
738.0,民龍里,臺中市西區民龍里2鄰公益路155巷13號,687.0,120.66442,24.150003,23.0,第一分局
739.0,民龍里,臺中市西區民龍里14鄰臺灣大道二段181號,637.0,120.66835754953965,24.151774537518754,4.0,第一分局
740.0,民龍里,臺中市西區民龍里15鄰英才路423號,1851.0,120.6659559,24.15211794,1.0,第一分局
741.0,民龍里,臺中市西區民龍里2鄰英才路470巷2號,571.0,120.66538,24.152028,1.0,第一分局
742.0,民龍里,臺中市西區民龍里2鄰公益路68號,3757.0,120.663866,24.151278,4.0,第一分局
743.0,和龍里,臺中市西區和龍里21鄰臺灣大道二段16號,2812.0,120.6733162,24.14888474,1.0,第一分局
744.0,民龍里,臺中市西區民龍里6鄰館前路55號,705.0,120.6641195,24.15419035,1.0,第一分局
745.0,大忠里,臺中市西區大忠里008鄰大忠南街91號,257.0,120.6552718,24.13820716,1.0,第一分局
746.0,大忠里,臺中市西區大忠里010鄰大忠南街98號,1018.0,120.6552816,24.13737917,1.0,第一分局
747.0,土庫里,臺中市西區土庫里15鄰五權西六街166巷16號,160.0,120.659015,24.135442,1.0,第一分局
748.0,大忠里,臺中市西區大忠里17鄰忠明南路414號,584.0,120.657801,24.134485,1.0,第一分局
749.0,大忠里,臺中市西區大忠里16鄰忠明南路402號,414.0,120.657801,24.134485,1.0,第一分局
750.0,大忠里,臺中市西區大忠里16鄰忠明南路410號,414.0,120.6570402,24.13578033,1.0,第一分局
751.0,大忠里,臺中市西區大忠里009鄰忠明南路276號,1049.0,120.6571355,24.13791717,1.0,第一分局
752.0,土庫里,臺中市西區土庫里17鄰忠明南路433號,75.0,120.657522,24.13889,1.0,第一分局
753.0,土庫里,臺中市西區土庫里17鄰五權一街97號,190.0,120.659133,24.139135,1.0,第一分局
754.0,土庫里,臺中市西區土庫里4鄰五權一街92號,190.0,120.661232,24.139403,1.0,第一分局
755.0,土庫里,臺中市西區土庫里4鄰五權一街69-2號,108.0,120.660877,24.139116,1.0,第一分局
756.0,土庫里,臺中市西區土庫里4鄰五權一街71號,150.0,120.660796,24.139123,1.0,第一分局
757.0,民龍里,臺中市西區民龍里19鄰民權路309號,437.0,120.670308,24.154389,1.0,第一分局
758.0,安龍里,臺中市西區安龍里1鄰五權路2-4號,344.0,120.6684197,24.14431525,1.0,第一分局
759.0,安龍里,臺中市西區安龍里19鄰英才路600號,3802.0,120.665695,24.141522,1.0,第一分局
760.0,安龍里,臺中市西區安龍里1鄰五權路2-3號,234.0,120.6686509,24.1429536,1.0,第一分局
761.0,安龍里,臺中市西區安龍里19鄰五權路2-30號,435.0,120.66753,24.14195366,2.0,第一分局
762.0,安龍里,臺中市西區安龍里16鄰民權路185號,1769.0,120.670886,24.14552,1.0,第一分局
763.0,安龍里,臺中市西區安龍里19鄰自治街224號,301.0,120.666949,24.143142,2.0,第一分局
764.0,安龍里,臺中市西區安龍里11鄰忠勤街191號,151.0,120.667829,24.141213,1.0,第一分局
765.0,安龍里,臺中市西區安龍里11鄰五權路2之55號,349.0,120.669193,24.143744,1.0,第一分局
766.0,安龍里,臺中市西區安龍里11鄰五權路2之57號,490.0,120.6768912,24.15161368,1.0,第一分局
767.0,双龍里,臺中市西區双龍里19鄰模範街38號,600.0,120.666792,24.149377,1.0,第一分局
768.0,双龍里,臺中市西區双龍里14鄰民生路200號,1847.0,120.665856,24.144642,1.0,第一分局
769.0,昇平里,臺中市西區西區昇平里010鄰美村路一段389號,2606.0," 120.66192890962176",24.143548288063236,1.0,第一分局
770.0,双龍里,臺中市西區双龍里13鄰模範街40巷8號,272.0,120.667343,24.149484,1.0,第一分局
771.0,双龍里,臺中市西區双龍里13鄰模範街40巷4號,328.0,120.666935,24.149494,1.0,第一分局
772.0,双龍里,臺中市西區双龍里19鄰模範街23巷6號,107.0,120.66622,24.149146,1.0,第一分局
773.0,双龍里,臺中市西區双龍里13鄰模範街23巷7號,168.0,120.667109,24.149142,1.0,第一分局
774.0,双龍里,臺中市西區双龍里16鄰英才路589巷6號,656.0,120.6666511,24.14315198,1.0,第一分局
775.0,双龍里,臺中市西區双龍里14鄰民生路160號,1331.0,120.6685581,24.14492791,2.0,第一分局
776.0,双龍里,臺中市西區双龍里1鄰向上路一段30號,444.0,120.6671868,24.14703008,2.0,第一分局
777.0,双龍里,臺中市西區双龍里3鄰模範街2巷9號,27.0,120.667193,24.14724,1.0,第一分局
778.0,双龍里,臺中市西區双龍里3鄰模範街2巷1號,314.0,120.6667739,24.14748174,1.0,第一分局
779.0,双龍里,臺中市西區双龍里4鄰英才路593號,275.0,120.6659441,24.14308717,1.0,第一分局
780.0,双龍里,臺中市西區双龍里3鄰模範街2巷14號,102.0,120.667195,24.147044,1.0,第一分局
781.0,双龍里,臺中市西區双龍里14鄰英才路525號,360.0,120.66594,24.146173,1.0,第一分局
782.0,双龍里,臺中市西區双龍里6鄰模範街12巷6號,194.0,120.666721,24.147711,1.0,第一分局
