編號,地址,避難所在之地下樓層數,可容納人數,轄區分局,經度,緯度,村里別
269.0,"臺中市北屯區景賢路390號 ",1.0,101.0,第五分局,120.7140436,24.16844961,水景里
270.0,臺中市北屯區景賢路392號,1.0,101.0,第五分局,120.7140001,24.16812638,水景里
271.0,"臺中市北屯區景賢路392號 ",1.0,101.0,第五分局,120.7140001,24.16812638,水景里
272.0,臺中市北屯區進化北路10號,1.0,150.0,第五分局,120.6903847,24.16431444,北京里
273.0,臺中市北屯區進化北路24巷7弄12號,1.0,116.0,第五分局,120.6898503,24.1641222,北京里
274.0,臺中市北屯區進化北路24巷7弄8號,1.0,175.0,第五分局,120.6898074,24.16420051,北京里
275.0,臺中市北屯區進化北路24巷8弄10號,1.0,133.0,第五分局,120.690384,24.16393338,北京里
276.0,"臺中市北屯區進化北路24巷8弄6號 ",1.0,133.0,第五分局,120.6902393,24.16394895,北京里
277.0,臺中市北屯區進化北路24巷8弄8號,1.0,133.0,第五分局,120.6902592,24.16425925,北京里
278.0,臺中市北屯區進化北路2號,1.0,156.0,第五分局,120.6916082,24.16459189,北京里
279.0,臺中市北屯區進化北路33號,1.0,116.0,第五分局,120.6915086,24.16355254,北京里
280.0,"臺中市北屯區進化北路39巷6號 ",1.0,275.0,第五分局,120.6907951,24.16311282,北京里
281.0,臺中市北屯區進化北路53巷4號,1.0,133.0,第五分局,120.6901873,24.16282137,北京里
282.0,臺中市北屯區進化北路53巷6號,1.0,300.0,第五分局,120.6902355,24.16354844,北京里
283.0,臺中市北屯區進化北路53號,1.0,250.0,第五分局,120.6903597,24.16363621,北京里
284.0,臺中市北屯區進化北路55-10號,1.0,166.0,第五分局,120.690353,24.16360791,北京里
285.0,臺中市北屯區進化北路55-4號,1.0,166.0,第五分局,120.6901377,24.16357917,北京里
286.0,臺中市北屯區進化北路55-5號,1.0,142.0,第五分局,120.6901594,24.16370794,北京里
287.0,臺中市北屯區進化北路55號,1.0,300.0,第五分局,120.6902693,24.16374938,北京里
288.0,臺中市北屯區進化北路61號,1.0,208.0,第五分局,120.6898985,24.1635405,北京里
289.0,臺中市北屯區進化北路63巷10號,1.0,258.0,第五分局,120.6897371,24.16301044,北京里
290.0,臺中市北屯區進化北路64巷7弄16號,1.0,166.0,第五分局,120.6886786,24.1640996,北京里
291.0,臺中市北屯區進化北路82號,1.0,250.0,第五分局,120.687974,24.16409277,北京里
292.0,臺中市北屯區進化北路8號,1.0,150.0,第五分局,120.6904381,24.16367413,北京里
293.0,臺中市北屯區漢口路五段147巷135-1號,1.0,685.0,第五分局,120.6901429,24.168097,平昌里
294.0,臺中市北屯區衛道路36號,2.0,1184.0,第五分局,120.6917923,24.16269596,北京里
295.0,臺中市北屯區衛道路38號,1.0,833.0,第五分局,120.6920747,24.16290092,北京里
296.0,臺中市北屯區衛道路66-80號,1.0,375.0,第五分局,120.6913618,24.16282782,北京里
297.0,臺中市北屯區衛道路84-94號,1.0,552.0,第五分局,120.6903181,24.16303627,北京里
298.0,臺中市北屯區興安路1段17號,1.0,250.0,第五分局,120.691074,24.16632173,北屯里
299.0,臺中市北屯區興安路1段22號,2.0,1563.0,第五分局,120.6913462,24.16674259,北屯里
300.0,臺中市北屯區興安路1段32號,2.0,857.0,第五分局,120.691466,24.1672421,北屯里
301.0,臺中市北屯區興安路1段49號,1.0,133.0,第五分局,120.6911415,24.16768104,北屯里
302.0,北屯區東山路一段191巷17之8-3號,1.0,671.0,第五分局,120.7088686,24.17216411,水景里
303.0,臺中市北屯區中清路2段415巷6號,1.0,312.0,第五分局,120.6667077,24.18001095,新平里
304.0,臺中市北屯區中清路2段451號,3.0,781.0,第五分局,120.666652,24.18057786,新平里
305.0,臺中市北屯區大連北街119號,1.0,22.0,第五分局,120.6717967,24.17818136,仁愛里
306.0,臺中市北屯區大連北街120號,1.0,22.0,第五分局,120.6715299,24.17850686,仁愛里
307.0,臺中市北屯區經貿路1段110號,4.0,1534.0,第五分局,120.6615346,24.17864057,新平里
308.0,臺中市北屯區經貿路1段110號,4.0,1534.0,第五分局,120.6615346,24.17864057,新平里
309.0,臺中市北屯區雷中街2-23號,1.0,1562.0,第五分局,120.6687082,24.18061019,大德里
310.0,臺中市北屯區雷中街2-23號,1.0,1041.0,第五分局,120.6687082,24.18061019,大德里
311.0,臺中市北屯區大連北街24巷27號,1.0,216.0,第五分局,120.6744675,24.17816874,水湳里
312.0,臺中市北屯區大連北街43號,1.0,192.0,第五分局,120.6738164,24.17750688,水湳里
313.0,臺中市北屯區大連北街46巷55號,1.0,666.0,第五分局,120.6745155,24.17926217,水湳里
314.0,臺中市北屯區大連北街46巷56號,1.0,192.0,第五分局,120.6746438,24.17920952,水湳里
315.0,臺中市北屯區大連路1段145號,1.0,108.0,第五分局,120.674511,24.17696142,水湳里
316.0,臺中市北屯區大連路1段147號,1.0,108.0,第五分局,120.6746074,24.17698936,水湳里
317.0,臺中市北屯區大連路1段149號,1.0,354.0,第五分局,120.6746759,24.17701927,水湳里
318.0,臺中市北屯區大連路1段16巷9號,1.0,150.0,第五分局,120.6719881,24.17479256,水湳里
319.0,臺中市北屯區大連路1段54巷36號,1.0,166.0,第五分局,120.6732494,24.17507018,水湳里
320.0,臺中市北屯區平德路18巷17弄6號,1.0,66.0,第五分局,120.6728573,24.18219532,大德里
321.0,臺中市北屯區平德路156號,1.0,50.0,第五分局,120.6697563,24.1856008,大德里
322.0,臺中市北屯區平德路122巷22號,1.0,50.0,第五分局,120.6707706,24.18507408,大德里
323.0,臺中市北屯區雷中街32巷16號,1.0,50.0,第五分局,120.6703056,24.18165694,大德里
324.0,臺中市北屯區雷中街32巷18號,1.0,50.0,第五分局,120.6703629,24.18155428,大德里
325.0,臺中市北屯區中清東一街21號,1.0,260.0,第五分局,120.6724802,24.17509588,水湳里
326.0,臺中市北屯區中清東一街52-54號,1.0,416.0,第五分局,120.6730031,24.17463887,水湳里
327.0,臺中市北屯區中清東一街67號,1.0,325.0,第五分局,120.6736123,24.17469769,水湳里
328.0,臺中市北屯區中清東一街6號,1.0,543.0,第五分局,120.6722329,24.1752244,水湳里
329.0,臺中市北屯區中清路2段332號,1.0,260.0,第五分局,120.668274,24.17892741,大德里
330.0,臺中市北屯區中清路2段362巷3號,1.0,550.0,第五分局,120.6683412,24.17970057,大德里
331.0,臺中市北屯區中清路2段415巷86號,2.0,454.0,第五分局,120.6655089,24.17923343,新平里
332.0,臺中市北屯區中清路2段552巷8弄25號,1.0,520.0,第五分局,120.6670418,24.181667,陳平里
333.0,臺中市北屯區中清路2段552巷8弄26號,1.0,166.0,第五分局,120.6671208,24.18127413,陳平里
334.0,臺中市北屯區中清路2段630號,2.0,2736.0,第五分局,120.6655734,24.18334709,陳平里
335.0,臺中市北屯區中清路2段742巷25號,1.0,905.0,第五分局,120.6653172,24.18545683,陳平里
336.0,臺中市北屯區中清路2段742巷28號,1.0,3364.0,第五分局,120.6653899,24.18534079,陳平里
337.0,臺中市北屯區中清路2段742巷55號,2.0,229.0,第五分局,120.6658569,24.18572388,新平里
338.0,臺中市北屯區中清路2段742巷63號,1.0,905.0,第五分局,120.6660908,24.1858707,陳平里
339.0,臺中市北屯區中清路2段7號,1.0,667.0,第五分局,120.671107,24.1741288,水湳里
340.0,臺中市北屯區大連北街111號,1.0,22.0,第五分局,120.6720013,24.17814209,仁愛里
341.0,臺中市北屯區大連北街115號,1.0,22.0,第五分局,120.6718451,24.17817236,仁愛里
342.0,臺中市北屯區大連北街116號,1.0,33.0,第五分局,120.6716449,24.17844403,仁愛里
343.0,臺中市北屯區大連北街117號,1.0,21.0,第五分局,120.6718278,24.17814283,仁愛里
344.0,臺中市北屯區大連北街121號,1.0,16.0,第五分局,120.671776,24.17819703,仁愛里
345.0,臺中市北屯區大連北街123號,1.0,21.0,第五分局,120.6716295,24.17814204,仁愛里
346.0,臺中市北屯區水湳路108號,1.0,24.0,第五分局,120.6717072,24.17823612,仁愛里
347.0,臺中市北屯區文心路3段1023號,2.0,541.0,第五分局,120.6699069,24.17375927,水湳里
348.0,臺中市北屯區文心路3段1029號,2.0,541.0,第五分局,120.6704857,24.17387382,水湳里
349.0,臺中市北屯區文心路3段1041號,1.0,125.0,第五分局,120.6707043,24.17391732,水湳里
350.0,臺中市北屯區文心路3段447號,3.0,625.0,第五分局,120.6686091,24.17364351,水湳里
351.0,臺中市北屯區文心路4段57號,6.0,1537.0,第五分局,120.6719326,24.1740907,水湳里
352.0,臺中市北屯區文心路4段81號,2.0,954.0,第五分局,120.6726536,24.17421747,水湳里
353.0,臺中市北屯區文心路四段99號,5.0,1551.0,第五分局,120.67335,24.17423702,水湳里
354.0,臺中市北屯區大連路1段193-1號,1.0,58.0,第五分局,120.6754982,24.17740076,水湳里
355.0,臺中市北屯區大連路1段193號,1.0,58.0,第五分局,120.6754982,24.17740076,水湳里
356.0,臺中市北屯區大連路1段217號,1.0,50.0,第五分局,120.6751383,24.17702457,水湳里
357.0,臺中市北屯區大連路1段219號,1.0,50.0,第五分局,120.6751304,24.17699422,水湳里
358.0,臺中市北屯區大連路1段221號,1.0,50.0,第五分局,120.6762238,24.17707875,水湳里
359.0,臺中市北屯區大連路1段223號,1.0,50.0,第五分局,120.6762162,24.17711487,水湳里
360.0,臺中市北屯區大連路1段66巷29號,1.0,58.0,第五分局,120.6742601,24.17623853,水湳里
361.0,臺中市北屯區大連路1段18號,1.0,42.0,第五分局,120.6716929,24.17525521,水湳里
362.0,臺中市北屯區大連路1段20號,1.0,42.0,第五分局,120.671727,24.17525515,水湳里
363.0,臺中市北屯區大連路1段22號,1.0,42.0,第五分局,120.6717821,24.17525902,水湳里
364.0,臺中市北屯區大連路1段24號,1.0,42.0,第五分局,120.6718051,24.1752801,水湳里
365.0,臺中市北屯區大連路1段26號,1.0,42.0,第五分局,120.6718664,24.17530092,水湳里
366.0,臺中市北屯區大連路1段28號,1.0,42.0,第五分局,120.6718894,24.175328,水湳里
367.0,臺中市北屯區大連路1段30號,1.0,42.0,第五分局,120.6719295,24.17534636,水湳里
368.0,臺中市北屯區大連路1段32號,1.0,58.0,第五分局,120.6719603,24.17536211,水湳里
369.0,臺中市北屯區中清東一街4號,1.0,50.0,第五分局,120.6721777,24.17522087,水湳里
370.0,臺中市北屯區大連北街51號,1.0,43.0,第五分局,120.6736227,24.17755668,水湳里
371.0,臺中市北屯區大連北街53號,1.0,43.0,第五分局,120.6736326,24.17755707,水湳里
372.0,臺中市北屯區大連北街65巷3號,1.0,42.0,第五分局,120.6733382,24.17742632,水湳里
373.0,臺中市北屯區大連路1段56-4號,1.0,42.0,第五分局,120.6728157,24.17582538,水湳里
374.0,臺中市北屯區大連路1段56-5號,1.0,58.0,第五分局,120.67289,24.17583231,水湳里
375.0,臺中市北屯區大連西路1號23樓之2,1.0,661.0,第五分局,120.6707262,24.17445436,水湳里
376.0,臺中市北屯區中清路2段7號,1.0,66.0,第五分局,120.6711221,24.17412053,水湳里
377.0,臺中市北屯區中清路2段9號,1.0,66.0,第五分局,120.6710926,24.17416315,水湳里
378.0,臺中市北屯區水湳路4之2巷15號,3.0,619.0,第五分局,120.6712436,24.17715225,水湳里
379.0,臺中市北屯區四平路1號,1.0,292.0,第五分局,120.6695952,24.17755201,大德里
380.0,臺中市北屯區四平路35-1號,1.0,991.0,第五分局,120.670512,24.17852352,大德里
381.0,臺中市北屯區四平路71號,1.0,244.0,第五分局,120.6717575,24.18024623,仁愛里
382.0,臺中市北屯區平德路103巷10號,1.0,500.0,第五分局,120.6704291,24.18374392,水湳里
383.0,臺中市北屯區平德路128號,2.0,589.0,第五分局,120.6701833,24.18516052,大德里
384.0,臺中市北屯區平德路142巷1號,1.0,416.0,第五分局,120.6700363,24.18556454,大德里
385.0,臺中市北屯區平德路187巷37號,2.0,750.0,第五分局,120.6688357,24.18534046,忠平里
386.0,臺中市北屯區平德路18巷33弄49號,1.0,183.0,第五分局,120.6721627,24.18314951,水湳里
387.0,臺中市北屯區平德路36號,1.0,1894.0,第五分局,120.6719834,24.18216438,水湳里
388.0,臺中市北屯區平德路62巷2號,1.0,100.0,第五分局,120.6718261,24.18308788,大德里
389.0,臺中市北屯區平德路96巷11號,1.0,183.0,第五分局,120.6712508,24.18398728,大德里
390.0,臺中市北屯區陳平路117巷46號,1.0,50.0,第五分局,120.6680327,24.18721369,忠平里
391.0,臺中市北屯區陳平路65巷1號,1.0,50.0,第五分局,120.6671578,24.18571409,忠平里
392.0,臺中市北屯區陳平路73號,1.0,33.0,第五分局,120.6675663,24.18553184,忠平里
393.0,臺中市北屯區陳平路77號,1.0,33.0,第五分局,120.6676954,24.18558145,忠平里
394.0,臺中市北屯區陳平路79號,1.0,33.0,第五分局,120.667786,24.18559286,忠平里
395.0,臺中市北屯區陳平路81號,1.0,33.0,第五分局,120.6678031,24.18560909,忠平里
396.0,臺中市北屯區陳平路83號,1.0,33.0,第五分局,120.6678294,24.1856534,忠平里
397.0,臺中市北屯區陳平路85號,1.0,33.0,第五分局,120.6678931,24.1856271,忠平里
398.0,臺中市北屯區陳平路87號,1.0,33.0,第五分局,120.6678726,24.18565313,忠平里
399.0,臺中市北屯區陳平路89號,1.0,33.0,第五分局,120.667893,24.1856717,忠平里
400.0,臺中市北屯區陳平路60巷21號,1.0,66.0,第五分局,120.6688229,24.18464354,忠平里
401.0,臺中市北屯區雷中街25巷13號,1.0,83.0,第五分局,120.6678854,24.18157409,陳平里
402.0,臺中市北屯區雷中街25巷3號,1.0,83.0,第五分局,120.6682238,24.18095913,陳平里
403.0,臺中市北屯區陳平路10巷2號,1.0,105.0,第五分局,120.6661735,24.18381486,陳平里
404.0,臺中市北屯區陳平路10巷7號,1.0,1515.0,第五分局,120.666357,24.18388411,陳平里
405.0,臺中市北屯區敦化路1段481號,2.0,156.0,第五分局,120.6677352,24.18739286,忠平里
406.0,臺中市北屯區敦化路1段509號,3.0,946.0,第五分局,120.6671048,24.18707,忠平里
407.0,臺中市北屯區敦化路1段629號,3.0,1596.0,第五分局,120.6645937,24.18583335,陳平里
408.0,臺中市北屯區華美西街2段470號,1.0,242.0,第五分局,120.6685625,24.17554455,水湳里
409.0,臺中市北屯區中平路758號,1.0,569.0,第五分局,120.6642208,24.18444573,新平里
410.0,臺中市北屯區中清路2段299號,1.0,33.0,第五分局,120.6681303,24.17852617,新平里
411.0,臺中市北屯區順平路147號,1.0,5192.0,第五分局,120.6629168,24.17911844,新平里
412.0,臺中市北屯區經貿路一段350號,1.0,4326.0,第五分局,120.6581078,24.18729577,新平里
413.0,臺中市北屯區經貿二路138號,1.0,520.0,第五分局,120.6605259,24.18749412,新平里
414.0,臺中市北屯區經貿路1段100號,3.0,1685.0,第五分局,120.6608034,24.17857639,新平里
415.0,臺中市北屯區經貿路1段120號,4.0,1204.0,第五分局,120.6608034,24.17857639,新平里
416.0,臺中市北屯區雷中街102巷1號,1.0,416.0,第五分局,120.6707932,24.18569303,大德里
417.0,臺中市北屯區雷中街112巷2號,1.0,955.0,第五分局,120.6711825,24.18543731,大德里
418.0,臺中市北屯區雷中街18巷22號,1.0,216.0,第五分局,120.6698351,24.18153499,大德里
419.0,臺中市北屯區雷中街19巷57號,1.0,260.0,第五分局,120.6671198,24.18184475,陳平里
420.0,臺中市北屯區雷中街19巷8號,1.0,166.0,第五分局,120.6680844,24.18075318,陳平里
421.0,臺中市北屯區雷中街21-3號,1.0,243.0,第五分局,120.6680599,24.18058232,陳平里
422.0,臺中市北屯區雷中街2-16號,1.0,374.0,第五分局,120.6680761,24.1802105,大德里
423.0,臺中市北屯區雷中街2巷24號,1.0,258.0,第五分局,120.6701679,24.18065608,大德里
424.0,臺中市北屯區雷中街2巷4號,1.0,166.0,第五分局,120.6694485,24.18144025,大德里
425.0,臺中市北屯區雷中街32巷65號,1.0,265.0,第五分局,120.670892,24.18107496,大德里
426.0,臺中市北屯區雷中街42巷1弄18號,1.0,104.0,第五分局,120.6702218,24.18355028,大德里
427.0,臺中市北屯區雷中街59巷7弄28號,1.0,364.0,第五分局,120.6688342,24.18312249,忠平里
428.0,臺中市北屯區雷中街61巷9號,1.0,333.0,第五分局,120.6692798,24.18347957,忠平里
429.0,臺中市北屯區雷中街66號,1.0,416.0,第五分局,120.6699171,24.18383531,大德里
430.0,臺中市北屯區雷中街95號,1.0,233.0,第五分局,120.6699706,24.18480745,忠平里
431.0,臺中市北屯區瀋陽北路113號,1.0,100.0,第五分局,120.6742366,24.17866521,水湳里
432.0,臺中市北屯區瀋陽北路13巷23號,1.0,333.0,第五分局,120.672132,24.17648192,水湳里
433.0,臺中市北屯區瀋陽北路13巷43號,1.0,1159.0,第五分局,120.6718006,24.17694862,水湳里
434.0,臺中市北屯區瀋陽北路65巷12號,1.0,1036.0,第五分局,120.6721875,24.17758118,水湳里
435.0,臺中市北屯區瀋陽北路67號,1.0,573.0,第五分局,120.6724256,24.17759772,水湳里
436.0,臺中市北屯區中清路二段989號,1.0,235.0,第五分局,120.6618076,24.18918319,新平里
437.0,臺中市北屯區東山路1段369號,1.0,108.0,第五分局,120.7168777,24.17557544,和平里
438.0,臺中市北屯區東山路2段75號,1.0,725.0,第五分局,120.7461559,24.19134947,大坑里
439.0,"臺中市北屯區廍子巷11號 ",1.0,2031.0,第五分局,120.7340712,24.1681432,廍子里
440.0,"臺中市北屯區廍子巷11號 ",1.0,479.0,第五分局,120.7340712,24.1681432,廍子里
441.0,"臺中市北屯區廍子巷11號 ",1.0,818.0,第五分局,120.7340712,24.1681432,廍子里
442.0,"臺中市北屯區廍子巷11號 ",1.0,328.0,第五分局,120.7340712,24.1681432,廍子里
443.0,"臺中市北屯區廍子巷11號 ",1.0,197.0,第五分局,120.7340712,24.1681432,廍子里
444.0,"臺中市北屯區廍子巷11號 ",1.0,11370.0,第五分局,120.7340712,24.1681432,廍子里
445.0,"臺中市北屯區廍子巷11號 ",1.0,6034.0,第五分局,120.7340712,24.1681432,廍子里
446.0,臺中市北屯區東山路2段66號之1,1.0,66.0,第五分局,120.7447125,24.18759807,大坑里
447.0,臺中市北屯區東山路2段66號之2,1.0,33.0,第五分局,120.7447125,24.18759807,大坑里
448.0,臺中市北屯區東山路2段66號之3,1.0,33.0,第五分局,120.7447125,24.18759807,大坑里
449.0,臺中市北屯區東山路2段98號,1.0,33.0,第五分局,120.7707522,24.19927462,大坑里
450.0,"臺中市北屯區太和一街123號 ",1.0,494.0,第五分局,120.7243335,24.16281021,廍子里
451.0,"臺中市北屯區太和一街133號 ",1.0,203.0,第五分局,120.7237786,24.16311385,廍子里
452.0,"臺中市北屯區太和五街88號 ",3.0,1286.0,第五分局,120.7239127,24.1652032,廍子里
453.0,臺中市北屯區太和東街120號,2.0,618.0,第五分局,120.7267262,24.16481655,廍子里
454.0,臺中市北屯區太和東街128號,1.0,307.0,第五分局,120.7266262,24.16474578,廍子里
455.0,"臺中市北屯區太和東街136號 ",3.0,1356.0,第五分局,120.7269007,24.16484308,廍子里
456.0,"臺中市北屯區太和東街188號 ",3.0,382.0,第五分局,120.7266357,24.16644719,廍子里
457.0,臺中市北屯區太和東街196號,1.0,215.0,第五分局,120.7263608,24.16639424,廍子里
458.0,"臺中市北屯區太和東街198號 ",3.0,320.0,第五分局,120.7271137,24.1627774,廍子里
459.0,臺中市北屯區太和東街8號,1.0,455.0,第五分局,120.7248356,24.16118947,廍子里
460.0,臺中市北屯區太和路一段223號,1.0,572.0,第五分局,120.7267295,24.16107789,廍子里
461.0,臺中市北屯區太原路3段1220號,1.0,724.0,第五分局,120.725396,24.16198312,廍子里
462.0,臺中市北屯區太原路3段1277號,1.0,785.0,第五分局,120.726061,24.16191219,廍子里
463.0,臺中市北屯區太原路3段1289號,1.0,1970.0,第五分局,120.726901,24.16167549,廍子里
464.0,臺中市北屯區太原路3段1299號,4.0,1950.0,第五分局,120.7178686,24.16029523,廍子里
465.0,"臺中市北屯區太原路二段1160號 ",3.0,388.0,第五分局,120.7179008,24.1603148,廍子里
466.0,"臺中市北屯區太原路三段1189號 ",3.0,1939.0,第五分局,120.7241054,24.16232763,廍子里
467.0,"臺中市北屯區太原路三段1317號 ",3.0,4961.0,第五分局,120.7295836,24.1612192,廍子里
468.0,"臺中市北屯區太祥路250號 ",1.0,552.0,第五分局,120.7314322,24.17143846,廍子里
469.0,臺中市北屯區太順五街118號,1.0,118.0,第五分局,120.7251438,24.16111291,廍子里
470.0,"臺中市北屯區太順東街8號 ",1.0,289.0,第五分局,120.7221274,24.15965801,廍子里
471.0,"臺中市北屯區太順路82號 ",3.0,1769.0,第五分局,120.7253756,24.15915142,廍子里
472.0,"臺中市北屯區太順路97號 ",1.0,2278.0,第五分局,120.7252861,24.15876017,廍子里
473.0,臺中市北屯區北坑巷60號,1.0,63.0,第五分局,120.7589113,24.17001861,民政里
474.0,臺中市北屯區橫坑巷46-2號,1.0,42.0,第五分局,120.7470042,24.17789772,民政里
475.0,臺中市北屯區橫坑巷46-5號,1.0,42.0,第五分局,120.7468816,24.17812953,民政里
476.0,臺中市北屯區軍和巷6號,1.0,58.0,第五分局,120.7252293,24.17842776,和平里
477.0,臺中市北屯區東山路1段369-4號,1.0,66.0,第五分局,120.7238472,24.17642572,和平里
478.0,臺中市北屯區東山路1段369-5號,1.0,66.0,第五分局,120.7252916,24.17658754,和平里
479.0,臺中市北屯區東山路1段369-8號,1.0,75.0,第五分局,120.7255854,24.1765533,和平里
480.0,臺中市北屯區東山路1段371號,1.0,58.0,第五分局,120.7268763,24.1768347,和平里
481.0,臺中市北屯區軍和街389巷30號,1.0,75.0,第五分局,120.7238722,24.17747345,和平里
482.0,"臺中市北屯區和順路425號 ",1.0,453.0,第五分局,120.7224268,24.1723553,和平里
483.0,"臺中市北屯區和福路236號 ",1.0,1159.0,第五分局,120.7236605,24.17576099,和平里
484.0,"臺中市北屯區東山路1段315號 ",1.0,166.0,第五分局,120.7169207,24.17545798,和平里
485.0,臺中市北屯區東山路1段332-1號,4.0,1470.0,第五分局,120.7237891,24.1762131,和平里
486.0,"臺中市北屯區東山路1段363號 ",1.0,308.0,第五分局,120.7168563,24.17562438,和平里
487.0,臺中市北屯區東山路1段365號,1.0,100.0,第五分局,120.7169421,24.17553629,和平里
488.0,臺中市北屯區東山路1段367號,1.0,208.0,第五分局,120.7169421,24.17562438,和平里
489.0,"臺中市北屯區東山路1段367號 ",1.0,208.0,第五分局,120.7169421,24.17562438,和平里
490.0,"臺中市北屯區東山路1段369號 ",3.0,1338.0,第五分局,120.7169528,24.17555586,和平里
491.0,"臺中市北屯區東山路1段394號 ",1.0,133.0,第五分局,120.7168348,24.17550692,和平里
492.0,"臺中市北屯區東山路2段112號 ",1.0,190.0,第五分局,120.7481616,24.19648686,大坑里
493.0,臺中市北屯區東山路2段151號,1.0,250.0,第五分局,120.7481616,24.19648686,大坑里
494.0,"臺中市北屯區東山路2段151號 ",1.0,166.0,第五分局,120.7450038,24.18312892,大坑里
495.0,"臺中市北屯區東山路2段56號 ",1.0,833.0,第五分局,120.746231,24.19131032,東山里
496.0,"臺中市北屯區東山路2段75號 ",1.0,586.0,第五分局,120.746231,24.19131032,大坑里
497.0,臺中市北屯區松竹路1段7-16號,1.0,330.0,第五分局,120.7301412,24.17682846,和平里
498.0,"臺中市北屯區建和路1段101號 ",3.0,1290.0,第五分局,120.7202507,24.16178302,廍子里
499.0,臺中市北屯區建和路1段107號,3.0,662.0,第五分局,120.7207847,24.16183895,廍子里
500.0,"臺中市北屯區建和路二段20號 ",1.0,415.0,第五分局,120.7246348,24.16729004,廍子里
501.0,"臺中市北屯區軍和街318號 ",3.0,1083.0,第五分局,120.7248066,24.17700495,和平里
502.0,臺中市北屯區軍和街320號,3.0,1083.0,第五分局,120.7248811,24.1770511,和平里
503.0,"臺中市北屯區軍和街378巷33號 ",1.0,100.0,第五分局,120.7266089,24.17699211,和平里
504.0,臺中市北屯區軍福13路269號,1.0,161.0,第五分局,120.7236532,24.17241075,和平里
505.0,"臺中市北屯區軍福13路95號 ",1.0,455.0,第五分局,120.7268954,24.17172221,廍子里
506.0,臺中市北屯區軍福15路261號,1.0,110.0,第五分局,120.7260941,24.17404374,和平里
507.0,"臺中市北屯區軍福16路346號 ",3.0,1649.0,第五分局,120.7237705,24.17547689,和平里
508.0,臺中市北屯區軍福7路5號,3.0,948.0,第五分局,120.7266891,24.1653956,廍子里
509.0,臺中市北屯區軍福7路70之2號,3.0,1077.0,第五分局,120.7254041,24.1655189,廍子里
510.0,"臺中市北屯區軍福七路158號 ",3.0,2707.0,第五分局,120.7232837,24.16591314,廍子里
511.0,"臺中市北屯區軍福七路168號 ",3.0,2055.0,第五分局,120.722244,24.16591253,廍子里
512.0,"臺中市北屯區軍福七路36號 ",3.0,1831.0,第五分局,120.7261159,24.16570227,廍子里
513.0,"臺中市北屯區軍福十七路32號 ",3.0,420.0,第五分局,120.7201252,24.17562744,和平里
514.0,"臺中市北屯區軍福十三200號 ",1.0,341.0,第五分局,120.724141,24.17265797,和平里
515.0,"臺中市北屯區軍福十三路210號 ",3.0,1310.0,第五分局,120.7239165,24.1726429,和平里
516.0,"臺中市北屯區軍福十三路300號 ",1.0,2218.0,第五分局,120.7238951,24.17269184,和平里
517.0,"臺中市北屯區軍福十五路316號 ",3.0,1364.0,第五分局,120.7193993,24.1730082,和平里
518.0,"臺中市北屯區軍福十五路332號 ",3.0,716.0,第五分局,120.7179008,24.1603148,和平里
519.0,"臺中市北屯區軍福十六285號 ",3.0,1564.0,第五分局,120.7241054,24.16232763,和平里
520.0,"臺中市北屯區軍福十六路271號 ",3.0,1811.0,第五分局,120.7295836,24.1612192,和平里
521.0,"臺中市北屯區祥順一街99號 ",1.0,252.0,第五分局,120.7202507,24.16178302,廍子里
522.0,"臺中市北屯區祥順六街125號 ",1.0,535.0,第五分局,120.7207847,24.16183895,廍子里
523.0,"臺中市北屯區祥順六街188號 ",3.0,1053.0,第五分局,120.7246348,24.16729004,廍子里
524.0,"臺中市北屯區祥順東路二段51號 ",3.0,2581.0,第五分局,120.7248066,24.17700495,廍子里
525.0,"臺中市北屯區祥順路1段420號 ",3.0,2069.0,第五分局,120.7248811,24.1770511,廍子里
526.0,臺中市北屯區祥順路1段482號,3.0,1491.0,第五分局,120.7266089,24.17699211,廍子里
527.0,臺中市北屯區祥順路2100號,3.0,552.0,第五分局,120.7236532,24.17241075,廍子里
528.0,臺中市北屯區祥順路2段181號,1.0,203.0,第五分局,120.7252916,24.17658754,和平里
529.0,臺中市北屯區祥順路2段60號,4.0,972.0,第五分局,120.7255854,24.1765533,廍子里
530.0,"臺中市北屯區祥順路一段502號 ",3.0,891.0,第五分局,120.7268763,24.1768347,廍子里
531.0,"臺中市北屯區景賢路129號 ",3.0,2515.0,第五分局,120.7447125,24.18759807,廍子里
532.0,"臺中市北屯區景賢路151號 ",1.0,1778.0,第五分局,120.7447125,24.18759807,廍子里
533.0,"臺中市北屯區景賢路161號 ",3.0,746.0,第五分局,120.7707522,24.19927462,廍子里
534.0,臺中市北屯區景賢路290號,1.0,574.0,第五分局,120.7243335,24.16281021,廍子里
535.0,臺中市北屯區景賢路68號,3.0,1052.0,第五分局,120.7266262,24.16474578,廍子里
536.0,"臺中市北屯區景賢路99號 ",3.0,1311.0,第五分局,120.7481616,24.19648686,廍子里
537.0,"臺中市北屯區新平路3段453號 ",1.0,694.0,第五分局,120.7268954,24.17172221,廍子里
538.0,臺中市北屯區廍子巷7弄59號,1.0,66.0,第五分局,120.7481616,24.19648686,廍子里
539.0,臺中市北屯區太和路一段218之1號,1.0,682.0,第五分局,120.7450038,24.18312892,廍子里
540.0,臺中市北屯區景賢路290號,1.0,1050.0,第五分局,120.746231,24.19131032,廍子里
