類別,建築物名稱,電腦編號,地址,緯度,經度,地下樓層數,可容納人數,轄管分局,停車場坡道,備註
,,EPA00206,杭州路33號,24.950884,121.235013,1,168.0,中壢分局,,普仁所
,,EPA00207,治平街51號,24.955775,121.238296,1,38.0,中壢分局,,普仁所
,,EPA00208,民享街8號,24.95435,121.236935,1,36.0,中壢分局,,普仁所
,,EPA00209,協同街12及14號,24.953485,121.239982,1,61.0,中壢分局,,普仁所
,,EPA00210,中山東路二段12號,24.954526,121.236883,1,26.0,中壢分局,,普仁所
,,EPA00211,延平路24號,24.964004,121.232939,1,168.0,中壢分局,,普仁所
,,EPA00213,治平街11號,24.954867,121.23736,1,46.0,中壢分局,,普仁所
,,EPA00215,治平街7號,24.954886,121.237325,1,44.0,中壢分局,,普仁所
,,EPA00217,中山東路二段14號,24.954593,121.237007,1,25.0,中壢分局,,普仁所
,,EPA00219,大仁五街13號,24.956268,121.240544,1,31.0,中壢分局,,普仁所
,,EPA00221,民有街25號,24.95357,121.237747,1,34.0,中壢分局,,普仁所
,,EPA00222,民有街27號,24.953586,121.237698,1,28.0,中壢分局,,普仁所
,,EPA00224,福州路74號,24.952406,121.232698,1,111.0,中壢分局,,普仁所
,,EPA00225,中北路二段330號,24.953547,121.230309,1,36.0,中壢分局,,普仁所
,,EPA00226,東明街84號,24.952577,121.230062,1,26.0,中壢分局,,普仁所
,,EPA00228,潮州街16號,24.951164,121.231025,1,60.0,中壢分局,,普仁所
,,EPA00229,廣州路199號,24.953078,121.232724,1,26.0,中壢分局,,普仁所
,,EPA00235,桂林街2號,24.949171,121.231221,1,37.0,中壢分局,,普仁所
,,EPA00239,嘉興二街20號,24.953755,121.233308,1,47.0,中壢分局,,普仁所
,,EPA00240,廣州路160號,24.952212,121.231744,1,27.0,中壢分局,,普仁所
,,EPA00241,中山東路一段149號,24.956979,121.232064,1,694.0,中壢分局,,普仁所
,,EPA00246,三和三街15號,24.954192,121.240655,1,50.0,中壢分局,,普仁所
,,EPA00248,三和三街7號,24.953818,121.240764,1,94.0,中壢分局,,普仁所
,,EPA00253,環中東路908號,24.952479,121.241133,1,38.0,中壢分局,,普仁所
,,EPA00254,環中東路898號,24.952703,121.241463,1,22.0,中壢分局,,普仁所
,,EPA00255,民有街25號,24.953589,121.237672,1,36.0,中壢分局,,普仁所
,,EPA00258,力行北街11號,24.953536,121.240257,1,38.0,中壢分局,,普仁所
,,EPA00259,中北路二段377號,24.954345,121.231217,1,64.0,中壢分局,,普仁所
,,EPA00264,廣州路144號,24.951946,121.231374,1,33.0,中壢分局,,普仁所
,,EPA00267,寶慶路56號,24.95135,121.229607,1,37.0,中壢分局,,普仁所
,中原大學,EPA00283,中北路200號,24.957731,121.240549,1,1384.0,中壢分局,,普仁所
,,EPA00287,桂林街74號,24.949818,121.232799,1,61.0,中壢分局,,普仁所
,,EPA00288,五華路53號,24.948496,121.232597,1,41.0,中壢分局,,普仁所
,,EPA00294,惠州街120號,24.946551,121.231298,1,44.0,中壢分局,,普仁所
,,EPA00296,福州路143號,24.950923,121.233787,1,26.0,中壢分局,,普仁所
,,EPA00298,惠州街54號,24.947759,121.233246,1,45.0,中壢分局,,普仁所
,,EPA00300,27鄰永康二路36號,24.958406,121.232192,1,148.0,中壢分局,,普仁所
,,EPA00303,環中東路900號,24.952553,121.241311,1,27.0,中壢分局,,普仁所
,,EPA00307,26鄰永康路26號,24.957607,121.231677,1,283.0,中壢分局,,普仁所
,,EPA00309,桂林街85號,24.949932,121.23305,1,50.0,中壢分局,,普仁所
,,EPA00310,桂林街83號,24.950033,121.233085,1,35.0,中壢分局,,普仁所
,,EPA00311,東明街84號,24.952577,121.230127,1,28.0,中壢分局,,普仁所
,,EPA00312,中北路二段330號,24.953527,121.230266,1,38.0,中壢分局,,普仁所
,,EPA00315,新中一街10巷11號,24.959653,121.243815,1,38.0,中壢分局,,普仁所
,,EPA00319,廣州路199號,24.953147,121.232767,1,25.0,中壢分局,,普仁所
,中原豪景,EPA00323,中山東路一段223巷129弄10號,24.958723,121.236746,1,79.0,中壢分局,,普仁所
,中原豪景,EPA00326,中山東路一段223巷129弄4號,24.959415,121.237338,1,27.0,中壢分局,,普仁所
,中原豪景,EPA00327,中山東路一段223巷129弄4號之2,24.95859,121.23655,1,52.0,中壢分局,,普仁所
,中原豪景,EPA00328,中山東路一段223巷129弄4號之6,24.958678,121.236625,1,52.0,中壢分局,,普仁所
,中原豪景,EPA00329,中山東路一段223巷129弄4號之8,24.958581,121.237194,1,76.0,中壢分局,,普仁所
,中原豪景,EPA00331,中山東路一段223巷129弄6號之4,24.958762,121.236634,1,52.0,中壢分局,,普仁所
,中原豪景,EPA00332,中山東路一段223巷129弄6號之6,24.958684,121.236988,1,52.0,中壢分局,,普仁所
,中原豪景,EPA00333,中山東路一段223巷129弄12號之6,24.958751,121.236979,1,52.0,中壢分局,,普仁所
,,EPA00335,中北路二段437巷9弄6號,24.955118,121.231627,1,55.0,中壢分局,,普仁所
,,EPA00336,20鄰潮州街20號,24.951154,121.231092,1,65.0,中壢分局,,普仁所
,,EPA00342,20鄰衡陽街8號,24.95058,121.231654,1,31.0,中壢分局,,普仁所
,,EPA00345,漢口路47號,24.953691,121.231026,1,35.0,中壢分局,,普仁所
,,EPA00346,14鄰金鋒二路65巷2號,24.949194,121.24798,1,222.0,中壢分局,,普仁所
,,EPA00352,甘肅一街31號,24.952876,121.234227,1,51.0,中壢分局,,普仁所
,,EPA00353,環中東路二段2號,24.951717,121.240357,1,33.0,中壢分局,,普仁所
,,EPA00357,20鄰國泰街12號,24.951683,121.239333,1,20.0,中壢分局,,普仁所
,,EPA00361,中北路二段446號,24.95485,121.233655,1,200.0,中壢分局,,普仁所
,,EPA00362,廣州路149號,24.952475,121.231681,1,37.0,中壢分局,,普仁所
,,EPA00363,福州路71號,24.952484,121.23347,1,52.0,中壢分局,,普仁所
,,EPA00364,寶慶路48號,24.951575,121.229618,1,34.0,中壢分局,,普仁所
,伯爵商務旅館,EPA00367,中北路二段437巷8號,24.954914,121.232201,1,333.0,中壢分局,,普仁所
,,EPA00383,福州路132號,24.950939,121.233419,1,21.0,中壢分局,,普仁所
,,EPA00384,廈門路159號,24.951009,121.233223,1,26.0,中壢分局,,普仁所
,家樂福中壢店,EPA00391,中山東路二段510號,24.946691,121.244701,1,13.0,中壢分局,,普仁所
,,EPA00415,普義路173號,24.960775,121.23169,2,987.0,中壢分局,,普仁所
,歡喜中原,EPA00416,新中北路151號,24.958889,121.238265,2,929.0,中壢分局,,普仁所
,普仁國小,EPA00425,中山東路二段425號,24.948608,121.244492,1,550.0,中壢分局,,普仁所
,,EPA00428,甘肅三街60號,24.952292,121.234278,1,204.0,中壢分局,,普仁所
,中原大學,EPA00440,中北路200號(中原大學),24.957606,121.240754,1,2437.0,中壢分局,,普仁所
,,EPA00445,福州路201號,24.950085,121.234275,1,254.0,中壢分局,,普仁所
,家樂福中壢店,EPA00447,中山東路二段510號,24.946837,121.244583,2,13945.0,中壢分局,,普仁所
,,EPA00540,普義路176號,24.961056,121.231932,1,55.0,中壢分局,,普仁所
,,EPA00541,新興北路22號,24.954695,121.230328,1,231.0,中壢分局,,普仁所
,,EPA00543,實踐路91巷11號,24.955031,121.241248,1,466.0,中壢分局,,普仁所
,,EPA00545,日新路33號,24.954683,121.239089,1,44.0,中壢分局,,普仁所
,,EPA00546,日新路35號,24.954602,121.23895,1,44.0,中壢分局,,普仁所
,,EPA00548,弘揚路81號,24.9541,121.242015,1,77.0,中壢分局,,普仁所
,,EPA00549,日新路74號,24.954903,121.239811,1,133.0,中壢分局,,普仁所
,,EPA00551,長沙路123號,24.950225,121.232166,1,32.0,中壢分局,,普仁所
,,EPA00552,龍岡路二段29號,24.947403,121.228262,1,9.0,中壢分局,,普仁所
,,EPA00563,龍岡路二段75號,24.946481,121.229575,1,140.0,中壢分局,,普仁所
,,EPA00573,龍和二街360號,24.940134,121.245349,1,406.0,中壢分局,,普仁所
,翰林華城,EPA00574,龍興路590號,24.9442,121.244669,1,2440.0,中壢分局,,普仁所
,,EPA00577,永康三街37號,24.957443,121.231654,1,645.0,中壢分局,,普仁所
,,EPA00578,甘肅一街14號,24.953121,121.234413,1,3570.0,中壢分局,,普仁所
,,EPA00579,八德路59號,24.960471,121.23175,1,338.0,中壢分局,,普仁所
,,EPA00582,廈門路17號,24.953319,121.232226,1,965.0,中壢分局,,普仁所
,耕心園,EPA00583,國泰街97號,24.950647,121.238552,1,76.0,中壢分局,,普仁所
,吉長名園,EPA00584,吉長街51號,24.946369,121.230313,1,319.0,中壢分局,,普仁所
,,EPA00589,普義路171號,24.96079,121.231749,1,541.0,中壢分局,,普仁所
,,EPA00591,龍興路403號,24.940499,121.242423,1,122.0,中壢分局,,普仁所
,中原豪景,EPA00594,中山東路一段223巷129弄43號,24.959104,121.236206,1,27.0,中壢分局,,普仁所
,,EPA00596,中山東路一段223巷131號,24.959114,121.238689,1,68.0,中壢分局,,普仁所
,中原天廈,EPA00599,協同街112號,24.955785,121.237963,1,1041.0,中壢分局,,普仁所
,中原豪景,EPA00601,中山東路一段223巷129弄39號之2,24.959327,121.236247,1,52.0,中壢分局,,普仁所
,中原豪景,EPA00602,中山東路一段223巷129弄37號,24.959011,121.236436,1,27.0,中壢分局,,普仁所
,中原豪景,EPA00603,中山東路一段223巷129弄41號之4,24.95928,121.236242,1,62.0,中壢分局,,普仁所
,中原豪景,EPA00604,中山東路一段223巷129弄41號,24.959221,121.235909,1,27.0,中壢分局,,普仁所
,中原豪景,EPA00607,中山東路一段223巷129弄43號之4,24.959179,121.236095,1,52.0,中壢分局,,普仁所
,中原豪景,EPA00608,中山東路一段223巷129弄43號之2,24.959335,121.235988,1,55.0,中壢分局,,普仁所
,中原豪景,EPA00610,中山東路一段223巷129弄18號之8,24.95897,121.237289,1,102.0,中壢分局,,普仁所
,中原豪景,EPA00611,中山東路一段223巷129弄18號之6,24.958941,121.237311,1,55.0,中壢分局,,普仁所
,中原豪景,EPA00612,中山東路一段223巷129弄18號之4,24.959019,121.237139,1,56.0,中壢分局,,普仁所
,,EPA00614,中北路34巷4號,24.955809,121.237102,1,66.0,中壢分局,,普仁所
,,EPA00615,新興北路31號,24.955164,121.231215,1,22.0,中壢分局,,普仁所
,,EPA00619,17鄰成都路56號,24.950419,121.231637,1,265.0,中壢分局,,普仁所
,,EPA00620,20鄰衡陽街30號,24.950419,121.230738,1,185.0,中壢分局,,普仁所
,,EPA00622,民享街5號,24.954229,121.237248,1,414.0,中壢分局,,普仁所
,,EPA00623,中山東路二段10號,24.954665,121.237033,1,247.0,中壢分局,,普仁所
,,EPA00624,新中一街12號,24.959609,121.243886,1,316.0,中壢分局,,普仁所
,,EPA00625,廣州路222號,24.953019,121.23363,1,661.0,中壢分局,,普仁所
,,EPA00626,南雄街25號,24.948264,121.233544,1,28.0,中壢分局,,普仁所
,,EPA00628,南雄街21號,24.94847,121.233942,1,72.0,中壢分局,,普仁所
,,EPA00629,中北路二段316號,24.953403,121.23025,1,594.0,中壢分局,,普仁所
,,EPA00630,福州路179號,24.950544,121.234379,1,260.0,中壢分局,,普仁所
,,EPA00631,甘肅二街30號,24.954727,121.235622,1,350.0,中壢分局,,普仁所
,,EPA00632,普義路124號,24.960000,121.232642,1,20.0,中壢分局,,普仁所
,,EPA00636,莒光路48號,24.952832,121.238321,1,325.0,中壢分局,,普仁所
,,EPA00637,新中北路404號,24.958657,121.243859,2,278.0,中壢分局,,普仁所
,,EPA00638,大仁街35巷31號,24.956623,121.241058,1,66.0,中壢分局,,普仁所
,,EPA00640,福州路24號,24.953791,121.232334,1,18.0,中壢分局,,普仁所
,,EPA00641,福州路26號,24.953712,121.232251,1,18.0,中壢分局,,普仁所
,,EPA00642,新興北路19號,24.954944,121.230603,1,21.0,中壢分局,,普仁所
,,EPA00643,新興北路23號,24.955056,121.230601,1,20.0,中壢分局,,普仁所
,,EPA00645,和祥街6號,24.951827,121.237705,1,37.0,中壢分局,,普仁所
,,EPA00650,中山東路一段151號,24.956877,121.232711,1,1063.0,中壢分局,,普仁所
,,EPA00652,幸福街37號,24.955298,121.237248,1,38.0,中壢分局,,普仁所
,,EPA00653,日新路104號,24.95554,121.241422,1,38.0,中壢分局,,普仁所
,,EPA00654,新中北路34巷4號,24.956232,121.236547,1,41.0,中壢分局,,普仁所
,,EPA00656,潮州街5號,24.950909,121.231066,1,48.0,中壢分局,,普仁所
,,EPA00657,協同二路9巷1號,24.954544,121.238827,1,55.0,中壢分局,,普仁所
,,EPA00662,22鄰和祥街84號,24.950381,121.236522,1,13.0,中壢分局,,普仁所
,,EPA00664,福州路151號,24.950741,121.23423,1,36.0,中壢分局,,普仁所
,,EPA00665,中北路二段347號,24.953847,121.230697,1,17.0,中壢分局,,普仁所
,,EPA00666,中北路二段349號,24.953985,121.231139,1,17.0,中壢分局,,普仁所
,,EPA01167,廣州路60號,24.950912,121.230174,2,813.0,中壢分局,,普仁所
,雅居小築,EPA01182,2鄰廣州路139號,24.952357,121.229995,2,301.0,中壢分局,,普仁所
,,EPA01183,2鄰廣州路210號,24.95284,121.233054,1,128.0,中壢分局,,普仁所
,,EPA01184,11鄰環中東路二段294號,24.94879,121.235278,2,2545.0,中壢分局,,普仁所
,,EPA01196,1鄰成都路10號,24.951652,121.230875,2,286.0,中壢分局,,普仁所
,,EPA01205,18鄰後興路一段90巷88號之1,24.94216,121.247844,2,4081.0,中壢分局,,普仁所
,,EPA01209,龍岡路二段29號,24.947384,121.228305,1,1861.0,中壢分局,,普仁所
,學金天下,EPA01231,18鄰福州二街515號,24.968779,121.234951,1,136.0,中壢分局,,普仁所
,,EPA01242,中北路二段208巷69號,24.952952,121.228462,3,3901.0,中壢分局,,普仁所
,大潤發,EPA01254,16鄰中北路二段468號,24.954541,121.234595,1,14913.0,中壢分局,,普仁所
,,EPA01255,22鄰實踐路229號,24.95774,121.239163,2,911.0,中壢分局,,普仁所
,,EPA01257,健行路229號,24.948156,121.230277,1,57782.0,中壢分局,,普仁所
,中原國小,EPA01259,11鄰中北路八十八號,24.95647,121.238251,1,74552.0,中壢分局,,普仁所
,,EPA01260,21鄰環中東路二段六一六號,24.945512,121.230847,2,19529.0,中壢分局,,普仁所
,中原師鄉,EPA01274,3鄰中山東路一段347號,24.955094,121.236778,2,537.0,中壢分局,,普仁所
,中原國小,EPA01291,11鄰中北路八十八號,24.956489,121.238809,1,10057.0,中壢分局,,普仁所
,,EPA01292,9鄰大仁二街三十九號,24.955,121.240656,2,11731.0,中壢分局,,普仁所
,,EPA01293,9鄰中華路二段三六九號之1,24.963179,121.236409,1,5360.0,中壢分局,,普仁所
,,EPA01306,8鄰溪州街二八八號,24.962554,121.230117,1,1000.0,中壢分局,,普仁所
,家樂福中原店,EPA01307,12鄰中華路二段五０一號,24.962698,121.23301,2,7881.0,中壢分局,,普仁所
,瑞恩帝兒環中幼稚園,EPA01309,新中北路558號,24.957053,121.24733,1,135.0,中壢分局,,普仁所
,中原大學,EPA01317,中北路200號,24.957731,121.240753,2,1001.0,中壢分局,,普仁所
,健行科大宿舍,EPA01320,19鄰後興路二段四六０號,24.945355,121.232095,1,1704.0,中壢分局,,普仁所
,,EPA01321,25鄰後興路一段一二八號,24.94159,121.247081,2,1068.0,中壢分局,,普仁所
,中原國小,EPA01322,11鄰中北路88號,24.956421,121.238198,1,1294.0,中壢分局,,普仁所
,中原大學,EPA01325,13鄰中北路200號,24.95747,121.240744,1,3325.0,中壢分局,,普仁所
,中原大學,EPA01329,13鄰中北路200號,24.957538,121.240776,1,2066.0,中壢分局,,普仁所
,,EPA01332,22鄰實踐路225-25號,24.957771,121.239481,1,2589.0,中壢分局,,普仁所
,,EPA01340,6鄰大仁五街2號,24.956176,121.240996,1,312.0,中壢分局,,普仁所
,維納斯花園社區,EPA01344,4鄰普義路223號等,24.962063,121.230834,2,4502.0,中壢分局,,普仁所
,,EPA01356,4鄰普義路237號,24.962362,121.230554,2,5547.0,中壢分局,,普仁所
,中原大學,EPA01366,13鄰中北路200號,24.957625,121.240776,1,676.0,中壢分局,,普仁所
,戀戀歐洲,EPA01367,3鄰中園路15號,24.965158,121.236271,2,1490.0,中壢分局,,普仁所
,,EPA01368,15鄰大勇一街38號,24.954213,121.240217,1,216.0,中壢分局,,普仁所
,,EPA01389,20鄰普忠路210號,24.9597,121.245925,1,1467.0,中壢分局,,普仁所
,青雲小富翁,EPA01391,11鄰龍岡路二段73巷39號,24.946363,121.229268,1,877.0,中壢分局,,普仁所
,站前藝術館,EPA01402,8鄰溪洲街1號,24.956485,121.229091,3,1731.0,中壢分局,,普仁所
,,EPA01411,10鄰中北路53號,24.957462,121.236085,1,855.0,中壢分局,,普仁所
,,EPA01433,16鄰新中一街２９號,24.960142,121.243965,1,242.0,中壢分局,,普仁所
,杭州勵緻,EPA01434,14鄰杭州路36號8樓之2,24.950428,121.23535,2,1541.0,中壢分局,,普仁所
,中原大學,EPA01442,13鄰中北路200號,24.957479,121.240787,2,2540.0,中壢分局,,普仁所
,青雲福邸,EPA01443,3鄰長沙路80號,24.949383,121.23053,1,280.0,中壢分局,,普仁所
,涵美賞,EPA01471,18鄰五華街69號,24.948126,121.231991,3,797.0,中壢分局,,普仁所
,中壢靈糧堂,EPA01475,14鄰杭州路71號,24.95135,121.235405,1,457.0,中壢分局,,普仁所
,伯爵與夫人,EPA01476,22鄰福州二街512號7樓之5,24.968296,121.235072,3,4613.0,中壢分局,,普仁所
,鼎藏富御,EPA01579,9鄰溪州三街68號,24.960632,121.230367,3,982.0,中壢分局,,普仁所
,鼎藏富御,EPA01601,9鄰溪州三街36號,24.960603,121.230335,3,817.0,中壢分局,,普仁所
,中原Double社區,EPA01612,15鄰新中二街18號,24.95868,121.243051,3,1397.0,中壢分局,,普仁所
,,EPA01635,13鄰惠州街114號三樓,24.94655,121.231464,2,657.0,中壢分局,,普仁所
,京松社區,EPA01637,23鄰龍興路606號,24.944632,121.244848,3,969.0,中壢分局,,普仁所
,"健行科技大學 
民生與設計學院",EPA01643,1鄰衡陽街93號,24.949549,121.229474,4,707.0,中壢分局,,普仁所
,花園城堡,EPA01645,25鄰龍慈路107號,24.94083,121.24517,3,1835.0,中壢分局,,普仁所
,中原大學熱誠宿舍,EPA01658,20鄰普忠路202號,24.960806,121.245769,1,622.0,中壢分局,,普仁所
,,EPA01711,18鄰普忠里18鄰新中北路499號,24.9587,121.246213,1,86.0,中壢分局,,普仁所
,,EPA01713,8鄰五華街100號,24.948179,121.2317,1,371.0,中壢分局,,普仁所
,,EPA01719,19鄰育樂路36號五樓,24.964336,121.235196,2,1533.0,中壢分局,,普仁所
,三鶯鼎硯,EPA01726,25鄰龍慈路190號2樓,24.941969,121.245176,3,1435.0,中壢分局,,普仁所
,宏曆園,EPA01753,18鄰中園路121號,24.967725,121.236313,3,553.0,中壢分局,,普仁所
,,EPA01808,20鄰普忠路163號,24.961249,121.245742,1,63.0,中壢分局,,普仁所
,鼎藏青境,EPA01829,龍慈路85號,24.943151,121.2473171,2,3927.0,中壢分局,,普仁所
,,EPA01847,龍慈路5號,24.94408323,121.2482622,2,2972.0,中壢分局,,普仁所
,,EPA01858,5鄰中山東路一段17號,24.95624443,121.2294008,2,310.0,中壢分局,,普仁所
大樓,何嘉仁,EPA00451,12鄰中豐北路63號,24.963433,121.220349,1,917.0,中壢分局,,興國所
公家機構,行政院環保署環境檢驗所,EPA00452,3鄰民族路三段260號,24.960783,121.192286,1,7284.0,中壢分局,,興國所
教育機構,中央大學,EPA00453,7鄰中大路38號,24.965733,121.195863,1,2296.0,中壢分局,,興國所
教育機構,中壢高中,EPA00459,三光路115號,24.962378,121.211029,1,1544.0,中壢分局,,興國所
透天,科聚實業公司,EPA00460,16鄰民權路三段334巷52號,24.977928,121.214066,1,226.0,中壢分局,,興國所
教育機構,新明國小,EPA00461,20鄰中央西路二段97號,24.95939,121.215707,1,2330.0,中壢分局,,興國所
公寓,業昇建設,EPA00462,24鄰王子街1號,24.96101,121.213816,1,598.0,中壢分局,,興國所
大樓,雅銘建設,EPA00463,16鄰三光路58號,24.960965,121.210708,3,918.0,中壢分局,,興國所
透天,財團法人中華基督教中壢浸信會,EPA00464,22鄰民族路55號,24.956046,121.213732,1,321.0,中壢分局,,興國所
透天,鄭春英宅,EPA00467,7鄰民權路二段17號,24.967474,121.216535,1,107.0,中壢分局,,興國所
透天,劉月娥宅,EPA00468,7鄰環西路二段328號,24.965005,121.214233,1,100.0,中壢分局,,興國所
大樓,張再湘宅,EPA00470,18鄰三光路317號,24.964469,121.214237,1,1562.0,中壢分局,,興國所
公寓,黃秀珠宅,EPA00472,11鄰中央西路二段270號,24.96117,121.211349,1,515.0,中壢分局,,興國所
教育機構,新明國小,EPA00473,20鄰中央西路二段97號,24.959419,121.215792,1,397.0,中壢分局,,興國所
大樓,李國興宅,EPA00475,20鄰光輝二路17巷1號,24.964751,121.218469,1,531.0,中壢分局,,興國所
透天,陳朝錦宅,EPA00476,18鄰環北路39號,24.966428,121.217767,1,56.0,中壢分局,,興國所
透天,許忠興宅,EPA00477,13鄰三光路126號,24.962582,121.212314,1,41.0,中壢分局,,興國所
教育機構,中央大學,EPA00479,3鄰中大路38號,24.96835,121.195226,1,795.0,中壢分局,,興國所
教育機構,中央大學,EPA00482,3鄰中大路38號,24.968213,121.187136,1,1685.0,中壢分局,,興國所
透天,黃文和宅,EPA00486,8鄰民族路310巷10號,24.957839,121.2083,1,46.0,中壢分局,,興國所
透天,莊訓勇宅,EPA00491,5鄰環西路28號,24.958493,121.20746,1,44.0,中壢分局,,興國所
透天,陳秀棋宅,EPA00492,5鄰環西路20號,24.958296,121.207135,1,36.0,中壢分局,,興國所
透天,程王梅妹宅,EPA00508,5鄰民族路310巷7號,24.958038,121.207971,1,30.0,中壢分局,,興國所
透天,程王梅妹宅,EPA00509,5鄰民族路310巷9號,24.95801,121.207887,1,30.0,中壢分局,,興國所
透天,楊連順宅,EPA00511,5鄰民族路310巷15號,24.958356,121.208082,1,40.0,中壢分局,,興國所
透天,林繼江宅,EPA00513,21鄰環西路81號,24.959819,121.206599,1,186.0,中壢分局,,興國所
透天,黃英智宅,EPA00514,8鄰民族路310巷28號,24.958084,121.20844,1,62.0,中壢分局,,興國所
透天,黃哲煒宅,EPA00518,38鄰王子街52號,24.961535,121.214594,1,65.0,中壢分局,,興國所
大樓,喜林莊建設,EPA00519,35鄰白馬莊120號,24.962008,121.213051,1,2113.0,中壢分局,,興國所
公寓,黃鎮宇宅,EPA00525,37鄰王子街74號,24.961683,121.214097,1,617.0,中壢分局,,興國所
公寓,陳增房宅,EPA00526,36鄰王子街76號,24.961631,121.214142,1,623.0,中壢分局,,興國所
透天,楊姚坤鍾宅,EPA00528,33鄰白馬莊92號,24.962739,121.212788,1,43.0,中壢分局,,興國所
公寓,賴忠信宅,EPA00529,26鄰中央西路二段231號,24.962177,121.21463,1,667.0,中壢分局,,興國所
透天,莊琇瑩宅,EPA00532,29鄰三光路128號,24.962705,121.211889,1,44.0,中壢分局,,興國所
透天,游珍祥宅,EPA00533,2鄰新生路273號,24.963682,121.223131,1,30.0,中壢分局,,興國所
透天,劉永祥宅,EPA00534,正明街10號,24.95785,121.203992,1,54.0,中壢分局,,興國所
透天,銘升建設,EPA00537,16鄰正光街84號,24.958624,121.203045,1,150.0,中壢分局,,興國所
透天,曾彩雲宅,EPA00670,10鄰中豐路204號,24.960873,121.219638,1,16.0,中壢分局,,興國所
透天,華泰大旅社,EPA00671,3鄰中美路二段120號,24.960289,121.221352,1,41.0,中壢分局,,興國所
透天,黃志成宅,EPA00672,5鄰中豐路21號,24.964339,121.22035,1,43.0,中壢分局,,興國所
透天,吳文軒宅,EPA00673,10鄰中豐路216號,24.960532,121.219605,1,46.0,中壢分局,,興國所
透天,張鑑堯宅,EPA00676,5鄰民權路52號,24.956264,121.217263,1,61.0,中壢分局,,興國所
透天,陳新火宅,EPA00678,7鄰長安路11號,24.957975,121.207135,1,27.0,中壢分局,,興國所
透天,劉守乾宅,EPA00680,9鄰義民路40號,24.954104,121.216657,1,56.0,中壢分局,,興國所
透天,陳仲謙宅,EPA00682,4鄰民族路306號,24.95773,121.208135,1,73.0,中壢分局,,興國所
透天,張純妹宅,EPA00685,4鄰民族路174號,24.956423,121.210947,1,157.0,中壢分局,,興國所
透天,彭羅秀森宅,EPA00686,4鄰民族路268號,24.957432,121.208842,1,95.0,中壢分局,,興國所
透天,宋樹林宅,EPA00689,19鄰民族路二段158號,24.957621,121.204305,1,27.0,中壢分局,,興國所
透天,范玉界宅,EPA00690,19鄰民族路二段162號,24.957704,121.204275,1,64.0,中壢分局,,興國所
公寓,李國明宅,EPA00691,4鄰民權路362號,24.964009,121.217344,1,393.0,中壢分局,,興國所
公寓,黃秀雄宅,EPA00694,19鄰明德路280號,24.961884,121.217241,1,614.0,中壢分局,,興國所
透天,台灣聖教會,EPA00695,17鄰中央西路二段61號,24.958849,121.216933,1,54.0,中壢分局,,興國所
公寓,高源煥宅,EPA00698,17鄰民權路157號,24.959344,121.217102,1,574.0,中壢分局,,興國所
公寓,鍾華建設,EPA00701,20鄰新明路117號,24.960417,121.215136,1,424.0,中壢分局,,興國所
大樓,白馬大樓,EPA00702,13鄰民權路226號,24.960954,121.217827,2,1120.0,中壢分局,,興國所
透天,黃金妹,EPA00703,12鄰環西路二段71巷10號,24.963733,121.20845,1,68.0,中壢分局,,興國所
透天,陳富豐,EPA00707,15鄰中正路712號,24.955743,121.216315,1,83.0,中壢分局,,興國所
透天,溫頑臣,EPA00708,17鄰環西路二段15號,24.962264,121.207951,1,44.0,中壢分局,,興國所
大樓,廖昭一宅,EPA00711,18鄰環北路73號,24.966514,121.218687,1,2090.0,中壢分局,,興國所
透天,劉潁宅,EPA00712,6鄰環北路86號,24.9645,121.229314,1,33.0,中壢分局,,興國所
透天,邱奕基宅,EPA00716,16鄰中正路624號,24.959938,121.210773,1,72.0,中壢分局,,興國所
教育機構,中壢高中,EPA00718,13鄰中央西路二段300號,24.958607,121.218078,1,1615.0,中壢分局,,興國所
教育機構,中壢高中,EPA00720,13鄰中央西路二段300號,24.958626,121.21825,1,2490.0,中壢分局,,興國所
教育機構,中壢高中,EPA00721,13鄰中央西路二段300號,24.958626,121.21825,1,641.0,中壢分局,,興國所
教育機構,中壢高中,EPA00722,13鄰中央西路二段300號,24.958626,121.21825,1,577.0,中壢分局,,興國所
透天,黎玉梅宅,EPA00724,11鄰環西路二段247號,24.965315,121.212278,1,107.0,中壢分局,,興國所
透天,林秋金宅,EPA00726,5鄰中豐路49巷11號,24.963745,121.220463,1,38.0,中壢分局,,興國所
透天,張國柱宅,EPA00727,7鄰中豐路70號,24.963082,121.220263,1,87.0,中壢分局,,興國所
透天,詹勳能宅,EPA00728,14鄰環北路168巷2弄11號,24.966059,121.221088,1,115.0,中壢分局,,興國所
透天,陳玉枝宅,EPA00729,7鄰中豐路72號,24.96286,121.220486,1,67.0,中壢分局,,興國所
公寓,簡秋塗宅,EPA00732,5鄰中豐路49巷17號,24.963231,121.220812,1,464.0,中壢分局,,興國所
透天,古明開宅,EPA00737,5鄰中明路16號,24.957726,121.216842,1,164.0,中壢分局,,興國所
公寓,亞士都建設,EPA00738,6鄰中山路438號,24.958859,121.21626,1,364.0,中壢分局,,興國所
大樓,王年坤宅,EPA00739,4鄰中明東路9號,24.957509,121.217398,1,862.0,中壢分局,,興國所
透天,黃永輝宅,EPA00740,6鄰中山路452號,24.956964,121.216797,1,85.0,中壢分局,,興國所
透天,劉范姜秀英宅,EPA00741,4鄰民權路96號,24.957727,121.21739,1,33.0,中壢分局,,興國所
