類別,建築物名稱,電腦編號,地址,緯度,經度,地下樓層數,可容納人數,轄管分局,停車場坡道,備註
,科學家,EPA01186,24鄰仁福四街31號(4383965),24.940767,121.255651,3,2152.0,中壢分局,,仁愛所
,,EPA01187,20鄰榮民南路817巷1弄1號(4162325),24.939307,121.256723,1,2943.0,中壢分局,,仁愛所
,富麗前程,EPA01194,5鄰同慶路348號(4361233),24.939981,121.257197,2,2344.0,中壢分局,,仁愛所
,春虹e吉邦,EPA01229,12鄰華美一路14號(4632055),24.951195,121.260214,2,6227.0,中壢分局,,仁愛所
,太子鳳凰城B座,EPA01315,28鄰金蜂四街七十六號二樓(4381392),24.945909,121.248676,2,1318.0,中壢分局,,仁愛所
,太子鳳凰城A座,EPA01316,29鄰金蜂四街五十一號三樓(4381389),24.945919,121.248676,2,1174.0,中壢分局,,仁愛所
,太子假期,EPA01339,27鄰金鋒四街50巷2號(4666331),24.945665,121.248636,3,1289.0,中壢分局,,仁愛所
,湖映左岸,EPA01348,25鄰仁福五街19號(4386037),24.941387,121.255087,2,2158.0,中壢分局,,仁愛所
,典藏伊莎,EPA01362,10鄰仁德四街110號(4388103),24.953101,121.261446,2,1289.0,中壢分局,,仁愛所
,,EPA01374,2鄰光明路二段2巷2-1號(4382617),24.938925,121.258135,2,1506.0,中壢分局,,仁愛所
,,EPA01380,16鄰龍東路631號(4382617),24.937915,121.25856,2,1506.0,中壢分局,,仁愛所
,臻品社區,EPA01390,11鄰中山東路3段317號(4372755),24.941326,121.251392,2,6350.0,中壢分局,,仁愛所
,,EPA01399,18鄰中山東路三段429巷57弄20號,24.940072,121.253981,1,591.0,中壢分局,,仁愛所
,太子天廈,EPA01404,1鄰中山東路三段55號,24.94556,121.247933,4,2153.0,中壢分局,,仁愛所
,臻第社區,EPA01406,6鄰仁德五街16號,24.953563,121.262161,3,5250.0,中壢分局,,仁愛所
,鼎藏精華,EPA01438,5鄰興仁路二段648巷46號,24.957931,121.26427,1,911.0,中壢分局,,仁愛所
,天朵,EPA01446,11鄰新中北路二段170巷66號2樓,24.954569,121.263083,2,2807.0,中壢分局,,仁愛所
,,EPA01508,1鄰中山東路三段111號,24.944661,121.248463,1,77.0,中壢分局,,仁愛所
,,EPA01582,10鄰功學社新村359-1號2樓,24.95538,121.255245,1,254.0,中壢分局,,仁愛所
,泊水漾,EPA01628,6鄰華勛街208巷90弄30號,24.965874,121.225035,3,1722.0,中壢分局,,仁愛所
,双囍大廈,EPA01640,10鄰中山東路3段481巷50弄30號,24.938019,121.254643,1,106.0,中壢分局,,仁愛所
,禮居,EPA01659,15鄰榮民南路279巷11號,24.95151,121.257235,2,1248.0,中壢分局,,仁愛所
,龍城,EPA01668,7鄰華勛街79巷12弄19號,24.946894,121.260012,2,862.0,中壢分局,,仁愛所
,禮昂,EPA01672,2鄰榮民南路279巷16號,24.951481,121.257278,2,603.0,中壢分局,,仁愛所
,天祥,EPA01675,4鄰華美三路355號三樓之2,24.946332,121.258924,3,2888.0,中壢分局,,仁愛所
,普忠大道,EPA01686,22鄰普忠路591號十五樓,24.954703,121.251392,2,1479.0,中壢分局,,仁愛所
,天郡,EPA01782,4鄰華美三路329號九樓,24.946413,121.258873,3,1907.0,中壢分局,,仁愛所
,悠活居,EPA01814,16鄰晉元路337巷66號7樓之3,24.953345,121.265371,1,429.0,中壢分局,,仁愛所
,,EPA00430,2鄰興農路125號,24.973783,121.257886,2,1443.0,中壢分局,,內壢所
,,EPA00441,1鄰忠孝路162號,24.976624,121.25527,1,270.0,中壢分局,,內壢所
,,EPA00455,9鄰成章三街143巷3號,24.98205,121.256608,2,5271.0,中壢分局,,內壢所
,,EPA00781,11鄰忠孝路43號,24.97372,121.256298,1,174.0,中壢分局,,內壢所
,,EPA00783,7鄰成章三街136號,24.981721,121.256811,1,521.0,中壢分局,,內壢所
,,EPA00787,1鄰忠孝路157號,24.976802,121.254966,2,356.0,中壢分局,,內壢所
,,EPA00797,16鄰成章二街98號,24.979523,121.257853,1,130.0,中壢分局,,內壢所
,,EPA00805,14鄰福德路109號,24.975627,121.257634,1,16.0,中壢分局,,內壢所
,,EPA00806,14鄰福德路103號,24.975556,121.257644,1,70.0,中壢分局,,內壢所
,,EPA00808,5鄰仁和街42巷1號,24.980288,121.257553,1,249.0,中壢分局,,內壢所
,,EPA00809,13鄰成功路156巷35弄4號,24.977125,121.261105,1,1259.0,中壢分局,,內壢所
,,EPA00810,15鄰忠勤街79號,24.975059,121.257378,1,77.0,中壢分局,,內壢所
,,EPA00811,14鄰成功路94巷16號,24.975723,121.260593,1,22.0,中壢分局,,內壢所
,,EPA00812,1鄰成章一街188號,24.975635,121.260786,1,134.0,中壢分局,,內壢所
,,EPA00814,8鄰文化路13巷8弄1號,24.972198,121.25486,1,36.0,中壢分局,,內壢所
,,EPA00816,15鄰忠勤街53號,24.974988,121.25656,1,395.0,中壢分局,,內壢所
,,EPA00817,13鄰興農路154號,24.974125,121.258756,1,40.0,中壢分局,,內壢所
,,EPA00818,19鄰信義路45號,24.973748,121.255627,1,43.0,中壢分局,,內壢所
,,EPA01161,7鄰成功路79巷40及42號,24.965403,121.231752,1,222.0,中壢分局,,內壢所
,,EPA01241,10鄰仁愛路35號,24.973103,121.256296,1,132.0,中壢分局,,內壢所
,,EPA01285,11鄰福德路二十號,24.973974,121.259421,1,31763.0,中壢分局,,內壢所
,,EPA01324,22鄰文化路162號,24.975203,121.25347,1,406.0,中壢分局,,內壢所
,,EPA01335,10鄰成章二街452號等,24.980764,121.254951,2,4016.0,中壢分局,,內壢所
,,EPA01341,15鄰大華路57號,24.978414,121.25887,1,828.0,中壢分局,,內壢所
,,EPA01351,15鄰元生三街135號,24.979154,121.253982,2,2823.0,中壢分局,,內壢所
,,EPA01375,1鄰文化路302號,24.977968,121.251773,2,1360.0,中壢分局,,內壢所
,,EPA01473,12鄰興農路106號,24.97366,121.257507,1,202.0,中壢分局,,內壢所
,,EPA01629,13鄰成章一街88號13樓之1,24.97711,121.257898,3,2230.0,中壢分局,,內壢所
,,EPA01642,2鄰忠孝路166號,24.976963,121.255717,3,1332.0,中壢分局,,內壢所
,,EPA01673,2鄰忠孝路170號,24.977098,121.255636,3,1315.0,中壢分局,,內壢所
,,EPA01747,15鄰福華街11號,24.974492,121.248193,1,423.0,中壢分局,,內壢所
,,EPA01772,18鄰成章二街422號5樓,24.981096,121.256027,3,815.0,中壢分局,,內壢所
,,EPA01864,15鄰文成南街13巷15號,24.97893022,121.2530395,1,735.0,中壢分局,,內壢所
,,EPA00373,定寧路31號,24.99343,121.250116,1,557.0,中壢分局,,文化所
,,EPA00374,高邊路1號,24.989103,121.240124,1,377.0,中壢分局,,文化所
,,EPA00377,18鄰自強四路9號,24.972392,121.241104,1,304.0,中壢分局,,文化所
,,EPA00378,13鄰合江路2號,24.983865,121.24692,1,4554.0,中壢分局,,文化所
,,EPA00379,合定路26號之1,24.98793,121.244248,1,344.0,中壢分局,,文化所
,,EPA00381,合定路4號,24.987603,121.240628,1,205.0,中壢分局,,文化所
,,EPA00382,6鄰自強一路4號,24.969133,121.244711,1,793.0,中壢分局,,文化所
,,EPA00433,新北園路14號,24.989442,121.24213,1,123.0,中壢分局,,文化所
,,EPA00434,合定路23號,24.989291,121.247267,1,98.0,中壢分局,,文化所
,,EPA00442,定安路1號,24.991341,121.241357,1,98.0,中壢分局,,文化所
,,EPA00449,13鄰北園路24號,24.981265,121.242672,1,1181.0,中壢分局,,文化所
,,EPA00450,25鄰自強一路121號,24.97816,121.244396,1,961.0,中壢分局,,文化所
,,EPA00854,5鄰南園路2號之5,24.968461,121.240248,1,11.0,中壢分局,,文化所
,,EPA00856,4鄰中園路87及89號,24.966672,121.236146,1,186.0,中壢分局,,文化所
,,EPA00857,5鄰中華路二段152號,24.966117,121.240051,1,15.0,中壢分局,,文化所
,,EPA00858,5鄰中華路二段188號,24.965958,121.23926,1,197.0,中壢分局,,文化所
,,EPA00860,5鄰中華路二段189巷185號,24.961949,121.240297,1,42.0,中壢分局,,文化所
,,EPA00861,6鄰中華路二段239號,24.966661,121.238238,1,214.0,中壢分局,,文化所
,,EPA00864,5鄰南園路2號之3,24.968492,121.240137,1,164.0,中壢分局,,文化所
,,EPA00869,4鄰中華路一段793號,24.967549,121.247272,1,128.0,中壢分局,,文化所
,,EPA00871,4鄰中華路一段867號,24.967445,121.24503,1,54.0,中壢分局,,文化所
,,EPA00873,2鄰中華路一段550號,24.971173,121.252381,1,1503.0,中壢分局,,文化所
,,EPA00874,2鄰中華路一段644巷36弄5號,24.970582,121.249638,1,1153.0,中壢分局,,文化所
,,EPA00877,25鄰自強四路9號,24.972499,121.241544,1,304.0,中壢分局,,文化所
,,EPA00879,20鄰復華街319號,24.976919,121.247744,1,1136.0,中壢分局,,文化所
,,EPA00881,20鄰自強四路11號,24.972381,121.240177,1,277.0,中壢分局,,文化所
,,EPA00882,20鄰復華街107巷17號,24.971331,121.247081,1,916.0,中壢分局,,文化所
,,EPA00886,14鄰復華街107巷20弄8號,24.971338,121.247344,1,171.0,中壢分局,,文化所
,,EPA00889,長樂四街13號之7,24.978687,121.249686,1,147.0,中壢分局,,文化所
,,EPA00890,25鄰自強五路2號,24.973437,121.242172,1,88.0,中壢分局,,文化所
,,EPA00899,20鄰吉林路20號,24.979332,121.243468,1,33.0,中壢分局,,文化所
,,EPA00904,20鄰吉林路22號,24.979296,121.244058,1,222.0,中壢分局,,文化所
,,EPA00917,13鄰北園路22號之1,24.980286,121.242698,1,44.0,中壢分局,,文化所
,,EPA00922,10鄰北園路24號,24.981167,121.242619,1,222.0,中壢分局,,文化所
,,EPA00924,北園二路6號,24.986621,121.244391,1,888.0,中壢分局,,文化所
,,EPA00925,合江路16號,24.9849,121.242229,1,222.0,中壢分局,,文化所
,,EPA00928,高邊路1號,24.989103,121.240124,1,442.0,中壢分局,,文化所
,,EPA00929,合定路26號之1,24.988027,121.244194,1,344.0,中壢分局,,文化所
,,EPA00930,合定路29號,24.989703,121.249595,1,51.0,中壢分局,,文化所
,,EPA00932,定康路15號,24.990368,121.247392,1,178.0,中壢分局,,文化所
,,EPA00936,松江北路29號,24.990381,121.248396,1,121.0,中壢分局,,文化所
,,EPA00937,合定路4號,24.987574,121.24066,1,205.0,中壢分局,,文化所
,,EPA00938,定寧路31號,24.99343,121.250116,1,1001.0,中壢分局,,文化所
,,EPA01168,新北園路20號,24.9903887,121.241764,1,1038.0,中壢分局,,文化所
,,EPA01173,5鄰自強三路3號,24.96817,121.243516,1,1956.0,中壢分局,,文化所
,,EPA01188,24鄰長春路261巷2之1號,24.976727,121.245102,2,2513.0,中壢分局,,文化所
,,EPA01202,定安路1號,24.991321,121.241292,2,1695.0,中壢分局,,文化所
,,EPA01217,1鄰長春路96號,24.978726,121.248115,2,1579.0,中壢分局,,文化所
,,EPA01218,合圳北路二段570號,25.009102,121.247222,1,25.0,中壢分局,,文化所
,,EPA01227,24鄰長春路255號,24.977062,121.245234,3,1325.0,中壢分局,,文化所
,,EPA01228,21鄰長春路150之1號,24.978187,121.247164,2,770.0,中壢分局,,文化所
,,EPA01233,9鄰中華路一段550號,24.971237,121.252436,2,4735.0,中壢分局,,文化所
,,EPA01246,11鄰自強四路8號,24.972951,121.240817,1,543.0,中壢分局,,文化所
,,EPA01247,中園路二段501號,25.001717,121.228447,2,17431.0,中壢分局,,文化所
,,EPA01281,11鄰自強二路1號,24.970022,121.245489,1,1680.0,中壢分局,,文化所
,,EPA01303,31鄰文化二路161號,24.974601,121.251593,1,1745.0,中壢分局,,文化所
,,EPA01304,北園路18號,24.97767,121.242184,1,7881.0,中壢分局,,文化所
,,EPA01305,8鄰中華路一段450號,24.973261,121.253977,1,16204.0,中壢分局,,文化所
,,EPA01331,11鄰自強四路3號,24.971644,121.243411,1,1279.0,中壢分局,,文化所
,,EPA01334,10鄰文化二路256號,24.977053,121.25116,1,1889.0,中壢分局,,文化所
,,EPA01336,中園路二段506號,24.999446,121.230533,1,433.0,中壢分局,,文化所
,,EPA01337,10鄰文化二路343號,24.978167,121.250649,1,1197.0,中壢分局,,文化所
,,EPA01338,10鄰長樂街69巷12號,24.977237,121.250229,1,770.0,中壢分局,,文化所
,,EPA01342,3鄰中華路一段560號,24.969988,121.251456,1,1294.0,中壢分局,,文化所
,,EPA01343,7鄰復華一街108號,24.971202,121.248974,1,308.0,中壢分局,,文化所
,,EPA01345,28鄰自強一路42號,24.975837,121.244599,3,3043.0,中壢分局,,文化所
,,EPA01347,19鄰自強六路67號,24.974641,121.248579,3,969.0,中壢分局,,文化所
,,EPA01349,3鄰中華路一段556號,24.970105,121.251893,2,4665.0,中壢分局,,文化所
,,EPA01350,3鄰長興街8號,24.9701,121.250882,1,3516.0,中壢分局,,文化所
,,EPA01355,31鄰文化二路272號,24.977644,121.250899,2,1571.0,中壢分局,,文化所
,,EPA01358,定寧路31-1號,24.993728,121.249702,2,2482.0,中壢分局,,文化所
,,EPA01360,10鄰文化二路305號1樓,24.978756,121.250831,1,4428.0,中壢分局,,文化所
,,EPA01369,6鄰松江南路1號,24.980649,121.245261,1,696.0,中壢分局,,文化所
,,EPA01371,28鄰自強一路32號6樓,24.975485,121.245144,1,1122.0,中壢分局,,文化所
,,EPA01373,31鄰文化二路318號12樓,24.978835,121.250226,2,3119.0,中壢分局,,文化所
,,EPA01377,1鄰中園路18號,24.965143,121.236476,3,3542.0,中壢分局,,文化所
,,EPA01383,21鄰長春五路48號,24.979316,121.247901,2,1813.0,中壢分局,,文化所
,,EPA01393,3鄰中華路一段550-6號,24.971737,121.252072,3,40549.0,中壢分局,,文化所
,,EPA01415,21鄰長春五路60號,24.979351,121.247846,2,5188.0,中壢分局,,文化所
,,EPA01420,24鄰長春一路288號,24.980521,121.251704,1,963.0,中壢分局,,文化所
,,EPA01423,1鄰中園路36-10號12樓,24.965671,121.236492,3,2651.0,中壢分局,,文化所
,,EPA01430,高下路1號,24.987972,121.240508,1,1397.0,中壢分局,,文化所
,,EPA01437,8鄰復華街306號9樓,24.976501,121.248471,3,2004.0,中壢分局,,文化所
,,EPA01447,3鄰北園路22號之1,24.980324,121.242366,1,1572.0,中壢分局,,文化所
,,EPA01474,10鄰中華路一段805巷30弄76號,24.965653,121.246481,4,5040.0,中壢分局,,文化所
,,EPA01488,3鄰長興街35號3樓,24.971296,121.250429,2,3027.0,中壢分局,,文化所
,,EPA01489,18鄰復華街218號,24.974681,121.248305,3,704.0,中壢分局,,文化所
,,EPA01490,2鄰南園路2-1號,24.966782,121.240942,無,103.0,中壢分局,,文化所
,,EPA01512,新北園路20號,24.99033,121.241732,1,815.0,中壢分局,,文化所
,,EPA01517,3鄰中華路一段572號,24.969852,121.251642,3,4340.0,中壢分局,,文化所
,,EPA01518,3鄰中華路一段566號,24.969833,121.25174,3,19958.0,中壢分局,,文化所
,,EPA01526,3鄰長興街150巷16號7樓,24.973069,121.250225,2,5580.0,中壢分局,,文化所
,,EPA01538,10鄰中華路一段835巷66弄21號,24.967221,121.245748,4,5040.0,中壢分局,,文化所
,,EPA01539,6鄰北園路31-1號,24.98295,121.24224,1,120.0,中壢分局,,文化所
,,EPA01565,3鄰長興街58號,24.971541,121.250456,3,978.0,中壢分局,,文化所
,,EPA01566,16鄰長樂二街19號10樓之5,24.977999,121.248954,3,2291.0,中壢分局,,文化所
,,EPA01580,10鄰中華路一段789號,24.968106,121.246842,2,3475.0,中壢分局,,文化所
,,EPA01605,33鄰長春路122號,24.978297,121.247672,2,1122.0,中壢分局,,文化所
,,EPA01648,11鄰自強一路4號,24.969123,121.244626,無,495.0,中壢分局,,文化所
,,EPA01654,吉林北路5-2號,24.98786,121.249611,2,1111.0,中壢分局,,文化所
,,EPA01660,高下路2號,24.988911,121.239994,1,1651.0,中壢分局,,文化所
,,EPA01687,24鄰長春路183巷17號三樓,24.977359,121.246928,2,2460.0,中壢分局,,文化所
,,EPA01690,合定路28號,24.988997,121.245346,1,130.0,中壢分局,,文化所
,,EPA01693,3鄰長興街150巷17號3樓,24.973319,121.25046,2,1962.0,中壢分局,,文化所
,,EPA01716,6鄰合江路16號,24.984948,121.241725,1,1895.0,中壢分局,,文化所
,,EPA01721,21鄰長春二路136號,24.978624,121.247336,1,808.0,中壢分局,,文化所
,,EPA01731,24鄰長春路183巷51號,24.977127,121.246886,2,1822.0,中壢分局,,文化所
,,EPA01735,內定二街139巷121弄5號(下內壢73-8號),24.98542,121.252935,1,111.0,中壢分局,,文化所
,,EPA01741,20鄰長樂二街101號,24.977003,121.246733,3,820.0,中壢分局,,文化所
,,EPA01746,14鄰吉林路109-1號,24.983155,121.25003,1,421.0,中壢分局,,文化所
,,EPA01751,20鄰復華九街92號,24.975835,121.247076,1,360.0,中壢分局,,文化所
,,EPA01759,24鄰長春路189號,24.977558,121.246512,2,872.0,中壢分局,,文化所
,,EPA01767,20鄰復華十一街56號八樓,24.975845,121.246801,2,2102.0,中壢分局,,文化所
,,EPA01776,2鄰東園路2號,24.967209,121.239961,1,883.0,中壢分局,,文化所
,,EPA01791,5鄰中華路二段201號,24.965157,121.239293,2,536.0,中壢分局,,文化所
,,EPA01793,新北園路11號,24.990157,121.241342,1,1212.0,中壢分局,,文化所
,,EPA01813,24鄰復華十一街67號,24.975839,121.246849,2,453.0,中壢分局,,文化所
,,EPA01840,內定六街289號,24.99873,121.252016,1,53.0,中壢分局,,文化所
,,EPA01846,吉利七街56號,24.98261936,121.2523871,2,832.0,中壢分局,,文化所
,,EPA01854,1鄰合定路20號,24.98824637,121.2432619,1,504.0,中壢分局,,文化所
,,EPA01856,21鄰長春二路256號,24.97752864,121.2448722,2,1091.0,中壢分局,,文化所
,邦國建設永福路華廈,EPA00022,6鄰永福路780號,24.961753,121.255499,1,569.0,中壢分局,,自強所
,新津和府,EPA00429,13鄰榮安九街6號,24.962219,121.258158,2,796.0,中壢分局,,自強所
,校園芳鄰,EPA00431,18鄰莊敬路146號,24.968364,121.257249,1,1202.0,中壢分局,,自強所
,大學市二期,EPA00454,13鄰莊敬路127號,24.969496,121.257366,3,4088.0,中壢分局,,自強所
,榮民路253華廈,EPA00780,15鄰榮民路253號,24.964521,121.261714,1,223.0,中壢分局,,自強所
,自強國中,EPA00782,9鄰榮民路80號,24.968865,121.260648,1,265.0,中壢分局,,自強所
,商辦大樓,EPA00785,17鄰榮民路128號,24.967739,121.260386,1,147.0,中壢分局,,自強所
,萬代福,EPA00786,11鄰榮安十五街28號,24.961378,121.258629,1,2694.0,中壢分局,,自強所
,榮民路210號華廈,EPA00788,14鄰榮民路210號,24.965684,121.260744,1,257.0,中壢分局,,自強所
,元智金套房,EPA00793,16鄰興仁路二段23號,24.968457,121.262856,1,88.0,中壢分局,,自強所
,一般民宅,EPA00799,21鄰興仁路二段67巷99弄11號,24.967732,121.264246,1,50.0,中壢分局,,自強所
,一般民宅,EPA00800,21鄰興仁路二段67巷103弄1號,24.967313,121.264578,1,618.0,中壢分局,,自強所
,一般民宅,EPA00801,21鄰興仁路二段67巷79弄6號之1,24.967689,121.263823,1,190.0,中壢分局,,自強所
,一般民宅,EPA00802,21鄰興仁路二段67巷99弄1號,24.967248,121.264322,1,236.0,中壢分局,,自強所
,一般民宅,EPA00803,21鄰興仁路二段67巷79弄7號,24.967757,121.263579,1,135.0,中壢分局,,自強所
,一般民宅,EPA00804,26鄰榮光街37號,24.965651,121.261327,1,34.0,中壢分局,,自強所
,榮光街11號華廈,EPA00813,26鄰榮光街11號,24.965681,121.262082,1,140.0,中壢分局,,自強所
,好機會社區,EPA01159,16鄰莊敬路126號,24.969405,121.257305,1,3318.0,中壢分局,,自強所
,彩頭市社區,EPA01162,1鄰莊敬路102號,24.970259,121.257187,2,911.0,中壢分局,,自強所
,統領大國,EPA01163,22鄰榮安一街234號,24.96429,121.260069,2,1250.0,中壢分局,,自強所
,陸光國宅,EPA01197,22鄰環中東路24號,24.962721,121.255103,3,1058.0,中壢分局,,自強所
,蜜之屋,EPA01198,16鄰莊敬路865號,24.964013,121.254313,1,565.0,中壢分局,,自強所
,興仁國小,EPA01199,16鄰遠東路210號,24.968095,121.262789,1,622.0,中壢分局,,自強所
,元智e生活,EPA01214,22鄰榮安一街198號,24.96467,121.260744,1,3569.0,中壢分局,,自強所
,自立國小,EPA01223,永福路1200號(原自立1號),24.96843,121.251411,1,531.0,中壢分局,,自強所
,心動一期,EPA01230,13鄰榮安八街88號,24.961889,121.259081,1,103.0,中壢分局,,自強所
,迅得機械,EPA01239,15鄰榮民路421號,24.960808,121.261745,1,658.0,中壢分局,,自強所
,一般民宅,EPA01240,15鄰榮安七街17號,24.962969,121.259665,2,1863.0,中壢分局,,自強所
,還中愛樂,EPA01249,39鄰環中東路232巷2號,24.962838,121.255398,2,2058.0,中壢分局,,自強所
,悠活18,EPA01261,27鄰環中東路一八八號,24.964164,121.257897,3,13506.0,中壢分局,,自強所
,依莎城堡,EPA01279,41鄰環中東路260號,24.962186,121.254856,2,16504.0,中壢分局,,自強所
,中華電信,EPA01280,14鄰興仁路一段188號,24.969158,121.261687,2,47997.0,中壢分局,,自強所
,自強國中,EPA01283,20鄰榮民路80號,24.968962,121.260519,1,602.0,中壢分局,,自強所
,元智大學,EPA01284,5鄰遠東路一三五號,24.970433,121.263377,4,3069.0,中壢分局,,自強所
,精忠國宅,EPA01286,14鄰精忠二街六十號,24.970263,121.256224,2,6018.0,中壢分局,,自強所
,精忠國宅,EPA01287,9鄰精忠二街三十一號,24.970293,121.256501,3,29770.0,中壢分局,,自強所
,精忠國宅,EPA01288,13鄰精忠三街一號,24.970369,121.256564,2,8778.0,中壢分局,,自強所
,精忠國宅,EPA01289,2鄰精忠二街5號,24.970254,121.256662,2,3325.0,中壢分局,,自強所
,陸光國宅,EPA01296,10鄰陸光一街七號,24.96651,121.258886,2,13549.0,中壢分局,,自強所
,優-PARK,EPA01297,21鄰榮安十三街二０五號,24.962426,121.260651,2,1245.0,中壢分局,,自強所
,陸光國宅,EPA01298,14鄰陸光五街十二號,24.966084,121.2578,2,3700.0,中壢分局,,自強所
,陸光國宅,EPA01299,11鄰陸光一街二十二號,24.966775,121.258414,2,30389.0,中壢分局,,自強所
,陸光國宅,EPA01300,8鄰陸光一街六號,24.966404,121.258857,2,31617.0,中壢分局,,自強所
,陸光國宅,EPA01301,13鄰陸光一街31號,24.967111,121.258026,2,34491.0,中壢分局,,自強所
,自立國宅,EPA01310,自立五街82號(原自立新村一號),24.966425,121.251279,2,7606.0,中壢分局,,自強所
,自立國宅,EPA01311,11鄰榮安一街四三一號,24.963721,121.258303,2,4071.0,中壢分局,,自強所
,自立國宅,EPA01312,12鄰榮安一街四０五號,24.965176,121.25559,2,4475.0,中壢分局,,自強所
,,EPA01318,9鄰永福路一一三六號,24.963266,121.253003,2,21210.0,中壢分局,,自強所
,優-PARK,EPA01323,21鄰榮安十三街195號,24.962484,121.260957,2,1977.0,中壢分局,,自強所
,環中音樂季,EPA01333,39鄰環中東路206巷23號2樓,24.963691,121.256582,3,3498.0,中壢分局,,自強所
,自立國小,EPA01346,7鄰永福路1200號,24.968478,121.251807,1,1159.0,中壢分局,,自強所
,雅硯社區,EPA01363,24鄰永福路926號1樓,24.962563,121.254118,2,543.0,中壢分局,,自強所
,元智生活會館,EPA01364,12鄰興仁路二段89號,24.966833,121.262973,1,3142.0,中壢分局,,自強所
,水悅社區,EPA01382,27鄰莊敬路829巷3號,24.963685,121.254902,2,8110.0,中壢分局,,自強所
,裕邦華廈,EPA01396,20鄰環中東路33號,24.962125,121.255175,1,315.0,中壢分局,,自強所
,元智大富翁,EPA01403,12鄰興安一街36號,24.966581,121.264461,3,1771.0,中壢分局,,自強所
,維多利亞社區,EPA01418,20鄰自強里富國街35號,24.96851,121.257838,2,1708.0,中壢分局,,自強所
,長榮醫院,EPA01422,20鄰環中東路150號,24.964584,121.257801,2,714.0,中壢分局,,自強所
,元智生活會館,EPA01426,12鄰興仁路二段67巷38號,24.967465,121.263025,3,2231.0,中壢分局,,自強所
,幸福樂章,EPA01466,11鄰榮安八街37號,24.962518,121.258957,2,581.0,中壢分局,,自強所
,振祥富御,EPA01537,17鄰莊敬路829巷48號,24.963474,121.254738,2,1295.0,中壢分局,,自強所
,富律社區,EPA01609,3鄰興仁路2段436號6樓之6,24.961923,121.264004,2,375.0,中壢分局,,自強所
,豐達心藝社區,EPA01620,4鄰榮安十二街12號二樓,24.961915,121.255828,2,796.0,中壢分局,,自強所
,,EPA01665,7鄰榮和六街118號2樓,24.963521,121.265305,2,862.0,中壢分局,,自強所
,心悅三品社區,EPA01700,24鄰榮民路285巷24弄22號2樓,24.963472,121.262245,2,454.0,中壢分局,,自強所
,康鈞湛社區,EPA01710,20鄰莊敬里20鄰陸光五街71號,24.96677,121.256809,2,1097.0,中壢分局,,自強所
,和遠大學城,EPA01720,7鄰興仁路二段331號十樓之3,24.96496,121.263393,2,1879.0,中壢分局,,自強所
,自強派出所,EPA01729,20鄰強國路68號,24.967969,121.258368,1,2030.0,中壢分局,,自強所
,迅得機械,EPA01730,15鄰榮民路421號,24.960682,121.261348,1,445.0,中壢分局,,自強所
,朝陽君逸,EPA01743,25鄰榮安一街360號,24.964464,121.256713,2,1006.0,中壢分局,,自強所
,朝陽君悅,EPA01783,29鄰強國路29號十一樓,24.967822,121.259287,2,2584.0,中壢分局,,自強所
,62非營利幼兒園,EPA01786,1鄰永福路1166號,24.967559,121.252103,1,202.0,中壢分局,,自強所
,百川豐硯,EPA01843,榮安八街76號十三樓之5,24.962493,121.25874,2,1554.0,中壢分局,,自強所
,寶復科技公司,EPA01244,11鄰民權路三段1149號,24.991533,121.208504,1,535.0,中壢分局,,青埔所
,清境,EPA01384,4鄰民權路3段995巷2號,24.987257,121.208219,1,275.0,中壢分局,,青埔所
,城市之鑽,EPA01410,1鄰文興路412號2樓,24.999668,121.210234,1,640.0,中壢分局,,青埔所
,鋒橋建設,EPA01419,5鄰青埔六街47號,25.005247,121.217182,1,436.0,中壢分局,,青埔所
,帝元家堡,EPA01425,7鄰領航南路二段191號,25.004212,121.214138,1,527.0,中壢分局,,青埔所
,大園高中,EPA01429,27鄰大成路二段8號,25.0233465,121.2171286,1,2077.0,中壢分局,,青埔所
,城市之星,EPA01431,6鄰永泰路１６５號,25.009883,121.203273,2,1707.0,中壢分局,,青埔所
,城市之光,EPA01432,1鄰文德路９６號,25.001656,121.207766,2,2436.0,中壢分局,,青埔所
,宸宜進寶,EPA01448,6鄰民權路四段479號,25.009348,121.201861,1,1213.0,中壢分局,,青埔所
,國際高鐵新站特區,EPA01451,7鄰致遠一路278號,25.007193,121.215177,2,1547.0,中壢分局,,青埔所
,城市首席,EPA01458,3鄰青溪路二段129號,25.017014,121.223737,2,2293.0,中壢分局,,青埔所
,宜誠僑峰,EPA01462,1鄰領航南路一段172號13樓,25.00058,121.206277,2,3111.0,中壢分局,,青埔所
,鋒橋淳光,EPA01464,6鄰青埔路二段321號,25.00444,121.218446,2,1521.0,中壢分局,,青埔所
,國際高鐵晶站社區,EPA01465,5鄰高鐵站前西路一段206號,25.010182,121.216258,2,835.0,中壢分局,,青埔所
,國際高鐵帝景特區,EPA01477,35鄰致祥三街48號,25.008542,121.211394,2,846.0,中壢分局,,青埔所
,新世紀特區,EPA01485,7鄰領航北路二段81號,25.00753,121.202239,2,1916.0,中壢分局,,青埔所
,佳瑞M+,EPA01486,4鄰高鐵站前西路二段107號2樓,25.006957,121.220214,3,1254.0,中壢分局,,青埔所
,首富社區,EPA01491,35鄰致祥一街95號,25.008815,121.212434,2,1788.0,中壢分局,,青埔所
,麒寶國際會館,EPA01492,6鄰民權路四段730號,25.012682,121.203551,2,1107.0,中壢分局,,青埔所
