電腦編號,村里別,地址,緯經度,地下樓層數,可容納人數,轄管分局,備註
民權國小,WXA00355,臺北市松山區三民路167巷1號,"25.061734,121.56294",1,1304.0,松山分局,
大樓,WXA00217,臺北市松山區敦化北路120巷17號,"25.053864,121.54716",1,1194.0,松山分局,
大樓,WXA00939,臺北市松山區長春路472號,"25.054393,121.54637",1,1993.0,松山分局,
公寓,WXA00940,臺北市松山區長春路490號,"25.054383,121.547019",1,385.0,松山分局,
公寓,WXA00941,臺北市松山區長春路498號,"25.054371,121.547354",1,937.0,松山分局,
公寓,WXA00942,臺北市松山區長春路510號,"25.054362,121.547723",1,824.0,松山分局,
大樓,WXA00965,臺北市松山區南京東路三段305號,"25.051981,121.546806",1,494.0,松山分局,
大樓,WXA00966,臺北市松山區南京東路三段311號,"25.05198,121.547122",1,814.0,松山分局,
公寓,WXA00967,臺北市松山區南京東路三段333號,"25.051974,121.547432",1,368.0,松山分局,
公寓,WXA00996,臺北市松山區南京東路三段303巷14弄10號,"25.053578,121.547223",1,629.0,松山分局,
公寓,WXA00997,臺北市松山區南京東路三段303巷18號,"25.053542,121.546819",1,1592.0,松山分局,
大樓,WXA00998,臺北市松山區南京東路三段303巷18號之1,"25.053647,121.546828",1,145.0,松山分局,
大樓,WXA00999,臺北市松山區南京東路三段303巷22號,"25.053794,121.546815",1,97.0,松山分局,
公寓,WXA01000,臺北市松山區南京東路三段303巷8號之1,"25.052714,121.546847",1,289.0,松山分局,
公寓,WXA01002,臺北市松山區南京東路三段303巷14弄6號,"25.053272,121.547336",2,774.0,松山分局,
公寓,WXA01001,臺北市松山區南京東路三段303巷14弄15號,"25.053415,121.547321",1,180.0,松山分局,
公寓,WXA01005,臺北市松山區南京東路三段303巷6弄1號,"25.052506,121.546862",1,322.0,松山分局,
大樓,WXA01006,臺北市松山區南京東路三段303巷6弄10號,"25.052341,121.547477",1,105.0,松山分局,
大樓,WXA01007,臺北市松山區南京東路三段303巷6弄5號,"25.052506,121.547021",1,638.0,松山分局,
大樓,WXA01011,臺北市松山區南京東路三段303巷8弄1號,"25.052989,121.546822",1,920.0,松山分局,
公寓,WXA01012,臺北市松山區南京東路三段303巷8弄4號,"25.052783,121.547027",1,317.0,松山分局,
公寓,WXA01016,臺北市松山區南京東路三段335巷21號,"25.053464,121.547568",2,998.0,松山分局,
公寓,WXA01368,臺北市松山區敦化北路102號,"25.053343,121.548441",3,950.0,松山分局,
大樓,WXA01369,臺北市松山區敦化北路112號,"25.053576,121.548571",1,661.0,松山分局,
大樓,WXA01370,臺北市松山區敦化北路122號,"25.054182,121.548501",2,1762.0,松山分局,
大樓,WXA01404,臺北市松山區敦化北路120巷16號,"25.054022,121.547558",1,473.0,松山分局,
公寓,WXA01405,臺北市松山區敦化北路120巷50號,"25.054037,121.546881",1,438.0,松山分局,
公寓,WXA01759,臺北市松山區南京東路三段331號,"25.051988,121.547286",3,586.0,松山分局,
公寓,WXA01857,臺北市松山區南京東路三段303巷6弄8號,"25.052351,121.547391",1,286.0,松山分局,
大樓,WXA01867,臺北市松山區敦化北路120巷28號,"25.054023,121.547184",1,808.0,松山分局,
大樓,WXA00063,臺北市松山區八德路二段437巷10弄20號,"25.04973,121.546496",1,154.0,松山分局,
大樓,WXA00066,臺北市松山區八德路二段437巷10弄7號,"25.049613,121.547021",1,182.0,松山分局,
公寓,WXA00975,臺北市松山區南京東路三段344號,"25.051562,121.548019",1,1418.0,松山分局,
公寓,WXA01018,臺北市松山區南京東路三段338號,"25.051963,121.547995",1,440.0,松山分局,
公寓,WXA01403,臺北市松山區敦化北路56號,"25.050789,121.548548",2,1517.0,松山分局,
大樓,WXA01472,臺北市松山區敦化北路4巷1號,"25.050059,121.547343",1,136.0,松山分局,
大樓,WXA01474,臺北市松山區敦化北路50巷1號,"25.050546,121.548191",1,297.0,松山分局,
大樓,WXA01475,臺北市松山區敦化北路50巷5號,"25.05055,121.547966",1,58.0,松山分局,
大樓,WXA01852,臺北市松山區敦化北路88號,"25.051354,121.548501",2,3200.0,松山分局,
公寓,WXA00018,臺北市松山區八德路二段439號,"25.04831,121.546955",1,694.0,松山分局,
公寓,WXA00019,臺北市松山區八德路二段447號,"25.048309,121.547147",1,476.0,松山分局,
公寓,WXA00020,臺北市松山區八德路二段449號,"25.048307,121.547323",1,154.0,松山分局,
大樓,WXA00061,臺北市松山區八德路二段437巷10弄2號,"25.049738,121.547377",1,112.0,松山分局,
大樓,WXA00067,臺北市松山區八德路二段437巷6弄1號,"25.049166,121.546992",1,136.0,松山分局,
大樓,WXA00068,臺北市松山區八德路二段437巷6弄2號,"25.049302,121.547088",1,153.0,松山分局,
大樓,WXA00069,臺北市松山區八德路二段437巷6弄20號,"25.049315,121.546392",1,633.0,松山分局,
大樓,WXA00071,臺北市松山區八德路二段437巷7弄1號,"25.04933,121.547387",1,174.0,松山分局,
大樓,WXA00072,臺北市松山區八德路二段451巷1號,"25.048542,121.547361",1,276.0,松山分局,
大樓,WXA00622,臺北市松山區八德路二段437巷6弄4號,"25.049305,121.546961",1,225.0,松山分局,
大樓,WXA01776,臺北市松山區八德路二段437巷6弄7號,"25.049042,121.546689",3,2046.0,松山分局,
大樓,WXA01814,臺北市松山區八德路二段391號,"25.04833,121.546261",1,1205.0,松山分局,
大樓,WXA00031,臺北市松山區南京東路三段256巷51號,"25.049378,121.544599",1,209.0,松山分局,
大樓,WXA00830,臺北市松山區南京東路三段256巷39號,"25.050039,121.544635",1,321.0,松山分局,
大樓,WXA00928,臺北市松山區長安東路二段215號,"25.048369,121.544424",2,2202.0,松山分局,
大樓,WXA00929,臺北市松山區長安東路二段219號,"25.048349,121.54483",1,832.0,松山分局,
大樓,WXA00930,臺北市松山區長安東路二段294號,"25.048124,121.545379",1,125.0,松山分局,
大樓,WXA00979,臺北市松山區南京東路三段256巷46號,"25.048825,121.544746",1,830.0,松山分局,
大樓,WXA01298,臺北市松山區復興北路1號,"25.047968,121.544158",1、2,2554.0,松山分局,
大樓,WXA01314,臺北市松山區復興北路33號,"25.049985,121.544217",2,720.0,松山分局,
大樓,WXA01888,臺北市松山區長安東路二段225號,"25.048425,121.545337",1,10714.0,松山分局,
大樓,WXA00002,臺北市松山區南京東路三段256巷11-19號,"25.051134,121.544648",1,265.0,松山分局,
大樓,WXA00032,臺北市松山區敦化北路4巷46號,"25.050253,121.545333",1,46.0,松山分局,
大樓,WXA00775,臺北市松山區敦化北路4巷52號,"25.05028,121.545041",1,368.0,松山分局,
大樓,WXA00795,臺北市松山區敦化北路4巷50號,"25.050324,121.545162",1,386.0,松山分局,
大樓,WXA00872,臺北市松山區敦化北路4巷60號,"25.050277,121.544619",1,221.0,松山分局,
大樓,WXA00951,臺北市松山區南京東路三段248號,"25.051642,121.54458",2、3,2874.0,松山分局,
大樓,WXA00956,臺北市松山區南京東路三段258號,"25.051629,121.544828",1,168.0,松山分局,
大樓,WXA00958,臺北市松山區南京東路三段272號,"25.051621,121.545424",1,201.0,松山分局,
大樓,WXA09060,臺北市松山區南京東路三段278號,"25.051618,121.545613",1,300.0,松山分局,
大樓,WXA00976,臺北市松山區南京東路三段256巷21號,"25.050754,121.544669",1,40.0,松山分局,
大樓,WXA00978,臺北市松山區南京東路三段256巷24號,"25.050398,121.544747",1,198.0,松山分局,
大樓,WXA00981,臺北市松山區南京東路三段256巷20弄12號,"25.050654,121.545164",2,152.0,松山分局,
大樓,WXA00982,臺北市松山區南京東路三段256巷20弄13號,"25.050784,121.545531",1,300.0,松山分局,
大樓,WXA00983,臺北市松山區南京東路三段256巷20弄14號,"25.050608,121.545261",1,186.0,松山分局,
大樓,WXA00984,臺北市松山區南京東路三段256巷20弄6號,"25.05064,121.544933",1,118.0,松山分局,
大樓,WXA00985,臺北市松山區南京東路三段256巷20弄8號,"25.050616,121.545015",1,221.0,松山分局,
大樓,WXA01330,臺北市松山區復興北路57號,"25.050474,121.544229",1,2012.0,松山分局,
大樓,WXA01331,臺北市松山區復興北路69號,"25.050858,121.544234",1,174.0,松山分局,
大樓,WXA01332,臺北市松山區復興北路73號,"25.051045,121.544241",1,449.0,松山分局,
大樓,WXA01356,臺北市松山區復興北路81巷20號,"25.05113,121.544989",1,93.0,松山分局,
大樓,WXA01357,臺北市松山區復興北路81巷27號,"25.051276,121.545255",1,376.0,松山分局,
大樓,WXA01358,臺北市松山區復興北路81巷30號,"25.051079,121.545357",1,557.0,松山分局,
大樓,WXA01729,臺北市松山區南京東路三段256巷20弄9號,"25.050816,121.545216",1,310.0,松山分局,
大樓,WXA01799,臺北市松山區南京東路三段256巷21-27號,"25.050754,121.544669",1,181.0,松山分局,
大樓,WXA01855,臺北市松山區復興北路81巷25號,"25.051286,121.544936",1,1301.0,松山分局,
大樓,WXA01864,臺北市松山區復興北路81巷6號,"25.051137,121.544464",1,186.0,松山分局,
大樓,WXA01885,臺北市松山區敦化北路4巷36號,"25.050257,121.545592",1,529.0,松山分局,
大樓,WXA01894,臺北市松山區敦化北路4巷37號,"25.050097,121.545154",1,109.0,松山分局,
大樓,WXA00935,臺北市松山區長春路420號,"25.054449,121.544559",1,565.0,松山分局,
大樓,WXA00936,臺北市松山區長春路432號,"25.054441,121.544883",1,272.0,松山分局,
大樓,WXA00937,臺北市松山區長春路438號,"25.054428,121.545001",1,1174.0,松山分局,
大樓,WXA00955,臺北市松山區南京東路三段255號,"25.052029,121.544619",1,1058.0,松山分局,
大樓,WXA00957,臺北市松山區南京東路三段259號,"25.052026,121.544918",2,280.0,松山分局,
大樓,WXA00959,臺北市松山區南京東路三段275號,"25.052012,121.545638",1,729.0,松山分局,
大樓,WXA00961,臺北市松山區南京東路三段285號,"25.052008,121.545839",1,882.0,松山分局,
大樓,WXA00962,臺北市松山區南京東路三段287號,"25.051998,121.546149",1,1577.0,松山分局,
大樓,WXA00964,臺北市松山區南京東路三段301號,"25.051987,121.546637",1,449.0,松山分局,
大樓,WXA00993,臺北市松山區南京東路三段269巷2號之1,"25.052329,121.545483",1,370.0,松山分局,
大樓,WXA00994,臺北市松山區南京東路三段269巷6號之1,"25.052503,121.545676",1,1121.0,松山分局,
大樓,WXA01003,臺北市松山區南京東路三段303巷3弄2號,"25.052537,121.54655",1,317.0,松山分局,
大樓,WXA01004,臺北市松山區南京東路三段303巷3弄4號,"25.052537,121.546396",1,1153.0,松山分局,
大樓,WXA01009,臺北市松山區南京東路三段303巷7弄5號,"25.052816,121.546457",1、2,660.0,松山分局,
大樓,WXA01017,臺北市松山區南京東路三段335巷5號,"25.052195,121.547499",1,309.0,松山分局,
大樓,WXA01300,臺北市松山區復興北路143號,"25.053552,121.544292",1,624.0,松山分局,
大樓,WXA01301,臺北市松山區復興北路169號,"25.054034,121.544307",1,1373.0,松山分局,
大樓,WXA01304,臺北市松山區復興北路179號,"25.054335,121.544307",1、2,970.0,松山分局,
大樓,WXA01333,臺北市松山區復興北路97號,"25.052614,121.544282",2,3362.0,松山分局,
大樓,WXA01334,臺北市松山區復興北路141巷6弄10號,"25.053569,121.544638",1,426.0,松山分局,
大樓,WXA01335,臺北市松山區復興北路141巷6弄6號,"25.053543,121.544636",1,326.0,松山分局,
大樓,WXA01529,臺北市松山區慶城街23號,"25.053494,121.545225",1,1762.0,松山分局,
大樓,WXA01530,臺北市松山區慶城街24號,"25.053692,121.545739",1,428.0,松山分局,
大樓,WXA01534,臺北市松山區慶城街6-2號,"25.052472,121.544878",1,1173.0,松山分局,
大樓,WXA01536,臺北市松山區慶城街16巷1號,"25.053087,121.545635",1,358.0,松山分局,
大樓,WXA01538,臺北市松山區慶城街16巷6號,"25.052938,121.545486",1,398.0,松山分局,
大樓,WXA01756,臺北市松山區慶城街28號,"25.054033,121.546099",1,2064.0,松山分局,
大樓,WXA01779,臺北市松山區慶城街29號,"25.054003,121.545604",3,1553.0,松山分局,
大樓,WXA01890,臺北市松山區慶城街25號,"25.053691,121.545322",2,1177.0,松山分局,
大樓,WXA01912,臺北市松山區敦化北路6號,"25.050232,121.548556",5,3113.0,松山分局,
大樓,WXA01360,臺北市松山區復興南路一段27號,"25.04652,121.544115",2,262.0,松山分局,
敦化國小,WXA01375,臺北市松山區敦化北路2號,"25.049102,121.548541",1,94.0,松山分局,
敦化國小,WXA01376,臺北市松山區敦化北路2號,"25.049102,121.548541",1,202.0,松山分局,
敦化國小,WXA01378,臺北市松山區敦化北路2號,"25.049102,121.548541",1,1570.0,松山分局,
敦化國小,WXA01379,臺北市松山區敦化北路2號,"25.049102,121.548541",1,644.0,松山分局,
敦化國小,WXA01380,臺北市松山區敦化北路2號,"25.049102,121.548541",1,2096.0,松山分局,
消防局,WXA01519,臺北市松山區長安東路二段229號,"25.04838,121.545849",2,1517.0,松山分局,
百貨公司(南京微風),WXA00971,臺北市松山區南京東路三段337號,"25.051963,121.547995",1,2693.0,松山分局,
百貨公司(南京微風),WXA00972,臺北市松山區南京東路三段337號,"25.051963,121.547995",1,2693.0,松山分局,
百貨公司(南京微風),WXA00973,臺北市松山區南京東路三段337號,"25.051963,121.547995",3,7250.0,松山分局,
百貨公司(南京微風),WXA00974,臺北市松山區南京東路三段337號,"25.051963,121.547995",3,19617.0,松山分局,
大樓,WXA01362,臺北市松山區復興南路一段43號,"25.045648,121.544088",1,469.0,松山分局,
大樓,WXA01363,臺北市松山區復興南路一段49號,"25.045456,121.544085",2,208.0,松山分局,
大樓,WXA01364,臺北市松山區復興南路一段57號,"25.045283,121.544085",1,234.0,松山分局,
大樓,WXA01365,臺北市松山區復興南路一段63號,"25.045107,121.544079",1,149.0,松山分局,
大樓,WXA01757,臺北市松山區復興南路一段39號,"25.046129,121.544126",3,12710.0,松山分局,
大樓,WXA00001,臺北市松山區八德路二段342號,"25.047573,121.544425",1,2301.0,松山分局,
大樓,WXA00006,臺北市松山區八德路二段342號,"25.047573,121.544425",1,378.0,松山分局,
大樓,WXA00035,臺北市松山區八德路二段346巷5號,"25.047272,121.544985",1,116.0,松山分局,
大樓,WXA00037,臺北市松山區八德路二段346巷5弄27號,"25.047201,121.545642",1,309.0,松山分局,
大樓,WXA00038,臺北市松山區八德路二段346巷5弄3號,"25.047207,121.545058",1,285.0,松山分局,
大樓,WXA00039,臺北市松山區八德路二段346巷5弄9號,"25.047205,121.54525",1,318.0,松山分局,
大樓,WXA00040,臺北市松山區八德路二段346巷7弄19號,"25.046823,121.545418",1,120.0,松山分局,
大樓,WXA00041,臺北市松山區八德路二段346巷7弄28號,"25.046707,121.545607",1,177.0,松山分局,
大樓,WXA00585,臺北市松山區八德路二段346巷7弄28號,"25.046707,121.545607",1,297.0,松山分局,
大樓,WXA01505,臺北市松山區八德路二段366巷36號,"25.046555,121.545938",1,457.0,松山分局,
大樓,WXA01767,臺北市松山區八德路二段346巷5號5之1,"25.047272,121.544985",1,1245.0,松山分局,
大樓,WXA01838,臺北市松山區八德路二段348號,"25.047785,121.545304",1,678.0,松山分局,
大樓,WXA01865,臺北市松山區八德路二段346巷5弄8號,"25.047084,121.545457",1,549.0,松山分局,
大樓,WXA01882,臺北市松山區八德路二段346巷7弄22號,"25.0467,121.545405",1,166.0,松山分局,
大樓,WXA00045,臺北市松山區八德路二段366巷7號,"25.047726,121.546032",1,694.0,松山分局,
大樓,WXA00046,臺北市松山區八德路二段366巷77號,"25.045508,121.546409",1,236.0,松山分局,
大樓,WXA00049,臺北市松山區八德路二段410巷18號,"25.047035,121.546639",1,289.0,松山分局,
大樓,WXA00050,臺北市松山區八德路二段410巷22號,"25.046897,121.546638",1,173.0,松山分局,
大樓,WXA00051,臺北市松山區八德路二段410巷26號,"25.046745,121.546636",1,93.0,松山分局,
大樓,WXA00052,臺北市松山區八德路二段410巷30號,"25.046589,121.546634",1,269.0,松山分局,
大樓,WXA00053,臺北市松山區八德路二段410巷90號,"25.045832,121.546663",1,162.0,松山分局,
大樓,WXA00054,臺北市松山區八德路二段410巷92號,"25.045715,121.546663",1,145.0,松山分局,
大樓,WXA00055,臺北市松山區八德路二段410巷16弄1號,"25.04708,121.546392",1,317.0,松山分局,
大樓,WXA01593,臺北市松山區八德路二段366巷35號,"25.046661,121.546055",1,845.0,松山分局,
大樓,WXA01871,臺北市松山區八德路二段366巷31號,"25.046764,121.546209",4,2344.0,松山分局,
大樓,WXA00008,臺北市松山區八德路二段350號,"25.047816,121.545418",4,465.0,松山分局,
大樓,WXA000011,臺北市松山區八德路二段384號,"25.047995,121.546279",1,650.0,松山分局,
大樓,WXA00012,臺北市松山區八德路二段400號,"25.048043,121.54657",3,657.0,松山分局,
大樓,WXA00013,臺北市松山區八德路二段406號,"25.048075,121.546768",1,118.0,松山分局,
大樓,WXA00009,臺北市松山區八德路二段367號,"25.047868,121.544659",1,452.0,松山分局,
大樓,WXA00010,臺北市松山區八德路二段381號,"25.047972,121.545086",1,656.0,松山分局,
大樓,WXA00017,臺北市松山區八德路二段358號,"25.047899,121.545759",4,725.0,松山分局,
大樓,WXA00036,臺北市松山區八德路二段346巷3弄15號,"25.04754,121.545576",1,340.0,松山分局,
大樓,WXA00043,臺北市松山區八德路二段366巷17號,"25.047295,121.546074",1,128.0,松山分局,
大樓,WXA00044,臺北市松山區八德路二段366巷19號,"25.047245,121.546075",1,128.0,松山分局,
大樓,WXA00056,臺北市松山區八德路二段410巷16弄8號,"25.047188,121.546147",1,136.0,松山分局,
大樓,WXA01913,臺北市松山區市民大道四段39之2號,"25.046202,121.545687",1,4113.0,松山分局,
大樓,WXA00081,臺北市松山區八德路三段108號,"25.048064,121.553737",1,158.0,松山分局,
大樓,WXA01211,臺北市松山區南京東路四段55號之1,"25.05186,121.552385",1,656.0,松山分局,
公寓,WXA00358,臺北市松山區敦化北路153號,"25.054134,121.549439",1,650.0,松山分局,
公寓,WXA01240,臺北市松山區健康路7巷2號,"25.05288,121.552454",1,878.0,松山分局,
公寓,WXA01242,臺北市松山區健康路9號,"25.050453,121.548559",1,712.0,松山分局,
大樓,WXA00431,臺北市松山區敦化北路165巷1-19號,"25.054862,121.550084",1,369.0,松山分局,
大樓,WXA01254,臺北市松山區敦化北路165巷2-20號,"25.054649,121.550124",1,1132.0,松山分局,
大樓,WXA01245,臺北市松山區敦化北路155巷111號,"25.054127,121.552519",1,497.0,松山分局,
大樓,WXA01246,臺北市松山區敦化北路155巷103號,"25.054155,121.552282",1,118.0,松山分局,
公寓,WXA01413,臺北市松山區敦化北路145巷36號,"25.053829,121.552295",1,254.0,松山分局,
公寓,WXA01739,臺北市松山區敦化北路155巷100弄2號,"25.054855,121.552272",1,4737.0,松山分局,
大樓,WXA00392,臺北市松山區敦化北路199號,"25.055508,121.549618",1,543.0,松山分局,
大樓,WXA01373,臺北市松山區敦化北路167號,"25.054708,121.549434",4,3661.0,松山分局,
大樓,WXA01374,臺北市松山區敦化北路199號,"25.055508,121.549618",1,2820.0,松山分局,
公寓,WXA01425,臺北市松山區敦化北路155巷66弄38號,"25.055161,121.551424",1,202.0,松山分局,
公寓,WXA01426,臺北市松山區敦化北路155巷66弄39號,"25.055149,121.550261",1,576.0,松山分局,
大樓,WXA01432,臺北市松山區敦化北路199巷6號,"25.055893,121.550127",3,226.0,松山分局,
大樓,WXA01433,臺北市松山區敦化北路199巷8號,"25.055952,121.550576",2,2412.0,松山分局,
大樓,WXA01435,臺北市松山區敦化北路199巷16弄1號,"25.05636,121.551241",1,3810.0,松山分局,
公寓,WXA01436,臺北市松山區敦化北路199巷2弄1號,"25.055737,121.550039",1,790.0,松山分局,
公寓,WXA01562,臺北市松山區敦化北路199巷2弄7-19號,"25.055496,121.550038",1,268.0,松山分局,
大樓,WXA01183,臺北市松山區南京東路四段1號,"25.051919,121.549637",1,1528.0,松山分局,
大樓,WXA01371,臺北市松山區敦化北路147號,"25.053908,121.549359",1,118.0,松山分局,
大樓,WXA01202,臺北市松山區南京東路四段19號,"25.051908,121.550246",1,748.0,松山分局,
大樓,WXA01204,臺北市松山區南京東路四段25號,"25.051901,121.550605",1,342.0,松山分局,
大樓,WXA01205,臺北市松山區南京東路四段45號,"25.051898,121.550749",1,332.0,松山分局,
大樓,WXA01422,臺北市松山區敦化北路155巷87號,"25.054183,121.551501",1,792.0,松山分局,
大樓,WXA01209,臺北市松山區南京東路四段51號,"25.051894,121.55095",1,318.0,松山分局,
大樓,WXA01210,臺北市松山區南京東路四段51號之2,"25.051891,121.551058",1,176.0,松山分局,
公寓,WXA01416,臺北市松山區敦化北路145巷8號,"25.053896,121.550049",1,665.0,松山分局,
大樓,WXA01754,臺北市松山區南京東路四段53巷3弄12號,"25.052402,121.550522",1,1292.0,松山分局,
大樓,WXA01837,臺北市松山區南京東路四段23號,"25.051912,121.55049",1,582.0,松山分局,
公寓,WXA01850,臺北市松山區南京東路四段53巷11弄18號,"25.053455,121.55061",1,113.0,松山分局,
大樓,WXA01241,臺北市松山區南京東路四段53巷8弄1號,"25.052931,121.551196",1,1945.0,松山分局,
公寓,WXA01410,臺北市松山區敦化北路145巷20號,"25.053843,121.551236",1,344.0,松山分局,
公寓,WXA01417,臺北市松山區敦化北路145巷18弄2號,"25.053993,121.551051",1,382.0,松山分局,
大樓,WXA01418,臺北市松山區敦化北路155巷1號,"25.054207,121.549695",1,318.0,松山分局,
公寓,WXA01415,臺北市松山區敦化北路145巷71號,"25.05356,121.552105",1,329.0,松山分局,
大樓,WXA01421,臺北市松山區敦化北路155巷76號,"25.054319,121.551475",1,580.0,松山分局,
大樓,WXA01424,臺北市松山區敦化北路155巷100弄9號,"25.054822,121.552107",1,522.0,松山分局,
大樓,WXA01780,臺北市松山區敦化北路155巷78號,"25.054368,121.551783",1,2145.0,松山分局,
大樓,WXA01419,臺北市松山區敦化北路155巷2號,"25.05442,121.55009",1,2436.0,松山分局,
大樓,WXA01420,臺北市松山區敦化北路155巷7號,"25.054219,121.550276",1,281.0,松山分局,
大樓,WXA01423,臺北市松山區敦化北路155巷9號,"25.054216,121.550415",3,629.0,松山分局,
大樓,WXA01817,臺北市松山區敦化北路165巷21號,"25.054879,121.551435",1,2630.0,松山分局,
大樓,WXA01914,臺北市松山區敦化北路129號,"25.052323,121.549406",5,7941.0,松山分局,
大樓,WXA01921,臺北市松山區敦化北路145巷23弄3號,"25.053201,121.550363",1,641.0,松山分局,
民生國小,WXA00512,臺北市松山區民生東路四段56巷5弄2號,"25.057407,121.551706",1,1330.0,松山分局,
大樓,WXA00475,臺北市松山區民生東路五段120號,"25.058571,121.561068",1,2004.0,松山分局,
大樓,WXA00565,臺北市松山區民生東路五段36巷4弄2號,"25.057749,121.559179",1,3044.0,松山分局,
大樓,WXA00567,臺北市松山區民生東路五段36巷8弄1號,"25.05731,121.559208",1,1521.0,松山分局,
大樓,WXA01482,臺北市松山區新中街7號之1,"25.057427,121.560496",1,4220.0,松山分局,
大樓,WXA00747,臺北市松山區光復北路167號,"25.057383,121.555554",1,1069.0,松山分局,
公寓,WXA00912,臺北市松山區延壽街389號,"25.056504,121.557586",1,1101.0,松山分局,
民生立體停車場,WXA00468,臺北市松山區民生東路五段84號,"25.058425,121.559479",1,2137.0,松山分局,
臺北市政府警察局,WXA00906,臺北市松山區延壽街339號,"25.056677,121.559642",1,1097.0,松山分局,
介壽國中,WXA00913,臺北市松山區延壽街401號,"25.056405,121.556529",1,758.0,松山分局,
民生超群大樓,WXA00425,臺北市松山區民生東路三段101號,"25.057987,121.544448",1,124.0,松山分局,
民生超群大樓,WXA00426,臺北市松山區民生東路三段103-105號,"25.057984,121.544661",1,860.0,松山分局,
公寓,WXA00432,臺北市松山區民生東路三段109號,"25.058077,121.54518",3,2096.0,松山分局,
公寓,WXA00719,臺北市松山區民權東路三段104號,"25.061883,121.544839",1,130.0,松山分局,
公寓,WXA00698,臺北市松山區民權東路三段106巷12號,"25.061076,121.544764",1,601.0,松山分局,
公寓,WXA00700,臺北市松山區民權東路三段106巷36號,"25.059602,121.544754",1,290.0,松山分局,
公寓,WXA00783,臺北市松山區復興北路315號,"25.059114,121.544416",1,520.0,松山分局,
公寓,WXA01311,臺北市松山區復興北路305號,"25.05842,121.54441",1,40.0,松山分局,
和聯大樓,WXA01312,臺北市松山區復興北路307號,"25.058584,121.544404",1,189.0,松山分局,
和聯大樓,WXA01313,臺北市松山區復興北路309號,"25.058657,121.5444",1,593.0,松山分局,
公寓,WXA01315,臺北市松山區復興北路331號,"25.059683,121.544417",1,550.0,松山分局,
公寓,WXA01316,臺北市松山區復興北路333號,"25.059805,121.544421",1,790.0,松山分局,
公寓,WXA01317,臺北市松山區復興北路337號,"25.060217,121.544512",2,1240.0,松山分局,
