類別,建築物名稱,電腦編號,村里別,地址,地下樓層數,可容納人數,派出所,備註,經度,緯度
大樓,金櫃大樓,D901000020,龍興里,新北市瑞芳區中正路59號,1.0,766.0,瑞芳派出所,,121.806518,25.10731
公寓,天主教會台北教區,D901000021,龍興里,新北市瑞芳區民生街35巷3號,1.0,487.0,瑞芳派出所,,121.806133,25.106995
公寓,協發鞋行,D901000022,龍興里,新北市瑞芳區民生街35巷16號,1.0,77.0,瑞芳派出所,,121.805991,25.106798
大樓,宗倫華夏,D901000023,龍興里,新北市瑞芳區明燈路3段50巷8號,1.0,495.0,瑞芳派出所,,121.80732,25.108205
公寓,中華電信,D901000024,爪峯里,新北市瑞芳區三爪子坑路209號,1.0,511.0,瑞芳派出所,,,
公寓,新峰里資源回收中心,D901000025,新峰里,新北市瑞芳區三爪子坑路13巷73至77號,1.0,124.0,瑞芳派出所,,121.814598,25.106644
公寓,瑞芳礦工醫院,D901000026,龍川里,新北市瑞芳區一坑路71號2,1.0,394.0,瑞芳派出所,,,
公寓,新珍德中藥房,D901000027,龍潭里,新北市瑞芳區瑞芳街7號,1.0,172.0,瑞芳派出所,,121.806855,25.109876
公寓,璟懋實業股份有限公司,D901000028,龍安里,新北市瑞芳區瑞芳街185號3,1.0,463.0,瑞芳派出所,,121.804381,25.109757
大樓,萬年大樓,D901000029,龍興里,新北市瑞芳區明燈路3段20至28號,1.0,668.0,瑞芳派出所,,121.818306,25.107774
公寓,大別莊社區,D901000030,爪峯里,新北市瑞芳區三爪子坑路192號,1.0,1498.0,瑞芳派出所,,121.806461,25.105171
公寓,公寓,D901000031,龍興里,新北市瑞芳區民權街23巷2號,1.0,193.0,瑞芳派出所,,121.808058,25.10657
大樓,世紀大樓,D901000032,龍興里,新北市瑞芳區民生街25號,2.0,365.0,瑞芳派出所,,121.80591,25.107225
大樓,龍興公寓,D901000033,龍興里,新北市瑞芳區民族街20號,2.0,345.0,瑞芳派出所,,121.806765,25.106984
公寓,龍興里活動中心,D901000034,龍興里,新北市瑞芳區民權街10號,1.0,278.0,瑞芳派出所,,121.807572,25.106141
公寓,御花園,D901000035,新峰里,新北市瑞芳區三爪子坑路13巷213號,1.0,902.0,瑞芳派出所,,121.816148,25.106341
大樓,開園山莊,D901000036,爪峯里,新北市瑞芳區三爪子坑路106巷11號,1.0,379.0,瑞芳派出所,,121.808949,25.104573
大樓,大樓,D901000037,龍興里,新北市瑞芳區中正路41號,1.0,193.0,瑞芳派出所,,121.807147,25.107188
公寓,瑞芳國小,D901000038,龍川里,新北市瑞芳區中山路2號,1.0,695.0,瑞芳派出所,,121.804423,25.108049
大樓,大樓,D901000039,龍興里,新北市瑞芳區民權街6巷7號,1.0,153.0,瑞芳派出所,,121.807534,25.106616
公寓,瑞芳警察分局,D901000040,龍興里,新北市瑞芳區明燈路3段25號,2.0,1091.0,瑞芳派出所,,,
大樓,東昌大樓,D901000041,龍安里,新北市瑞芳區瑞芳街14號,1.0,133.0,瑞芳派出所,,121.806578,25.109828
公寓,瑞芳公有第一市場,D901000042,龍興里,新北市瑞芳區民權街3號1,1.0,2370.0,瑞芳派出所,,121.807516,25.105947
公寓,瑞芳國小,D901000043,龍川里,新北市瑞芳區中山路2號,1.0,378.0,瑞芳派出所,,121.804423,25.108049
大樓,皇品園,D901000044,龍山里,新北市瑞芳區逢甲路260號,1.0,285.0,瑞芳派出所,,121.805186,25.11067
大樓,瑞芳消防大樓,D901000045,龍興里,新北市瑞芳區中正路30號,1.0,458.0,瑞芳派出所,,121.80759,25.107331
大樓,御品園大樓,D901000046,龍興里,新北市瑞芳區民權街2號,1.0,329.0,瑞芳派出所,,121.808095,25.108222
大樓,中山大樓,D901000047,龍潭里,新北市瑞芳區中山路27巷8號,1.0,95.0,瑞芳派出所,,121.804875,25.107203
公寓,活力廚房,D901000048,龍川里,新北市瑞芳區明燈路3段189號,1.0,507.0,瑞芳派出所,,121.818754,25.107656
公寓,公寓,D902000001,吉安里,新北市瑞芳區大埔路台北新城1之4號,1.0,400.0,四腳亭派出所,,121.764771,25.100832
公寓,公寓,D902000002,吉慶里,新北市瑞芳區瑞竹路8號,1.0,217.0,四腳亭派出所,,121.765262,25.103267
公寓,吉慶國小,D902000003,吉安里,新北市瑞芳區大埔路95號,1.0,395.0,四腳亭派出所,,121.764393,25.101326
公寓,豐兆航太股份有限公司,D903000001,傑魚里,新北市瑞芳區頂坪路115號,0.0,51.0,大寮派出所,,121.785632,25.096843
公寓,先智生物科技股份有限公司,D903000002,傑魚里,新北市瑞芳區頂坪路14號,0.0,46.0,大寮派出所,,121.790952,25.098107
公寓,曜實企業有限公司,D903000003,上天里,新北市瑞芳區大寮路62號,1.0,193.0,大寮派出所,,121.781505,25.09872
公寓,得洋電子工業股份有限公司,D903000004,傑魚里,新北市瑞芳區頂坪路34號,1.0,125.0,大寮派出所,,121.790991,25.100986
公寓,德美佳工業股份有限公司,D903000005,傑魚里,新北市瑞芳區頂坪路25號,1.0,110.0,大寮派出所,,121.791524,25.101406
公寓,永正玻璃機械有限公司,D903000006,傑魚里,新北市瑞芳區頂坪路132號,1.0,55.0,大寮派出所,,121.783253,25.095877
公寓,東方聯合耐火股份有限公司,D903000007,傑魚里,新北市瑞芳區頂坪路93號,1.0,84.0,大寮派出所,,121.787832,25.098224
公寓,瑞輪工業股份有限公司,D903000008,傑魚里,新北市瑞芳區頂坪路41號,1.0,54.0,大寮派出所,,121.789288,25.099266
公寓,得洋電子工業股份有限公司,D903000009,傑魚里,新北市瑞芳區頂坪路104號,1.0,277.0,大寮派出所,,121.788252,25.09801
公寓,公寓,D903000010,傑魚里,新北市瑞芳區頂坪路78號,1.0,255.0,大寮派出所,,121.789276,25.098054
公寓,丸郁食品冷凍股份有限公司,D903000011,傑魚里,新北市瑞芳區頂坪路54號,1.0,51.0,大寮派出所,,121.791196,25.100537
公寓,立基食品股份有限公司,D903000012,傑魚里,新北市瑞芳區頂坪路21號,1.0,221.0,大寮派出所,,121.792087,25.100895
公寓,基隆客運股份有限公司,D903000013,傑魚里,新北市瑞芳區傑魚坑路198號,1.0,54.0,大寮派出所,,121.792186,25.11093
公寓,得洋電子工業股份有限公司,D903000014,傑魚里,新北市瑞芳區頂坪路89號,1.0,136.0,大寮派出所,,121.788421,25.098802
公寓,佰龍機械廠股份有限公司,D903000015,傑魚里,新北市瑞芳區頂坪路8號,1.0,1181.0,大寮派出所,,121.792108,25.10244
公寓,廣運機械工程股份有限公司,D903000016,傑魚里,新北市瑞芳區頂坪路68號,1.0,160.0,大寮派出所,,121.790425,25.09917
公寓,公寓,D903000017,上天里,新北市瑞芳區粗坑口路100-3號,1.0,22.0,大寮派出所,,121.759972,25.099472
公寓,川方企業股份有限公司,D903000018,傑魚里,新北市瑞芳區傑魚坑路139號,1.0,2312.0,大寮派出所,,121.790759,25.109467
公寓,欽賢國中,D908000001,南雅里,新北市瑞芳區南雅路87號1,1.0,340.0,鼻頭派出所,,121.886664,25.120622
公寓,雙溪市場,D90A000001,雙溪里,新北市雙溪區太平路50號,1.0,626.0,雙溪分駐所,,121.864705,25.035318
公寓,陽光綠野社區,D90C000001,平林里,新北市雙溪區外平林9號,1.0,970.0,平林派出所,,121.859484,25.038002
大樓,雙溪高級中學,D90C000002,平林里,新北市雙溪區梅竹蹊路3號,1.0,731.0,平林派出所,,121.84852,25.030935
公寓,平溪區公所,D90E000001,平溪里,新北市平溪區平溪街45號,0.0,161.0,平溪分駐所,,121.738189,25.026624
公寓,東北角風景管理處,D90J000001,福隆里,新北市貢寮區興隆街36號,1.0,500.0,福隆派出所,,121.942776,25.017456
大樓,大樓,D90L000001,仁里里,新北市貢寮區仁義街10號,1.0,343.0,澳底派出所,,121.923879,25.051795
大樓,大樓,D90L000002,真理里,新北市貢寮區新港街26巷6-4號,1.0,290.0,澳底派出所,,121.929157,25.052295
公寓,澳底國小,D90L000003,真理里,新北市貢寮區延平街10號,1.0,845.0,澳底派出所,,121.92462,25.054889
公寓,澳底公園停車場,D90L000004,仁里里,新北市貢寮區仁愛路43號,1.0,2277.0,澳底派出所,,121.925425,25.054081
公寓,莫瑞納海灣會館,D90L000005,仁里里,新北市貢寮區仁愛路106巷36號,1.0,2270.0,澳底派出所,,121.929095,25.053324
公寓,瑞濱國小,D90N000001,瑞濱里,新北市瑞芳區瑞濱路34號,1.0,106.0,瑞濱派出所,,121.81997,25.120533
公寓,公寓,D90N000002,海濱里,新北市瑞芳區瑞濱路59號,0.0,122.0,瑞濱派出所,,121.827289,25.122136
公寓,熊米屋烘培坊,D90N000003,瑞濱里,新北市瑞芳區海濱路83號,1.0,315.0,瑞濱派出所,,121.83086,25.122746
大樓,家芳,DD01000001,美田里,新北市金山區美田里忠孝一路16號,1.0,261.0,金山派出所,,121.638714,25.219303
大樓,金玉滿堂,DD01000002,美田里,新北市金山區美田里中正路69巷1號,1.0,307.0,金山派出所,,121.635717,25.222568
大樓,信義雅莊,DD01000003,美田里,新北市金山區美田里信義路39號,1.0,608.0,金山派出所,,121.634246,25.222869
大樓,家芳,DD01000004,美田里,新北市金山區美田里仁愛路37號,1.0,463.0,金山派出所,,121.634296,25.222868
大樓,家芳,DD01000005,美田里,新北市金山區美田里仁愛路37號12,1.0,497.0,金山派出所,,121.635259,25.22334
公寓,金山高中,DD01000006,美田里,新北市金山區美田里文化二路2號,1.0,70.0,金山派出所,,121.636935,25.224669
公寓,中華電信,DD01000007,和平里,新北市金山區和平里金包里街1號,1.0,147.0,金山派出所,,,
公寓,金山分局,DD01000008,大同里,新北市金山區大同里民生路65號,1.0,540.0,金山派出所,,121.640696,25.220337
公寓,幼稚園,DD01000010,美田里,新北市金山區美田里中山路236號,1.0,875.0,金山派出所,,121.636151,25.223393
大樓,六和天下,DD01000011,美田里,新北市金山區美田里文化三路42號,1.0,318.0,金山派出所,,121.635427,25.224953
大樓,大樓,DD01000012,美田里,新北市金山區美田里四維路2號,1.0,243.0,金山派出所,,121.635659,25.222413
大樓,大樓,DD01000013,美田里,新北市金山區美田里中山路281號,1.0,977.0,金山派出所,,121.636112,25.223032
大樓,大樓,DD01000014,美田里,新北市金山區美田里中山路313巷2號,1.0,276.0,金山派出所,,121.6355,25.223621
公寓,五泰實業,DD01000015,五湖里,新北市金山區五湖里南勢湖路30號,1.0,188.0,金山派出所,,121.613564,25.218493
公寓,中國金屬,DD01000016,五湖里,新北市金山區五湖里南勢湖路29號,1.0,167.0,金山派出所,,121.61837,25.218055
公寓,磺港活動中心,DD01000017,磺港里,新北市金山區磺港里磺港路171號1,1.0,136.0,金山派出所,,121.64397,25.224154
大樓,金山青年中心,DD01000018,磺港里,新北市金山區磺港里青年路1號1,1.0,773.0,金山派出所,,121.641129,25.225924
大樓,金祥瑞,DD01000019,美田里,新北市金山區美田里中華路261號,1.0,518.0,金山派出所,,121.633083,25.224499
公寓,金山高中,DD01000020,美田里,新北市金山區美田里文化二路2號,1.0,81.0,金山派出所,,121.636935,25.224669
公寓,金山高中,DD01000021,美田里,新北市金山區美田里文化二路2號,1.0,1145.0,金山派出所,,121.636935,25.224669
公寓,金山高中,DD01000022,美田里,新北市金山區美田里文化二路2號,1.0,81.0,金山派出所,,121.636935,25.224669
公寓,金美國小,DD01000023,美田里,新北市金山區美田里忠孝一路111號,1.0,277.0,金山派出所,,121.635474,25.221039
公寓,金山區公所,DD01000024,美田里,新北市金山區美田里中正路11號,1.0,189.0,金山派出所,,121.632789,25.221703
公寓,金山農會,DD01000025,美田里,新北市金山區美田里中山路267號,1.0,135.0,金山派出所,,,
大樓,金山醫院,DD01000026,五湖里,新北市金山區五湖里南勢路51號,1.0,2992.0,金山派出所,,,
公寓,金山國小,DD01000027,美田里,新北市金山區美田里中山路234號,1.0,699.0,金山派出所,,121.636519,25.222963
大樓,北金山建設,DD01000028,美田里,新北市金山區美田里中山路282號,1.0,964.0,金山派出所,,121.63502,25.224477
公寓,金美國小,DD01000029,美田里,新北市金山區美田里忠孝一路111號,1.0,240.0,金山派出所,,121.635474,25.221039
公寓,基隆客運,DD01000030,五湖里,新北市金山區五湖里南勢路112號,1.0,32.0,金山派出所,,121.625807,25.220462
大樓,大福金座,DD02000001,茂林里,新北市石門區茂林里坪林31-1號,1.0,1027.0,乾華派出所,,121.595,25.260935
大樓,御園大樓,DD03000001,萬里里,新北市萬里區瑪鋉路30巷30至36號,1.0,802.0,萬里分駐所,,121.69056,25.176501
公寓,台灣電力公司,DD03000002,萬里里,新北市萬里區瑪鋉路340號,1.0,146.0,萬里分駐所,,,
公寓,夏綠蒂社區,DD03000003,龜吼里,新北市萬里區新墾丁路162號,1.0,276.0,萬里分駐所,,121.67755,25.194935
公寓,仁愛之家,DD03000004,龜吼里,新北市萬里玉田路61號,1.0,627.0,萬里分駐所,,121.680557,25.193473
公寓,市立圖書館萬里分館,DD03000005,萬里里,新北市萬里區瑪鋉路221號,1.0,590.0,萬里分駐所,,121.689661,25.179791
公寓,中華電信,DD03000006,萬里里,新北市萬里區瑪鋉路16號,1.0,403.0,萬里分駐所,,,
大樓,群策翡翠灣飯店,DD03000007,龜吼里,新北市萬里區海景路1號,1.0,389.0,萬里分駐所,,121.68399,25.19116
大樓,群策翡翠灣飯店,DD03000008,龜吼里,新北市萬里區海景路1號,1.0,317.0,萬里分駐所,,121.683134,25.191022
大樓,三普夢想家社區,DD03000009,龜吼里,新北市萬里區龜吼里玉田路2號,1.0,993.0,萬里分駐所,,121.680255,25.187428
公寓,公寓,DD03000010,萬里里,新北市萬里區萬里里瑪鋉頂街40號,1.0,162.0,萬里分駐所,,121.689248,25.178634
大樓,台北邁阿密,DD03000011,龜吼里,新北市萬里玉田路79號,1.0,1193.0,萬里分駐所,,121.67992,25.192908
大樓,喜凱亞渡假村,DD03000012,龜吼里,新北市萬里區龜吼里新墾丁路42號,1.0,490.0,萬里分駐所,,121.67926,25.194081
大樓,喜凱亞渡假村,DD03000013,龜吼里,新北市萬里區龜吼里新墾丁路22號,1.0,1132.0,萬里分駐所,,121.680103,25.193755
公寓,萬里國小,DD03000014,萬里里,新北市萬里區萬里里瑪鋉路18號,1.0,442.0,萬里分駐所,,121.688189,25.176174
公寓,萬里國小,DD03000015,萬里里,新北市萬里區萬里里瑪鋉路18號,1.0,703.0,萬里分駐所,,121.688189,25.176174
大樓,薆悅酒店,DD04000001,野柳里,新北市萬里區港東路162號之2,1.0,778.0,野柳派出所,,121.6901,25.204111
公寓,海洋世界,DD04000002,野柳里,新北市萬里區港東路167號3,1.0,2220.0,野柳派出所,,121.691082,25.205192
大樓,大樓,DD04000003,野柳里,新北市萬里區港東路7號,1.0,273.0,野柳派出所,,121.687987,25.20423
公寓,核二廠,DD04000004,野柳里,新北市萬里八斗路60號,1.0,573.0,野柳派出所,,,
公寓,核二廠,DD04000005,野柳里,新北市萬里八斗路60號,1.0,256.0,野柳派出所,,,
公寓,核二廠,DD04000006,野柳里,新北市萬里八斗路60號,1.0,218.0,野柳派出所,,,
大樓,大樓,DD04000007,野柳里,新北市萬里區港東路112號1,1.0,138.0,野柳派出所,,121.690895,25.178763
公寓,公寓,DD04000008,野柳里,新北市萬里區港東路3巷1號,1.0,1183.0,野柳派出所,,121.687169,25.202485
公寓,野柳漁會,DD04000009,野柳里,新北市萬里區野柳里港西路56號1,1.0,639.0,野柳派出所,,121.685814,25.203159
公寓,野柳國小,DD04000010,野柳里,新北市萬里區野柳里港東路167號,1.0,561.0,野柳派出所,,121.689442,25.205606
公寓,璟鋒,DD05000001,大鵬里,新北市萬里區大鵬里加投路247號-3,1.0,57.0,大鵬派出所,,121.64469,25.217804
公寓,沐舍溫泉酒店,DD05000002,大鵬里,新北市萬里區大鵬里加投路166號1,1.0,963.0,大鵬派出所,,121.643383,25.21527
公寓,金緞工業,DD06000001,崁腳里,新北市萬里區崁?里內中福4號,1.0,46.0,崁腳派出所,,121.667629,25.165242
大樓,陽明山國家山莊,DD07000001,重和里,新北市金山區重和里山城路90巷16號,1.0,1859.0,重光派出所,,121.59921,25.199962
公寓,天籟度假酒店,DD07000002,重和里,新北市金山區重和里名流路1之7號,2.0,1840.0,重光派出所,,121.59523,25.202116
大樓,天籟星鑽,DD07000003,重和里,新北市金山區重和里山城路89巷1-6號,1.0,195.0,重光派出所,,121.598659,25.199942
大樓,天籟箱根,DD07000004,重和里,新北市金山區重和里山城路91號,1.0,1253.0,重光派出所,,121.598896,25.19997
公寓,法鼓山,DD07000005,三界里,新北市金山區三界里法鼓路555號,1.0,982.0,重光派出所,,121.615007,25.239692
大樓,法鼓山,DD07000006,三界里,新北市金山區三界里法鼓路575號,2.0,1735.0,重光派出所,,121.613913,25.240288
公寓,中角國小,DD08000001,萬壽里,新北市金山區海興路49號,1.0,98.0,中角派出所,,121.63058,25.239754
公寓,法鼓山,DD08000002,西湖里,新北市金山區法鼓路610號,2.0,1061.0,中角派出所,,121.61621,25.241106
大樓,法鼓山,DD08000003,西湖里,新北市金山區法鼓路650號,1.0,137.0,中角派出所,,121.61475,25.242459
大樓,法鼓山,DD08000004,西湖里,新北市金山區法鼓路620號,1.0,104.0,中角派出所,,121.61554,25.241657
公寓,市民活動中心,DD09000001,石門里,新北市石門區石門里石門街1號之1,1.0,96.0,石門分駐所,,121.56588,25.291194
公寓,石門郵局,DD09000002,尖鹿里,新北市石門區尖鹿里中山路80號,1.0,82.0,石門分駐所,,,
公寓,石門農會,DD09000003,石門里,新北市石門區石門里中央路2號,1.0,208.0,石門分駐所,,,
公寓,石門分駐所,DD09000004,尖鹿里,新北市石門區尖鹿里中山路64號,1.0,101.0,石門分駐所,,,
公寓,石門國中,DD09000005,石門里,新北市石門區石門里中央路1號9,1.0,76.0,石門分駐所,,121.564534,25.29122
公寓,石門國小,DD09000007,尖鹿里,新北市石門區尖鹿里中央路9號,1.0,94.0,石門分駐所,,121.567124,25.291946
公寓,台灣電力公司,DD0A000002,老梅里,新北市石門區老梅里老梅路52巷23號,1.0,217.0,老梅派出所,,121.546652,25.288319
公寓,石門區老人會,DD0A000003,老梅里,新北市石門區老梅里公地44號,1.0,125.0,老梅派出所,,121.545558,25.289749
公寓,嘉祿工業公司,DD0A000004,德茂里,新北市石門區德茂里下員坑路50號1,1.0,121.0,老梅派出所,,121.512002,25.285252
公寓,老梅國小,DD0A000005,老梅里,新北市石門區老梅里老梅路10號,1.0,192.0,老梅派出所,,121.54382,25.289491
大樓,麥迪奇名家社區,D801000001,竿蓁里,新北市淡水區竿蓁里淡金路38巷35弄2號,3.0,1580.0,中山路派出所,,121.457804,25.161561
大樓,海帝溫泉社區,D801000002,竿蓁里,新北市淡水區竿蓁里中正東路一段105巷15號,5.0,1695.0,中山路派出所,,121.453769,25.161194
大樓,海帝社區C棟,D801000003,竿蓁里,新北市淡水區竿蓁里淡金路79巷76號,3.0,610.0,中山路派出所,,121.453853,25.161085
大樓,英輝學府社區,D801000004,鄧公里,新北市淡水區鄧公里學府路34巷5號,1.0,150.0,中山路派出所,,121.451053,25.173076
大樓,淡大101社區,D801000006,學府里,新北市淡水區學府里水源街二段92巷7號,2.0,1467.0,中山路派出所,,121.452419,25.173818
大樓,翡冷翠社區,D801000007,竿蓁里,新北市淡水區竿蓁里淡金路38巷62號,2.0,1154.0,中山路派出所,,121.457954,25.161323
大樓,沐舍飯店,D801000009,竿蓁里,新北市淡水區竿蓁里中正東路一段3巷1號,2.0,1009.0,中山路派出所,,121.450646,25.164793
大樓,法國別墅社區,D801000010,學府里,新北市淡水區學府里學府路102巷109號,1.0,1235.0,中山路派出所,,121.453952,25.171469
大樓,摩納哥社區,D801000011,竿蓁里,新北市淡水區竿蓁里淡金路38巷1號,6.0,4833.0,中山路派出所,,121.456771,25.16099
大樓,日翔晶華社區,D801000013,竿蓁里,新北市淡水區竿蓁里中正東路81巷1號,1.0,295.0,中山路派出所,,121.447869,25.167282
大樓,站前富境社區,D801000015,鄧公里,新北市淡水區鄧公里學府路102巷62號,1.0,1283.0,中山路派出所,,121.450736,25.171753
大樓,清淞社區,D801000016,竿蓁里,新北市淡水區竿蓁里淡金路21號,5.0,1164.0,中山路派出所,,121.456708,25.159882
大樓,海揚社區,D801000017,竿蓁里,新北市淡水區竿蓁里中正東路一段3巷14弄1號,3.0,6830.0,中山路派出所,,121.451049,25.164166
公寓,新北市淡水區淡水國民小學,D801000020,協元里,新北市淡水區協元里中山路160號,1.0,861.0,中山路派出所,,121.441363,25.173376
大樓,米蘭藝術社區,D801000021,竿蓁里,新北市淡水區竿蓁里坪頂路51號1,1.0,1074.0,中山路派出所,,121.479389,25.160131
大樓,西恩那社區,D801000022,竿蓁里,新北市淡水區竿蓁里坪頂路52巷2號,3.0,1900.0,中山路派出所,,121.484016,25.158589
大樓,玫瑰花苑社區,D801000025,竿蓁里,新北市淡水區竿蓁里淡金路16巷27號,2.0,452.0,中山路派出所,,121.459912,25.160335
公寓,國泰教育訓練中心,D801000026,竿蓁里,新北市淡水區竿蓁里鄧公路266號,1.0,352.0,中山路派出所,,121.458324,25.168717
大樓,謙川社區,D801000027,中興里,新北市淡水區中興里水源街一段75號,3.0,166.0,中山路派出所,,121.444725,25.172379
大樓,大都會廣場,D801000028,長庚里,新北市淡水區長庚里中山路8號,4.0,1412.0,中山路派出所,,121.445145,25.1691
大樓,麗景社區,D801000030,竿蓁里,新北市淡水區竿蓁里中正東路一段61號,3.0,1273.0,中山路派出所,,121.453067,25.162566
大樓,荷雅名人社區,D801000031,竿蓁里,新北市淡水區竿蓁里淡金路38巷46弄1號,4.0,575.0,中山路派出所,,121.457348,25.160945
大樓,中瑞禮寓社區,D801000032,竿蓁里,新北市淡水區竿蓁里淡金路79巷16號,2.0,1193.0,中山路派出所,,121.454541,25.161876
大樓,荷雅時尚館社區,D801000033,竿蓁里,新北市淡水區竿蓁里淡金路36號,4.0,683.0,中山路派出所,,121.456861,25.160662
大樓,水立方社區,D801000035,竿蓁里,新北市淡水區竿蓁里淡金路27號,6.0,2204.0,中山路派出所,,121.456467,25.160376
大樓,盧卡小丘社區,D801000036,竿蓁里,新北市淡水區竿蓁里淡金路16巷109號,3.0,791.0,中山路派出所,,121.458645,25.161455
大樓,淡大捷森社區,D801000037,學府里,新北市淡水區學府里學府路136巷82號,3.0,751.0,中山路派出所,,121.453446,25.172603
大樓,山水悅社區,D801000039,鄧公里,新北市淡水區鄧公里中正東路81巷6號,3.0,337.0,中山路派出所,,121.448292,25.167154
大樓,百合社區,D801000041,竿蓁里,新北市淡水區竿蓁里淡金路16巷37號,2.0,992.0,中山路派出所,,121.458449,25.160988
大樓,麗陽花園社區,D801000046,鄧公里,新北市淡水區鄧公里鄧公路2巷1號,3.0,1108.0,中山路派出所,,121.449038,25.168693
大樓,麗陽花園社區,D801000047,鄧公里,新北市淡水區鄧公里鄧公路6號,3.0,2767.0,中山路派出所,,121.449074,25.169713
大樓,福格大飯店,D801000048,幸福里,新北市淡水區幸福里學府路89號,3.0,1599.0,中山路派出所,,121.448725,25.170535
大樓,霞關社區A、B區,D801000049,竿蓁里,新北市淡水區竿蓁里淡金路77巷1號,3.0,2062.0,中山路派出所,,121.455204,25.16189
大樓,霞關社區D區,D801000050,竿蓁里,新北市淡水區竿蓁里淡金路79巷2號,2.0,495.0,中山路派出所,,121.454835,25.161924
大樓,山河悅大廈社區,D801000052,草東里,新北市淡水區草東里中正路53號2,1.0,417.0,中山路派出所,,121.441905,25.169198
大樓,莎莎亞社區,D801000053,竿蓁里,新北市淡水區竿蓁里中正東路一段54號,2.0,563.0,中山路派出所,,121.45269,25.161873
大樓,觀海社區,D801000054,鄧公里,新北市淡水區鄧公里學府路32巷31號,3.0,4719.0,中山路派出所,,121.451731,25.171614
大樓,國泰教育中心,D801000056,竿蓁里,新北市淡水區竿蓁里鄧公路266號,2.0,2070.0,中山路派出所,,121.458324,25.168717
大樓,學府觀景社區,D801000057,學府里,新北市淡水區學府里學府路116號,3.0,1115.0,中山路派出所,,121.450282,25.17231
大樓,聖塔露琪亞春風社區,D801000058,竿蓁里,新北市淡水區竿蓁里淡金路77巷10號,1.0,650.0,中山路派出所,,121.455297,25.161891
大樓,淡江科學園區金鑽大樓,D801000060,竿蓁里,新北市淡水區竿蓁里中正東路一段3巷11號,2.0,3477.0,中山路派出所,,121.451609,25.165443
大樓,海宴社區,D801000070,學府里,新北市淡水區學府里英專路172號,6.0,2040.0,中山路派出所,,121.446206,25.172739
大樓,淡金柏園2期社區,D801000071,鄧公里,新北市淡水區鄧公里鄧公路29巷2號,3.0,1172.0,中山路派出所,,121.452514,25.170567
大樓,榮星大樓社區,D801000080,竿蓁里,新北市淡水區竿蓁里中正東路一段23號,1.0,1276.0,中山路派出所,,121.451775,25.163527
大樓,綠波山莊,D801000085,竿蓁里,新北市淡水區竿蓁里坪頂路70巷31號,2.0,760.0,中山路派出所,,121.4828,25.15704
大樓,美式家庭社區,D801000087,竿蓁里,新北市淡水區竿蓁里坪頂路70巷41號,2.0,549.0,中山路派出所,,121.4828,25.15704
大樓,淡江大學,D801000093,中興里,新北市淡水區中興里英專路151號,1.0,2289.0,中山路派出所,,121.447099,25.173829
