類別,檔案卡電腦編號,里別,防空疏散避難設施地址,地下層數位址,可容納人數
大樓,WQA00904,興光里,臺北市文山區興隆路三段69號,2,1644.0
大樓,WQA01233,興光里,臺北市文山區興隆路三段137號,3,945.0
公寓,WQA01309,興光里,臺北市文山區興德路20巷18號,1,461.0
大樓,WQA00560,興光里,臺北市文山區萬芳路105巷103號,1,6402.0
大樓,WQA01235,興光里,臺北市文山區興隆路三段107巷1號,3,3280.0
大樓,WQA01290,興光里,臺北市文山區興隆路三段107巷8號,3,2333.0
公寓,WQA01315,興光里,臺北市文山區萬芳路111號,1、2,209.0
公寓,WQA00124,興光里,臺北市文山區辛亥路四段213號,1,65.0
公寓,WQA00126,興光里,臺北市文山區辛亥路四段227號,1,53.0
公寓,WQA00128,興光里,臺北市文山區辛亥路四段233號,1,213.0
公寓,WQA00176,興光里,臺北市文山區辛亥路四段211巷2號,1,94.0
公寓,WQA00889,興光里,臺北市文山區興隆路三段17號,1,70.0
公寓,WQA01336,興光里,臺北市文山區興德路22號,1,121.0
大樓,WQA00043,興安里,臺北市文山區仙岩路45號,3,1000.0
大樓,WQA00768,興安里,臺北市文山區興隆路二段94號,1,602.0
公寓,WQA00855,興安里,臺北市文山區興隆路二段96巷1號,1,112.0
公寓,WQA00859,興安里,臺北市文山區興隆路二段96巷2-4號,1,36.0
公寓,WQA00871,興安里,臺北市文山區興隆路二段96巷2弄1號,1,349.0
公寓,WQA00872,興安里,臺北市文山區興隆路二段96巷2弄4號,1,161.0
大樓,WQA00047,興安里,臺北市文山區仙岩路11巷2號,1,497.0
公寓,WQA01206,興安里,臺北市文山區仙岩路23號,1,201.0
大樓,WQA01237,興安里,臺北市文山區仙岩路25號,1,1496.0
大樓,WQA01317,興安里,臺北市文山區景華街216巷2號,4、5,3105.0
公寓,WQA00039,興安里,臺北市文山區仙岩路16巷51弄2號,1,374.0
公寓,WQA00040,興安里,臺北市文山區仙岩路16巷40號,1,69.0
公寓,WQA00042,興安里,臺北市文山區仙岩路40號,1,56.0
公寓,WQA00045,興安里,臺北市文山區仙岩路16巷43號,1,126.0
公寓,WQA00046,興安里,臺北市文山區仙岩路16巷51弄3號,1,94.0
公寓,WQA00051,興安里,臺北市文山區仙岩路16巷42號,1,745.0
大樓,WQA00052,興安里,臺北市文山區仙岩路16巷57弄2號,1,502.0
公寓,WQA00053,興安里,臺北市文山區仙岩路16巷57弄2號,2,134.0
公寓,WQA00060,興安里,臺北市文山區仙岩路16巷35弄6號,1,158.0
公寓,WQA00061,興安里,臺北市文山區仙岩路16巷39弄1號,1,121.0
公寓,WQA00062,興安里,臺北市文山區仙岩路16巷39弄2號,1,158.0
公寓,WQA00063,興安里,臺北市文山區仙岩路16巷41弄2號,1,706.0
公寓,WQA00856,興安里,臺北市文山區興隆路二段96巷100號,1,621.0
公寓,WQA00857,興安里,臺北市文山區興隆路二段96巷100號,2,364.0
公寓,WQA00858,興安里,臺北市文山區興隆路二段96巷15號,1,384.0
公寓,WQA00860,興安里,臺北市文山區興隆路二段96巷20-2號,1,52.0
公寓,WQA00861,興安里,臺北市文山區興隆路二段96巷24-2號,1,37.0
大樓,WQA00862,興安里,臺北市文山區興隆路二段96巷24-5號,1,1013.0
公寓,WQA00863,興安里,臺北市文山區興隆路二段96巷41號,1,22.0
公寓,WQA00864,興安里,臺北市文山區興隆路二段96巷55-2號,1,52.0
公寓,WQA00865,興安里,臺北市文山區興隆路二段96巷56-2號,1,36.0
公寓,WQA00866,興安里,臺北市文山區興隆路二段96巷72-2號,1,54.0
公寓,WQA00867,興安里,臺北市文山區興隆路二段96巷73-2號,1,24.0
公寓,WQA00868,興安里,臺北市文山區興隆路二段96巷90號,2,60.0
公寓,WQA00873,興安里,臺北市文山區仙岩路66號,1,381.0
大樓,WQA01120,興安里,臺北市文山區仙岩路16巷74號,1,1268.0
大樓,WQA01121,興安里,臺北市文山區仙岩路16巷75號,2,6506.0
大樓,WQA01260,興安里,臺北市文山區興隆路二段96巷17號,4,1960.0
公寓,WQA01283,興安里,臺北市文山區仙岩路68號,1,196.0
公寓,WQA00048,興安里,臺北市文山區仙岩路16巷28號,1,172.0
