類別,檔案卡電腦編號,里別,防空疏散避難設施地址,地下層數位址,可容納人數
大樓,WMA00183,集英里,臺北市中山區中山北路二段162號,2、3,557.0
大樓,WMA00184,集英里,臺北市中山區中山北路二段170號,1,225.0
公寓,WMA00501,集英里,臺北市中山區天祥路61巷17-23號,1,177.0
公寓,WMA00819,集英里,臺北市中山區民權西路19號,1,249.0
大樓,WMA00821,集英里,臺北市中山區民權西路25-31號,1,836.0
大樓,WMA00824,集英里,臺北市中山區民權西路79號,1,898.0
公寓,WMA02586,集英里,臺北市中山區撫順街10號,1,138.0
公寓,WMA02589,集英里,臺北市中山區撫順街26號,1,338.0
大樓,WMA02592,集英里,臺北市中山區撫順街39、39-1、39-2號,1,1090.0
大樓,WMA02593,集英里,臺北市中山區撫順街4、4-1號,1,422.0
公寓,WMA02594,集英里,臺北市中山區撫順街6號,1,290.0
公寓,WMA02595,集英里,臺北市中山區撫順街6-2號,1,269.0
大樓,WMA02596,集英里,臺北市中山區撫順街8號,1,640.0
公寓,WMA02598,集英里,臺北市中山區撫順街41巷1-5號,1,172.0
大樓,WMA03088,集英里,臺北市中山區民權西路53號,2,1756.0
大樓,WMA03179,集英里,臺北市中山區天祥路57、59號,2,674.0
大樓,WMA03682,集英里,臺北市中山區民權西路9巷18號,2,583.0
公寓,WMA03709,集英里,臺北市中山區天祥路61巷10號,1,197.0
大樓,WMA03801,集英里,臺北市中山區民權西路61號,4,1574.0
大樓,WMA00380,集英里,臺北市中山區中山北路三段22號,1,1985.0
大樓,WMA00381,集英里,臺北市中山區中山北路三段22號,1,1632.0
大樓,WMA00383,集英里,臺北市中山區中山北路三段26號,1,473.0
大樓,WMA00384,集英里,臺北市中山區中山北路三段28、28-1號,1,488.0
大樓,WMA00386,集英里,臺北市中山區中山北路三段30、30-1號,1,864.0
大樓,WMA00387,集英里,臺北市中山區中山北路三段34號,2,1368.0
大樓,WMA02587,集英里,臺北市中山區撫順街11、13號,1,262.0
大樓,WMA02588,集英里,臺北市中山區撫順街25號,2,453.0
公寓,WMA02590,集英里,臺北市中山區撫順街3號,1,54.0
大樓,WMA02591,集英里,臺北市中山區撫順街31號,1,641.0
大樓,WMA02597,集英里,臺北市中山區撫順街7、9號,1,268.0
大樓,WMA02599,集英里,臺北市中山區撫順街3-9號,1,213.0
大樓,WMA03188,集英里,臺北市中山區撫順街41巷11號,1,25.0
大樓,WMA03312,集英里,臺北市中山區撫順街41巷13號,3,2868.0
大樓,WMA03363,集英里,臺北市中山區撫順街21號,5,2885.0
大樓,WMA03401,集英里,臺北市中山區天祥路86巷1號,1,3626.0
