編號,里別,地址,避難所在之地下樓層數,可容納人數,轄區分局,經度,緯度
253.0,文山里,臺中市南屯區文山里永春東路712號,1.0,3778.0,第四分局,120.6430049,24.13522708
254.0,文山里,臺中市南屯區文山里忠勇路109號,1.0,1038.0,第四分局,120.6160487,24.15251818
255.0,春社里,臺中市南屯區春社里忠勇路46號,1.0,1216.0,第四分局,120.6132277,24.13967364
256.0,文山里,臺中市南屯區文山里忠勇路89巷141弄21號,1.0,908.0,第四分局,120.6151248,24.1483572
257.0,文山里,臺中市南屯區文山里永春路128號,1.0,248.0,第四分局,120.6151248,24.1483572
258.0,文山里,臺中市南屯區文山里忠勇路89巷105弄14號,1.0,352.0,第四分局,120.6151141,24.14833762
259.0,文山里,臺中市南屯區文山里永春東路185號,1.0,1018.0,第四分局,120.6520701,24.13500484
260.0,文山里,臺中市南屯區文山里忠勇路89巷161弄17號,1.0,748.0,第四分局,120.6151999,24.14841594
261.0,文山里,臺中市南屯區文山里忠勇路105號之25,1.0,1180.0,第四分局,120.6158134,24.15171682
262.0,文山里,臺中市南屯區文山里忠勇路97號,1.0,704.0,第四分局,120.6153309,24.14953829
263.0,春社里,臺中市南屯區春社里嶺東路2號,1.0,1432.0,第四分局,120.610679,24.13675608
264.0,文山里,臺中市南屯區文山里文山八街70巷8號,1.0,2661.0,第四分局,120.6152377,24.14957702
265.0,春社里,臺中市南屯區春社里嶺東路2號,1.0,1432.0,第四分局,120.610679,24.13675608
266.0,春安里,臺中市南屯區春安里建功路107號,1.0,813.0,第四分局,120.6069157,24.13617347
267.0,春安里,臺中市南屯區春安里春安路109號,1.0,222.0,第四分局,120.6078657,24.13465614
268.0,寶山里,臺中市南屯區寶山里工業區23路3號,1.0,482.0,第四分局,120.6051875,24.16198401
269.0,寶山里,臺中市南屯區寶山里工業區23路1號,1.0,482.0,第四分局,120.6051875,24.16198401
270.0,春安里,臺中市南屯區春安里保安二街168巷170號,1.0,1170.0,第四分局,120.613395,24.14644066
271.0,春安里,臺中市南屯區春安里保安三街58號,1.0,602.0,第四分局,120.6126474,24.14616262
272.0,春安里,臺中市南屯區春安里文山忠勇路97號,1.0,130.0,第四分局,120.6154018,24.14949828
273.0,春社里,台中市南屯區春社里嶺東路1號,1.0,1277.0,第四分局,120.6096513,24.13794445
274.0,春安里,臺中市南屯區春安里文山里忠勇路89號,1.0,229.0,第四分局,120.615157,24.14828867
275.0,春安里,臺中市南屯區春安里工業18路31-1號,1.0,837.0,第四分局,120.6088362,24.15615085
276.0,春安里,臺中市南屯區春安里工業區20路9號,1.0,105.0,第四分局,120.6093389,24.16066015
277.0,春社里,臺中市南屯區春社里培德路9號,1.0,6827.0,第四分局,120.5957716,24.13936337
278.0,文山里,臺中市南屯區文山里精科北路11號,1.0,321.0,第四分局,120.6001501,24.15084796
279.0,文山里,臺中市南屯區文山里精科北路3號,1.0,1131.0,第四分局,120.6034929,24.14989189
280.0,文山里,臺中市南屯區文山里精科七路20號,1.0,1228.0,第四分局,120.5945488,24.15405141
281.0,春社里,臺中市南屯區春社里嶺東路2號,1.0,1893.0,第四分局,120.610679,24.13675608
282.0,寶山里,臺中市南屯區寶山里寶山東二街10號,1.0,181.0,第四分局,120.6174263,24.15266228
283.0,春社里,臺中市南屯區春社里中台路7號,1.0,699.0,第四分局,120.6022107,24.13602025
284.0,文山里,臺中市南屯區文山里精科中路22號,1.0,2972.0,第四分局,120.5953323,24.15074447
285.0,寶山里,臺中市南屯區寶山里寶山東一街15號,1.0,1486.0,第四分局,120.6166063,24.15198773
286.0,文山里,臺中市南屯區文山里保安五街66之1號,1.0,260.0,第四分局,120.6120331,24.14593794
287.0,春社里,臺中市南屯區春社里精科東路10號,1.0,1154.0,第四分局,120.6041962,24.14277474
288.0,春社里,臺中市南屯區春社里忠勇路25之9號,1.0,405.0,第四分局,120.61205,24.13783773
289.0,文山里,臺中市南屯區文山里精科路18號,1.0,2102.0,第四分局,120.6039429,24.14689005
290.0,文山里,臺中市南屯區文山里精科路7號,1.0,789.0,第四分局,120.6021203,24.14619375
291.0,文山里,臺中市南屯區文山里忠勇路67之5號,4.0,467.0,第四分局,120.6139038,24.14177369
292.0,文山里,臺中市南屯區文山里精科二路10號,6.0,1522.0,第四分局,120.5991093,24.14934298
293.0,春社里,臺中市南屯區春社里永春南路56巷16號,1.0,208.0,第四分局,120.6118373,24.13912436
294.0,文山里,臺中市南屯區文山里精科中路6號,1.0,63927.0,第四分局,120.5999337,24.14539963
295.0,春社里,臺中市南屯區春社里精科五路9號,1.0,414.0,第四分局,120.5999337,24.14539963
296.0,春社里,臺中市南屯區春社里精科八路7號,1.0,1178.0,第四分局,120.5999337,24.14539963
297.0,文山里,臺中市南屯區文山里忠勇路71之5號,1.0,1574.0,第四分局,120.6129106,24.14044531
298.0,文山里,臺中市南屯區文山里向上路五段53號,1.0,1755.0,第四分局,120.6142608,24.14848864
299.0,寶山里,臺中市南屯區寶山里嶺東路898號,1.0,962.0,第四分局,120.6126466,24.15320328
300.0,春社里,臺中市南屯區春社里忠勇路28之1號,1.0,505.0,第四分局,120.6149182,24.14927573
301.0,文山里,臺中市南屯區文山里保安七街27號,1.0,145.0,第四分局,120.6097172,24.14574975
302.0,春社里,臺中市南屯區春社里精科南路28號,1.0,90.0,第四分局,120.6097172,24.14574975
303.0,春社里,臺中市南屯區春社里精科中一路10號,1.0,796.0,第四分局,120.5930287,24.14953453
304.0,春社里,臺中市南屯區春社里精科中一路12號,1.0,4285.0,第四分局,120.5930287,24.14953453
305.0,春社里,臺中市南屯區春社里精科中路63號,1.0,1123.0,第四分局,120.5881018,24.1496436
306.0,春社里,臺中市南屯區春社里精科中二路13號,1.0,974.0,第四分局,120.5926549,24.15094338
307.0,春社里,臺中市南屯區春社里精科八路13號,1.0,2193.0,第四分局,120.5910603,24.1491054
308.0,文山里,臺中市南屯區文山里精科路136號,1.0,1272.0,第四分局,120.6085774,24.14971811
309.0,春社里,臺中市南屯區春社里精科五路3號,3.0,145.0,第四分局,120.5947788,24.14837329
310.0,春社里,臺中市南屯區春社里精科中二路11號,1.0,1255.0,第四分局,120.5930254,24.15071457
311.0,春社里,臺中市南屯區春社里精科八路8號,1.0,14704.0,第四分局,120.5901597,24.1481938
312.0,文山里,臺中市南屯區文山里精科路13號,1.0,1100.0,第四分局,120.6054405,24.14803237
313.0,春社里,臺中市南屯區春社里精科五路1號,1.0,1036.0,第四分局,120.5943845,24.14814452
314.0,春社里,臺中市南屯區春社里精科中一路18號,1.0,1079.0,第四分局,120.5917438,24.15017504
315.0,春社里,臺中市南屯區春社里精科中二路15號,1.0,68.0,第四分局,120.5922332,24.15094479
316.0,文山里,臺中市南屯區文山里嶺東路339號,1.0,771.0,第四分局,120.6105315,24.14570985
317.0,文山里,臺中市南屯區文山里嶺東路313號,1.0,698.0,第四分局,120.610539,24.14516283
318.0,文山里,臺中市南屯區文山里保安七街62號,1.0,1007.0,第四分局,120.6100837,24.14575596
319.0,文山里,臺中市南屯區文山里保安七街15號,1.0,1326.0,第四分局,120.610073,24.14579512
320.0,文山里,臺中市南屯區文山里精科路142號,1.0,517.0,第四分局,120.6088099,24.14990831
321.0,春安里,臺中市南屯區春安里嶺東南路173號,1.0,818.0,第四分局,120.6102752,24.13612814
322.0,寶山里,臺中市南屯區寶山里文山十街88之2號,1.0,128.0,第四分局,120.6134389,24.15250067
323.0,文山里,臺中市南屯區文山里忠勇路52之28號,1.0,393.0,第四分局,120.6148671,24.1457694
324.0,文山里,臺中市南屯區文山里保安八街18號,1.0,1577.0,第四分局,120.6089102,24.14571406
325.0,春社里,臺中市南屯區春社里精科南路20號,1.0,240.0,第四分局,120.5897734,24.14752422
326.0,文山里,臺中市南屯區文山里文山路28號,1.0,1197.0,第四分局,120.6092954,24.1447501
327.0,文山里,臺中市南屯區文山里文山路52號,1.0,606.0,第四分局,120.6092159,24.14497991
328.0,文山里,臺中市南屯區文山里嶺東路321號,1.0,555.0,第四分局,120.6105088,24.14537126
329.0,文山里,臺中市南屯區文山里嶺東路309號,1.0,373.0,第四分局,120.6103057,24.14490189
330.0,文山里,臺中市南屯區文山里保安七街35號,1.0,625.0,第四分局,120.6096162,24.14606262
331.0,春社里,臺中市南屯區春社里精科忠二路22號,1.0,477.0,第四分局,120.6064833,24.14779542
332.0,文山里,臺中市南屯區文山里保安八街30號,1.0,980.0,第四分局,120.6089735,24.1459523
333.0,春安里,臺中市南屯區春安里春安二街38號,1.0,208.0,第四分局,120.6091623,24.13511104
334.0,春社里,臺中市南屯區春社里精科中二路1號,1.0,1250.0,第四分局,120.5934556,24.14886033
335.0,文山里,臺中市南屯區文山里文山路68號,1.0,4415.0,第四分局,120.6086691,24.14517731
336.0,文山里,臺中市南屯區文山里精科路106號,1.0,994.0,第四分局,120.608107,24.14862212
337.0,文山里,臺中市南屯區文山里精科三路8號,1.0,10120.0,第四分局,120.5974499,24.15091229
338.0,春社里,臺中市南屯區春社里精科南路99號,1.0,3295.0,第四分局,120.5881452,24.14875392
339.0,春安里,臺中市南屯區春安里嶺東南路159號,1.0,709.0,第四分局,120.6102678,24.13565754
340.0,春社里,臺中市南屯區春社里永春北路53號,3.0,1261.0,第四分局,120.6130794,24.14016409
341.0,寶山里,臺中市南屯區寶山里工業區二十三路22號,1.0,362.0,第四分局,120.6054566,24.16239127
342.0,文山里,臺中市南屯區文山里忠勇路47之26號,1.0,2329.0,第四分局,120.6127117,24.13962046
343.0,春安里,臺中市南屯區春安里春安二街6號,1.0,398.0,第四分局,120.6091086,24.13525791
344.0,春社里,臺中市南屯區春社里永春北路38號,1.0,908.0,第四分局,120.6134295,24.13987799
345.0,文山里,臺中市南屯區文山里保安十街148號,1.0,2961.0,第四分局,120.6089327,24.14915649
346.0,春安里,臺中市南屯區春安里春安路117號,2.0,520.0,第四分局,120.6087916,24.13556942
347.0,三厝里,臺中市南屯區三厝里三和街158號,1.0,138.0,第四分局,120.6346429,24.1451158
348.0,黎明里,臺中市南屯區黎明里博愛街97號,1.0,1388.0,第四分局,120.6320713,24.15354608
349.0,黎明里,臺中市南屯區黎明里干城街14巷552號,1.0,1388.0,第四分局,120.6337586,24.15593329
350.0,黎明里,臺中市南屯區黎明里干城街14巷572號,1.0,416.0,第四分局,120.6336728,24.15575708
351.0,黎明里,臺中市南屯區黎明里干城街91號,1.0,416.0,第四分局,120.632346,24.15566749
352.0,黎明里,臺中市南屯區黎明里干城街95號,3.0,208.0,第四分局,120.6323719,24.15434122
353.0,三厝里,臺中市南屯區三厝里黎明路二段141號,2.0,138.0,第四分局,120.6365468,24.14574467
354.0,三厝里,臺中市南屯區三厝里黎明路二段141號,1.0,104.0,第四分局,120.6365468,24.14574467
355.0,黎明里,臺中市南屯區黎明里黎明路二段503號,1.0,486.0,第四分局,120.6340452,24.15538222
356.0,黎明里,臺中市南屯區黎明里干城街2號,1.0,1597.0,第四分局,120.634088,24.15595521
357.0,黎明里,臺中市南屯區黎明里黎明路二段658號,1.0,694.0,第四分局,120.6350197,24.15679672
358.0,黎明里,臺中市南屯區黎明里黎明路二段658號,2.0,694.0,第四分局,120.6350197,24.15679672
359.0,黎明里,臺中市南屯區黎明里大業路605號,3.0,1388.0,第四分局,120.6337803,24.15373055
360.0,黎明里,臺中市南屯區黎明里黎明路二段503號,1.0,1041.0,第四分局,120.6339701,24.1554899
361.0,黎明里,臺中市南屯區黎明里黎明路二段503號,1.0,781.0,第四分局,120.6339701,24.1554899
362.0,黎明里,臺中市南屯區黎明里干城街93號,1.0,54.0,第四分局,120.6318997,24.1548937
363.0,三厝里,臺中市南屯區三厝里黎明路2段237號,2.0,54.0,第四分局,120.6356999,24.14808236
364.0,三厝里,臺中市南屯區三厝里黎明路二段233號,3.0,54.0,第四分局,120.6356575,24.1481636
365.0,三厝里,臺中市南屯區三厝里黎明路二段233號,1.0,54.0,第四分局,120.6356575,24.1481636
366.0,三厝里,臺中市南屯區三厝里黎明路二段231號,2.0,69.0,第四分局,120.6356575,24.1481636
367.0,三義里,臺中市南屯區三義里黎明路46巷1號,1.0,122.0,第四分局,120.634545,24.15492819
368.0,三和里,臺中市南屯區三和里黎明路二段286號,1.0,122.0,第四分局,120.6358677,24.14896648
369.0,三和里,臺中市南屯區三和里黎明路二段288號,1.0,122.0,第四分局,120.6358677,24.14896648
370.0,三和里,臺中市南屯區三和里黎明路二段290號,1.0,83.0,第四分局,120.6358947,24.14898783
371.0,三厝里,臺中市南屯區三厝里黎明路二段147號,1.0,90.0,第四分局,120.636401,24.14590511
372.0,三義里,臺中市南屯區三義里黎明路46巷77號,1.0,86.0,第四分局,120.6345343,24.15501629
373.0,永定里,臺中市南屯區永定里黎明路二段109號,2.0,104.0,第四分局,120.6365351,24.14516527
374.0,黎明里,臺中市南屯區黎明里黎明路2段497號,1.0,1470.0,第四分局,120.6345051,24.15365085
375.0,三厝里,臺中市南屯區三厝里三和街158號,1.0,66.0,第四分局,120.6348253,24.14516475
376.0,三厝里,臺中市南屯區三厝里南屯路二段1040號,2.0,1041.0,第四分局,120.6346074,24.14379637
377.0,三義里,臺中市南屯區三義里黎明路2段555號,1.0,758.0,第四分局,120.6330668,24.15812751
378.0,三厝里,臺中市南屯區三厝里7鄰黎明路2段42之53號,1.0,1562.0,第四分局,120.635998,24.15302286
379.0,三義里,臺中市南屯區三義里黎明路二段379號,1.0,104.0,第四分局,120.635127,24.15113473
380.0,豐樂里,臺中市南屯區豐樂里黎明路一段838-6號,1.0,222.0,第四分局,120.6360514,24.13261889
381.0,黎明里,臺中市南屯區黎明里干城街267號,1.0,149.0,第四分局,120.6322596,24.15250236
382.0,黎明里,臺中市南屯區黎明里博愛街80巷51號,1.0,973.0,第四分局,120.6332333,24.15319613
383.0,三義里,臺中市南屯區三義里黎明路二段555號,1.0,393.0,第四分局,120.6329917,24.15816667
384.0,三義里,臺中市南屯區三義里黎明路39號,1.0,122.0,第四分局,120.6345343,24.15508482
385.0,黎明里,臺中市南屯區黎明里博愛路80巷49號,1.0,546.0,第四分局,120.6345343,24.15508482
386.0,三義里,臺中市南屯區三義里黎明路二段658號,1.0,321.0,第四分局,120.6350519,24.15691419
387.0,三義里,臺中市南屯區三義里黎明路2段58號,1.0,138.0,第四分局,120.6373549,24.14409299
388.0,三義里,臺中市南屯區三義里黎明路二段555號,1.0,804.0,第四分局,120.6329917,24.15807856
389.0,三義里,臺中市南屯區三義里黎明路二段42巷261號,1.0,77.0,第四分局,120.6375605,24.1437392
390.0,三厝里,臺中市南屯區三厝里黎明路二段236號,1.0,68.0,第四分局,120.6360659,24.14778654
391.0,三義里,臺中市南屯區三義里五權西路二段863號,1.0,160.0,第四分局,120.6346903,24.14393553
392.0,三義里,臺中市南屯區三義里黎明路二段508號,1.0,2083.0,第四分局,120.6350291,24.15444801
393.0,三義里,臺中市南屯區三義里黎明路二段608號,1.0,92.0,第四分局,120.6347179,24.15602264
394.0,三義里,臺中市南屯區三義里大業路591號,1.0,2083.0,第四分局,120.6356563,24.15401209
395.0,三義里,臺中市南屯區三義里大業路563號,1.0,199.0,第四分局,120.6360105,24.15364522
396.0,三義里,臺中市南屯區三義里黎明路2段525號,1.0,158.0,第四分局,120.6340017,24.15647138
397.0,黎明里,臺中市南屯區黎明里大業路605號,1.0,177.0,第四分局,120.633673,24.15370118
398.0,三義里,臺中市南屯區三義里黎明路二段525號,1.0,399.0,第四分局,120.6339481,24.1564518
399.0,三義里,臺中市南屯區三義里黎明路二段606巷55弄16號,1.0,1088.0,第四分局,120.63437,24.15608471
400.0,三厝里,臺中市南屯區三厝里黎明路二段201之1號,1.0,277.0,第四分局,120.6356113,24.14678581
401.0,三義里,臺中市南屯區三義里市政南二路189巷3號,1.0,1715.0,第四分局,120.6356823,24.15526952
402.0,三厝里,臺中市南屯區三厝里黎明路二段184號,1.0,618.0,第四分局,120.6366088,24.14661736
403.0,三厝里,臺中市南屯區三厝里永春東七路770巷3號,1.0,5102.0,第四分局,120.6342021,24.14733927
404.0,黎明里,臺中市南屯區黎明里干城街267號,1.0,3125.0,第四分局,120.6321952,24.15250236
405.0,三和里,臺中市南屯區三和里黎明路二段423號,1.0,708.0,第四分局,120.6347538,24.15201461
406.0,三和里,臺中市南屯區三和里公益路二段500號,1.0,334.0,第四分局,120.6350178,24.15169261
407.0,三和里,臺中市南屯區三和里黎明東街433號,1.0,277.0,第四分局,120.6362902,24.15063584
408.0,三厝里,臺中市南屯區三厝里河南路四段650巷35號,1.0,2089.0,第四分局,120.63854,24.14582529
409.0,三和里,臺中市南屯區三和里黎明路二段302號,1.0,754.0,第四分局,120.6357119,24.14935848
410.0,惠中里,臺中市南屯區惠中里文心路一段371號,1.0,434.0,第四分局,120.6463729,24.14838417
411.0,三厝里,臺中市南屯區三厝里黎明東街137號,1.0,4661.0,第四分局,120.6378427,24.14543859
412.0,三和里,臺中市南屯區三和里黎明路二段425號,1.0,773.0,第四分局,120.6345105,24.15208232
413.0,三厝里,臺中市南屯區三厝里河南路四段502號,1.0,1039.0,第四分局,120.6381167,24.14713925
414.0,三和里,臺中市南屯區三和里大墩十二街636號,1.0,393.0,第四分局,120.6368439,24.15048745
415.0,三厝里,臺中市南屯區三厝里大墩十一街771號,1.0,1731.0,第四分局,120.6345794,24.14857548
416.0,三厝里,臺中市南屯區三厝里河南路四段468號,1.0,1146.0,第四分局,120.6374555,24.14886978
417.0,三厝里,臺中市南屯區三厝里河南路四段476號,1.0,85.0,第四分局,120.63767,24.14833303
418.0,三厝里,臺中市南屯區三厝里向上路二段426號,1.0,866.0,第四分局,120.637838,24.14741962
419.0,三和里,臺中市南屯區三和里公益路二段507號,1.0,334.0,第四分局,120.6370191,24.15158083
420.0,三和里,臺中市南屯區三和里公益路二段535巷26號,1.0,516.0,第四分局,120.6361456,24.15069997
421.0,寶山里,臺中市南屯區寶山里五權西路三段188號,1.0,1470.0,第四分局,120.6130216,24.15452653
422.0,三厝里,臺中市南屯區三厝里三和街158號,1.0,1470.0,第四分局,120.6346214,24.14507664
423.0,三厝里,臺中市南屯區三厝里三和街158號,1.0,1470.0,第四分局,120.6346214,24.14507664
424.0,三厝里,臺中市南屯區三厝里三和街158號,2.0,820.0,第四分局,120.6346214,24.14507664
425.0,三厝里,臺中市南屯區三厝里河南路四段500號,1.0,996.0,第四分局,120.6381108,24.14758728
426.0,三和里,臺中市南屯區三和里河南路四段460號,1.0,1245.0,第四分局,120.6374286,24.14940074
427.0,三厝里,臺中市南屯區三厝里黎明東街151號,1.0,1374.0,第四分局,120.637598,24.14587974
428.0,三和里,臺中市南屯區三和里河南路4段420號,1.0,3485.0,第四分局,120.6371553,24.1509706
429.0,三義里,臺中市南屯區三義里河南路四段250號,1.0,656.0,第四分局,120.6366562,24.15348807
430.0,三義里,臺中市南屯區三義里河南路四段330號,1.0,1384.0,第四分局,120.6367099,24.15350765
431.0,三厝里,臺中市南屯區三厝里永春東七路800號,1.0,1031.0,第四分局,120.6337727,24.14802445
432.0,南屯里,臺中市南屯區南屯里河南路四段718號,1.0,2463.0,第四分局,120.6393786,24.14401154
433.0,三和里,臺中市南屯區三和里惠中路三段36號,1.0,7511.0,第四分局,120.6403586,24.14920838
434.0,惠中里,臺中市南屯區惠中里永春東七路892號,1.0,4781.0,第四分局,120.6335965,24.15074498
435.0,三義里,臺中市南屯區三義里公益路二段300號,1.0,3994.0,第四分局,120.6382709,24.1517428
436.0,三義里,臺中市南屯區三義里公益路二段298號,1.0,202.0,第四分局,120.6382709,24.1517428
437.0,三厝里,臺中市南屯區三厝里向上路三段33號,1.0,2342.0,第四分局,120.6356151,24.1464894
438.0,三義里,臺中市南屯區三義里公益路二段370號,1.0,946.0,第四分局,120.6358044,24.15162747
439.0,三厝里,臺中市南屯區三厝里河南路四段610號,1.0,1079.0,第四分局,120.6384822,24.1463425
440.0,三和里,臺中市南屯區三和里黎明東街506號,1.0,1934.0,第四分局,120.6365978,24.15099631
441.0,三厝里,臺中市南屯區三厝里惠中路3段36號,1.0,992.0,第四分局,120.6402406,24.14917901
442.0,三和里,臺中市南屯區三和里大墩11街818號,1.0,520.0,第四分局,120.6336942,24.14859544
443.0,三義里,臺中市南屯區三義里河南路4段261號,1.0,1040.0,第四分局,120.6368481,24.15454054
444.0,三厝里,臺中市南屯區三厝里向上路二段201號,1.0,833.0,第四分局,120.63983,24.14668671
445.0,三和里,臺中市南屯區三和里永春東七路880號,1.0,677.0,第四分局,120.6338199,24.14939841
446.0,三義里,臺中市南屯區三義里市政南二路181號,1.0,898.0,第四分局,120.6357417,24.15590094
447.0,三厝里,臺中市南屯區三厝里惠中路三段98號,1.0,1390.0,第四分局,120.6403584,24.14510264
448.0,三厝里,臺中市南屯區三厝里大墩十一街605號,1.0,1649.0,第四分局,120.6366236,24.14879574
449.0,三義里,臺中市南屯區三義里黎明路二段706號,1.0,100.0,第四分局,120.6341009,24.15945558
450.0,南屯里,臺中市南屯區南屯里黎明路一段1056號,1.0,1593.0,第四分局,120.6382837,24.1398681
451.0,三厝里,臺中市南屯區三厝里向上路三段201號,1.0,497.0,第四分局,120.6317989,24.14513634
452.0,三和里,臺中市南屯區三和里5鄰益豐東街182號,1.0,1273.0,第四分局,120.6291403,24.15066446
453.0,三厝里,臺中市南屯區三厝里五權西路二段957號,2.0,497.0,第四分局,120.6327597,24.14529065
454.0,三和里,臺中市南屯區三和里益豐東街182號,1.0,1273.0,第四分局,120.6289901,24.1507232
455.0,三厝里,臺中市南屯區三厝里五權西路2段957號,1.0,107.0,第四分局,120.632706,24.14532981
456.0,新生里,臺中市南屯區新生里龍富十路96號,1.0,88.0,第四分局,120.6281461,24.13679963
457.0,新生里,臺中市南屯區新生里新富一街2號,1.0,62.0,第四分局,120.6280687,24.13697681
458.0,新生里,臺中市南屯區新生里新富一街6號,2.0,73.0,第四分局,120.6278014,24.13692885
459.0,新生里,臺中市南屯區新生里新富路608號,4.0,377.0,第四分局,120.6253103,24.14836763
460.0,新生里,臺中市南屯區新生里龍德一路122號,2.0,3590.0,第四分局,120.6540841,24.14121402
461.0,新生里,臺中市南屯區新生里向上路三段377號,1.0,196.0,第四分局,120.6276904,24.1452407
462.0,三厝里,臺中市南屯區三厝里三和街36號,1.0,778.0,第四分局,120.6369954,24.14567014
463.0,三和里,臺中市南屯區三和里公益路二段808之1號,1.0,3674.0,第四分局,120.6289811,24.15162687
464.0,新生里,臺中市南屯區新生里新富路305號,1.0,532.0,第四分局,120.6245613,24.1428763
465.0,新生里,臺中市南屯區新生里龍富四路39號,1.0,780.0,第四分局,120.6259912,24.14742303
466.0,三和里,臺中市南屯區三和里大墩11街868號,1.0,4003.0,第四分局,120.6325097,24.14845701
467.0,新生里,臺中市南屯區新生里永春路32之5號,1.0,605.0,第四分局,120.6266469,24.14089129
468.0,新生里,臺中市南屯區新生里益豐路463號,1.0,63.0,第四分局,120.6283205,24.14890591
469.0,三和里,臺中市南屯區三和里文心南五路392巷53號,2.0,1074.0,第四分局,120.6408451,24.13249239
470.0,新生里,臺中市南屯區新生里向上路三段380號,1.0,366.0,第四分局,120.6280665,24.14540219
471.0,新生里,臺中市南屯區新生里新富路408號,1.0,226.0,第四分局,120.6254074,24.14581372
472.0,三厝里,臺中市南屯區三厝里益昌五街68號,1.0,1094.0,第四分局,120.6322593,24.14385674
473.0,新生里,臺中市南屯區新生里龍富路四段38號,1.0,185.0,第四分局,120.6260791,24.14152558
474.0,三和里,臺中市南屯區三和里公益路二段757號,1.0,527.0,第四分局,120.629883,24.15101758
475.0,新生里,臺中市南屯區新生里益豐路四段495號,1.0,905.0,第四分局,120.6300117,24.15090989
476.0,新生里,臺中市南屯區新生里7鄰龍富十一街32號,1.0,1116.0,第四分局,120.6271107,24.1399131
477.0,三厝里,臺中市南屯區三厝里五權西路二段899號,1.0,895.0,第四分局,120.6337139,24.14469132
478.0,三厝里,臺中市南屯區三厝里河南路四段530號,1.0,181.0,第四分局,120.638352,24.14646693
479.0,黎明里,臺中市南屯區黎明里公益路二段798號,1.0,1040.0,第四分局,120.6290812,24.1516786
480.0,三厝里,臺中市南屯區三厝里向上路三段111號,1.0,634.0,第四分局,120.6336587,24.14609239
481.0,新生里,臺中市南屯區新生里益豐路四段107號,1.0,92.0,第四分局,120.6283139,24.14295592
482.0,三和里,臺中市南屯區三和里益豐東街18之1號,1.0,1228.0,第四分局,120.6324685,24.15027235
483.0,新生里,臺中市南屯區新生里龍富路四段86號,1.0,318.0,第四分局,120.6261306,24.14280341
484.0,新生里,臺中市南屯區新生里永春路38之2號,1.0,502.0,第四分局,120.6238563,24.14120365
485.0,新生里,臺中市南屯區新生里龍富十路170號,1.0,597.0,第四分局,120.625129,24.14535296
486.0,新生里,臺中市南屯區新生里向上路三段497號,1.0,682.0,第四分局,120.625129,24.14535296
487.0,三和里,臺中市南屯區三和里益豐路四段590號,1.0,1259.0,第四分局,120.6289485,24.14968945
488.0,三義里,臺中市南屯區三義里大業路586號,1.0,2023.0,第四分局,120.6353785,24.15411555
489.0,新生里,臺中市南屯區新生里龍富路四段333號,1.0,134.0,第四分局,120.6257896,24.1478926
490.0,三和里,臺中市南屯區三和里1鄰大墩十二街888號,1.0,62.0,第四分局,120.6286396,24.1496776
491.0,新生里,臺中市南屯區新生里1鄰新富路667號,1.0,59.0,第四分局,120.62528,24.15010908
492.0,大業里,臺中市南屯區大業里大墩十八街11號,1.0,59.0,第四分局,120.6513923,24.15605917
493.0,田心里,臺中市南屯區田心里田心北二巷624號,2.0,62.0,第四分局,120.649124,24.13824794
494.0,田心里,臺中市南屯區田心里田心北二巷11弄23號,1.0,90.0,第四分局,120.6490918,24.13754757
495.0,田心里,臺中市南屯區田心里田心北二巷11弄27號,1.0,90.0,第四分局,120.6489845,24.13766506
496.0,田心里,臺中市南屯區田心里向上路二段6號,1.0,62.0,第四分局,120.639806,24.14754555
497.0,田心里,臺中市南屯區田心里向上路二段6-1號,1.0,833.0,第四分局,120.6399026,24.14763366
498.0,田心里,臺中市南屯區田心里向上路二段822號,1.0,125.0,第四分局,120.6364444,24.14706781
499.0,田心里,臺中市南屯區田心里向上路二段822-1號,1.0,125.0,第四分局,120.6365088,24.14700907
500.0,田心里,臺中市南屯區田心里大墩４街326號,1.0,104.0,第四分局,120.6460516,24.14141629
501.0,田心里,臺中市南屯區田心里向上路二段103-10號,1.0,90.0,第四分局,120.6439708,24.14718464
502.0,田心里,臺中市南屯區田心里向上路二段20巷1弄55號,1.0,125.0,第四分局,120.6435415,24.14729533
503.0,田心里,臺中市南屯區田心里向上路二段20巷1弄67號,1.0,100.0,第四分局,120.6434342,24.14727575
504.0,田心里,臺中市南屯區田心里向上路二段20巷1弄52號,1.0,83.0,第四分局,120.6435415,24.14728554
505.0,田心里,臺中市南屯區田心里向上路二段20巷1弄64號,1.0,100.0,第四分局,120.6434986,24.14719743
506.0,田心里,臺中市南屯區田心里向上路二段20巷3弄57號,1.0,208.0,第四分局,120.6434664,24.1473247
507.0,田心里,臺中市南屯區田心里向上路二段20巷3弄67號,2.0,78.0,第四分局,120.6435844,24.14730512
508.0,田心里,臺中市南屯區田心里向上路二段20巷3弄75號,1.0,100.0,第四分局,120.6434879,24.14733449
509.0,田心里,臺中市南屯區田心里向上路二段24巷16號,1.0,100.0,第四分局,120.6433968,24.147227
510.0,田心里,臺中市南屯區田心里向上路二段24巷18號,1.0,100.0,第四分局,120.6435684,24.14728574
511.0,田心里,臺中市南屯區田心里田心北一路1-21號,1.0,90.0,第四分局,120.6088767,24.15426968
512.0,田心里,臺中市南屯區田心里東興路二段22-23號,1.0,166.0,第四分局,120.6531655,24.13636351
513.0,田心里,臺中市南屯區田心里東興路二段34巷2-14號,1.0,166.0,第四分局,120.6532408,24.13690962
