電腦編號,里別,防空疏散避難設施地址,地下層數,可容納人數,轄管分局,備駐
QMA02267,溝美里,屏東縣屏東市溝美里25鄰仁愛路142號,1,73.0,屏東分局,
QMA02266,溝美里,屏東縣屏東市溝美里25鄰仁愛路144號,1,73.0,屏東分局,
QMA02265,溝美里,屏東縣屏東市溝美里25鄰仁愛路146號,1,73.0,屏東分局,
QMA02264,溝美里,屏東縣屏東市溝美里25鄰仁愛路148號,1,74.0,屏東分局,
QMA02281,溝美里,屏東縣屏東市溝美里25鄰仁愛路172號,1,86.0,屏東分局,
QMA02280,溝美里,屏東縣屏東市溝美里25鄰仁愛路174號,1,48.0,屏東分局,
QMA02127,溝美里,屏東縣屏東市溝美里10鄰仁愛路188號,1,2800.0,屏東分局,
QMA02243,溝美里,屏東縣屏東市溝美里19鄰公勤街101號,1,12.0,屏東分局,
QMA02244,溝美里,屏東縣屏東市溝美里19鄰公勤街103號,1,12.0,屏東分局,
QMA02245,溝美里,屏東縣屏東市溝美里19鄰公勤街105號,1,12.0,屏東分局,
QMA02047,溝美里,屏東縣屏東市溝美里19鄰公勤街109號,1,48.0,屏東分局,
QMA02249,溝美里,屏東縣屏東市溝美里公義街11號之1,1,12.0,屏東分局,
QMA02050,溝美里,屏東縣屏東市溝美里公義街11號之2,1,14.0,屏東分局,
QMA02051,溝美里,屏東縣屏東市溝美里19鄰公義街13號,1,14.0,屏東分局,
QMA02055,溝美里,屏東縣屏東市溝美里公義街15號之2,1,14.0,屏東分局,
QMA02056,溝美里,屏東縣屏東市溝美里公義街15號之3,1,14.0,屏東分局,
QMA02597,溝美里,屏東縣屏東市溝美里01鄰長春街20號,1,61.0,屏東分局,
QMA02589,溝美里,屏東縣屏東市溝美里22鄰長春街31號,1,22.0,屏東分局,
QMA02587,溝美里,屏東縣屏東市溝美里02鄰長春街46巷2號,1,22.0,屏東分局,
QMA02588,溝美里,屏東縣屏東市溝美里02鄰長春街46巷4號,1,22.0,屏東分局,
QMA01091,大連里,屏東縣屏東市大連里16鄰瑞光路二段254號,1,146.0,屏東分局,
QMA01086,大連里,屏東縣屏東市大連里16鄰瑞光路二段258號,1,48.0,屏東分局,
QMA01087,大連里,屏東縣屏東市大連里16鄰瑞光路二段286號,1,48.0,屏東分局,
QMA01084,大連里,屏東縣屏東市大連里16鄰瑞光路二段328號,1,106.0,屏東分局,
QMA01083,大連里,屏東縣屏東市大連里16鄰瑞光路二段330號,1,106.0,屏東分局,
QMA01085,大連里,屏東縣屏東市大連里16鄰瑞光路二段332號,1,106.0,屏東分局,
QMA01207,大連里,屏東縣屏東市大連里22鄰建豐路2巷39號,1,200.0,屏東分局,
QMA02070,大連里,屏東縣屏東市大連里22鄰建豐路2巷43號,1,933.0,屏東分局,
QMA02102,大連里,屏東縣屏東市大連里22鄰建豐路2巷48號,1,1890.0,屏東分局,
QMA01071,大連里,屏東縣屏東市大連里22鄰建豐路2巷69號,1,168.0,屏東分局,
QMA01073,大連里,屏東縣屏東市大連里35鄰建豐路2巷113號,1,426.0,屏東分局,
QMA01208,大連里,屏東縣屏東市大連里62鄰建豐路30號,1,86.0,屏東分局,
QMA01203,大連里,屏東縣屏東市大連里62鄰建豐路72號,1,12.0,屏東分局,
QMA01204,大連里,屏東縣屏東市大連里62鄰建豐路74號,1,12.0,屏東分局,
QMA01209,大連里,屏東縣屏東市大連里62鄰建豐路84巷8號,1,102.0,屏東分局,
QMA01114,大連里,屏東縣屏東市大連里63鄰建豐路104號,1,38.0,屏東分局,
QMA01110,大連里,屏東縣屏東市大連里63鄰建豐路108號,1,61.0,屏東分局,
QMA01116,大連里,屏東縣屏東市大連里65鄰建豐路132號,1,26.0,屏東分局,
QMA01115,大連里,屏東縣屏東市大連里65鄰建豐路142號,1,52.0,屏東分局,
QMA01098,大連里,屏東縣屏東市大連里66鄰建豐路162號,1,70.0,屏東分局,
QMA01099,大連里,屏東縣屏東市大連里66鄰建豐路178號,1,242.0,屏東分局,
QMA01117,大連里,屏東縣屏東市大連里66鄰建豐路180巷35號,1,1212.0,屏東分局,
QMA01096,大連里,屏東縣屏東市大連里68鄰建豐路204號,1,781.0,屏東分局,共有2處、總計可容納人數1287人
QMA01097,大連里,屏東縣屏東市大連里68鄰建豐路204號,1,506.0,屏東分局,共有2處、總計可容納人數1287人
QMA01112,大連里,屏東縣屏東市大連里68鄰建豐路244號,1,26.0,屏東分局,
QMA01113,大連里,屏東縣屏東市大連里68鄰建豐路246號,1,25.0,屏東分局,
QMA01111,大連里,屏東縣屏東市大連里68鄰建豐路252號,1,49.0,屏東分局,
QMA01094,大連里,屏東縣屏東市大連里23鄰興豐路3號,1,26.0,屏東分局,
QMA01406,大連里,屏東縣屏東市大連里24鄰興豐路6號,1,26.0,屏東分局,
QMA01093,大連里,屏東縣屏東市大連里23鄰興豐路7號,1,84.0,屏東分局,
QMA02069,大連里,屏東縣屏東市大連里23鄰興豐路20號,1,120.0,屏東分局,
QMA01092,大連里,屏東縣屏東市大連里23鄰興豐路25號,1,13.0,屏東分局,
QMA02072,大連里,屏東縣屏東市大連里24鄰興豐路37巷2號,1,373.0,屏東分局,
QMA01401,大連里,屏東縣屏東市大連里24鄰興豐路44號,1,241.0,屏東分局,
QMA02007,大連里,屏東縣屏東市大連里24鄰興豐路86號,1,2876.0,屏東分局,共有2處、總計可容納人數2932人
QMA02008,大連里,屏東縣屏東市大連里24鄰興豐路86號,1,56.0,屏東分局,共有2處、總計可容納人數2932人
QMA01089,大連里,屏東縣屏東市大連里14鄰興豐路115巷15號,1,96.0,屏東分局,
QMA01088,大連里,屏東縣屏東市大連里14鄰興豐路115巷17號,1,97.0,屏東分局,
QMA02071,大連里,屏東縣屏東市大連里13鄰興豐路155號,1,466.0,屏東分局,
QMA01387,大連里,屏東縣屏東市大連里13鄰興豐路165號,1,116.0,屏東分局,
QMA01102,大連里,屏東縣屏東市大連里75鄰廣東路280號,1,100.0,屏東分局,
QMA01103,大連里,屏東縣屏東市大連里75鄰廣東路282號,1,33.0,屏東分局,
QMA01379,大連里,屏東縣屏東市大連里03鄰大連路1巷1弄15號之3,1,53.0,屏東分局,
QMA01400,大連里,屏東縣屏東市大連里03鄰大連路1巷30號,1,1660.0,屏東分局,
QMA01393,大連里,屏東縣屏東市大連里01鄰大連路3號,1,17.0,屏東分局,
QMA01394,大連里,屏東縣屏東市大連里01鄰大連路3號之1,1,17.0,屏東分局,
QMA01389,大連里,屏東縣屏東市大連里01鄰大連路3號之2,1,17.0,屏東分局,
QMA01392,大連里,屏東縣屏東市大連里01鄰大連路3號之3,1,17.0,屏東分局,
QMA01397,大連里,屏東縣屏東市大連里01鄰大連路3號之4,1,28.0,屏東分局,
QMA01395,大連里,屏東縣屏東市大連里01鄰大連路3號之10,1,17.0,屏東分局,
QMA01396,大連里,屏東縣屏東市大連里01鄰大連路3號之11,1,17.0,屏東分局,
QMA01386,大連里,屏東縣屏東市大連里大連路7號之12,1,94.0,屏東分局,
QMA01385,大連里,屏東縣屏東市大連里大連路7號之15,1,94.0,屏東分局,
QMA01383,大連里,屏東縣屏東市大連里01鄰大連路9號,1,66.0,屏東分局,
QMA01388,大連里,屏東縣屏東市大連里01鄰大連路11號之7,1,26.0,屏東分局,
QMA01179,大連里,屏東縣屏東市大連里05鄰大連路11巷87號,1,12.0,屏東分局,
QMA01178,大連里,屏東縣屏東市大連里05鄰大連路11巷89號,1.2,12.0,屏東分局,
QMA01180,大連里,屏東縣屏東市大連里05鄰大連路11巷91號,1,12.0,屏東分局,
QMA01380,大連里,屏東縣屏東市大連里01鄰大連路15號之2,1,53.0,屏東分局,
QMA01381,大連里,屏東縣屏東市大連里01鄰大連路15號之21,1,49.0,屏東分局,
QMA01382,大連里,屏東縣屏東市大連里01鄰大連路15號之22,1,49.0,屏東分局,
QMA01390,大連里,屏東縣屏東市大連里01鄰大連路15號之24,1,49.0,屏東分局,
QMA01391,大連里,屏東縣屏東市大連里01鄰大連路15號之25,1,49.0,屏東分局,
QMA02112,大連里,屏東縣屏東市大連里01鄰大連路17號,1,880.0,屏東分局,
QMA01384,大連里,屏東縣屏東市大連里01鄰大連路19號,1,388.0,屏東分局,
QMA01075,大連里,屏東縣屏東市大連里59鄰豐年街104號,1,34.0,屏東分局,
QMA01074,大連里,屏東縣屏東市大連里27鄰豐年街164號,1,42.0,屏東分局,
QMA01082,大連里,屏東縣屏東市大連里15鄰豐年街193號,1,34.0,屏東分局,
QMA01076,大連里,屏東縣屏東市大連里15鄰豐年街196號,1,34.0,屏東分局,
QMA01078,大連里,屏東縣屏東市大連里27鄰豐年街200號,1,34.0,屏東分局,
QMA01077,大連里,屏東縣屏東市大連里27鄰豐年街202號,1,34.0,屏東分局,
QMA01079,大連里,屏東縣屏東市大連里27鄰豐年街204號,1,34.0,屏東分局,
QMA01080,大連里,屏東縣屏東市大連里27鄰豐年街206號,1,34.0,屏東分局,
QMA01081,大連里,屏東縣屏東市大連里27鄰豐年街208號,1,34.0,屏東分局,
QMA01070,大連里,屏東縣屏東市大連里27鄰豐年街220號,1,938.0,屏東分局,
QMA01104,大連里,屏東縣屏東市大連里75鄰豐榮街3號,1,22.0,屏東分局,
QMA01101,大連里,屏東縣屏東市大連里75鄰豐榮街5號,1,25.0,屏東分局,
QMA01100,大連里,屏東縣屏東市大連里75鄰豐榮街11號,1,66.0,屏東分局,
QMA01107,大連里,屏東縣屏東市大連里75鄰豐榮街20號,1,14.0,屏東分局,
QMA01108,大連里,屏東縣屏東市大連里75鄰豐榮街22號,1,14.0,屏東分局,
QMA01106,大連里,屏東縣屏東市大連里75鄰豐榮街24號,1,14.0,屏東分局,
QMA01109,大連里,屏東縣屏東市大連里75鄰豐榮街28號,1,21.0,屏東分局,
QMA02060,大連里,屏東縣屏東市大連里70鄰豐榮街50巷7號,1,2805.0,屏東分局,
QMA01290,大連里,屏東縣屏東市大連里43鄰豐榮街184號,1,189.0,屏東分局,
QMA01072,大連里,屏東縣屏東市大連里56鄰豐華街27號,1,66.0,屏東分局,
QMA01405,大連里,屏東縣屏東市大連里30鄰德豐街10號,1,196.0,屏東分局,
QMA01399,大連里,屏東縣屏東市大連里30鄰德豐街63號,1,894.0,屏東分局,
QMA01398,大連里,屏東縣屏東市大連里25鄰德豐街94巷49號,1,465.0,屏東分局,
QMA01402,大連里,屏東縣屏東市大連里30鄰德豐街95號,1,50.0,屏東分局,
QMA02074,大連里,屏東縣屏東市大連里30鄰德豐街113號,1,800.0,屏東分局,
QMA01090,大連里,屏東縣屏東市大連里22鄰德豐街136號,1,53.0,屏東分局,
QMA02073,大連里,屏東縣屏東市大連里22鄰德豐街140巷1～2號,1,1212.0,屏東分局,
QMA01095,大連里,屏東縣屏東市大連里19鄰德豐街198號,1,141.0,屏東分局,
QMA01404,大連里,屏東縣屏東市大連里30鄰豐連街27號,1,321.0,屏東分局,
QMA01403,大連里,屏東縣屏東市大連里23鄰豐連街29號,1,572.0,屏東分局,
QMA02075,大連里,屏東縣屏東市大連里30鄰豐連街79號,1,826.0,屏東分局,
QMA02002,橋北里,屏東縣屏東市橋北里01鄰自立路213號,1,1460.0,屏東分局,
QMA00970,橋北里,屏東縣屏東市橋北里01鄰林森路21號之12,1,28.0,屏東分局,
QMA00971,橋北里,屏東縣屏東市橋北里01鄰林森路25號之12,1,80.0,屏東分局,
QMA00964,橋北里,屏東縣屏東市橋北里01鄰林森路25號之19,1,20.0,屏東分局,
QMA00967,橋北里,屏東縣屏東市橋北里10鄰林森路27號之6,1,29.0,屏東分局,
QMA00963,橋北里,屏東縣屏東市橋北里01鄰林森路27號之17,1,40.0,屏東分局,
QMA00968,橋北里,屏東縣屏東市橋北里07鄰廣東路25號,1,21.0,屏東分局,
QMA00973,橋北里,屏東縣屏東市橋北里07鄰廣東路27號之2,1,78.0,屏東分局,
QMA00972,橋北里,屏東縣屏東市橋北里07鄰廣東路27號之3,1,60.0,屏東分局,
QMA00965,橋北里,屏東縣屏東市橋北里08鄰廣東路45號之2,1,90.0,屏東分局,
QMA00966,橋北里,屏東縣屏東市橋北里07鄰民和路135號,1,24.0,屏東分局,
QMA00969,橋北里,屏東縣屏東市橋北里01鄰民和二路46號,1,37.0,屏東分局,
QMA01405,橋北里,屏東縣屏東市橋北里01鄰民和二路48之1號,1,548.0,屏東分局,
QMA00825,長春里,屏東縣屏東市長春里民生路12號之2,1,21.0,屏東分局,
QMA00826,長春里,屏東縣屏東市長春里民生路12號之3,1,22.0,屏東分局,
QMA00792,長春里,屏東縣屏東市長春里03鄰民生路20號,1,17.0,屏東分局,
QMA00816,長春里,屏東縣屏東市長春里03鄰民生路22號,1,82.0,屏東分局,共有2處、總計可容納人數1243人
QMA02000,長春里,屏東縣屏東市長春里03鄰民生路22號,1,1161.0,屏東分局,共有2處、總計可容納人數1243人
QMA00791,長春里,屏東縣屏東市長春里03鄰民生路26號,1,18.0,屏東分局,
QMA00794,長春里,屏東縣屏東市長春里03鄰民生路26號之1,1,17.0,屏東分局,
QMA00793,長春里,屏東縣屏東市長春里03鄰民生路26號之2,1,16.0,屏東分局,
QMA00799,長春里,屏東縣屏東市長春里03鄰民生路28號之2,1,73.0,屏東分局,
QMA00784,長春里,屏東縣屏東市長春里03鄰民生路36號,1,16.0,屏東分局,
QMA00803,長春里,屏東縣屏東市長春里03鄰民生路40號,1,64.0,屏東分局,
QMA00809,長春里,屏東縣屏東市長春里03鄰民生路104號,1,16.0,屏東分局,
QMA00810,長春里,屏東縣屏東市長春里03鄰民生路104號之1,1,16.0,屏東分局,
QMA00787,長春里,屏東縣屏東市長春里01鄰民生路104號之2,1,13.0,屏東分局,
QMA00788,長春里,屏東縣屏東市長春里01鄰民生路106號,1,13.0,屏東分局,
QMA00796,長春里,屏東縣屏東市長春里01鄰民生路110號,1,61.0,屏東分局,
QMA00800,長春里,屏東縣屏東市長春里01鄰民生路116號,1,38.0,屏東分局,
QMA00801,長春里,屏東縣屏東市長春里01鄰民生路118號,1,26.0,屏東分局,
QMA00805,長春里,屏東縣屏東市長春里01鄰廣東路3號,1,13.0,屏東分局,
QMA00804,長春里,屏東縣屏東市長春里03鄰廣東路4號,1,34.0,屏東分局,
QMA00798,長春里,屏東縣屏東市長春里06鄰廣東路10號,1,138.0,屏東分局,
QMA00807,長春里,屏東縣屏東市長春里05鄰廣東路20號,1,340.0,屏東分局,共有4處、總計可容納人數1053人
QMA00814,長春里,屏東縣屏東市長春里05鄰廣東路20號,1,580.0,屏東分局,共有4處、總計可容納人數1053人
QMA00815,長春里,屏東縣屏東市長春里05鄰廣東路20號,1,113.0,屏東分局,共有4處、總計可容納人數1053人
QMA00808,長春里,屏東縣屏東市長春里05鄰廣東路20號,1,20.0,屏東分局,共有4處、總計可容納人數1053人
QMA00812,長春里,屏東縣屏東市長春里11鄰廣東路40號,1,53.0,屏東分局,
QMA00802,長春里,屏東縣屏東市長春里11鄰廣東路42號,1,66.0,屏東分局,
QMA00817,長春里,屏東縣屏東市長春里15鄰林森路1號,1,3773.0,屏東分局,共有5處、總計可容納人數5770人
QMA00818,長春里,屏東縣屏東市長春里15鄰林森路1號,1,945.0,屏東分局,共有5處、總計可容納人數5770人
QMA00819,長春里,屏東縣屏東市長春里15鄰林森路1號,1,432.0,屏東分局,共有5處、總計可容納人數5770人
QMA00820,長春里,屏東縣屏東市長春里15鄰林森路1號,1,262.0,屏東分局,共有5處、總計可容納人數5770人
QMA00821,長春里,屏東縣屏東市長春里15鄰林森路1號,1,358.0,屏東分局,共有5處、總計可容納人數5770人
QMA00839,長春里,屏東縣屏東市長春里林森路12號之19,1,2990.0,屏東分局,
QMA00789,長春里,屏東縣屏東市長春里26鄰林森路17號,1,85.0,屏東分局,共有2處、總計可容納人數177人
QMA00813,長春里,屏東縣屏東市長春里15鄰林森路17號,1,92.0,屏東分局,共有2處、總計可容納人數177人
QMA00840,長春里,屏東縣屏東市長春里15鄰林森路121號,1,744.0,屏東分局,
QMA00837,長春里,屏東縣屏東市長春里07鄰民教路90號,1,222.0,屏東分局,
QMA00836,長春里,屏東縣屏東市長春里07鄰民教路92號,1,24.0,屏東分局,
QMA00832,長春里,屏東縣屏東市長春里13鄰民教路109號之2,1,88.0,屏東分局,
QMA02001,長春里,屏東縣屏東市長春里15鄰民教路119號,1,1082.0,屏東分局,
QMA00834,長春里,屏東縣屏東市長春里13鄰汕頭街4號,1,138.0,屏東分局,
QMA00830,長春里,屏東縣屏東市長春里13鄰汕頭街6號,1,145.0,屏東分局,
QMA00831,長春里,屏東縣屏東市長春里13鄰汕頭街12號,1,136.0,屏東分局,
QMA00833,長春里,屏東縣屏東市長春里13鄰汕頭街16號,1,94.0,屏東分局,
QMA00827,長春里,屏東縣屏東市長春里13鄰汕頭街20號,1,94.0,屏東分局,
QMA00838,長春里,屏東縣屏東市長春里12鄰師校巷22號,1,122.0,屏東分局,
QMA01126,華山里,屏東縣屏東市華山里11鄰廣東路461號,1,17.0,屏東分局,
QMA01128,華山里,屏東縣屏東市華山里11鄰廣東路465號,1,18.0,屏東分局,
QMA01127,華山里,屏東縣屏東市華山里11鄰廣東路467號,1,18.0,屏東分局,
QMA01118,華山里,屏東縣屏東市華山里01鄰廣東路546巷之3,1,17.0,屏東分局,
QMA01123,華山里,屏東縣屏東市華山里11鄰廣東路560號,1,76.0,屏東分局,
QMA01130,華山里,屏東縣屏東市華山里11鄰廣東路564號之1,1,69.0,屏東分局,
QMA01122,華山里,屏東縣屏東市華山里11鄰廣東路566號,1,36.0,屏東分局,
QMA01121,華山里,屏東縣屏東市華山里11鄰廣東路574號,1,20.0,屏東分局,
QMA01129,華山里,屏東縣屏東市華山里11鄰廣東路576號,1,28.0,屏東分局,
QMA01125,華山里,屏東縣屏東市華山里11鄰廣東路580號,1,20.0,屏東分局,
QMA01124,華山里,屏東縣屏東市華山里11鄰廣東路582號,1,20.0,屏東分局,
QMA01119,華山里,屏東縣屏東市華山里11鄰廣東路584號,1,20.0,屏東分局,
QMA01120,華山里,屏東縣屏東市華山里11鄰廣東路586號,1,20.0,屏東分局,
QMA01169,華山里,屏東縣屏東市華山里27鄰大連路6號之4,1,37.0,屏東分局,
QMA01173,華山里,屏東縣屏東市華山里大連路12號之2,1,32.0,屏東分局,
QMA01172,華山里,屏東縣屏東市華山里大連路12號之3,1,838.0,屏東分局,
QMA01171,華山里,屏東縣屏東市華山里大連路12號之5,1,118.0,屏東分局,
QMA01170,華山里,屏東縣屏東市華山里22鄰大連路20巷1號之2,1,16.0,屏東分局,
QMA01174,華山里,屏東縣屏東市華山里22鄰大連路20巷27號,1,32.0,屏東分局,
QMA01166,華山里,屏東縣屏東市華山里26鄰大連路24號之1,1,12.0,屏東分局,
QMA01167,華山里,屏東縣屏東市華山里26鄰大連路24號之2,1,12.0,屏東分局,
QMA01168,華山里,屏東縣屏東市華山里26鄰大連路24號之3,1,12.0,屏東分局,
QMA01156,華山里,屏東縣屏東市華山里26鄰大連路24號之5,1,12.0,屏東分局,
QMA01157,華山里,屏東縣屏東市華山里26鄰大連路24號之6,1,12.0,屏東分局,
QMA01158,華山里,屏東縣屏東市華山里26鄰大連路24號之7,1,12.0,屏東分局,
QMA01159,華山里,屏東縣屏東市華山里26鄰大連路24號之8,1,12.0,屏東分局,
QMA01160,華山里,屏東縣屏東市華山里26鄰大連路24號之9,1,12.0,屏東分局,
QMA01161,華山里,屏東縣屏東市華山里26鄰大連路24號之10,1,12.0,屏東分局,
QMA01162,華山里,屏東縣屏東市華山里26鄰大連路24號之11,1,12.0,屏東分局,
QMA01163,華山里,屏東縣屏東市華山里26鄰大連路24號之12,1,12.0,屏東分局,
QMA01164,華山里,屏東縣屏東市華山里26鄰大連路24號之13,1,12.0,屏東分局,
QMA01165,華山里,屏東縣屏東市華山里26鄰大連路24號之14,1,12.0,屏東分局,
QMA01144,華山里,屏東縣屏東市華山里26鄰大連路28號,1,12.0,屏東分局,共有2處、總計可容納人數24人
QMA01145,華山里,屏東縣屏東市華山里26鄰大連路28號,1,12.0,屏東分局,共有2處、總計可容納人數24人
QMA01146,華山里,屏東縣屏東市華山里26鄰大連路28號之1,1,12.0,屏東分局,
QMA01147,華山里,屏東縣屏東市華山里26鄰大連路28號之2,1,12.0,屏東分局,
QMA01148,華山里,屏東縣屏東市華山里26鄰大連路28號之3,1,12.0,屏東分局,
QMA01149,華山里,屏東縣屏東市華山里26鄰大連路28號之4,1,12.0,屏東分局,
QMA01150,華山里,屏東縣屏東市華山里26鄰大連路28號之5,1,12.0,屏東分局,
QMA01151,華山里,屏東縣屏東市華山里26鄰大連路28號之6,1,12.0,屏東分局,
QMA01152,華山里,屏東縣屏東市華山里26鄰大連路28號之7,1,12.0,屏東分局,
QMA01153,華山里,屏東縣屏東市華山里26鄰大連路28號之8,1,12.0,屏東分局,
QMA01154,華山里,屏東縣屏東市華山里26鄰大連路28號之9,1,12.0,屏東分局,
QMA01155,華山里,屏東縣屏東市華山里26鄰大連路28號之10,1,12.0,屏東分局,
QMA01255,華山里,屏東縣屏東市華山里24鄰大連路58號,1,28.0,屏東分局,
QMA02035,華山里,屏東縣屏東市華山里21鄰大連路60號,1.2,1861.0,屏東分局,共有3處、總計可容納人數9958人
QMA01258,華山里,屏東縣屏東市華山里21鄰大連路60號,1.2,5433.0,屏東分局,共有3處、總計可容納人數9958人
QMA02664,華山里,屏東縣屏東市華山里21鄰大連路60號,1.2,2664.0,屏東分局,共有3處、總計可容納人數9958人
QMA01221,華山里,屏東縣屏東市華山里16鄰大連路60號之4,1,20.0,屏東分局,
QMA01222,華山里,屏東縣屏東市華山里16鄰大連路60號之5,1,20.0,屏東分局,共有2處、總計可容納人數40人
QMA01232,華山里,屏東縣屏東市華山里16鄰大連路60號之5,1,20.0,屏東分局,共有2處、總計可容納人數40人
QMA01223,華山里,屏東縣屏東市華山里16鄰大連路60號之6,1,13.0,屏東分局,
QMA01224,華山里,屏東縣屏東市華山里16鄰大連路60號之7,1,13.0,屏東分局,
QMA012258,華山里,屏東縣屏東市華山里16鄰大連路60號之8,1,18.0,屏東分局,
QMA01226,華山里,屏東縣屏東市華山里16鄰大連路60號之9,1,18.0,屏東分局,
QMA01227,華山里,屏東縣屏東市華山里16鄰大連路60號之10,1,20.0,屏東分局,
QMA01228,華山里,屏東縣屏東市華山里16鄰大連路60號之11,1,20.0,屏東分局,
QMA01229,華山里,屏東縣屏東市華山里16鄰大連路60號之12,1,20.0,屏東分局,共有2處、總計可容納人數40人
QMA01238,華山里,屏東縣屏東市華山里16鄰大連路60號之12,1,20.0,屏東分局,共有2處、總計可容納人數40人
QMA01230,華山里,屏東縣屏東市華山里16鄰大連路60號之13,1,20.0,屏東分局,
QMA01231,華山里,屏東縣屏東市華山里16鄰大連路60號之14,1,24.0,屏東分局,
QMA01233,華山里,屏東縣屏東市華山里16鄰大連路60號之16,1,20.0,屏東分局,
QMA01234,華山里,屏東縣屏東市華山里16鄰大連路60號之17,1,20.0,屏東分局,
QMA01235,華山里,屏東縣屏東市華山里16鄰大連路60號之18,1,20.0,屏東分局,
QMA01236,華山里,屏東縣屏東市華山里16鄰大連路60號之19,1,20.0,屏東分局,
QMA01237,華山里,屏東縣屏東市華山里16鄰大連路60號之20,1,20.0,屏東分局,
QMA01220,華山里,屏東縣屏東市華山里16鄰大連路60號之30,1,14.0,屏東分局,共有2處、總計可容納人數55人
QMA01257,華山里,屏東縣屏東市華山里16鄰大連路60號之30,1,41.0,屏東分局,共有2處、總計可容納人數55人
QMA01175,華山里,屏東縣屏東市華山里14鄰瑞光路三段34號,1,28.0,屏東分局,
QMA01176,華山里,屏東縣屏東市華山里14鄰瑞光路三段36號,1,58.0,屏東分局,
QMA02677,華山里,屏東縣屏東市華山里25鄰瑞光路三段96號,1,2009.0,屏東分局,
QMA01201,華山里,屏東縣屏東市華山里25鄰瑞光路三段103號,1,186.0,屏東分局,
QMA01183,華山里,屏東縣屏東市華山里38鄰華正路75號,1,42.0,屏東分局,
QMA02061,華山里,屏東縣屏東市華山里38鄰華正路95號,1,1141.0,屏東分局,
QMA01137,華山里,屏東縣屏東市華山里31鄰華二街8號,1,50.0,屏東分局,
QMA01138,華山里,屏東縣屏東市華山里31鄰華二街10號,1,50.0,屏東分局,
QMA01139,華山里,屏東縣屏東市華山里31鄰華二街12號,1,48.0,屏東分局,
QMA01142,華山里,屏東縣屏東市華山里31鄰華二街14號,1,50.0,屏東分局,
QMA01141,華山里,屏東縣屏東市華山里31鄰華二街16號,1,50.0,屏東分局,
QMA01140,華山里,屏東縣屏東市華山里31鄰華二街20號,1,69.0,屏東分局,
QMA01143,華山里,屏東縣屏東市華山里12鄰華二街39號,1,46.0,屏東分局,
QMA01132,華山里,屏東縣屏東市華山里01鄰華二街84號,1,18.0,屏東分局,
QMA01131,華山里,屏東縣屏東市華山里01鄰華二街86號,1,36.0,屏東分局,
QMA01134,華山里,屏東縣屏東市華山里02鄰華二街108巷1號,1,12.0,屏東分局,
QMA01133,華山里,屏東縣屏東市華山里02鄰華二街108巷3號,1,14.0,屏東分局,
QMA01135,華山里,屏東縣屏東市華山里02鄰華二街108巷5號,1,14.0,屏東分局,
QMA01136,華山里,屏東縣屏東市華山里02鄰華二街110號,1,13.0,屏東分局,
QMA01196,華山里,屏東縣屏東市華山里05鄰華山街1號,1,21.0,屏東分局,
QMA01193,華山里,屏東縣屏東市華山里05鄰華山街3號,1,18.0,屏東分局,
QMA01194,華山里,屏東縣屏東市華山里05鄰華山街13號,1,20.0,屏東分局,
QMA01195,華山里,屏東縣屏東市華山里05鄰華山街15號,1,18.0,屏東分局,
QMA01192,華山里,屏東縣屏東市華山里05鄰華山街17號,1,18.0,屏東分局,
QMA01190,華山里,屏東縣屏東市華山里05鄰華山街21號,1,18.0,屏東分局,
QMA01189,華山里,屏東縣屏東市華山里05鄰華山街23號,1,18.0,屏東分局,
QMA02104,華山里,屏東縣屏東市華山里05鄰華山街32號,1,306.0,屏東分局,
QMA01184,華山里,屏東縣屏東市華山里29鄰華山街86號,1,560.0,屏東分局,
QMA01182,華山里,屏東縣屏東市華山里09鄰華山街99號,1,302.0,屏東分局,
QMA01202,華山里,屏東縣屏東市華山里29鄰華山街126號,1,310.0,屏東分局,
QMA01185,華山里,屏東縣屏東市華山里09鄰華山街141號,1,61.0,屏東分局,
QMA01186,華山里,屏東縣屏東市華山里09鄰華山街143號,1,60.0,屏東分局,
QMA011897,華山里,屏東縣屏東市華山里09鄰華山街145號,1,60.0,屏東分局,
QMA01188,華山里,屏東縣屏東市華山里09鄰華山街147號,1,60.0,屏東分局,
QMA01240,華山里,屏東縣屏東市華山里17鄰莊敬街一段12號,1,49.0,屏東分局,
QMA01253,華山里,屏東縣屏東市華山里17鄰莊敬街一段29號,1,12.0,屏東分局,
QMA01191,華山里,屏東縣屏東市華山里10鄰莊敬街一段53號,1,18.0,屏東分局,
QMA02111,華山里,屏東縣屏東市華山里10鄰莊敬街一段99號,1,947.0,屏東分局,
QMA02646,華山里,屏東縣屏東市華山里25鄰莊敬街一段148號,1,1318.0,屏東分局,
QMA01200,華山里,屏東縣屏東市華山里35鄰莊敬街一段151號,1,494.0,屏東分局,
QMA02632,華山里,屏東縣屏東市華山里35鄰莊敬街一段157號,1,593.0,屏東分局,
QMA01198,華山里,屏東縣屏東市華山里35鄰莊敬街一段173號,1,58.0,屏東分局,
QMA01197,華山里,屏東縣屏東市華山里35鄰莊敬街一段175號,1,58.0,屏東分局,
QMA01199,華山里,屏東縣屏東市華山里35鄰莊敬街一段181號,1,249.0,屏東分局,
QMA01001,豐田里,屏東縣屏東市豐田里05鄰建豐路7號,1,26.0,屏東分局,
QMA00999,豐田里,屏東縣屏東市豐田里05鄰建豐路9號,1,28.0,屏東分局,
