電腦編號,里別,防空疏散避難設施地址,地下層數,可容納人數,轄管分局,備駐
QMA00176,大同里,屏東縣屏東市大同里02鄰開封街19號,1,98.0,屏東分局,
QMA00177,大同里,屏東縣屏東市大同里02鄰開封街19號之1,1,106.0,屏東分局,
QMA00178,大同里,屏東縣屏東市大同里02鄰開封街19號之2,1,133.0,屏東分局,
QMA00175,大同里,屏東縣屏東市大同里02鄰開封街43號,1,106.0,屏東分局,
QMA00228,維新里,屏東縣屏東市維新里06鄰和平路314號,1,780.0,屏東分局,
QMA00374,維新里,屏東縣屏東市維新里17鄰和平路348號,1,40.0,屏東分局,
QMA00370,維新里,屏東縣屏東市維新里16鄰和平路356號,1,40.0,屏東分局,
QMA00369,維新里,屏東縣屏東市維新里16鄰和平路358號,1,40.0,屏東分局,
QMA00368,維新里,屏東縣屏東市維新里16鄰和平路364號,1,40.0,屏東分局,
QMA00254,維新里,屏東縣屏東市維新里11鄰重慶路121號,1,33.0,屏東分局,
QMA00256,維新里,屏東縣屏東市維新里11鄰重慶路125號,1,33.0,屏東分局,
QMA00219,維新里,屏東縣屏東市維新里22鄰重慶路159號,1,26.0,屏東分局,
QMA00218,維新里,屏東縣屏東市維新里22鄰重慶路161號,1,26.0,屏東分局,
QMA00220,維新里,屏東縣屏東市維新里22鄰重慶路167號,1,26.0,屏東分局,
QMA00221,維新里,屏東縣屏東市維新里22鄰重慶路169號,1,26.0,屏東分局,
QMA00222,維新里,屏東縣屏東市維新里22鄰重慶路175號,1,26.0,屏東分局,
QMA00223,維新里,屏東縣屏東市維新里22鄰重慶路177號,1,26.0,屏東分局,
QMA00224,維新里,屏東縣屏東市維新里23鄰重慶路181號,1,26.0,屏東分局,
QMA00249,維新里,屏東縣屏東市維新里08鄰公園西路37號,1,33.0,屏東分局,共有2處、總計可容納人數59人
QMA00250,維新里,屏東縣屏東市維新里08鄰公園西路37號,1,26.0,屏東分局,共有2處、總計可容納人數59人
QMA00372,維新里,屏東縣屏東市維新里21鄰公園西路46號,1,53.0,屏東分局,
QMA00225,維新里,屏東縣屏東市維新里15鄰公園西路51號,1,26.0,屏東分局,
QMA00226,維新里,屏東縣屏東市維新里15鄰公園西路53號,1,26.0,屏東分局,
QMA00373,維新里,屏東縣屏東市維新里21鄰公園西路68號,1,53.0,屏東分局,
QMA00224,維新里,屏東縣屏東市維新里15鄰公園西路147號,1,26.0,屏東分局,
QMA00252,維新里,屏東縣屏東市維新里10鄰成功路95-5號,1,26.0,屏東分局,
QMA00265,維新里,屏東縣屏東市維新里10鄰成功路102號之2,1,61.0,屏東分局,
QMA00262,維新里,屏東縣屏東市維新里10鄰成功路103號,1,17.0,屏東分局,
QMA00261,維新里,屏東縣屏東市維新里10鄰成功路103號之1,1,33.0,屏東分局,
QMA00259,維新里,屏東縣屏東市維新里10鄰成功路103號之3,1,26.0,屏東分局,
QMA00260,維新里,屏東縣屏東市維新里10鄰成功路103號之3,1,36.0,屏東分局,
QMA00258,維新里,屏東縣屏東市維新里10鄰成功路103號之5,1,61.0,屏東分局,
QMA00257,維新里,屏東縣屏東市維新里10鄰成功路103號之6,1,26.0,屏東分局,
QMA00263,維新里,屏東縣屏東市維新里10鄰成功路113號,1,33.0,屏東分局,
QMA00264,維新里,屏東縣屏東市維新里10鄰成功路121號,1,26.0,屏東分局,
QMA00253,維新里,屏東縣屏東市維新里10鄰成功路127號,1,36.0,屏東分局,
QMA00371,維新里,屏東縣屏東市維新里13鄰博愛路155號,1,40.0,屏東分局,
QMA00251,維新里,屏東縣屏東市維新里09鄰昆明街4號,1,61.0,屏東分局,
QMA00266,維新里,屏東縣屏東市維新里09鄰昆明街6號,1,26.0,屏東分局,
QMA02375,楠樹里,屏東縣屏東市楠樹里07鄰中華路68號,1,70.0,屏東分局,
QMA02376,楠樹里,屏東縣屏東市楠樹里03鄰民權路54號,1,25.0,屏東分局,
QMA02434,楠樹里,屏東縣屏東市楠樹里07鄰自由路222號,1,102.0,屏東分局,
QMA02439,楠樹里,屏東縣屏東市楠樹里07鄰福建路2號之5,1,40.0,屏東分局,
QMA02095,楠樹里,屏東縣屏東市楠樹里07鄰福建路3-3號,1,700.0,屏東分局,
QMA00005,楠樹里,屏東縣屏東市楠樹里04鄰福建路7號,1,40.0,屏東分局,
QMA02424,楠樹里,屏東縣屏東市楠樹里04鄰福建路76號,1,18.0,屏東分局,
QMA02421,楠樹里,屏東縣屏東市楠樹里04鄰福建路78號,1,530.0,屏東分局,
QMA02412,楠樹里,屏東縣屏東市楠樹里08鄰福建路86號,1,16.0,屏東分局,
QMA02422,楠樹里,屏東縣屏東市楠樹里07鄰福建路100號,1,50.0,屏東分局,
QMA02494,楠樹里,屏東縣屏東市楠樹里05鄰林森路83號,1,22.0,屏東分局,
QMA02495,楠樹里,屏東縣屏東市楠樹里02鄰林森路87號,1,86.0,屏東分局,
QMA02094,楠樹里,屏東縣屏東市楠樹里07鄰仁德路60號,1,1717.0,屏東分局,
QMA00013,楠樹里,屏東縣屏東市楠樹里04鄰仁愛路27號,1,57.0,屏東分局,
QMA00016,楠樹里,屏東縣屏東市楠樹里01鄰仁愛路42號,1,20.0,屏東分局,
QMA02099,楠樹里,屏東縣屏東市楠樹里07鄰民生路248號,1,2049.0,屏東分局,
QMA02100,楠樹里,屏東縣屏東市楠樹里07鄰民生路250號,1,560.0,屏東分局,
QMA02404,楠樹里,屏東縣屏東市楠樹里04鄰杭州街2-24號,1,29.0,屏東分局,
QMA00003,楠樹里,屏東縣屏東市楠樹里02鄰福州街11號,1,49.0,屏東分局,
QMA00007,楠樹里,屏東縣屏東市楠樹里04鄰福州街42號,1,53.0,屏東分局,
QMA00009,楠樹里,屏東縣屏東市楠樹里04鄰廈門街34號,1,29.0,屏東分局,
QMA00010,楠樹里,屏東縣屏東市楠樹里02鄰廈門街63號,1,40.0,屏東分局,
QMA00014,勝利里,屏東縣屏東市勝利里03鄰中山路72號,1,64.0,屏東分局,共有2處、總計可容納人數80人
QMA00015,勝利里,屏東縣屏東市勝利里03鄰中山路72號,1,16.0,屏東分局,共有2處、總計可容納人數80人
QMA00016,勝利里,屏東縣屏東市勝利里03鄰中山路72-2號,1,16.0,屏東分局,
QMA00017,勝利里,屏東縣屏東市勝利里03鄰中山路72-3號,1,16.0,屏東分局,
QMA00018,勝利里,屏東縣屏東市勝利里03鄰中山路72-4號,1,16.0,屏東分局,
QMA00019,勝利里,屏東縣屏東市勝利里03鄰中山路72-5號,1,16.0,屏東分局,
QMA00004,勝利里,屏東縣屏東市勝利里17鄰中山路94號,1,17.0,屏東分局,共有4處、總計可容納人數235人
QMA00005,勝利里,屏東縣屏東市勝利里17鄰中山路94號,1,13.0,屏東分局,共有4處、總計可容納人數235人
QMA00006,勝利里,屏東縣屏東市勝利里17鄰中山路94號,1,17.0,屏東分局,共有4處、總計可容納人數235人
QMA00007,勝利里,屏東縣屏東市勝利里17鄰中山路94號,1,188.0,屏東分局,共有4處、總計可容納人數235人
QMA00002,勝利里,屏東縣屏東市勝利里17鄰中山路102號,1,21.0,屏東分局,
QMA00001,勝利里,屏東縣屏東市勝利里17鄰中山路104號,1,21.0,屏東分局,
QMA02614,勝利里,屏東縣屏東市勝利里09鄰忠孝路138之5號,1,90.0,屏東分局,
QMA02609,勝利里,屏東縣屏東市勝利里09鄰忠孝路142號,1,46.0,屏東分局,
QMA02009,勝利里,屏東縣屏東市勝利里13鄰忠孝路223號,1,1617.0,屏東分局,
QMA02008,勝利里,屏東縣屏東市勝利里13鄰忠孝路225號,1,5369.0,屏東分局,
QMA01831,勝利里,屏東縣屏東市勝利里19鄰忠孝路231號,1,1881.0,屏東分局,共有7處、總計可容納人數4771人
QMA01832,勝利里,屏東縣屏東市勝利里19鄰忠孝路231號,1,1966.0,屏東分局,共有7處、總計可容納人數4771人
QMA01833,勝利里,屏東縣屏東市勝利里19鄰忠孝路231號,1,596.0,屏東分局,共有7處、總計可容納人數4771人
QMA01834,勝利里,屏東縣屏東市勝利里19鄰忠孝路231號,1,328.0,屏東分局,共有7處、總計可容納人數4771人
QMA01835,勝利里,屏東縣屏東市勝利里19鄰忠孝路231號,1,236.0,屏東分局,共有7處、總計可容納人數4771人
QMA01836,勝利里,屏東縣屏東市勝利里19鄰忠孝路231號,1,421.0,屏東分局,共有7處、總計可容納人數4771人
QMA01837,勝利里,屏東縣屏東市勝利里19鄰忠孝路231號,1,1036.0,屏東分局,共有7處、總計可容納人數4771人
QMA02315,勝利里,屏東縣屏東市勝利里26鄰忠孝路255-1號,1,32.0,屏東分局,
QMA02316,勝利里,屏東縣屏東市勝利里26鄰忠孝路257號,1,52.0,屏東分局,
QMA02317,勝利里,屏東縣屏東市勝利里26鄰忠孝路259號,1,32.0,屏東分局,
QMA00003,勝利里,屏東縣屏東市勝利里26鄰忠孝路313-1號,1,21.0,屏東分局,
QMA00021,勝利里,屏東縣屏東市勝利里01鄰信義路155號,1,433.0,屏東分局,
QMA00023,勝利里,屏東縣屏東市勝利里08鄰信義路201-18號,1,46.0,屏東分局,
QMA00024,勝利里,屏東縣屏東市勝利里15鄰勝利路124-6號,1,57.0,屏東分局,
QMA02608,勝利里,屏東縣屏東市勝利里13鄰自由路527號,1,3810.0,屏東分局,共有2處、總計可容納人數6366人
QMA02007,勝利里,屏東縣屏東市勝利里13鄰自由路527號,1,2556.0,屏東分局,共有2處、總計可容納人數6366人
QMA02607,勝利里,屏東縣屏東市勝利里13鄰自由路529號,1,3410.0,屏東分局,
QMA02038,勝利里,屏東縣屏東市勝利里18鄰自由路550號,1,7857.0,屏東分局,
QMA02327,勝利里,屏東縣屏東市勝利里28鄰廣東路854號,1,41.0,屏東分局,
QMA02328,勝利里,屏東縣屏東市勝利里28鄰廣東路932號,1,18.0,屏東分局,
QMA02318,勝利里,屏東縣屏東市勝利里28鄰廣東路934號,1,34.0,屏東分局,
QMA02313,勝利里,屏東縣屏東市勝利里28鄰廣東路936號,1,62.0,屏東分局,
QMA02330,勝利里,屏東縣屏東市勝利里28鄰廣東路938號,1,37.0,屏東分局,
QMA02326,勝利里,屏東縣屏東市勝利里28鄰廣東路948號,1,41.0,屏東分局,
QMA02322,勝利里,屏東縣屏東市勝利里28鄰廣東路856號,1,22.0,屏東分局,
QMA02323,勝利里,屏東縣屏東市勝利里28鄰廣東路868號,1,50.0,屏東分局,
QMA02319,勝利里,屏東縣屏東市勝利里28鄰廣東路904號,1,80.0,屏東分局,
QMA02314,勝利里,屏東縣屏東市勝利里28鄰廣東路906號,1,81.0,屏東分局,
QMA02331,勝利里,屏東縣屏東市勝利里28鄰廣東路910號,1,17.0,屏東分局,
QMA00010,勝利里,屏東縣屏東市勝利里34鄰廣東路958號,1,18.0,屏東分局,
QMA00006,勝利里,屏東縣屏東市勝利里34鄰廣東路964號,1,18.0,屏東分局,
QMA00008,勝利里,屏東縣屏東市勝利里34鄰廣東路970號,1,18.0,屏東分局,
QMA00004,勝利里,屏東縣屏東市勝利里34鄰廣東路980號,1,18.0,屏東分局,
QMA00012,勝利里,屏東縣屏東市勝利里34鄰廣東路982-1號,1,18.0,屏東分局,
QMA00003,勝利里,屏東縣屏東市勝利里34鄰廣東路984號,1,18.0,屏東分局,
QMA00002,勝利里,屏東縣屏東市勝利里34鄰廣東路986號,1,18.0,屏東分局,
QMA02054,勝利里,屏東縣屏東市勝利里40鄰廣東路990號,1.2,2940.0,屏東分局,
QMA02325,勝利里,屏東縣屏東市勝利里20鄰崇武路24-3號,1,48.0,屏東分局,
QMA02037,勝利里,屏東縣屏東市勝利里14鄰太原一路36號,1,621.0,屏東分局,
QMA02039,勝利里,屏東縣屏東市勝利里21鄰太原一路84號,1,3280.0,屏東分局,
QMA02040,勝利里,屏東縣屏東市勝利里23鄰公正四街93號,1,1646.0,屏東分局,
QMA00022,勝利里,屏東縣屏東市勝利里15鄰蘭州街1號,1,464.0,屏東分局,
QMA00008,勝利里,屏東縣屏東市勝利里15鄰蘭州街2號,1,156.0,屏東分局,共有4處、總計可容納人數1791人
QMA00009,勝利里,屏東縣屏東市勝利里15鄰蘭州街2號,1,792.0,屏東分局,共有4處、總計可容納人數1791人
QMA00010,勝利里,屏東縣屏東市勝利里15鄰蘭州街2號,1,390.0,屏東分局,共有4處、總計可容納人數1791人
QMA00011,勝利里,屏東縣屏東市勝利里15鄰蘭州街2號,1,453.0,屏東分局,共有4處、總計可容納人數1791人
QMA00012,勝利里,屏東縣屏東市勝利里03鄰修德巷6號,1,33.0,屏東分局,共有2處、總計可容納人數235人
QMA00013,勝利里,屏東縣屏東市勝利里03鄰修德巷6號,1,202.0,屏東分局,共有2處、總計可容納人數235人
QMA00020,勝利里,屏東縣屏東市勝利里02鄰道德巷4號,1,16.0,屏東分局,
QMA02190,公園里,屏東縣屏東市公園里01鄰中正路76號,1,20.0,屏東分局,
QMA02175,公園里,屏東縣屏東市公園里09鄰中正路137號,1,29.0,屏東分局,
QMA02191,公園里,屏東縣屏東市公園里09鄰中正路141號,1,22.0,屏東分局,
QMA02173,公園里,屏東縣屏東市公園里09鄰中正路149之1號,1,27.0,屏東分局,
QMA02133,公園里,屏東縣屏東市公園里22鄰中正路152號,1,600.0,屏東分局,
QMA02159,公園里,屏東縣屏東市公園里20鄰中正路165號,1,76.0,屏東分局,
QMA02248,公園里,屏東縣屏東市公園里20鄰中正路169號,1,20.0,屏東分局,
QMA02164,公園里,屏東縣屏東市公園里02鄰北平路7號,1,14.0,屏東分局,
QMA02176,公園里,屏東縣屏東市公園里10鄰北平路24號,1,697.0,屏東分局,
QMA02247,公園里,屏東縣屏東市公園里10鄰北平路30號,1,353.0,屏東分局,
QMA02189,公園里,屏東縣屏東市公園里07鄰信義路118號,1,42.0,屏東分局,
QMA02178,公園里,屏東縣屏東市公園里07鄰信義路120號,1,46.0,屏東分局,
QMA02064,公園里,屏東縣屏東市公園里06鄰中華路139號,1.2,10240.0,屏東分局,
QMA02063,公園里,屏東縣屏東市公園里19鄰中華路175號,1,1736.0,屏東分局,
QMA02250,公園里,屏東縣屏東市公園里09鄰仁愛路90號,1,5232.0,屏東分局,
QMA02136,公園里,屏東縣屏東市公園里12鄰仁愛路94號,1,400.0,屏東分局,共有3處、總計可容納人數2122人
QMA02137,公園里,屏東縣屏東市公園里12鄰仁愛路94號,1,822.0,屏東分局,共有3處、總計可容納人數2122人
QMA02138,公園里,屏東縣屏東市公園里12鄰仁愛路94號,1,900.0,屏東分局,共有3處、總計可容納人數2122人
QMA02140,公園里,屏東縣屏東市公園里18鄰仁愛路96號,1,1000.0,屏東分局,共有2處、總計可容納人數2000人
QMA02141,公園里,屏東縣屏東市公園里18鄰仁愛路96號,1,1000.0,屏東分局,共有2處、總計可容納人數2000人
QMA02062,公園里,屏東縣屏東市公園里13鄰勝利路9號,1,1720.0,屏東分局,
QMA02141,公園里,屏東縣屏東市公園里12鄰自由路270號,1,5313.0,屏東分局,
QMA02249,公園里,屏東縣屏東市公園里12鄰自由路270-1號,1,1468.0,屏東分局,
QMA02251,公園里,屏東縣屏東市公園里05鄰公園路21號,1,1628.0,屏東分局,
QMA02168,公園里,屏東縣屏東市公園里05鄰開封街7號,1,133.0,屏東分局,
QMA02179,公園里,屏東縣屏東市公園里05鄰開封街9號,1,133.0,屏東分局,
QMA02187,公園里,屏東縣屏東市公園里08鄰開封街18號,1,24.0,屏東分局,
QMA02188,公園里,屏東縣屏東市公園里08鄰開封街20號,1,24.0,屏東分局,
QMA02180,公園里,屏東縣屏東市公園里06鄰濟南街1號,1,1230.0,屏東分局,共有5處、總計可容納人數1592人
QMA02181,公園里,屏東縣屏東市公園里06鄰濟南街1號,1,93.0,屏東分局,共有5處、總計可容納人數1592人
QMA02182,公園里,屏東縣屏東市公園里06鄰濟南街1號,1,93.0,屏東分局,共有5處、總計可容納人數1592人
QMA02183,公園里,屏東縣屏東市公園里06鄰濟南街1號,1,88.0,屏東分局,共有5處、總計可容納人數1592人
QMA02184,公園里,屏東縣屏東市公園里06鄰濟南街1號,1,88.0,屏東分局,共有5處、總計可容納人數1592人
QMA02167,公園里,屏東縣屏東市公園里06鄰濟南街3號,1,80.0,屏東分局,
QMA02185,公園里,屏東縣屏東市公園里06鄰濟南街5號,1,53.0,屏東分局,
QMA02134,公園里,屏東縣屏東市公園里21鄰濟南街10號,1,600.0,屏東分局,
QMA02177,公園里,屏東縣屏東市公園里10鄰天津街1號,1,120.0,屏東分局,
QMA02186,公園里,屏東縣屏東市公園里10鄰天津街4號,1,44.0,屏東分局,
QMA02160,公園里,屏東縣屏東市公園里20鄰天津街12號,1,10.0,屏東分局,
QMA02131,公園里,屏東縣屏東市公園里20鄰青島街33號,1,20.0,屏東分局,
QMA02073,中正里,屏東縣屏東市中正里08鄰中正路548號,1,61.0,屏東分局,
QMA02074,中正里,屏東縣屏東市中正里09鄰中正路582號,1,45.0,屏東分局,
QMA02075,中正里,屏東縣屏東市中正里09鄰中正路584號,1,45.0,屏東分局,
QMA02077,中正里,屏東縣屏東市中正里09鄰中正路586號,1,45.0,屏東分局,
QMA02301,中正里,屏東縣屏東市中正里15鄰中正路646號,1,17.0,屏東分局,
QMA02302,中正里,屏東縣屏東市中正里15鄰中正路688號,1,40.0,屏東分局,
QMA02298,中正里,屏東縣屏東市中正里21鄰中正路688巷1號,1,48.0,屏東分局,
QMA02297,中正里,屏東縣屏東市中正里21鄰中正路688巷2號,1,21.0,屏東分局,
QMA02296,中正里,屏東縣屏東市中正里22鄰中正路722號,1,41.0,屏東分局,
QMA02106,中正里,屏東縣屏東市中正里22鄰廣東路690號,1,542.0,屏東分局,
QMA02308,中正里,屏東縣屏東市中正里30鄰華正路10號,1,26.0,屏東分局,
QMA02311,中正里,屏東縣屏東市中正里07鄰華正路48號,1,26.0,屏東分局,
QMA02306,中正里,屏東縣屏東市中正里07鄰華正路80號,1,638.0,屏東分局,
QMA02310,中正里,屏東縣屏東市中正里02鄰華正路214號,1,194.0,屏東分局,
QMA02309,中正里,屏東縣屏東市中正里30鄰莊敬街2段6號,1,53.0,屏東分局,
QMA02305,中正里,屏東縣屏東市中正里30鄰莊敬街2段8之12號,1,621.0,屏東分局,
QMA02304,中正里,屏東縣屏東市中正里30鄰莊敬街2段20號,1,628.0,屏東分局,
QMA02307,中正里,屏東縣屏東市中正里05鄰民富街6巷36號,1,254.0,屏東分局,
QMA02025,仁愛里,屏東縣屏東市仁愛里17鄰自由路438號,1,66.0,屏東分局,
QMA02014,仁愛里,屏東縣屏東市仁愛里01鄰仁愛路141號,1,106.0,屏東分局,
QMA02021,仁愛里,屏東縣屏東市仁愛里01鄰廣東路563號,1,16.0,屏東分局,
QMA02022,仁愛里,屏東縣屏東市仁愛里01鄰廣東路577號,1,26.0,屏東分局,
QMA02023,仁愛里,屏東縣屏東市仁愛里01鄰廣東路579號,1,164.0,屏東分局,
QMA02055,仁愛里,屏東縣屏東市仁愛里11鄰中正路468號,1,474.0,屏東分局,
QMA02018,仁愛里,屏東縣屏東市仁愛里05鄰公安街70號,1,52.0,屏東分局,
QMA02019,仁愛里,屏東縣屏東市仁愛里05鄰公安街74號,1,52.0,屏東分局,
QMA02024,仁愛里,屏東縣屏東市仁愛里01鄰公義街20號,1,140.0,屏東分局,
QMA02017,仁愛里,屏東縣屏東市仁愛里01鄰公義街42號,1,28.0,屏東分局,
QMA02016,仁愛里,屏東縣屏東市仁愛里01鄰公義街48號,1,22.0,屏東分局,
QMA02015,仁愛里,屏東縣屏東市仁愛里01鄰公義街50號,1,22.0,屏東分局,
QMA02020,仁愛里,屏東縣屏東市仁愛里05鄰長春街121號,1,37.0,屏東分局,
QMA00001,北勢里,屏東縣屏東市北勢里01鄰忠孝路190號,1,50.0,屏東分局,
QMA02131,北勢里,屏東縣屏東市北勢里11鄰信義路262號,1,600.0,屏東分局,共有2處、總計可容納人數1200人
QMA02132,北勢里,屏東縣屏東市北勢里11鄰信義路262號,1,600.0,屏東分局,共有2處、總計可容納人數1200人
QMA00004,北勢里,屏東縣屏東市北勢里10鄰信義路272-1號,1,34.0,屏東分局,
QMA02056,北勢里,屏東縣屏東市北勢里18鄰自由路450號,1,1260.0,屏東分局,
QMA02367,北勢里,屏東縣屏東市北勢里18鄰自由路456號,1,50.0,屏東分局,
QMA02371,北勢里,屏東縣屏東市北勢里25鄰中正路379號,1,142.0,屏東分局,
QMA02370,北勢里,屏東縣屏東市北勢里25鄰中正路379號之1,1,120.0,屏東分局,
QMA02368,北勢里,屏東縣屏東市北勢里25鄰中正路383號,1,62.0,屏東分局,
QMA02366,北勢里,屏東縣屏東市北勢里23鄰廣東路711號,1,93.0,屏東分局,
QMA02444,北勢里,屏東縣屏東市北勢里22鄰公正街3號,1,24.0,屏東分局,
QMA02369,北勢里,屏東縣屏東市北勢里22鄰公正一街71號,1,74.0,屏東分局,
QMA02372,北勢里,屏東縣屏東市北勢里22鄰公德一街1號,1,217.0,屏東分局,
QMA02220,斯文里,屏東縣屏東市斯文里19鄰協和路1號,1,44.0,屏東分局,
QMA02216,斯文里,屏東縣屏東市斯文里20鄰協和路14號,1,49.0,屏東分局,
QMA02217,斯文里,屏東縣屏東市斯文里20鄰協和路16號,1,49.0,屏東分局,
QMA02224,斯文里,屏東縣屏東市斯文里17鄰協和路25號,1,22.0,屏東分局,
QMA00001,斯文里,屏東縣屏東市斯文里24鄰協和路26號,1,53.0,屏東分局,
QMA00002,斯文里,屏東縣屏東市斯文里24鄰協和路34號,1,26.0,屏東分局,
QMA00003,斯文里,屏東縣屏東市斯文里21鄰協和路40號,1,28.0,屏東分局,
QMA00005,斯文里,屏東縣屏東市斯文里22鄰自由路501號,1,49.0,屏東分局,
QMA00004,斯文里,屏東縣屏東市斯文里22鄰自由路509號,1,61.0,屏東分局,
QMA00006,斯文里,屏東縣屏東市斯文里22鄰自由路511號,1,21.0,屏東分局,
QMA00007,斯文里,屏東縣屏東市斯文里27鄰信義路225號,1,26.0,屏東分局,
QMA00008,斯文里,屏東縣屏東市斯文里27鄰信義路227號,1,45.0,屏東分局,
QMA00009,斯文里,屏東縣屏東市斯文里22鄰信義路261號,1,13.0,屏東分局,
QMA00010,斯文里,屏東縣屏東市斯文里22鄰信義路263號,1,21.0,屏東分局,
QMA00011,斯文里,屏東縣屏東市斯文里23鄰忠孝路146號,1,10.0,屏東分局,
QMA02227,斯文里,屏東縣屏東市斯文里19鄰中正路193號,1,24.0,屏東分局,
QMA02228,斯文里,屏東縣屏東市斯文里19鄰中正路195號,1,18.0,屏東分局,
QMA02222,斯文里,屏東縣屏東市斯文里20鄰中正路197號,1,26.0,屏東分局,
QMA02206,斯文里,屏東縣屏東市斯文里20鄰中正路199號,1,14.0,屏東分局,
QMA02229,斯文里,屏東縣屏東市斯文里20鄰中正路203號,1,25.0,屏東分局,
QMA02230,斯文里,屏東縣屏東市斯文里20鄰中正路205號,1,34.0,屏東分局,
QMA02212,斯文里,屏東縣屏東市斯文里15鄰中正路207號,1,34.0,屏東分局,
QMA02225,斯文里,屏東縣屏東市斯文里17鄰天津街22號,1,22.0,屏東分局,
QMA02210,斯文里,屏東縣屏東市斯文里17鄰天津街23號,1,22.0,屏東分局,
QMA02214,斯文里,屏東縣屏東市斯文里17鄰天津街23巷6號,1,22.0,屏東分局,
QMA02213,斯文里,屏東縣屏東市斯文里17鄰天津街23巷8號,1,22.0,屏東分局,
QMA02219,斯文里,屏東縣屏東市斯文里20鄰天津街50號,1,165.0,屏東分局,
QMA02207,斯文里,屏東縣屏東市斯文里14鄰天津街75號,1,46.0,屏東分局,
QMA02208,斯文里,屏東縣屏東市斯文里14鄰天津街77號,1,46.0,屏東分局,
QMA02215,斯文里,屏東縣屏東市斯文里16鄰瀋陽街36號,1,140.0,屏東分局,
QMA02236,斯文里,屏東縣屏東市斯文里11鄰公勤2街68之1號,1,12.0,屏東分局,
QMA02232,斯文里,屏東縣屏東市斯文里11鄰公勤2街78號,1,12.0,屏東分局,
QMA02235,斯文里,屏東縣屏東市斯文里11鄰公勤2街80號,1,12.0,屏東分局,
QMA02233,斯文里,屏東縣屏東市斯文里11鄰公勤2街88號,1,12.0,屏東分局,
QMA02234,斯文里,屏東縣屏東市斯文里11鄰公勤2街94號,1,12.0,屏東分局,
QMA02237,斯文里,屏東縣屏東市斯文里11鄰公勤2街100號之1,1,30.0,屏東分局,
QMA02238,斯文里,屏東縣屏東市斯文里11鄰公勤2街100號之2,1,30.0,屏東分局,
QMA02231,斯文里,屏東縣屏東市斯文里11鄰公勤2街100號之3,1,66.0,屏東分局,
QMA02240,斯文里,屏東縣屏東市溝美里26鄰廣東路421號,1,50.0,屏東分局,
QMA02242,溝美里,屏東縣屏東市溝美里11鄰大連路62之17號,1,50.0,屏東分局,
QMA02241,溝美里,屏東縣屏東市溝美里11鄰大連路62之18號,1,50.0,屏東分局,
QMA02243,溝美里,屏東縣屏東市溝美里11鄰大連路62之26號,1,50.0,屏東分局,
QMA02128,溝美里,屏東縣屏東市溝美里5鄰大連路70號,1,400.0,屏東分局,共有3處、總計可容納人數1600人
QMA02129,溝美里,屏東縣屏東市溝美里5鄰大連路70號,1,600.0,屏東分局,共有3處、總計可容納人數1600人
QMA02130,溝美里,屏東縣屏東市溝美里5鄰大連路70號,1,600.0,屏東分局,共有3處、總計可容納人數1600人
QMA02279,溝美里,屏東縣屏東市溝美里17鄰大連路78號,1,92.0,屏東分局,
QMA02277,溝美里,屏東縣屏東市溝美里大連路78號之7號,1,22.0,屏東分局,
QMA02060,溝美里,屏東縣屏東市溝美里10鄰自由路354號,1,66.0,屏東分局,
QMA02057,溝美里,屏東縣屏東市溝美里10鄰自由路362號之2,1,50.0,屏東分局,
QMA02272,溝美里,屏東縣屏東市溝美里20鄰自由路369號,1,54.0,屏東分局,
QMA02273,溝美里,屏東縣屏東市溝美里20鄰自由路371號,1,54.0,屏東分局,共有2處、總計可容納人數108人
QMA02268,溝美里,屏東縣屏東市溝美里20鄰自由路371號,1,54.0,屏東分局,共有2處、總計可容納人數108人
QMA02274,溝美里,屏東縣屏東市溝美里20鄰自由路371號之2,1,54.0,屏東分局,
QMA02275,溝美里,屏東縣屏東市溝美里20鄰自由路373號,1,54.0,屏東分局,共有2處、總計可容納人數108人
QMA02270,溝美里,屏東縣屏東市溝美里20鄰自由路373號,1,54.0,屏東分局,共有2處、總計可容納人數108人
QMA02278,溝美里,屏東縣屏東市溝美里20鄰自由路375號,1,10.0,屏東分局,
QMA02271,溝美里,屏東縣屏東市溝美里20鄰自由路375號之1,1,54.0,屏東分局,
QMA02269,溝美里,屏東縣屏東市溝美里20鄰自由路377號,1,120.0,屏東分局,
QMA02594,溝美里,屏東縣屏東市溝美里22鄰自由路386號,1,29.0,屏東分局,
QMA02593,溝美里,屏東縣屏東市溝美里22鄰自由路387號,1,61.0,屏東分局,
QMA02595,溝美里,屏東縣屏東市溝美里22鄰自由路388號,1,29.0,屏東分局,
QMA02592,溝美里,屏東縣屏東市溝美里22鄰自由路389號,1,61.0,屏東分局,
QMA02591,溝美里,屏東縣屏東市溝美里22鄰自由路391號,1,61.0,屏東分局,
QMA02590,溝美里,屏東縣屏東市溝美里22鄰自由路393號,1,61.0,屏東分局,
QMA02263,溝美里,屏東縣屏東市溝美里24鄰仁愛路124號,1,157.0,屏東分局,
QMA02258,溝美里,屏東縣屏東市溝美里24鄰仁愛路132號,1,157.0,屏東分局,
QMA02260,溝美里,屏東縣屏東市溝美里25鄰仁愛路134號,1,73.0,屏東分局,
QMA02261,溝美里,屏東縣屏東市溝美里25鄰仁愛路136號,1,73.0,屏東分局,
QMA02262,溝美里,屏東縣屏東市溝美里25鄰仁愛路138號,1,73.0,屏東分局,
QMA02259,溝美里,屏東縣屏東市溝美里25鄰仁愛路140號,1,74.0,屏東分局,
