類別,建築物名稱,電腦編號,村里別,地址,"地下樓 層數","可容納 人數",派出所,備註,經度,緯度
大樓,圓圓園,D602000211,寶福里,新北市新店區寶福里寶興路42巷1號,2,1055.0,江陵派出所,,121.549,24.97298
大樓,御之禮,D602000212,寶福里,新北市新店區寶福里寶橋路78巷1號,2,1014.0,江陵派出所,,121.5467,24.97533
大樓,江陵春,D602000213,江陵里,新北市新店區江陵里民權路107-113號,4,1986.0,江陵派出所,,121.5364,24.98231
大樓,新北市立圖書館新店分館,D602000214,大同里,新北市新店區大同里北新路三段105巷2號,5,1340.0,江陵派出所,,121.541,24.98217
大樓,湯泉首席,D602000215,中央里,新北市新店區中央里環河路170號,4,1153.0,江陵派出所,,121.5256,24.97555
大樓,綠意長隄,D602000216,忠誠里,新北市新店區忠誠里北新路二段97巷16-18號,3,387.0,江陵派出所,,121.5418,24.97435
大樓,江陵宿舍,D602000217,江陵里,新北市新店區江陵里民權路127巷2號,3,752.0,江陵派出所,,121.5349,24.9822
大樓,久盟領袖天下,D602000218,寶福里,新北市新店區寶福里寶中路86-90號,2,491.0,江陵派出所,,121.5485,24.98045
大樓,閎泰科技股份有限公司,D602000219,寶福里,新北市新店區寶福里寶橋路235巷167號,3,545.0,江陵派出所,,121.5515,24.98542
大樓,大樓,D602000220,中央里,新北市新店區中央里中央五街81號,1,77.0,江陵派出所,,121.5266,24.97627
大樓,首相官邸大樓,D602000221,大同里,新北市新店區大同里二十張路11巷1號之1,1,125.0,江陵派出所,,121.5398,24.98254
大樓,華廈,D602000222,中央里,新北市新店區中央里中央五街108號,1,78.0,江陵派出所,,121.5253,24.9768
大樓,環遊市西華館,D602000223,新安里,新北市新店區新安里北新路二段122號,4,4242.0,江陵派出所,,121.5432,24.97453
大樓,華廈,D602000224,中央里,新北市新店區中央里中央五街92號,1,77.0,江陵派出所,,121.526,24.97638
大樓,雍華庭,D602000225,新安里,新北市新店區新安里永華街57號,2,190.0,江陵派出所,,121.5446,24.97567
大樓,中央豪邸,D602000226,中央里,新北市新店區中央里中央六街25號,1,536.0,江陵派出所,,121.5295,24.97504
大樓,滿福慧淨堡大樓,D602000227,中央里,新北市新店區中央里中央二街81號,1,137.0,江陵派出所,,121.5259,24.97523
大樓,藝墅,D602000228,中央里,新北市新店區中央里中央五街39號,2,522.0,江陵派出所,,121.5285,24.97514
大樓,大樓,D602000229,江陵里,新北市新店區江陵里民權路115號,3,411.0,江陵派出所,,121.5364,24.9826
大樓,TOP科技大樓,D602000230,寶福里,新北市新店區寶福里寶橋路188號,2,1257.0,江陵派出所,,121.5497,24.97758
大樓,中央百合,D602000231,中央里,新北市新店區中央里中央四街82號,2,243.0,江陵派出所,,121.5263,24.97574
大樓,合環御品,D602000232,寶興里,新北市新店區寶興里寶強路23號,3,1131.0,江陵派出所,,121.5436,24.97924
大樓,大樓,D602000233,中央里,新北市新店區中央里中央一街12號,1,221.0,江陵派出所,,121.5285,24.97286
大樓,富園公寓大廈,D602000234,江陵里,新北市新店區江陵里民權路127巷1號之1,1,261.0,江陵派出所,,121.5354,24.98211
大樓,合環御璽,D602000235,寶興里,新北市新店區寶興里寶強路9號,3,525.0,江陵派出所,,121.5431,24.9791
大樓,采會萊茵,D602000236,中央里,新北市新店區中央里中央二街56-62號,2,320.0,江陵派出所,,121.527,24.97437
大樓,挪威森林汽車旅館,D602000237,寶福里,新北市新店區寶福里寶橋路235巷15號,1,1249.0,江陵派出所,,121.5508,24.98107
大樓,三輝墨寶,D602000238,大豐里,新北市新店區大豐里建國路212號,2,125.0,江陵派出所,,121.5379,24.98107
大樓,三輝墨寶,D602000239,大豐里,新北市新店區大豐里建國路218號,4,402.0,江陵派出所,,121.5378,24.98113
大樓,九閣商旅,D602000240,中央里,新北市新店區中央里中央路238號,3,162.0,江陵派出所,,121.5292,24.9725
大樓,研誠大樓,D602000241,復興里,新北市新店區復興里建國路276號,1,390.0,江陵派出所,,121.5375,24.98352
大樓,大樓,D602000242,信義里,新北市新店區信義里中興路3段286號,3,75.0,江陵派出所,,121.5428,24.98457
大樓,捷運賦境,D602000243,明德里,新北市新店區明德里明德路24號5,3,294.0,江陵派出所,,121.5421,24.97712
大樓,千代田大廈,D602000244,明德里,新北市新店區明德里民族路48巷11號,1,65.0,江陵派出所,,121.5399,24.97916
大樓,江陵誠,D602000245,江陵里,新北市新店區江陵里建國路241號,5,1220.0,江陵派出所,,121.5375,24.98219
大樓,花開富貴,D602000246,復興里,新北市新店區復興里中正路491號之1,6,1476.0,江陵派出所,,121.5334,24.98265
公寓,南強工商(教室),D602000247,寶安里,新北市新店區寶安里文化路42號,1,276.0,江陵派出所,,121.5448,24.98116
大樓,大樓,D602000248,中央里,新北市新店區中央里中央七街35號,1,112.0,江陵派出所,,121.5293,24.97564
大樓,陶品居,D602000249,中央里,新北市新店區中央里中央三街26號,1,161.0,江陵派出所,,121.5286,24.97382
大樓,高峰會,D602000250,寶安里,新北市新店區寶安里文化路23號之13,3,1179.0,江陵派出所,,121.5432,24.98025
大樓,啟昇之星,D602000251,復興里,新北市新店區復興里民權路86號,3,1284.0,江陵派出所,,121.5373,24.98306
大樓,陶品居,D602000252,中央里,新北市新店區中央里中央一街20號,2,383.0,江陵派出所,,121.5283,24.97307
大樓,捷運鄉墅,D602000253,中央里,新北市新店區中央里中央八街125號,1,112.0,江陵派出所,,121.5253,24.97843
大樓,華廈,D602000254,中央里,新北市新店區中央里中央三街79號,1,184.0,江陵派出所,,121.5262,24.97549
大樓,佳瑪商場,D602000255,復興里,新北市新店區復興里民權路78號,2,1437.0,江陵派出所,,121.5374,24.98306
大樓,大璽大廈,D602000256,中央里,新北市新店區中央里中央五街29號,1,192.0,江陵派出所,,121.529,24.97488
大樓,三輝寶安,D602000257,寶安里,新北市新店區寶安里寶安街30號,5,326.0,江陵派出所,,121.5421,24.98226
大樓,台北人,D602000258,寶福里,新北市新店區寶福里寶興街45巷2弄2號,4,4268.0,江陵派出所,,121.5501,24.97333
大樓,中央大璽,D602000259,中央里,新北市新店區中央里中央五街42號,3,552.0,江陵派出所,,121.5283,24.97498
大樓,台北矽谷,D602000260,復興里,新北市新店區復興里北新路三段213號,4,3419.0,江陵派出所,,121.5402,24.98537
大樓,敬園大廈,D602000261,中央里,新北市新店區中央里中央一街2號,3,134.0,江陵派出所,,121.5291,24.97254
大樓,江陵金融大樓,D602000262,江陵里,新北市新店區江陵里民權路95號,5,1250.0,江陵派出所,,121.5372,24.9828
大樓,中央麗景,D602000263,中央里,新北市新店區中央里中央一街55號,3,172.0,江陵派出所,,121.5267,24.97427
大樓,寶橋大璽,D602000264,寶興里,新北市新店區寶興里寶橋路85巷35號,2,231.0,江陵派出所,,121.545,24.9768
大樓,"MY WAY(合環御景)",D602000265,寶福里,新北市新店區寶福里中興路二段225號,4,3490.0,江陵派出所,,121.5478,24.97464
大樓,中興馥,D602000266,寶安里,新北市新店區寶安里中興路三段230號,1,515.0,江陵派出所,,121.5433,24.98358
大樓,華廈,D602000267,中央里,新北市新店區中央里中央七街60號,1,103.0,江陵派出所,,121.528,24.97618
大樓,華廈,D602000268,中央里,新北市新店區中央里中央六街84號,1,146.0,江陵派出所,,121.5267,24.97654
大樓,三輝君匯,D602000269,明德里,新北市新店區明德里北新路三段17號,1,763.0,江陵派出所,,121.542,24.97971
大樓,輕川學大樓,D602000270,寶安里,新北市新店區寶安里寶元路一段102號,1,110.0,江陵派出所,,121.545,24.98323
大樓,宏達國際電子公司,D602000271,寶福里,新北市新店區寶福里中興路三段88號,1,2418.0,江陵派出所,,121.5457,24.97901
大樓,城品大樓,D602000272,信義里,新北市新店區信義里寶慶街35巷8號,1,290.0,江陵派出所,,121.5429,24.98633
大樓,中央唯美大廈,D602000273,中央里,新北市新店區中央里中央五街72-1號,1,65.0,江陵派出所,,121.5269,24.97585
大樓,中央首鼎大廈,D602000274,中央里,新北市新店區中央里中央五街22號,1,184.0,江陵派出所,,121.5293,24.9744
大樓,玥然,D602000275,復興里,新北市新店區復興里民權路42巷7號,1,250.0,江陵派出所,,121.5404,24.98308
大樓,陶品居,D602000277,中央里,新北市新店區中央里中央六街96號,1,65.0,江陵派出所,,121.5261,24.97688
大樓,大邑禮居,D602000278,大豐里,新北市新店區大豐里大同街19號,1,68.0,江陵派出所,,121.539,24.98036
大樓,中興A計畫,D602000279,寶福里,新北市新店區寶福里寶橋路140巷11號,1,584.0,江陵派出所,,121.5487,24.97558
大樓,華廈,D602000280,中央里,新北市新店區中央里中央四街33號,1,59.0,江陵派出所,,121.5285,24.97462
大樓,揚銘中央六街,D602000281,中央里,新北市新店區中央里中央六街48號,1,58.0,江陵派出所,,121.5283,24.97552
大樓,唐寧街59號,D602000282,中央里,新北市新店區中央里中央五街59號,1,184.0,江陵派出所,,121.5276,24.97569
大樓,唐寧街30號,D602000283,中央里,新北市新店區中央里中央四街30號,1,188.0,江陵派出所,,121.5286,24.97436
大樓,寶徠花園,D602000284,寶興里,新北市新店區寶興里寶橋路85巷50號,1,2950.0,江陵派出所,,121.545,24.9768
大樓,唐寧街11號,D602000285,中央里,新北市新店區中央里中央五街17號,1,550.0,江陵派出所,,121.5296,24.97451
大樓,華廈,D602000286,中央里,新北市新店區中央里中央六街46號,1,64.0,江陵派出所,,121.5284,24.97547
大樓,大樓,D602000287,大豐里,新北市新店區大豐里二十張路131號,1,123.0,江陵派出所,,121.5358,24.97926
大樓,合環御寶,D602000288,寶興里,新北市新店區寶興里寶強路8號,1,3451.0,江陵派出所,,121.5436,24.97889
大樓,翃泰松隱,D602000289,中央里,新北市新店區中央里中央五街102號,1,166.0,江陵派出所,,121.5255,24.97667
大樓,華廈,D602000290,中央里,新北市新店區中央里中央二街23號,1,65.0,江陵派出所,,121.5286,24.97362
大樓,隱中央,D602000291,中央里,新北市新店區中央里中央五街40號,1,155.0,江陵派出所,,121.5284,24.97493
大樓,華廈,D602000292,中央里,新北市新店區中央里中央二街33號,1,65.0,江陵派出所,,121.528,24.97394
大樓,中央靜觀,D602000293,中央里,新北市新店區中央里中央七街85號,1,132.0,江陵派出所,,121.5268,24.97708
大樓,唐寧街9號,D602000294,中央里,新北市新店區中央里中央六街12號,1,195.0,江陵派出所,,121.53,24.97454
大樓,御中央NO.1,D602000295,中央里,新北市新店區中央里中央三街29號,1,205.0,江陵派出所,,121.5284,24.9742
大樓,中央臻邸,D602000297,中央里,新北市新店區中央里中央六街75號,1,65.0,江陵派出所,,121.5271,24.97641
大樓,華廈,D602000298,中央里,新北市新店區中央里中央六街72號,1,65.0,江陵派出所,,121.5271,24.97623
大樓,樺福大坪林,D602000299,國豐里,新北市新店區國豐里北新路三段120號,1,229.0,江陵派出所,,121.54169,24.9819505
大樓,楊公館,D602000300,中央里,新北市新店區中央里中央六街77號,1,65.0,江陵派出所,,121.527,24.97646
大樓,慈濟新店靜思堂,D602000301,復興里,新北市新店區復興里建國路279號,1,3448.0,江陵派出所,,121.5356,24.98467
大樓,第五大道大廈,D602000302,中央里,新北市新店區中央里中央五街21號,1,161.0,江陵派出所,,121.5294,24.97462
大樓,富裔河,D602000303,忠孝里,新北市新店區忠孝里復興路100號,1,779.0,江陵派出所,,121.5318,24.98892
大樓,敦南仰望,D602000304,忠孝里,新北市新店區忠孝里中正路703號之2,1,338.0,江陵派出所,,121.5339,24.99093
大樓,華廈,D602000305,中央里,新北市新店區中央里中央七街48號,1,130.0,江陵派出所,,121.5285,24.97588
大樓,水中央,D602000306,中央里,新北市新店區中央里中央一街27號,1,68.0,江陵派出所,,121.5281,24.97338
大樓,華廈,D602000307,中央里,新北市新店區中央里中央五街89號,1,95.0,江陵派出所,,121.5261,24.97644
大樓,彩驛,D602000308,中央里,新北市新店區中央里中央四街92號,1,66.0,江陵派出所,,121.5257,24.9761
大樓,華廈,D602000309,中央里,新北市新店區中央里中央六街58號,1,85.0,江陵派出所,,121.5278,24.97581
大樓,御中央NO.2,D602000310,中央里,新北市新店區中央里中央三街41號,1,458.0,江陵派出所,,121.5279,24.97448
大樓,大坪林雙子星,D602000311,信義里,新北市新店區信義里順安街54巷1號,1,1117.0,江陵派出所,,121.541,24.98617
大樓,大樓,D602000312,中央里,新北市新店區中央里中央五街85號,1,117.0,江陵派出所,,121.5263,24.97635
大樓,三馨華廈,D602000313,中央里,新北市新店區中央里中央六街45號,1,150.0,江陵派出所,,121.5285,24.97564
大樓,雙捷WIN,D602000314,寶興里,新北市新店區寶興里文化路126號,1,218.0,江陵派出所,,121.5454,24.98273
大樓,友座臻美大樓,D602000315,明德里,新北市新店區明德里民族路15號,1,782.0,江陵派出所,,121.5414,24.97869
大樓,大樓,D602000316,寶福里,新北市新店區寶福里寶興路70巷10號,1,341.0,江陵派出所,,121.5495,24.97014
大樓,央北青年社會住宅,D602000317,和平里,新北市新店區和平里中山路135號,2,4377.0,江陵派出所,,121.5261,24.98136
大樓,華廈,D602000318,中央里,新北市新店區中央里中央七街42號,1,101.0,江陵派出所,,121.5288,24.97573
大樓,大樓,D602000319,信義里,新北市新店區信義里順安街26號,1,164.0,江陵派出所,,121.5411,24.98539
大樓,寶高智慧產業園區,D602000320,寶福里,新北市新店區寶福里寶高路26號,1,7418.0,江陵派出所,,121.5508,24.97676
大樓,央北市民活動中心,D602000321,中山里,新北市新店區中山里順德街175號,1,515.0,江陵派出所,,121.5297,24.9789
大樓,華潤禾禾好好,D602000322,中山里,新北市新店區中山里十四張路63號,1,1211.0,江陵派出所,,121.5324,24.97903
大樓,波爾多,D602000323,中山里,新北市新店區中山里1鄰溪園路243號,1,1282.0,江陵派出所,,121.5257,24.98336
大樓,國泰豐格,D602000324,中山里,新北市新店區中山里1鄰中山路10號,1,1869.0,江陵派出所,,121.5251,24.97921
大樓,遠雄青青,D602000325,中山里,新北市新店區中山里順德街215號,1,568.0,江陵派出所,,121.5292,24.97835
大樓,國美中央新村,D602000326,中山里,新北市新店區中山里央北一路8號,3,2406.0,江陵派出所,,121.5309,24.9756
大樓,欣聯鉅星科技總部,D602000327,寶福里,新北市新店區寶福里13鄰寶橋路142號,1,751.0,江陵派出所,,121.5478,24.97643
大樓,華廈,D602000328,中央里,新北市新店區中央里13鄰中央六街74號,1,152.0,江陵派出所,,121.5271,24.97628
大樓,全陽大璽,D602000329,中山里,新北市新店區中山里1鄰中央路20號,1,3535.0,江陵派出所,,121.5332,24.97875
大樓,欣聯心,D602000330,寶興里,新北市新店區寶興里2鄰中興路三段155號,1,440.0,江陵派出所,,121.544,24.9801
大樓,華廈,D602000331,中央里,新北市新店區中央里14鄰中央六街85號,1,74.0,江陵派出所,,121.5266,24.97676
大樓,新店裕隆城商場,D602000332,寶福里,新北市新店區寶福里14鄰中興路三段70號,3,11101.0,江陵派出所,,121.5463,24.97783
大樓,合環永新,D602000333,新安里,新北市新店區新安里14鄰永新街30號,1,496.0,江陵派出所,,121.5441,24.97519
大樓,"希爾登One House",D602000334,中山里,新北市新店區中山里央北一路170號,3,3231.0,江陵派出所,,121.5259,24.97849
大樓,將捷央旅,D602000335,中山里,新北市新店區中山里啟文路25號,2,185.0,江陵派出所,,121.5276,24.97801
大樓,鐫畫,D602000336,中山里,新北市新店區中山里央北一路28號,3,544.0,江陵派出所,,121.5301,24.97595
大樓,三輝四季,D602000337,中山里,新北市新店區中山里順德街228號,3,526.0,江陵派出所,,121.5299,24.9794
大樓,國泰豐和,D602000338,中山里,新北市新店區中山里央北一路100號,3,1187.0,江陵派出所,,121.5272,24.97765
大樓,雅藏,D602000339,大豐里,新北市新店區大豐里二十張路105巷30號,3,126.0,江陵派出所,,121.537,24.979
大樓,波爾多2樂菲莊園,D602000340,中山里,新北市新店區中山里央北二路375號,1,3488.0,江陵派出所,,121.5251,24.98174
大樓,誠鑫,D602000341,中山里,新北市新店區中山里合記街26號,4,1852.0,江陵派出所,,121.5271,24.97877
大樓,潤泰央北,D602000342,中山里,新北市新店區中山里順德街1號,1,2293.0,江陵派出所,,121.53093,24.977254
大樓,將捷旅闊,D602000343,中山里,新北市新店區中山里順德街21號,2,1227.0,江陵派出所,,121.531722,24.977842
大樓,新店寶,D602000344,中山里,新北市新店區中山里央北二路51號,1,540.0,江陵派出所,,121.53063,24.977118
大樓,宏普中央公園,D602000345,中山里,新北市新店區中山里啟文路66號,1,1490.0,江陵派出所,,121.529083,24.979447
大樓,法務部調查局訓練所,D603000003,美潭里,新北市新店區美潭里北宜路二段295號,1,1099.0,青潭派出所,,121.5565,24.9539
大樓,新殿富邑,D603000004,美潭里,新北市新店區美潭里北宜路二段82-7號,1,1102.0,青潭派出所,,121.554,24.9534
大樓,新殿青境,D603000005,美潭里,新北市新店區美潭里北宜路二段82巷1號,1,1659.0,青潭派出所,,121.5536,24.95319
大樓,中央印製廠,D603000007,員潭里,新北市新店區員潭里北宜路二段202號,1,810.0,青潭派出所,不張貼標誌牌,,
大樓,嶺秀天廈,D603000008,員潭里,新北市新店區員潭里北宜路二段483號,3,693.0,青潭派出所,,121.5622,24.95408
大樓,小錢當家,D603000009,員潭里,新北市新店區員潭里北宜路二段417號,1,753.0,青潭派出所,,121.56,24.95458
大樓,新鴛鴦蝴蝶,D603000010,美潭里,新北市新店區美潭里北宜路二段82巷9弄1號,1,1060.0,青潭派出所,,121.5538,24.95254
大樓,文山芳鄰,D603000011,美潭里,新北市新店區美潭里北宜路二段153號,2,907.0,青潭派出所,,121.552,24.9533
大樓,青泉崗,D603000012,青潭里,新北市新店區青潭里北宜路二段127巷16號,1,868.0,青潭派出所,,121.5511,24.95344
大樓,森鄰大廈,D603000013,員潭里,新北市新店區員潭里北宜路二段391巷2號之2,3,602.0,青潭派出所,,121.5601,24.95498
大樓,綠卡社區,D603000014,青潭里,新北市新店區青潭里竹林路26巷38號,1,1354.0,青潭派出所,,121.5513,24.94999
大樓,法務部調查局電訊大樓,D603000015,員潭里,新北市新店區員潭里中生路40號,1,690.0,青潭派出所,不張貼標誌牌,,
大樓,明山麗園,D603000016,員潭里,新北市新店區員潭里北宜路二段495號,1,1020.0,青潭派出所,,121.5631,24.95382
大樓,綠卡社區,D603000017,青潭里,新北市新店區青潭里竹林路26巷46號,1,101.0,青潭派出所,,121.5516,24.95036
大樓,綠卡社區,D603000018,青潭里,新北市新店區青潭里竹林路26巷40號,1,102.0,青潭派出所,,121.5512,24.9503
大樓,親潭大廈,D603000019,美潭里,新北市新店區美潭里北宜路二段104號,1,367.0,青潭派出所,,121.5556,24.95357
大樓,捷運薪市,D603000020,員潭里,新北市新店區員潭里北宜路二段493號,2,159.0,青潭派出所,,121.5627,24.95394
大樓,新殿傳奇,D603000022,青潭里,新北市新店區青潭里北宜路二段28號,1,97.0,青潭派出所,,121.5482,24.95143
大樓,山林溪,D603000023,美潭里,新北市新店區美潭里北宜路二段116巷1號,2,1403.0,青潭派出所,,121.5565,24.95344
大樓,水川堂,D603000024,青潭里,新北市新店區青潭里竹林路59號,1,1111.0,青潭派出所,,121.5527,24.95137
大樓,雙峰國小,D603000026,雙坑里,新北市新店區雙坑里北宜路三段66號,1,288.0,青潭派出所,,121.5754,24.95115
大樓,潭天天廈,D603000028,青潭里,新北市新店區青潭里北宜路二段117號,4,1206.0,青潭派出所,,121.5506,24.95306
大樓,萊茵皇家,D603000029,青潭里,新北市新店區青潭里竹林路30巷1號,2,803.0,青潭派出所,,121.5522,24.95105
大樓,土地銀行人力資源訓練所,D603000030,青潭里,新北市新店區青潭里竹林路28號,1,451.0,青潭派出所,,121.5519,24.95133
大樓,春風特區,D603000031,員潭里,新北市新店區員潭里北宜路二段353號,3,2065.0,青潭派出所,,121.5582,24.95418
大樓,萊茵皇家,D603000032,青潭里,新北市新店區青潭里竹林路30巷2號,2,1022.0,青潭派出所,,121.552,24.95101
大樓,青潭國小,D603000033,美潭里,新北市新店區美潭里北宜路二段80號,1,357.0,青潭派出所,,121.5523,24.95314
大樓,新巢代,D603000034,員潭里,新北市新店區員潭里北宜路二段503號,1,1116.0,青潭派出所,,121.5634,24.95374
大樓,春風伯爵,D603000035,員潭里,新北市新店區員潭里北宜路二段276號,1,299.0,青潭派出所,,121.5609,24.95416
大樓,春風如意,D603000036,美潭里,新北市新店區美潭里秀水路9號,2,1071.0,青潭派出所,,121.5547,24.95452
大樓,萊茵皇家,D603000037,青潭里,新北市新店區青潭里竹林路30巷15號,1,1104.0,青潭派出所,,121.5521,24.95066
大樓,夢享國,D603000038,員潭里,新北市新店區員潭里北宜路二段431號,4,1848.0,青潭派出所,,121.5608,24.95444
大樓,彩虹園大廈,D603000039,青潭里,新北市新店區青潭里竹林路78號,1,484.0,青潭派出所,,121.5542,24.95048
大樓,新陛潭,D603000040,青潭里,新北市新店區青潭里北宜路30巷5弄2號,2,1402.0,青潭派出所,,121.548,24.95074
大樓,美麗國幸福特區,D603000041,員潭里,新北市新店區員潭里北宜路二段421巷2弄11號,1,383.0,青潭派出所,,121.561,24.95513
大樓,中央印製廠,D603000042,員潭里,新北市新店區員潭里北宜路二段200號,1,839.0,青潭派出所,不張貼標誌牌,,
大樓,美麗國社區,D603000043,員潭里,新北市新店區員潭里北宜路二段421巷2弄21號,1,2192.0,青潭派出所,,121.561,24.95583
大樓,大樓,D603000044,員潭里,新北市新店區員潭里北宜路二段122號,1,97.0,青潭派出所,,121.5569,24.95374
大樓,青潭湛,D603000045,員潭里,新北市新店區員潭里北宜路二段345號,1,694.0,青潭派出所,,121.5578,24.9542
大樓,翠松園,D603000046,青潭里,新北市新店區青潭里青潭里20鄰竹林路50號,1,738.0,青潭派出所,,121.5531,24.95119
大樓,秀水韻,D603000047,美潭里,新北市新店區美潭里美潭里15鄰秀水路10號2樓,1、2、3,447.0,青潭派出所,,121.5549,24.95438
大樓,衛福部北區老人之家,D604000001,屈尺里,新北市新店區屈尺里屈尺路83號,1,1623.0,屈尺派出所,,121.5452,24.92269
大樓,保安警察第三總隊,D604000002,屈尺里,新北市新店區屈尺里屈尺路11號,1,604.0,屈尺派出所,不張貼標誌牌,,
大樓,衛福部北區老人之家,D604000003,屈尺里,新北市新店區屈尺里自強路74巷6號,1,373.0,屈尺派出所,,121.5453,24.92514
大樓,屈尺國小,D604000004,屈尺里,新北市新店區屈尺里屈尺路55號,1,645.0,屈尺派出所,,121.5463,24.92251
大樓,白雲禪寺,D604000005,屈尺里,新北市新店區屈尺里新烏路二段178號,1,427.0,屈尺派出所,,121.548,24.9181
大樓,生活家大廈,D605000001,龜山里,新北市新店區龜山里松林路6號,1,1464.0,龜山派出所,,121.5463,24.91148
大樓,山水天廈,D605000002,廣興里,新北市新店區廣興里廣興路7號之1,1,866.0,龜山派出所,,121.546,24.91195
大樓,直潭國小,D606000001,直潭里,新北市新店區直潭里直潭路92號,1,234.0,直潭派出所,,121.5313,24.93781
大樓,直潭活動中心,D606000002,直潭里,新北市新店區直潭里直潭十街23號,1,1125.0,直潭派出所,,121.5337,24.93882
大樓,龍之鄉大樓,D607000006,太平里,新北市新店區太平里碧潭路35號,1,107.0,頂城派出所,,121.5342,24.95624
大樓,碧潭雅筑大樓,D607000007,太平里,新北市新店區太平里碧潭路67號,1,79.0,頂城派出所,,121.5342,24.95674
大樓,十方山水,D607000008,太平里,新北市新店區太平里碧潭路71號,2、3、4、5,983.0,頂城派出所,,121.5343,24.95687
大樓,海藏寺,D607000010,太平里,新北市新店區太平里碧潭路55號,2,366.0,頂城派出所,,121.534,24.95662
大樓,十方二代大樓,D607000011,太平里,新北市新店區太平里碧潭路37號,1,375.0,頂城派出所,,121.5341,24.95633
大樓,永業居,D607000012,太平里,新北市新店區太平里永業路16號,1,93.0,頂城派出所,,121.5335,24.95598
大樓,帝景飯店,D607000013,美城里,新北市新店區美城里碧潭路77巷2號,3,1739.0,頂城派出所,,121.5343,24.95771
大樓,青山鎮濱湖特區,D607000014,下城里,新北市新店區下城里青山路88巷1弄1號,2,1860.0,頂城派出所,,121.5149,24.94818
大樓,華廈,D607000015,太平里,新北市新店區太平里永業路57號,1,94.0,頂城派出所,,121.532,24.95435
大樓,碧潭甄品大樓,D607000016,太平里,新北市新店區太平里永業路18號,1,259.0,頂城派出所,,121.5334,24.95593
大樓,美麗春天飯店,D607000017,太平里,新北市新店區太平里太平路9號,2,211.0,頂城派出所,,121.5342,24.95785
大樓,美麗春天飯店,D607000018,太平里,新北市新店區太平里太平路8號,4,367.0,頂城派出所,,121.5342,24.9579
大樓,青山鎮青水特區,D607000019,下城里,新北市新店區下城里頂城六街2-10號,1,759.0,頂城派出所,,121.5156,24.95087
大樓,青山鎮環湖特區,D607000020,下城里,新北市新店區下城里青山路158號,3,1299.0,頂城派出所,,121.514,24.94997
大樓,康橋國際學校(青山校區),D607000021,下城里,新北市新店區下城里頂城五街80號,1,1747.0,頂城派出所,,121.517,24.95392
大樓,國賓大苑,D607000022,太平里,新北市新店區太平里太平路10號,1,2085.0,頂城派出所,,121.5342,24.9581
大樓,上碧潭,D607000023,太平里,新北市新店區太平里太平路25號,1,604.0,頂城派出所,,121.5339,24.9581
大樓,安康派出所,D608000004,公崙里,新北市新店區公崙里安康路二段70號,1,67.0,安康派出所,不張貼標誌牌,,
大樓,綠寶石二期,D608000005,公崙里,新北市新店區公崙里吉安街17號,1,474.0,安康派出所,,121.5159,24.96594
大樓,綠寶石,D608000006,公崙里,新北市新店區公崙里吉安街22號,1,282.0,安康派出所,,121.5159,24.96594
大樓,凱悅名廈,D608000007,安昌里,新北市新店區安昌里安康路二段196號之2,2,993.0,安康派出所,,121.5108,24.95988
大樓,大學詩鄉,D608000008,公崙里,新北市新店區公崙里安忠路161號,2,233.0,安康派出所,,121.5095,24.94829
大樓,富貴園,D608000009,柴埕里,新北市新店區柴埕里光華街8巷21號,2,565.0,安康派出所,,121.518,24.96967
大樓,新綠卡,D608000010,安昌里,新北市新店區安昌里安德街47號,1,1850.0,安康派出所,,121.5111,24.96221
大樓,山水畫樓,D608000011,柴埕里,新北市新店區柴埕里安民街65巷1號,1,1319.0,安康派出所,,121.5162,24.9666
大樓,龍都,D608000013,柴埕里,新北市新店區柴埕里安民街163至179號,1,663.0,安康派出所,,121.5166,24.97008
大樓,北城快樂家,D608000014,公崙里,新北市新店區公崙里安康路二段128號,2,597.0,安康派出所,,121.5126,24.96245
大樓,安和綠園大廈,D608000015,柴埕里,新北市新店區柴埕里安和路二段97至99號,1,213.0,安康派出所,,121.5185,24.96951
大樓,大學詩鄉,D608000016,公崙里,新北市新店區公崙里安忠路126號,1,601.0,安康派出所,,121.5091,24.9483
大樓,綠寶石,D608000017,公崙里,新北市新店區公崙里吉安街27號,1,167.0,安康派出所,,121.5164,24.96578
大樓,三圓羅馬,D608000018,柴埕里,新北市新店區柴埕里安興路5號,5,5400.0,安康派出所,,121.5147,24.96817
大樓,寶地花園廣場,D608000019,安昌里,新北市新店區安昌里安康路二段170號,1,1690.0,安康派出所,,121.5119,24.96063
大樓,早安華城,D608000020,公崙里,新北市新店區公崙里安忠路57巷26弄27號,1,446.0,安康派出所,,121.5124,24.95811
大樓,早安華城,D608000021,公崙里,新北市新店區公崙里安忠路57巷26弄1號,1,768.0,安康派出所,,121.5131,24.9586
大樓,寶芝林,D608000022,安昌里,新北市新店區安昌里安成街42號,2,1732.0,安康派出所,,121.5098,24.96138
大樓,山水畫樓,D608000023,柴埕里,新北市新店區柴埕里安民街65巷8號,2,2575.0,安康派出所,,121.5162,24.96725
大樓,美麗新殿,D608000024,柴埕里,新北市新店區柴埕里安民街121巷2-18號,2,2495.0,安康派出所,,121.5161,24.96876
大樓,早安華城,D608000025,公崙里,新北市新店區公崙里安忠路57巷26弄28號,1,595.0,安康派出所,,121.5123,24.95816
大樓,首華美廈,D608000028,柴埕里,新北市新店區柴埕里安民街235號,1,275.0,安康派出所,,121.5171,24.97197
