類別,建築物名稱,電腦編號,村里別,地址,地下樓層數,可容納人數,轄管分局,備註,"unnamed (1)","unnamed (2)"
一般建築,高雄全牧教會-宣教中心,LY3624,晴朗里,高雄市苓雅區晴朗里苓雅一路195號,1,114,苓雅分局,,,
一般建築,,LY1258,鼓中里,高雄市苓雅區鼓中里苓雅二路85之5號,1,115,苓雅分局,,,
一般建築,,LY3935,五福里,高雄市苓雅區五福里憲政路2號,1,116,苓雅分局,,,
一般建築,私人住宅,LY4037,林中里,高雄市苓雅區林中里光華一路100巷13號,1,118,苓雅分局,,,
一般建築,榮富民廈,LY3102,林圍里,高雄市苓雅區林圍里青年一路98號,1,124,苓雅分局,,,
一般建築,新崛江商旅,LY2412,美田里,高雄市苓雅區美田里林森二路73號,1,124,苓雅分局,,,
一般建築,憲昌玉璽大樓,LY3879,民主里,高雄市苓雅區民主里憲昌路41號,1,131,苓雅分局,,,
一般建築,,LY3777,正義里,高雄市苓雅區正義里正義路1號,1,135,苓雅分局,,,
一般建築,,LY3954,建軍里,高雄市苓雅區建軍里義勇路55號,1,135,苓雅分局,,,
一般建築,私人住宅,LY4036,日中里,高雄市苓雅區日中里永樂街91號,1,137,苓雅分局,,,使用人自稱該屋屬私人土地不願提供避難不同意警察張貼
郵局,苓雅郵局,LY1047,城北里,高雄市苓雅區城北里成功一路134號,1,137,苓雅分局,,,
一般建築,東偉大廈,LY3959,林中里,高雄市苓雅區林中里廣東一街35號,1,138,苓雅分局,,,
一般建築,茗茗冷飲店,LY3827,美田里,高雄市苓雅區美田里中興街127號,1,147,苓雅分局,,,
一般建築,,LY3740,林泉里,高雄市苓雅區林泉里四維二路94之21號,1,148,苓雅分局,,,
一般建築,芳儀華廈,LY1730,晴朗里,高雄市苓雅區晴朗里永定街155號,1,148,苓雅分局,,,
一般建築,,LY4029,同慶里,高雄市苓雅區同慶里凱旋二路55號,1,149,苓雅分局,,,
一般建築,,LY3575,尚義里,高雄市苓雅區尚義里民族二路2號,1,149,苓雅分局,,,
一般建築,一般住宅,LY3958,林安里,高雄市苓雅區林安里金門街88號,1,149,苓雅分局,,,
一般建築,鳳凰麗謝華廈,LY3288,林富里,高雄市苓雅區林富里福建街207之1號,1,150,苓雅分局,,,
一般建築,濟世中醫診所,LY1627,苓昇里,高雄市苓雅區苓昇里青年二路149號,1,152,苓雅分局,,,
一般建築,,LY3760,正道里,高雄市苓雅區正道里福德一路56號,1,153,苓雅分局,,,
一般建築,,LY2588,凱旋里,高雄市苓雅區凱旋里凱旋二路131號,1,153,苓雅分局,,,
一般建築,,LY2788,正文里,高雄市苓雅區正文里武廟路122號,1,154,苓雅分局,,,
一般建築,,LY3818,福西里,高雄市苓雅區福西里福西街64號,2,155,苓雅分局,,,
一般建築,,LY3770,民主里,高雄市苓雅區民主里憲法路8之4號,1,158,苓雅分局,,,
一般建築,摩登貴族大廈,LY3759,林富里,高雄市苓雅區林富里光華一路131號,1,158,苓雅分局,,,
一般建築,,LY3862,福祥里,高雄市苓雅區福祥里河南路46號,1,159,苓雅分局,,,
一般建築,誼福企業有限公司,LY3246,華堂里,高雄市苓雅區華堂里興中一路349號,1,160,苓雅分局,,,
一般建築,歡喜樓,LY3993,正大里,高雄市苓雅區正大里心正路28號,1,164,苓雅分局,,,
一般建築,一般住宅,LY1513,林安里,高雄市苓雅區林安里金門街53號,1,166,苓雅分局,,,
一般建築,,LY2821,中正里,高雄市苓雅區中正里青年一路1之18號,1,167,苓雅分局,,,
一般建築,荷蘭小皇族,LY3887,正言里,高雄市苓雅區正言里正言路39號,1,167,苓雅分局,,,
一般建築,,LY3987,永康里,高雄市苓雅區永康里福安路21號,1,169,苓雅分局,,,
一般建築,土銀苓雅分行,LY3765,日中里,高雄市苓雅區日中里永樂街48號,1,172,苓雅分局,,,
一般建築,一般民宅,LY2062,日中里,高雄市苓雅區日中里永樂街64號,1,173,苓雅分局,,,
一般建築,昱能南昌海事股份有限公司,LY3588,林華里,高雄市苓雅區林華里和平二路365號,1,173,苓雅分局,,,
一般建築,碧廈大樓,LY3933,苓雅里,高雄市苓雅區苓雅里四維四路139號,1,174,苓雅分局,,,
一般建築,,LY3776,五權里,高雄市苓雅區五權里河北路228號,1,175,苓雅分局,,,
一般建築,,LY4018,林泉里,高雄市苓雅區林泉里四維二路110之5號,1,175,苓雅分局,,,
一般建築,,LY1868,中正里,高雄市苓雅區中正里林德街10巷4號,1,178,苓雅分局,,,
一般建築,,LY3186,苓東里,高雄市苓雅區苓東里四維四路237號,1,180,苓雅分局,,,
一般建築,弘泰家園華廈,LY3656,林西里,高雄市苓雅區林西里五權街117號,1,181,苓雅分局,,,
一般建築,,LY3929,福隆里,高雄市苓雅區福隆里漢陽街108號,1,181,苓雅分局,,,
一般建築,森柏設計有限公司,LY1991,田西里,高雄市苓雅區田西里中華四路193號,1,183,苓雅分局,,,
一般建築,,LY3868,中正里,高雄市苓雅區中正里廣州一街143之6號,1,184,苓雅分局,,,
一般建築,,LY3953,正義里,高雄市苓雅區正義里建國一路57號,1,188,苓雅分局,,,
一般建築,弘泰家園華廈,LY1122,林西里,高雄市苓雅區林西里五權街113號,1,188,苓雅分局,,,
一般建築,,LY2024,中正里,高雄市苓雅區中正里林德街26巷12號,1,189,苓雅分局,,,
一般建築,,LY3893,民主里,高雄市苓雅區民主里行信路5號,1,191,苓雅分局,,,
一般建築,,LY3810,五福里,高雄市苓雅區五福里福德一路293號,1,192,苓雅分局,,,
一般建築,,LY4068,民主里,高雄市苓雅區民主里建國一路348號,1,198,苓雅分局,,,
一般建築,,LY2691,中正里,高雄市苓雅區中正里青年一路6號,1,199,苓雅分局,,,
醫院照護,阮綜合醫院健檢中心,LY4054,鼓中里,高雄市苓雅區鼓中里永昌街49號,1,199,苓雅分局,,,
一般建築,,LY3819,五權里,高雄市苓雅區五權里大順三路11巷30號,1,200,苓雅分局,,,
一般建築,,LY3869,民主里,高雄市苓雅區民主里樂仁路122之1號,1,200,苓雅分局,,,
一般建築,新遠東公園名廈,LY0140,意誠里,高雄市苓雅區意誠里新光路24巷1號,1,200,苓雅分局,,,
一般建築,,LY2873,廣澤里,高雄市苓雅區廣澤里三多三路224號,1,203,苓雅分局,,,
一般建築,慶盛忠孝華廈,LY1824,日中里,高雄市苓雅區日中里忠孝二路63號,1,204,苓雅分局,,,
一般建築,德千蒸餃,LY3847,和煦里,高雄市苓雅區和煦里忠孝二路118號,1,205,苓雅分局,,,
一般建築,,LY2456,正大里,高雄市苓雅區正大里輔仁路175號,1,209,苓雅分局,,,
一般建築,,LY3992,正心里,高雄市苓雅區正心里正大路79號,1,210,苓雅分局,,,
一般建築,愛琴海大廈管,LY3617,苓中里,高雄市苓雅區苓中里四維四路226號,1,210,苓雅分局,,,
一般建築,,LY3834,正大里,高雄市苓雅區正大里中正一路256號之B1,1,212,苓雅分局,,,
一般建築,,LY2287,正文里,高雄市苓雅區正文里武廟路124號,1,212,苓雅分局,,,
一般建築,,LY2176,中正里,高雄市苓雅區中正里廣州一街159號,1,213,苓雅分局,,,
一般建築,,LY2916,林泉里,高雄市苓雅區林泉里四維二路96之5號,1,215,苓雅分局,,,
一般建築,,LY2863,林泉里,高雄市苓雅區林泉里林泉街15號,1,215,苓雅分局,,,
一般建築,以馬內利國際事業有限公司,LY2109,普天里,高雄市苓雅區普天里三多二路390號,1,216,苓雅分局,,,
一般建築,一般民宅,LY2968,林中里,高雄市苓雅區林中里五權街230號,1,217,苓雅分局,,,
一般建築,,LY2023,中正里,高雄市苓雅區中正里林德街10巷9號,1,220,苓雅分局,,,
一般建築,,LY1884,中正里,高雄市苓雅區中正里廣州一街143之1號,1,220,苓雅分局,,,
一般建築,,LY1920,林南里,高雄市苓雅區林南里林泉街80巷15號,1,220,苓雅分局,,,
一般建築,,LY3741,福南里,高雄市苓雅區福南里福安路470號,1,224,苓雅分局,,,
一般建築,,LY3674,林南里,高雄市苓雅區林南里光華一路148之42號,1,225,苓雅分局,,,
一般建築,林德建設大樓,LY3902,林圍里,高雄市苓雅區林圍里光華一路259號,2,225,苓雅分局,,,
一般建築,城中小貴族,LY3490,苓雅里,高雄市苓雅區苓雅里四維四路172之3號,1,228,苓雅分局,,,
一般建築,,LY3669,福西里,高雄市苓雅區福西里三多一路94號,1,228,苓雅分局,,,
一般建築,樂仁公寓,LY3905,民主里,高雄市苓雅區民主里樂仁路118號,2,233,苓雅分局,,,
一般建築,,LY2868,林泉里,高雄市苓雅區林泉里林泉街35號,1,237,苓雅分局,,,
一般建築,,LY3989,安祥里,高雄市苓雅區安祥里泰豐街40號,1,239,苓雅分局,,,
一般建築,國華大樓,LY1905,華堂里,高雄市苓雅區華堂里忠孝二路85號,1,240,苓雅分局,,,
一般建築,,LY2356,林泉里,高雄市苓雅區林泉里廣州一街123號,1,241,苓雅分局,,,
一般建築,,LY3670,五權里,高雄市苓雅區五權里河北路219號,1,244,苓雅分局,,,
一般建築,,LY2489,尚義里,高雄市苓雅區尚義里尚志街4號,1,245,苓雅分局,,,
一般建築,,LY2281,林泉里,高雄市苓雅區林泉里和平一路147之5號,1,248,苓雅分局,,,
一般建築,,LY4017,林泉里,高雄市苓雅區林泉里四維二路110之6號,1,250,苓雅分局,,,
一般建築,鳳凰向陽樓,LY2914,晴朗里,高雄市苓雅區晴朗里永定街133號,1,253,苓雅分局,,,
一般建築,,LY2088,苓中里,高雄市苓雅區苓中里永平路42號,1,256,苓雅分局,,,
一般建築,,LY2644,尚義里,高雄市苓雅區尚義里中正二路81號,1,257,苓雅分局,,,
一般建築,,LY2864,林泉里,高雄市苓雅區林泉里林泉街19號,1,257,苓雅分局,,,
一般建築,,LY2865,林泉里,高雄市苓雅區林泉里林泉街23號,1,257,苓雅分局,,,
一般建築,,LY2866,林泉里,高雄市苓雅區林泉里林泉街27號,1,257,苓雅分局,,,
一般建築,,LY2867,林泉里,高雄市苓雅區林泉里林泉街31號,1,257,苓雅分局,,,
一般建築,,LY0611,正言里,高雄市苓雅區正言里中正一路478號,1,258,苓雅分局,,,
一般建築,,LY3608,林靖里,高雄市苓雅區林靖里三多二路62號,1,260,苓雅分局,,,
一般建築,書香庭園,LY3916,林榮里,高雄市苓雅區林榮里英義街240號,1,261,苓雅分局,,,
一般建築,,LY3883,正文里,高雄市苓雅區正文里建國一路175號,1,265,苓雅分局,,,
一般建築,私人住宅,LY4142,林華里,高雄市苓雅區林華里和平二路369號,1,265,苓雅分局,,,
一般建築,鑽石大廈,LY3622,苓雅里,高雄市苓雅區苓雅里四維四路174之1號,1,266,苓雅分局,,,
一般建築,私人住宅(遠傳房屋代書),LY3922,普天里,高雄市苓雅區普天里福建街32號,1,266,苓雅分局,,,
一般建築,華樹勝利大廈,LY3687,華堂里,高雄市苓雅區華堂里四維三路174號,1,266,苓雅分局,,,
一般建築,綠種子商旅,LY0535,華堂里,高雄市苓雅區華堂里林森二路84號,1,266,苓雅分局,,,
一般建築,,LY3769,福東里,高雄市苓雅區福東里武嶺街46號,1,266,苓雅分局,,,
一般建築,一般建築,LY3971,林中里,高雄市苓雅區林中里五權街240之4號,1,267,苓雅分局,,,
一般建築,,LY2455,林泉里,高雄市苓雅區林泉里廣東一街111號,1,267,苓雅分局,,,
一般建築,鑽石大廈,LY3605,苓雅里,高雄市苓雅區苓雅里四維四路170之7號,1,267,苓雅分局,,,
一般建築,i民權華廈,LY4221,普照里,高雄市苓雅區普照里民權一路39巷19號,1,267,苓雅分局,,,
一般建築,中正明仕園,LY2557,林中里,高雄市苓雅區林中里五權街244號,1,269,苓雅分局,,,
一般建築,滿庭歡華廈,LY3950,福隆里,高雄市苓雅區福隆里福德三路54號,1,269,苓雅分局,,,
一般建築,,LY4081,尚義里,高雄市苓雅區尚義里尚志街17號,1,270,苓雅分局,,,
一般建築,裡文化大樓,LY4157,林安里,高雄市苓雅區林安里金門街93號,1,270,苓雅分局,,,
一般建築,玫瑰大廈,LY1637,城東里,高雄市苓雅區城東里中華四路126號,1,271,苓雅分局,,,
一般建築,萬應公廟管理委員會,LY3900,苓中里,高雄市苓雅區苓中里苓中路203號,1,271,苓雅分局,,,
一般建築,宏威大廈,LY1921,尚義里,高雄市苓雅區尚義里中正二路83號,1,274,苓雅分局,,,
一般建築,協強輪胎有限公司,LY2738,日中里,高雄市苓雅區日中里忠孝二路63之2號,1,277,苓雅分局,,,
一般建築,,LY2666,福壽里,高雄市苓雅區福壽里河南路102號,1,280,苓雅分局,,,
一般建築,,LY3994,安祥里,高雄市苓雅區安祥里中正二路56巷3號,1,281,苓雅分局,,,
一般建築,,LY3780,正文里,高雄市苓雅區正文里建國一路175之3號,1,284,苓雅分局,,,
一般建築,,LY3975,安祥里,高雄市苓雅區安祥里中正二路56巷7號,1,288,苓雅分局,,,
一般建築,,LY2552,中正里,高雄市苓雅區中正里青年一路1之11號,1,289,苓雅分局,,,
一般建築,東昌大廈,LY1915,普照里,高雄市苓雅區普照里永定街2號,1,292,苓雅分局,,,
一般建築,美廉社,LY3635,林華里,高雄市苓雅區林華里廣東二街76號,1,293,苓雅分局,,,
醫院照護,安田婦產科診所,LY3613,林興里,高雄市苓雅區林興里三多二路353號,1,298,苓雅分局,,,
一般建築,京軒大樓,LY4014,仁政里,高雄市苓雅區仁政里仁智街117號,1,303,苓雅分局,,,
一般建築,,LY2377,正大里,高雄市苓雅區正大里建民路37號,1,305,苓雅分局,,,
一般建築,三和大樓,LY1870,林興里,高雄市苓雅區林興里三多二路293號,1,307,苓雅分局,,,
一般建築,王象中正大樓,LY3705,福南里,高雄市苓雅區福南里中正一路255號,2,308,苓雅分局,,,
一般建築,,LY2807,林泉里,高雄市苓雅區林泉里廣州一街121號,1,309,苓雅分局,,,
一般建築,十宅民權華夏,LY1914,林安里,高雄市苓雅區林安里民權一路92號,1,311,苓雅分局,,,
一般建築,一般住宅,LY2130,林興里,高雄市苓雅區林興里林西街48巷12號,1,313,苓雅分局,,,
一般建築,,LY2917,林德里,高雄市苓雅區林德里英明路300號,1,320,苓雅分局,,,
一般建築,東坡名盧華廈,LY3116,林富里,高雄市苓雅區林富里苓雅一路35號,1,329,苓雅分局,,,
一般建築,敦尚園華廈,LY3510,林富里,高雄市苓雅區林富里福建街225號,1,330,苓雅分局,,,
一般建築,,LY3941,林榮里,高雄市苓雅區林榮里英祥街19號,1,330,苓雅分局,,,
一般建築,,LY3996,正文里,高雄市苓雅區正文里建國一路175之5號,1,335,苓雅分局,,,
一般建築,O8兩廳緣大樓,LY4155,正大里,高雄市苓雅區正大里武廟路95號,1,336,苓雅分局,,,
一般建築,,LY3646,正文里,高雄市苓雅區正文里福德二路75巷11號,1,337,苓雅分局,,,
一般建築,,LY3932,林貴里,高雄市苓雅區林貴里英明路273號,1,337,苓雅分局,,,
一般建築,陽光大飯店,LY3978,城西里,高雄市苓雅區城西里中華四路75號,2,339,苓雅分局,,,
一般建築,,LY3244,安祥里,高雄市苓雅區安祥里中正二路56巷25號,1,340,苓雅分局,,,
一般建築,,LY3997,正道里,高雄市苓雅區正道里正大路33號,1,344,苓雅分局,,,
一般建築,中正文化DC大樓,LY4024,林安里,高雄市苓雅區林安里光華一路321號,1,347,苓雅分局,,,
一般建築,,LY3927,永康里,高雄市苓雅區永康里中正一路177之2號,1,348,苓雅分局,,,
一般建築,漢朝DC,LY4034,苓洲里,高雄市苓雅區苓洲里允文街133號,1,350,苓雅分局,,,
一般建築,,LY3790,正文里,高雄市苓雅區正文里身修路31號,1,358,苓雅分局,,,
一般建築,,LY3241,正大里,高雄市苓雅區正大里武廟路66號,1,363,苓雅分局,,,
一般建築,,LY3913,英明里,高雄市苓雅區英明里英明路118之1號,1,363,苓雅分局,,,
一般建築,一般住宅,LY1894,林華里,高雄市苓雅區林華里和平二路373號,1,366,苓雅分局,,,
一般建築,四維山水大樓,LY3526,苓中里,高雄市苓雅區苓中里四維四路196號,1,366,苓雅分局,,,
一般建築,,LY3125,林泉里,高雄市苓雅區林泉里林泉街73號,1,367,苓雅分局,,,
一般建築,,LY3774,安祥里,高雄市苓雅區安祥里凱旋一路1號,2,372,苓雅分局,,,
一般建築,,LY3875,林榮里,高雄市苓雅區林榮里凱旋三路631巷2弄24號,1,376,苓雅分局,,,
一般建築,苓雅旅館,LY3238,城北里,高雄市苓雅區城北里四維四路69號,1,377,苓雅分局,,,
一般建築,建太大樓,LY1843,廣澤里,高雄市苓雅區廣澤里中山二路320號,1,378,苓雅分局,,,
一般建築,,LY2681,中正里,高雄市苓雅區中正里青年一路1之7號,1,379,苓雅分局,,,
一般建築,御宿商旅,LY3178,城東里,高雄市苓雅區城東里興中二路11號,1,379,苓雅分局,,,
一般建築,,LY2529,安祥里,高雄市苓雅區安祥里和平一路256之1號,1,381,苓雅分局,,,
一般建築,,LY4193,英明里,高雄市苓雅區英明里二聖一路16號,1,388,苓雅分局,,,
一般建築,摩登貴族大廈,LY3786,林富里,高雄市苓雅區林富里光華一路129號,1,393,苓雅分局,,,
一般建築,太極雲弧大樓,LY4012,人和里,高雄市苓雅區人和里仁義街166號,2,394,苓雅分局,,,
一般建築,尊客大樓,LY3995,林圍里,高雄市苓雅區林圍里泉州街81號,1,394,苓雅分局,,,
一般建築,,LY1882,中正里,高雄市苓雅區中正里廣州一街141之8號,1,397,苓雅分局,,,
一般建築,,LY3960,五福里,高雄市苓雅區五福里福德二路260號,1,402,苓雅分局,,,
一般建築,陽光大飯店,LY3843,城西里,高雄市苓雅區城西里興中二路69號,2,403,苓雅分局,,,
一般建築,圓夢大廈,LY4073,正言里,高雄市苓雅區正言里建民路171號,1,407,苓雅分局,,,
一般建築,巨園華廈,LY1702,林華里,高雄市苓雅區林華里三多二路249號,1,407,苓雅分局,,,
一般建築,三多貴族大廈,LY3974,普天里,高雄市苓雅區普天里三多二路348號,1,408,苓雅分局,,,
醫院照護,阮綜合醫院,LY0570,鼓中里,高雄市苓雅區鼓中里成功一路162號,1,415,苓雅分局,,,
一般建築,中正財經,LY3721,福南里,高雄市苓雅區福南里中正一路305號,2,419,苓雅分局,,,
一般建築,,LY3812,五福里,高雄市苓雅區五福里福德二路271號,1,427,苓雅分局,,,
一般建築,文化白宮大樓,LY3392,林富里,高雄市苓雅區林富里四維二路118號,1,430,苓雅分局,,,
一般建築,祥發中正360C,LY3557,林榮里,高雄市苓雅區林榮里英義街160號,1,431,苓雅分局,,,
一般建築,,LY1484,廣澤里,高雄市苓雅區廣澤里三多三路222之2號,1,431,苓雅分局,,,
一般建築,青年商務大樓,LY3813,苓洲里,高雄市苓雅區苓洲里青年二路212號,1,440,苓雅分局,,,
一般建築,,LY3859,林榮里,高雄市苓雅區林榮里英義街328號,1,450,苓雅分局,,,
一般建築,百立企業大樓,LY3899,普照里,高雄市苓雅區普照里民權一路53號,2,450,苓雅分局,,,
一般建築,,LY3861,正文里,高雄市苓雅區正文里建國一路171號,1,456,苓雅分局,,,
一般建築,御城明鴻大樓,LY3750,人和里,高雄市苓雅區人和里中華四路256號,2,458,苓雅分局,,,
一般建築,原燒燒肉(王品餐飲),LY0357,仁政里,高雄市苓雅區仁政里中山二路410號,1,460,苓雅分局,,,
一般建築,中正長春大樓,LY2814,尚義里,高雄市苓雅區尚義里中正二路101號,1,467,苓雅分局,,,
一般建築,諾貝爾名廈,LY3425,林圍里,高雄市苓雅區林圍里民權一路90之1號,2,469,苓雅分局,,,
一般建築,隆光大廈,LY1616,普天里,高雄市苓雅區普天里四維二路365號,1,469,苓雅分局,,,
一般建築,一般住宅,LY3556,林西里,高雄市苓雅區林西里五權街121號,1,470,苓雅分局,,,
一般建築,,LY3698,正大里,高雄市苓雅區正大里建民路76號,1,471,苓雅分局,,,
一般建築,,LY3736,福隆里,高雄市苓雅區福隆里漢陽街116號,1,471,苓雅分局,,,
一般建築,,LY1963,正文里,高雄市苓雅區正文里褔德二路61號,1,472,苓雅分局,,,
一般建築,一般住宅,LY3211,林西里,高雄市苓雅區林西里五權街65號,1,475,苓雅分局,,,
一般建築,私人住宅,LY3671,普天里,高雄市苓雅區普天里永富街27號,1,476,苓雅分局,,,
一般建築,,LY3284,林南里,高雄市苓雅區林南里光華一路148之38號,1,482,苓雅分局,,,
一般建築,崇偉大廈管理,LY3574,安祥里,高雄市苓雅區安祥里中正二路22號,1,485,苓雅分局,,,
一般建築,吉品大廈管理,LY1995,廣澤里,高雄市苓雅區廣澤里中山二路272號,1,488,苓雅分局,,,
一般建築,臻好如邑大樓,LY4212,正心里,高雄市苓雅區正心里正大路117號,3,490,苓雅分局,,,
一般建築,泛美企業寶座,LY3798,林貴里,高雄市苓雅區林貴里三多二路171號,2,494,苓雅分局,,,
一般建築,,LY2488,尚義里,高雄市苓雅區尚義里尚志街8號,1,498,苓雅分局,,,
一般建築,泛美企業廣場,LY3702,尚義里,高雄市苓雅區尚義里光華一路226號,2,500,苓雅分局,,,
一般建築,中山凱悅大廈,LY4003,人和里,高雄市苓雅區人和里中山二路483號,2,501,苓雅分局,,,
一般建築,翰林華夏,LY2542,林中里,高雄市苓雅區林中里和平一路131號,1,503,苓雅分局,,,
一般建築,,LY3967,民主里,高雄市苓雅區民主里憲昌路53巷1之1號,1,504,苓雅分局,,,
一般建築,,LY3894,林德里,高雄市苓雅區林德里五權街30號,1,507,苓雅分局,,,
一般建築,,LY0721,林德里,高雄市苓雅區林德里四維二路29號,1,507,苓雅分局,,,
一般建築,聲都青年大樓,LY3048,和煦里,高雄市苓雅區和煦里復興二路91號,1,509,苓雅分局,,,
一般建築,,LY3846,福西里,高雄市苓雅區福西里三多一路146號,1,515,苓雅分局,,,
一般建築,硯達實業有限公司,LY2553,晴朗里,高雄市苓雅區晴朗里永裕街29號,1,525,苓雅分局,,,
一般建築,,LY2831,林泉里,高雄市苓雅區林泉里林泉街65號,1,533,苓雅分局,,,
一般建築,中華啟通大廈,LY1793,城西里,高雄市苓雅區城西里中華四路55號,1,535,苓雅分局,,,
一般建築,五福白宮名廈,LY1666,苓洲里,高雄市苓雅區苓洲里光明街87號,1,539,苓雅分局,,,
一般建築,,LY1964,正言里,高雄市苓雅區正言里武廟路129號,1,541,苓雅分局,,,
一般建築,民權雅砌大廈,LY4001,普照里,高雄市苓雅區普照里民權一路39巷40號,1,543,苓雅分局,,,
一般建築,萬和大廈管理,LY1983,尚義里,高雄市苓雅區尚義里中正二路89號,1,546,苓雅分局,,,
一般建築,中正世家管理,LY3704,福東里,高雄市苓雅區福東里武嶺街92號,1,546,苓雅分局,,,
一般建築,,LY4063,正義里,高雄市苓雅區正義里建國一路55號,1,554,苓雅分局,,,
一般建築,,LY3907,田西里,高雄市苓雅區田西里中華四路159號,1,557,苓雅分局,,,
一般建築,,LY3976,永康里,高雄市苓雅區永康里四維一路92號,1,558,苓雅分局,,,
一般建築,,LY2417,林泉里,高雄市苓雅區林泉里四維二路96之4號,1,559,苓雅分局,,,
一般建築,,LY3629,城東里,高雄市苓雅區城東里仁義街2之4號,2,571,苓雅分局,,,
一般建築,長榮海運大樓,LY3380,苓東里,高雄市苓雅區苓東里四維四路177號,1,572,苓雅分局,,,
一般建築,,LY3891,正義里,高雄市苓雅區正義里正義路17號,1,575,苓雅分局,,,
一般建築,中正之星大廈,LY4082,正大里,高雄市苓雅區正大里中正一路230號,2,576,苓雅分局,,,
一般建築,凌雲大廈管理,LY1978,正大里,高雄市苓雅區正大里武廟路73號,1,582,苓雅分局,,,
一般建築,自由女神企業大廈,LY3788,林西里,高雄市苓雅區林西里光華一路12號,2,583,苓雅分局,,,
一般建築,,LY3658,林華里,高雄市苓雅區林華里和平二路431號,1,584,苓雅分局,,,
一般建築,,LY3878,正言里,高雄市苓雅區正言里武廟路83之1號,1,586,苓雅分局,,,
一般建築,康橋商旅,LY4148,苓昇里,高雄市苓雅區苓昇里青年二路169號,1,590,苓雅分局,,,
一般建築,君富華廈管理,LY3963,苓昇里,高雄市苓雅區苓昇里昇平街104號,1,594,苓雅分局,,,
一般建築,生活富邑管理,LY3866,林榮里,高雄市苓雅區林榮里英義街306號,1,607,苓雅分局,,,
一般建築,活動中心管委會,LY4045,田西里,高雄市苓雅區田西里青年二路101號,1,611,苓雅分局,,,
一般建築,,LY2393,林泉里,高雄市苓雅區林泉里四維二路94之1號,1,612,苓雅分局,,,
一般建築,,LY2220,林德里,高雄市苓雅區林德里五權街59號,1,612,苓雅分局,,,
一般建築,中正綠園華廈,LY3577,林華里,高雄市苓雅區林華里廣東二街83號,1,619,苓雅分局,,,
一般建築,友利園大廈,LY2001,日中里,高雄市苓雅區日中里興中一路212號,1,620,苓雅分局,,,
一般建築,愛琴海大廈管,LY3952,人和里,高雄市苓雅區人和里青年二路29號,3,623,苓雅分局,,,
一般建築,,LY2508,林南里,高雄市苓雅區林南里和平一路149之6號,2,626,苓雅分局,,,
一般建築,碧廈大樓,LY3767,苓雅里,高雄市苓雅區苓雅里四維四路172之6號,1,629,苓雅分局,,,
一般建築,,LY2794,中正里,高雄市苓雅區中正里青年一路1之5號,1,637,苓雅分局,,,
一般建築,林森市銀大樓,LY3549,華堂里,高雄市苓雅區華堂里林森二路23號,1,644,苓雅分局,,,
一般建築,尊邸管理委員,LY3871,安祥里,高雄市苓雅區安祥里中正二路56巷5號,2,650,苓雅分局,,,
一般建築,,LY2107,正大里,高雄市苓雅區正大里建國一路121之2號,1,651,苓雅分局,,,
一般建築,高昇天下管理,LY3825,苓中里,高雄市苓雅區苓中里四維四路216號,2,656,苓雅分局,,,
一般建築,文化靜園Ⅱ華廈,LY3532,普天里,高雄市苓雅區普天里福建街24號,1,663,苓雅分局,,,
一般建築,嘉年華大樓,LY3742,美田里,高雄市苓雅區美田里青年一路191號,2,669,苓雅分局,,,
醫院照護,高雄基督教醫院,LY1485,苓雅里,高雄市苓雅區苓雅里華新街86號,1,669,苓雅分局,,,
一般建築,亞歷山大企業,LY3607,正大里,高雄市苓雅區正大里中正一路284號,1,674,苓雅分局,,,
一般建築,遠見企業中心,LY3701,苓東里,高雄市苓雅區苓東里四維四路167號,2,681,苓雅分局,,,
一般建築,陽光大飯店,LY4141,城西里,高雄市苓雅區城西里中華四路71號,1,683,苓雅分局,,,
一般建築,,LY3880,永康里,高雄市苓雅區永康里四維一路57之1號,1,685,苓雅分局,,,
一般建築,,LY3858,福東里,高雄市苓雅區福東里三多一路69號,2,685,苓雅分局,,,
一般建築,玉山銀行苓雅分行,LY3881,林華里,高雄市苓雅區林華里和平二路305號,1,704,苓雅分局,,,
一般建築,宏碁財經廣場,LY3842,正大里,高雄市苓雅區正大里建國一路109號,1,707,苓雅分局,,,
一般建築,新四維大樓,LY4094,普天里,高雄市苓雅區普天里四維二路329號,1,709,苓雅分局,,,
一般建築,蘇黎世大廈管,LY4120,田西里,高雄市苓雅區田西里自強三路177號,1,710,苓雅分局,,,
商場,台灣菸酒公司,LY3330,仁政里,高雄市苓雅區仁政里文橫二路113號,1,718,苓雅分局,,,
一般建築,世貿中心大樓,LY3708,苓洲里,高雄市苓雅區苓洲里青年二路210號,2,726,苓雅分局,,,
宗教設施,台灣天主教會,LY2168,博仁里,高雄市苓雅區博仁里五福三路149之1號,1,728,苓雅分局,,,
一般建築,長谷大樓管理,LY3502,仁政里,高雄市苓雅區仁政里中山二路412號,2,731,苓雅分局,,,檔案容量與照片不符
一般建築,啟安你和我大廈,LY4011,普照里,高雄市苓雅區普照里復興二路22號,1,732,苓雅分局,,,
一般建築,中正生活館管,LY4060,正大里,高雄市苓雅區正大里中正一路188號,2,746,苓雅分局,,,
學校,四維國民小學,LY3808,林富里,高雄市苓雅區林富里青年一路103號,1,746,苓雅分局,,,
一般建築,復興帝苑大廈,LY3809,普照里,高雄市苓雅區普照里復興二路9號,2,747,苓雅分局,,,
