電腦編號,村里別,地址,緯度,經度,避難樓層,容量,轄管分局,備註,placemark_address
SMA07049,國盛里,花蓮市國盛里25鄰國民九街94號,23.994817,121.607664,B1,877.0,花蓮分局,,花蓮市國盛里25鄰國民九街94號
SMA07050,國聯里,花蓮市國聯里25鄰國聯四路32號,23.991895,121.604088,B1,339.0,花蓮分局,,花蓮市國聯里25鄰國聯四路32號
SMA07051,國聯里,花蓮市國聯里20鄰國聯五路23號,23.989495,121.605656,B1,26.0,花蓮分局,,花蓮市國聯里20鄰國聯五路23號
SMA07052,國聯里,花蓮市國聯里20鄰國聯五路45號,23.989972,121.605569,B1,27.0,花蓮分局,,花蓮市國聯里20鄰國聯五路45號
SMA07053,國聯里,花蓮市國聯里20鄰國聯五路51號(共5樓),23.990102,121.605532,B1,76.0,花蓮分局,
SMA02001,國富里,花蓮縣花蓮市國富里富國路20號,23.991367,121.596226,B1,364.0,花蓮分局,,花蓮縣花蓮市國富里富國路20號
SMA02002,國富里,花蓮縣花蓮市國富里國富17街10號,23.990267,121.593861,B1,600.0,花蓮分局,,花蓮縣花蓮市國富里國富17街10號
SMA02003,國富里,花蓮縣花蓮市國富里富祥街70號,23.992784,121.593099,B1,133.0,花蓮分局,,花蓮縣花蓮市國富里富祥街70號
SMA02004,國富里,花蓮縣花蓮市國富里中央路三段730號,23.991491,121.590858,B1,1149.0,花蓮分局,,花蓮縣花蓮市國富里中央路三段730號
SMA02005,國富里,花蓮縣花蓮市國富里中山路903號,23.995007,121.594718,B1,835.0,花蓮分局,,花蓮縣花蓮市國富里中山路903號
SMA02006,國裕里,花蓮縣花蓮市國裕里富安路147號,23.996302,121.600004,B1,1411.0,花蓮分局,,花蓮縣花蓮市國裕里富安路147號
SMA02007,國裕里,花蓮縣花蓮市國裕里富安路199號,23.998132,121.600792,B1,577.0,花蓮分局,,花蓮縣花蓮市國裕里富安路199號
SMA02008,國慶里,花蓮縣花蓮市國慶里中央路3段705號,23.995177,121.592641,B1、B2,3900.0,花蓮分局,,花蓮縣花蓮市國慶里中央路3段705號
SMA02009,國慶里,花蓮縣花蓮市國慶里中山路一段200號,24.000409,121.591556,B1,2153.0,花蓮分局,,花蓮縣花蓮市國慶里中山路一段200號
SMA02010,國慶里,花蓮縣花蓮市國慶里中央路3段703號,23.994653,121.591407,B1、B2,3900.0,花蓮分局,,花蓮縣花蓮市國慶里中央路3段703號
SMA02011,國慶里,花蓮縣花蓮市國慶里中央路3段701號,23.992429,121.589394,B1,3900.0,花蓮分局,,花蓮縣花蓮市國慶里中央路3段701號
SMA02012,國福里,花蓮縣花蓮市國福里福光街277巷1號,24.009091,121.580299,B1,133.0,花蓮分局,,花蓮縣花蓮市國福里福光街277巷1號
SMA02013,國裕里,花蓮縣花蓮市國裕里裕祥路89號,23.997926,121.599062,B1,5725.0,花蓮分局,,花蓮縣花蓮市國裕里裕祥路89號
SMA02014,國裕里,花蓮縣花蓮市國裕里富裕七街19號,23.994976,121.598772,B1,85.0,花蓮分局,,花蓮縣花蓮市國裕里富裕七街19號
SMA02015,國裕里,花蓮縣花蓮市國裕里富裕七街21號,23.99499,121.598741,B1,85.0,花蓮分局,,花蓮縣花蓮市國裕里富裕七街21號
SMA02016,國裕里,花蓮縣花蓮市國裕里中央路四段272號,23.999438,121.597669,B1,405.0,花蓮分局,,花蓮縣花蓮市國裕里中央路四段272號
SMA02017,國裕里,花蓮縣花蓮市國裕里富裕八街1號,23.995871,121.599031,B1、B2,445.0,花蓮分局,,花蓮縣花蓮市國裕里富裕八街1號
SMA02018,國富里,花蓮縣花蓮市國富里富祥街109號,23.992716,121.593352,B1,267.0,花蓮分局,,花蓮縣花蓮市國富里富祥街109號
SMA02019,國裕里,花蓮縣花蓮市國裕里11鄰富吉路31號,23.994489,121.598159,B1,451.0,花蓮分局,,花蓮縣花蓮市國裕里11鄰富吉路31號
SMA02020,國裕里,花蓮縣花蓮市國裕里富裕三街48號,23.99408,121.598119,B1,207.0,花蓮分局,,花蓮縣花蓮市國裕里富裕三街48號
SMA02021,國富里,花蓮市國富里14鄰富國路133號,23.989944,121.594672,B1,566.0,花蓮分局,,花蓮市國富里14鄰富國路133號
SMA02022,國富里,花蓮市國富里13鄰莊敬路158之1號(共7樓),23.989004,121.5946,B1,412.0,花蓮分局,
SMA02023,國富里,花蓮巿國富里21鄰莊敬路186之1號,23.989761,121.593821,B1,79.0,花蓮分局,,花蓮巿國富里21鄰莊敬路186之1號
SMA02024,國富里,花蓮市國富里21鄰莊敬路190之1號,23.989864,121.59374,B1,140.0,花蓮分局,,花蓮市國富里21鄰莊敬路190之1號
SMA02025,國富里,花蓮巿國富里39鄰富祥街36號,23.993493,121.593746,B1,580.0,花蓮分局,,花蓮巿國富里39鄰富祥街36號
SMA02026,國裕里,花蓮巿國裕里3鄰富吉路97號(與富強路22號同建築物),23.995252,121.596383,B1,239.0,花蓮分局,,花蓮巿國裕里3鄰富吉路97號(與富強路22號同建築物)
SMA02027,國裕里,花蓮市國裕里10鄰富安路79號(富吉路1號進出大門),23.994192,121.598902,B1,47.0,花蓮分局,
SMA02028,國裕里,花蓮巿國裕里13鄰富安路90號,23.994972,121.59956,B1,146.0,花蓮分局,,花蓮巿國裕里13鄰富安路90號
SMA02029,國富里,花蓮市國富里44鄰富國路6號(共7樓),23.991862,121.597115,B1,215.0,花蓮分局,
SMA02030,國富里,花蓮市國富里44鄰富國路12號,23.99152,121.596652,B1,214.0,花蓮分局,,花蓮市國富里44鄰富國路12號
SMA02031,國裕里,花蓮巿國裕里6鄰富強路48之10號,23.996044,121.596694,B1,514.0,花蓮分局,,花蓮巿國裕里6鄰富強路48之10號
SMA02032,國裕里,花蓮巿國裕里33鄰富強路238號,23.999068,121.599174,B1,549.0,花蓮分局,,花蓮巿國裕里33鄰富強路238號
SMA02033,國裕里,花蓮市國裕里15鄰富裕七街16號(共8樓),23.995183,121.598946,B1,849.0,花蓮分局,
SMA02034,國裕里,花蓮巿國裕里9鄰富裕五街22號(共6樓),23.993939,121.597787,B1,123.0,花蓮分局,
SMA02035,國富里,花蓮市國富里30鄰國富十街191之1號,23.993289,121.594731,B1,369.0,花蓮分局,,花蓮市國富里30鄰國富十街191之1號
SMA02036,國富里,花蓮巿國富里42鄰國富二十一街12號(共7樓),23.993388,121.595839,B1,1603.0,花蓮分局,
SMA02037,國裕里,花蓮市國裕里1鄰中山路560號,23.992075,121.597852,B1,13.0,花蓮分局,,花蓮市國裕里1鄰中山路560號
SMA02038,國慶里,花蓮市國慶里11鄰中山路一段3巷11號(慈濟醫院後門員工宿舍大樓),23.996414,121.592673,B1,790.0,花蓮分局,,花蓮市國慶里11鄰中山路一段3巷11號(慈濟醫院後門員工宿舍大樓)
SMA02039,國慶里,花蓮市國慶里13鄰中山路一段3巷172之16號(同心圓大樓停車場),23.996528,121.590198,B1,5395.0,花蓮分局,
SMA08001,民意里,花蓮縣花蓮市民意里府前路27號,23.998718,121.619921,B1,156.0,花蓮分局,,花蓮縣花蓮市民意里府前路27號
SMA08002,民意里,花蓮縣花蓮市民意里府前路27號,23.998718,121.619921,B1,223.0,花蓮分局,,花蓮縣花蓮市民意里府前路27號
SMA08003,民意里,花蓮縣花蓮市民意里府前路27號,23.998718,121.619921,B1,221.0,花蓮分局,,花蓮縣花蓮市民意里府前路27號
SMA08004,民意里,花蓮縣花蓮市民意里府前路27號,23.998718,121.619921,B1,65.0,花蓮分局,,花蓮縣花蓮市民意里府前路27號
SMA08005,民意里,花蓮縣花蓮市民意里府前路27號,23.998718,121.619921,B1,232.0,花蓮分局,,花蓮縣花蓮市民意里府前路27號
SMA08006,民意里,花蓮縣花蓮市民意里府前路27號,23.998718,121.619921,B1,225.0,花蓮分局,,花蓮縣花蓮市民意里府前路27號
SMA08007,民意里,花蓮縣花蓮市民意里府前路29號,24.001747,121.618163,B1,252.0,花蓮分局,,花蓮縣花蓮市民意里府前路29號
SMA08008,民心里,花蓮縣花蓮市民心里華西路123號,24.010019,121.617714,B1,1097.0,花蓮分局,,花蓮縣花蓮市民心里華西路123號
SMA08009,民心里,花蓮縣花蓮市民心里華西路123號,24.010019,121.617714,B1,91.0,花蓮分局,,花蓮縣花蓮市民心里華西路123號
SMA08010,民心里,花蓮縣花蓮市民心里府前路682號,24.006713,121.619302,B1,31.0,花蓮分局,,花蓮縣花蓮市民心里府前路682號
SMA08011,民享里,花蓮縣花蓮市民享里林園1之1號,24.000171,121.627968,B1、B2,3922.0,花蓮分局,,花蓮縣花蓮市民享里林園1之1號
SMA08012,民孝里,花蓮縣花蓮市民孝里化道路40巷1號,23.997831,121.627705,B1,454.0,花蓮分局,,花蓮縣花蓮市民孝里化道路40巷1號
SMA08013,民孝里,花蓮縣花蓮市民孝里東興一街79巷18-22號,24.003056,121.630917,B1,4788.0,花蓮分局,,花蓮縣花蓮市民孝里東興一街79巷18-22號
SMA08014,民享里,花蓮縣花蓮市民享里北興路460號,24.007579,121.624553,B1,2764.0,花蓮分局,,花蓮縣花蓮市民享里北興路460號
SMA08015,民孝里,花蓮縣花蓮市民孝里東興二街147~153號,24.003733,121.629829,B1,4788.0,花蓮分局,,花蓮縣花蓮市民孝里東興二街147~153號
SMA08016,民意里,花蓮縣花蓮市府前路95號,24.006065,121.618101,B1,1409.0,花蓮分局,,花蓮縣花蓮市府前路95號
SMA08017,民享里,"花蓮市民享里6鄰球崙一路207號  (共14樓)",24.003056,121.623205,B1,917.0,花蓮分局,
SMA08018,民孝里,"花蓮市民孝里9鄰束興二街33號  (共11樓)",23.999789,121.629769,B1,2022.0,花蓮分局,
SMA08019,民心里,花蓮市民心里3鄰美工九街9號,24.012094,121.621356,B1,753.0,花蓮分局,,花蓮市民心里3鄰美工九街9號
SMA08020,民意里,花蓮市民意里44鄰府前路482之3號(共5樓),24.00006,121.62105,B1,110.0,花蓮分局,
SMA08021,民享里,"花蓮市民享里14鄰華廈街16號  (共7樓)",24.005049,121.619817,B1,601.0,花蓮分局,
SMA08022,民享里,花蓮市民享里15鄰華廈街32號,24.005199,121.620318,B1,108.0,花蓮分局,,花蓮市民享里15鄰華廈街32號
SMA08023,民享里,"花蓮市民享里14鄰華興街98之1號  (共7樓)",24.004704,121.619682,B1,494.0,花蓮分局,
SMA09001,民德里,花蓮縣花蓮市民德里民權路6-1號,23.983433,121.623188,B1,3342.0,花蓮分局,,花蓮縣花蓮市民德里民權路6-1號
SMA09002,民立里,花蓮縣花蓮市民立里民權路44號,23.988257,121.626626,B1,765.0,花蓮分局,,花蓮縣花蓮市民立里民權路44號
SMA09003,民立里,花蓮縣花蓮市民立里海岸路11號,23.987862,121.628092,B1,873.0,花蓮分局,,花蓮縣花蓮市民立里海岸路11號
SMA09004,民立里,花蓮縣花蓮市民立里民權路42號,23.986913,121.625245,B1,173.0,花蓮分局,,花蓮縣花蓮市民立里民權路42號
SMA09005,民立里,花蓮縣花蓮市民立里民權路42號,23.986913,121.625245,B1,173.0,花蓮分局,,花蓮縣花蓮市民立里民權路42號
SMA09006,民立里,花蓮縣花蓮市民立里民權路123號,23.989015,121.626425,B1,94.0,花蓮分局,,花蓮縣花蓮市民立里民權路123號
SMA09007,民立里,花蓮縣花蓮市民立里民權路125號,23.989514,121.626879,B1,173.0,花蓮分局,,花蓮縣花蓮市民立里民權路125號
SMA09008,民立里,花蓮市民立里文復路6號地下1層,23.990155,121.628926,B1,368.0,花蓮分局,
SMA09009,民立里,花蓮縣花蓮市民立里中美路142號,23.987096,121.622471,B1,1203.0,花蓮分局,,花蓮縣花蓮市民立里中美路142號
SMA09010,民運里,花蓮縣花蓮市民運里民生路51號,23.995536,121.633223,B1,1938.0,花蓮分局,,花蓮縣花蓮市民運里民生路51號
SMA09011,民政里,花蓮縣花蓮市民政里永興路20號,23.992815,121.625536,B1,250.0,花蓮分局,,花蓮縣花蓮市民政里永興路20號
SMA09012,民政里,花蓮縣花蓮市民政里中美路115號,23.992815,121.626714,B1,563.0,花蓮分局,,花蓮縣花蓮市民政里中美路115號
SMA09013,民政里,花蓮縣花蓮市民政里永興路6-1號,23.992083,121.626121,B1,999.0,花蓮分局,,花蓮縣花蓮市民政里永興路6-1號
SMA09014,民勤里,花蓮縣花蓮市民勤里府前路17號,23.991426,121.619512,B1,257.0,花蓮分局,,花蓮縣花蓮市民勤里府前路17號
SMA09015,民勤里,花蓮縣花蓮市民勤里府前路17號,23.991426,121.619512,B1,257.0,花蓮分局,,花蓮縣花蓮市民勤里府前路17號
SMA09016,民勤里,花蓮縣花蓮市民勤里府前路17號,23.991426,121.619512,B1,257.0,花蓮分局,,花蓮縣花蓮市民勤里府前路17號
SMA09017,民勤里,花蓮縣花蓮市民勤里府前路21號,23.993198,121.620169,B1,333.0,花蓮分局,,花蓮縣花蓮市民勤里府前路21號
SMA09018,民勤里,花蓮縣花蓮市民勤里府前路23號,23.994084,121.620954,B1,220.0,花蓮分局,,花蓮縣花蓮市民勤里府前路23號
SMA09019,民勤里,花蓮縣花蓮市民勤里永興路21號,23.992156,121.624797,B1,135.0,花蓮分局,,花蓮縣花蓮市民勤里永興路21號
SMA09020,民勤里,花蓮縣花蓮市民勤里中美三街50-72號,23.988154,121.622367,B1,1720.0,花蓮分局,,花蓮縣花蓮市民勤里中美三街50-72號
SMA09021,民勤里,花蓮縣花蓮市民勤里府前路15號,23.989529,121.619474,B1,944.0,花蓮分局,,花蓮縣花蓮市民勤里府前路15號
SMA09022,民勤里,花蓮縣花蓮市民勤里府前路15號,23.989529,121.619474,B1,1362.0,花蓮分局,,花蓮縣花蓮市民勤里府前路15號
SMA09023,民政里,花蓮縣花蓮市民政里府前路296巷15號,23.995581,121.62253,B1,379.0,花蓮分局,,花蓮縣花蓮市民政里府前路296巷15號
SMA09024,民政里,花蓮縣花蓮市民政里中興路231號,23.997214,121.623333,B1,691.0,花蓮分局,,花蓮縣花蓮市民政里中興路231號
SMA09025,民政里,花蓮縣花蓮市民政里中美十一街9號,23.995488,121.622899,B1,2084.0,花蓮分局,,花蓮縣花蓮市民政里中美十一街9號
SMA09026,民勤里,花蓮縣花蓮市民勤里中美三街19號,23.990942,121.6231,B1,162.0,花蓮分局,,花蓮縣花蓮市民勤里中美三街19號
SMA09027,民勤里,花蓮縣花蓮市民勤里中美路93巷12號,23.990362,121.624387,B1,3053.0,花蓮分局,,花蓮縣花蓮市民勤里中美路93巷12號
SMA09028,民勤里,花蓮縣花蓮市民勤里中美三街19號,23.990942,121.6231,B1,97.0,花蓮分局,,花蓮縣花蓮市民勤里中美三街19號
SMA09029,民立里,花蓮縣花蓮市民力里中美路206號,23.99377,121.628128,B1、B2,661.0,花蓮分局,,花蓮縣花蓮市民力里中美路206號
SMA09030,民立里,花蓮縣花蓮市民力里中興路81號,23.993148,121.629183,B1,254.0,花蓮分局,,花蓮縣花蓮市民力里中興路81號
SMA09031,民運里,花蓮縣花蓮市民運里民生路31-1號,23.994423,121.633379,B1,252.0,花蓮分局,,花蓮縣花蓮市民運里民生路31-1號
SMA09032,民德里,花蓮縣花蓮市民德里民權路1號,23.981449,121.619519,B1、B2,687.0,花蓮分局,,花蓮縣花蓮市民德里民權路1號
SMA09033,民政里,花蓮縣花蓮市順興路87號,23.994032,121.625681,B1,229.0,花蓮分局,,花蓮縣花蓮市順興路87號
SMA09034,民政里,花蓮縣花蓮市永興路6號之1,23.992083,121.626121,B1,455.0,花蓮分局,,花蓮縣花蓮市永興路6號之1
SMA09035,民運里,花蓮市民運里35鄰忠義一街58號,23.995777,121.632716,B1,153.0,花蓮分局,,花蓮市民運里35鄰忠義一街58號
SMA09036,民勤里,花蓮市民勤里16鄰府前路156號,23.990705,121.621827,B1,207.0,花蓮分局,,花蓮市民勤里16鄰府前路156號
SMA09037,民勤里,花蓮市民勤里府前路21-1號,23.993233,121.619493,B1、B2,684.0,花蓮分局,,花蓮市民勤里府前路21-1號
SMA09038,民勤里,花蓮市民勤里府前路21-1號,23.993233,121.619493,B1、B2,1027.0,花蓮分局,,花蓮市民勤里府前路21-1號
SMA09039,民立里,花蓮市民立里8鄰中美一街18號,23.99249,121.6289,B1,202.0,花蓮分局,,花蓮市民立里8鄰中美一街18號
SMA09040,民立里,花蓮市民立里8鄰中美一街31號,23.993074,121.629114,B1,159.0,花蓮分局,,花蓮市民立里8鄰中美一街31號
SMA09041,民運里,花蓮市中美一街88號,23.995059,121.631056,B1,456.0,花蓮分局,,花蓮市中美一街88號
SMA09042,民勤里,花蓮市中美三街86之1號,23.990198,121.624013,B1,3053.0,花蓮分局,,花蓮市中美三街86之1號
SMA09043,民勤里,花蓮市中美十三街56號,23.99822,121.623858,B1,289.0,花蓮分局,,花蓮市中美十三街56號
SMA09044,民政里,花蓮市中美路67號,23.986995,121.62184,B1,128.0,花蓮分局,,花蓮市中美路67號
SMA09045,民勤里,花蓮市中美路99之1號,23.991014,121.62536,B1,215.0,花蓮分局,,花蓮市中美路99之1號
SMA09046,民立里,花蓮市中美路146號,23.987517,121.622793,B1,2431.0,花蓮分局,,花蓮市中美路146號
SMA09047,民立里,花蓮市中美路170號,23.990957,121.625716,B1,580.0,花蓮分局,,花蓮市中美路170號
SMA09048,民運里,花蓮市中興路6號,23.992723,121.633495,B1,227.0,花蓮分局,,花蓮市中興路6號
SMA09049,民樂里,花蓮市中興路13號,23.992362,121.633011,B1,815.0,花蓮分局,,花蓮市中興路13號
SMA09050,民運里,花蓮市中興路32號,23.992605,121.632298,B1,331.0,花蓮分局,,花蓮市中興路32號
SMA09051,民立里,花蓮市中興路43巷6號,23.991555,121.630056,B1,358.0,花蓮分局,,花蓮市中興路43巷6號
SMA09052,民政里,花蓮市中興路260號,23.997686,121.62282,B1,51.0,花蓮分局,,花蓮市中興路260號
SMA09053,民政里,花蓮市化道路55之8號,23.998847,121.624081,B1,125.0,花蓮分局,,花蓮市化道路55之8號
SMA09054,民運里,花蓮市民享三街2號1樓,23.994007,121.633398,B1,98.0,花蓮分局,,花蓮市民享三街2號1樓
SMA09055,民運里,花蓮市民享三街46號,23.993853,121.631986,B1,347.0,花蓮分局,,花蓮市民享三街46號
SMA09056,民運里,花蓮市民族路52號,23.995927,121.630937,B1,618.0,花蓮分局,,花蓮市民族路52號
SMA09057,民德里,花蓮市民德一街31之1、31之2號等24戶,23.984667,121.620984,B1,275.0,花蓮分局,
SMA09058,民德里,花蓮市民德一街51號,23.985825,121.62197,B1,1204.0,花蓮分局,,花蓮市民德一街51號
SMA09059,民德里,花蓮市民德一街126號,23.985938,121.622399,B1,74.0,花蓮分局,
SMA09060,民德里,花蓮市民德四街9號,23.984332,121.621551,B1,331.0,花蓮分局,,花蓮市民德四街9號
SMA09061,民德里,花蓮市民德四街59之10號,23.985641,121.622788,B1,65.0,花蓮分局,,花蓮市民德四街59之10號
SMA09062,民立里,花蓮市民權八街1號,23.987515,121.627272,B1,1150.0,花蓮分局,,花蓮市民權八街1號
SMA09063,民德里,花蓮市民權路7號,23.981904,121.6205,B1,87.0,花蓮分局,,花蓮市民權路7號
SMA09064,民德里,花蓮市民權路9巷2弄13之1號,23.982609,121.620848,B1,61.0,花蓮分局,,花蓮市民權路9巷2弄13之1號
SMA09065,民德里,花蓮市民權路37之1號,23.983771,121.621869,B1,127.0,花蓮分局,,花蓮市民權路37之1號
SMA09066,民立里,花蓮市民權路109之2號,23.988161,121.625716,B1,74.0,花蓮分局,,花蓮市民權路109之2號
SMA09067,民運里,花蓮市民權路158號,23.994489,121.631722,B1,185.0,花蓮分局,,花蓮市民權路158號
SMA09068,民勤里,花蓮市府前路104號,23.989197,121.621613,B1,314.0,花蓮分局,,花蓮市府前路104號
SMA09069,民勤里,花蓮市府前路186號,23.991492,121.621959,B1,149.0,花蓮分局,,花蓮市府前路186號
SMA09070,民勤里,花蓮市府前路226號,23.992699,121.622376,B1,353.0,花蓮分局,,花蓮市府前路226號
,,,,,,,,
SMA09072,民立里,花蓮市順興路12之1號,23.992403,121.628432,B1,761.0,花蓮分局,,花蓮市順興路12之1號
SMA09073,民立里,花蓮市順興路12之2號,23.992198,121.628646,B1,212.0,花蓮分局,,花蓮市順興路12之2號
SMA09074,民立里,花蓮縣花蓮市民立里9鄰中興路43巷1號,23.992034,121.630489,B1,189.0,花蓮分局,,花蓮縣花蓮市民立里9鄰中興路43巷1號
