電腦編號,村里別,地址,緯經度,地下樓層數,可容納人數,轄管分局,備註
WMA00104,民安里,臺北市中山區中山北路一段90、92號,"25.051983,121.522271",1,453.0,中山分局,
WMA00121,民安里,臺北市中山區中山北路一段126巷10號,"25.050958,121.521598",1,49.0,中山分局,
WMA00130,民安里,臺北市中山區中山北路一段126巷14、14之1號,"25.051055,121.521283",1,194.0,中山分局,
WMA00131,民安里,臺北市中山區中山北路一段126巷16號,"25.050968,121.521268",1,178.0,中山分局,
WMA01629,民安里,臺北市中山區長安西路19巷2弄5號,"25.050699,121.520382",1,100.0,中山分局,
WMA01633,民安里,臺北市中山區長安西路19巷2弄7號,"25.050819,121.520396",1,66.0,中山分局,
WMA01634,民安里,臺北市中山區長安西路10-20號,"25.049862,121.521083",3,1260.0,中山分局,
WMA01635,民安里,臺北市中山區長安西路19巷2弄9號,"25.050917,121.520481",1,60.0,中山分局,
WMA03021,民安里,臺北市中山區長安西路6、6之1號,"25.050065,121.520214",1,228.0,中山分局,
WMA03064,民安里,臺北市中山區中山北路一段126巷15號,"25.051055,121.521367",1,409.0,中山分局,
WMA00100,民安里,臺北市中山區中山北路一段142號,"25.0515,121.52213",1,186.0,中山分局,
WMA00132,民安里,臺北市中山區南京西路12巷12號，10弄4-8號,"25.051262,121.521333",1,80.0,中山分局,
WMA00136,民安里,臺北市中山區中山北路一段140巷11號,"25.051515,121.521589",1,96.0,中山分局,
WMA00137,民安里,臺北市中山區中山北路一段140巷13號,"25.051515,121.521545",1,149.0,中山分局,
WMA00138,民安里,臺北市中山區中山北路一段140巷18之1號,"25.051542,121.521122",1,94.0,中山分局,
WMA00139,民安里,臺北市中山區中山北路一段140巷2號,"25.051438,121.521856",1,24.0,中山分局,
WMA00140,民安里,臺北市中山區中山北路一段140巷2之4號,"25.051438,121.521742",1,48.0,中山分局,
WMA00144,民安里,臺北市中山區中山北路一段140巷8、10號,"25.051451,121.520449",1,40.0,中山分局,
WMA01797,民安里,臺北市中山區南京西路10號,"25.052271,121.521541",1,260.0,中山分局,
WMA01798,民安里,臺北市中山區南京西路12號,"25.052326,121.521244",1,1858.0,中山分局,
WMA01800,民安里,臺北市中山區南京西路14號,"25.052433,121.520664",2,3617.0,中山分局,
WMA01801,民安里,臺北市中山區南京西路2號,"25.052143,121.522205",1,380.0,中山分局,
WMA01804,民安里,臺北市中山區南京西路6號,"25.052067,121.521849",1,509.0,中山分局,
WMA01805,民安里,臺北市中山區南京西路12巷1-7號,"25.052035,121.521482",1,501.0,中山分局,
WMA01806,民安里,臺北市中山區南京西路12巷13弄9號,"25.051715,121.521896",1,601.0,中山分局,
WMA03349,民安里,臺北市中山區中山北路一段152號,"25.051983,121.522271",1,550.0,中山分局,
WMA00188,民安里,臺北市中山區中山北路二段2號,"25.052582,121.522369",2、3,893.0,中山分局,
WMA00259,民安里,臺北市中山區中山北路二段16巷1號-1之2號,"25.053118,121.521964",1、2,988.0,中山分局,
WMA00261,民安里,臺北市中山區中山北路二段16巷11號,"25.053169,121.521473",1,233.0,中山分局,
WMA00262,民安里,臺北市中山區中山北路二段16巷12、12之1號,"25.053008,121.521331",1,454.0,中山分局,
WMA00263,民安里,臺北市中山區中山北路二段16巷23、23之1號,"25.053008,121.521331",1,326.0,中山分局,
WMA00264,民安里,臺北市中山區中山北路二段16巷26號,"25.053008,121.521331",1,362.0,中山分局,
WMA00271,民安里,臺北市中山區中山北路二段20巷11號,"25.053647,121.521174",1,186.0,中山分局,
WMA00272,民安里,臺北市中山區中山北路二段20巷15-19號,"25.05365,121.521105",1,448.0,中山分局,
WMA00273,民安里,臺北市中山區中山北路二段20巷21、23號,"25.053507,121.520979",1,122.0,中山分局,
WMA00274,民安里,臺北市中山區中山北路二段20巷22、24號,"25.053507,121.520979",1,298.0,中山分局,
WMA00275,民安里,臺北市中山區中山北路二段20巷25、27號,"25.053507,121.520979",1,92.0,中山分局,
WMA00276,民安里,臺北市中山區中山北路二段20巷7、7之1號,"25.053504,121.52103",1,356.0,中山分局,
WMA00277,民安里,臺北市中山區中山北路二段20巷8號,"25.053453,121.521576",1,221.0,中山分局,
WMA00278,民安里,臺北市中山區中山北路二段20巷9號,"25.053643,121.521289",1,160.0,中山分局,
WMA01796,民安里,臺北市中山區南京西路1號,"25.052471,121.522085",3,625.0,中山分局,
WMA01799,民安里,臺北市中山區南京西路13號,"25.052668,121.521018",1,134.0,中山分局,
WMA01802,民安里,臺北市中山區南京西路3號,"25.052579,121.521562",2,336.0,中山分局,
WMA01803,民安里,臺北市中山區南京西路5之1號,"25.052603,121.521373",1,482.0,中山分局,
WMA03092,民安里,臺北市中山區南京西路15號,"25.052744,121.520942",3,2586.0,中山分局,
WMA03351,民安里,臺北市中山區中山北路二段16巷2號,"25.052997,121.522064",2,902.0,中山分局,
WMA03432,民安里,臺北市中山區中山北路二段16巷25號,"25.053211,121.520696",1、2,197.0,中山分局,
WMA03702,民安里,臺北市中山區中山北路二段16巷13號,"25.053184,121.521341",1,146.0,中山分局,
WMA00279,民安里,臺北市中山區中山北路二段26巷1號,"25.05401,121.52221",1,137.0,中山分局,
WMA00280,民安里,臺北市中山區中山北路二段26巷10號,"25.053932,121.521832",1,201.0,中山分局,
WMA00281,民安里,臺北市中山區中山北路二段26巷14、16號,"25.053903,121.52112",1,62.0,中山分局,
WMA00282,民安里,臺北市中山區中山北路二段26巷2、6號,"25.053903,121.52112",1,438.0,中山分局,
WMA00283,民安里,臺北市中山區中山北路二段26巷22號,"25.053901,121.521208",1,117.0,中山分局,
WMA00284,民安里,臺北市中山區中山北路二段26巷23號,"25.053982,121.521069",1,82.0,中山分局,
WMA00285,民安里,臺北市中山區中山北路二段26巷28、30號,"25.053903,121.52112",1,54.0,中山分局,
WMA00291,民安里,臺北市中山區中山北路二段36巷13號,"25.054352,121.521838",1,64.0,中山分局,
WMA00292,民安里,臺北市中山區中山北路二段36巷17號,"25.054357,121.521731",1,28.0,中山分局,
WMA00293,民安里,臺北市中山區中山北路二段36巷19-23號,"25.0544,121.521562",1,513.0,中山分局,
WMA00294,民安里,臺北市中山區中山北路二段36巷24號,"25.054196,121.521198",1,49.0,中山分局,
WMA00295,民安里,臺北市中山區中山北路二段36巷25號,"25.054341,121.521252",1,102.0,中山分局,
WMA00296,民安里,臺北市中山區中山北路二段36巷27號,"25.054342,121.521188",1,61.0,中山分局,
WMA00296,民安里,臺北市中山區中山北路二段36巷29號,"25.054345,121.521097",1,61.0,中山分局,
WMA00297,民安里,臺北市中山區中山北路二段36巷28號,"25.054217,121.521103",1,64.0,中山分局,
WMA00298,民安里,臺北市中山區中山北路二段36巷30號,"25.054244,121.520954",1,148.0,中山分局,
WMA00299,民安里,臺北市中山區中山北路二段36巷34-36之1號,"25.054257,121.520726",1,201.0,中山分局,
WMA00300,民安里,臺北市中山區中山北路二段36巷37號,"25.054359,121.520707",1,137.0,中山分局,
WMA00301,民安里,臺北市中山區中山北路二段36巷8號,"25.054271,121.522054",1,101.0,中山分局,
WMA00309,民安里,臺北市中山區中山北路二段42巷6、8號,"25.054627,121.520698",1,217.0,中山分局,
WMA00309,民安里,臺北市中山區中山北路二段42巷16號,"25.054592,121.52184",2,204.0,中山分局,
WMA01807,民安里,臺北市中山區南京西路23巷5之3、5之4號,"25.053484,121.520668",1,68.0,中山分局,
WMA03081,民安里,臺北市中山區中山北路二段26巷3號,"25.05401,121.522175",1,114.0,中山分局,
WMA03231,民安里,臺北市中山區中山北路二段36巷32號,"25.054252,121.52086",1,102.0,中山分局,
WMA00200,民安里,臺北市中山區中山北路二段46號,"25.055548,121.522523",1,1906.0,中山分局,
WMA00202,民安里,臺北市中山區中山北路二段50號,"25.055903,121.522067",1,3658.0,中山分局,
WMA00204,民安里,臺北市中山區中山北路二段52-54號,"25.056339,121.522553",2,676.0,中山分局,
WMA00207,民安里,臺北市中山區中山北路二段60號,"25.056571,121.522561",2,589.0,中山分局,
WMA00332,民安里,臺北市中山區中山北路二段62巷20-22號,"25.056625,121.521604",1,290.0,中山分局,
WMA00333,民安里,臺北市中山區中山北路二段62巷21號,"25.056768,121.521463",1,209.0,中山分局,
WMA03206,民安里,臺北市中山區中山北路二段62巷10號,"25.05663,121.521981",1,102.0,中山分局,
WMA03221,民安里,臺北市中山區中山北路二段66-68號,"25.056757,121.522585",2,721.0,中山分局,
WMA03301,民安里,臺北市中山區中山北路二段44號,"25.055199,121.522507",4,3526.0,中山分局,
WMA03459,民安里,臺北市中山區中山北路二段62巷3號,"25.056757,121.522322",1,153.0,中山分局,
WMA03457,民安里,臺北市中山區中山北路二段62巷8號,"25.05663,121.522065",1、2,152.0,中山分局,
WMA03543,民安里,臺北市中山區中山北路二段62巷9號,"25.056747,121.522034",1,138.0,中山分局,
WMA03548,民安里,臺北市中山區中山北路二段44巷25、27、29號,"25.055385,121.520803",3,1094.0,中山分局,
WMA03684,民安里,臺北市中山區中山北路二段42號,"25.05481,121.522414",1,2542.0,中山分局,
WMA03685,民安里,臺北市中山區中山北路二段62巷7號,"25.05675,121.52211",1,176.0,中山分局,
WMA03839,民安里,臺北市中山區中山北路二段50巷39號,"25.056301,121.520945",1,132.0,中山分局,
WMA00346,民安里,臺北市中山區中山北路二段72巷24號,"25.057001,121.521385",1,44.0,中山分局,
WMA00362,民安里,臺北市中山區中山北路二段84巷1號,"25.057559,121.522435",1,170.0,中山分局,
WMA00363,民安里,臺北市中山區中山北路二段84巷10號,"25.057414,121.522233",1,84.0,中山分局,
WMA00364,民安里,臺北市中山區中山北路二段84巷17-21號,"25.057523,121.522092",1,49.0,中山分局,
WMA00365,民安里,臺北市中山區中山北路二段84巷29號,"25.057306,121.521784",1,84.0,中山分局,
WMA00366,民安里,臺北市中山區中山北路二段84巷43號,"25.057185,121.521023",1,68.0,中山分局,
WMA00367,民安里,臺北市中山區中山北路二段84巷6號,"25.057448,121.522443",1,129.0,中山分局,
WMA00368,民安里,臺北市中山區中山北路二段84巷8號,"25.057427,121.52231",1,17.0,中山分局,
WMA00670,民安里,臺北市中山區民生西路10-16號,"25.057704,121.522212",1,880.0,中山分局,
WMA00673,民安里,臺北市中山區民生西路26-30號,"25.057656,121.521812",1,576.0,中山分局,
WMA00675,民安里,臺北市中山區民生西路38號,"25.057617,121.521418",1,32.0,中山分局,
WMA00676,民安里,臺北市中山區民生西路48號,"25.057594,121.521266",1,109.0,中山分局,
WMA00677,民安里,臺北市中山區民生西路4-6號,"25.057727,121.522392",1,374.0,中山分局,
WMA00678,民安里,臺北市中山區民生西路8號,"25.057713,121.522279",1,161.0,中山分局,
WMA01808,民安里,臺北市中山區民生西路66巷25弄3-5號,"25.056488,121.520911",1,40.0,中山分局,
WMA03035,民安里,臺北市中山區中山北路二段72巷11號,"25.057116,121.522026",2,385.0,中山分局,
WMA03132,民安里,臺北市中山區中山北路二段62巷32號,"25.056667,121.521081",1,89.0,中山分局,
WMA03302,民安里,臺北市中山區民生西路54號,"25.057573,121.521086",1,529.0,中山分局,
WMA03520,民安里,臺北市中山區中山北路二段72巷9號,"25.057112,121.522188",2,562.0,中山分局,
WMA03681,民安里,臺北市中山區中山北路二段72巷17號,"25.057099,121.521637",2,352.0,中山分局,
WMA03819,民安里,臺北市中山區中山北路二段62巷35號,"25.056778,121.52091",1、2,136.0,中山分局,
WMA01629,民安里,臺北市中山區長安西路3號,"25.050163,121.521201",1,6562.0,中山分局,
WMA03732,民安里,臺北市中山區長安西路5巷2號,"25.050505,121.520773",1、2,2020.0,中山分局,
WMA03227,民安里,臺北市中山區中山北路二段44巷2號,"25.054843,121.521563",3,2448.0,中山分局,
WMA01798,民安里,臺北市中山區南京西路12號,"25.052326,121.521244",1,1858.0,中山分局,
WMA01800,民安里,臺北市中山區南京西路14號,"25.052433,121.520664",2,3617.0,中山分局,
WMA03092,民安里,臺北市中山區南京西路15號,"25.052744,121.520942",3,2856.0,中山分局,
WMA00567,永安里,臺北市中山區北安路512巷2-4號,"25.079547,121.545326",1,598.0,中山分局,
WMA00568,永安里,臺北市中山區北安路518巷2-4-6號,"25.079573,121.545917",1,316.0,中山分局,
WMA00569,永安里,臺北市中山區北安路518巷14弄8-16號,"25.079263,121.545776",1,404.0,中山分局,
WMA03310,永安里,臺北市中山區北安路458巷47弄1-7號,"25.078329,121.544799",3,2916.0,中山分局,
WMA00532,永安里,臺北市中山區北安路458巷29-31號,"25.078845,121.544628",1,328.0,中山分局,
WMA00533,永安里,臺北市中山區北安路458巷39號,"25.07873,121.544625",1,194.0,中山分局,
WMA00533,永安里,臺北市中山區北安路458巷43號,"25.078538,121.544661",1,246.0,中山分局,
WMA00539,永安里,臺北市中山區北安路458巷47弄2-16號,"25.078029,121.545111",1,1254.0,中山分局,
WMA00575,永安里,臺北市中山區北安路538巷1弄1-11號,"25.079785,121.548015",1,553.0,中山分局,
WMA00580,永安里,臺北市中山區北安路578巷2-6號,"25.080864,121.548681",1,517.0,中山分局,
WMA00581,永安里,臺北市中山區北安路578巷8弄1-9號,"25.080684,121.548897",1,665.0,中山分局,
WMA00582,永安里,臺北市中山區北安路578巷8弄11-17號,"25.080477,121.549136",2,388.0,中山分局,
WMA00583,永安里,臺北市中山區北安路578巷8弄19-21號,"25.080476,121.549606",1,186.0,中山分局,
WMA00584,永安里,臺北市中山區北安路578巷8弄11-17號,"25.080477,121.549136",2,4989.0,中山分局,
WMA00583,永安里,臺北市中山區北安路578巷8弄19-21號,"25.080476,121.549606",1,498.0,中山分局,
WMA00584,永安里,臺北市中山區北安路588巷32-34號,"25.080939,121.550698",2,2448.0,中山分局,
WMA00585,永安里,臺北市中山區北安路588巷46弄7-13號,"25.080655,121.550869",1,302.0,中山分局,
WMA01252,永安里,臺北市中山區明水路581巷15-21號,"25.080242,121.551023",2,1606.0,中山分局,
WMA01253,永安里,臺北市中山區明水路581巷23-25號,"25.080103,121.550638",2,2398.0,中山分局,
WMA01254,永安里,臺北市中山區明水路581巷5號,"25.080119,121.551644",2,2762.0,中山分局,
WMA01255,永安里,臺北市中山區明水路581巷13弄3號,"25.080421,121.55121",2,530.0,中山分局,
WMA03040,永安里,臺北市中山區北安路554巷35號,"25.080145,121.549732",1,265.0,中山分局,
WMA03061,永安里,臺北市中山區明水路589-591號,"25.080801,121.551423",3,4150.0,中山分局,
WMA03067,永安里,臺北市中山區北安路554巷43-49號,"25.080147,121.549964",1,981.0,中山分局,
WMA03112,永安里,臺北市中山區北安路578巷8弄12號,"25.08069,121.549758",1,576.0,中山分局,
WMA03370,永安里,臺北市中山區北安路578巷8弄26-30號,"25.080677,121.549966",1,648.0,中山分局,
WMA03386,永安里,臺北市中山區北安路578巷8弄2號,"25.080698,121.549162",1,912.0,中山分局,
WMA03504,永安里,臺北市中山區北安路588巷30弄23號,"25.080448,121.550117",2,1174.0,中山分局,
WMA03614,永安里,臺北市中山區北安路578巷8號,"25.080883,121.548893",1,409.0,中山分局,
WMA03666,永安里,臺北市中山區北安路536號,"25.079698,121.547437",1,2252.0,中山分局,
WMA01229,永安里,臺北市中山區明水路457-471號,"25.077528,121.550709",2,2446.0,中山分局,
WMA01230,永安里,臺北市中山區明水路477-499號,"25.077956,121.551554",2,1088.0,中山分局,
WMA01231,永安里,臺北市中山區明水路537-541號,"25.078306,121.551771",2,2069.0,中山分局,
WMA01239,永安里,臺北市中山區明水路397巷19弄32-34號,"25.078547,121.54983",2,1062.0,中山分局,
WMA01245,永安里,臺北市中山區明水路397巷7弄41-45號,"25.078073,121.549943",3,4728.0,中山分局,
WMA01248,永安里,臺北市中山區明水路397巷7弄78-80號,"25.078551,121.551241",1,397.0,中山分局,
WMA01249,永安里,臺北市中山區明水路397巷7弄82-88號,"25.07883,121.551359",2,1149.0,中山分局,
WMA01250,永安里,臺北市中山區明水路475巷6-8號,"25.078098,121.550859",1,1117.0,中山分局,
WMA03042,永安里,臺北市中山區明水路475巷9號,"25.078203,121.551191",1,1674.0,中山分局,
WMA00537,永安里,臺北市中山區北安路458巷41弄50號,"25.079027,121.546432",1,405.0,中山分局,
WMA00540,永安里,臺北市中山區北安路458巷47弄41-51號,"25.078433,121.546172",1,252.0,中山分局,
WMA01225,永安里,臺北市中山區明水路383-389號,"25.077922,121.54603",2,2702.0,中山分局,
WMA01226,永安里,臺北市中山區明水路397巷10-12號,"25.078434,121.54761",1,254.0,中山分局,
WMA01240,永安里,臺北市中山區明水路397巷2弄20號,"25.077978,121.546459",1,785.0,中山分局,
WMA01241,永安里,臺北市中山區明水路397巷2弄22-24號,"25.077977,121.546532",1,1070.0,中山分局,
WMA03103,永安里,臺北市中山區北安路458巷47弄13-35號,"25.078247,121.545652",3,2172.0,中山分局,
WMA03118,永安里,臺北市中山區北安路458巷47弄49-53號,"25.0786,121.546394",3,582.0,中山分局,
WMA03143,永安里,臺北市中山區明水路397巷2弄10-12號,"25.077983,121.546976",1,898.0,中山分局,
WMA03143,永安里,臺北市中山區明水路397巷2弄6-8號,"25.077974,121.547431",2,1042.0,中山分局,
WMA03143,永安里,臺北市中山區明水路397巷2弄2號,"25.077971,121.547574",1,785.0,中山分局,
WMA03495,永安里,臺北市中山區明水路397巷20號,"25.07878,121.547461",1,2528.0,中山分局,
WMA03500,永安里,臺北市中山區北安路458巷47弄18號,"25.078192,121.546117",1,189.0,中山分局,
WMA01226,永安里,臺北市中山區明水路405-407號,"25.077525,121.548165",2,669.0,中山分局,
WMA01227,永安里,臺北市中山區明水路415-437號,"25.077511,121.548845",2,1921.0,中山分局,
WMA01228,永安里,臺北市中山區明水路441-455號,"25.0775,121.549735",2,5236.0,中山分局,
WMA01237,永安里,臺北市中山區明水路397巷3-5號,"25.077877,121.547782",2,453.0,中山分局,
WMA01247,永安里,臺北市中山區明水路397巷7弄6號,"25.077894,121.548118",1,942.0,中山分局,
WMA03070,永安里,臺北市中山區明水路397巷19弄10-20號,"25.078537,121.548175",2,1762.0,中山分局,
WMA03137,永安里,臺北市中山區明水路397巷19弄1號,"25.078735,121.549392",2,9884.0,中山分局,
WMA03372,永安里,臺北市中山區明水路397巷11號,"25.078441,121.547821",2,1390.0,中山分局,
WMA03574,永安里,臺北市中山區明水路397巷7弄2號,"25.077925,121.547912",1,620.0,中山分局,
WMA03793,永安里,臺北市中山區明水路399號,"25.077541,121.547788",1,243.0,中山分局,
WMA01238,永安里,臺北市中山區明水路397巷19弄22-28號,"25.078545,121.549313",2,4637.0,中山分局,
WMA01238,永安里,臺北市中山區明水路397巷9-15號,"25.078272,121.547827",1,1352.0,中山分局,
WMA01243,永安里,臺北市中山區明水路397巷7弄40-42號,"25.077888,121.550109",2,662.0,中山分局,
WMA03041,永安里,臺北市中山區明水路409號,"25.077552,121.548402",2,377.0,中山分局,
WMA03104,永安里,臺北市中山區明水路397巷9號,"25.078154,121.547825",2,585.0,中山分局,
WMA03171,永安里,臺北市中山區明水路397巷7弄24號,"25.077888,121.549198",1,265.0,中山分局,
WMA03388,永安里,臺北市中山區明水路397巷7弄18-22號,"25.07787,121.548464",1,781.0,中山分局,
WMA03475,永安里,臺北市中山區明水路397巷19弄2號,"25.078735,121.549392",2,3985.0,中山分局,
WMA01232,永安里,臺北市中山區明水路543號,"25.078652,121.552004",2,4132.0,中山分局,
WMA01233,永安里,臺北市中山區明水路561-575號,"25.079464,121.552036",1,7662.0,中山分局,
WMA01246,永安里,臺北市中山區明水路397巷7弄57-59號,"25.078495,121.550796",2,4389.0,中山分局,
WMA01251,永安里,臺北市中山區明水路557巷17-19號,"25.079393,121.550614",3,1472.0,中山分局,
WMA03043,永安里,臺北市中山區明水路581巷12弄9號,"25.079522,121.551337",1,966.0,中山分局,
WMA03313,永安里,臺北市中山區明水路581巷46-50號,"25.079819,121.551024",1,1752.0,中山分局,
WMA03876,永安里,臺北市中山區明水路397巷26弄5號,"25.079093834975364,121.54754156066258",1,1966.0,中山分局,
WMA03137,永安里,臺北市中山區明水路397巷19弄1號,"25.078735,121.549392",2,9884.0,中山分局,
WMA03105,成功里,臺北市中山區明水路607-609號,"25.082173,121.550984",1,2760.0,中山分局,
WMA03106,成功里,臺北市中山區明水路611-613號,"25.08239,121.550893",1,2212.0,中山分局,
WMA00516,成功里,臺北市中山區北安路620-628號,"25.08256,121.549076",1,121.0,中山分局,
WMA00519,成功里,臺北市中山區北安路632-636號,"25.082968,121.549183",1,80.0,中山分局,
WMA00520,成功里,臺北市中山區北安路638-640號,"25.083202,121.549255",1,70.0,中山分局,
WMA00521,成功里,臺北市中山區北安路642-648號,"25.083272,121.549274",1,138.0,中山分局,
WMA00522,成功里,臺北市中山區北安路650-660號,"25.083449,121.549319",1,212.0,中山分局,
WMA00603,成功里,臺北市中山區北安路608巷1-3號,"25.082068,121.549091",1,1586.0,中山分局,
WMA00645,成功里,臺北市中山區北安路630巷11-19號,"25.082919,121.549905",3,1296.0,中山分局,
WMA00645,成功里,臺北市中山區北安路630巷25弄1-11號,"25.082825,121.550443",1,786.0,中山分局,
WMA00646,成功里,臺北市中山區北安路630巷9弄16-22號,"25.083151,121.549848",1,1000.0,中山分局,
WMA00647,成功里,臺北市中山區北安路630巷9弄17號,"25.083513,121.549661",2,329.0,中山分局,
WMA00648,成功里,臺北市中山區北安路630巷9弄23號,"25.083793,121.549746",2,722.0,中山分局,
WMA03145,成功里,臺北市中山區敬業三路161巷2-6號,"25.079094,121.556087",1,826.0,中山分局,
WMA03147,成功里,臺北市中山區敬業三路161巷1-3號,"25.079353,121.555997",2,1326.0,中山分局,
WMA03176,成功里,臺北市中山區明水路500-518號,"25.078795,121.552532",2,2448.0,中山分局,
WMA03185,成功里,臺北市中山區明水路598號,"25.08128,121.551857",2,3236.0,中山分局,
WMA03196,成功里,臺北市中山區敬業一路160-162號,"25.083987,121.553132",1,741.0,中山分局,
WMA03201,成功里,臺北市中山區樂群二路116巷61弄2-10號,"25.07797,121.555145",3,2445.0,中山分局,
WMA03211,成功里,臺北市中山區明水路698-700號,"25.084876,121.551506",2,4705.0,中山分局,
WMA03212,成功里,臺北市中山區敬業一路97-99號,"25.082906,121.552048",2,2309.0,中山分局,
WMA03244,成功里,臺北市中山區樂群二路116巷61弄12號,"25.077929,121.554147",2,1443.0,中山分局,
WMA03246,成功里,臺北市中山區明水路486-492號,"25.078016,121.552481",2,2577.0,中山分局,
WMA03252,成功里,臺北市中山區樂群二路30巷30號,"25.079098,121.55349",1,520.0,中山分局,
WMA03255,成功里,臺北市中山區敬業一路192號,"25.083877,121.554137",2,941.0,中山分局,
WMA03145,成功里,臺北市中山區敬業三路161巷2-6號,"25.079094,121.556087",1,826.0,中山分局,
WMA03145,成功里,臺北市中山區敬業三路161巷2-6號,"25.079094,121.556087",1,826.0,中山分局,
WMA03147,成功里,臺北市中山區敬業三路161巷1-3號,"25.079353,121.555997",2,1326.0,中山分局,
WMA03176,成功里,臺北市中山區明水路500-518號,"25.078795,121.552532",2,2448.0,中山分局,
WMA03185,成功里,臺北市中山區明水路598號,"25.08128,121.551857",2,3236.0,中山分局,
WMA03196,成功里,臺北市中山區敬業一路160-162號,"25.083987,121.553132",1,741.0,中山分局,
WMA03201,成功里,臺北市中山區樂群二路116巷61弄2-10號,"25.07797,121.555145",3,2445.0,中山分局,
WMA03211,成功里,臺北市中山區明水路698-700號,"25.084876,121.551506",2,4705.0,中山分局,
WMA03212,成功里,臺北市中山區敬業一路97-99號,"25.082906,121.552048",2,2309.0,中山分局,
WMA03244,成功里,臺北市中山區樂群二路116巷61弄12號,"25.077929,121.554147",2,1443.0,中山分局,
WMA03246,成功里,臺北市中山區明水路486-492號,"25.078016,121.552481",2,2577.0,中山分局,
WMA03252,成功里,臺北市中山區樂群二路30巷30號,"25.079098,121.55349",1,520.0,中山分局,
WMA03255,成功里,臺北市中山區敬業一路192號,"25.083877,121.554137",2,941.0,中山分局,
WMA03145,成功里,臺北市中山區敬業三路161巷2-6號,"25.079094,121.556087",1,826.0,中山分局,
WMA03369,成功里,臺北市中山區敬業一路139號,"25.084022,121.551998",1,1297.0,中山分局,
WMA03380,成功里,臺北市中山區明水路526巷46號,"25.079141,121.553756",1,357.0,中山分局,
WMA03384,成功里,臺北市中山區樂群三路123號,"25.082823,121.554659",1,4824.0,中山分局,
WMA03394,成功里,臺北市中山區樂群三路51-61號,"25.082812,121.552741",1、2,1233.0,中山分局,
WMA03397,成功里,臺北市中山區明水路672巷21號,"25.083722,121.551597",1,1684.0,中山分局,
WMA03400,成功里,臺北市中山區敬業三路121-123號,"25.080611,121.556454",1,9877.0,中山分局,
WMA03405,成功里,臺北市中山區敬業三路161巷23-27號,"25.079364,121.555573",1,277.0,中山分局,
WMA03406,成功里,臺北市中山區樂群二路30巷38弄28號,"25.078583,121.554176",1,468.0,中山分局,
WMA03416,成功里,臺北市中山區明水路520號,"25.079143,121.552567",1,453.0,中山分局,
WMA03420,成功里,臺北市中山區樂群二路116巷61弄33號,"25.07826,121.554092",1,158.0,中山分局,
WMA03422,成功里,臺北市中山區明水路588號,"25.080707,121.552063",1,482.0,中山分局,
WMA03427,成功里,臺北市中山區明水路526巷56號,"25.079163,121.554191",1,1015.0,中山分局,
WMA03429,成功里,臺北市中山區敬業四路168號,"25.084285,121.558745",1,3593.0,中山分局,
WMA03431,成功里,臺北市中山區樂群二路39號,"25.080311,121.553786",1,573.0,中山分局,
WMA03436,成功里,臺北市中山區明水路480號,"25.077779,121.55204",1,1616.0,中山分局,
WMA03444,成功里,臺北市中山區明水路688號,"25.084163,121.551079",2,1482.0,中山分局,
WMA03445,成功里,臺北市中山區樂群二路30巷82弄9號,"25.077708,121.553665",2,361.0,中山分局,
