類別,檔案卡電腦編號,里別,防空疏散避難設施地址,地下層數位址,可容納人數
公寓,WNA01010,龍安里,臺北市大安區和平東路一段183巷21號,1,176.0
公寓,WNA01937,龍安里,臺北市大安區青田街5巷1號,1,70.0
公寓,WNA01938,龍安里,臺北市大安區青田街5巷14號,1,102.0
公寓,WNA01939,龍安里,臺北市大安區青田街5巷20號,1,76.0
公寓,WNA01940,龍安里,臺北市大安區青田街5巷9號,1,322.0
公寓,WNA01949,龍安里,臺北市大安區青田街7巷10弄2號,1,270.0
公寓,WNA03488,龍安里,臺北市大安區新生南路二段50-1號,1,264.0
公寓,WNA04495,龍安里,臺北市大安區青田街7巷15號,1,670.0
公寓,WNA04623,龍安里,臺北市大安區青田街1巷10號,1,392.0
公寓,WNA04647,龍安里,臺北市大安區青田街5巷6號,1,633.0
公寓,WNA01015,龍安里,臺北市大安區和平東路一段183巷7弄1號,1,504.0
公寓,WNA01016,龍安里,臺北市大安區和平東路一段183巷7弄1號,2,504.0
公寓,WNA01017,龍安里,臺北市大安區和平東路一段183巷7弄1號,3,504.0
公寓,WNA01019,龍安里,臺北市大安區和平東路一段183巷7弄3號,1,106.0
公寓,WNA01027,龍安里,臺北市大安區和平東路一段199巷12號,1,302.0
公寓,WNA01920,龍安里,臺北市大安區青田街13-1號,1,380.0
公寓,WNA01924,龍安里,臺北市大安區青田街09號,1,480.0
公寓,WNA01926,龍安里,臺北市大安區青田街11巷8號,1,94.0
公寓,WNA01927,龍安里,臺北市大安區青田街11巷5號,1,577.0
公寓,WNA01928,龍安里,臺北市大安區青田街11巷8-1號,1,761.0
公寓,WNA01944,龍安里,臺北市大安區青田街7巷10-1號,1,244.0
大樓,WNA01945,龍安里,臺北市大安區青田街7巷3-1號,1,1181.0
公寓,WNA01946,龍安里,臺北市大安區青田街7巷4-1號,1,536.0
公寓,WNA01947,龍安里,臺北市大安區青田街7巷5號,1,590.0
公寓,WNA01948,龍安里,臺北市大安區青田街7巷7號,1,273.0
公寓,WNA01950,龍安里,臺北市大安區青田街7巷12弄11號,1,180.0
公寓,WNA03489,龍安里,臺北市大安區新生南路二段56號,1,582.0
公寓,WNA03490,龍安里,臺北市大安區新生南路二段60號,1,962.0
公寓,WNA03505,龍安里,臺北市大安區新生南路二段70巷14號,1,124.0
公寓,WNA04491,龍安里,臺北市大安區青田街7-1號,1,730.0
公寓,WNA04579,龍安里,臺北市大安區青田街13-1號,1,426.0
公寓,WNA04645,龍安里,臺北市大安區青田街11巷10號,1,522.0
公寓,WNA00944,龍安里,臺北市大安區和平東路一段187號,1,166.0
大樓,WNA00965,龍安里,臺北市大安區和平東路一段177號,2,1322.0
大樓,WNA00966,龍安里,臺北市大安區和平東路一段177號,1,812.0
公寓,WNA00973,龍安里,臺北市大安區和平東路一段193號,1,135.0
公寓,WNA00974,龍安里,臺北市大安區和平東路一段197號,1,842.0
公寓,WNA01011,龍安里,臺北市大安區和平東路一段183巷3弄1號,1,167.0
公寓,WNA01012,龍安里,臺北市大安區和平東路一段183巷3弄10號,1,121.0
公寓,WNA01013,龍安里,臺北市大安區和平東路一段183巷3弄2-1號,1,318.0
公寓,WNA01014,龍安里,臺北市大安區和平東路一段183巷3弄6-1號,1,97.0
公寓,WNA01020,龍安里,臺北市大安區和平東路一段183巷7弄4號,1,128.0
公寓,WNA01026,龍安里,臺北市大安區和平東路一段199巷11號,1,157.0
公寓,WNA01028,龍安里,臺北市大安區和平東路一段199巷3號,1,106.0
公寓,WNA01029,龍安里,臺北市大安區和平東路一段199巷6號,1,182.0
大樓,WNA01030,龍安里,臺北市大安區和平東路一段199巷5弄2號,1,1442.0
公寓,WNA03506,龍安里,臺北市大安區新生南路二段70巷4號,1,166.0
大樓,WNA04499,龍安里,臺北市大安區和平東路一段179號,3,1532.0
公寓,WNA04614,龍安里,臺北市大安區和平東路一段199巷7號,1,514.0
公寓,WNA04629,龍安里,臺北市大安區和平東路一段183巷7弄8號,1,262.0
公寓,WNA04694,龍安里,臺北市大安區和平東路一段185號,1、2,490.0
公寓,WNA04794,龍安里,臺北市大安區新生南路二段84號,1,654.0
公寓,WNA04889,龍安里,臺北市大安區新生南路二段82之3號,1,149.0
公寓,WNA04962,龍安里,臺北市大安區和平東路一段191號,1,184.0
公寓,WNA00589,龍安里,臺北市大安區永康街75巷15號,1,60.0
公寓,WNA00590,龍安里,臺北市大安區永康街75巷15-1號,1,193.0
公寓,WNA00591,龍安里,臺北市大安區永康街75巷18號,1,78.0
公寓,WNA00592,龍安里,臺北市大安區永康街75巷20號,1,244.0
公寓,WNA00593,龍安里,臺北市大安區永康街75巷21號,1,116.0
公寓,WNA00594,龍安里,臺北市大安區永康街75巷22-1號,1,274.0
公寓,WNA00596,龍安里,臺北市大安區永康街75巷32號,1,122.0
公寓,WNA01897,龍安里,臺北市大安區金華街164巷5號,1,122.0
公寓,WNA01898,龍安里,臺北市大安區金華街164巷7號,1,75.0
公寓,WNA01899,龍安里,臺北市大安區金華街164巷1弄2號,1,273.0
公寓,WNA01900,龍安里,臺北市大安區金華街172巷12號,1,285.0
公寓,WNA01921,龍安里,臺北市大安區青田街2-1號,1,104.0
公寓,WNA01930,龍安里,臺北市大安區青田街2巷11號,1,50.0
公寓,WNA01931,龍安里,臺北市大安區青田街2巷13號,1,64.0
公寓,WNA01932,龍安里,臺北市大安區青田街2巷14號,1,94.0
公寓,WNA01933,龍安里,臺北市大安區青田街2巷15號,1,72.0
公寓,WNA01934,龍安里,臺北市大安區青田街2巷18號,1,112.0
公寓,WNA01935,龍安里,臺北市大安區青田街2巷20號,1,94.0
公寓,WNA01936,龍安里,臺北市大安區青田街2巷9號,1,148.0
公寓,WNA01941,龍安里,臺北市大安區青田街6巷10號,1,102.0
公寓,WNA01942,龍安里,臺北市大安區青田街6巷13號,1,132.0
公寓,WNA01943,龍安里,臺北市大安區青田街6巷13-3號,1,181.0
公寓,WNA04507,龍安里,臺北市大安區金華街164巷1弄6號,1,249.0
公寓,WNA04521,龍安里,臺北市大安區青田街6巷6號,1,640.0
公寓,WNA04570,龍安里,臺北市大安區青田街2巷12號,1,124.0
公寓,WNA04648,龍安里,臺北市大安區青田街2巷21號,1,568.0
公寓,WNA04678,龍安里,臺北市大安區青田街2巷16號,1,153.0
大樓,WNA04717,龍安里,臺北市大安區青田街2之3號,3,1426.0
公寓,WNA04758,龍安里,臺北市大安區青田街6巷12號,1,277.0
公寓,WNA00957,龍安里,臺北市大安區和平東路一段145號,1,924.0
公寓,WNA00963,龍安里,臺北市大安區和平東路一段163號,1,206.0
公寓,WNA00964,龍安里,臺北市大安區和平東路一段169號,1,362.0
公寓,WNA01008,龍安里,臺北市大安區青田街08巷14號,1,624.0
公寓,WNA01919,龍安里,臺北市大安區青田街10號,1,234.0
公寓,WNA01922,龍安里,臺北市大安區青田街6-2號,1,428.0
公寓,WNA01923,龍安里,臺北市大安區青田街8巷8-1號,1,164.0
公寓,WNA01929,龍安里,臺北市大安區青田街12巷21號,1,517.0
公寓,WNA01952,龍安里,臺北市大安區青田街8巷2號,1,377.0
公寓,WNA01955,龍安里,臺北市大安區青田街8巷7號,1,690.0
公寓,WNA04480,龍安里,臺北市大安區青田街8巷6號,1,580.0
公寓,WNA04609,龍安里,臺北市大安區青田街12巷12號,1,339.0
公寓,WNA04940,龍安里,臺北市大安區青田街12巷18號,1,580.0
大樓,WNA01926,龍安里,臺北市大安區青田街11巷8號,1,749.0
公寓,WNA00500,錦安里,臺北市大安區永康街60號,1,736.0
公寓,WNA00504,錦安里,臺北市大安區永康街77號,1,194.0
公寓,WNA00573,錦安里,臺北市大安區永康街52巷1號,1,41.0
公寓,WNA00574,錦安里,臺北市大安區永康街52巷2號,1,73.0
公寓,WNA00588,錦安里,臺北市大安區永康街75巷10號,1,108.0
公寓,WNA00598,錦安里,臺北市大安區永康街75巷6號,1,79.0
公寓,WNA03806,錦安里,臺北市大安區潮州街127號,1,86.0
公寓,WNA03808,錦安里,臺北市大安區潮州街141號,1,97.0
公寓,WNA03809,錦安里,臺北市大安區潮州街144號,1,322.0
公寓,WNA03810,錦安里,臺北市大安區潮州街147號,1,87.0
公寓,WNA03812,錦安里,臺北市大安區潮州街150號,1,289.0
公寓,WNA03813,錦安里,臺北市大安區潮州街154號,1,162.0
公寓,WNA03815,錦安里,臺北市大安區潮州街158號,1,65.0
公寓,WNA04223,錦安里,臺北市大安區麗水街21巷6號,1,79.0
公寓,WNA04224,錦安里,臺北市大安區麗水街33巷21號,1,68.0
公寓,WNA04225,錦安里,臺北市大安區麗水街33巷22號,1,78.0
公寓,WNA04226,錦安里,"臺北市大安區麗水街33巷 7號",1,105.0
公寓,WNA04395,錦安里,臺北市大安區潮州街143號,1,652.0
公寓,WNA04463,錦安里,臺北市大安區麗水街33巷5號,1,584.0
公寓,WNA04541,錦安里,臺北市大安區潮州街145號,1,138.0
公寓,WNA04650,錦安里,臺北市大安區潮州街160號,1,204.0
公寓,WNA04651,錦安里,臺北市大安區永康街75巷8號,1,264.0
公寓,WNA04765,錦安里,臺北市大安區永康街56號,1,156.0
公寓,WNA04771,錦安里,臺北市大安區潮州街153號,2,194.0
公寓,WNA04943,錦安里,臺北市大安區麗水街27號,1,125.0
公寓,WNA00493,錦安里,臺北市大安區永康街40號,1,112.0
公寓,WNA00494,錦安里,臺北市大安區永康街42號,1,78.0
公寓,WNA00495,錦安里,臺北市大安區永康街42-1號,1,120.0
公寓,WNA00501,錦安里,臺北市大安區永康街61號,1,35.0
公寓,WNA00503,錦安里,臺北市大安區永康街73號,1,49.0
公寓,WNA00581,錦安里,臺北市大安區永康街61巷1號,1,672.0
公寓,WNA00582,錦安里,臺北市大安區永康街61巷6號,1,78.0
公寓,WNA00587,錦安里,臺北市大安區永康街75巷1號,1,316.0
公寓,WNA00595,錦安里,臺北市大安區永康街75巷3號,1,164.0
公寓,WNA00597,錦安里,臺北市大安區永康街75巷5號,1,87.0
公寓,WNA01880,錦安里,臺北市大安區金華街162-3號,1,170.0
公寓,WNA04217,錦安里,臺北市大安區麗水街17巷1號,1,169.0
公寓,WNA04218,錦安里,臺北市大安區麗水街17巷10號,1,129.0
公寓,WNA04219,錦安里,臺北市大安區麗水街17巷12號,1,53.0
公寓,WNA04220,錦安里,"臺北市大安區麗水街17巷 2號",1,785.0
