類別,電腦編號,編號,村里別,地址,緯經度,地下樓層數,可容納人數,備註
大樓,WXA00755,13489.0,吉祥里,臺北市松山區光復北路9號,"25.04905,121.558021",1,"488 ",
大樓,WXA00761,13490.0,吉祥里,臺北市松山區光復北路11巷35號,"25.050138,121.559905",4,"1400 ",
大樓,WXA01164,13491.0,吉祥里,臺北市松山區南京東路五段66巷14號,"25.05036,121.560702",1,"1417 ",
大樓,WXA01788,13492.0,吉祥里,臺北市松山區光復北路11巷29、31號,"25.050501,121.562433",4,"3629 ",
大樓,WXA00206,13493.0,吉祥里,臺北市松山區八德路四段165號,"25.048815,121.562773",1,"166 ",
公寓,WXA00207,13494.0,吉祥里,臺北市松山區八德路四段167號,"25.048825,121.562873",1,"96 ",
大樓,WXA00208,13495.0,吉祥里,臺北市松山區八德路四段169號,"25.048831,121.562929",1,"477 ",
公寓,WXA00209,13496.0,吉祥里,臺北市松山區八德路四段175號,"25.048842,121.563097",1,"93 ",
大廈,WXA00210,13497.0,吉祥里,臺北市松山區八德路四段185號,"25.048901,121.56334",1,"345 ",
大廈,WXA00215,13498.0,吉祥里,臺北市松山區八德路四段217號,"25.048963,121.564229",1,"541 ",
公寓,WXA00276,13499.0,吉祥里,臺北市松山區吉祥路27號,"25.049581,121.562641",1,"146 ",
公寓,WXA00277,13500.0,吉祥里,臺北市松山區吉祥路5號,"25.049021,121.562724",1,"105 ",
公寓,WXA00280,13501.0,吉祥里,臺北市松山區八德路四段181巷20號,"25.04933,121.563111",1,"80 ",
公寓,WXA00281,13502.0,吉祥里,臺北市松山區八德路四段181巷21號,"25.049461,121.563211",1,"58 ",
大樓,WXA00282,13503.0,吉祥里,臺北市松山區八德路四段181巷26號,"25.049537,121.563108",1,"432 ",
公寓,WXA00283,13504.0,吉祥里,臺北市松山區八德路四段181巷27號,"25.049659,121.563179",1,"52 ",
公寓,WXA00284,13505.0,吉祥里,臺北市松山區八德路四段181巷17弄17號,"25.049325,121.563649",1,"44 ",
公寓,WXA00285,13506.0,吉祥里,臺北市松山區八德路四段181巷17弄36號,"25.049361,121.564168",1,"84 ",
公寓,WXA00286,13507.0,吉祥里,臺北市松山區八德路四段181巷17弄8號,"25.049173,121.563372",1,"184 ",
公寓,WXA00287,13508.0,吉祥里,臺北市松山區八德路四段181巷17弄15號,"25.049322,121.563622",1,"61 ",
公寓,WXA00292,13509.0,吉祥里,臺北市松山區八德路四段245巷26號,"25.049772,121.56453",1,"106 ",
公寓,WXA00294,13510.0,吉祥里,臺北市松山區八德路四段245巷4號,"25.049177,121.564753",1,"56 ",
大樓,WXA00295,13511.0,吉祥里,臺北市松山區八德路四段245巷48號,"25.050294,121.564341",1,"372 ",
大廈,WXA00301,13512.0,吉祥里,臺北市松山區八德路四段245巷32弄38號,"25.049931,121.563205",1,"264 ",
大樓,WXA00313,13513.0,吉祥里,臺北市松山區八德路四段245巷32弄4號,"25.050027,121.564181",1,"416 ",
公寓,WXA00314,13514.0,吉祥里,臺北市松山區八德路四段245巷32弄6號,"25.050015,121.564057",1,"90 ",
公寓,WXA00315,13515.0,吉祥里,臺北市松山區八德路四段245巷32弄65號,"25.049758,121.562793",1,"86 ",
公寓,WXA00317,13516.0,吉祥里,臺北市松山區八德路四段245巷52弄48號,"25.05028,121.563123",1,"121 ",
公寓,WXA00318,13517.0,吉祥里,臺北市松山區八德路四段246巷2號,"25.048856,121.565803",4,"814 ",
公寓,WXA01765,13518.0,吉祥里,臺北市松山區八德路四段245巷18號,"25.049655,121.564595",2,"1610 ",
大樓,WXA00760,13519.0,吉祥里,臺北市松山區光復北路103巷28號,"25.050799,121.559278",1,"1845 ",
大樓,WXA01027,13520.0,吉祥里,臺北市松山區南京東路五段16號,"25.051335,121.558745",1,"686 ",
大樓,WXA01037,13521.0,吉祥里,臺北市松山區南京東路五段2號,"25.051235,121.558057",1,"638 ",
大樓,WXA01052,13522.0,吉祥里,臺北市松山區南京東路五段32號,"25.051735,121.558232",1,"1426 ",
大樓,WXA01055,13523.0,吉祥里,臺北市松山區南京東路五段34號,"25.051311,121.559343",1,"57 ",
大樓,WXA01062,13524.0,吉祥里,臺北市松山區南京東路五段38號,"25.051306,121.559549",2,"1293 ",
大樓,WXA01066,13525.0,吉祥里,臺北市松山區南京東路五段4號,"25.051344,121.558218",1,"629 ",
大樓,WXA01067,13526.0,吉祥里,臺北市松山區南京東路五段46號,"25.051302,121.559787",2,"705 ",
大樓,WXA01068,13527.0,吉祥里,臺北市松山區南京東路五段50號,"25.051295,121.560057",2,"2186 ",
大樓,WXA01168,13528.0,吉祥里,臺北市松山區南京東路五段66巷12弄16號,"25.050516,121.560017",1,"314 ",
大樓,WXA01169,13529.0,吉祥里,臺北市松山區南京東路五段66巷12弄2號,"25.050508,121.560526",1,"704 ",
大樓,WXA01170,13530.0,吉祥里,臺北市松山區南京東路五段66巷2弄1號,"25.050792,121.560409",1,"214 ",
大樓,WXA01171,13531.0,吉祥里,臺北市松山區南京東路五段66巷2弄1號之1,"25.050837,121.560546",1,"285 ",
公寓,WXA01172,13532.0,吉祥里,臺北市松山區南京東路五段66巷2弄13號,"25.050802,121.559976",1,"214 ",
公寓,WXA01173,13533.0,吉祥里,臺北市松山區南京東路五段66巷2弄5號,"25.050796,121.560263",1,"216 ",
公寓,WXA01174,13534.0,吉祥里,臺北市松山區南京東路五段66巷2弄9號,"25.050799,121.560126",1,"216 ",
大廈,WXA01019,13535.0,吉祥里,臺北市松山區南京東路五段104號,"25.051251,121.56189",1,"693 ",
大廈,WXA01020,13536.0,吉祥里,臺北市松山區南京東路五段106號,"25.051248,121.561983",1,"153 ",
大廈,WXA01021,13537.0,吉祥里,臺北市松山區南京東路五段118號,"25.051241,121.562392",1,"336 ",
大廈,WXA01070,13538.0,吉祥里,臺北市松山區南京東路五段68號之1,"25.051174,121.560902",1,"484 ",
大廈,WXA01166,13539.0,吉祥里,臺北市松山區南京東路五段66巷4號,"25.050688,121.56066",1,"385 ",
大廈,WXA01167,13540.0,吉祥里,臺北市松山區南京東路五段66巷7號,"25.050799,121.560901",1,"760 ",
大廈,WXA01176,13541.0,吉祥里,臺北市松山區南京東路五段66巷3弄1號,"25.050953,121.560954",1,"282 ",
公寓,WXA01177,13542.0,吉祥里,臺北市松山區南京東路五段66巷3弄21號,"25.050927,121.561462",1,"61 ",
公寓,WXA01178,13543.0,吉祥里,臺北市松山區南京東路五段66巷3弄24號,"25.050771,121.561505",1,"180 ",
公寓,WXA01179,13544.0,吉祥里,臺北市松山區南京東路五段66巷3弄31號,"25.050884,121.561995",1,"122 ",
公寓,WXA01180,13545.0,吉祥里,臺北市松山區南京東路五段66巷3弄32號,"25.050771,121.561788",1,"61 ",
公寓,WXA01181,13546.0,吉祥里,臺北市松山區南京東路五段66巷3弄5號,"25.050927,121.561179",1,"184 ",
大樓,WXA01182,13547.0,吉祥里,臺北市松山區南京東路五段66巷3弄6號,"25.050754,121.561097",1,"3018 ",
中崙高中,WXA01774,14682.0,吉祥里,臺北市松山區八德路四段101號,"25.048705,121.561069",1,"3688 ",
退輔會榮民服務處,WXA00200,14683.0,吉祥里,臺北市松山區八德路四段1號,"25.048338,121.558063",1,"566 ",
監理站,WXA00214,14684.0,吉祥里,臺北市松山區八德路四段21號,"25.048459,121.55902",1,"222 ",
公有停車場,WXA00279,14685.0,吉祥里,臺北市松山區八德路四段17巷9號,"25.048781,121.558338",1,"142 ",
公寓,WXA00374,13354.0,安平里,臺北市松山區南京東路五段389巷5弄5號,"25.052011,121.56952",2,"66 ",
大樓,WXA01063,13355.0,安平里,臺北市松山區南京東路五段387號,"25.05151,121.569211",2,"445 ",
公寓,WXA01064,13356.0,安平里,臺北市松山區南京東路五段393號,"25.0515,121.56943",1,"262 ",
公寓,WXA01598,13357.0,安平里,臺北市松山區南京東路五段389巷5弄3號,"25.051947,121.569462",1,"42 ",
大樓,WXA01065,13358.0,安平里,臺北市松山區南京東路五段399號,"25.051497,121.569669",3,"552 ",
公寓,WXA01599,13359.0,安平里,臺北市松山區南京東路五段389巷5弄1號,"25.051949,121.569419",1,"40 ",
公寓,WXA01600,13360.0,安平里,臺北市松山區南京東路五段389巷8號,"25.052,121.569253",1,"261 ",
公寓,WXA01601,13361.0,安平里,臺北市松山區南京東路五段389巷6弄9號,"25.051955,121.568969",1,"44 ",
公寓,WXA01602,13362.0,安平里,臺北市松山區南京東路五段389巷5弄13號,"25.051952,121.569768",1,"104 ",
公寓,WXA01603,13363.0,安平里,臺北市松山區南京東路五段389巷6弄13號,"25.051946,121.568796",1,"90 ",
公寓,WXA01604,13364.0,安平里,臺北市松山區南京東路五段389巷6弄19號,"25.051949,121.568642",1,"77 ",
公寓,WXA01605,13365.0,安平里,臺北市松山區南京東路五段389巷5弄18號,"25.051825,121.569813",1,"84 ",
公寓,WXA01606,13366.0,安平里,臺北市松山區南京東路五段389巷5弄9號,"25.051938,121.569649",1,"104 ",
公寓,WXA01607,13367.0,安平里,臺北市松山區南京東路五段389巷13號,"25.052056,121.569253",1,"229 ",
公寓,WXA01608,13368.0,安平里,臺北市松山區南京東路五段389巷9號,"25.052181,121.569441",1,"238 ",
公寓,WXA01630,13369.0,安平里,臺北市松山區寶清街73號,"25.051967,121.568351",1,"53 ",
公寓,WXA01631,13370.0,安平里,臺北市松山區寶清街85號,"25.052261,121.568164",1,"17 ",
公寓,WXA01643,13371.0,安平里,臺北市松山區寶清街89巷28號,"25.052257,121.568821",1,"41 ",
公寓,WXA01644,13372.0,安平里,臺北市松山區寶清街89巷33號,"25.052451,121.568968",1,"273 ",
公寓,WXA01645,13373.0,安平里,臺北市松山區寶清街89巷36號,"25.052278,121.569087",1,"36 ",
公寓,WXA01646,13374.0,安平里,臺北市松山區寶清街89巷46號,"25.052278,121.569278",1,"44 ",
公寓,WXA01647,13375.0,安平里,臺北市松山區寶清街89巷47號,"25.052478,121.569275",1,"89 ",
大樓,WXA01731,13376.0,安平里,臺北市松山區南京東路五段411號,"25.051492,121.570044",5,"861 ",
公寓,WXA01781,13377.0,安平里,臺北市松山區寶清街85號,"25.052261,121.568164",1,"210 ",
大樓,WXA01809,13378.0,安平里,臺北市松山區南京東路五段405號,"25.051496,121.569798",1,"539 ",
公寓,WXA01863,13379.0,安平里,臺北市松山區南京東路五段389巷6弄9號,"25.051955,121.568969",1,"148 ",
公寓,WXA01263,13380.0,安平里,臺北市松山區健康路434號,"25.054206,121.56818",1,"274 ",
公寓,WXA01620,13381.0,安平里,臺北市松山區寶清街101號之1,"25.05301,121.567887",1,"40 ",
公寓,WXA01632,13382.0,安平里,臺北市松山區寶清街95號,"25.052509,121.568067",1,"136 ",
公寓,WXA01633,13383.0,安平里,臺北市松山區寶清街99號,"25.052807,121.567974",1,"246 ",
公寓,WXA01634,13384.0,安平里,臺北市松山區寶清街101巷30號,"25.052759,121.568782",1,"137 ",
公寓,WXA01635,13385.0,安平里,臺北市松山區寶清街101巷50號,"25.052769,121.569171",1,"18 ",
公寓,WXA01636,13386.0,安平里,臺北市松山區寶清街101巷7號,"25.052941,121.568088",1,"129 ",
公寓,WXA01637,13387.0,安平里,臺北市松山區寶清街103巷26號,"25.053248,121.568737",1,"50 ",
公寓,WXA01638,13388.0,安平里,臺北市松山區寶清街103巷41號,"25.053097,121.569166",1,"28 ",
公寓,WXA01639,13389.0,安平里,臺北市松山區寶清街105巷15號,"25.053733,121.568448",1,"669 ",
公寓,WXA01640,13390.0,安平里,臺北市松山區寶清街105巷50號,"25.053438,121.56842",1,"96 ",
公寓,WXA01641,13391.0,安平里,臺北市松山區寶清街111巷19號,"25.054013,121.568057",1,"28 ",
公寓,WXA01642,13392.0,安平里,臺北市松山區寶清街111巷31號,"25.05401,121.568483",1,"126 ",
公寓,WXA01732,13393.0,安平里,臺北市松山區寶清街101巷28號,"25.052771,121.568675",1,"118 ",
公寓,WXA01896,13394.0,安平里,臺北市松山區寶清街111巷18號,"25.053844,121.568034",1,"134 ",
公寓,WXA01902,13395.0,安平里,臺北市松山區寶清街103巷29號,"25.053062,121.568763",2,"296 ",
大樓,WXA01904,13396.0,安平里,臺北市松山區寶清街103之5號,"25.053146,121.567903",1,"2603 ",
大樓,WXA01621,13397.0,安平里,臺北市松山區寶清街103號,"25.053355,121.567763",1,"1136 ",
大樓,WXA00784,13398.0,安平里,臺北市松山區南京東路五段315號,"25.051552,121.566755",2,"450 ",
大廈,WXA01056,13399.0,安平里,臺北市松山區南京東路五段341號,"25.051556,121.567577",1,"97 ",
公寓,WXA01059,13400.0,安平里,臺北市松山區南京東路五段359號,"25.051511,121.568145",1,"66 ",
公寓,WXA01125,13401.0,安平里,臺北市松山區南京東路五段291巷19弄1號,"25.052506,121.566447",1,"310 ",
公寓,WXA01126,13402.0,安平里,臺北市松山區南京東路五段291巷19弄10號,"25.052319,121.566654",1,"260 ",
公寓,WXA01127,13403.0,安平里,臺北市松山區南京東路五段291巷19弄16號,"25.052333,121.566817",1,"380 ",
公寓,WXA01128,13404.0,安平里,臺北市松山區南京東路五段291巷19弄2號,"25.052333,121.566439",1,"97 ",
公寓,WXA01129,13405.0,安平里,臺北市松山區南京東路五段291巷19弄24號,"25.052301,121.567036",1,"258 ",
公寓,WXA01130,13406.0,安平里,臺北市松山區南京東路五段291巷19弄27號,"25.052506,121.567161",1,"465 ",
公寓,WXA01131,13407.0,安平里,臺北市松山區南京東路五段291巷19弄51號,"25.052461,121.567831",1,"165 ",
公寓,WXA01132,13408.0,安平里,臺北市松山區南京東路五段291巷19弄7號,"25.05252,121.566616",1,"456 ",
公寓,WXA01135,13409.0,安平里,臺北市松山區南京東路五段291巷29弄14號,"25.052772,121.56676",1,"302 ",
公寓,WXA01136,13410.0,安平里,臺北市松山區南京東路五段291巷29弄15號,"25.052932,121.566674",1,"225 ",
公寓,WXA01138,13411.0,安平里,臺北市松山區南京東路五段291巷29弄7號,"25.052928,121.56643",1,"73 ",
公寓,WXA01139,13412.0,安平里,臺北市松山區南京東路五段291巷29弄8號,"25.052771,121.566612",1,"153 ",
公寓,WXA01144,13413.0,安平里,臺北市松山區南京東路五段291巷5弄1號,"25.052033,121.566425",1,"268 ",
公寓,WXA01145,13414.0,安平里,臺北市松山區南京東路五段291巷5弄10號,"25.051893,121.566613",1,"101 ",
公寓,WXA01146,13415.0,安平里,臺北市松山區南京東路五段291巷5弄13號,"25.052043,121.566757",1,"164 ",
公寓,WXA01147,13416.0,安平里,臺北市松山區南京東路五段291巷5弄2號,"25.051898,121.566425",1,"98 ",
公寓,WXA01148,13417.0,安平里,臺北市松山區南京東路五段291巷5弄24號,"25.051881,121.567035",1,"109 ",
公寓,WXA01625,13418.0,安平里,臺北市松山區寶清街34號,"25.052724,121.567756",1,"252 ",
大樓,WXA01769,13419.0,安平里,臺北市松山區南京東路五段343號,"25.051556,121.567646",2,"1120 ",
公寓,WXA01886,13420.0,安平里,臺北市松山區南京東路五段291巷29弄6號,"25.052782,121.566545",2,"254 ",
公寓,WXA01124,13421.0,安平里,臺北市松山區南京東路五段291巷51號,"25.053761,121.566111",1,"40 ",
公寓,WXA01137,13422.0,安平里,臺北市松山區南京東路五段291巷29弄35號,"25.052918,121.567241",1,"438 ",
公寓,WXA01143,13423.0,安平里,臺北市松山區南京東路五段291巷47弄39號,"25.05372,121.567199",1,"290 ",
公寓,WXA01626,13424.0,安平里,臺北市松山區寶清街38號,"25.052904,121.567704",1,"233 ",
公寓,WXA01628,13425.0,安平里,臺北市松山區寶清街46號,"25.053252,121.567563",1,"74 ",
大樓,WXA01861,13426.0,安平里,臺北市松山區健康路406號,"25.054082,121.566351",4,"4000 ",
公寓,WXA01878,13427.0,安平里,臺北市松山區南京東路五段291巷29弄29號,"25.05293,121.567066",1,"130 ",
大樓,WXA00876,13428.0,安平里,臺北市松山區健康路290號,"25.054071,121.56529",1,"441 ",
公寓,WXA01098,13429.0,安平里,臺北市松山區南京東路五段251巷21號,"25.052707,121.565179",1,"62 ",
公寓,WXA01099,13430.0,安平里,臺北市松山區南京東路五段251巷33號,"25.053191,121.565185",1,"173 ",
公寓,WXA01121,13431.0,安平里,臺北市松山區南京東路五段291巷36號,"25.052976,121.566104",1,"54 ",
公寓,WXA01122,13432.0,安平里,臺北市松山區南京東路五段291巷46號,"25.053578,121.56609",1,"89 ",
公寓,WXA01123,13433.0,安平里,臺北市松山區南京東路五段291巷50號,"25.053761,121.566111",1,"100 ",
公寓,WXA01133,13434.0,安平里,臺北市松山區南京東路五段291巷20弄19號,"25.05255,121.565359",1,"318 ",
公寓,WXA01134,13435.0,安平里,臺北市松山區南京東路五段291巷20弄27號,"25.052534,121.565175",1,"106 ",
公寓,WXA01141,13436.0,安平里,臺北市松山區南京東路五段291巷44弄25號,"25.053569,121.565507",1,"236 ",
公寓,WXA01149,13437.0,安平里,臺北市松山區南京東路五段291巷6弄6號,"25.051908,121.565772",1,"298 ",
公寓,WXA01749,13438.0,安平里,臺北市松山區南京東路五段291巷44弄23號,"25.053433,121.565601",1,"109 ",
公寓,WXA01760,13439.0,安平里,臺北市松山區南京東路五段291巷20弄8-14號,"25.052375,121.565745",1,"544 ",
大樓,WXA01836,13440.0,安平里,臺北市松山區南京東路五段291巷34弄2號,"25.052819,121.565873",1,"353 ",
公寓,WXA01860,13441.0,安平里,臺北市松山區南京東路五段251巷37號,"25.053325,121.565186",1,"251 ",
公寓,WXA01873,13442.0,安平里,臺北市松山區南京東路五段291巷20弄4號,"25.052374,121.565836",1,"201 ",
公寓,WXA00028,13443.0,安平里,臺北市松山區南京東路五段251巷46弄2號,"25.053453,121.565057",1,"114 ",
大樓,WXA00350,13444.0,安平里,臺北市松山區三民路8號之1,"25.052294,121.563974",1,"2666 ",
公寓,WXA00875,13445.0,安平里,臺北市松山區南京東路五段251巷32弄2號,"25.053025,121.564896",1,"28 ",
公寓,WXA00880,13446.0,安平里,臺北市松山區三民路6號,"25.052168,121.563936",1,"94 ",
大廈,WXA01043,13447.0,安平里,臺北市松山區南京東路五段213號,"25.051608,121.564007",3,"396 ",
公寓,WXA01100,13448.0,安平里,臺北市松山區南京東路五段251巷34號,"25.053008,121.565066",1,"61 ",
公寓,WXA01101,13449.0,安平里,臺北市松山區南京東路五段251巷38號,"25.053191,121.565074",1,"114 ",
公寓,WXA01102,13450.0,安平里,臺北市松山區南京東路五段251巷22弄14號,"25.052057,121.564736",1,"136 ",
公寓,WXA01103,13451.0,安平里,臺北市松山區南京東路五段251巷22弄20號,"25.052078,121.564583",1,"125 ",
公寓,WXA01104,13452.0,安平里,臺北市松山區南京東路五段251巷22弄24號,"25.05208,121.564479",1,"141 ",
公寓,WXA01105,13453.0,安平里,臺北市松山區南京東路五段251巷22弄32號,"25.052085,121.564259",1,"253 ",
公寓,WXA01106,13454.0,安平里,臺北市松山區南京東路五段251巷22弄4號,"25.052081,121.565005",1,"165 ",
公寓,WXA01107,13455.0,安平里,臺北市松山區南京東路五段251巷24弄12號,"25.052565,121.564637",1,"428 ",
公寓,WXA01108,13456.0,安平里,臺北市松山區南京東路五段251巷24弄18號,"25.052572,121.564407",1,"401 ",
公寓,WXA01109,13457.0,安平里,臺北市松山區南京東路五段251巷24弄2號,"25.052531,121.56502",1,"624 ",
公寓,WXA01110,13458.0,安平里,臺北市松山區南京東路五段251巷24弄22號,"25.05256,121.564182",1,"549 ",
公寓,WXA01111,13459.0,安平里,臺北市松山區南京東路五段251巷24弄23號,"25.052354,121.564475",1,"440 ",
公寓,WXA01112,13460.0,安平里,臺北市松山區南京東路五段251巷24弄3號,"25.052349,121.565015",1,"344 ",
公寓,WXA01113,13461.0,安平里,臺北市松山區南京東路五段251巷24弄33號,"25.052371,121.564192",1,"257 ",
公寓,WXA01114,13462.0,安平里,臺北市松山區南京東路五段251巷24弄37號,"25.052371,121.564116",1,"241 ",
公寓,WXA01115,13463.0,安平里,臺北市松山區南京東路五段251巷32弄1號,"25.052885,121.564902",1,"174 ",
公寓,WXA01117,13464.0,安平里,臺北市松山區南京東路五段251巷32弄10號,"25.053182,121.564528",1,"344 ",
公寓,WXA01118,13465.0,安平里,臺北市松山區南京東路五段251巷32弄8號,"25.053031,121.564688",2,"57 ",
大樓,WXA01728,13466.0,安平里,臺北市松山區南京東路五段251巷46弄5號,"25.053349,121.56483",1,"180 ",
大樓,WXA01843,13467.0,安平里,臺北市松山區南京東路五段235號,"25.051608,121.564857",4,"2058 ",
大樓,WXA01845,13468.0,安平里,臺北市松山區三民路38號,"25.05328,121.563995",2,"230 ",
大樓,WXA01881,13469.0,安平里,臺北市松山區三民路18號,"25.052761,121.563964",2,"633 ",
大樓,WXA01150,13548.0,自強里,臺北市松山區自強里三民路68巷2-10號,"25.055063,121.563974",1,"1080 ",
大樓,WXA01795,13549.0,自強里,臺北市松山區三民路29巷2號,"25.055094,121.563153",1,"6066 ",
大樓,WXA01907,13550.0,自強里,臺北市松山區健康路285號,"25.054335,121.564085",1,"2890 ",
大樓,WXA01723,13551.0,自強里,臺北市松山區三民路70號,"25.055385,121.563901",1,"5280 ",
大樓,WXA00686,13552.0,自強里,臺北市松山區三民路80巷2號,"25.056159,121.563946",1,"1280 ",
大樓,WXA00687,13553.0,自強里,臺北市松山區三民路80巷10號,"25.05619,121.565021",1,"1280 ",
大樓,WXA00701,13554.0,自強里,臺北市松山區三民路74巷5號,"25.055859,121.564356",1,"1280 ",
大樓,WXA00686,13555.0,自強里,臺北市松山區三民路80號,"25.055627,121.564001",1,"1973 ",
大樓,WXA01792,13556.0,自強里,臺北市松山區延壽街330巷7弄11號,"25.055515,121.561713",1,"5134 ",
大樓,WXA01793,13557.0,自強里,臺北市松山區三民路35巷2號,"25.055766,121.5634",1,"4380 ",
大樓,WXA01796,13558.0,自強里,臺北市松山區三民路80巷3號,"25.056576,121.564083",1,"4582 ",
大樓,WXA01797,13559.0,自強里,臺北市松山區延壽街330巷5號,"25.055748,121.560471",1,"6053 ",
大樓,WXA00916,13560.0,自強里,臺北市松山區延壽街330巷17弄2號,"25.054563,121.560598",1,"1601 ",
大樓,WXA01800,13561.0,自強里,臺北市松山區健康路225巷2號,"25.054475,121.562511",2,"8148 ",
大樓,WXA00689,13562.0,自強里,臺北市松山區健康路185巷16-20號,"25.054967,121.561554",1,"3932 ",
大樓,WXA00690,13563.0,自強里,臺北市松山區延壽街330巷7弄2-14號,"25.055135,121.560781",1,"3978 ",
健康國小,WXA01738,14686.0,自強里,臺北市松山區延壽街168號,"25.056622,121.562923",2,"11424 ",
大樓,WXA00743,14515.0,東光里,臺北市松山區光復北路133號,"25.052727,121.557182",1,"402 ",
公寓,WXA01050,14516.0,東光里,臺北市松山區南京東路五段31號,"25.051735,121.558232",1,"208 ",
公寓,WXA01090,14517.0,東光里,臺北市松山區南京東路五段23巷15弄19號,"25.053011,121.557222",1,"454 ",
大樓,WXA01091,14518.0,東光里,臺北市松山區南京東路五段33號,"25.051734,121.558319",3,"396 ",
公寓,WXA01256,14519.0,東光里,臺北市松山區三民路9號,"25.053775,121.563565",1,"2196 ",
大樓,WXA01231,14520.0,東光里,臺北市松山區光復北路137號,"25.052879,121.557016",1,"208 ",
大樓,WXA01260,14521.0,東光里,臺北市松山區健康路162號之2,"25.053245,121.557917",2,"1024 ",
大樓,WXA01772,14522.0,東光里,臺北市松山區健康路152-156號,"25.053405,121.557169",2,"5869 ",
公寓,WXA01773,14523.0,東光里,臺北市松山區南京東路五段1號,"25.05177,121.557434",1,"1349 ",
公寓,WXA00369,14524.0,東光里,臺北市松山區南京東路五段59巷28弄1號之25,"25.052665,121.559101",1,"354 ",
大樓,WXA01162,14525.0,東光里,臺北市松山區南京東路五段59巷28弄11號,"25.052689,121.55873",1,"1152 ",
公寓,WXA01163,14526.0,東光里,臺北市松山區南京東路五段59巷30弄12號,"25.052959,121.558708",1,"1128 ",
公寓,WXA01259,14527.0,東光里,臺北市松山區健康路168號,"25.053653,121.558334",1,"2209 ",
大樓,WXA01874,14528.0,東光里,臺北市松山區南京東路五段23巷20號,"25.053522,121.55811",1,"109 ",
大樓,WXA01743,14529.0,東光里,臺北市松山區南京東路五段59巷29弄1號之2,"25.053118,121.559522",2,"1456 ",
大樓,WXA00950,14530.0,東光里,臺北市松山區南京東路五段99號,"25.051697,121.56047",3,"565 ",
大樓,WXA01069,14531.0,東光里,臺北市松山區南京東路五段61號,"25.051718,121.559271",1,"1853 ",
大樓,WXA01785,14532.0,東光里,臺北市松山區南京東路五段161號,"25.051645,121.562252",1,"2132 ",
大樓,WXA01075,14533.0,東光里,臺北市松山區南京東路五段89號,"25.051701,121.560212",3,"658 ",
大樓,WXA01076,14534.0,東光里,臺北市松山區南京東路五段123巷25號,"25.052643,121.560721",1,"282 ",
公寓,WXA01077,14535.0,東光里,臺北市松山區南京東路五段123巷1弄19號,"25.052182,121.559763",1,"206 ",
大樓,WXA01858,14536.0,東光里,臺北市松山區南京東路五段165號,"25.051653,121.562864",1,"2566 ",
大樓,WXA01221,14537.0,東光里,臺北市松山區南京東路五段71號,"25.051715,121.559562",1,"1018 ",
公寓,WXA01257,14538.0,東光里,臺北市松山區南京東路五段97號,"25.051697,121.560288",1,"394 ",
大樓,WXA00430,14539.0,東光里,臺北市松山區南京東路五段59巷28弄2號,"25.052485,121.559102",1,"262 ",
公寓,WXA01061,14540.0,東光里,臺北市松山區南京東路五段37號,"25.051725,121.558618",1,"1962 ",
大樓,WXA00634,14541.0,東光里,臺北市松山區健康路264號,"25.053953,121.563104",1,"874 ",
公寓,WXA01022,14542.0,東光里,臺北市松山區南京東路五段125號,"25.051721,121.561035",3,"2492 ",
大樓,WXA01023,14543.0,東光里,臺北市松山區南京東路五段145號之1,"25.051663,121.561875",1,"212 ",
大樓,WXA01030,14544.0,東光里,臺北市松山區東光里34鄰南京東路五段163號,"25.051655,121.562468",2,"1005 ",
大樓,WXA01034,14545.0,東光里,臺北市松山區東光里34鄰南京東路五段171號,"25.051622,121.56352",2,"942 ",
大樓,WXA01078,14546.0,東光里,臺北市松山區南京東路五段147巷3號,"25.051945,121.561916",1,"192 ",
西松國小,WXA01034,14724.0,東光里,臺北市松山區南京東路五段147巷16號,"25.053162,121.562091",1,"225 ",
公寓,WXA00554,14547.0,東昌里,臺北市松山區民生東路四段112巷5弄5號,"25.057075,121.554551",1,"166 ",
公寓,WXA00555,14548.0,東昌里,臺北市松山區民生東路四段112巷5弄8號,"25.056948,121.554603",1,"106 ",
公寓,WXA00526,14549.0,東昌里,臺北市松山區民生東路四段80巷13號,"25.056414,121.553068",1,"78 ",
公寓,WXA00527,14550.0,東昌里,臺北市松山區民生東路四段80巷3號,"25.05734,121.553107",1,"38 ",
公寓,WXA00528,14551.0,東昌里,臺北市松山區民生東路四段80巷7號,"25.057102,121.553124",1,"1846 ",
公寓,WXA00529,14552.0,東昌里,臺北市松山區民生東路四段80巷1弄2號,"25.057547,121.55314",1,"147 ",
公寓,WXA00560,14553.0,東昌里,臺北市松山區民生東路四段112巷7弄3號,"25.05673,121.554663",1,"129 ",
公寓,WXA00531,14554.0,東昌里,臺北市松山區民生東路四段80巷11弄11號,"25.056768,121.553653",1,"166 ",
公寓,WXA00532,14555.0,東昌里,臺北市松山區民生東路四段80巷11弄15號,"25.056746,121.553732",1,"458 ",
公寓,WXA00533,14556.0,東昌里,臺北市松山區民生東路四段80巷11弄21號,"25.056747,121.553914",1,"145 ",
大樓,WXA00534,14557.0,東昌里,臺北市松山區民生東路四段80巷11弄23號,"25.056926,121.554094",1,"630 ",
公寓,WXA00535,14558.0,東昌里,臺北市松山區民生東路四段80巷11弄7號,"25.056735,121.553458",1,"77 ",
公寓,WXA00561,14559.0,東昌里,臺北市松山區民生東路四段112巷7弄7號,"25.056718,121.554848",1,"160 ",
