編號,村里別,地址,建築物名稱,類別,地下樓層數,可容納人數,電腦編號,緯經度,備註,placemark_address
49.0,柑井里,彰化縣和美鎮柑井里彰美路4段89巷22號,富山精機,地下室,1.0,4744.0,JPA00101,24.102902087537988，120.51352938122515,,彰化縣和美鎮柑井里彰美路4段89巷22號
50.0,柑井里,彰化縣和美鎮柑井里彰美路4段89巷15號,裕昌五金,地下室,1.0,993.0,JPA00280,24.10279085325961，120.51369255423786,,彰化縣和美鎮柑井里彰美路4段89巷15號
51.0,中圍里,彰化縣和美鎮中圍里彰新路3段616號,泉新工業公司,地下室,1.0,162.0,JPA00101,24.116637532070193，120.52807913889635,,彰化縣和美鎮中圍里彰新路3段616號
52.0,犁盛里,彰化縣和美鎮犁盛里彰新路2段290號,大立紡織廠,地下室,1.0,80.0,JPA00009,24.10000859417697，120.53498173704766,,彰化縣和美鎮犁盛里彰新路2段290號
53.0,犁盛里,彰化縣和美鎮犁盛里彰新路2段500號,新庄國小,地下室,1.0,82.0,JPA00054,24.10458236389492，120.53362055423779,,彰化縣和美鎮犁盛里彰新路2段500號
54.0,犁盛里,彰化縣和美鎮犁盛里彰新路2段500號,新庄國小,地下室,1.0,186.0,JPA00057,24.10458236389492，120.53362055423779,,彰化縣和美鎮犁盛里彰新路2段500號
55.0,犁盛里,彰化縣和美鎮犁盛里彰新路2段247號,鏗隆公司,地下室,1.0,49.0,JPA00068,24.09909890252502，120.5349707965669,,彰化縣和美鎮犁盛里彰新路2段247號
56.0,犁盛里,彰化縣和美鎮犁盛里彰新路2段267號,聖崇實業公司,地下室,1.0,973.0,JPA00072,24.099269746085305，120.53500773889593,,彰化縣和美鎮犁盛里彰新路2段267號
57.0,犁盛里,彰化縣和美鎮犁盛里彰新路2段500號,新庄國小,地下室,1.0,65.0,JPA00068,24.10465091696007，120.5336420119087,,彰化縣和美鎮犁盛里彰新路2段500號
58.0,犁盛里,彰化縣和美鎮犁盛里彰新路2段362號,茂成紡織公司,地下室,1.0,476.0,JPA00093,24.10182347707665，120.53445151190866,,彰化縣和美鎮犁盛里彰新路2段362號
59.0,犁盛里,彰化縣和美鎮犁盛里彰新路2段500號,新庄國小,地下室,1.0,1050.0,JPA00210,24.10465091696007，120.5336420119087,,彰化縣和美鎮犁盛里彰新路2段500號
60.0,新庄里,彰化縣和美鎮新庄里彰美路2段106號,三五橡膠,地下室,1.0,120.0,JPA00093,24.093784308455696，120.53200885423757,,彰化縣和美鎮新庄里彰美路2段106號
61.0,新庄里,彰化縣和美鎮新庄里彰美路2段155巷2號,三五橡膠,地下室,1.0,18.0,JPA00210,24.09411730821343，120.53069993631149,,彰化縣和美鎮新庄里彰美路2段155巷2號
62.0,新庄里,彰化縣和美鎮新庄里彰美路2段155巷4號,三五橡膠,地下室,1.0,18.0,JPA00006,24.094068337715097，120.5309574283625,,彰化縣和美鎮新庄里彰美路2段155巷4號
63.0,新庄里,彰化縣和美鎮新庄里彰美路2段155巷6號,三五橡膠,地下室,1.0,18.0,JPA00014,24.094068337715097，120.5309574283625,,彰化縣和美鎮新庄里彰美路2段155巷6號
64.0,新庄里,彰化縣和美鎮新庄里彰美路2段155巷8號,三五橡膠,地下室,1.0,18.0,JPA00015,24.094068337715097，120.5309574283625,,彰化縣和美鎮新庄里彰美路2段155巷8號
65.0,新庄里,彰化縣和美鎮新庄里彰美路2段155巷10號,民宅,地下室,1.0,18.0,JPA00016,24.094068337715097，120.5309574283625,,彰化縣和美鎮新庄里彰美路2段155巷10號
66.0,新庄里,彰化縣和美鎮新庄里彰美路2段155巷12號,民宅,地下室,1.0,18.0,JPA00017,24.094068337715097，120.5309574283625,,彰化縣和美鎮新庄里彰美路2段155巷12號
68.0,新庄里,彰化縣和美鎮新庄里彰美路2段155巷16號,民宅,地下室,1.0,18.0,JPA00019,24.094068337715097，120.5309574283625,,彰化縣和美鎮新庄里彰美路2段155巷16號
69.0,新庄里,彰化縣和美鎮新庄里彰美路2段155巷18號,楊家電子,地下室,1.0,18.0,JPA00020,24.094068337715097，120.5309574283625,,彰化縣和美鎮新庄里彰美路2段155巷18號
70.0,新庄里,彰化縣和美鎮新庄里彰美路2段155巷20號,楊家電子,地下室,1.0,18.0,JPA00021,24.094068337715097，120.5309574283625,,彰化縣和美鎮新庄里彰美路2段155巷20號
71.0,新庄里,彰化縣和美鎮新庄里彰美路2段155巷22號,楊家電子,地下室,1.0,18.0,JPA00022,24.094068337715097，120.5309574283625,,彰化縣和美鎮新庄里彰美路2段155巷22號
72.0,新庄里,彰化縣和美鎮新庄里彰美路2段155巷24號,楊家電子,地下室,1.0,18.0,JPA00023,24.094068337715097，120.5309574283625,,彰化縣和美鎮新庄里彰美路2段155巷24號
73.0,新庄里,彰化縣和美鎮新庄里彰美路2段155巷26號,民宅,地下室,1.0,18.0,JPA00024,24.094068337715097，120.5309574283625,,彰化縣和美鎮新庄里彰美路2段155巷26號
74.0,新庄里,彰化縣和美鎮新庄里彰美路2段155巷28號,民宅,地下室,1.0,18.0,JPA00025,24.094068337715097，120.5309574283625,,彰化縣和美鎮新庄里彰美路2段155巷28號
75.0,新庄里,彰化縣和美鎮新庄里彰美路2段155巷30號,民宅,地下室,1.0,18.0,JPA00026,24.094068337715097，120.5309574283625,,彰化縣和美鎮新庄里彰美路2段155巷30號
76.0,新庄里,彰化縣和美鎮新庄里彰美路2段155巷32號,民宅,地下室,1.0,18.0,JPA00027,24.094068337715097，120.5309574283625,,彰化縣和美鎮新庄里彰美路2段155巷32號
77.0,新庄里,彰化縣和美鎮新庄里彰美路2段155巷34號,民宅,地下室,1.0,18.0,JPA00028,24.094068337715097，120.5309574283625,,彰化縣和美鎮新庄里彰美路2段155巷34號
78.0,新庄里,彰化縣和美鎮新庄里彰美路2段155巷36號,民宅,地下室,1.0,18.0,JPA00029,24.094068337715097，120.5309574283625,,彰化縣和美鎮新庄里彰美路2段155巷36號
79.0,新庄里,彰化縣和美鎮新庄里彰美路2段157號,民宅,地下室,1.0,38.0,JPA00030,24.094340060282146，120.53075992725026,,彰化縣和美鎮新庄里彰美路2段157號
80.0,新庄里,彰化縣和美鎮新庄里彰美路2段159號,皇榮工業社,地下室,1.0,32.0,JPA00031,24.094340060282146，120.53075992725026,,彰化縣和美鎮新庄里彰美路2段159號
81.0,新庄里,彰化縣和美鎮新庄里彰美路2段161號,耀賓工業,地下室,1.0,18.0,JPA00039,24.09433590719051，120.53063213889577,,彰化縣和美鎮新庄里彰美路2段161號
82.0,新庄里,彰化縣和美鎮新庄里彰美路2段106號,三五橡膠,地下室,1.0,214.0,JPA00040,24.09375492608258，120.53198739656662,,彰化縣和美鎮新庄里彰美路2段106號
83.0,新庄里,彰化縣和美鎮新庄里彰美路2段208巷1號之13,富家企業社,地下室,1.0,908.0,JPA00041,24.095358028750173，120.52996398122492,,彰化縣和美鎮新庄里彰美路2段208巷1號之13
84.0,糖友里,彰化縣和美鎮糖友里東萊路79巷1號,新都管理室,地下室,1.0,2584.0,JPA00138,24.105880207826726，120.53363871006061,,彰化縣和美鎮糖友里東萊路79巷1號
85.0,塗厝里,彰化縣和美鎮塗厝里彰新路5段310號,培英國小,地下室,1.0,602.0,JPA00065,24.13503299488519，120.5104955542386,,彰化縣和美鎮塗厝里彰新路5段310號
86.0,塗厝里,彰化縣和美鎮塗厝里彰新路5段310號,培英國小,地下室,1.0,612.0,JPA00138,24.13503299488519，120.5104955542386,,彰化縣和美鎮塗厝里彰新路5段310號
87.0,好修里,彰化縣和美鎮好修里北圍路91號,勝隆纖維,地下室,1.0,293.0,JPA00208,24.135092230313575，120.491820253933,,彰化縣和美鎮好修里北圍路91號
88.0,湖內里,彰化縣和美鎮湖內里工一路7號,民宅,地下室,1.0,53.0,JPA00234,24.15885761318791，120.51200310821373,,彰化縣和美鎮湖內里工一路7號
89.0,湖內里,彰化縣和美鎮湖內里工東三路8號,中聯資源股份有限公司,地下室,1.0,226.0,JPA00150,24.154805820952145，120.51571706958111,,彰化縣和美鎮湖內里工東三路8號
90.0,湖內里,彰化縣和美鎮湖內里工東三路3號,弘裕實業股份有限公司,地下室,1.0,212.0,JPA00078,24.154805820952145，120.51571706958111,,彰化縣和美鎮湖內里工東三路3號
91.0,湖內里,彰化縣和美鎮湖內里興工路262號,民宅,地下室,1.0,80.0,JPA00294,24.15807103625357，120.51026865239112,,彰化縣和美鎮湖內里興工路262號
92.0,湖內里,彰化縣和美鎮湖內里工一路1號,民宅,地下室,1.0,406.0,JPA00221,24.15878176750713，120.5137345388974,,彰化縣和美鎮湖內里工一路1號
93.0,湖內里,彰化縣和美鎮湖內里工東三路7號,中聯資源股份有限公司,地下室,1.0,158.0,JPA00261,24.15878176750713，120.5137345388974,,彰化縣和美鎮湖內里工東三路7號
94.0,湖內里,彰化縣和美鎮湖內里興工路264號,福裕實業股份有限公司,地下室,1.0,296.0,JPA00224,24.158407578889037，120.51021872540375,,彰化縣和美鎮湖內里興工路264號
95.0,溪底村,彰化縣伸港鄉溪底村興工路61之1號,鐘昱公司,地下室,1.0,270.0,JPA00198,24.16800524181968，120.51088369841679,,彰化縣伸港鄉溪底村興工路61之1號
96.0,溪底村,彰化縣伸港鄉溪底村興工路39號,民宅,地下室,1.0,124.0,JPA00288,24.163716470245593，120.5106160677331,,彰化縣伸港鄉溪底村興工路39號
97.0,溪底村,彰化縣伸港鄉溪底村興工路61之1號,隴鈦公司,地下室,1.0,186.0,JPA00229,24.168034607140445，120.51079786773313,,彰化縣伸港鄉溪底村興工路61之1號
98.0,溪底村,彰化縣伸港鄉溪底村工西一路4號,民宅,地下室,1.0,154.0,JPA00212,24.164729301934134，120.50825252355581,,彰化縣伸港鄉溪底村工西一路4號
99.0,溪底村,彰化縣伸港鄉溪底村工西二路6號,達豐鐵材,地下室,1.0,370.0,JPA00034,24.170456426141705，120.50611608122682,,彰化縣伸港鄉溪底村工西二路6號
100.0,溪底村,彰化縣伸港鄉溪底村工西二路9號,鵬隆公司,地下室,1.0,48.0,JPA00055,24.170413114488383，120.50683013889774,,彰化縣伸港鄉溪底村工西二路9號
101.0,溪底村,彰化縣伸港鄉溪底村工西二路4號,平成百鐵公司,地下室,1.0,222.0,JPA00063,24.169441174469416，120.50607664074592,,彰化縣伸港鄉溪底村工西二路4號
102.0,溪底村,彰化縣伸港鄉溪底村興工路37號,冠財工業公司,地下室,1.0,49.0,JPA00066,24.163087593918398，120.51064629656837,,彰化縣伸港鄉溪底村興工路37號
103.0,溪底村,彰化縣伸港鄉溪底村興工路63號,峰暉鋼鐵公司,地下室,1.0,173.0,JPA00077,24.169952726991504，120.51064639656873,,彰化縣伸港鄉溪底村興工路63號
104.0,溪底村,彰化縣伸港鄉溪底村工東一路38號,財福紡織,地下室,1.0,45.0,JPA00090,24.165347700748736，120.51204649656853,,彰化縣伸港鄉溪底村工東一路38號
105.0,溪底村,彰化縣伸港鄉溪底村興工路64號,大成長城企業,地下室,1.0,913.0,JPA00091,24.17061820238531，120.5101392695814,,彰化縣伸港鄉溪底村興工路64號
106.0,溪底村,彰化縣伸港鄉溪底村工東一路31號,享祥沙綿公司,地下室,1.0,45.0,JPA00102,24.16355048260063，120.51220513889756,,彰化縣伸港鄉溪底村工東一路31號
107.0,溪底村,彰化縣伸港鄉溪底村工西一路4號,民宅,地下室,1.0,154.0,JPA00104,24.164699935853232，120.50843491375862,,彰化縣伸港鄉溪底村工西一路4號
108.0,溪底村,彰化縣伸港鄉溪底村工西二路7號,民宅,地下室,1.0,174.0,JPA00107,24.169551550991155，120.50683703889767,,彰化縣伸港鄉溪底村工西二路7號
109.0,溪底村,彰化縣伸港鄉溪底村工東一路44號,永桂公司,地下室,1.0,70.0,JPA00137,24.166241744659622，120.5121336119104,,彰化縣伸港鄉溪底村工東一路44號
110.0,溪底村,彰化縣伸港鄉溪底村工西路60號,弘裕企業,地下室,1.0,517.0,JPA00139,24.16898935185355，120.50825441191047,,彰化縣伸港鄉溪底村工西路60號
111.0,溪底村,彰化縣伸港鄉溪底村工六路2號,周振社企業,地下室,1.0,86.0,JPA00140,24.166133676450876，120.50945589472029,,彰化縣伸港鄉溪底村工六路2號
112.0,溪底村,彰化縣伸港鄉溪底村工三路1號,華豐紙公司,地下室,1.0,105.0,JPA00141,24.162839538991342，120.51407129656835,,彰化縣伸港鄉溪底村工三路1號
113.0,溪底村,彰化縣伸港鄉溪底村興工路61號,瓏鈦企業有限公司,地下室,1.0,98.0,JPA00143,24.168073760890955，120.51091588492316,,彰化縣伸港鄉溪底村興工路61號
114.0,溪底村,彰化縣伸港鄉溪底村工東一路42號,泰進興業公司,地下室,1.0,33.0,JPA00144,24.16588127697333，120.51147326773302,,彰化縣伸港鄉溪底村工東一路42號
115.0,溪底村,彰化縣伸港鄉溪底村興工路62號,來絡公司,地下室,1.0,666.0,JPA00146,24.169581357654003，120.51034526773317,,彰化縣伸港鄉溪底村興工路62號
116.0,溪底村,彰化縣伸港鄉溪底村工東一路36號,泰成紡織,地下室,1.0,82.0,JPA00147,24.164935969378853，120.51190846773301,,彰化縣伸港鄉溪底村工東一路36號
117.0,溪底村,彰化縣伸港鄉溪底村工三路3號,晨裕紡織,地下室,1.0,214.0,JPA00148,24.163204338376044，120.51286045423933,,彰化縣伸港鄉溪底村工三路3號
118.0,溪底村,彰化縣伸港鄉溪底村工西二路61號,大東公司,地下室,1.0,918.0,JPA00151,24.170411514491214，120.50667804074588,,彰化縣伸港鄉溪底村工西二路61號
119.0,溪底村,彰化縣伸港鄉溪底村工八路9號,獻麒紡織,地下室,1.0,834.0,JPA00152,24.171611176924962，120.50678271191053,,彰化縣伸港鄉溪底村工八路9號
120.0,溪底村,彰化縣伸港鄉溪底村興工路39號,立富實業公司,地下室,1.0,124.0,JPA00153,24.16368710393177，120.51058388122671,,彰化縣伸港鄉溪底村興工路39號
121.0,溪底村,彰化縣伸港鄉溪底村興工路41號,祥聖針織公司,地下室,1.0,60.0,JPA00154,24.163861982170655，120.51068136773301,,彰化縣伸港鄉溪底村興工路41號
122.0,溪底村,彰化縣伸港鄉溪底村工東一路26號,鑫興有限公司,地下室,1.0,84.0,JPA00155,24.163732837484545，120.51198763889752,,彰化縣伸港鄉溪底村工東一路26號
123.0,溪底村,彰化縣伸港鄉溪底村工五路5號,民宅,地下室,1.0,82.0,JPA00156,24.167392277297832，120.51099595423952,,彰化縣伸港鄉溪底村工五路5號
124.0,溪底村,彰化縣伸港鄉溪底村工東一路35號,民宅,地下室,1.0,105.0,JPA00157,24.164387668804718，120.5122203965685,,彰化縣伸港鄉溪底村工東一路35號
125.0,溪底村,彰化縣伸港鄉溪底村工五路6號,勝峰鋼鐵公司,地下室,1.0,90.0,JPA00158,24.167315642930216，120.5113079560877,,彰化縣伸港鄉溪底村工五路6號
126.0,溪底村,彰化縣伸港鄉溪底村工東一路33號,彰化紙器公司,地下室,1.0,24.0,JPA00159,24.163892924983397，120.51240222540392,,彰化縣伸港鄉溪底村工東一路33號
127.0,溪底村,彰化縣伸港鄉溪底村工東一路29號,廣進塑膠公司,地下室,1.0,50.0,JPA00160,24.16328979414443，120.51228756958123,,彰化縣伸港鄉溪底村工東一路29號
128.0,溪底村,彰化縣伸港鄉溪底村工西一路66號,民宅,地下室,1.0,94.0,JPA00161,24.16997392695577，120.50830511006227,,彰化縣伸港鄉溪底村工西一路66號
129.0,溪底村,彰化縣伸港鄉溪底村工西一路11號,民宅,地下室,1.0,289.0,JPA00162,24.165386889334915，120.50851392540399,,彰化縣伸港鄉溪底村工西一路11號
130.0,溪底村,彰化縣伸港鄉溪底村工東一路43號,民宅,地下室,1.0,20.0,JPA00163,24.16676622092083，120.51222902540404,,彰化縣伸港鄉溪底村工東一路43號
131.0,溪底村,彰化縣伸港鄉溪底村工西一路1號,民宅,地下室,1.0,41.0,JPA00164,24.163758948657463，120.50721605423934,,彰化縣伸港鄉溪底村工西一路1號
132.0,溪底村,彰化縣伸港鄉溪底村興工路38號,民宅,地下室,1.0,314.0,JPA00165,24.16005435462207，120.50997312540385,,彰化縣伸港鄉溪底村興工路38號
133.0,溪底村,彰化縣伸港鄉溪底村工六路6號,民宅,地下室,1.0,49.0,JPA00166,24.16616186499582，120.50693598492312,,彰化縣伸港鄉溪底村工六路6號
134.0,溪底村,彰化縣伸港鄉溪底村工東三路4號,民宅,地下室,1.0,244.0,JPA00168,24.152035588169056，120.51621395423909,,彰化縣伸港鄉溪底村工東三路4號
135.0,溪底村,彰化縣伸港鄉溪底村工東一路45號,民宅,地下室,1.0,108.0,JPA00169,24.16728067407623，120.51241497142948,,彰化縣伸港鄉溪底村工東一路45號
136.0,溪底村,彰化縣伸港鄉溪底村興工路58號,民宅,地下室,1.0,1245.0,JPA00170,24.167688961717097，120.51038345423953,,彰化縣伸港鄉溪底村興工路58號
137.0,溪底村,彰化縣伸港鄉溪底村興工路34號,民宅,地下室,1.0,226.0,JPA00171,24.15898313702756，120.50994046773293,,彰化縣伸港鄉溪底村興工路34號
138.0,溪底村,彰化縣伸港鄉溪底村興工路33號,民宅,地下室,1.0,394.0,JPA00172,24.15919507774199，120.51027839472016,,彰化縣伸港鄉溪底村興工路33號
139.0,溪底村,彰化縣伸港鄉溪底村興工路50號,民宅,地下室,1.0,246.0,JPA00173,24.16249403957404，120.51031156773298,,彰化縣伸港鄉溪底村興工路50號
140.0,溪底村,彰化縣伸港鄉溪底村工三路2號,民宅,地下室,1.0,1174.0,JPA00174,24.16266362837324，120.51420206191027,,彰化縣伸港鄉溪底村工三路2號
141.0,溪底村,彰化縣伸港鄉溪底村興工路63之1號,隴鈦銅器公司,地下室,1.0,60.0,JPA00175,24.169952726991504，120.51066785423966,,彰化縣伸港鄉溪底村興工路63之1號
142.0,溪底村,彰化縣伸港鄉溪底村工一路5號,民宅,地下室,1.0,373.0,JPA00176,24.158554502953724，120.51246099656832,,彰化縣伸港鄉溪底村工一路5號
143.0,溪底村,彰化縣伸港鄉溪底村興工路66號,慶染工業,地下室,1.0,46.0,JPA00179,24.1725412226239，120.51006672355592,,彰化縣伸港鄉溪底村興工路66號
144.0,溪底村,彰化縣伸港鄉溪底村工東一路30號,民宅,地下室,1.0,65.0,JPA00180,24.16410906940274，120.51185953889741,,彰化縣伸港鄉溪底村工東一路30號
145.0,溪底村,彰化縣伸港鄉溪底村興工路66號,金山機械公司,地下室,1.0,452.0,JPA00181,24.172570586901312，120.51016328307506,,彰化縣伸港鄉溪底村興工路66號
146.0,溪底村,彰化縣伸港鄉溪底村興工路49號,彰濱公司,地下室,1.0,85.0,JPA00183,24.165469189170775，120.5105751947204,,彰化縣伸港鄉溪底村興工路49號
147.0,溪底村,彰化縣伸港鄉溪底村工西二路2號,桂宏公司,地下室,1.0,53.0,JPA00184,24.168193214432442，120.50549426773313,,彰化縣伸港鄉溪底村工西二路2號
148.0,溪底村,彰化縣伸港鄉溪底村工一路4號,大頗公司,地下室,1.0,53.0,JPA00186,24.15933115578633，120.51275233889741,,彰化縣伸港鄉溪底村工一路4號
