類別,電腦編號,村里別,地址,地下樓層數,可容納人數,備註,placemark_address
公家機關,TMA0023,民權里,宜蘭市中山路二段261號,1.0,402.0,,"TMA0023 宜蘭市中山路二段261號"
大樓,TMA0024,神農里,宜蘭市自強新路95號,1.0,2370.0,,"TMA0024 宜蘭市自強新路95號"
公家機關,TMA0033,民權里,宜蘭市民權里中華路100號,1.0,185.0,,"TMA0033 宜蘭市民權里中華路100號"
公家機關,TMA0034,民權里,宜蘭市中山路二段167號,1.0,340.0,,"TMA0034 宜蘭市中山路二段167號"
公家機關,TMA0035,民權里,宜蘭市中山路二段167號,1.0,872.0,,"TMA0035 宜蘭市中山路二段167號"
大樓,TMA0036,民權里,宜蘭市中山路二段55號,1.0,1050.0,,"TMA0036 宜蘭市中山路二段55號"
公寓,TMA0038,民權里,宜蘭市農權路119號,1.0,40.0,,"TMA0038 宜蘭市農權路119號"
公寓,TMA0039,民權里,宜蘭市中華路40號,1.0,37.0,,"TMA0039 宜蘭市中華路40號"
醫院,TMA0040,神農里,宜蘭市復興路66號,1.0,100.0,,"TMA0040 宜蘭市復興路66號"
公寓,TMA0041,大新里,宜蘭市康樂路57號,1.0,117.0,,"TMA0041 宜蘭市康樂路57號"
大樓,TMA0042,大新里,宜蘭市新民路75號,1.0,302.0,,"TMA0042 宜蘭市新民路75號"
大樓,TMA0043,大新里,宜蘭市舊城東路50號,1.0,2750.0,,"TMA0043 宜蘭市舊城東路50號"
公家機關,TMA0044,民權里,宜蘭市中華路146號,1.0,505.0,,"TMA0044 宜蘭市中華路146號"
公家機關,TMA0046,民權里,宜蘭市中山路二段261號,1.0,170.0,,"TMA0046 宜蘭市中山路二段261號"
大樓,TMA0048,民權里,宜蘭市農權路90號,1.0,805.0,,"TMA0048 宜蘭市農權路90號"
公寓,TMA0049,民權里,宜蘭市中華路18巷3號,1.0,150.0,,"TMA0049 宜蘭市中華路18巷3號"
公家機關,TMA0051,神農里,宜蘭市中山路二段482號,1.0,7265.0,,"TMA0051 宜蘭市中山路二段482號"
大樓,TMA0053,神農里,宜蘭市中山路二段318號,1.0,2076.0,,"TMA0053 宜蘭市中山路二段318號"
旅館,TMA0055,大新里,宜蘭市光復路30號,1.0,268.0,,"TMA0055 宜蘭市光復路30號"
公家機關,TMA0056,神農里,宜蘭市中山路二段432號,1.0,487.0,,"TMA0056 宜蘭市中山路二段432號"
旅館,TMA0057,大新里,宜蘭市宜興路一段366號,1.0,354.0,,"TMA0057 宜蘭市宜興路一段366號"
公寓,TMA0058,新民里,宜蘭市昇平路76號,1.0,43.0,,"TMA0058 宜蘭市昇平路76號"
大樓,TMA0059,大新里,宜蘭市新民路79號,1.0,465.0,,"TMA0059 宜蘭市新民路79號"
廟宇,TMA0060,中山里,宜蘭市城隍街27號,1.0,110.0,,"TMA0060 宜蘭市城隍街27號"
公寓,TMA0062,西門里,宜蘭市中山路三段217號,1.0,294.0,,"TMA0062 宜蘭市中山路三段217號"
公寓,TMA0064,中山里,宜蘭市中山里城隍路59號,1.0,101.0,,"TMA0064 宜蘭市中山里城隍路59號"
台灣電力公司,TMA0065,西門里,宜蘭市舊城西路111號,1.0,1752.0,,"TMA0065 宜蘭市舊城西路111號"
廟宇,TMA0066,中山里,宜蘭市城隍街52號,1.0,245.0,,"TMA0066 宜蘭市城隍街52號"
公寓,TMA0067,中山里,宜蘭市碧霞街42號,1.0,69.0,,"TMA0067 宜蘭市碧霞街42號"
公寓,TMA0068,中山里,宜蘭市城隍街16號,1.0,138.0,,"TMA0068 宜蘭市城隍街16號"
公寓,TMA0069,西門里,宜蘭市文昌路176號,1.0,299.0,,"TMA0069 宜蘭市文昌路176號"
醫院,TMA0070,東門里,宜蘭市新民路152號,1.0,1008.0,,"TMA0070 宜蘭市新民路152號"
大樓,TMA0071,慈安里,宜蘭市慈安路41之7號,1.0,601.0,,"TMA0071 宜蘭市慈安路41之7號"
公寓,TMA0072,慈安里,宜蘭市林森路311巷2號,1.0,3206.0,,"TMA0072 宜蘭市林森路311巷2號"
公寓,TMA0074,小東里,宜蘭市新興路83號,1.0,54.0,,"TMA0074 宜蘭市新興路83號"
公寓,TMA0075,東門里,宜蘭市聖後街103之1號,1.0,35.0,,"TMA0075 宜蘭市聖後街103之1號"
公寓,TMA0076,小東里,宜蘭市樹人路10號,1.0,804.0,,"TMA0076 宜蘭市樹人路10號"
祭祀公業,TMA0077,東門里,宜蘭市東門里聖後街118號,1.0,794.0,,"TMA0077 宜蘭市東門里聖後街118號"
公家機關,TMA0078,新民里,宜蘭市新民路143號,1.0,73.0,,"TMA0078 宜蘭市新民路143號"
大樓,TMA0079,慈安里,宜蘭市林森路203號,1.0,318.0,,"TMA0079 宜蘭市林森路203號"
公寓,TMA0080,新民里,宜蘭市中山路三段中央商場53之5號,1.0,136.0,,"TMA0080 宜蘭市中山路三段中央商場53之5號"
公寓,TMA0081,東門里,宜蘭市力新路42號,1.0,283.0,,"TMA0081 宜蘭市力新路42號"
大樓,TMA0082,新民里,宜蘭市崇聖街63號,1.0,1223.0,,"TMA0082 宜蘭市崇聖街63號"
公寓,TMA0084,慈安里,宜蘭市林森路311巷42號,1.0,1109.0,,"TMA0084 宜蘭市林森路311巷42號"
教會,TMA0086,東門里,宜蘭市新民路108號,1.0,484.0,,"TMA0086 宜蘭市新民路108號"
公寓,TMA0087,新民里,宜蘭市崇聖街53號,1.0,147.0,,"TMA0087 宜蘭市崇聖街53號"
醫院,TMA0088,東門里,宜蘭市新民路152號,1.0,1637.0,,"TMA0088 宜蘭市新民路152號"
公寓,TMA0090,東門里,宜蘭市崇聖街83號,1.0,625.0,,"TMA0090 宜蘭市崇聖街83號"
郵局,TMA0091,東門里,宜蘭市中山路三段128號,1.0,4350.0,,"TMA0091 宜蘭市中山路三段128號"
大樓,TMA0092,東門里,宜蘭市中山路三段152號,1.0,930.0,,"TMA0092 宜蘭市中山路三段152號"
大樓,TMA0093,小東里,宜蘭市新興路20號,1.0,604.0,,"TMA0093 宜蘭市新興路20號"
學校,TMA0094,小東里,宜蘭市樹人路37號,1.0,1236.0,,"TMA0094 宜蘭市樹人路37號"
農會,TMA0095,小東里,宜蘭市小東路6之1號,1.0,1603.0,,"TMA0095 宜蘭市小東路6之1號"
公家機關,TMA0096,神農里,宜蘭市舊城南路1號,1.0,942.0,,"TMA0096 宜蘭市舊城南路1號"
大樓,TMA0097,民權里,宜蘭市中山路二段31號,1.0,708.0,,"TMA0097 宜蘭市中山路二段31號"
公家機關,TMA0098,民權里,宜蘭市女中路二段287號,1.0,1076.0,,"TMA0098 宜蘭市女中路二段287號"
大樓,TMA0099,小東里,宜蘭市樹人路50號,1.0,5432.0,,"TMA0099 宜蘭市樹人路50號"
銀行,TMA0100,神農里,宜蘭市光復路43號,1.0,1525.0,,"TMA0100 宜蘭市光復路43號"
公寓,TMA0110,復興里,宜蘭市和睦路146號,1.0,86.0,,"TMA0110 宜蘭市和睦路146號"
大樓,TMA0111,民族里,宜蘭市樹人路37號,1.0,317.0,,"TMA0111 宜蘭市樹人路37號"
公寓,TMA0112,孝廉里,宜蘭市新民路152號,1.0,17.0,,"TMA0112 宜蘭市新民路152號"
大樓,TMA0113,新東里,宜蘭市中山路二段305號,1.0,448.0,,"TMA0113 宜蘭市中山路二段305號"
公寓,TMA0114,東村里,宜蘭市同慶路95號,1.0,187.0,,"TMA0114 宜蘭市同慶路95號"
公寓,TMA0115,菜園里,宜蘭市農權路101號,1.0,31.0,,"TMA0115 宜蘭市農權路101號"
大樓,TMA0116,民權里,宜蘭市弘志路26號,1.0,788.0,,"TMA0116 宜蘭市弘志路26號"
大樓,TMA0117,東門里,宜蘭縣宜蘭市東門里中山路三段112號,1.0,230.0,,"TMA0117 宜蘭縣宜蘭市東門里中山路三段112號"
公寓,TMA0118,神農里,宜蘭縣宜蘭市神農里民權路一段65號,1.0,442.0,,"TMA0118 宜蘭縣宜蘭市神農里民權路一段65號"
學校,TMB0001,思源里,宜蘭市神農路一段1號,1.0,16972.0,,"TMB0001 宜蘭市神農路一段1號"
大樓,TMB0002,文化里,宜蘭市復興路二段258號,1.0,567.0,,"TMB0002 宜蘭市復興路二段258號"
學校,TMB0003,思源里,宜蘭市思源里神農路一段1號,1.0,3526.0,,"TMB0003 宜蘭市思源里神農路一段1號"
大樓,TMB0004,文化里,宜蘭市宜中路218號,1.0,311.0,,"TMB0004 宜蘭市宜中路218號"
大樓,TMB0005,泰山里,宜蘭市民權新路469號,1.0,1561.0,,"TMB0005 宜蘭市民權新路469號"
旅館,TMB0006,民族里,宜蘭市神農路二段55號,1.0,600.0,,"TMB0006 宜蘭市神農路二段55號"
公寓,TMB0007,民族里,宜蘭市民權新路104號,1.0,57.0,,"TMB0007 宜蘭市民權新路104號"
公寓,TMB0008,進士里,宜蘭市弘志路1號,1.0,83.0,,"TMB0008 宜蘭市弘志路1號"
公寓,TMB0009,民族里,宜蘭市文化路190號,1.0,54.0,,"TMB0009 宜蘭市文化路190號"
公寓,TMB0010,泰山里,宜蘭市泰山路112巷2弄1號,1.0,327.0,,"TMB0010 宜蘭市泰山路112巷2弄1號"
大樓,TMB0011,思源里,宜蘭市女中路三段84號,1.0,5667.0,,"TMB0011 宜蘭市女中路三段84號"
公寓,TMB0012,文化里,宜蘭市軍民路5巷56號,1.0,60.0,,"TMB0012 宜蘭市軍民路5巷56號"
公寓,TMB0013,文化里,宜蘭市軍民路5巷68號,1.0,94.0,,"TMB0013 宜蘭市軍民路5巷68號"
公寓,TMB0014,文化里,宜蘭市軍民路5巷33號,1.0,148.0,,"TMB0014 宜蘭市軍民路5巷33號"
公寓,TMB0015,民族里,宜蘭市國榮路92巷1弄10號,1.0,140.0,,"TMB0015 宜蘭市國榮路92巷1弄10號"
公寓,TMB0016,負郭里,宜蘭市民權新路214號,1.0,32.0,,"TMB0016 宜蘭市民權新路214號"
大樓,TMB0017,泰山里,宜蘭市金六結路491號,1.0,1868.0,,"TMB0017 宜蘭市金六結路491號"
大樓,TMB0018,民族里,宜蘭市民族路328號,1.0,893.0,,"TMB0018 宜蘭市民族路328號"
公寓,TMB0019,復興里,宜蘭市女中路二段370號,1.0,393.0,,"TMB0019 宜蘭市女中路二段370號"
大樓,TMB0020,思源里,宜蘭市宜中路79巷23號,1.0,2939.0,,"TMB0020 宜蘭市宜中路79巷23號"
大樓,TMB0021,思源里,宜蘭市宜中路100號,1.0,1300.0,,"TMB0021 宜蘭市宜中路100號"
公寓,TMB0022,泰山里,宜蘭市泰山路350巷11號,1.0,51.0,,"TMB0022 宜蘭市泰山路350巷11號"
公寓,TMB0023,文化里,宜蘭市復興路二段28號,1.0,33.0,,"TMB0023 宜蘭市復興路二段28號"
公寓,TMB0024,負郭里,宜蘭市泰山路94號,1.0,152.0,,"TMB0024 宜蘭市泰山路94號"
學校,TMB0025,思源里,宜蘭市神農路一段1號,1.0,298.0,,"TMB0025 宜蘭市神農路一段1號"
大樓,TMB0026,民族里,宜蘭市文化路79號,1.0,635.0,,"TMB0026 宜蘭市文化路79號"
大樓,TMB0028,思源里,宜蘭市嵐峰路三段438號,1.0,954.0,,"TMB0028 宜蘭市嵐峰路三段438號"
大樓,TMB0029,負郭里,宜蘭市民權新路252號,1.0,2042.0,,"TMB0029 宜蘭市民權新路252號"
公寓,TMB0030,文化里,宜蘭市復興路二段49號,1.0,298.0,,"TMB0030 宜蘭市復興路二段49號"
大樓,TMB0031,泰山里,宜蘭市建軍路18之3號,1.0,861.0,,"TMB0031 宜蘭市建軍路18之3號"
公寓,TMB0032,負郭里,宜蘭市負郭路25巷30號,1.0,219.0,,"TMB0032 宜蘭市負郭路25巷30號"
公寓,TMB0033,泰山里,宜蘭市泰山路112巷12號,1.0,170.0,,"TMB0033 宜蘭市泰山路112巷12號"
公寓,TMB0035,負郭里,宜蘭市負郭路25巷2弄8號,1.0,124.0,,"TMB0035 宜蘭市負郭路25巷2弄8號"
公寓,TMB0037,文化里,宜蘭市復興路二段15巷13號,1.0,131.0,,"TMB0037 宜蘭市復興路二段15巷13號"
公寓,TMB0038,文化里,宜蘭市復興路二段15巷1號,1.0,246.0,,"TMB0038 宜蘭市復興路二段15巷1號"
大樓,TMB0039,思源里,宜蘭市民族路497號,1.0,282.0,,"TMB0039 宜蘭市民族路497號"
大樓,TMB0040,文化里,宜蘭市民族路338號,1.0,1143.0,,"TMB0040 宜蘭市民族路338號"
大樓,TMB0041,思源里,宜蘭市民族路499號,1.0,2581.0,,"TMB0041 宜蘭市民族路499號"
大樓,TMB0042,文化里,宜蘭市復興路二段2之1號,1.0,206.0,,"TMB0042 宜蘭市復興路二段2之1號"
公寓,TMB0043,泰山里,宜蘭市泰山路112巷14號,1.0,79.0,,"TMB0043 宜蘭市泰山路112巷14號"
公寓,TMB0045,負郭里,宜蘭市泰山路95巷33號,1.0,129.0,,"TMB0045 宜蘭市泰山路95巷33號"
大樓,TMB0046,建軍里,宜蘭市復興路三段92號,1.0,328.0,,"TMB0046 宜蘭市復興路三段92號"
大樓,TMB0047,民族里,宜蘭市民權新路184號,1.0,544.0,,"TMB0047 宜蘭市民權新路184號"
公寓,TMB0048,泰山里,宜蘭市泰山路112巷4弄1號,1.0,190.0,,"TMB0048 宜蘭市泰山路112巷4弄1號"
大樓,TMB0049,建軍里,宜蘭市民族路413號,1.0,5041.0,,"TMB0049 宜蘭市民族路413號"
大樓,TMB0050,七結里,宜蘭市農權路三段77號,1.0,600.0,,"TMB0050 宜蘭市農權路三段77號"
大樓,TMB0051,文化里,宜蘭市民權新路299號,1.0,527.0,,"TMB0051 宜蘭市民權新路299號"
學校,TMB0052,思源里,宜蘭市神農路一段1號,1.0,5826.0,,"TMB0052 宜蘭市神農路一段1號"
大樓,TMB0053,文化里,宜蘭市民族路360號,1.0,3684.0,,"TMB0053 宜蘭市民族路360號"
佛堂,TMB0054,復興里,宜蘭市農權路130號,1.0,64.0,,"TMB0054 宜蘭市農權路130號"
公寓,TMB0056,泰山里,宜蘭市泰山路112巷6弄2號,1.0,222.0,,"TMB0056 宜蘭市泰山路112巷6弄2號"
公寓,TMB0057,文化里,宜蘭市復興路二段70號,1.0,107.0,,"TMB0057 宜蘭市復興路二段70號"
公寓,TMB0058,民族里,宜蘭市神農路二段73號,1.0,28.0,,"TMB0058 宜蘭市神農路二段73號"
學校,TMB0059,思源里,宜蘭市神農路一段1號,1.0,1006.0,,"TMB0059 宜蘭市神農路一段1號"
公寓,TMB0060,建軍里,宜蘭市農權路三段160號,1.0,230.0,,"TMB0060 宜蘭市農權路三段160號"
學校,TMB0062,文化里,宜蘭市復興路二段77號,1.0,132.0,,"TMB0062 宜蘭市復興路二段77號"
大樓,TMB0063,復興里,宜蘭市復興里女中路二段488號,1.0,550.0,,"TMB0063 宜蘭市復興里女中路二段488號"
公寓,TMB0064,復興里,宜蘭市神農路一段10號,1.0,133.0,,"TMB0064 宜蘭市神農路一段10號"
大樓,TMB0065,復興里,宜蘭市農權路100號,1.0,1896.0,,"TMB0065 宜蘭市農權路100號"
大樓,TMB0066,民族里,宜蘭市文化路129號,1.0,1447.0,,"TMB0066 宜蘭市文化路129號"
大樓,TMB0067,文化里,宜蘭市民權新路279號,1.0,3453.0,,"TMB0067 宜蘭市民權新路279號"
學校,TMB0068,思源里,宜蘭市神農路一段1號,1.0,3504.0,,"TMB0068 宜蘭市神農路一段1號"
大樓,TMB0069,負郭里,宜蘭市民權新路262號,2.0,18590.0,,"TMB0069 宜蘭市民權新路262號"
公家機關,TMB0070,負郭里,宜蘭市泰山路66號,1.0,3996.0,,"TMB0070 宜蘭市泰山路66號"
公寓,TMB0073,建軍里,宜蘭市農權路三段40號,1.0,39.0,,"TMB0073 宜蘭市農權路三段40號"
公寓,TMB0075,負郭里,宜蘭市泰山路86巷4弄74號,1.0,112.0,,"TMB0075 宜蘭市泰山路86巷4弄74號"
公家機關,TMB0076,復興里,宜蘭市復興路一段26號,1.0,49.0,,"TMB0076 宜蘭市復興路一段26號"
學校,TMB0079,思源里,宜蘭市神農路一段1號,1.0,2692.0,,"TMB0079 宜蘭市神農路一段1號"
公寓,TMB0087,南門里,宜蘭市文昌路59號,1.0,27.0,,"TMB0087 宜蘭市文昌路59號"
大樓,TMB0088,南門里,宜蘭市舊城西路8號,1.0,314.0,,"TMB0088 宜蘭市舊城西路8號"
公寓,TMB0089,負郭里,宜蘭市泰山路86巷4弄69號,1.0,96.0,,"TMB0089 宜蘭市泰山路86巷4弄69號"
公寓,TMB0090,負郭里,宜蘭市泰山路86巷4弄77號,1.0,66.0,,"TMB0090 宜蘭市泰山路86巷4弄77號"
公寓,TMB0091,負郭里,宜蘭市泰山路86巷4弄75號,1.0,69.0,,"TMB0091 宜蘭市泰山路86巷4弄75號"
公寓,TMB0092,負郭里,宜蘭市泰山路86巷4弄71號,1.0,84.0,,"TMB0092 宜蘭市泰山路86巷4弄71號"
大樓,TMB0093,復興里,宜蘭市女中路二段428號,1.0,458.0,,"TMB0093 宜蘭市女中路二段428號"
大樓,TMB0094,南門里,宜蘭市民權路二段10號,2.0,47374.0,,"TMB0094 宜蘭市民權路二段10號"
公家機關,TMB0095,負郭里,宜蘭市泰山路65號,1.0,2397.0,,"TMB0095 宜蘭市泰山路65號"
大樓,TMB0096,復興里,宜蘭市農權路191巷5號,1.0,761.0,,"TMB0096 宜蘭市農權路191巷5號"
大樓,TMB0097,七結里,宜蘭市農權路三段79巷15號,1.0,2759.0,,"TMB0097 宜蘭市農權路三段79巷15號"
大樓,TMB0098,建軍里,宜蘭市農權路三段86巷27號,1.0,2612.0,,"TMB0098 宜蘭市農權路三段86巷27號"
公寓,TMB0099,民族里,宜蘭市民權新路169號,1.0,72.0,,"TMB0099 宜蘭市民權新路169號"
公寓,TMB0100,復興里,宜蘭市女中路二段348號,1.0,30.0,,"TMB0100 宜蘭市女中路二段348號"
公寓,TMB0101,負郭里,宜蘭市泰山路100-6號,1.0,596.0,,"TMB0101 宜蘭市泰山路100-6號"
大樓,TMB0102,文化里,宜蘭市文化路100號,1.0,40.0,,"TMB0102 宜蘭市文化路100號"
大樓,TMB0103,復興里,宜蘭市復興路2段45號,1.0,98.0,,"TMB0103 宜蘭市復興路2段45號"
公寓,TMB0104,民族里,宜蘭市民族路143-1號,1.0,93.0,,"TMB0104 宜蘭市民族路143-1號"
公寓,TMB0105,民族里,宜蘭市農權路3段163巷1號,1.0,3386.0,,"TMB0105 宜蘭市農權路3段163巷1號"
公寓,TMB0106,復興里,宜蘭市復興路3段8號,1.0,1000.0,,"TMB0106 宜蘭市復興路3段8號"
大樓,TMB0107,泰山里,宜蘭市泰山路86巷4弄51-3號,1.0,55.0,,"TMB0107 宜蘭市泰山路86巷4弄51-3號"
大樓,TMB0108,民族里,宜蘭市民權新路208號,1.0,30.0,,"TMB0108 宜蘭市民權新路208號"
大樓,TMC0001,北津里,宜蘭市大坡路一段23號,1.0,842.0,,"TMC0001 宜蘭市大坡路一段23號"
工廠,TMC0002,梅洲里,宜蘭市梅洲二路71號,1.0,18.0,,"TMC0002 宜蘭市梅洲二路71號"
大樓,TMC0004,茭白里,宜蘭市中山路五段151巷8號,1.0,3732.0,,"TMC0004 宜蘭市中山路五段151巷8號"
工廠,TMC0005,新生里,宜蘭市中山路五段252巷15號,1.0,84.0,,"TMC0005 宜蘭市中山路五段252巷15號"
工廠,TMC0006,新生里,宜蘭市中山路五段246號,1.0,202.0,,"TMC0006 宜蘭市中山路五段246號"
大樓,TMC0007,北津里,宜蘭市津梅路180巷20號,1.0,1074.0,,"TMC0007 宜蘭市津梅路180巷20號"
公寓,TMC0008,梅洲里,宜蘭市梅洲一路12之10號,1.0,82.0,,"TMC0008 宜蘭市梅洲一路12之10號"
工廠,TMC0009,新生里,宜蘭市中山路五段276號,1.0,2140.0,,"TMC0009 宜蘭市中山路五段276號"
大樓,TMC0010,北津里,宜蘭市津梅路58號,1.0,493.0,,"TMC0010 宜蘭市津梅路58號"
大樓,TMC0011,茭白里,宜蘭市大坡路一段28號,1.0,840.0,,"TMC0011 宜蘭市大坡路一段28號"
大樓,TMC0012,北津里,宜蘭市大坡路一段31號,1.0,1972.0,,"TMC0012 宜蘭市大坡路一段31號"
工廠,TMC0013,梅洲里,宜蘭市梅洲二路29號,1.0,105.0,,"TMC0013 宜蘭市梅洲二路29號"
工廠,TMC0014,梅洲里,宜蘭市梅洲二路92號,1.0,144.0,,"TMC0014 宜蘭市梅洲二路92號"
工廠,TMC0015,梅洲里,宜蘭市梅洲一路18之1號,1.0,242.0,,"TMC0015 宜蘭市梅洲一路18之1號"
工廠,TMC0016,梅洲里,宜蘭市梅洲二路96號,1.0,294.0,,"TMC0016 宜蘭市梅洲二路96號"
工廠,TMC0017,梅洲里,宜蘭市梅洲二路59號,1.0,137.0,,"TMC0017 宜蘭市梅洲二路59號"
大樓,TMC0018,北津里,宜蘭市大坡路一段121巷31號,1.0,3117.0,,"TMC0018 宜蘭市大坡路一段121巷31號"
大樓,TMC0019,北津里,宜蘭市大坡路一段121巷32號,1.0,168.0,,"TMC0019 宜蘭市大坡路一段121巷32號"
工廠,TMC0021,梅洲里,宜蘭市梅洲二路99號,1.0,26.0,,"TMC0021 宜蘭市梅洲二路99號"
工廠,TMC0022,梅洲里,宜蘭市梅洲二路122號,1.0,81.0,,"TMC0022 宜蘭市梅洲二路122號"
工廠,TMC0023,梅洲里,宜蘭市梅洲一路14之6號,1.0,54.0,,"TMC0023 宜蘭市梅洲一路14之6號"
公寓,TMC0024,梅洲里,宜蘭市津梅路72巷5弄86號,1.0,103.0,,"TMC0024 宜蘭市津梅路72巷5弄86號"
工廠,TMC0026,新生里,宜蘭市中山路五段252巷22號,1.0,102.0,,"TMC0026 宜蘭市中山路五段252巷22號"
公寓,TMC0027,北門里,宜蘭市慶和街103號,1.0,66.0,,"TMC0027 宜蘭市慶和街103號"
公寓,TMC0028,北門里,宜蘭市同興街123號,1.0,73.0,,"TMC0028 宜蘭市同興街123號"
公寓,TMC0030,孝廉里,宜蘭市中山路三段292號,1.0,49.0,,"TMC0030 宜蘭市中山路三段292號"
公寓,TMC0031,北門里,宜蘭市同興街119號,1.0,325.0,,"TMC0031 宜蘭市同興街119號"
公寓,TMC0036,孝廉里,宜蘭市中山路三段226號,1.0,83.0,,"TMC0036 宜蘭市中山路三段226號"
公寓,TMC0039,北門里,宜蘭市中山路三段257號,1.0,466.0,,"TMC0039 宜蘭市中山路三段257號"
大樓,TMC0040,北門里,宜蘭市中山路三段290號,1.0,2282.0,,"TMC0040 宜蘭市中山路三段290號"
大樓,TMC0041,菜園里,宜蘭市力行路106巷22號,1.0,771.0,,"TMC0041 宜蘭市力行路106巷22號"
工廠,TMC0042,孝廉里,宜蘭市新興路63號,1.0,297.0,,"TMC0042 宜蘭市新興路63號"
大樓,TMC0045,孝廉里,宜蘭市舊城北路110號,1.0,180.0,,"TMC0045 宜蘭市舊城北路110號"
公寓,TMC0046,菜園里,宜蘭市吉祥路126號,1.0,1069.0,,"TMC0046 宜蘭市吉祥路126號"
旅館,TMC0048,菜園里,宜蘭市舊城北路30之1號,1.0,393.0,,"TMC0048 宜蘭市舊城北路30之1號"
公寓,TMC0051,菜園里,宜蘭市吉祥路99號,1.0,28.0,,"TMC0051 宜蘭市吉祥路99號"
廟宇,TMC0052,孝廉里,宜蘭市東後街2號,1.0,455.0,,"TMC0052 宜蘭市東後街2號"
大樓,TMC0053,孝廉里,宜蘭市孝廉里新興路175號,1.0,396.0,,"TMC0053 宜蘭市孝廉里新興路175號"
大樓,TMC0054,孝廉里,宜蘭市新興路216號,1.0,565.0,,"TMC0054 宜蘭市新興路216號"
學校,TMC0060,孝廉里,宜蘭市力行路152號,1.0,759.0,,"TMC0060 宜蘭市力行路152號"
大樓,TMC0061,菜園里,宜蘭市環河東路93號,1.0,208.0,,"TMC0061 宜蘭市環河東路93號"
旅館,TMC0062,茭白里,宜蘭市中山路五段123號,1.0,2318.0,,"TMC0062 宜蘭市中山路五段123號"
大樓,TMC0063,菜園里,宜蘭市幸福路51號,1.0,3804.0,,"TMC0063 宜蘭市幸福路51號"
廟宇,TMC0064,北門里,宜蘭市新興路268號,1.0,1855.0,,"TMC0064 宜蘭市新興路268號"
大樓,TMC0065,孝廉里,宜蘭市新興路177號,1.0,65.0,,"TMC0065 宜蘭市新興路177號"
大樓,TMC0066,孝廉里,宜蘭市幸福路50號,1.0,125.0,,"TMC0066 宜蘭市幸福路50號"
公寓,TMC0068,孝廉里,宜蘭市力行路106巷8號,1.0,50.0,,"TMC0068 宜蘭市力行路106巷8號"
大樓,TMC0069,新生里,宜蘭縣宜蘭市新生里宜興路三段9號,1.0,3077.0,,"TMC0069 宜蘭縣宜蘭市新生里宜興路三段9號"
公家機關,TMD0001,新東里,宜蘭市林森路100號,1.0,200.0,,"TMD0001 宜蘭市林森路100號"
電信局,TMD0002,成功里,宜蘭市成功里成功里陽明三路38號,1.0,1297.0,,"TMD0002 宜蘭市成功里成功里陽明三路38號"
公寓,TMD0003,東村里,宜蘭市校舍路51號,1.0,106.0,,"TMD0003 宜蘭市校舍路51號"
公寓,TMD0004,東村里,宜蘭市校舍路53號,1.0,342.0,,"TMD0004 宜蘭市校舍路53號"
公寓,TMD0005,成功里,宜蘭市延平路38之28號,1.0,189.0,,"TMD0005 宜蘭市延平路38之28號"
