類別,村里別,地址,地下樓層數,可容納人數,轄管分局,備註
公寓,高峰里,新竹市東區高峰里08鄰寶山路150巷2-20號,1.0,297.0,第三分局,
公寓,高峰里,新竹市東區高峰里09鄰寶山路88-90號,1.0,93.0,第三分局,
公寓,高峰里,新竹市東區高峰里08鄰寶山路174號,1.0,138.0,第三分局,
公寓,高峰里,新竹市東區高峰里08鄰寶山路178號,1.0,49.0,第三分局,
公寓,高峰里,新竹市東區高峰里10鄰寶山路26-28號,1.0,42.0,第三分局,
食品工業研究所,新光里,新竹市東區新光里01鄰食品路331號,1.0,2865.0,第三分局,
公寓,新光里,新竹市東區新光里13鄰明湖路112巷6-7號,1.0,144.0,第三分局,
公寓,新光里,新竹市東區新光里13鄰明湖路106號,1.0,32.0,第三分局,
公寓,新光里,新竹市東區新光里13鄰明湖路108號,1.0,32.0,第三分局,
大樓(聖經書院),新光里,新竹市東區新光里01鄰高峰路56號,1.0,166.0,第三分局,
公寓,新光里,新竹市東區新光里13鄰明湖路110號,1.0,32.0,第三分局,
公寓,新光里,新竹市東區新光里01鄰食品路361號,1.0,49.0,第三分局,
公寓,新光里,新竹市東區新光里05鄰高峰路12-122號,1.0,565.0,第三分局,
公寓,新光里,新竹市東區新光里01鄰明湖路409號,1.0,28.0,第三分局,
公寓,新光里,新竹市東區新光里13鄰食品路432號,1.0,45.0,第三分局,
公寓,新光里,新竹市東區新光里13鄰明湖路112巷6-7號,1.0,144.0,第三分局,
大樓(聖經書院),新光里,新竹市東區新光里01鄰高峰路56號,1.0,684.0,第三分局,
食品工業研究所,新光里,新竹市東區新光里01鄰食品路331號,1.0,101.0,第三分局,
食品工業研究所,新光里,新竹市東區新光里01鄰食品路331號,1.0,581.0,第三分局,
公寓,新光里,新竹市東區新光里01鄰食品路365-369號,1.0,80.0,第三分局,
公寓,新光里,新竹市東區新光里01鄰明湖路131巷3號,1.0,273.0,第三分局,
公寓,柴橋里,新竹市東區柴橋里15鄰明湖路2號,1.0,616.0,第三分局,
大樓,柴橋里,新竹市東區柴橋里青草湖163-4號,1.0,486.0,第三分局,
大樓,柴橋里,新竹市東區柴橋里青草湖160巷73號,1.0,1665.0,第三分局,
大樓,柴橋里,新竹市東區柴橋里青草湖160巷73號,1.0,3440.0,第三分局,
大樓,柴橋里,新竹市東區柴橋里24鄰明湖路1050巷55號,1.0,809.0,第三分局,
大樓,柴橋里,新竹市東區柴橋里08鄰明湖路446-1號,1.0,1010.0,第三分局,
公寓,柴橋里,新竹市東區柴橋里02鄰明湖路410號,1.0,117.0,第三分局,
公寓,柴橋里,新竹市東區柴橋里02鄰明湖路442號,1.0,20.0,第三分局,
公寓,柴橋里,新竹市東區柴橋里09鄰明湖路422號,1.0,109.0,第三分局,
公寓,柴橋里,新竹市東區柴橋里明湖路442巷28-30號,1.0,104.0,第三分局,
公寓,柴橋里,新竹市東區柴橋里02鄰明湖路416號,1.0,53.0,第三分局,
大樓,高峰里,新竹市東區高峰里11鄰高峰路1號,1.0,121.0,第三分局,
大樓,高峰里,新竹市東區高峰里10鄰高峰路35號,1.0,761.0,第三分局,
公寓,高峰里,新竹市東區高峰里12鄰高峰路111號,1.0,33.0,第三分局,
公寓,高峰里,新竹市東區高峰里12鄰高峰路111號,1.0,100.0,第三分局,
公寓,高峰里,新竹市東區高峰里11鄰高峰路55巷4號,1.0,54.0,第三分局,
大樓,光鎮里,新竹市東區光鎮里03鄰南大路573-1號,1.0,86.0,第三分局,
大樓,光鎮里,新竹市東區光鎮里13鄰南大路523-3號,1.0,908.0,第三分局,
大樓,光鎮里,新竹市東區光鎮里03鄰南大路545號,1.0,2221.0,第三分局,
公寓,光鎮里,新竹市東區光鎮里13鄰南大路537巷18號,1.0,573.0,第三分局,
公寓,光鎮里,新竹市東區光鎮里13鄰南大路537巷30-32號,1.0,156.0,第三分局,
公寓,光鎮里,新竹市東區光鎮里13鄰南大路573號,1.0,32.0,第三分局,
育賢國中,光鎮里,新竹市東區光鎮里03鄰南大路569號,1.0,122.0,第三分局,
育賢國中,光鎮里,新竹市東區光鎮里03鄰南大路569號,1.0,68.0,第三分局,
公寓,光鎮里,新竹市東區光鎮里12鄰南大路778號,1.0,17.0,第三分局,
公寓,光鎮里,新竹市東區光鎮里05鄰南大路810-816號,1.0,52.0,第三分局,
公寓,光鎮里,新竹市東區光鎮里12鄰南大路798-806號,1.0,81.0,第三分局,
公寓,光鎮里,新竹市東區光鎮里12鄰南大路878巷29號,1.0,28.0,第三分局,
公寓,光鎮里,新竹市東區光鎮里06鄰南大路878巷33號,1.0,25.0,第三分局,
公寓,光鎮里,新竹市東區光鎮里12鄰南大路714-720號,1.0,362.0,第三分局,
公寓,光鎮里,新竹市東區光鎮里06鄰南大路878巷31號,1.0,28.0,第三分局,
公寓,光鎮里,新竹市東區光鎮里06鄰南大路878巷35號,1.0,25.0,第三分局,
公寓,光鎮里,新竹市東區光鎮里05鄰南大路878巷25號,1.0,52.0,第三分局,
公寓,光鎮里,新竹市東區光鎮里05鄰南大路878巷27號,1.0,57.0,第三分局,
公寓,光鎮里,新竹市東區光鎮里05鄰南大路878巷23號,1.0,50.0,第三分局,
公寓,新光里,新竹市東區新光里15鄰明湖路198巷3-5號,1.0,68.0,第三分局,
公寓,柴橋里,新竹市東區柴橋里04鄰明湖路441巷6號,1.0,210.0,第三分局,
公寓,新光里,新竹市東區新光里12鄰明湖路175巷7-13號,1.0,180.0,第三分局,
公寓,新光里,新竹市東區新光里08鄰明湖路315-329號,1.0,180.0,第三分局,
大樓,柴橋里,新竹市東區柴橋里01鄰明湖路393巷2521號 ,1.0,2674.0,第三分局,
公寓,柴橋里,新竹市東區柴橋里09鄰明湖路476號,1.0,290.0,第三分局,
公寓,柴橋里,新竹市東區柴橋里14鄰明湖路648巷79號,1.0,1349.0,第三分局,
公寓,樹下里,新竹市香山區樹下里06鄰樹下街1巷7號,1.0,80.0,第三分局,
公寓,樹下里,新竹市香山區樹下里09鄰牛埔南路350號,1.0,89.0,第三分局,
公寓,樹下里,新竹市香山區樹下里09鄰牛埔南路448號,1.0,68.0,第三分局,
公寓,樹下里,新竹市香山區樹下里09鄰牛埔南路348號,1.0,61.0,第三分局,
公寓,樹下里,新竹市香山區樹下里08鄰牛埔南路518號,1.0,128.0,第三分局,
公寓,樹下里,新竹市香山區樹下里09鄰牛埔南路496巷26號,1.0,172.0,第三分局,
公寓,樹下里,新竹市香山區樹下里09鄰牛埔南路450號,1.0,118.0,第三分局,
公寓,樹下里,新竹市香山區樹下里09鄰牛埔南路376巷9號,1.0,40.0,第三分局,
公寓,樹下里,新竹市香山區樹下里09鄰牛埔南路376巷15號,1.0,41.0,第三分局,
公寓,樹下里,新竹市香山區樹下里09鄰牛埔南路496巷402號,1.0,34.0,第三分局,
公寓,樹下里,新竹市香山區樹下里06鄰樹下街1巷6號,1.0,34.0,第三分局,
公寓,樹下里,新竹市香山區樹下里09鄰牛埔南路496巷51號,1.0,42.0,第三分局,
公寓,樹下里,新竹市香山區樹下里08鄰中華路4段606巷23號,1.0,110.0,第三分局,
公寓,樹下里,新竹市香山區樹下里09鄰牛埔南路366號,1.0,138.0,第三分局,
公寓,樹下里,新竹市香山區樹下里09鄰牛埔南路458號,1.0,37.0,第三分局,
公寓,樹下里,新竹市香山區樹下里09鄰牛埔南路528號,1.0,22.0,第三分局,
公寓,樹下里,新竹市香山區樹下里09鄰牛埔南路374巷5號,1.0,180.0,第三分局,
公寓,樹下里,新竹市香山區樹下里06鄰樹下街9號,1.0,36.0,第三分局,
新竹市警察局第三分局,埔前里,新竹市香山區埔前里03鄰牛埔路432號,1.0,165.0,第三分局,
公寓,埔前里,新竹市香山區埔前里13鄰牛埔北路38巷28號,1.0,234.0,第三分局,
公寓,埔前里,新竹市香山區埔前里02鄰牛埔北路37巷19號,1.0,266.0,第三分局,
公寓,埔前里,新竹市香山區埔前里13鄰牛埔北路66號,1.0,37.0,第三分局,
大樓,牛埔里,新竹市香山區牛埔里14鄰牛埔東路247號,1.0,4610.0,第三分局,
香山國小,牛埔里,新竹市香山區牛埔里01鄰牛埔路387號,1.0,1177.0,第三分局,
公寓,牛埔里,新竹市香山區牛埔里02鄰牛埔東路307號,1.0,205.0,第三分局,
公寓,牛埔里,新竹市香山區牛埔里14鄰牛埔東路270號,1.0,525.0,第三分局,
公寓,牛埔里,新竹市香山區牛埔里07鄰中華路4段561號,1.0,165.0,第三分局,
大樓,牛埔里,新竹市香山區牛埔里03鄰中華路4段314號,1.0,680.0,第三分局,
公寓,牛埔里,新竹市香山區牛埔里07鄰中華路4段569號,1.0,61.0,第三分局,
公寓,牛埔里,新竹市香山區牛埔里09鄰中華路4段617號,1.0,124.0,第三分局,
公寓,牛埔里,新竹市香山區牛埔里07鄰中華路4段511號,1.0,22.0,第三分局,
公寓,牛埔里,新竹市香山區牛埔里07鄰中華路4段470號,1.0,1797.0,第三分局,
公寓,牛埔里,新竹市香山區牛埔里07鄰中華路4段553號,1.0,74.0,第三分局,
公寓,牛埔里,新竹市香山區牛埔里05鄰牛埔東路320-326號,1.0,81.0,第三分局,
公寓,牛埔里,新竹市香山區牛埔里01鄰牛埔路413巷11-3號,1.0,220.0,第三分局,
公寓,牛埔里,新竹市香山區牛埔里05鄰牛埔路413巷26號,1.0,78.0,第三分局,
公寓,牛埔里,新竹市香山區牛埔里02鄰牛埔東路286號,1.0,164.0,第三分局,
公寓,牛埔里,新竹市香山區牛埔里05鄰牛埔東路330號,1.0,24.0,第三分局,
公寓,牛埔里,新竹市香山區牛埔里03鄰牛埔東路217號,2.0,85.0,第三分局,
香山國小,牛埔里,新竹市香山區牛埔里01鄰牛埔路387號,1.0,541.0,第三分局,
公寓,牛埔里,新竹市香山區牛埔里05鄰牛埔東路330號,1.0,30.0,第三分局,
公寓,牛埔里,新竹市香山區牛埔里09鄰中華路4段516號,1.0,37.0,第三分局,
公寓,牛埔里,新竹市香山區牛埔里08鄰中華路4段593號,1.0,317.0,第三分局,
公寓,牛埔里,新竹市香山區牛埔里06鄰牛埔路353號,1.0,30.0,第三分局,
公寓,埔前里,新竹市香山區埔前里06鄰中華路4段434巷33號,1.0,112.0,第三分局,
公寓,埔前里,新竹市香山區埔前里14鄰牛埔南路177巷10號,1.0,60.0,第三分局,
公寓,埔前里,新竹市香山區埔前里09鄰牛埔南路105號,1.0,260.0,第三分局,
公寓,埔前里,新竹市香山區埔前里14鄰牛埔南路207巷1號,1.0,29.0,第三分局,
公寓,埔前里,新竹市香山區埔前里06鄰中華路4段394號,1.0,44.0,第三分局,
公寓,埔前里,新竹市香山區埔前里06鄰牛埔南路13號,1.0,70.0,第三分局,
公寓,埔前里,新竹市香山區埔前里14鄰樹下街18號,1.0,33.0,第三分局,
公寓,埔前里,新竹市香山區埔前里07鄰牛埔南路16號,1.0,202.0,第三分局,
公寓,埔前里,新竹市香山區埔前里14鄰牛埔南路177巷14號,1.0,137.0,第三分局,
公寓,埔前里,新竹市香山區埔前里09鄰牛埔南路246巷2號,1.0,58.0,第三分局,
公寓,埔前里,新竹市香山區埔前里14鄰牛埔南路177巷2號,1.0,101.0,第三分局,
公寓,埔前里,新竹市香山區埔前里14鄰牛埔南路246巷8號,1.0,26.0,第三分局,
公寓,埔前里,新竹市香山區埔前里14鄰牛埔南路336號,1.0,57.0,第三分局,
公寓,埔前里,新竹市香山區埔前里06鄰中華路4段434巷51號,1.0,117.0,第三分局,
公寓,埔前里,新竹市香山區埔前里浸水街路7號,1.0,41.0,第三分局,
公寓,埔前里,新竹市香山區埔前里06鄰中華路4段436號,1.0,101.0,第三分局,
公寓,埔前里,新竹市香山區埔前里06鄰中華路4段434巷25-29號,1.0,145.0,第三分局,
公寓,埔前里,新竹市香山區埔前里06鄰中華路4段434巷14號,1.0,22.0,第三分局,
公寓,埔前里,新竹市香山區埔前里06鄰中華路4段434巷29號,1.0,48.0,第三分局,
公寓,埔前里,新竹市香山區埔前里09鄰牛埔南路127號,1.0,73.0,第三分局,
公寓,埔前里,新竹市香山區埔前里07鄰浸水街34巷53號,1.0,510.0,第三分局,
公寓,埔前里,新竹市香山區埔前里10鄰牛埔南路93巷45號,1.0,248.0,第三分局,
公寓,埔前里,新竹市香山區埔前里09鄰牛埔南路123號,1.0,232.0,第三分局,
公寓,埔前里,新竹市香山區埔前里09鄰牛埔南路135號,1.0,184.0,第三分局,
公寓,埔前里,新竹市香山區埔前里14鄰牛埔南路177巷4號,1.0,136.0,第三分局,
公寓,埔前里,新竹市香山區埔前里14鄰牛埔南路177巷2號,1.0,121.0,第三分局,
公寓,埔前里,新竹市香山區埔前里06鄰中華路4段402號,1.0,40.0,第三分局,
公寓,埔前里,新竹市香山區埔前里07鄰浸水街30號,1.0,48.0,第三分局,
公寓,埔前里,新竹市香山區埔前里09鄰牛埔南路161號,1.0,248.0,第三分局,
公寓,埔前里,新竹市香山區埔前里05鄰牛埔南路142巷88號,1.0,990.0,第三分局,
公寓,埔前里,新竹市香山區埔前里14鄰牛埔南路177巷16號,1.0,50.0,第三分局,
公寓,埔前里,新竹市香山區埔前里09鄰牛埔南路214號,1.0,24.0,第三分局,
公寓,埔前里,新竹市香山區埔前里07鄰浸水街3號,1.0,65.0,第三分局,
公寓,埔前里,新竹市香山區埔前里09鄰牛埔南路246巷13號,1.0,33.0,第三分局,
公寓,頂埔里,新竹市香山區頂埔里23鄰中山路666號,1.0,1384.0,第三分局,
公寓,頂埔里,新竹市香山區頂埔里23鄰中山路640巷160號,1.0,997.0,第三分局,
公寓,頂埔里,新竹市香山區頂埔里01鄰中山路538號,1.0,133.0,第三分局,
公寓,頂埔里,新竹市香山區頂埔里23鄰中山路642號,1.0,4417.0,第三分局,
公寓,頂埔里,新竹市香山區頂埔里23鄰中山路640巷84號,1.0,626.0,第三分局,
公寓,港南里,新竹市香山區港南里10鄰延平路二段1587號,1.0,42.0,第三分局,
公寓,中埔里,新竹市香山區中埔里06鄰牛埔路262號,1.0,108.0,第三分局,
公寓,中埔里,新竹市香山區中埔里07鄰牛埔東路168號,1.0,42.0,第三分局,
公寓,中埔里,新竹市香山區中埔里07鄰牛埔東路186號,1.0,34.0,第三分局,
公寓,中埔里,新竹市香山區中埔里08鄰牛埔東路105號,1.0,165.0,第三分局,
公寓,中埔里,新竹市香山區中埔里06鄰牛埔路270號,1.0,48.0,第三分局,
公寓,中埔里,新竹市香山區中埔里06鄰牛埔路244號,1.0,138.0,第三分局,
公寓,中埔里,新竹市香山區中埔里07鄰牛埔路247巷10號,1.0,68.0,第三分局,
公寓,中埔里,新竹市香山區中埔里08鄰牛埔東路103號,1.0,32.0,第三分局,
公寓,中埔里,新竹市香山區中埔里07鄰牛埔路247巷8號,1.0,578.0,第三分局,
公寓,中埔里,新竹市香山區中埔里06鄰牛埔路308號,1.0,213.0,第三分局,
公寓,中埔里,新竹市香山區中埔里07鄰華北路71號,1.0,473.0,第三分局,
公寓,中埔里,新竹市香山區中埔里07鄰牛埔東路107號,1.0,181.0,第三分局,
公寓,中埔里,新竹市香山區中埔里07鄰華北路107號,1.0,162.0,第三分局,
公寓,頂埔里,新竹市香山區頂埔里06鄰經國路3段95號,1.0,124.0,第三分局,
公寓,頂埔里,新竹市香山區頂埔里06鄰經國路3段93號,1.0,29.0,第三分局,
公寓,頂埔里,新竹市香山區頂埔里06鄰經國路3段97號,1.0,26.0,第三分局,
公寓,頂埔里,新竹市香山區頂埔里06鄰經國路3段73巷201-18號,1.0,3261.0,第三分局,
頂埔國小,頂埔里,新竹市香山區頂埔里07鄰頂埔路23號,1.0,5041.0,第三分局,
大樓,頂埔里,新竹市香山區頂埔里07鄰頂埔路26號,1.0,1304.0,第三分局,
公寓,頂埔里,新竹市香山區頂埔里17鄰牛埔路80-90號,1.0,148.0,第三分局,
公寓,頂埔里,新竹市香山區頂埔里20鄰牛埔路154號,1.0,418.0,第三分局,
公寓,頂埔里,新竹市香山區頂埔里20鄰牛埔路158號,1.0,1206.0,第三分局,
大樓,頂埔里,新竹市香山區頂埔里20鄰牛埔路160巷1號,1.0,616.0,第三分局,
公寓,頂埔里,新竹市香山區頂埔里07鄰頂埔路19巷1號,1.0,1442.0,第三分局,
公寓,頂埔里,新竹市香山區頂埔里07鄰頂埔路1-17號,1.0,249.0,第三分局,
新竹調查站,頂埔里,新竹市香山區頂埔里16鄰經國路3段126號,1.0,278.0,第三分局,
南勢變電所,頂埔里,新竹市香山區頂埔里04鄰牛埔路188號,1.0,518.0,第三分局,
公寓,頂埔里,新竹市香山區頂埔里21鄰牛埔路165號,1.0,648.0,第三分局,
公寓,頂埔里,新竹市香山區頂埔里01鄰中山路530號,1.0,36.0,第三分局,
公寓,頂埔里,新竹市香山區頂埔里23鄰中山路640巷9號,1.0,512.0,第三分局,
公寓,頂埔里,新竹市香山區頂埔里19鄰中華路4段62號,1.0,1417.0,第三分局,
公寓,頂埔里,新竹市香山區頂埔里01鄰中山路518號,1.0,34.0,第三分局,
公寓,頂埔里,"新竹市香山區頂埔里01鄰中山路572-51 6號",1.0,208.0,第三分局,
公寓,頂埔里,新竹市香山區頂埔里01鄰中山路510號,1.0,34.0,第三分局,
公寓,頂埔里,新竹市香山區頂埔里01鄰中山路640巷8號,1.0,308.0,第三分局,
公寓,頂埔里,新竹市香山區頂埔里03鄰牛埔路347號,1.0,65.0,第三分局,
公寓,頂埔里,新竹市香山區頂埔里13鄰中華路4段250號,1.0,224.0,第三分局,
公寓,頂埔里,新竹市香山區頂埔里23鄰牛埔路323巷1號,1.0,64.0,第三分局,
公寓,中埔里,新竹市香山區中埔里02鄰牛埔路177號,1.0,285.0,第三分局,
公寓,中埔里,新竹市香山區中埔里02鄰牛埔東路187號,1.0,104.0,第三分局,
公寓,中埔里,新竹市香山區中埔里03鄰牛埔路196號,1.0,192.0,第三分局,
公寓,中埔里,新竹市香山區中埔里03鄰牛埔路451號,1.0,249.0,第三分局,
大樓,虎山里,新竹市香山區虎山里16鄰牛埔北路185號,1.0,529.0,第三分局,
公寓,虎山里,新竹市香山區虎山里12鄰延平路2段95-1號,1.0,1625.0,第三分局,
公寓,頂竹里,新竹市東區頂竹里03鄰竹蓮街26巷28號,1.0,42.0,第三分局,
公寓,頂竹里,新竹市東區頂竹里15鄰東南街76號,1.0,64.0,第三分局,
公寓,頂竹里,新竹市東區頂竹里06鄰東南街58號,1.0,113.0,第三分局,
公寓,頂竹里,新竹市東區頂竹里06鄰南大路207號,1.0,40.0,第三分局,
公寓,頂竹里,新竹市東區頂竹里06鄰東南街42-46號,1.0,216.0,第三分局,
公寓,頂竹里,新竹市東區頂竹里17鄰東南街96巷4號,1.0,61.0,第三分局,
公寓,頂竹里,新竹市東區頂竹里06鄰南大路235號,1.0,38.0,第三分局,
公寓,頂竹里,新竹市東區頂竹里06鄰南大路203號,1.0,40.0,第三分局,
公寓,頂竹里,新竹市東區頂竹里05鄰竹蓮街64號,1.0,109.0,第三分局,
公寓,頂竹里,新竹市東區頂竹里東南街64號,1.0,50.0,第三分局,
公寓,頂竹里,新竹市東區頂竹里17鄰東南街96巷18號,1.0,50.0,第三分局,
公寓,頂竹里,新竹市東區頂竹里06鄰東南街52巷26號,1.0,112.0,第三分局,
公寓,頂竹里,新竹市東區頂竹里16鄰東南街128號,1.0,37.0,第三分局,
公寓,頂竹里,新竹市東區頂竹里06鄰南大路223號,1.0,26.0,第三分局,
公寓,南大里,新竹市東區南大里06鄰食品路297號,1.0,500.0,第三分局,
公寓,南大里,新竹市東區南大里13鄰食品路205號,1.0,117.0,第三分局,
公寓,南大里,新竹市東區南大里12鄰食品路273號,1.0,17.0,第三分局,
公寓,南大里,新竹市東區南大里12鄰食品路269號,1.0,101.0,第三分局,
公寓,南大里,新竹市東區南大里06鄰西大路46巷28號,1.0,134.0,第三分局,
公寓,南大里,新竹市東區南大里07鄰竹蓮街47巷2號,1.0,20.0,第三分局,
公寓,南大里,新竹市東區南大里07鄰竹蓮街51號,1.0,61.0,第三分局,
公寓,南大里,新竹市東區南大里12鄰食品路261號,1.0,36.0,第三分局,
公寓,南大里,新竹市東區南大里12鄰食品路279號,1.0,80.0,第三分局,
公寓,南大里,新竹市東區南大里06鄰西大路46巷3311-15號,1.0,145.0,第三分局,
公寓,南大里,新竹市東區南大里07鄰竹蓮街61號,1.0,378.0,第三分局,
公寓,振興里,新竹市東區振興里11鄰食品路551號,1.0,180.0,第三分局,
大樓,振興里,新竹市東區振興里09鄰振興路85巷9號,1.0,2034.0,第三分局,
公寓,振興里,新竹市東區振興里06鄰興中街51號,1.0,172.0,第三分局,
公寓,南大里,新竹市東區南大里11鄰西大路27號,1.0,194.0,第三分局,
公寓,振興里,新竹市東區振興里01鄰興學街12號,1.0,197.0,第三分局,
公寓,振興里,新竹市東區振興里06鄰興學街105號,1.0,193.0,第三分局,
大樓,南門里,新竹市東區南門里12鄰林森路57號,1.0,260.0,第三分局,
公寓,南門里,新竹市東區南門里09鄰武昌街12號,1.0,133.0,第三分局,
大樓,頂竹里,新竹市東區頂竹里05鄰南大路273號,1.0,314.0,第三分局,
公寓,振興里,新竹市東區振興里03鄰興中街46號,1.0,500.0,第三分局,
大樓,南門里,新竹市東區南門里09鄰中華路2段508號,1.0,318.0,第三分局,
公寓,振興里,新竹市東區振興里06鄰興中街50號,1.0,470.0,第三分局,
公寓,新興里,新竹市東區新興里09鄰南大路441號,1.0,432.0,第三分局,
大樓,中隘里,新竹市香山區中隘里中華路6段799巷8弄10-24號,1.0,1418.0,第三分局,
大樓,中隘里,新竹市香山區中隘里07鄰中華路6段799巷8弄9號,1.0,453.0,第三分局,
香山綜合運動場,樹下里,新竹市香山區樹下里09鄰香北路12號,1.0,3245.0,第三分局,
公寓,柴橋里,新竹市東區柴橋里24鄰明湖路1050巷260號,1.0,706.0,第三分局,
大樓,光鎮里,新竹市東區光鎮里05鄰南大路619號,1.0,690.0,第三分局,
大樓,頂埔里,新竹市香山區頂埔里06鄰經國路3段61號,1.0,4882.0,第三分局,
竹蓮國小,頂竹里,新竹市東區頂竹里19鄰食品路226號,1.0,937.0,第三分局,
大樓(玄奘大學),東香里,新竹市香山區東香里01鄰玄奘路48號,1.0,1514.0,第三分局,
大樓,鹽水里,新竹市香山區鹽水里09鄰中華路6段67巷66弄2號,1.0,1550.0,第三分局,
香山國中,香山里,新竹市香山區香山里12鄰元培路124號,1.0,1350.0,第三分局,
大樓,茄苳里,新竹市香山區茄苳里10鄰柯仔湳32巷15弄２號,1.0,540.0,第三分局,
大樓,香山里,新竹市香山區香山里18鄰大庄路104巷９號,1.0,3896.0,第三分局,
公寓,朝山里,新竹市香山區朝山里02鄰中華路5段722號,1.0,1341.0,第三分局,
大樓,高峰里,新竹市東區高峰里27鄰寶山路150巷1號,1.0,224.0,第三分局,
富禮國中,朝山里,新竹市香山區朝山里02鄰富禮街16號,1.0,722.0,第三分局,
虎林國中,虎林里,新竹市香山區虎林里07鄰延平路2段76號,1.0,1644.0,第三分局,
公寓,頂竹里,新竹市東區頂竹里09鄰東南街139號,1.0,166.0,第三分局,
大樓,明湖里,新竹市東區明湖里24鄰明湖路1050巷270號,1.0,981.0,第三分局,
大樓,湖濱里,新竹市東區湖濱里15鄰明湖路486巷33號,1.0,425.0,第三分局,
大樓,頂竹里,新竹市東區頂竹里19鄰東南街189號,1.0,248.0,第三分局,
大樓,茄苳里,新竹市香山區茄苳里10鄰柯仔湳32巷11弄15號,1.0,457.0,第三分局,
內湖國小,內湖里,新竹市香山區內湖里08鄰內湖路109號,1.0,921.0,第三分局,
公寓,頂福里,新竹市香山區頂福里11鄰中山路640巷566號,1.0,3329.0,第三分局,
大樓,香山里,新竹市香山區香山里05鄰中華路5段160巷15號,1.0,996.0,第三分局,
公寓,明湖里,新竹市東區明湖里14鄰明湖路1200巷132弄35號,1.0,461.0,第三分局,
公寓,牛埔里,新竹市香山區牛埔里03鄰東華路81巷2號,1.0,649.0,第三分局,
國立清華大學(南大校區),新興里,新竹市東區新興里08鄰食品路463號,1.0,2476.0,第三分局,
公寓,明湖里,新竹市東區明湖里14鄰明湖路1200巷132弄35號,1.0,462.0,第三分局,
公寓,朝山里,新竹市香山區朝山里11鄰中華路5段522巷18號,1.0,1642.0,第三分局,
大樓,香山里,新竹市香山區香山里19鄰大庄路66-88號,1.0,438.0,第三分局,
大樓,明湖里,新竹市東區明湖里11鄰明湖路1050巷375號,1.0,1054.0,第三分局,
公寓,頂埔里,新竹市香山區頂埔里18鄰牛埔南路201巷11號,1.0,701.0,第三分局,
虎林國中,虎林里,新竹市香山區虎林里07鄰延平路2段76號,1.0,3360.0,第三分局,
大樓,頂埔里,新竹市香山區頂埔里18鄰經國路3段2巷28號,1.0,1846.0,第三分局,
公寓,頂埔里,新竹市香山區頂埔里14鄰經國路3段60號,1.0,1708.0,第三分局,
大樓,牛埔里,新竹市香山區牛埔里03鄰牛埔路329號,1.0,706.0,第三分局,
食品工業研究所,新光里,新竹市東區新光里01鄰食品路331號,1.0,4233.0,第三分局,
公寓,柴橋里,新竹市東區柴橋里青草湖路162號,1.0,153.0,第三分局,
新竹國小,振興里,新竹市東區振興里06鄰興學街106號,1.0,1062.0,第三分局,
公寓,柴橋里,新竹市東區柴橋里01鄰明湖路773號,1.0,7716.0,第三分局,
公寓,振興里,新竹市東區振興里15鄰南大路622號,1.0,266.0,第三分局,
大樓(玄奘大學),東香里,新竹市香山區東香里01鄰玄奘路48號,1.0,748.0,第三分局,
公寓,頂埔里,新竹市香山區頂埔里18鄰經國路3段2巷20號,1.0,641.0,第三分局,
大樓,中埔里,新竹市香山區中埔里08鄰華北路66號,1.0,1105.0,第三分局,
新竹市身心障礙服務中心,頂竹里,新竹市東區頂竹里01鄰竹蓮街6號,1.0,1532.0,第三分局,
大樓,新興里,新竹市東區新興里07鄰食品路470號,2.0,522.0,第三分局,
公有停車場,南市里,新竹市東區南市里18鄰西大路317號,1.0,4782.0,第三分局,
大樓,東香里,新竹市香山區東香里13鄰富群街9號,2.0,4713.0,第三分局,
虎林國小,虎林里,新竹市香山區虎林里18鄰延平路2段78號,1.0,770.0,第三分局,
大樓,南市里,新竹市東區南市里18鄰西大路323號,1.0,7576.0,第三分局,
大樓,福德里,新竹市東區福德里15鄰林森路233號,3.0,526.0,第三分局,
公寓,頂竹里,新竹市東區頂竹里01鄰東南街142巷28號,1.0,869.0,第三分局,
公寓,柴橋里,新竹市東區柴橋里21鄰藝術路2號,1.0,4869.0,第三分局,
大樓(玄奘大學),東香里,新竹市香山區東香里01鄰玄奘路48號,1.0,11053.0,第三分局,
大樓,牛埔里,新竹市香山區牛埔里08鄰中華路4段518號,1.0,1446.0,第三分局,
大樓,埔前里,新竹市香山區埔前里牛埔南路15號,1.0,1589.0,第三分局,
陽光國小,新光里,新竹市東區新光里09鄰明湖路200號,2.0,181.0,第三分局,
公寓,明湖里,新竹市東區明湖里03鄰明湖路178號,1.0,7538.0,第三分局,
公寓,明湖里,新竹市東區明湖里02鄰明湖路1006巷200號,1.0,4501.0,第三分局,
公寓,東香里,新竹市香山市東香里香檳72號 ,1.0,2548.0,第三分局,
大樓,福德里,新竹市東區福德里15鄰林森路231號,3.0,1584.0,第三分局,
中華派出所,香山里,新竹市香山區香山里02鄰大庄路105號,1.0,762.0,第三分局,
公寓,牛埔里,新竹市香山區牛埔里03鄰中華路4段270巷25弄25號,1.0,780.0,第三分局,
大樓,新光里,新竹市東區新光里14鄰明湖路180號,1.0,544.0,第三分局,
大樓,牛埔里,新竹市香山區牛埔里15鄰牛埔東路251巷33號,2.0,5353.0,第三分局,
香山高中,香山里,新竹市香山區香山里12鄰元培街124號,1.0,1008.0,第三分局,
陽光國小,新光里,新竹市東區新光里09鄰明湖路200號,1.0,354.0,第三分局,
