類別,電腦編號,村里別,地址,地下樓層數,可容納人數,備註,placemark_address
大樓,港通029,港通里,基隆市中正區義一路130號,5.0,2021,,"大樓 港通029 港通里 基隆市中正區義一路130號 2021 第二分局"
公寓,港通031,港通里,基隆市中正區信二路296之1號,1.0,835,,"公寓 港通031 港通里 基隆市中正區信二路296之1號 835 第二分局"
公寓,港通032,港通里,基隆市中正區義一路71號,2.0,324,,"公寓 港通032 港通里 基隆市中正區義一路71號 324 第二分局"
公寓,港通033,港通里,基隆市中正區信三路28巷4之3號,1.0,418,,"公寓 港通033 港通里 基隆市中正區信三路28巷4之3號 418 第二分局"
公寓,義重001,義重里,基隆市中正區信六路16號,1.0,314,,"公寓 義重001 義重里 基隆市中正區信六路16號 314 第二分局"
公寓,義重002,義重里,基隆市中正區義二路227號,1.0,253,,"公寓 義重002 義重里 基隆市中正區義二路227號 253 第二分局"
公寓,義重003,義重里,基隆市中正區義二路266號,1.0,137,,"公寓 義重003 義重里 基隆市中正區義二路266號 137 第二分局"
基隆市政府,德義001,德義里,基隆市中正區信四路11號,1.0,271,,"基隆市政府 德義001 德義里 基隆市中正區信四路11號 271 第二分局"
公寓,德義003,德義里,基隆市中正區信三路8號,1.0,156,,"公寓 德義003 德義里 基隆市中正區信三路8號 156 第二分局"
信二路公有停車場,德義004,德義里,基隆市中正區信二路299號,1.0,2912,,"信二路公有停車場 德義004 德義里 基隆市中正區信二路299號 2912 第二分局"
公寓,德義005,德義里,基隆市中正區義二路72號,2.0,503,,"公寓 德義005 德義里 基隆市中正區義二路72號 503 第二分局"
公寓,德義006,德義里,基隆市中正區義二路106號,1.0,224,,"公寓 德義006 德義里 基隆市中正區義二路106號 224 第二分局"
公寓,德義007,德義里,基隆市中正區義二路2巷10號,1.0,257,,"公寓 德義007 德義里 基隆市中正區義二路2巷10號 257 第二分局"
公寓,仁義004,仁義里,基隆市信義區義六路25號,2.0,225,,"公寓 仁義004 仁義里 基隆市信義區義六路25號 225 第二分局"
公寓,仁義005,仁義里,基隆市信義區信二路181號,1.0,1583,,"公寓 仁義005 仁義里 基隆市信義區信二路181號 1583 第二分局"
公寓,仁義006,仁義里,基隆市信義區義六路15號,1.0,391,,"公寓 仁義006 仁義里 基隆市信義區義六路15號 391 第二分局"
公寓,仁義007,仁義里,基隆市信義區信二路189號,1.0,595,,"公寓 仁義007 仁義里 基隆市信義區信二路189號 595 第二分局"
公寓,仁義008,仁義里,基隆市信義區信一路96巷7號,2.0,483,,"公寓 仁義008 仁義里 基隆市信義區信一路96巷7號 483 第二分局"
部立基隆醫院,仁壽001,仁壽里,基隆市信義區信二路268號,1.0,624,,"部立基隆醫院 仁壽001 仁壽里 基隆市信義區信二路268號 624 第二分局"
基隆極樂寺,仁壽002,仁壽里,基隆市信義區信二路270號,1.0,2157,,"基隆極樂寺 仁壽002 仁壽里 基隆市信義區信二路270號 2157 第二分局"
公寓,仁壽003,仁壽里,基隆市信義區信二路265號,1.0,183,,"公寓 仁壽003 仁壽里 基隆市信義區信二路265號 183 第二分局"
公寓,仁壽004,仁壽里,基隆市信義區信一路141巷25號,1.0,208,,"公寓 仁壽004 仁壽里 基隆市信義區信一路141巷25號 208 第二分局"
部立基隆醫院,仁壽005,仁壽里,基隆市信義區信二路268號,2.0,2245,,"部立基隆醫院 仁壽005 仁壽里 基隆市信義區信二路268號 2245 第二分局"
大樓,仁壽008,仁壽里,基隆市信義區信一路133之6號,2.0,1354,,"大樓 仁壽008 仁壽里 基隆市信義區信一路133之6號 1354 第二分局"
大樓,仁壽009,仁壽里,基隆市信義區信一路148號,3.0,2200,,"大樓 仁壽009 仁壽里 基隆市信義區信一路148號 2200 第二分局"
公寓,仁壽010,仁壽里,基隆市信義區信二路225號,1.0,799,,"公寓 仁壽010 仁壽里 基隆市信義區信二路225號 799 第二分局"
公寓,仁壽011,仁壽里,基隆市信義區信一路111號,1.0,137,,"公寓 仁壽011 仁壽里 基隆市信義區信一路111號 137 第二分局"
公寓,仁壽012,仁壽里,基隆市信義區信一路141巷26號,1.0,348,,"公寓 仁壽012 仁壽里 基隆市信義區信一路141巷26號 348 第二分局"
公寓,仁壽013,仁壽里,基隆市信義區義五路13巷25號,3.0,435,,"公寓 仁壽013 仁壽里 基隆市信義區義五路13巷25號 435 第二分局"
基隆市議會,仁壽014,仁壽里,基隆市信義區壽山路5號,2.0,5495,,"基隆市議會 仁壽014 仁壽里 基隆市信義區壽山路5號 5495 第二分局"
部立基隆醫院,仁壽015,仁壽里,基隆市信義區信一路124號,2.0,2010,,"部立基隆醫院 仁壽015 仁壽里 基隆市信義區信一路124號 2010 第二分局"
公寓,仁壽016,仁壽里,基隆市信義區信一路130之1號,1.0,149,,"公寓 仁壽016 仁壽里 基隆市信義區信一路130之1號 149 第二分局"
公寓,仁壽017,仁壽里,基隆市信義區信一路117號,2.0,398,,"公寓 仁壽017 仁壽里 基隆市信義區信一路117號 398 第二分局"
公寓,仁壽018,仁壽里,基隆市信義區義三路12巷9號,2.0,231,,"公寓 仁壽018 仁壽里 基隆市信義區義三路12巷9號 231 第二分局"
基隆市政府,智誠001,智誠里,基隆市信義區月眉路250巷22號,1.0,337,,"基隆市政府 智誠001 智誠里 基隆市信義區月眉路250巷22號 337 第二分局"
公寓,智慧001,智慧里,基隆市信義區仁一路3號,2.0,268,,"公寓 智慧001 智慧里 基隆市信義區仁一路3號 268 第二分局"
公寓,智慧002,智慧里,基隆市信義區仁一路61號,1.0,246,,"公寓 智慧002 智慧里 基隆市信義區仁一路61號 246 第二分局"
公寓,智慧003,智慧里,基隆市信義區仁一路17號,1.0,225,,"公寓 智慧003 智慧里 基隆市信義區仁一路17號 225 第二分局"
公寓,智慧004,智慧里,基隆市信義區仁一路27號,2.0,232,,"公寓 智慧004 智慧里 基隆市信義區仁一路27號 232 第二分局"
公寓,智慧005,智慧里,基隆市信義區仁一路37巷16號,3.0,1106,,"公寓 智慧005 智慧里 基隆市信義區仁一路37巷16號 1106 第二分局"
基隆市政府,義民001,義民里,基隆市信義區信二路48號,1.0,329,,"基隆市政府 義民001 義民里 基隆市信義區信二路48號 329 第二分局"
公寓,義民002,義民里,基隆市信義區信二路63號,1.0,430,,"公寓 義民002 義民里 基隆市信義區信二路63號 430 第二分局"
中興國小,義民003,義民里,基隆市信義區信二路58號,1.0,359,,"中興國小 義民003 義民里 基隆市信義區信二路58號 359 第二分局"
公寓,義民004,義民里,基隆市信義區信二路82號,1.0,89,,"公寓 義民004 義民里 基隆市信義區信二路82號 89 第二分局"
公寓,義和001,義和里,基隆市信義區信二路24號,1.0,249,,"公寓 義和001 義和里 基隆市信義區信二路24號 249 第二分局"
公寓,義和002,義和里,基隆市信義區信二路28號,1.0,168,,"公寓 義和002 義和里 基隆市信義區信二路28號 168 第二分局"
市立體育館,義和003,義和里,基隆市信義區信二路40號,1.0,1015,,"市立體育館 義和003 義和里 基隆市信義區信二路40號 1015 第二分局"
公寓,義和004,義和里,基隆市信義區信二路36巷49號,1.0,173,,"公寓 義和004 義和里 基隆市信義區信二路36巷49號 173 第二分局"
國立基隆女中,義和006,義和里,基隆市信義區東信路324號,1.0,1316,,"國立基隆女中 義和006 義和里 基隆市信義區東信路324號 1316 第二分局"
國立基隆女中,義和005,義和里,基隆市信義區東信路324號,1.0,307,,"國立基隆女中 義和005 義和里 基隆市信義區東信路324號 307 第二分局"
私立崇右影視科技大學,義幸001,義幸里,基隆市信義區義七路40號,1.0,988,,"私立崇右影視科技大學 義幸001 義幸里 基隆市信義區義七路40號 988 第二分局"
濟安宮,義幸002,義幸里,基隆市信義區義七路42號,1.0,550,,"濟安宮 義幸002 義幸里 基隆市信義區義七路42號 550 第二分局"
公寓,義幸003,義幸里,基隆市信義區中興路11巷6號,1.0,259,,"公寓 義幸003 義幸里 基隆市信義區中興路11巷6號 259 第二分局"
私立崇右影視科技大學,義幸004,義幸里,基隆市信義區義七路40號,1.0,756,,"私立崇右影視科技大學 義幸004 義幸里 基隆市信義區義七路40號 756 第二分局"
公寓,義幸005,義幸里,基隆市信義區信二路135號,1.0,453,,"公寓 義幸005 義幸里 基隆市信義區信二路135號 453 第二分局"
公寓,義幸006,義幸里,基隆市信義區中興路66號,1.0,805,,"公寓 義幸006 義幸里 基隆市信義區中興路66號 805 第二分局"
公寓,義幸007,義幸里,基隆市信義區信二路93號,1.0,247,,"公寓 義幸007 義幸里 基隆市信義區信二路93號 247 第二分局"
私立崇右影視科技大學,義幸008,義幸里,基隆市信義區義七路40號,3.0,3337,,"私立崇右影視科技大學 義幸008 義幸里 基隆市信義區義七路40號 3337 第二分局"
公寓,義幸009,義幸里,基隆市信義區中興路18巷3號,1.0,192,,"公寓 義幸009 義幸里 基隆市信義區中興路18巷3號 192 第二分局"
公寓,義幸010,義幸里,基隆市信義區信二路162號,2.0,548,,"公寓 義幸010 義幸里 基隆市信義區信二路162號 548 第二分局"
公寓,義幸011,義幸里,基隆市信義區中興路22號,1.0,336,,"公寓 義幸011 義幸里 基隆市信義區中興路22號 336 第二分局"
公寓,義幸012,義幸里,基隆市信義區信二路174巷128號,1.0,600,,"公寓 義幸012 義幸里 基隆市信義區信二路174巷128號 600 第二分局"
公寓,義昭001,義昭里,基隆市信義區信二路242號,1.0,706,,"公寓 義昭001 義昭里 基隆市信義區信二路242號 706 第二分局"
"台灣銀行 法代人",義昭003,義昭里,基隆市信義區信一路63號,1.0,265,,"台灣銀行 法代人 義昭003 義昭里 基隆市信義區信一路63號 265 第二分局"
公寓,義昭004,義昭里,基隆市信義區信二路234巷6號,1.0,1567,,"公寓 義昭004 義昭里 基隆市信義區信二路234巷6號 1567 第二分局"
公寓,義昭005,義昭里,基隆市信義區義七路7號,1.0,273,,"公寓 義昭005 義昭里 基隆市信義區義七路7號 273 第二分局"
公寓,義昭006,義昭里,基隆市信義區信二路234巷2之5號,2.0,566,,"公寓 義昭006 義昭里 基隆市信義區信二路234巷2之5號 566 第二分局"
基隆市政府,義昭007,義昭里,基隆市信義區信二路179號,1.0,986,,"基隆市政府 義昭007 義昭里 基隆市信義區信二路179號 986 第二分局"
大樓,義昭008,義昭里,基隆市信義區信二路236之10號,2.0,4916,,"大樓 義昭008 義昭里 基隆市信義區信二路236之10號 4916 第二分局"
大樓,義昭009,義昭里,基隆市信義區義六路28號,3.0,4488,,"大樓 義昭009 義昭里 基隆市信義區義六路28號 4488 第二分局"
大樓,義昭010,義昭里,基隆市信義區信一路63號,3.0,2096,,"大樓 義昭010 義昭里 基隆市信義區信一路63號 2096 第二分局"
公寓,孝岡001,孝岡里,基隆市信義區深澳坑路133之2號,1.0,213,,"公寓 孝岡001 孝岡里 基隆市信義區深澳坑路133之2號 213 第二分局"
公寓,孝岡002,孝岡里,基隆市信義區深澳坑路109巷13弄7號,1.0,949,,"公寓 孝岡002 孝岡里 基隆市信義區深澳坑路109巷13弄7號 949 第二分局"
公寓,孝岡003,孝岡里,基隆市信義區深澳坑路277號,1.0,197,,"公寓 孝岡003 孝岡里 基隆市信義區深澳坑路277號 197 第二分局"
公寓,孝忠001,孝忠里,基隆市信義區深溪路36巷50弄18號,2.0,4380,,"公寓 孝忠001 孝忠里 基隆市信義區深溪路36巷50弄18號 4380 第二分局"
公寓,孝忠002,孝忠里,基隆市信義區深溪路36巷42號,2.0,2270,,"公寓 孝忠002 孝忠里 基隆市信義區深溪路36巷42號 2270 第二分局"
公寓,孝忠003,孝忠里,基隆市信義區深溪路36巷50弄1號,3.0,10451,,"公寓 孝忠003 孝忠里 基隆市信義區深溪路36巷50弄1號 10451 第二分局"
公寓,孝忠004,孝忠里,基隆市信義區深溪路36巷74號,1.0,4920,,"公寓 孝忠004 孝忠里 基隆市信義區深溪路36巷74號 4920 第二分局"
公寓,孝忠005,孝忠里,基隆市信義區深溪路36巷102弄11號,1.0,4192,,"公寓 孝忠005 孝忠里 基隆市信義區深溪路36巷102弄11號 4192 第二分局"
公寓,孝忠006,孝忠里,基隆市信義區深溪路36巷51號,1.0,32812,,"公寓 孝忠006 孝忠里 基隆市信義區深溪路36巷51號 32812 第二分局"
公寓,孝忠007,孝忠里,基隆市信義區深溪路36巷70弄8號,2.0,7625,,"公寓 孝忠007 孝忠里 基隆市信義區深溪路36巷70弄8號 7625 第二分局"
深美國小,孝忠008,孝忠里,基隆市信義區深美街198號,1.0,2409,,"深美國小 孝忠008 孝忠里 基隆市信義區深美街198號 2409 第二分局"
公寓,孝忠009,孝忠里,基隆市信義區深溪路38巷3號,3.0,10037,,"公寓 孝忠009 孝忠里 基隆市信義區深溪路38巷3號 10037 第二分局"
公寓,孝忠010,孝忠里,基隆市信義區教忠街58號,1.0,1206,,"公寓 孝忠010 孝忠里 基隆市信義區教忠街58號 1206 第二分局"
公寓,孝深001,孝深里,基隆市信義區深澳坑路166之17號,2.0,5507,,"公寓 孝深001 孝深里 基隆市信義區深澳坑路166之17號 5507 第二分局"
公寓,孝深002,孝深里,基隆市信義區福民街55巷3號,1.0,3701,,"公寓 孝深002 孝深里 基隆市信義區福民街55巷3號 3701 第二分局"
基隆市政府,孝深003,孝深里,基隆市信義區深澳坑路55之1號,1.0,2338,,"基隆市政府 孝深003 孝深里 基隆市信義區深澳坑路55之1號 2338 第二分局"
公寓,孝深004,孝深里,基隆市信義區孝東路88號,4.0,33069,,"公寓 孝深004 孝深里 基隆市信義區孝東路88號 33069 第二分局"
公寓,孝深005,孝深里,基隆市信義區深澳坑路132號,1.0,407,,"公寓 孝深005 孝深里 基隆市信義區深澳坑路132號 407 第二分局"
公寓,孝德001,孝德里,基隆市信義區福民街71巷3號,2.0,1412,,"公寓 孝德001 孝德里 基隆市信義區福民街71巷3號 1412 第二分局"
公寓,孝德002,孝德里,基隆市信義區東峰街22號,1.0,277,,"公寓 孝德002 孝德里 基隆市信義區東峰街22號 277 第二分局"
公寓,孝德003,孝德里,基隆市信義區福民街55巷42號,1.0,356,,"公寓 孝德003 孝德里 基隆市信義區福民街55巷42號 356 第二分局"
公寓,孝德004,孝德里,基隆市信義區深澳坑路6巷143號,1.0,2105,,"公寓 孝德004 孝德里 基隆市信義區深澳坑路6巷143號 2105 第二分局"
公寓,孝德005,孝德里,基隆市信義區深澳坑路6巷304號,1.0,3013,,"公寓 孝德005 孝德里 基隆市信義區深澳坑路6巷304號 3013 第二分局"
公寓,孝德006,孝德里,基隆市信義區深澳坑路8號,1.0,765,,"公寓 孝德006 孝德里 基隆市信義區深澳坑路8號 765 第二分局"
公寓,孝德007,孝德里,基隆市信義區福民街17之1號,2.0,4635,,"公寓 孝德007 孝德里 基隆市信義區福民街17之1號 4635 第二分局"
公寓,孝賢001,孝賢里,基隆市信義區東美二街73之1號,1.0,1182,,"公寓 孝賢001 孝賢里 基隆市信義區東美二街73之1號 1182 第二分局"
公寓,孝賢002,孝賢里,基隆市信義區教孝街2號,1.0,809,,"公寓 孝賢002 孝賢里 基隆市信義區教孝街2號 809 第二分局"
公寓,孝賢003,孝賢里,基隆市信義區教孝街75號,2.0,5156,,"公寓 孝賢003 孝賢里 基隆市信義區教孝街75號 5156 第二分局"
公寓,孝賢004,孝賢里,基隆市信義區深澳坑路2之47號,1.0,1030,,"公寓 孝賢004 孝賢里 基隆市信義區深澳坑路2之47號 1030 第二分局"
公寓,孝賢005,孝賢里,基隆市信義區深澳坑路2之36號,2.0,1383,,"公寓 孝賢005 孝賢里 基隆市信義區深澳坑路2之36號 1383 第二分局"
公寓,孝賢006,孝賢里,基隆市信義區深澳坑路10之6號,1.0,700,,"公寓 孝賢006 孝賢里 基隆市信義區深澳坑路10之6號 700 第二分局"
公寓,孝賢007,孝賢里,基隆市信義區深澳坑路2之19號,1.0,229,,"公寓 孝賢007 孝賢里 基隆市信義區深澳坑路2之19號 229 第二分局"
公寓,孝賢008,孝賢里,基隆市信義區深澳坑路2之9號,2.0,1998,,"公寓 孝賢008 孝賢里 基隆市信義區深澳坑路2之9號 1998 第二分局"
大樓,孝賢009,孝賢里,基隆市信義區深澳坑路2之5號,2.0,4813,,"大樓 孝賢009 孝賢里 基隆市信義區深澳坑路2之5號 4813 第二分局"
公寓,孝賢010,孝賢里,基隆市信義區教孝街79號,1.0,3034,,"公寓 孝賢010 孝賢里 基隆市信義區教孝街79號 3034 第二分局"
公寓,禮儀001,禮儀里,基隆市信義區東明路171號,1.0,218,,"公寓 禮儀001 禮儀里 基隆市信義區東明路171號 218 第二分局"
公寓,禮儀002,禮儀里,基隆市信義區東明路97號,2.0,602,,"公寓 禮儀002 禮儀里 基隆市信義區東明路97號 602 第二分局"
公寓,禮儀003,禮儀里,基隆市信義區東明路108號,2.0,339,,"公寓 禮儀003 禮儀里 基隆市信義區東明路108號 339 第二分局"
公寓,禮儀005,禮儀里,基隆市信義區東明路177號,1.0,444,,"公寓 禮儀005 禮儀里 基隆市信義區東明路177號 444 第二分局"
海大附中,海濱011,海濱里,基隆市中正區祥豐街246號,1.0,605,,"海大附中 海濱011 海濱里 基隆市中正區祥豐街246號 605 第二分局"
海大附中,海濱012,海濱里,基隆市中正區祥豐街246號,1.0,408,,"海大附中 海濱012 海濱里 基隆市中正區祥豐街246號 408 第二分局"
學校,海濱013,海濱里,基隆市中正區北寧路43號,1.0,922,,"學校 海濱013 海濱里 基隆市中正區北寧路43號 922 第二分局"
公寓,中濱004,中濱里,基隆市中正區中正路381號,1.0,513,,"公寓 中濱004 中濱里 基隆市中正區中正路381號 513 第二分局"
公寓,正砂015,正砂里,基隆市中正區中正路464號,2.0,670,,"公寓 正砂015 正砂里 基隆市中正區中正路464號 670 第二分局"
大樓,孝德008,孝德里,基隆市信義區福民街150號,2.0,2712,,"大樓 孝德008 孝德里 基隆市信義區福民街150號 2712 第二分局"
