類別,電腦編號,村里別,地址,緯經度,可容納人數,轄管分局,備註
一般住宅,FMA00528,民富里,新竹市北區民富里經國路2段218巷12弄1號,"24.8052088,120.9667295",590.0,第一分局,
一般住宅,FMA00529,大同里,新竹市北區大同里中正路115號,"24.8058008,120.9604678",72.0,第一分局,
一般住宅,FMA00530,民富里,新竹市北區民富里經國路2段391號,"24.8075871,120.9580404",33.0,第一分局,
供公眾使用建築物,FMA00531,大同里,新竹市北區大同里中正路109號,"24.8058008,120.9604678",36.0,第一分局,
供公眾使用建築物,FMA00532,大同里,新竹市北區大同里中正路111號,"24.8058008,120.9604678",60.0,第一分局,
一般住宅,FMA00533,磐石里,新竹市北區磐石里和平路194-198號,"24.8117598,120.954803",126.0,第一分局,
一般住宅,FMA00534,民富里,新竹市北區民富里民富街177號,"24.806609,120.9593597",300.0,第一分局,
公有建築物,FMA00535,民富里,新竹市北區民富里1鄰西大路561號,"24.8084309,120.9605035",422.0,第一分局,
公有建築物,FMA00536,大同里,新竹市北區大同里中正路124號,"24.8058008,120.9604678",400.0,第一分局,
一般住宅,FMA00537,新民里,新竹市北區新民里西大路582巷10號,"24.8070061,120.9625336",69.0,第一分局,
一般住宅,FMA00538,民富里,新竹市北區民富里經國路2段376號,"24.807701,120.957298",136.0,第一分局,
一般住宅,FMA00539,水田里,新竹市北區水田里水田街32號,"24.812167,120.9658019",25.0,第一分局,
一般住宅,FMA00540,中興里,新竹市北區中興里長安街76號,"24.8068796,120.9654044",49.0,第一分局,
公有建築物,FMA00541,新民里,新竹市北區新民里北大路218號,"24.8080588,120.965021",136.0,第一分局,
一般住宅,FMA00542,民富里,新竹市北區民富里民富街178巷2弄1-5號,"24.8067036,120.9591253",130.0,第一分局,
一般住宅,FMA00544,中興里,新竹市北區中興里中山路40巷25號,"24.8084309,120.9605035",133.0,第一分局,
一般住宅,FMA00545,民富里,新竹市北區民富里經國路2段233號,"24.8084309,120.9605035",42.0,第一分局,
一般住宅,FMA00546,中興里,新竹市北區中興里北門街70號,"24.8064578,120.9660882",33.0,第一分局,
一般住宅,FMA00547,中興里,新竹市北區中興里長安街26號,"24.8055941,120.965658",101.0,第一分局,
一般住宅,FMA00548,水田里,新竹市北區水田里中正路404號,"24.8149897,120.962333",33.0,第一分局,
一般住宅,FMA00549,長和里,新竹市北區長和里城北街3號之21,"24.8088048,120.9648057",833.0,第一分局,
一般住宅,FMA00550,民富里,新竹市北區民富里經國路2段312號,"24.8088092,120.9592158",57.0,第一分局,
一般住宅,FMA00551,水田里,新竹市北區水田里經國路2段16號,"24.8138151,120.966858",445.0,第一分局,
一般住宅,FMA00552,民富里,新竹市北區民富里經國路2段420號,"24.8069827,120.956348",48.0,第一分局,
一般住宅,FMA00553,大同里,新竹市北區大同里大同路232號,"24.8083594,120.9660959",141.0,第一分局,
一般住宅,FMA00554,民富里,新竹市北區民富里經國路2段292號,"24.8088797,120.959304",34.0,第一分局,
一般住宅,FMA00555,新民里,新竹市北區新民里北大路262號,"24.807628,120.964051",121.0,第一分局,
一般住宅,FMA00556,新民里,新竹市北區新民里西大路582巷15弄30-48號,"24.8077941,120.9621258",773.0,第一分局,
一般住宅,FMA00557,民富里,新竹市北區民富里經國路2段422-428號,"24.8069167,120.9564154",94.0,第一分局,
一般住宅,FMA00558,磐石里,新竹市北區磐石里竹光路184巷37號之7,"24.8122772,120.9574252",1102.0,第一分局,
一般住宅,FMA00559,新民里,新竹市北區新民里仁德街85號,"24.8078804,120.9628594",40.0,第一分局,
一般住宅,FMA00560,水田里,新竹市北區水田里經國路2段47-57號,"24.8130299,120.9664179",229.0,第一分局,
一般住宅,FMA00561,北門里,新竹市北區北門里4鄰中正路155號,"24.809225,120.9663288",16.0,第一分局,
一般住宅,FMA00562,北門里,新竹市北區北門里中正路175號之3,"24.8097273,120.9656098",374.0,第一分局,
一般住宅,FMA00563,水田里,新竹市北區水田里經國路2段350巷7弄7-9號,"24.8078883,120.9580956",93.0,第一分局,
一般住宅,FMA00564,水田里,新竹市北區水田里中正路180巷6號,"24.8098964,120.9662352",204.0,第一分局,
一般住宅,FMA00565,北門里,新竹市北區北門里中正路167號,"24.8088092,120.9592158",133.0,第一分局,
公有建築物,FMA00566,大同里,新竹市北區大同里中正路120號,"24.8067131,120.9688414",897.0,第一分局,
一般住宅,FMA00567,民富里,新竹市北區民富里經國路2段248巷26弄2-10號,"24.807628,120.964051",465.0,第一分局,
一般住宅,FMA00568,新民里,新竹市北區新民里仁德街105-1號,"24.8083226,120.9625826",40.0,第一分局,
一般住宅,FMA00569,水田里,新竹市北區水田里經國路2段61號,"24.8127778,120.9661433",78.0,第一分局,
一般住宅,FMA00570,水田里,新竹市北區水田里經國路2段59號,"24.8128074,120.9661822",86.0,第一分局,
一般住宅,FMA00571,磐石里,新竹市北區磐石里竹光路184巷37號之8,"24.8126836,120.9568529",156.0,第一分局,
一般住宅,FMA00572,新民里,新竹市北區新民里仁德街105號,"24.807628,120.964051",36.0,第一分局,
一般住宅,FMA00573,北門里,新竹市北區北門里北門街244號,"24.810379,120.965424",29.0,第一分局,
一般住宅,FMA00577,民富里,新竹市北區民富里經國路二段261號,"24.810072,120.9617109",25.0,第一分局,
一般住宅,FMA00578,中山里,新竹市北區中山里中山路48-50號,"24.8055904,120.9668304",157.0,第一分局,
供公眾使用建築物,FMA00579,大同里,新竹市北區大同里大同路130號,"24.8060031,120.9679801",113.0,第一分局,
一般住宅,FMA00580,民富里,新竹市北區民富里經國路2段260-268號,"24.8094355,120.9603028",80.0,第一分局,
一般住宅,FMA00581,新民里,新竹市北區新民里北大路260號,"24.8076531,120.964088",33.0,第一分局,
一般住宅,FMA00582,文雅里,新竹市北區文雅里中正路337號,"24.8145869,120.9623276",149.0,第一分局,
一般住宅,FMA00583,民富里,新竹市北區民富里西大路643巷15號,"24.8096924,120.9580453",29.0,第一分局,
供公眾使用建築物,FMA00584,民富里,新竹市北區民富里民富街161號,"24.8070093,120.9599799",468.0,第一分局,
一般住宅,FMA00585,新民里,新竹市北區新民里西大路614號,"24.807402,120.961808",85.0,第一分局,
一般住宅,FMA00586,民富里,新竹市北區民富里北大路358號,"24.805604,120.9612181",86.0,第一分局,
一般住宅,FMA00587,民富里,新竹市北區民富里經國路2段248巷12號,"24.8097596,120.9603641",57.0,第一分局,
一般住宅,FMA00588,民富里,新竹市北區民富里民富街186號,"24.8058782,120.9583706",28.0,第一分局,
一般住宅,FMA00589,新民里,新竹市北區新民里民富街93號,"24.8087733,120.9627409",88.0,第一分局,
一般住宅,FMA00590,大同里,新竹市北區大同里北大路115號之1,"24.8101014,120.9688921",70.0,第一分局,
一般住宅,FMA00591,大同里,新竹市北區大同里北大路191號,"24.8083981,120.9661775",54.0,第一分局,
一般住宅,FMA00592,文雅里,新竹市北區文雅里城北街97號,"24.811625,120.963377",48.0,第一分局,
一般住宅,FMA00593,文雅里,新竹市北區文雅里竹光路33號,"24.8141845,120.9610902",34.0,第一分局,
公有建築物,FMA00594,民富里,新竹市北區民富里1鄰西大路561號,"24.8084309,120.9605035",277.0,第一分局,
一般住宅,FMA00595,文雅里,新竹市北區文雅里竹光路35巷8號,"24.8137408,120.9611674",110.0,第一分局,
一般住宅,FMA00596,民富里,新竹市北區民富里西大路531-1號,"24.806505,120.961775",37.0,第一分局,
一般住宅,FMA00597,民富里,新竹市北區民富里西大路535號,"24.8066721,120.961865",37.0,第一分局,
一般住宅,FMA00598,文雅里,新竹市北區文雅里竹光路78巷7弄16號,"24.8136366,120.9588571",293.0,第一分局,
一般住宅,FMA00599,民富里,新竹市北區民富里西大路537號,"24.806709,120.96184",37.0,第一分局,
一般住宅,FMA00600,民富里,新竹市北區民富里西大路533號,"24.806543,120.961749",37.0,第一分局,
一般住宅,FMA00601,民富里,新竹市北區民富里西大路539號,"24.806748,120.961814",37.0,第一分局,
一般住宅,FMA00602,文雅里,新竹市北區文雅里竹光路78巷7弄23號,"24.8135721,120.959259",878.0,第一分局,
一般住宅,FMA00603,文雅里,新竹市北區文雅里竹光路33-1號,"24.8141845,120.9610902",52.0,第一分局,
一般住宅,FMA00604,大同里,新竹市北區大同里世界街112巷4號,"24.8092025,120.9690966",376.0,第一分局,
一般住宅,FMA00605,民富里,新竹市北區民富里西大路534號,"24.805535,120.9628773",66.0,第一分局,
一般住宅,FMA00606,民富里,新竹市北區民富里西大路541號,"24.806698,120.961644",66.0,第一分局,
一般住宅,FMA00607,磐石里,新竹市北區磐石里23鄰竹光路197號4樓,"24.811593,120.957774",180.0,第一分局,
一般住宅,FMA00608,民富里,新竹市北區民富里西大路643巷19-21號,"24.8094613,120.9579044",88.0,第一分局,
一般住宅,FMA00609,民富里,新竹市北區民富里西大路643巷19-21號,"24.8094613,120.9579044",88.0,第一分局,
一般住宅,FMA00610,民富里,新竹市北區民富里民富街164-170號,"24.8135721,120.959259",190.0,第一分局,
一般住宅,FMA00611,文雅里,新竹市北區文雅里中正路319號,"24.811625,120.963377",17.0,第一分局,
一般住宅,FMA00612,磐石里,新竹市北區磐石里1鄰國光街60-66號,"24.8116743,120.9609546",1289.0,第一分局,
一般住宅,FMA00614,文雅里,新竹市北區文雅里城北街109號,"24.806543,120.961749",41.0,第一分局,
供公眾使用建築物,FMA00615,磐石里,新竹市北區磐石里6鄰西大路643巷20號,"24.809633,120.957792",444.0,第一分局,
供公眾使用建築物,FMA00616,中興里,新竹市北區中興里中山路84號,"24.805535,120.9628773",558.0,第一分局,
一般住宅,FMA00617,文雅里,新竹市北區文雅里城北街111號,"24.8119494,120.963226",45.0,第一分局,
一般住宅,FMA00618,中興里,新竹市北區中興里英明街36號,"24.8062403,120.9664649",244.0,第一分局,
一般住宅,FMA00619,長和里,新竹市北區長和里愛文街64-66號,"24.8089577,120.9633062",129.0,第一分局,
供公眾使用建築物,FMA00620,文雅里,新竹市北區文雅里中正路313號,"24.8139211,120.962654",354.0,第一分局,
一般住宅,FMA00621,中興里,新竹市北區中興里中山路40巷25號,"24.8065865,120.9664687",2218.0,第一分局,
一般住宅,FMA00622,中興里,新竹市北區中興里北門街40巷31號,"24.8058562,120.9661585",149.0,第一分局,
公有建築物,FMA00623,大同里,新竹市北區大同里中正路148號,"24.8088441,120.9671541",713.0,第一分局,
一般住宅,FMA00624,文雅里,新竹市北區文雅里竹光路25巷13號,"24.8139751,120.961539",196.0,第一分局,
一般住宅,FMA00625,新雅里,新竹市北區新雅里和平路5號,"24.8074996,120.9555987",96.0,第一分局,
一般住宅,FMA00626,中興里,新竹市北區中興里長安街24-29號,"24.805541,120.965668",232.0,第一分局,
一般住宅,FMA00627,磐石里,新竹市北區磐石里西大路709巷20號,"24.8115315,120.9553922",484.0,第一分局,
一般住宅,FMA00628,新民里,新竹市北區新民里西大路582巷15弄7號,"24.8072837,120.9624082",422.0,第一分局,
一般住宅,FMA00629,新民里,新竹市北區新民里西大路582巷15弄9號,"24.8073923,120.9623421",164.0,第一分局,
一般住宅,FMA00630,水田里,新竹市北區水田里水田街20號,"24.8115969,120.9655275",221.0,第一分局,
一般住宅,FMA00631,磐石里,新竹市北區磐石里西大路709巷11號,"24.811173,120.9558671",1654.0,第一分局,
供公眾使用建築物,FMA00632,大同里,新竹市北區大同里中正路141號,"24.8087135,120.9668834",672.0,第一分局,
公有建築物,FMA00633,水田里,新竹市北區水田里水田街33號,"24.8136446,120.9660225",696.0,第一分局,
一般住宅,FMA00634,民富里,新竹市北區民富里西大路547號,"24.806815,120.961564",53.0,第一分局,
一般住宅,FMA00635,民富里,新竹市北區民富里西大路545號,"24.806776,120.961591",132.0,第一分局,
一般住宅,FMA00636,磐石里,新竹市北區磐石里22鄰國光街97巷1號,"24.8124184,120.9593347",1433.0,第一分局,
一般住宅,FMA00638,民富里,新竹市北區民富里民富街184號,"24.806576,120.9589792",30.0,第一分局,
一般住宅,FMA00639,北門里,新竹市北區北門里經國路二段118號,"24.8119011,120.963882",24.0,第一分局,
一般住宅,FMA00640,文雅里,新竹市北區文雅里竹光路25巷13號,"24.8139751,120.961539",38.0,第一分局,
一般住宅,FMA00641,北門里,新竹市北區北門里北門街58號,"24.806274,120.966131",45.0,第一分局,
一般住宅,FMA00642,大同里,新竹市北區大同里北大路101號,"24.8103889,120.9692044",16.0,第一分局,
一般住宅,FMA00643,文雅里,新竹市北區文雅里城北街137巷6弄60-62號,"24.8138988,120.962239",80.0,第一分局,
一般住宅,FMA00644,民富里,新竹市北區民富里民富街141號,"24.8073767,120.9604382",17.0,第一分局,
一般住宅,FMA00645,民富里,新竹市北區民富里民富街143-145號,"24.8081979,120.9614866",89.0,第一分局,
供公眾使用建築物,FMA00646,民富里,新竹市北區民富里1鄰西大路549號,"24.8069651,120.961542",204.0,第一分局,
一般住宅,FMA00647,新民里,新竹市北區新民里民富街112號,"24.8086903,120.9622758",36.0,第一分局,
一般住宅,FMA00648,新民里,新竹市北區新民里民富街114號,"24.8068106,120.9595345",28.0,第一分局,
一般住宅,FMA00649,北門里,新竹市北區北門里長和街2號,"24.8106847,120.964839",44.0,第一分局,
一般住宅,FMA00651,大同里,新竹市北區大同里大同路230號,"24.8083219,120.9661191",21.0,第一分局,
一般住宅,FMA00652,大同里,新竹市北區大同里大同路266號,"24.8083696,120.9661125",25.0,第一分局,
一般住宅,FMA00654,民富里,新竹市北區民富里民富街178巷11弄11號,"24.8068397,120.9585795",29.0,第一分局,
一般住宅,FMA00655,民富里,新竹市北區民富里民富街178巷11弄13號,"24.8068301,120.9585579",29.0,第一分局,
一般住宅,FMA00656,民富里,新竹市北區民富里民富街178巷11弄9號,"24.8068492,120.958595",29.0,第一分局,
一般住宅,FMA00657,民富里,新竹市北區民富里民富街178巷11弄15號,"24.8067917,120.9585302",29.0,第一分局,
一般住宅,FMA00658,北門里,新竹市北區北門里北門街172號,"24.8086925,120.9652555",41.0,第一分局,
一般住宅,FMA00659,大同里,新竹市北區大同里建興街7號,"24.8080108,120.966892",30.0,第一分局,
一般住宅,FMA00660,民富里,新竹市北區民富里和平路28巷62號,"24.808472,120.9566157",250.0,第一分局,
一般住宅,FMA00661,民富里,新竹市北區民富里經國路2段318號,"24.808524,120.958695",37.0,第一分局,
一般住宅,FMA00662,民富里,新竹市北區民富里少年街13-17號,"24.805847,120.9607",186.0,第一分局,
一般住宅,FMA00663,文雅里,新竹市北區文雅里竹光路40號,"24.814636,120.960752",52.0,第一分局,
一般住宅,FMA00664,新雅里,新竹市北區新雅里竹光路388-398號,"24.8081893,120.9536988",278.0,第一分局,
一般住宅,FMA00666,水田里,新竹市北區水田里中正路358號,"24.8141875,120.9630967",21.0,第一分局,
一般住宅,FMA00667,大同里,新竹市北區大同里建興街13號,"24.8079581,120.9668323",20.0,第一分局,
一般住宅,FMA00668,民富里,新竹市北區民富里少年街33號,"24.806009,120.960136",70.0,第一分局,
一般住宅,FMA00672,民富里,新竹市北區民富里少年街25號,"24.8058428,120.9603138",144.0,第一分局,
一般住宅,FMA00673,民富里,新竹市北區民富里和平路60號,"24.8082631,120.955864",40.0,第一分局,
一般住宅,FMA00676,民富里,新竹市北區民富里少年街31號,"24.805998,120.960176",53.0,第一分局,
一般住宅,FMA00677,新民里,新竹市北區新民里西大路578號,"24.8066406,120.9621904",429.0,第一分局,
一般住宅,FMA00678,文雅里,新竹市北區文雅里城北街113號,"24.8119947,120.9632153",33.0,第一分局,
一般住宅,FMA00679,新民里,新竹市北區新民里北大路288號,"24.8071231,120.963378",60.0,第一分局,
一般住宅,FMA00680,中興里,新竹市北區中興里北門街43號,"24.8058861,120.965675",28.0,第一分局,
一般住宅,FMA00681,中興里,新竹市北區中興里北門街41號,"24.805844,120.965684",28.0,第一分局,
一般住宅,FMA00683,民富里,新竹市北區民富里少年街27號,"24.805976,120.960252",113.0,第一分局,
一般住宅,FMA00684,北門里,新竹市北區北門里北門街195號,"24.8106461,120.96494",53.0,第一分局,
一般住宅,FMA00685,民富里,新竹市北區民富里少年街47號,"24.8061649,120.9593902",668.0,第一分局,
一般住宅,FMA00686,新民里,新竹市北區新民里北大路306號,"24.8068321,120.962934",294.0,第一分局,
一般住宅,FMA00687,中興里,新竹市北區中興里中山路40巷33號,"24.8068438,120.9664992",29.0,第一分局,
一般住宅,FMA00688,文雅里,新竹市北區文雅里竹光路102號,"24.813446,120.959299",52.0,第一分局,
一般住宅,FMA00691,水田里,新竹市北區水田里中正路270-280號,"24.8124081,120.9643627",313.0,第一分局,
一般住宅,FMA00692,水田里,新竹市北區水田里水田街42號,"24.8124615,120.9659238",26.0,第一分局,
一般住宅,FMA00693,水田里,新竹市北區水田里水田街20號,"24.8115969,120.9655275",17.0,第一分局,
一般住宅,FMA00694,水田里,新竹市北區水田里經國路2段33號,"24.8131372,120.966762",52.0,第一分局,
供公眾使用建築物,FMA00695,大同里,新竹市北區大同里中正路125號,"24.8079187,120.9674084",78.0,第一分局,
供公眾使用建築物,FMA00696,新民里,新竹市北區新民里西大路658號,"24.8082653,120.9609641",436.0,第一分局,
一般住宅,FMA00697,磐石里,新竹市北區磐石里15鄰文雅街64號5樓,"24.8118361,120.9563337",557.0,第一分局,
供公眾使用建築物,FMA00698,磐石里,新竹市北區磐石里和平路86-1號,"24.8088916,120.9556374",1624.0,第一分局,
一般住宅,FMA00699,民富里,新竹市北區民富里經國路2段248巷10弄5-7號,"24.8096754,120.9603653",416.0,第一分局,
一般住宅,FMA00700,民富里,新竹市北區民富里經國路2段350巷15號,"24.8078883,120.9580956",1616.0,第一分局,
一般住宅,FMA00701,民富里,新竹市北區民富里少年街43.45號,"24.805982,120.9595251",744.0,第一分局,
供公眾使用建築物,FMA00702,磐石里,新竹市北區磐石里11鄰西大路683號,"24.8108931,120.9569043",94.0,第一分局,
一般住宅,FMA00704,文雅里,新竹市北區文雅里竹光路54巷34-46號,"24.8144639,120.9603167",1138.0,第一分局,
供公眾使用建築物,FMA00705,中興里,新竹市北區中興里北大路225號,"24.807792,120.9650903",1249.0,第一分局,
一般住宅,FMA00706,文雅里,新竹市北區文雅里中正路321號,"24.8141021,120.96249",185.0,第一分局,
一般住宅,FMA00707,磐石里,新竹市北區磐石里8鄰西大路770號,"24.810581,120.958396",2152.0,第一分局,
一般住宅,FMA00708,民富里,新竹市北區民富里西大路593號,"24.8095948,120.9592398",281.0,第一分局,
一般住宅,FMA00709,磐石里,新竹市北區磐石里24鄰西大路742號,"24.8101353,120.9589054",341.0,第一分局,
一般住宅,FMA00710,文雅里,新竹市北區文雅里竹光路33-1號,"24.8141845,120.9610902",253.0,第一分局,
供公眾使用建築物,FMA00711,水田里,新竹市北區水田里經國路2段62號,"24.8127299,120.9653656",962.0,第一分局,
一般住宅,FMA00713,文雅里,新竹市北區文雅里竹光路35巷2號,"24.8140623,120.9609105",2570.0,第一分局,
一般住宅,FMA00714,民富里,新竹市北區民富里和平路28巷76號,"24.8087485,120.9568318",130.0,第一分局,
一般住宅,FMA00716,新民里,新竹市北區新民里西大路648巷20號,"24.8088567,120.9613898",150.0,第一分局,
一般住宅,FMA00717,長和里,"新竹市北區長和里長和街82巷2號 共用愛文街112巷24號","24.8099228,120.962493",518.0,第一分局,
一般住宅,FMA00718,新民里,新竹市北區新民里北大路324號,"24.8064618,120.9627212",992.0,第一分局,
一般住宅,FMA00719,新雅里,新竹市北區新雅里竹光路351號,"24.80689,120.9528741",2242.0,第一分局,
一般住宅,FMA00720,水田里,新竹市北區水田里經國路2段56號,"24.8128836,120.9656679",358.0,第一分局,
供公眾使用建築物,FMA00721,水田里,新竹市北區水田里中正路156號之1,"24.8093802,120.9666626",620.0,第一分局,
一般住宅,FMA00722,興南里,新竹市北區興南里3鄰中山路233號,"24.80196,120.9619414",574.0,第一分局,
一般住宅,FMA00723,民富里,新竹市北區民富里經國路2段216號,"24.8101499,120.9612556",389.0,第一分局,
供公眾使用建築物,FMA00724,水田里,新竹市北區水田里中正路160號,"24.8096462,120.9664768",421.0,第一分局,
供公眾使用建築物,FMA00725,新民里,新竹市北區新民里北大路282號,"24.8072563,120.9638116",1369.0,第一分局,
一般住宅,FMA00726,大同里,新竹市北區大同里北大路169號,"24.8087158,120.9666311",132.0,第一分局,
一般住宅,FMA00727,民富里,新竹市北區民富里少年街39號,"24.8059893,120.9599085",300.0,第一分局,
公有建築物,FMA00728,民富里,新竹市北區民富里1鄰西大路561號,"24.8084309,120.9605035",2552.0,第一分局,
一般住宅,FMA00729,中山里,新竹市北區中山里中山路53號,"24.8051696,120.9664979",100.0,第一分局,
一般住宅,FMA00730,水田里,新竹市北區水田里東大路2段83號,"24.813363,120.96736",1894.0,第一分局,
一般住宅,FMA00731,水田里,新竹市北區水田里1鄰東大路二段57號,"24.8044112,120.9745764",2064.0,第一分局,
供公眾使用建築物,FMA00732,水田里,新竹市北區水田里2鄰北大路168號,"24.8096604,120.9676877",689.0,第一分局,
一般住宅,FMA00733,民富里,新竹市北區民富里7鄰北大路346號,"24.8057864,120.9614839",752.0,第一分局,
一般住宅,FMA00734,舊社里,新竹市北區舊社里23鄰光華二街93之1號,"24.820031,120.976184",890.0,第一分局,
供公眾使用建築物,FMA00735,舊社里,新竹市北區舊社里14鄰光華二街118號,"24.8207036,120.9769206",142.0,第一分局,
一般住宅,FMA00736,水田里,新竹市北區水田里16鄰經國路2段111號,"24.811905,120.965107",1025.0,第一分局,
一般住宅,FMA00737,磐石里,新竹市北區磐石里和平路80號,"24.8086848,120.9556464",2529.0,第一分局,
一般住宅,FMA00739,民富里,新竹市北區民富里22鄰民富街188號,"24.8065238,120.9588772",224.0,第一分局,
供公眾使用建築物,FMA00740,民富里,新竹市北區民富里7鄰北大路338號,"24.8061014,120.9619719",1728.0,第一分局,
一般住宅,FMA00743,育英里,新竹市北區育英里中山路431巷36號,"24.7998462,120.958662",474.0,第一分局,
一般住宅,FMA00745,育英里,新竹市北區育英里四維路91號,"24.8010616,120.9606362",1361.0,第一分局,
一般住宅,FMA00746,光華里,新竹市北區光華里16鄰湳雅街152號,"24.8202949,120.9738104",193.0,第一分局,
一般住宅,FMA00747,文雅里,新竹市北區文雅里18鄰竹光路110號,"24.813357,120.959125",154.0,第一分局,
一般住宅,FMA00748,福林里,新竹市北區福林里9鄰武陵路36號,"24.8213013,120.9552485",1820.0,第一分局,
一般住宅,FMA00749,中山里,新竹市北區中山里6鄰中山路66號,"24.8054105,120.9664483",265.0,第一分局,
一般住宅,FMA00750,境福里,新竹市北區境福里8鄰中正路482巷10號,"24.8167092,120.9585438",1444.0,第一分局,
一般住宅,FMA00751,南寮里,新竹市北區南寮里1鄰東大路三段401號,"24.8373403,120.9422178",121.0,第一分局,
一般住宅,FMA00752,武陵里,新竹市北區武陵里18鄰東大路二段172巷2-40號,"24.8157504,120.9662599",2209.0,第一分局,
一般住宅,FMA00753,舊社里,新竹市北區舊社里20鄰湳雅街353-357號,"24.8237221,120.977386",9901.0,第一分局,
供公眾使用建築物,FMA00754,光田里,新竹市北區光田里8鄰東大路二段110號,"24.8144186,120.9673366",1105.0,第一分局,
供公眾使用建築物,FMA00755,湳雅里,新竹市北區湳雅里11鄰湳雅街91-99號,"24.8180257,120.9709079",17253.0,第一分局,
一般住宅,FMA00756,湳雅里,新竹市北區湳雅里10鄰湳雅街189號,"24.8203914,120.9735257",4864.0,第一分局,
一般住宅,FMA00757,光華里,新竹市北區光華里10鄰湳雅街42號,"24.817408,120.9709911",377.0,第一分局,
一般住宅,FMA00758,武陵里,新竹市北區武陵里1鄰東大路二段174號,"24.8157687,120.9660339",4444.0,第一分局,
一般住宅,FMA00759,湳中里,新竹市北區湳中里武陵路173號,"24.8211193,120.9683786",6465.0,第一分局,
公有建築物,FMA00760,西雅里,新竹市北區西雅里1鄰北大路450號,"24.8026949,120.9596744",1350.0,第一分局,
一般住宅,FMA00761,金竹里,新竹市北區金竹里20鄰金竹路120號B1,"24.8238188,120.9726372",2226.0,第一分局,
一般住宅,FMA00762,湳中里,新竹市北區湳中里4鄰湳中街87巷14弄23號,"24.8207102,120.9639216",629.0,第一分局,
一般住宅,FMA00763,西雅里,新竹市北區西雅里民富街218號,"24.8054771,120.9583202",294.0,第一分局,
一般住宅,FMA00764,育英里,新竹市北區育英里17鄰四維路50號,"24.7988529,120.9626332",613.0,第一分局,
一般住宅,FMA00765,境福里,新竹市北區境福里9鄰中正路418巷33號,"24.8168328,120.9608954",1366.0,第一分局,
供公眾使用建築物,FMA00766,磐石里,新竹市北區磐石里西大路683號,"24.8108931,120.9569043",94.0,第一分局,
供公眾使用建築物,FMA00767,金華里,新竹市北區金華里光華東街76巷26號,"24.8175651,120.9760666",176.0,第一分局,
一般住宅,FMA00768,北門里,新竹市北區北門里4鄰中正路169號,"24.8095221,120.966075",326.0,第一分局,
公有建築物,FMA00769,育英里,新竹市北區育英里17鄰四維路47號,"24.7997382,120.9616313",169.0,第一分局,
一般住宅,FMA00770,西雅里,新竹市北區西雅里中和路51號,"24.8009864,120.9568518",678.0,第一分局,
一般住宅,FMA00771,中興里,新竹市北區中興里8鄰中山路40巷53號,"24.8070139,120.9665205",558.0,第一分局,
一般住宅,FMA00773,水田里,新竹市北區水田里16鄰中正路296號,"24.8129647,120.9639579",2081.0,第一分局,
一般住宅,FMA00774,育英里,新竹市北區育英里林森路230號,"24.798516,120.963045",264.0,第一分局,
一般住宅,FMA00775,水田里,新竹市北區水田里23鄰北大路166巷16號,"24.810581,120.968944",2400.0,第一分局,
一般住宅,FMA00776,光華里,新竹市北區光華里湳雅街152號,"24.8202949,120.9738104",193.0,第一分局,
一般住宅,FMA00777,中興里,新竹市北區中興里長安街99號,"24.8073252,120.9649579",162.0,第一分局,
一般住宅,FMA00778,水田里,新竹市北區水田里7鄰水田街12號,"24.81132,120.9653804",476.0,第一分局,
一般住宅,FMA00779,民富里,新竹市北區民富里2鄰經國路2段266號,"24.8093461,120.9600871",1058.0,第一分局,
一般住宅,FMA00780,金華里,新竹市北區金華里8鄰光華二街16號,"24.8172859,120.9743887",2008.0,第一分局,
一般住宅,FMA00781,興南里,新竹市北區興南里西門街116號,"24.8017248,120.9635931",1026.0,第一分局,
一般住宅,FMA00782,台溪里,新竹市北區台溪里中華路三段2號,"24.7972419,120.963352",2422.0,第一分局,
一般住宅,FMA00783,湳中里,"新竹市北區湳中里21鄰武陵路181號 荷蘭村A區公寓大廈管委 林慶輝","24.8217965,120.9688324",4818.0,第一分局,
一般住宅,FMA00785,育英里,新竹市北區育英里林森路316號,"24.7971558,120.9611578",236.0,第一分局,
供公眾使用建築物,FMA00786,水田里,新竹市北區水田里5鄰中正路178號,"24.8097326,120.9663521",1966.0,第一分局,
供公眾使用建築物,FMA00787,大同里,新竹市北區大同里4鄰中正路105號,"24.8071632,120.9680502",1658.0,第一分局,
一般住宅,FMA00788,崇禮里,新竹市北區崇禮里13鄰延平路一段37號,"24.8029785,120.9611525",89.0,第一分局,
公有建築物,FMA00789,武陵里,新竹市北區武陵里22鄰東大路二段386號,"24.8195322,120.9623214",812.0,第一分局,
供公眾使用建築物,FMA00790,新民里,新竹市北區新民里2鄰北大路230號,"24.8078131,120.964634",1036.0,第一分局,
公有建築物,FMA00791,磐石里,新竹市北區磐石里11鄰西大路679號,"24.8105106,120.9575983",2392.0,第一分局,
公有建築物,FMA00792,光華里,新竹市北區光華里1鄰國華街69號,"24.8163187,120.9703722",3502.0,第一分局,
公有建築物,FMA00793,金竹里,新竹市北區金竹里12鄰金竹路99號,"24.8229349,120.9734714",1673.0,第一分局,
一般住宅,FMA00794,湳雅里,新竹市北區湳雅里湳中街68巷1-3號,"24.8213814,120.9647774",105.0,第一分局,
公有建築物,FMA00795,金竹里,新竹市北區金竹里12鄰金竹路99號,"24.8229349,120.9734714",949.0,第一分局,
