類別,村里別,地址,地下樓層數,可容納人數,轄管分局,備註
大樓,東園里,新竹市東區東園里中華路2段33號,1,224.0,第二分局,
公寓,東園里,新竹市東區東園里自由路56號,1,70.0,第二分局,
大樓,東山里,新竹市東區東山里東山街89號,1,36.0,第二分局,
公寓,東園里,新竹市東區東園里東園街17號,1,26.0,第二分局,
大樓,光復里,新竹市東區光復里東明街209號,1,37.0,第二分局,
公寓,水源里,新竹市東區水源里中華路一段164號,1,22.0,第二分局,
大樓,東山里,新竹市東區東山里食品路115巷2號,1,149.0,第二分局,
大樓,綠水里,新竹市東區綠水里東光路15號-1,1,37.0,第二分局,
大樓,東山里,新竹市東區東山里東山街2-8號,1,85.0,第二分局,
大樓,東山里,新竹市東區東山里東山街25號-11,1,89.0,第二分局,
大樓,東山里,新竹市東區東山里東光路4號-17,1,29.0,第二分局,
大樓,東山里,新竹市東區東山里食品路1-7號,1,662.0,第二分局,
大樓,東山里,新竹市東區東山里食品路138-140號,1,162.0,第二分局,
大樓,東園里,新竹市東區東園里公園路111號,1,33.0,第二分局,
大樓,東園里,新竹市東區東園里公園路89號,1,33.0,第二分局,
公寓,光復里,新竹市東區光復里光復路二段726號,1,36.0,第二分局,
公寓,綠水里,新竹市東區綠水里中華路一段176號-12,1,17.0,第二分局,
大樓,東山里,新竹市東區東山里學府路16號,1,85.0,第二分局,
大樓,東山里,新竹市東區東山里東山街7號,1,46.0,第二分局,
大樓,綠水里,新竹市東區綠水里博愛街216號,1,84.0,第二分局,
大樓,綠水里,新竹市東區綠水里學府路391號,1,616.0,第二分局,
公寓,光復里,新竹市東區光復里東明街101號之4,1,44.0,第二分局,
公寓,東園里,新竹市東區東園里15鄰鐵道路一段28巷15號,1,22366.0,第二分局,
公寓,綠水里,新竹市東區綠水里博愛街23號,1,618.0,第二分局,
公寓,東園里,新竹市東區東園里公園路71號,1,21.0,第二分局,
大樓,東山里,新竹市東區東山里學府路119-121號,1,48.0,第二分局,
大樓,東山里,新竹市東區東山里食品路146號,1,328.0,第二分局,
大樓,東山里,新竹市東區東山里東山街210號,1,86.0,第二分局,
公寓,水源里,新竹市東區水源里中華路一段187號,1,26.0,第二分局,
大樓,東園里,新竹市東區東園里公園路20號,1,518.0,第二分局,
大樓,東山里,新竹市東區東山里東山街95號,1,52.0,第二分局,
大樓,東山里,新竹市東區東山里學府路375號,1,54.0,第二分局,
大樓,東園里,新竹市東區東園里中華路二段384巷3號,1,168.0,第二分局,
大樓,東山里,新竹市東區東山里食品路67號,1,200.0,第二分局,
大樓,光復里,新竹市東區光復里東明街105巷4號,3,34.0,第二分局,
大樓,光復里,新竹市東區光復里東勢街16號,1,49.0,第二分局,
大樓,東山里,新竹市東區東山里9鄰東山街58-60號,1,182.0,第二分局,
大樓,東山里,新竹市東區東山里東山街81號,1,36.0,第二分局,
大樓,綠水里,新竹市東區綠水里東光路1號,1,50.0,第二分局,
大樓,東山里,新竹市東區東山里東山街91號,1,58.0,第二分局,
大樓,東山里,新竹市東區東山里東山街17號-20,1,18.0,第二分局,
大樓,綠水里,新竹市東區綠水里學府路329巷1弄9號,1,73.0,第二分局,
公寓,水源里,新竹市東區水源里中華路一段175號-1,1,41.0,第二分局,
大樓,東山里,新竹市東區東山里學府路26號,1,405.0,第二分局,
大樓,綠水里,新竹市東區綠水里學府路329巷2-4號,1,74.0,第二分局,
大樓,東園里,新竹市東區東園里公園路95號,2,29.0,第二分局,
大樓,水源里,新竹市東區水源里中華路一段214號,1,60.0,第二分局,
大樓,東山里,新竹市東區東山里東山街73號,1,56.0,第二分局,
大樓,東山里,新竹市東區東山里東山街101號,1,32.0,第二分局,
大樓,東山里,新竹市東區東山里東山街26號,1,56.0,第二分局,
大樓,東山里,新竹市東區東山里東山街75號,1,81.0,第二分局,
公寓,綠水里,新竹市東區綠水里東光路55號,1,1109.0,第二分局,
大樓,綠水里,新竹市東區綠水里光復路2段289號,1,170.0,第二分局,
公寓,綠水里,新竹市東區綠水里學府路371-373號,1,68.0,第二分局,
公寓,綠水里,新竹市東區綠水里博愛街67號,1,125.0,第二分局,
大樓,綠水里,新竹市東區綠水里學府路73號,1,60.0,第二分局,
大樓,綠水里,新竹市東區綠水里博愛街43號,1,260.0,第二分局,
大樓,綠水里,新竹市東區綠水里博愛街45號,1,260.0,第二分局,
大樓,綠水里,新竹市東區綠水里博愛街45號,1,86.0,第二分局,
大樓,綠水里,新竹市東區綠水里光復路二段293-295號,1,4869.0,第二分局,
大樓,綠水里,新竹市東區綠水里園後街4號-21,1,204.0,第二分局,
公寓,綠水里,新竹市東區綠水里博愛街4號,1,266.0,第二分局,
大樓,綠水里,新竹市東區綠水里博愛街4號,1,133.0,第二分局,
大樓,綠水里,新竹市東區綠水里博愛街4號,1,66.0,第二分局,
公寓,綠水里,新竹市東區綠水里光復路2段307號,1,576.0,第二分局,
公寓,綠水里,新竹市東區綠水里園後街28-34號,1,182.0,第二分局,
大樓,綠水里,新竹市東區綠水里園後街12巷18-24號,1,185.0,第二分局,
公寓,綠水里,新竹市東區綠水里光復路2段307號,1,425.0,第二分局,
大樓,綠水里,新竹市東區綠水里園後街25號,1,289.0,第二分局,
大樓,綠水里,新竹市東區綠水里公園路22號,1,45.0,第二分局,
大樓,綠水里,新竹市東區綠水里博愛街21號,1,142.0,第二分局,
公寓,綠水里,新竹市東區綠水里公園路20號,1,792.0,第二分局,
大樓,綠水里,新竹市東區綠水里博愛街12號,1,57.0,第二分局,
大樓,綠水里,新竹市東區綠水里光復路二段389-391號,1,25.0,第二分局,
大樓,綠水里,新竹市東區綠水里園後街51號,1,37.0,第二分局,
大樓,綠水里,新竹市東區綠水里園後街1號,1,508.0,第二分局,
大樓,東園里,新竹市東區東園里忠孝路440號,1,422.0,第二分局,
大樓,東園里,新竹市東區東園里公園路2號,1,220.0,第二分局,
大樓,建華里,新竹市東區建華里寶山路63號,2,597.0,第二分局,
大樓,綠水里,新竹市東區綠水里博愛街45號,1,440.0,第二分局,
大樓,綠水里,新竹市東區綠水里博愛街6號,1,82.0,第二分局,
公寓,光復里,新竹市東區光復里光復路二段2號,1,392.0,第二分局,
公寓,東園里,新竹市東區東園里公園路38號,1,22.0,第二分局,
大樓,綠水里,新竹市東區綠水里東光路15號,1,74.0,第二分局,
大樓,綠水里,新竹市東區綠水里博愛街74-86號,1,268.0,第二分局,
大樓,綠水里,新竹市東區綠水里博愛街1號,1,360.0,第二分局,
大樓,東園里,新竹市東區東園里公園路78號,1,121.0,第二分局,
大樓,綠水里,新竹市東區綠水里園後街8.9.10號,1,238.0,第二分局,
大樓,綠水里,新竹市東區綠水里園後街1-4號,1,396.0,第二分局,
大樓,綠水里,新竹市東區綠水里公園路85號,1,310.0,第二分局,
大樓,綠水里,新竹市東區綠水里光復路二段798號,2,644.0,第二分局,
大樓,綠水里,新竹市東區綠水里光復路2段738號,1,288.0,第二分局,
大樓,綠水里,新竹市東區綠水里東光路21號之1,1,50.0,第二分局,
大樓,綠水里,新竹市東區綠水里園後街49號,1,26.0,第二分局,
大樓,綠水里,新竹市東區綠水里博愛街81號,1,1081.0,第二分局,
大樓,綠水里,新竹市東區綠水里博愛街30號-8,1,49.0,第二分局,
公寓,綠水里,新竹市東區綠水里園後街76號,1,1552.0,第二分局,
大樓,綠水里,新竹市東區綠水里博愛街30巷2號,1,57.0,第二分局,
公寓,綠水里,新竹市東區綠水里光復路二段297號,1,525.0,第二分局,
公寓,水源里,新竹市東區水源里中華路一段135-1號,1,41.0,第二分局,
公寓,綠水里,新竹市東區綠水里園後街43號-20,1,32.0,第二分局,
公寓,綠水里,新竹市東區綠水里園後街49號,1,82.0,第二分局,
大樓,綠水里,新竹市東區綠水里博愛街1-11號,1,562.0,第二分局,
大樓,綠水里,新竹市東區綠水里東明街10弄2號,1,28.0,第二分局,
大樓,綠水里,新竹市東區綠水里博愛街17號-11,1,246.0,第二分局,
公寓,建華里,新竹市東區建華里14鄰學府路61巷20-22號,1,101.0,第二分局,
公寓,東勢里,新竹市東區東勢里忠孝路300號,1,938.0,第二分局,
公寓,光復里,新竹市東區光復里東明街13號,1,28.0,第二分局,
大樓,東園里,新竹市東區東園自由路22號,1,61.0,第二分局,
大樓,東山里,新竹市東區東山里學府路149號,1,58.0,第二分局,
大樓,東山里,新竹市東區東山里學府路40號,1,336.0,第二分局,
大樓,東山里,新竹市東區東山里學府路66.68號,1,169.0,第二分局,
大樓,綠水里,新竹市東區綠水里光復路二段418號,1,164.0,第二分局,
公寓,水源里,新竹市東區水源里中華路一段125號,1,52.0,第二分局,
大樓,東園里,新竹市東區東園里公園路99號,1,244.0,第二分局,
大樓,建華里,新竹市東區建華里學府路6號,2,65.0,第二分局,
大樓,東山里,新竹市東區東山里食品路55號,1,288.0,第二分局,
大樓,東山里,新竹市東區東山里食品路105號,1,328.0,第二分局,
大樓,東園里,新竹市東區東園里公園路264號,1,298.0,第二分局,
公寓,東園里,新竹市東區東園里公園路6-8號,1,410.0,第二分局,
大樓,東山里,新竹市東區東山里培英街14號,1,232.0,第二分局,
公寓,光復里,新竹市東區光復里忠孝路169號,1,122.0,第二分局,
大樓,東園里,新竹市東區東園里中華路2段1號,1,1265.0,第二分局,
大樓,綠水里,新竹市東區綠水里博愛街2號-4,1,546.0,第二分局,
大樓,光復里,新竹市東區光復里東勢街46號,1,1286.0,第二分局,
公寓,光復里,新竹市東區光復里東勢街175號-2,1,410.0,第二分局,
公寓,東園里,新竹市東區東園路光復路2段912號,1,378.0,第二分局,
大樓,東山里,新竹市東區東山里培英街43巷18號,1,852.0,第二分局,
大樓,東園里,新竹市東區東園里光復路2段882號,1,690.0,第二分局,
大樓,東山里,新竹市東區東山里東山街85.87號,1,134.0,第二分局,
大樓,東山里,新竹市東區東山里培英街25巷4號,1,293.0,第二分局,
大樓,東山里,新竹市東區東山里培英街27巷11號,1,617.0,第二分局,
大樓,東山里,新竹市東區東山里培英街55-57號,1,362.0,第二分局,
公寓,綠水里,新竹市東區綠水里博愛街116號,1,273.0,第二分局,
大樓,東山里,新竹市東區東山里學府路36號,1,704.0,第二分局,
大樓,東山里,新竹市東區東山里學府路61巷35號,1,265.0,第二分局,
大樓,光復里,新竹市東區光復里新光路73號,2,1612.0,第二分局,
大樓,建華里,新竹市東區建華里寶山路145巷15號,1,1257.0,第二分局,
公寓,東園里,新竹市東區東園里光復路2段962號,1,317.0,第二分局,
大樓,光復里,新竹市東區光復里東明街101號,1,868.0,第二分局,
大樓,東山里,新竹市東區東山里學府路128號,1,674.0,第二分局,
大樓,東山里,新竹市東區東山里培英街45.47號,1,612.0,第二分局,
大樓,東山里,新竹市東區東山里食品路53號,1,249.0,第二分局,
大樓,光復里,新竹市東區光復忠孝路165巷23號,1,453.0,第二分局,
大樓,東山里,新竹市東區東山里東山街79巷3號,1,196.0,第二分局,
大樓,東山里,新竹市東區東山里培英街11-7號,1,110.0,第二分局,
公寓,光復里,新竹市東區光復里光復路二段760-762號,1,645.0,第二分局,
公寓,水源里,新竹市東區水源里中華路1段324號,1,534.0,第二分局,
公寓,綠水里,新竹市東區綠水里博愛街1號,1,224.0,第二分局,
大樓,綠水里,新竹市東區綠水里學府路391號,1,616.0,第二分局,
大樓,東山里,新竹市東區東山里培英街10號,1,125.0,第二分局,
大樓,金山里,新竹市東區金山里光復路1段11巷19號,1,274.0,第二分局,
大樓,仙水里,新竹市東區仙水里光復路1段378號,2,1001.0,第二分局,
公寓,新莊里,新竹市東區新莊里光復路1段378號,1,20.0,第二分局,
公寓,關東里,新竹市東區關東里光復路1段292號,1,36.0,第二分局,
大樓,仙水里,新竹市東區仙水里光復路1段233之2號,1,796.0,第二分局,
大樓,新莊里,新竹市東區新莊里光復路1段168巷356弄41號,1,449.0,第二分局,
公寓,關東里,新竹市東區關東里光復路1段89巷2弄1號,1,20.0,第二分局,
大樓,關東里,新竹市東區關東里光復路1段238巷17號,1,437.0,第二分局,
大樓,新莊里,新竹市東區新莊里光復路1段332號,1,1317.0,第二分局,
公寓,仙水里,新竹市東區仙水里光復路1段457巷2號,1,37.0,第二分局,
大樓,關東里,新竹市東區關東里光復路1段238號,1,661.0,第二分局,
公寓,新莊里,新竹市東區新莊里光復路576號,1,41.0,第二分局,
大樓,仙水里,新竹市東區仙水里光復路1段358號,1,409.0,第二分局,
大樓,新莊里,新竹市東區新莊里光復路1段47號,1,409.0,第二分局,
大樓,新莊里,新竹市東區新莊里光復路1段352號,1,130.0,第二分局,
大樓,新莊里,新竹市東區新莊里光復路1段65號,2,1470.0,第二分局,
公寓,金山里,新竹市東區金山里光復路1段20號,1,94.0,第二分局,
大樓,新莊里,新竹市東區新莊里光復路1段20號,1,268.0,第二分局,
大樓,新莊里,新竹市東區新莊里光復路1段376巷45弄1號,1,1526.0,第二分局,
大樓,金山里,新竹市東區金山里光復路1段110號,1,190.0,第二分局,
大樓,金山里,新竹市東區金山里光復路1段108巷78弄2之10號,1,337.0,第二分局,
大樓,金山里,新竹市東區金山里光復路1段108巷78弄2之7號,1,377.0,第二分局,
大樓,金山里,新竹市東區金山里光復路1段123號,1,224.0,第二分局,
大樓,金山里,新竹市東區金山里光復路1段313號,1,226.0,第二分局,
大樓,金山里,新竹市東區金山里光復路1段84號,1,133.0,第二分局,
世界高中,金山里,新竹市東區金山里光復路1段257號,1,1434.0,第二分局,
大樓,金山里,新竹市東區金山里光復路1段16號,1,373.0,第二分局,
大樓,金山里,新竹市東區金山里光復路1段531巷76號,1,265.0,第二分局,
大樓,金山里,新竹市東區金山里光復路1段376巷69號,1,549.0,第二分局,
大樓,仙水里,新竹市東區仙水里光復路1段227號,3,1174.0,第二分局,
公寓,金山里,新竹市東區金山里光復路1段273號,1,20.0,第二分局,
大樓,金山里,新竹市東區金山里光復路1段89巷125號,1,573.0,第二分局,
大樓,金山里,新竹市東區金山里光復路1段38號,2,2290.0,第二分局,
大樓,金山里,新竹市東區金山里光復路1段376巷22號,1,378.0,第二分局,
大樓,金山里,新竹市東區金山里光復路1段30巷1弄2號,1,238.0,第二分局,
公寓,金山里,新竹市東區金山里光復路1段230號,1,22.0,第二分局,
大樓,金山里,新竹市東區金山里光復路1段376巷156弄1號,2,1866.0,第二分局,
大樓,新莊里,新竹市東區新莊里光復路1段302巷50號,1,201.0,第二分局,
公寓,新莊里,新竹市東區新莊里光復路1段302巷120號,1,53.0,第二分局,
公寓,關東里,新竹市東區關東里關東路45號,1,29.0,第二分局,
大樓,關東里,新竹市東區關東里關東路31號,1,124.0,第二分局,
公寓,仙水里,新竹市東區仙水里光復路1段163號,1,38.0,第二分局,
公寓,金山里,新竹市東區金山里光復路1段339號,1,30.0,第二分局,
大樓,新莊里,新竹市東區新莊里光復路1段376巷32號,1,244.0,第二分局,
大樓,綠水里,新竹市東區綠水里綠水路36號,1,170.0,第二分局,
大樓,金山里,新竹市東區金山里光復路1段108巷126弄128號,2,665.0,第二分局,
大樓,關東里,新竹市東區關東里光復路1段30巷1弄7號,1,298.0,第二分局,
大樓,關東里,新竹市東區關東里光復路1段108巷55號,1,585.0,第二分局,
大樓,新莊里,新竹市東區新莊里光復路1段376巷190弄29號,2,384.0,第二分局,
大樓,新莊里,新竹市東區新莊里光復路1段75號,2,1966.0,第二分局,
大樓,仙水里,新竹市東區仙水里光復路1段341號,1,1481.0,第二分局,
大樓,關東里,新竹市東區關東里光復路1段30巷19號,1,345.0,第二分局,
大樓,新莊里,新竹市東區新莊里光復路1段376巷77號,2,1474.0,第二分局,
大樓,東園里,新竹市東區東園里中華路2段41號,1,438.0,第二分局,
大樓,關東里,新竹市東區關東里光復路1段271號,1,469.0,第二分局,
大樓,關東里,新竹市東區關東里光復路1段108巷2弄25號,1,288.0,第二分局,
大樓,關東里,新竹市東區關東里光復路1段354巷16弄14號,2,1545.0,第二分局,
大樓,新莊里,新竹市東區新莊里光復路1段376巷175號,2,926.0,第二分局,
大樓,仙水里,新竹市東區仙水里光復路1段331號,2,802.0,第二分局,
大樓,仙水里,新竹市東區仙水里光復路1段531巷60號,2,718.0,第二分局,
大樓,仙水里,新竹市東區仙水里光復路1段376巷92號,1,721.0,第二分局,
大樓,仙水里,新竹市東區仙水里光復路1段247號,2,1204.0,第二分局,
大樓,東勢里,新竹市東區東勢里7鄰八德路181號,3,22136.0,第二分局,
新竹市政府稅務局大樓,中正里,新竹市東區中正里3鄰中央路112號,4,2567.0,第二分局,
大樓,仙水里,新竹市東區仙水里光復路1段108巷14號,1,528.0,第二分局,
大樓,仙水里,新竹市東區仙水里光復路1段354巷16弄6號,2,1592.0,第二分局,
大樓,仙水里,新竹市東區仙水里光復路1段531巷72號,2,2212.0,第二分局,
大樓,仙水里,新竹市東區仙水里光復路1段270號,2,1980.0,第二分局,
公寓,三民里,新竹市東區三民里民族路242號,1,66.0,第二分局,
大樓,成功里,新竹市東區成功里復興路21號,1,328.0,第二分局,
大樓,成功里,新竹市東區成功里大同路5號,1,169.0,第二分局,
公寓,成功里,新竹市東區成功里勝利路88號,1,25.0,第二分局,
大樓,成功里,新竹市東區成功里大同路15號,1,165.0,第二分局,
公寓,東門里,新竹市東區東門里東門街14號,1,20.0,第二分局,
公寓,東門里,新竹市東區東門里東前街38號,1,25.0,第二分局,
公寓,東門里,新竹市東區東門里東前街51號,1,50.0,第二分局,
公寓,東門里,新竹市東區東門里東前街54號,1,25.0,第二分局,
公寓,東門里,新竹市東區東門里東前街56號,1,42.0,第二分局,
大樓,三民里,新竹市東區三民里民族路190巷14號,2,581.0,第二分局,
公寓,三民里,新竹市東區三民里民族路240號,1,70.0,第二分局,
公寓,東門里,新竹市東區東門里東前街69號,1,29.0,第二分局,
公寓,三民里,新竹市東區三民里民族路87號,1,90.0,第二分局,
大樓,東門里,新竹市東區東門里東門街131號,1,318.0,第二分局,
公寓,東門里,新竹市東區東門里中央路46號,1,29.0,第二分局,
公寓,東門里,新竹市東區東門里東門街164號,1,29.0,第二分局,
大樓,榮光里,新竹市東區榮光里中正路20號,1,218.0,第二分局,
公寓,東門里,新竹市東區東門里東門街166號,1,30.0,第二分局,
大樓,東門里,新竹市東區東門里大同路73號,1,38.0,第二分局,
大樓,榮光里,新竹市東區榮光里中正路23號,1,337.0,第二分局,
公寓,榮光里,新竹市東區榮光里中正路29號,1,41.0,第二分局,
新竹高級工業職業學校,三民里,新竹市東區三民里中華路二段2號,1,230.0,第二分局,
公寓,榮光里,新竹市東區榮光里中正路41號,1,56.0,第二分局,
公寓,榮光里,新竹市東區榮光里中正路43號,1,56.0,第二分局,
公寓,榮光里,新竹市東區榮光里中正路45號,1,53.0,第二分局,
公寓,榮光里,新竹市東區榮光里林森路2號,1,26.0,第二分局,
公寓,榮光里,新竹市東區榮光里中華路二段322號,1,81.0,第二分局,
大樓,榮光里,新竹市東區榮光里中華路二段324號,1,158.0,第二分局,
公寓,榮光里,新竹市東區榮光里大同路3號,1,13.0,第二分局,
大樓,中正里,新竹市東區中正里中正路65號,1,33.0,第二分局,
公寓,中正里,新竹市東區中正里中正路94號,1,29.0,第二分局,
公寓,中正里,新竹市東區中正里大同路104號,1,42.0,第二分局,
公寓,中正里,新竹市東區中正里府後街6號,1,18.0,第二分局,
公寓,中正里,新竹市東區中正里府後街6號之1,1,18.0,第二分局,
公寓,中正里,新竹市東區中正里府後街24號,1,24.0,第二分局,
公寓,中正里,新竹市東區中正里中正路88巷2號,1,21.0,第二分局,
公寓,中正里,新竹市東區中正里中正路96巷4號,1,30.0,第二分局,
公寓,公園里,新竹市東區公園里花園街95號,1,24.0,第二分局,
大樓,親仁里,新竹市東區親仁里中央路78號,1,468.0,第二分局,
大樓,親仁里,新竹市東區親仁里文化路86號 ,1,730.0,第二分局,
中油公司,育賢里,新竹市東區育賢里中華路2段347號,1,66.0,第二分局,
公寓,育賢里,新竹市東區育賢里東門街11號,1,24.0,第二分局,
大樓,榮光里,新竹市東區榮光里東門街31號,1,114.0,第二分局,
大樓,三民里,新竹市東區三民里民族路83號,1,141.0,第二分局,
大樓,三民里,新竹市東區三民里民族路75號,1,169.0,第二分局,
大樓,親仁里,新竹市東區親仁里文化路70號  ,1,322.0,第二分局,
大樓,親仁里,新竹市東區親仁里仁愛街70號,1,568.0,第二分局,
大樓,親仁里,新竹市東區親仁里仁愛街67號,1,588.0,第二分局,
公寓,三民里,新竹市東區三民里民族路280號,1,65.0,第二分局,
公寓,中正里,新竹市東區中正里中正路96巷2弄3號,1,29.0,第二分局,
公寓,三民里,新竹市東區三民里民權路67巷1弄3號,1,52.0,第二分局,
公寓,三民里,新竹市東區三民里中華路二段228號,1,49.0,第二分局,
公園里,公園里,新竹市東區公園里花園街43巷2號之18,1,33.0,第二分局,
公寓,育賢里,新竹市東區育賢里東門街30號,1,40.0,第二分局,
公寓,東門里,新竹市東區東門里中央路56號,1,28.0,第二分局,
公寓,三民里,新竹市東區三民里民權路67巷6弄17號,1,24.0,第二分局,
公寓,育賢里,新竹市東區育賢里東門街34巷9號,1,64.0,第二分局,
公寓,三民里,新竹市東區三民里民權路76號,1,22.0,第二分局,
大樓,親仁里,新竹市東區親仁里仁愛街77號,1,644.0,第二分局,
公寓,東門里,新竹市東區東門里中央路54號,1,36.0,第二分局,
公寓,三民里,新竹市東區三民里民族路67巷1弄5號,1,68.0,第二分局,
大樓,育賢里,新竹市東區育賢里東門街16號,1,476.0,第二分局,
大樓,公園里,新竹市東區公園里東大路1段11巷7號,1,1557.0,第二分局,
大樓,親仁里,新竹市東區親仁里仁愛街75巷2號,1,644.0,第二分局,
大樓,成功里,新竹市東區成功里大同路20號,1,274.0,第二分局,
新竹高級工業職業學校,三民里,新竹市東區三民里中華路二段2號,1,190.0,第二分局,
公寓,親仁里,新竹市東區親仁里仁愛街48巷2號,1,18.0,第二分局,
公寓,三民里,新竹市東區三民里民權路173巷1號,1,40.0,第二分局,
公寓,三民里,新竹市東區三民里三民路80號,1,42.0,第二分局,
中國農民銀行,育賢里,新竹市東區育賢里東門街60號,1,396.0,第二分局,
公寓,三民里,新竹市東區三民里民權路47號,1,70.0,第二分局,
公寓,三民里,新竹市東區三民里民權路111巷1之4號,1,37.0,第二分局,
公寓,三民里,新竹市東區三民里民族路160號,1,33.0,第二分局,
大樓,成功里,新竹市東區成功里文昌街3號,2,446.0,第二分局,
大樓,三民里,新竹市東區三民里民族路113巷2號,1,170.0,第二分局,
大樓,中正里,新竹市東區中正里中正路96巷16號,1,194.0,第二分局,
公寓,成功里,新竹市東區成功里02鄰武昌街18號,1,102.0,第二分局,
大樓,三民里,新竹市東區三民里民族路150號,2,390.0,第二分局,
公寓,公園里,新竹市東區公園里花園街67巷5號,1,80.0,第二分局,
公寓,三民里,新竹市東區三民里民權路111巷339號,1,32.0,第二分局,
大樓,成功里,新竹市東區成功里林森路28號,1,120.0,第二分局,
公寓,公園里,新竹市東區公園里花園街49號,1,48.0,第二分局,
公寓,東門里,新竹市東區東門里中央路57號,1,29.0,第二分局,
公寓,東門里,新竹市東區東門里東前街56號,1,42.0,第二分局,
公寓,成功里,新竹市東區成功里勝利路38號,1,72.0,第二分局,
公寓,東門里,新竹市東區東門里東前街29號,1,32.0,第二分局,
公寓,三民里,新竹市東區三民里民權路111巷23號,1,69.0,第二分局,
公寓,公園里,新竹市東區公園里南大路41號,1,89.0,第二分局,
新竹州圖書館,育賢里,新竹市東區育賢里文化街2號,1,34.0,第二分局,
大樓,榮光里,新竹市東區榮光里民族路11號,1,128.0,第二分局,
公寓,三民里,新竹市東區三民里民族路178巷3號,1,54.0,第二分局,
公寓,育賢里,新竹市東區育賢里民族路30巷7號,1,33.0,第二分局,
公寓,榮光里,新竹市東區榮光里大同路14號,1,50.0,第二分局,
大樓,三民里,新竹市東區三民里民族路276號,1,185.0,第二分局,
公寓,三民里,新竹市東區三民里民權路14號,1,41.0,第二分局,
公寓,三民里,新竹市東區三民里民權路80號,1,41.0,第二分局,
大樓,中正里,新竹市東區中正里大同路58號,1,178.0,第二分局,
大樓,中正里,新竹市東區中正里大同路58號,1,190.0,第二分局,
公寓,公園里,新竹市東區公園里南大路41號之2,1,94.0,第二分局,
公寓,東門里,新竹市東區東門里中央路26號,1,20.0,第二分局,
公寓,育賢里,新竹市東區育賢里東門街7號,1,90.0,第二分局,
大樓,中正里,新竹市東區中正里中正路63號,1,388.0,第二分局,
公寓,榮光里,新竹市東區榮光里中正路36號,1,92.0,第二分局,
公寓,三民里,新竹市東區三民里民權路53號,1,26.0,第二分局,
公寓,東門里,新竹市東區東門里東前街18號,1,37.0,第二分局,
東門國小,育賢里,新竹市東區育賢里民族路33號,1,530.0,第二分局,
公寓,中正里,新竹市東區中正里東門街134號,1,12.0,第二分局,
公寓,三民里,新竹市東區三民里民權路111巷23號,1,84.0,第二分局,
公寓,中正里,新竹市東區中正里東門街138號,1,24.0,第二分局,
公寓,育賢里,新竹市東區育賢里東門街21號,1,32.0,第二分局,
公寓,中正里,新竹市東區中正里大同路64號,1,118.0,第二分局,
大樓,中正里,新竹市東區中正里中央路110號,2,1989.0,第二分局,
大樓,成功里,新竹市東區成功里復興路20號,1,148.0,第二分局,
公寓,成功里,新竹市東區成功里復興路18號,1,58.0,第二分局,
公寓,三民里,新竹市東區三民里中華路二段44號,1,61.0,第二分局,
大樓,東門里,新竹市東區東門里東前街59號,1,142.0,第二分局,
台灣菸酒公賣局新竹分局,榮光里,新竹市東區榮光里東門街59號,1,558.0,第二分局,
大樓,三民里,新竹市東區三民里民族路274號,1,222.0,第二分局,
大樓,育賢里,新竹市東區育賢里東門街72號,1,122.0,第二分局,
公寓,三民里,新竹市東區三民里民族路217號,1,72.0,第二分局,
大樓,成功里,新竹市東區成功里復興路16號之2,1,178.0,第二分局,
公寓,育賢里,新竹市東區育賢里東門街74號,1,74.0,第二分局,
大樓,榮光里,新竹市東區榮光里東門街51號,1,791.0,第二分局,
東區區公所,育賢里,新竹市東區育賢里民族路40號,1,576.0,第二分局,
大樓,成功里,新竹市東區成功里復興路1號,1,864.0,第二分局,
大樓,親仁里,新竹市東區親仁里仁愛街82號,1,132.0,第二分局,
大樓,三民里,新竹市東區三民里中華路二段92號,1,250.0,第二分局,
公寓,三民里,新竹市東區三民里民族路79號,1,49.0,第二分局,
東門國小,育賢里,新竹市東區育賢里民族路33號,1,390.0,第二分局,
公寓,育賢里,新竹市東區育賢里東門街78號,1,81.0,第二分局,
大樓,育賢里,新竹市東區育賢里東門街80號,1,125.0,第二分局,
公寓,育賢里,新竹市東區育賢里東門街82號,1,56.0,第二分局,
公寓,育賢里,新竹市東區育賢里東門街84號,1,54.0,第二分局,
公寓,公園里,新竹市東區公園里公園路117號,1,184.0,第二分局,
大樓,育賢里,新竹市東區育賢里中華路2段276號,1,294.0,第二分局,
公寓,三民里,新竹市東區三民里民族路55之1號,1,57.0,第二分局,
東門市場,中正里,新竹市東區中正里大同路86號,1,4877.0,第二分局,
公寓,三民里,新竹市東區三民里民族路113巷13號,1,69.0,第二分局,
公寓,三民里,新竹市東區三民里民族路113巷57號,1,69.0,第二分局,
公寓,榮光里,新竹市東區榮光里中正路28號,1,92.0,第二分局,
公寓,三民里,新竹市東區三民里民權路103號,1,58.0,第二分局,
公寓,三民里,新竹市東區三民里民族路108號,1,88.0,第二分局,
公寓,三民里,新竹市東區三民里民權路24巷12弄7之1號,1,38.0,第二分局,
大樓,成功里,新竹市東區成功里林森路32號,2,4465.0,第二分局,
公寓,三民里,新竹市東區三民里民族路158號,1,69.0,第二分局,
公寓,三民里,新竹市東區三民里民權路96巷6號,1,94.0,第二分局,
公寓,公園里,新竹市東區公園里南大路33號,1,37.0,第二分局,
公寓,三民里,新竹市東區三民里民權路45號,1,20.0,第二分局,
大樓,榮光里,新竹市東區榮光里中華路二段400號,2,1041.0,第二分局,
