類別,建築物名稱,電腦編號,村里別,地址,地下樓層數,可容納人數,派出所,備註,經度,緯度
大樓,大樓,D501000001,秀山里,新北市汐止區勤進路14號16,1,138.0,汐止派出所,,121.658642,25.062856
大樓,大樓,D501000002,秀峰里,新北市汐止區仁愛路47號,1,218.0,汐止派出所,,121.659725,25.063271
大樓,汐止地政事務所,D501000003,秀峰里,新北市汐止區新台五路1段262號,1,100.0,汐止派出所,,121.65837,25.06369
大樓,大樓,D501000004,秀峰里,新北市汐止區秀峰路39號,1,1065.0,汐止派出所,,121.661535,25.064849
大樓,大東區小倆口,D501000005,自強里,新北市汐止區新台五路1段214號,1,628.0,汐止派出所,,121.655923,25.063026
大樓,日出印象社區,D501000006,新昌里,新北市汐止區新台五路2段91號,1,1007.0,汐止派出所,,121.665153,25.067244
大樓,大樓,D501000007,福安里,新北市汐止區仁愛路200巷11弄28號,1,701.0,汐止派出所,,121.665236,25.06573
大樓,仁愛綠多,D501000008,福安里,新北市汐止區仁愛路152號,1,660.0,汐止派出所,,121.664083,25.064616
大樓,日出花園,D501000009,新昌里,新北市汐止區仁愛路316巷1號,1,1977.0,汐止派出所,,121.664986,25.067785
大樓,仁愛巨星,D501000010,福安里,新北市汐止區福安街41號,1,2753.0,汐止派出所,,121.663206,25.064816
大樓,大樓,D501000011,新昌里,新北市汐止區仁愛路320號,1,81.0,汐止派出所,,121.664742,25.067622
公寓,公寓,D501000012,自強里,新北市汐止區新興路42號,1,476.0,汐止派出所,,121.657032,25.06322
公寓,中央大公園,D501000013,自強里,新北市汐止區新台五路一段232號23,1,370.0,汐止派出所,,121.6357,25.056572
公寓,青山學府社區,D501000014,自強里,新北市汐止區莊敬街21-27號,1,1247.0,汐止派出所,,121.654778,25.06083
大樓,大樓,D501000015,自強里,新北市汐止區莊敬街19巷1號,1,288.0,汐止派出所,,121.657362,25.0614
公寓,松濤園,D501000016,江北里,新北市汐止區長江街39巷20號24,1,1048.0,汐止派出所,,121.65544,25.072074
大樓,大樓,D501000017,江北里,新北市汐止區長江街57巷16號22,1,399.0,汐止派出所,,121.656083,25.072175
大樓,大樓,D501000018,江北里,新北市汐止區長江街67巷2弄1號,1,829.0,汐止派出所,,121.656745,25.072312
公寓,世貿國家公園,D501000019,江北里,新北市汐止區長江街99號,1,2787.0,汐止派出所,,121.658072,25.073033
大樓,國泰民安社區,D501000020,建成里,新北市汐止區建成路160巷14號,3,2444.0,汐止派出所,,121.661834,25.073737
公寓,公寓,D501000021,建成里,新北市汐止區建成路56巷24號,1,450.0,汐止派出所,,121.663096,25.073565
公寓,非常台北翡翠區,D501000022,建成里,新北市汐止區建成路160巷37號,1,1771.0,汐止派出所,,121.661655,25.074057
大樓,琉森湖公園,D501000023,建成里,新北市汐止區建成路22號,1,1579.0,汐止派出所,,121.664756,25.072678
大樓,非常台北鑽石區,D501000024,建成里,新北市汐止區建成路160巷16號,1,985.0,汐止派出所,,121.661896,25.074014
大樓,琉森湖大廈,D501000025,城中里,新北市汐止區建成路57巷1號,1,3750.0,汐止派出所,,121.662267,25.072466
大樓,東方科學園區,D501000026,文化里,新北市汐止區新台五路1段90號,1,3508.0,汐止派出所,,121.662572,25.065416
大樓,宏碁大樓,D501000027,文化里,新北市汐止區新台五路1段82號,1,13368.0,汐止派出所,,121.64726,25.060304
大樓,東方山莊,D501000028,文化里,新北市汐止區南興路82巷3號,1,622.0,汐止派出所,,121.642528,25.031561
大樓,三甲好禮,D501000029,文化里,新北市汐止區連興街128巷7弄12-34號,1,997.0,汐止派出所,,121.653477,25.061158
大樓,東方山河,D501000030,文化里,新北市汐止區南興路82巷3號15,1,3401.0,汐止派出所,,121.652844,25.05844
大樓,大樓,D501000031,文化里,新北市汐止區南興路42號,1,78.0,汐止派出所,,121.652212,25.060531
大樓,薄荷社區,D501000032,文化里,新北市汐止區汐碇路16號,1,2136.0,汐止派出所,,121.652255,25.057416
大樓,合作金庫,D501000033,新昌里,新北市汐止區忠孝東路223號22,1,729.0,汐止派出所,,121.665702,25.0735
大樓,大樓,D501000034,義民里,新北市汐止區中正路203號21,1,536.0,汐止派出所,,121.658459,25.068882
大樓,大樓,D501000036,秀峰里,新北市汐止區福安街20巷30號32,1,239.0,汐止派出所,,121.661562,25.064414
大樓,大樓,D501000037,智慧里,新北市汐止區大同路2段187巷51號,1,159.0,汐止派出所,,121.652524,25.065904
大樓,宏國大鎮,D501000038,智慧里,新北市汐止區大同路273號,1,5374.0,汐止派出所,,121.674068,25.075738
大樓,大同世界,D501000039,智慧里,新北市汐止區大同路202號20,1,1034.0,汐止派出所,,121.656539,25.066525
大樓,大樓,D501000040,智慧里,新北市汐止區汐萬路一段33號,1,125.0,汐止派出所,,121.655684,25.067863
大樓,大樓,D501000041,智慧里,新北市汐止區汐萬路一段17號,1,134.0,汐止派出所,,121.655898,25.067472
大樓,世貿名人,D501000042,大同里,新北市汐止區大同路二段236號,1,3461.0,汐止派出所,,121.653963,25.064775
大樓,錦帝大廈,D501000043,大同里,新北市汐止區大同路312巷2號,1,653.0,汐止派出所,,121.655586,25.06639
公寓,東方旺族,D501000044,大同里,新北市汐止區大同路2段322巷2號,1,745.0,汐止派出所,,121.656195,25.066646
公寓,涵翠花園,D501000045,復興里,新北市汐止區龍安路187號18,1,1004.0,汐止派出所,,121.65271,25.062714
大樓,潤太陽光四季,D501000046,復興里,新北市汐止區龍安路30號44,1,2732.0,汐止派出所,,121.652541,25.063631
大樓,翡翠花園,D501000047,復興里,新北市汐止區龍安路171號17,1,1956.0,汐止派出所,,121.653195,25.062804
大樓,大樓,D501000048,復興里,新北市汐止區連興街114號,1,173.0,汐止派出所,,121.653688,25.062841
大樓,大樓,D501000049,文化里,新北市汐止區水源路271號,1,335.0,汐止派出所,,121.654191,25.058987
大樓,大樓,D501000050,新昌里,新北市汐止區新台五路二段67號,1,138.0,汐止派出所,,121.663816,25.066711
大樓,銀舜雙星社區,D501000051,福安里,新北市汐止區新台五路2段146號,1,574.0,汐止派出所,,121.65335,25.061894
大樓,大樓,D501000052,禮門里,新北市汐止區大同路2段376號,1,284.0,汐止派出所,,121.681308,25.071319
大樓,大樓,D501000053,禮門里,新北市汐止區大同路2段368號,1,236.0,汐止派出所,,121.657583,25.06705
大樓,大樓,D501000054,禮門里,新北市汐止區中正路285號,1,172.0,汐止派出所,,121.656635,25.06812
大樓,中正福星,D501000055,禮門里,新北市汐止區中正路262號,1,390.0,汐止派出所,,121.657222,25.068601
大樓,平安東方連彩,D501000056,仁德里,新北市汐止區和平街28號,1,1334.0,汐止派出所,,121.66287,25.07083
大樓,潤泰陽光新廈,D501000057,自強里,新北市汐止區莊敬街126號13,1,2203.0,汐止派出所,,121.654734,25.0612
大樓,大樓,D501000058,秀峰里,新北市汐止區秀峰路83號,1,156.0,汐止派出所,,121.660023,25.064131
大樓,大樓,D501000059,秀峰里,新北市汐止區秀峰路87號93,1,570.0,汐止派出所,,121.660472,25.064516
大樓,大樓,D501000060,江北里,新北市汐止區汐萬路一段302號,1,92.0,汐止派出所,,121.650571,25.074585
大樓,凱旋大廈,D501000061,江北里,新北市汐止區汐萬路218巷16號,1,1811.0,汐止派出所,,121.652194,25.073199
大樓,金點國之苑,D501000062,新昌里,新北市汐止區忠孝東路277號29,1,2708.0,汐止派出所,,121.663736,25.068508
大樓,大樓,D501000063,新昌里,新北市汐止區水碓街33號39,1,409.0,汐止派出所,,121.664686,25.069753
大樓,大樓,D501000064,橋東里,新北市汐止區忠孝東路458號,1,138.0,汐止派出所,,121.666222,25.072958
大樓,大樓,D501000065,橋東里,新北市汐止區忠孝東路460-466號,1,178.0,汐止派出所,,121.665935,25.070082
大樓,大樓,D501000066,橋東里,新北市汐止區忠孝東路510號,1,111.0,汐止派出所,,121.666893,25.075413
大樓,大樓,D501000067,橋東里,新北市汐止區忠孝東路497號,1,125.0,汐止派出所,,121.666347,25.074721
大樓,摩登家庭,D501000069,橋東里,新北市汐止區忠孝東路424號,1,2352.0,汐止派出所,,121.666115,25.071682
大樓,綠色生活公寓,D501000070,橋東里,新北市汐止區忠孝東路475號,1,746.0,汐止派出所,,121.66604,25.073104
大樓,大樓,D501000071,橋東里,新北市汐止區忠孝東路397號,1,225.0,汐止派出所,,121.665718,25.070909
大樓,環翠天廈C,D501000072,復興里,新北市汐止區連興路24號,1,2429.0,汐止派出所,,121.655229,25.063705
大樓,國泰環翠天廈,D501000073,復興里,新北市汐止區連興路52號,1,1004.0,汐止派出所,,121.654118,25.063258
公寓,公寓,D501000075,江北里,新北市汐止區長江街13巷12弄9-23號,1,375.0,汐止派出所,,121.655162,25.072294
大樓,馥記山莊A,D501000076,秀山里,新北市汐止區秀山路129號,1,888.0,汐止派出所,,121.666758,25.055319
大樓,馥記山莊B,D501000077,秀山里,新北市汐止區秀山路108號,1,531.0,汐止派出所,,121.666386,25.055023
大樓,仁愛學府,D501000078,秀山里,新北市汐止區仁愛路106巷1號,1,934.0,汐止派出所,,121.662594,25.063282
公寓,公寓,D501000079,秀山里,新北市汐止區勤進路102號,1,372.0,汐止派出所,,121.665512,25.057726
大樓,馥記山莊C,D501000080,秀山里,新北市汐止區秀山路147巷2號,1,1457.0,汐止派出所,,121.669343,25.055379
大樓,大樓,D501000081,秀山里,新北市汐止區仁愛路108號,1,428.0,汐止派出所,,121.662495,25.063431
大樓,馥記山莊D,D501000082,秀山里,新北市汐止區秀山路53巷23弄1號19,1,872.0,汐止派出所,,121.667358,25.05995
大樓,大樓,D501000083,秀山里,新北市汐止區勤進路419巷411號41,1,739.0,汐止派出所,,121.665055,25.053708
大樓,秀峰國小,D501000084,秀山里,新北市汐止區仁愛路90號,1,1829.0,汐止派出所,,121.661556,25.062576
大樓,馥記山莊E,D501000085,秀山里,新北市汐止區秀山路53巷1號21,1,725.0,汐止派出所,,121.668224,25.059492
大樓,大樓,D501000088,白雲里,新北市汐止區水源路72巷6弄1號13,1,668.0,汐止派出所,,121.655334,25.055773
大樓,大樓,D501000089,白雲里,新北市汐止區水源路二段72巷6弄2號4,1,79.0,汐止派出所,,121.655496,25.055957
大樓,南天麗園大廈,D501000090,白雲里,新北市汐止區水源路36巷9號15,1,631.0,汐止派出所,,121.654775,25.056106
大樓,山青水秀山城之戀,D501000091,白雲里,新北市汐止區水源路36巷17號33,1,986.0,汐止派出所,,121.654775,25.056106
大樓,山水雅筑,D501000093,白雲里,新北市汐止區水源路二段283巷2號,1,95.0,汐止派出所,,121.659772,25.049589
大樓,仁德福星,D501000094,仁德里,新北市汐止區和平街35號1,1,670.0,汐止派出所,,121.662428,25.070708
大樓,潤泰陽光天廈,D501000095,復興里,新北市汐止區龍安路28巷6號,1,2702.0,汐止派出所,,121.655108,25.064548
大樓,大樓,D501000096,福安里,新北市汐止區仁愛路200巷12號,1,153.0,汐止派出所,,121.665083,25.065507
大樓,忠孝名門二期,D501000098,新昌里,新北市汐止區忠孝東路208號,1,456.0,汐止派出所,,121.662008,25.066374
大樓,國泰汐止觀天下,D501000099,復興里,新北市汐止區新台五路161號,1,838.0,汐止派出所,,121.654142,25.06265
大樓,台北東站,D501000100,橋東里,新北市汐止區忠孝東路491號,1,196.0,汐止派出所,,121.666169,25.074231
大樓,大樓,D501000101,新昌里,新北市汐止區新昌路17號,1,198.0,汐止派出所,,121.661786,25.06747
大樓,東方懷石,D501000102,橋東里,新北市汐止區鄉長路一段55巷11號,1,879.0,汐止派出所,,121.665268,25.076027
大樓,東方山河,D501000103,橋東里,新北市汐止區鄉長路一段55巷12號,1,1326.0,汐止派出所,,121.665337,25.076231
大樓,大樓,D501000104,新昌里,新北市汐止區水碓街26巷2號,1,221.0,汐止派出所,,121.664412,25.069661
大樓,東方桂冠,D501000105,白雲里,新北市汐止區水源路2段28號,1,4879.0,汐止派出所,,121.657086,25.05729
大樓,大樓,D501000106,新昌里,新北市汐止區水碓街26巷1號,1,168.0,汐止派出所,,121.664531,25.069637
大樓,登峰天下,D501000107,復興里,新北市汐止區大同路184巷1號,1,2278.0,汐止派出所,,121.653891,25.063938
大樓,秀峰國小,D501000108,秀山里,新北市汐止區仁愛路90號,1,1550.0,汐止派出所,,121.661556,25.062576
大樓,台北一六八社區,D501000109,自強里,新北市汐止區青山路19巷2號,1,868.0,汐止派出所,,121.65654,25.06186
大樓,琉森湖社區,D501000110,城中里,新北市汐止區建成路57巷1號,1,8181.0,汐止派出所,,121.662267,25.072466
大樓,青年守則社區,D501000111,建成里,新北市汐止區建成路56巷69弄3號,2,4188.0,汐止派出所,,121.663408,25.073512
大樓,吾印良品,D501000112,城中里,新北市汐止區建成路39號,1,2545.0,汐止派出所,,121.662969,25.072883
大樓,大吉利社區,D501000113,新昌里,新北市汐止區新台五路2段87號,1,445.0,汐止派出所,,121.664777,25.06708
大樓,大樓,D501000114,復興里,新北市汐止區新台五路141號,1,254.0,汐止派出所,,121.653007,25.06221
大樓,快意通社區,D501000115,福安里,新北市汐止區新台五路2段106號,1,1201.0,汐止派出所,,121.662613,25.065942
大樓,大樓,D501000116,新昌里,新北市汐止區忠孝東路255巷6號,1,404.0,汐止派出所,,121.662609,25.067806
大樓,大寧靜社區,D501000117,自強里,新北市汐止區環山路6號,1,870.0,汐止派出所,,121.657701,25.060225
大樓,國泰人壽大樓,D501000118,智慧里,新北市汐止區大同路196號,1,405.0,汐止派出所,,121.653079,25.064566
大樓,一翔如意,D501000119,仁德里,新北市汐止區和平街46巷7弄2號,1,459.0,汐止派出所,,121.662288,25.071409
大樓,向日葵社區,D501000120,橋東里,新北市汐止區忠孝東路487號,1,2181.0,汐止派出所,,121.666084,25.073615
大樓,大樓,D501000121,新昌里,新北市汐止區新台五路二段1號,1,220.0,汐止派出所,,121.661866,25.065979
大樓,薇星旅館,D501000122,秀山里,新北市汐止區勤進路416號,1,305.0,汐止派出所,,121.66393,25.053587
大樓,和旺金三角,D501000123,復興里,新北市汐止區新台五路159號,1,561.0,汐止派出所,,121.653788,25.062486
大樓,東方鴻大廈,D501000124,新昌里,新北市汐止區忠孝東路257號,1,1414.0,汐止派出所,,121.663012,25.067758
大樓,國泰醫院研究宿舍,D501000125,建成里,新北市汐止區建成路160巷63號,1,1177.0,汐止派出所,,121.661743,25.074721
大樓,大樓,D501000126,秀山里,新北市汐止區仁愛路36號,1,381.0,汐止派出所,,121.66053,25.062808
大樓,新秀賞社區,D501000127,福安里,新北市汐止區新台五路2段86號,1,1422.0,汐止派出所,,121.647221,25.060659
大樓,馥邑名人巷社區,D501000128,義民里,新北市汐止區中正路99巷2號,1,709.0,汐止派出所,,121.660883,25.068921
大樓,名吉社區,D501000129,自強里,新北市汐止區新興路83號,1,813.0,汐止派出所,,121.657716,25.062042
大樓,遠東科技中心,D501000130,智慧里,新北市汐止區大同路二段171號,1,1734.0,汐止派出所,,121.651338,25.064713
