類別,檔案卡電腦編號,里別,防空疏散避難設施地址,地下層數位址,可容納人數
大樓,WNA04851,義村里,臺北市大安區仁愛路三段119號,1,1380.0
大樓,WNA00051,義村里,臺北市大安區仁愛路三段125號,1,613.0
大樓,WNA00052,義村里,臺北市大安區仁愛路三段129號,1,154.0
大樓,WNA00053,義村里,臺北市大安區仁愛路三段133號,1,856.0
大樓,WNA00054,義村里,臺北市大安區仁愛路三段133號,2,856.0
大樓,WNA00056,義村里,臺北市大安區仁愛路三段141號,1,713.0
大樓,WNA00057,義村里,臺北市大安區仁愛路三段141號,2,713.0
大樓,WNA00085,義村里,臺北市大安區仁愛路三段123巷12號,1,388.0
大樓,WNA00088,義村里,臺北市大安區仁愛路三段123巷26弄1號,1,696.0
大樓,WNA00089,義村里,臺北市大安區仁愛路三段123巷26弄6號,1,109.0
大樓,WNA04424,義村里,臺北市大安區仁愛路三段123巷28弄1號,2,265.0
大樓,WNA00094,義村里,臺北市大安區仁愛路三段143巷21號,1,501.0
大樓,WNA01515,義村里,臺北市大安區忠孝東路三段248巷59號,1,297.0
大樓,WNA01516,義村里,臺北市大安區忠孝東路三段248巷63號,1,345.0
大樓,WNA02798,義村里,臺北市大安區復興南路一段200號,1,314.0
大樓,WNA02800,義村里,臺北市大安區復興南路一段204號,1,798.0
大樓,WNA02804,義村里,臺北市大安區復興南路一段222號,2,1157.0
大樓,WNA04464,義村里,臺北市大安區仁愛路三段143巷12號,1,584.0
大樓,WNA01517,義村里,臺北市大安區忠孝東路三段248巷9號,1,2825.0
大樓,WNA00084,義村里,臺北市大安區仁愛路三段123巷11-2號,1,456.0
大樓,WNA00086,義村里,臺北市大安區仁愛路三段123巷5號,1,1749.0
大樓,WNA01518,義村里,臺北市大安區忠孝東路三段248巷13弄6號,1,2252.0
大樓,WNA01519,義村里,臺北市大安區忠孝東路三段248巷19弄36號,1,248.0
大樓,WNA04855,義村里,臺北市大安區忠孝東路三段248巷19弄48號,1,174.0
大樓,WNA01513,義村里,臺北市大安區忠孝東路三段248巷15號,1,2378.0
大樓,WNA01514,義村里,臺北市大安區忠孝東路三段248巷15號,1,904.0
大樓,WNA04421,義村里,臺北市大安區建國南路ㄧ段161號,1,1029.0
大樓,WNA04687,義村里,臺北市大安區建國南路一段157號,2,877.0
