類別,檔案卡電腦編號,里別,防空疏散避難設施地址,地下層數位址,可容納人數
大樓,WVA03183,義信里,臺北市士林區福德路31巷11號,1,1036.0
公寓,WVA00072,義信里,臺北市士林區大北路115號,1,30.0
公寓,WVA00090,義信里,臺北市士林區大西路20-1號,1,21.0
公寓,WVA00095,義信里,臺北市士林區大西路9號,1,96.0
公寓,WVA00124,義信里,臺北市士林區大南路107號,1,82.0
公寓,WVA00125,義信里,臺北市士林區大南路131號,1,57.0
公寓,WVA00156,義信里,臺北市士林區小西街36號,1,129.0
公寓,WVA00157,義信里,臺北市士林區小西街39號,1,113.0
公寓,WVA00158,義信里,臺北市士林區小西街42號,1,69.0
公寓,WVA00160,義信里,臺北市士林區小西街75號,1,18.0
大樓,WVA02340,義信里,臺北市士林區基河路102號,3,3034.0
大樓,WVA02810,義信里,臺北市士林區承德路四段179巷5-7號,3,3076.0
大樓,WVA02855,義信里,臺北市士林區承德路四段235號,2,596.0
公寓,WVA00085,義信里,臺北市士林區大北路71號,1,529.0
公寓,WVA00101,義信里,臺北市士林區大東路13-1號,1,1786.0
公寓,WVA00112,義信里,臺北市士林區大東路21號,1,197.0
公寓,WVA00114,義信里,臺北市士林區大東路39號,1,36.0
公寓,WVA00116,義信里,臺北市士林區大東路41號,1,582.0
公寓,WVA00144,義信里,臺北市士林區大南路58號,1,210.0
公寓,WVA00152,義信里,臺北市士林區小西街2號,1,74.0
公寓,WVA00153,義信里,臺北市士林區小西街2-2號,1,58.0
公寓,WVA00154,義信里,臺北市士林區小西街27號,1,353.0
公寓,WVA00155,義信里,臺北市士林區小西街28號,1,338.0
公寓,WVA00159,義信里,臺北市士林區小西街6號,1,120.0
公寓,WVA01272,義信里,臺北市士林區文林路25號,1,58.0
公寓,WVA01273,義信里,臺北市士林區文林路27號,1,308.0
公寓,WVA02341,義信里,臺北市士林區基河路11號,3,694.0
公寓,WVA02344,義信里,臺北市士林區基河路165號,1,256.0
大樓,WVA02345,義信里,臺北市士林區基河路17號,4,4228.0
大樓,WVA03261,義信里,臺北市士林區基河路15號,1,4180.0
大樓,WVA02911,義信里,臺北市士林區承德路四段185號,2,1325.0
大樓,WVA02931,義信里,臺北市士林區承德路四段181號,1,1350.0
大樓,WVA02933,義信里,臺北市士林區基河路130號,3,15432.0
大樓,WVA03100,義信里,臺北市士林區承德路四段195巷2號,1,2818.0
大樓,WVA03143,義信里,臺北市士林區承德路四段233號,1,256.0
公寓,WVA01494,富光里,臺北市士林區延平北路五段109號,1,664.0
公寓,WVA01496,富光里,臺北市士林區延平北路五段151號,1,36.0
公寓,WVA01505,富光里,臺北市士林區延平北路五段71號,1,33.0
公寓,WVA01539,富光里,臺北市士林區延平北路五段59巷17號,1,68.0
公寓,WVA01540,富光里,臺北市士林區延平北路五段59巷6號,1,58.0
公寓,WVA01918,富光里,臺北市士林區葫蘆街11巷1號,1,58.0
公寓,WVA01919,富光里,臺北市士林區葫蘆街11巷5號,1,41.0
公寓,WVA01920,富光里,臺北市士林區葫蘆街11巷9號,1,136.0
公寓,WVA02541,富光里,臺北市士林區葫蘆街28-1號,1,136.0
公寓,WVA02708,富光里,臺北市士林區葫蘆街40巷27號,1,574.0
公寓,WVA02803,富光里,臺北市士林區葫蘆街23巷10號,1,109.0
公寓,WVA03276,富光里,臺北市士林區延平北路五段69號,1,514.0
公寓,WVA01541,富光里,臺北市士林區延平北路五段83巷12-1號,1,22.0
公寓,WVA01915,富光里,臺北市士林區葫蘆街56號,1,501.0
公寓,WVA01921,富光里,臺北市士林區葫蘆街30巷54號,1,32.0
公寓,WVA01922,富光里,臺北市士林區葫蘆街30巷14號,1,44.0
公寓,WVA02542,富光里,臺北市士林區葫蘆街33號,1,318.0
公寓,WVA02544,富光里,臺北市士林區葫蘆街29巷24號,1,52.0
公寓,WVA02545,富光里,臺北市士林區葫蘆街29巷30號,1,126.0
公寓,WVA02546,富光里,臺北市士林區葫蘆街30巷37號,1,90.0
公寓,WVA02547,富光里,臺北市士林區葫蘆街30巷35弄14號,1,36.0
公寓,WVA01513,富光里,臺北市士林區延平北路五段147巷2號,1,56.0
公寓,WVA01912,富光里,臺北市士林區葫蘆街41號,1,73.0
公寓,WVA01913,富光里,臺北市士林區葫蘆街42號,1,45.0
公寓,WVA01914,富光里,臺北市士林區葫蘆街48-2號,1,214.0
公寓,WVA01916,富光里,臺北市士林區葫蘆街57號,1,78.0
公寓,WVA01917,富光里,臺北市士林區葫蘆街63號,1,156.0
公寓,WVA01924,富光里,臺北市士林區葫蘆街70巷8號,1,122.0
公寓,WVA01926,富光里,臺北市士林區葫蘆街47巷2號,1,316.0
公寓,WVA01927,富光里,臺北市士林區葫蘆街47巷7號,1,114.0
公寓,WVA01928,富光里,臺北市士林區葫蘆街61巷2號,1,170.0
公寓,WVA01929,富光里,臺北市士林區葫蘆街61巷3號,1,197.0
公寓,WVA02543,富光里,臺北市士林區葫蘆街71號,1,654.0
公寓,WVA02549,富光里,臺北市士林區葫蘆街40巷1號,1,277.0
公寓,WVA02550,富光里,臺北市士林區葫蘆街61巷7號,1,332.0
公寓,WVA01514,富光里,臺北市士林區延平北路五段163巷35弄18號,1,178.0
公寓,WVA01542,富光里,臺北市士林區延平北路五段83巷28弄17號,1,325.0
公寓,WVA01923,富光里,臺北市士林區延平北路五段83巷28弄1號,1,440.0
公寓,WVA01925,富光里,臺北市士林區葫蘆街72號,1,220.0
公寓,WVA01933,富光里,臺北市士林區延平北路五段163巷37號,1,286.0
公寓,WVA01936,富光里,臺北市士林區延平北路五段163巷43號,1,98.0
公寓,WVA01937,富光里,臺北市士林區延平北路五段83巷28弄29號,1,21.0
公寓,WVA01938,富光里,臺北市士林區延平北路五段163巷35弄29號,1,48.0
公寓,WVA01939,富光里,臺北市士林區葫蘆街104巷10弄4號,1,348.0
公寓,WVA02539,富光里,臺北市士林區葫蘆街108號,1,1310.0
公寓,WVA02548,富光里,臺北市士林區葫蘆街30巷41弄16號,1,554.0
公寓,WVA02551,富光里,臺北市士林區葫蘆街70巷7號,1,233.0
公寓,WVA01791,社子里,臺北市士林區社中街156巷37號,1,41.0
公寓,WVA01797,社子里,臺北市士林區社中街164號,1,108.0
公寓,WVA01802,社子里,臺北市士林區社中街152巷24弄18號,1,234.0
公寓,WVA01844,社子里,臺北市士林區社正路35號,1,288.0
公寓,WVA01886,社子里,臺北市士林區社中街210巷28號,1,166.0
公寓,WVA01952,社子里,臺北市士林區社中街158-1號,1,413.0
公寓,WVA01968,社子里,臺北市士林區社正路34號,1,145.0
公寓,WVA01969,社子里,臺北市士林區社正路46號,1,178.0
大樓,WVA01970,社子里,臺北市士林區社正路59號,2,884.0
公寓,WVA03005,社子里,臺北市士林區社正路17巷6號,1,590.0
大樓,WVA03127,社子里,臺北市士林區社中街210巷6號,1,453.0
公寓,WVA03213,社子里,臺北市士林區社中街156巷35號,1,198.0
公寓,WVA03237,社子里,臺北市士林區社正路17巷10號,1,614.0
大樓,WVA03256,社子里,臺北市士林區社正路39號,1、2,876.0
大樓,WVA03263,社子里,臺北市士林區社正路17巷2號,1,624.0
公寓,WVA01799,社子里,臺北市士林區社中街152巷33號,1,165.0
公寓,WVA01846,社子里,臺北市士林區社正路87巷1號,1,181.0
公寓,WVA01847,社子里,臺北市士林區社正路87巷13號,1,157.0
公寓,WVA01848,社子里,臺北市士林區社正路87巷14號,1,57.0
公寓,WVA01849,社子里,臺北市士林區社正路87巷2號,1,186.0
公寓,WVA01895,社子里,臺北市士林區社中街116號,1,200.0
公寓,WVA01896,社子里,臺北市士林區社中街128號,1,250.0
大樓,WVA01957,社子里,臺北市士林區社中街152巷30號,2,1613.0
公寓,WVA01972,社子里,臺北市士林區社正路87巷25號,1,413.0
公寓,WVA02365,社子里,臺北市士林區通河西街二段30號,1,44.0
公寓,WVA02366,社子里,臺北市士林區通河西街二段37號,1,432.0
大樓,WVA02367,社子里,臺北市士林區通河西街二段42號,1,908.0
公寓,WVA02368,社子里,臺北市士林區通河西街二段45號,1,256.0
公寓,WVA02831,社子里,臺北市士林區通河西街二段40號,1,460.0
公寓,WVA02864,社子里,臺北市士林區通河西街二段22號,1,230.0
大樓,WVA02865,社子里,臺北市士林區社正路97號,2,1200.0
公寓,WVA03013,社子里,臺北市士林區社正路89號,1,128.0
公寓,WVA03269,社子里,臺北市士林區社正路93號,1,457.0
公寓,WVA01798,社子里,臺北市士林區社中街152巷3號,1,373.0
公寓,WVA01800,社子里,臺北市士林區社中街156巷10弄5號,1,342.0
公寓,WVA01801,社子里,臺北市士林區社中街156巷24弄1號,1,72.0
公寓,WVA01845,社子里,臺北市士林區社正路64巷3號,1,32.0
公寓,WVA01888,社子里,臺北市士林區社中街210巷36號,1,37.0
公寓,WVA01889,社子里,臺北市士林區社中街210巷48號,1,52.0
公寓,WVA01906,社子里,臺北市士林區社中街49號,1,38.0
公寓,WVA01958,社子里,臺北市士林區社中街156巷26弄5號,1,89.0
公寓,WVA01959,社子里,臺北市士林區社中街210巷40號,1,42.0
公寓,WVA02369,社子里,臺北市士林區通河西街二段63號,1,110.0
公寓,WVA02370,社子里,臺北市士林區通河西街二段76號,1,130.0
公寓,WVA02371,社子里,臺北市士林區通河西街二段83號,1,148.0
公寓,WVA02372,社子里,臺北市士林區通河西街二段92號,1,78.0
公寓,WVA02373,社子里,臺北市士林區通河西街二段93號,1,132.0
公寓,WVA02894,社子里,臺北市士林區社中街156巷48號,1,432.0
大樓,WVA03034,社子里,臺北市士林區社正路66號,1,778.0
公寓,WVA01569,社子里,臺北市士林區延平北路六段116巷58號,1,140.0
公寓,WVA01794,社子里,臺北市士林區社正路45巷7號,1,578.0
公寓,WVA01795,社子里,臺北市士林區社正路45巷21號,1,684.0
公寓,WVA01796,社子里,臺北市士林區社正路45巷24號,1,86.0
公寓,WVA01803,社子里,臺北市士林區社正路45巷6號,1,378.0
公寓,WVA01804,社子里,臺北市士林區社正路45巷4弄6號,1,472.0
公寓,WVA01890,社子里,臺北市士林區延平北路六段116巷52號,1,180.0
公寓,WVA01893,社園里,臺北市士林區延平北路六段116巷2號,1,172.0
公寓,WVA01897,社子里,臺北市士林區社中街131號,1,64.0
公寓,WVA01898,社子里,臺北市士林區社中街201號,1,85.0
公寓,WVA01907,社子里,臺北市士林區社正路95號,1,354.0
公寓,WVA01971,社子里,臺北市士林區社正路45巷29弄19號,1,324.0
公寓,WVA02822,社子里,臺北市士林區社中街147號,1,617.0
公寓,WVA03065,社子里,臺北市士林區社中街123號,3,1222.0
大樓,WVA03250,社子里,臺北市士林區社正路17巷15號,1、2,221.0
大樓,WVA03266,社子里,臺北市士林區社正路45巷1-1號,1,110.0
