編號,村里別,地址,可容納人數,地下樓層數,類別,備註,placemark_address
225.0,和平里,彰化縣員林市和平里和平街20號,"1,193 ","2 ",大樓,,彰化縣員林市和平里和平街20號
226.0,和平里,彰化縣員林市和平里中山路2段79號,"1,741 ","1 ",大樓,,彰化縣員林市和平里中山路2段79號
227.0,和平里,彰化縣員林市和平里中山路2段79號,"1,783 ","1 ",大樓,,彰化縣員林市和平里中山路2段79號
228.0,三信里,彰化縣員林市三信里浮圳路2段632號,"60 ","1 ",大樓,,彰化縣員林市三信里浮圳路2段632號
229.0,三信里,彰化縣員林市三信里育英路474巷25號,"100 ","1 ",大樓,,彰化縣員林市三信里育英路474巷25號
230.0,三信里,彰化縣員林市三信里浮圳路2段633號,"193 ","1 ",大樓,,彰化縣員林市三信里浮圳路2段633號
231.0,三信里,彰化縣員林市三信里中山路2段240號,"200 ","1 ",大樓,,彰化縣員林市三信里中山路2段240號
232.0,三信里,彰化縣員林市三信里大同路2段192號,"24 ","1 ",大樓,,彰化縣員林市三信里大同路2段192號
233.0,三信里,彰化縣員林市三信里大同路2段333巷68號,"46 ","1 ",大樓,,彰化縣員林市三信里大同路2段333巷68號
234.0,三信里,彰化縣員林市三信里中山路2段257號,"47 ","1 ",大樓,,彰化縣員林市三信里中山路2段257號
235.0,三信里,彰化縣員林市三信里育英路589號,"17 ","1 ",大樓,,彰化縣員林市三信里育英路589號
236.0,三信里,彰化縣員林市三信里大同路2段237號,"52 ","1 ",大樓,,彰化縣員林市三信里大同路2段237號
237.0,三信里,彰化縣員林市三信里育英路587號,"29 ","1 ",大樓,,彰化縣員林市三信里育英路587號
238.0,三信里,彰化縣員林市三信里中山路2段269號,"667 ","1 ",大樓,,彰化縣員林市三信里中山路2段269號
239.0,三信里,彰化縣員林市三信里中山路2段166巷1號,"432 ","1 ",大樓,,彰化縣員林市三信里中山路2段166巷1號
240.0,三信里,彰化縣員林市三信里大同路2段185號,"211 ","1 ",大樓,,彰化縣員林市三信里大同路2段185號
241.0,三信里,彰化縣員林市三信里中山路2段240號,"229 ","1 ",大樓,,彰化縣員林市三信里中山路2段240號
242.0,三信里,彰化縣員林市三信里中山路2段240號,"349 ","1 ",大樓,,彰化縣員林市三信里中山路2段240號
243.0,三信里,彰化縣員林市三信里中山路2段138號,"20 ","1 ",大樓,,彰化縣員林市三信里中山路2段138號
244.0,三信里,彰化縣員林市三信里中山路2段140號,"20 ","1 ",大樓,,彰化縣員林市三信里中山路2段140號
245.0,三信里,彰化縣員林市三信里中山路2段142號,"20 ","1 ",大樓,,彰化縣員林市三信里中山路2段142號
246.0,三信里,彰化縣員林市三信里中山路2段148號,"20 ","1 ",大樓,,彰化縣員林市三信里中山路2段148號
247.0,三信里,彰化縣員林市三信里中山路2段156號,"20 ","1 ",大樓,,彰化縣員林市三信里中山路2段156號
248.0,三信里,彰化縣員林市三信里中山路2段150號,"20 ","1 ",大樓,,彰化縣員林市三信里中山路2段150號
249.0,三信里,彰化縣員林市三信里中山路2段150號,"20 ","1 ",大樓,,彰化縣員林市三信里中山路2段150號
250.0,三信里,彰化縣員林市三信里中山路2段154號,"20 ","1 ",大樓,,彰化縣員林市三信里中山路2段154號
251.0,三信里,彰化縣員林市三信里育英路453號,"67 ","1 ",大樓,,彰化縣員林市三信里育英路453號
252.0,三信里,彰化縣員林市三信里大同路2段199巷8弄3號,"28 ","1 ",大樓,,彰化縣員林市三信里大同路2段199巷8弄3號
253.0,三信里,彰化縣員林市三信里大同路2段199巷8弄4號,"28 ","1 ",大樓,,彰化縣員林市三信里大同路2段199巷8弄4號
254.0,三信里,彰化縣員林市三信里大同路2段199巷8弄5號,"28 ","1 ",大樓,,彰化縣員林市三信里大同路2段199巷8弄5號
255.0,三信里,彰化縣員林市三信里大同路2段199巷8弄6號,"28 ","1 ",大樓,,彰化縣員林市三信里大同路2段199巷8弄6號
256.0,三信里,彰化縣員林市三信里大同路2段199巷8弄1號,"28 ","1 ",大樓,,彰化縣員林市三信里大同路2段199巷8弄1號
257.0,三信里,彰化縣員林市三信里中山路2段263號,"107 ","1 ",大樓,,彰化縣員林市三信里中山路2段263號
258.0,三信里,彰化縣員林市三信里育英路561巷3號,"19 ","1 ",大樓,,彰化縣員林市三信里育英路561巷3號
259.0,三信里,彰化縣員林市三信里育英路571號,"28 ","1 ",大樓,,彰化縣員林市三信里育英路571號
260.0,三信里,彰化縣員林市三信里育英路569號,"28 ","1 ",大樓,,彰化縣員林市三信里育英路569號
261.0,三信里,彰化縣員林市三信里育英路567號,"28 ","1 ",大樓,,彰化縣員林市三信里育英路567號
262.0,三信里,彰化縣員林市三信里育英路565號,"28 ","1 ",大樓,,彰化縣員林市三信里育英路565號
263.0,三信里,彰化縣員林市三信里育英路563號,"28 ","1 ",大樓,,彰化縣員林市三信里育英路563號
264.0,三信里,彰化縣員林市三信里育英路559號,"28 ","1 ",大樓,,彰化縣員林市三信里育英路559號
265.0,三信里,彰化縣員林市三信里育英路557號,"28 ","1 ",大樓,,彰化縣員林市三信里育英路557號
266.0,三信里,彰化縣員林市三信里育英路555號,"28 ","1 ",大樓,,彰化縣員林市三信里育英路555號
267.0,三信里,彰化縣員林市三信里育英路553號,"28 ","1 ",大樓,,彰化縣員林市三信里育英路553號
268.0,三信里,彰化縣員林市三信里育英路551號,"28 ","1 ",大樓,,彰化縣員林市三信里育英路551號
269.0,三信里,彰化縣員林市三信里育英路561巷2號,"17 ","1 ",大樓,,彰化縣員林市三信里育英路561巷2號
270.0,三信里,彰化縣員林市三信里育英路561巷4號,"19 ","1 ",大樓,,彰化縣員林市三信里育英路561巷4號
271.0,三信里,彰化縣員林市三信里育英路561巷6號,"19 ","1 ",大樓,,彰化縣員林市三信里育英路561巷6號
272.0,三信里,彰化縣員林市三信里育英路561巷14號,"25 ","1 ",大樓,,彰化縣員林市三信里育英路561巷14號
273.0,三信里,彰化縣員林市三信里育英路561巷16號,"25 ","1 ",大樓,,彰化縣員林市三信里育英路561巷16號
274.0,三信里,彰化縣員林市三信里育英路539巷1號,"17 ","1 ",大樓,,彰化縣員林市三信里育英路539巷1號
275.0,三信里,彰化縣員林市三信里育英路539巷11號,"31 ","1 ",大樓,,彰化縣員林市三信里育英路539巷11號
276.0,三信里,彰化縣員林市三信里僑信街64號,"28 ","1 ",大樓,,彰化縣員林市三信里僑信街64號
277.0,三信里,彰化縣員林市三信里僑信街62號,"28 ","1 ",大樓,,彰化縣員林市三信里僑信街62號
278.0,三信里,彰化縣員林市三信里僑信街50號,"63 ","1 ",大樓,,彰化縣員林市三信里僑信街50號
279.0,三信里,彰化縣員林市三信里僑信街48號,"63 ","1 ",大樓,,彰化縣員林市三信里僑信街48號
280.0,三信里,彰化縣員林市三信里僑信街46號,"63 ","1 ",大樓,,彰化縣員林市三信里僑信街46號
281.0,三信里,彰化縣員林市三信里育英路579號,"29 ","1 ",大樓,,彰化縣員林市三信里育英路579號
282.0,三信里,彰化縣員林市三信里育英路577號,"29 ","1 ",大樓,,彰化縣員林市三信里育英路577號
283.0,三信里,彰化縣員林市三信里育英路575號,"29 ","1 ",大樓,,彰化縣員林市三信里育英路575號
284.0,三信里,彰化縣員林市三信里育英路573號,"29 ","1 ",大樓,,彰化縣員林市三信里育英路573號
285.0,三信里,彰化縣員林市三信里法院街74號,"33 ","1 ",大樓,,彰化縣員林市三信里法院街74號
286.0,三信里,彰化縣員林市三信里法院街76號,"33 ","1 ",大樓,,彰化縣員林市三信里法院街76號
287.0,三信里,彰化縣員林市三信里法院街78號,"35 ","1 ",大樓,,彰化縣員林市三信里法院街78號
288.0,三信里,彰化縣員林市三信里僑信街2號,"105 ","1 ",大樓,,彰化縣員林市三信里僑信街2號
289.0,三信里,彰化縣員林市三信里大同路2段213號,"76 ","1 ",大樓,,彰化縣員林市三信里大同路2段213號
290.0,三信里,彰化縣員林市三信里中山路2段280號,"363 ","1 ",大樓,,彰化縣員林市三信里中山路2段280號
291.0,三信里,彰化縣員林市三信里育英路538巷31號,"159 ","1 ",大樓,,彰化縣員林市三信里育英路538巷31號
292.0,三信里,彰化縣員林市三信里中山路2段280號,"101 ","1 ",大樓,,彰化縣員林市三信里中山路2段280號
293.0,三信里,彰化縣員林市三信里大同路2段305.307號,"27 ","1 ",大樓,,彰化縣員林市三信里大同路2段305.307號
294.0,三信里,彰化縣員林市三信里中山路2段280號,"168 ","1 ",大樓,,彰化縣員林市三信里中山路2段280號
295.0,三信里,彰化縣員林市三信里大同路2段258號,"44 ","1 ",大樓,,彰化縣員林市三信里大同路2段258號
296.0,三信里,彰化縣員林市三信里大同路2段297號,"27 ","1 ",大樓,,彰化縣員林市三信里大同路2段297號
297.0,三信里,彰化縣員林市三信里大仁南街12之22號,"564 ","1 ",大樓,,彰化縣員林市三信里大仁南街12之22號
298.0,三信里,彰化縣員林市三信里中山路2段346號,"497 ","1 ",大樓,,彰化縣員林市三信里中山路2段346號
299.0,三信里,彰化縣員林市三信里中山路280號,"1,024 ","1 ",大樓,,彰化縣員林市三信里中山路280號
300.0,三信里,彰化縣員林市三信里育英路526巷1號,"1,896 ","1 ",大樓,,彰化縣員林市三信里育英路526巷1號
301.0,三信里,彰化縣員林市三信里法院南街1號,"252 ","1 ",大樓,,彰化縣員林市三信里法院南街1號
302.0,新興里,彰化縣員林市新興里和平街35號,"173 ","1 ",大樓,,彰化縣員林市新興里和平街35號
303.0,新興里,彰化縣員林市新興里中正路520號,"21 ","1 ",大樓,,彰化縣員林市新興里中正路520號
304.0,新興里,彰化縣員林市新興里中正路518號,"21 ","1 ",大樓,,彰化縣員林市新興里中正路518號
305.0,新興里,彰化縣員林市新興里育英路89之3號,"53 ","1 ",大樓,,彰化縣員林市新興里育英路89之3號
306.0,新興里,彰化縣員林市新興里育英路85號,"407 ","1 ",大樓,,彰化縣員林市新興里育英路85號
307.0,新興里,彰化縣員林市新興里育英路82號,"25 ","1 ",大樓,,彰化縣員林市新興里育英路82號
308.0,新興里,彰化縣員林市新興里育英路83號,"51 ","1 ",大樓,,彰化縣員林市新興里育英路83號
309.0,新興里,彰化縣員林市新興里育英路103號,"795 ","1 ",崇實高工,,彰化縣員林市新興里育英路103號
310.0,新興里,彰化縣員林市新興里育英路103號,"235 ","1 ",崇實高工,,彰化縣員林市新興里育英路103號
311.0,新興里,彰化縣員林市新興里育英路103號,"196 ","1 ",崇實高工,,彰化縣員林市新興里育英路103號
312.0,新興里,彰化縣員林市新興里育英路103號,"225 ","1 ",崇實高工,,彰化縣員林市新興里育英路103號
313.0,新興里,彰化縣員林市新興里和平街19號,"27 ","1 ",大樓,,彰化縣員林市新興里和平街19號
314.0,新興里,彰化縣員林市新興里和平街17號,"23 ","1 ",大樓,,彰化縣員林市新興里和平街17號
315.0,新興里,彰化縣員林市新興里中正路528巷22號,"24 ","1 ",大樓,,彰化縣員林市新興里中正路528巷22號
316.0,新興里,彰化縣員林市新興里育英路89巷49之57號,"44 ","1 ",大樓,,彰化縣員林市新興里育英路89巷49之57號
317.0,新興里,彰化縣員林市新興里中正路528巷32.34.36.38號,"235 ","1 ",大樓,,彰化縣員林市新興里中正路528巷32.34.36.38號
318.0,新興里,彰化縣員林市新興里中山路2段516號,"157 ","1 ",大樓,,彰化縣員林市新興里中山路2段516號
319.0,新興里,彰化縣員林市新興里育英路94之1號,"112 ","1 ",大樓,,彰化縣員林市新興里育英路94之1號
320.0,新興里,彰化縣員林市新興里育英路96之4號,"35 ","1 ",大樓,,彰化縣員林市新興里育英路96之4號
321.0,新興里,彰化縣員林市新興里育英路96之3號,"28 ","1 ",大樓,,彰化縣員林市新興里育英路96之3號
322.0,新興里,彰化縣員林市新興里育英路14號,"112 ","1 ",大樓,,彰化縣員林市新興里育英路14號
323.0,新興里,彰化縣員林市新興里育英路89巷49號,"56 ","1 ",大樓,,彰化縣員林市新興里育英路89巷49號
324.0,新興里,彰化縣員林市新興里中正路572號,"73 ","1 ",大樓,,彰化縣員林市新興里中正路572號
325.0,新興里,彰化縣員林市新興里育英路73號,"256 ","1 ",大樓,,彰化縣員林市新興里育英路73號
326.0,新興里,彰化縣員林市新興里育英路89巷23之5號,"97 ","1 ",大樓,,彰化縣員林市新興里育英路89巷23之5號
327.0,三和里,彰化縣員林市三和里大同路1段318號,"133 ","1 ",大樓,,彰化縣員林市三和里大同路1段318號
328.0,三和里,彰化縣員林市三和里浮圳路2段345號,"53 ","1 ",大樓,,彰化縣員林市三和里浮圳路2段345號
329.0,三和里,彰化縣員林市三和里三民東街361號,"61 ","1 ",大樓,,彰化縣員林市三和里三民東街361號
330.0,三和里,彰化縣員林市三和里建國路81之2號,"37 ","1 ",大樓,,彰化縣員林市三和里建國路81之2號
331.0,三和里,彰化縣員林市三和里浮圳路19巷3號,"36 ","1 ",大樓,,彰化縣員林市三和里浮圳路19巷3號
332.0,三和里,彰化縣員林市三和里建國路4號,"133 ","1 ",大樓,,彰化縣員林市三和里建國路4號
333.0,三和里,彰化縣員林市三和里實踐街29號,"56 ","1 ",大樓,,彰化縣員林市三和里實踐街29號
334.0,三和里,彰化縣員林市三和里成功路9號,"132 ","1 ",大樓,,彰化縣員林市三和里成功路9號
335.0,三和里,彰化縣員林市三和里大同路1段345號,"1,005 ","1 ",大同國中,"2,892 ",彰化縣員林市三和里大同路1段345號
336.0,三和里,彰化縣員林市三和里大同路1段345號,"767 ","1 ",大同國中,,彰化縣員林市三和里大同路1段345號
337.0,三和里,彰化縣員林市三和里大同路1段345號,"544 ","1 ",大同國中,,彰化縣員林市三和里大同路1段345號
338.0,三和里,彰化縣員林市三和里大同路1段345號,"529 ","1 ",大同國中,,彰化縣員林市三和里大同路1段345號
339.0,三和里,彰化縣員林市三和里大同路1段345號,"47 ","1 ",大同國中,,彰化縣員林市三和里大同路1段345號
340.0,三和里,彰化縣員林市三和里合作街67號,"92 ","1 ",大樓,,彰化縣員林市三和里合作街67號
341.0,三和里,彰化縣員林市三和里成功路37巷7號,"44 ","1 ",大樓,,彰化縣員林市三和里成功路37巷7號
342.0,三和里,彰化縣員林市三和里合作街90號,"36 ","1 ",大樓,,彰化縣員林市三和里合作街90號
343.0,三和里,彰化縣員林市三和里成功路1巷38弄3號,"29 ","1 ",大樓,,彰化縣員林市三和里成功路1巷38弄3號
344.0,三和里,彰化縣員林市三和里浮圳路2段2號,"27 ","1 ",大樓,,彰化縣員林市三和里浮圳路2段2號
345.0,三和里,彰化縣員林市三和里三民東街277號,"240 ","1 ",大樓,,彰化縣員林市三和里三民東街277號
346.0,三和里,彰化縣員林市三和里三民東街319號,"21 ","1 ",大樓,,彰化縣員林市三和里三民東街319號
347.0,三和里,彰化縣員林市三和里成功東路145號,"207 ","1 ",大樓,,彰化縣員林市三和里成功東路145號
348.0,三和里,彰化縣員林市三和里合作街76號,"44 ","1 ",大樓,,彰化縣員林市三和里合作街76號
349.0,三和里,彰化縣員林市三和里和平東街1段57巷20弄1號,"60 ","1 ",大樓,,彰化縣員林市三和里和平東街1段57巷20弄1號
350.0,三和里,彰化縣員林市三和里和平東街1段57巷20弄3號,"60 ","1 ",大樓,,彰化縣員林市三和里和平東街1段57巷20弄3號
351.0,三和里,彰化縣員林市三和里和平東街1段57巷20弄5號,"60 ","1 ",大樓,,彰化縣員林市三和里和平東街1段57巷20弄5號
352.0,三和里,彰化縣員林市三和里和平東街1段57巷20弄7號,"60 ","1 ",大樓,,彰化縣員林市三和里和平東街1段57巷20弄7號
353.0,三和里,彰化縣員林市三和里和平東街1段57巷20弄9號,"60 ","1 ",大樓,,彰化縣員林市三和里和平東街1段57巷20弄9號
354.0,三和里,彰化縣員林市三和里和平東街1段57巷20弄11號,"60 ","1 ",大樓,,彰化縣員林市三和里和平東街1段57巷20弄11號
355.0,三和里,彰化縣員林市三和里和平東街1段57巷20弄44號,"47 ","1 ",大樓,,彰化縣員林市三和里和平東街1段57巷20弄44號
356.0,三和里,彰化縣員林市三和里和平東街1段57巷38弄2號,"255 ","1 ",大樓,,彰化縣員林市三和里和平東街1段57巷38弄2號
357.0,三和里,彰化縣員林市三和里和平東街1段57巷38弄6號,"255 ","1 ",大樓,,彰化縣員林市三和里和平東街1段57巷38弄6號
358.0,三和里,彰化縣員林市三和里大同路1段433號,"73 ","1 ",大樓,,彰化縣員林市三和里大同路1段433號
359.0,三和里,彰化縣員林市三和里三民東街221號,"1,679 ","1 ",大樓,,彰化縣員林市三和里三民東街221號
360.0,三和里,彰化縣員林市三和里實踐街44號,"43 ","1 ",大樓,,彰化縣員林市三和里實踐街44號
361.0,三和里,彰化縣員林市三和里大同路1段224巷85弄32,"57 ","1 ",大樓,,彰化縣員林市三和里大同路1段224巷85弄32
362.0,三和里,彰化縣員林市三和里建國路19號,"33 ","1 ",大樓,,彰化縣員林市三和里建國路19號
363.0,三和里,彰化縣員林市三和里建國路38巷52-64號,"107 ","1 ",大樓,,彰化縣員林市三和里建國路38巷52-64號
364.0,三和里,彰化縣員林市三和里大同路1段412號,"53 ","1 ",大樓,,彰化縣員林市三和里大同路1段412號
365.0,三和里,彰化縣員林市三和里大同路1段414號,"53 ","1 ",大樓,,彰化縣員林市三和里大同路1段414號
366.0,三和里,彰化縣員林市三和里大同路1段416號,"53 ","1 ",大樓,,彰化縣員林市三和里大同路1段416號
367.0,三和里,彰化縣員林市三和里大同路1段418號,"53 ","1 ",大樓,,彰化縣員林市三和里大同路1段418號
368.0,三和里,彰化縣員林市三和里三條街277巷1-19號,"736 ","1 ",大樓,,彰化縣員林市三和里三條街277巷1-19號
369.0,三和里,彰化縣員林市三和里三條街277巷2-20號,"736 ","1 ",大樓,,彰化縣員林市三和里三條街277巷2-20號
370.0,三和里,彰化縣員林市三和里三條街275號,"49 ","1 ",大樓,,彰化縣員林市三和里三條街275號
371.0,三和里,彰化縣員林市三和里靜修東路176巷25號,"117 ","1 ",大樓,,彰化縣員林市三和里靜修東路176巷25號
372.0,三和里,彰化縣員林市三和里靜修東路176巷27號,"119 ","1 ",大樓,,彰化縣員林市三和里靜修東路176巷27號
373.0,三和里,彰化縣員林市三和里三民東街211號,"10,193 ","1 ",大樓,,彰化縣員林市三和里三民東街211號
374.0,三和里,彰化縣員林市三和里三民東街211號,"1,939 ","1 ",大樓,,彰化縣員林市三和里三民東街211號
375.0,三和里,彰化縣員林市三和里三民東街211號,"1,679 ","1 ",大樓,,彰化縣員林市三和里三民東街211號
376.0,三和里,彰化縣員林市三和里三民東街211號,"824 ","1 ",大樓,,彰化縣員林市三和里三民東街211號
377.0,三和里,彰化縣員林市三和里明德街5.7.11.13號,"128 ","1 ",大樓,,彰化縣員林市三和里明德街5.7.11.13號
378.0,三和里,彰化縣員林市三和里成功路40號,"43 ","1 ",大樓,,彰化縣員林市三和里成功路40號
379.0,三和里,彰化縣員林市三和里靜修東路176巷21號,"119 ","1 ",大樓,,彰化縣員林市三和里靜修東路176巷21號
380.0,三和里,彰化縣員林市三和里靜修東路176巷23號,"117 ","1 ",大樓,,彰化縣員林市三和里靜修東路176巷23號
381.0,三和里,彰化縣員林市三和里建國路11號,"17 ","1 ",大樓,,彰化縣員林市三和里建國路11號
382.0,三和里,彰化縣員林市三和里明德街9弄1號,"128 ","1 ",大樓,,彰化縣員林市三和里明德街9弄1號
383.0,三和里,彰化縣員林市三和里建國路39號,"25 ","1 ",大樓,,彰化縣員林市三和里建國路39號
384.0,三和里,彰化縣員林市三和里大同路1段300號,"52 ","1 ",大樓,,彰化縣員林市三和里大同路1段300號
385.0,三和里,彰化縣員林市三和里大同路1段300號,"40 ","1 ",大樓,,彰化縣員林市三和里大同路1段300號
386.0,三和里,彰化縣員林市三和里明德街54號,"37 ","1 ",大樓,,彰化縣員林市三和里明德街54號
387.0,三和里,彰化縣員林市三和里明德街52號,"40 ","1 ",大樓,,彰化縣員林市三和里明德街52號
388.0,三和里,彰化縣員林市三和里明德街50號,"37 ","1 ",大樓,,彰化縣員林市三和里明德街50號
389.0,三和里,彰化縣員林市三和里浮圳路2段313.315號,"109 ","1 ",大樓,,彰化縣員林市三和里浮圳路2段313.315號
390.0,三和里,彰化縣員林市三和里實踐街60號,"25 ","1 ",大樓,,彰化縣員林市三和里實踐街60號
391.0,三和里,彰化縣員林市三和里實踐街58號,"25 ","1 ",大樓,,彰化縣員林市三和里實踐街58號
392.0,三和里,彰化縣員林市三和里實踐街60號,"38 ","1 ",大樓,,彰化縣員林市三和里實踐街60號
393.0,三和里,彰化縣員林市三和里實踐街55號,"41 ","1 ",大樓,,彰化縣員林市三和里實踐街55號
394.0,三和里,彰化縣員林市三和里實踐街57號,"37 ","1 ",大樓,,彰化縣員林市三和里實踐街57號
395.0,三和里,彰化縣員林市三和里浮圳路2段267號,"35 ","1 ",大樓,,彰化縣員林市三和里浮圳路2段267號
396.0,三和里,彰化縣員林市三和里浮圳路2段269號,"35 ","1 ",大樓,,彰化縣員林市三和里浮圳路2段269號
397.0,三和里,彰化縣員林市三和里成功路1巷11號,"2,239 ","1 ",大樓,,彰化縣員林市三和里成功路1巷11號
399.0,三和里,彰化縣員林市三和里成功路28.30.32號,"519 ","1 ",成園大樓,,彰化縣員林市三和里成功路28.30.32號
400.0,三和里,彰化縣員林市三和里成功東路148號,"3,300 ","1 ",大樓,,彰化縣員林市三和里成功東路148號
401.0,三和里,彰化縣員林市三和里大同路1段319號,"1,352 ","1 ",大樓,,彰化縣員林市三和里大同路1段319號
402.0,三和里,彰化縣員林市三和里成功東路200號,"2,632 ","1 ",大樓,,彰化縣員林市三和里成功東路200號
403.0,三和里,彰化縣員林市三和里成功路39號,"1,445 ","1 ",大樓,,彰化縣員林市三和里成功路39號
404.0,三和里,彰化縣員林市三和里成功路35號,"393 ","1 ",大樓,,彰化縣員林市三和里成功路35號
405.0,三和里,彰化縣員林市三和里大同路1段338號,"898 ","1 ",大樓,,彰化縣員林市三和里大同路1段338號
406.0,三和里,彰化縣員林市三和里三民東街221號,"824 ","1 ",大樓,,彰化縣員林市三和里三民東街221號
407.0,三和里,彰化縣員林市三和里大同路1段318號,"160 ","1 ",大樓,,彰化縣員林市三和里大同路1段318號
408.0,三多里,彰化縣員林市三多里中山路2段556巷11號,"45 ","1 ",大樓,,彰化縣員林市三多里中山路2段556巷11號
409.0,三多里,彰化縣員林市三多里中山路2段556巷1號,"39 ","1 ",大樓,,彰化縣員林市三多里中山路2段556巷1號
410.0,三多里,彰化縣員林市三多里中山路2段55巷20號,"176 ","1 ",大樓,,彰化縣員林市三多里中山路2段55巷20號
411.0,三多里,彰化縣員林市三多里永安街215號,"23 ","1 ",大樓,,彰化縣員林市三多里永安街215號
412.0,三多里,彰化縣員林市三多里永安街213號,"23 ","1 ",大樓,,彰化縣員林市三多里永安街213號
413.0,三多里,彰化縣員林市三多里永安街219號,"22 ","1 ",大樓,,彰化縣員林市三多里永安街219號
414.0,三多里,彰化縣員林市三多里永安街223號,"22 ","1 ",大樓,,彰化縣員林市三多里永安街223號
415.0,三多里,彰化縣員林市三多里永安街211號,"23 ","1 ",大樓,,彰化縣員林市三多里永安街211號
416.0,三多里,彰化縣員林市三多里永安街217號,"23 ","1 ",大樓,,彰化縣員林市三多里永安街217號
417.0,三多里,彰化縣員林市三多里大同路2段158號,"29 ","1 ",大樓,,彰化縣員林市三多里大同路2段158號
418.0,三多里,彰化縣員林市三多里大同路2段160號,"25 ","1 ",大樓,,彰化縣員林市三多里大同路2段160號
419.0,三多里,彰化縣員林市三多里永安街113號,"63 ","1 ",大樓,,彰化縣員林市三多里永安街113號
420.0,三多里,彰化縣員林市三多里大同路2段156號,"29 ","1 ",大樓,,彰化縣員林市三多里大同路2段156號
421.0,三多里,彰化縣員林市三多里永安街235號,"21 ","1 ",大樓,,彰化縣員林市三多里永安街235號
422.0,三多里,彰化縣員林市三多里永安街206號,"25 ","1 ",大樓,,彰化縣員林市三多里永安街206號
423.0,三多里,彰化縣員林市三多里永安街204號,"25 ","1 ",大樓,,彰化縣員林市三多里永安街204號
424.0,三多里,彰化縣員林市三多里永安街208號,"25 ","1 ",大樓,,彰化縣員林市三多里永安街208號
425.0,三多里,彰化縣員林市三多里永安街250號,"75 ","1 ",大樓,,彰化縣員林市三多里永安街250號
426.0,三多里,彰化縣員林市三多里永安街229號,"24 ","1 ",大樓,,彰化縣員林市三多里永安街229號
427.0,三多里,彰化縣員林市三多里永興街160號,"41 ","1 ",大樓,,彰化縣員林市三多里永興街160號
428.0,三多里,彰化縣員林市三多里永興街162號,"41 ","1 ",大樓,,彰化縣員林市三多里永興街162號
429.0,三多里,彰化縣員林市三多里永興街164號,"41 ","1 ",大樓,,彰化縣員林市三多里永興街164號
430.0,三多里,彰化縣員林市三多里永興街148號,"73 ","1 ",大樓,,彰化縣員林市三多里永興街148號
431.0,三多里,彰化縣員林市三多里中山路2段556巷31弄34號,"41 ","1 ",大樓,,彰化縣員林市三多里中山路2段556巷31弄34號
432.0,三多里,彰化縣員林市三多里大同路208號,"32 ","1 ",大樓,,彰化縣員林市三多里大同路208號
433.0,三多里,彰化縣員林市三多里大同路210號,"31 ","1 ",大樓,,彰化縣員林市三多里大同路210號
434.0,三多里,彰化縣員林市三多里大仁街11號,"41 ","1 ",大樓,,彰化縣員林市三多里大仁街11號
435.0,三多里,彰化縣員林市三多里永安街146號,"64 ","1 ",大樓,,彰化縣員林市三多里永安街146號
436.0,三多里,彰化縣員林市三多里長泰街4號,"23 ","1 ",大樓,,彰化縣員林市三多里長泰街4號
437.0,三多里,彰化縣員林市三多里永裕街30號,"29 ","1 ",大樓,,彰化縣員林市三多里永裕街30號
438.0,三多里,彰化縣員林市三多里永安街128號,"100 ","1 ",大樓,,彰化縣員林市三多里永安街128號
439.0,三多里,彰化縣員林市三多里永興街144號,"29 ","1 ",大樓,,彰化縣員林市三多里永興街144號
440.0,三多里,彰化縣員林市三多里永興街143號,"93 ","1 ",大樓,,彰化縣員林市三多里永興街143號
441.0,三多里,彰化縣員林市三多里大同路2段230號,"27 ","1 ",大樓,,彰化縣員林市三多里大同路2段230號
442.0,三多里,彰化縣員林市三多里大同路2段228號,"27 ","1 ",大樓,,彰化縣員林市三多里大同路2段228號
443.0,三多里,彰化縣員林市三多里大同路2段232號,"27 ","1 ",大樓,,彰化縣員林市三多里大同路2段232號
444.0,三多里,彰化縣員林市三多里大同路2段234號,"27 ","1 ",大樓,,彰化縣員林市三多里大同路2段234號
445.0,三多里,彰化縣員林市三多里永安街205號,"24 ","1 ",大樓,,彰化縣員林市三多里永安街205號
446.0,三多里,彰化縣員林市三多里大勇街56號,"19 ","1 ",大樓,,彰化縣員林市三多里大勇街56號
447.0,三多里,彰化縣員林市三多里永安街207號,"24 ","1 ",大樓,,彰化縣員林市三多里永安街207號
448.0,三多里,彰化縣員林市三多里永安街209號,"24 ","1 ",大樓,,彰化縣員林市三多里永安街209號
449.0,三多里,彰化縣員林市三多里興華街84號,"107 ","1 ",大樓,,彰化縣員林市三多里興華街84號
450.0,三多里,彰化縣員林市三多里永福街8號,"200 ","1 ",大樓,,彰化縣員林市三多里永福街8號
451.0,三多里,彰化縣員林市三多里永福街7號,"227 ","1 ",大樓,,彰化縣員林市三多里永福街7號
452.0,三多里,彰化縣員林市三多里永裕街39號,"324 ","1 ",大樓,,彰化縣員林市三多里永裕街39號
453.0,三多里,彰化縣員林市三多里大智街28號,"40 ","1 ",大樓,,彰化縣員林市三多里大智街28號
454.0,三多里,彰化縣員林市三多里育英路599號,"32 ","1 ",大樓,,彰化縣員林市三多里育英路599號
455.0,三多里,彰化縣員林市三多里大仁街12號,"99 ","1 ",大樓,,彰化縣員林市三多里大仁街12號
456.0,三多里,彰化縣員林市三多里永安街179號,"40 ","1 ",大樓,,彰化縣員林市三多里永安街179號
