類別,編號,里別,防空疏散避難設施地址,地下層數位址,可容納人數,placemark_address
政府機關,223.0,光明里,臺東縣臺東市光明里1鄰中興路二段23號,1.0,762.0,臺東縣臺東市光明里1鄰中興路二段23號
政府機關,224.0,康樂里,臺東縣臺東市康樂里8鄰民航路1000號,1.0,206.0,臺東縣臺東市康樂里8鄰民航路1000號
政府機關,225.0,豐安里,臺東市豐安里19鄰正氣北路441號,1.0,88.0,臺東市豐安里19鄰正氣北路441號
政府機關,226.0,豐年里,"臺東市豐年里4鄰中興路2段735號 ",1.0,1276.0,臺東市豐年里4鄰中興路2段735號
政府機關,227.0,豐年里,"臺東市豐年里4鄰中興路2段729號 ",1.0,2965.0,臺東市豐年里4鄰中興路2段729號
政府機關,228.0,豐年里,"臺東市豐年里4鄰中興路2段727號 ",1.0,5590.0,臺東市豐年里4鄰中興路2段727號
政府機關,229.0,岩灣里,臺東縣臺東市岩灣里10鄰新站路100號,1.0,2395.0,臺東縣臺東市岩灣里10鄰新站路100號
政府機關,230.0,岩灣里,臺東縣臺東市岩灣里18鄰岩灣路50巷456號4樓,1.0,8275.0,臺東縣臺東市岩灣里18鄰岩灣路50巷456號4樓
政府機關,231.0,岩灣里,臺東縣臺東市岩灣里19鄰岩灣路50巷459號,1.0,3399.0,臺東縣臺東市岩灣里19鄰岩灣路50巷459號
政府機關,232.0,岩灣里,臺東縣臺東市岩灣里20鄰岩灣路101巷27號,1.0,642.0,臺東縣臺東市岩灣里20鄰岩灣路101巷27號
政府機關,233.0,新生里,臺東市新生里3鄰四維路2段608號,1.0,781.0,臺東市新生里3鄰四維路2段608號
政府機關,234.0,新生里,臺東市新生里8鄰上海街103-1號,1.0,1123.0,臺東市新生里8鄰上海街103-1號
政府機關,235.0,中正里,臺東市中正里12鄰中正路251巷17號,1.0,22.0,臺東市中正里12鄰中正路251巷17號
政府機關,236.0,中正里,臺東市中正里21鄰光明路38號,1.0,148.0,臺東市中正里21鄰光明路38號
政府機關,237.0,中正里,臺東市中正里21鄰光明路38號,1.0,148.0,臺東市中正里21鄰光明路38號
政府機關,238.0,中華里,臺東縣臺東市中華里6鄰中山路125號,1.0,441.0,臺東縣臺東市中華里6鄰中山路125號
政府機關,239.0,中華里,臺東縣臺東市中華里7鄰中華路一段111巷3-1號,1.0,1873.0,臺東縣臺東市中華里7鄰中華路一段111巷3-1號
政府機關,240.0,成功里,臺東市成功里8鄰大同路59號,1.0,157.0,臺東市成功里8鄰大同路59號
政府機關,241.0,成功里,臺東市成功里8鄰正氣路38號,1.0,120.0,臺東市成功里8鄰正氣路38號
政府機關,242.0,寶桑里,臺東縣臺東市寶桑里四維路二段100號,1.0,1012.0,臺東縣臺東市寶桑里四維路二段100號
政府機關,243.0,忠仁里,臺東縣成功鎮忠仁里3鄰公民路87號,1.0,361.0,臺東縣成功鎮忠仁里3鄰公民路87號
政府機關,244.0,忠仁里,臺東縣成功鎮忠仁里21鄰五權路22號,1.0,102.0,臺東縣成功鎮忠仁里21鄰五權路22號
政府機關,245.0,忠仁里,臺東縣成功鎮忠仁里3鄰公民路69-1號,1.0,162.0,臺東縣成功鎮忠仁里3鄰公民路69-1號
政府機關,246.0,忠仁里,臺東縣成功鎮忠仁里17鄰中山東路75號,1.0,208.0,臺東縣成功鎮忠仁里17鄰中山東路75號
政府機關,247.0,忠仁里,臺東縣成功鎮忠仁里17鄰中山東路66號,1.0,138.0,臺東縣成功鎮忠仁里17鄰中山東路66號
政府機關,248.0,大武村,臺東縣大武鄉大武村大武街52號,1.0,105.0,臺東縣大武鄉大武村大武街52號
政府機關,249.0,尚武村,臺東縣大武鄉尚武村政通三街3號,1.0,132.0,臺東縣大武鄉尚武村政通三街3號
醫療機構,250.0,文化里,臺東縣臺東市文化里8鄰更生路76號6樓,1.0,447.0,臺東縣臺東市文化里8鄰更生路76號6樓
醫療機構,251.0,文化里,"臺東市文化里8鄰五權街12號 (地下第二層)",1.0,4761.0,"臺東市文化里8鄰五權街12號 (地下第二層)"
醫療機構,252.0,文化里,"臺東市文化里8鄰五權街1號 (地下第一層)",1.0,246.0,"臺東市文化里8鄰五權街1號 (地下第一層)"
醫療機構,253.0,東海里,臺東市東海里10鄰長沙街303巷1號,1.0,4335.0,臺東市東海里10鄰長沙街303巷1號
醫療機構,254.0,新生里,臺東市新生里6鄰開封街350號,1.0,2761.0,臺東市新生里6鄰開封街350號
醫療機構,255.0,新生里,臺東市新生里2鄰寧波街195號,1.0,1858.0,臺東市新生里2鄰寧波街195號
醫療機構,256.0,豐榮里,臺東市豐榮里4鄰中華路二段176號,1.0,500.0,臺東市豐榮里4鄰中華路二段176號
醫療機構,257.0,中正里,臺東市中正里12鄰光明路125號,1.0,180.0,臺東市中正里12鄰光明路125號
醫療機構,258.0,中正里,"臺東市中正里11鄰中華路1段 396號",1.0,12.0,"臺東市中正里11鄰中華路1段 396號"
醫療機構,259.0,中華里,臺東市中華里13鄰勝利街2號,1.0,501.0,臺東市中華里13鄰勝利街2號
醫療機構,260.0,豐泉里,臺東縣關山鎮豐泉里和平路125-5號,1.0,1072.0,臺東縣關山鎮豐泉里和平路125-5號
學校,261.0,東海里,臺東市東海里10鄰長沙街329號,1.0,765.0,臺東市東海里10鄰長沙街329號
學校,262.0,新興里,臺東市新興里7鄰中華路1段721號(數學辦公室),1.0,321.0,臺東市新興里7鄰中華路1段721號(數學辦公室)
學校,263.0,新興里,臺東市新興里7鄰中華路1段721號(社會辦公室),1.0,120.0,臺東市新興里7鄰中華路1段721號(社會辦公室)
學校,264.0,新興里,臺東市新興里7鄰中華路1段721號(教務處),1.0,309.0,臺東市新興里7鄰中華路1段721號(教務處)
學校,265.0,新興里,臺東市新興里7鄰中華路1段721號(行政大樓),1.0,182.0,臺東市新興里7鄰中華路1段721號(行政大樓)
學校,266.0,新興里,臺東市新興里7鄰中華路1段721號,1.0,373.0,臺東市新興里7鄰中華路1段721號
學校,267.0,新興里,臺東市新興里7鄰中華路1段721號,1.0,170.0,臺東市新興里7鄰中華路1段721號
學校,268.0,新興里,臺東市新興里7鄰中華路1段721號,1.0,60.0,臺東市新興里7鄰中華路1段721號
學校,269.0,新興里,臺東市新興里7鄰中華路1段721號,1.0,326.0,臺東市新興里7鄰中華路1段721號
學校,270.0,新興里,臺東市新興里7鄰中華路1段721號,1.0,722.0,臺東市新興里7鄰中華路1段721號
學校,271.0,新興里,臺東市新興里7鄰中華路1段721號,1.0,722.0,臺東市新興里7鄰中華路1段721號
學校,272.0,新興里,臺東市新興里7鄰中華路1段721號,1.0,54.0,臺東市新興里7鄰中華路1段721號
學校,273.0,新興里,臺東市新興里7鄰中華路1段721號(和平樓),1.0,134.0,臺東市新興里7鄰中華路1段721號(和平樓)
學校,274.0,新興里,臺東市新興里7鄰中華路1段721號(圖書館),1.0,101.0,臺東市新興里7鄰中華路1段721號(圖書館)
學校,275.0,豐樂里,臺東縣臺東市豐樂里6鄰山西路一段180號,1.0,664.0,臺東縣臺東市豐樂里6鄰山西路一段180號
學校,276.0,建農里,臺東市建農里15鄰大學路396號,1.0,2000.0,臺東市建農里15鄰大學路396號
學校,277.0,卑南里,臺東市卑南里10鄰更生北路317號,1.0,172.0,臺東市卑南里10鄰更生北路317號
學校,278.0,岩灣里,臺東市岩灣里18鄰岩灣路50巷401弄11號,1.0,178.0,臺東市岩灣里18鄰岩灣路50巷401弄11號
學校,279.0,豐榮里,臺東市豐榮里18鄰中華路二段154巷150號,1.0,350.0,臺東市豐榮里18鄰中華路二段154巷150號
學校,280.0,寶桑里,"臺東市寶桑里6鄰博愛路 134號",1.0,929.0,"臺東市寶桑里6鄰博愛路 134號"
學校,281.0,里壠里,臺東縣關山鎮里壠里民權路58號,1.0,202.0,臺東縣關山鎮里壠里民權路58號
學校,282.0,里壠里,臺東縣關山鎮里壠里民權路58號,1.0,202.0,臺東縣關山鎮里壠里民權路58號
學校,283.0,里壠里,臺東縣關山鎮里壠里民權路58號,1.0,108.0,臺東縣關山鎮里壠里民權路58號
學校,284.0,忠智里,臺東縣成功鎮忠智里26鄰太平路52號,1.0,1237.0,臺東縣成功鎮忠智里26鄰太平路52號
火車站,285.0,岩灣里,台東市岩灣里10鄰岩灣路101巷598號,1.0,533.0,台東市岩灣里10鄰岩灣路101巷598號
火車站,286.0,岩灣里,台東市岩灣里10鄰岩灣路101巷602號,1.0,900.0,台東市岩灣里10鄰岩灣路101巷602號
茶葉改良場,287.0,龍田村,臺東縣鹿野鄉龍田村北二路66號,1.0,192.0,臺東縣鹿野鄉龍田村北二路66號
國營事業,288.0,長濱村,臺東縣長濱鄉長濱村4鄰長濱路1號,1.0,113.0,臺東縣長濱鄉長濱村4鄰長濱路1號
電信業,289.0,忠仁里,臺東縣成功鎮忠仁里12鄰中華路79號,1.0,133.0,臺東縣成功鎮忠仁里12鄰中華路79號
旅館業,290.0,中山里,臺東市中山里5鄰福建路258號,1.0,93.0,臺東市中山里5鄰福建路258號
旅館業,291.0,中山里,臺東市中山里2鄰中華路一段564號,1.0,57.0,臺東市中山里2鄰中華路一段564號
旅館業,292.0,中山里,臺東市中山里2鄰鐵花路284號,1.0,80.0,臺東市中山里2鄰鐵花路284號
旅館業,293.0,中山里,臺東市中山里2鄰鐵花路296號,1.0,445.0,臺東市中山里2鄰鐵花路296號
旅館業,294.0,中山里,臺東市中山里4鄰中山路417號,1.0,209.0,臺東市中山里4鄰中山路417號
旅館業,295.0,中山里,臺東市中山里3鄰安慶街125號,1.0,104.0,臺東市中山里3鄰安慶街125號
旅館業,296.0,中山里,臺東市中山里3鄰新生路96號,1.0,33.0,臺東市中山里3鄰新生路96號
旅館業,297.0,中山里,臺東市中山里4鄰中山路429號,1.0,520.0,臺東市中山里4鄰中山路429號
旅館業,298.0,中山里,臺東市興中山里9鄰中山路389-395號,1.0,901.0,臺東市興中山里9鄰中山路389-395號
旅館業,299.0,中山里,臺東市中山里正氣路147號,1.0,53.0,臺東市中山里正氣路147號
旅館業,300.0,中山里,臺東市中山里1鄰中華路1段537號,1.0,797.0,臺東市中山里1鄰中華路1段537號
旅館業,301.0,中山里,臺東縣臺東市中山里5鄰復興路145號,1.0,311.0,臺東縣臺東市中山里5鄰復興路145號
旅館業,302.0,中山里,臺東縣臺東市中山里鄰鐵花路295號,1.0,460.0,臺東縣臺東市中山里鄰鐵花路295號
旅館業,303.0,中山里,臺東縣臺東市中山里12鄰和平街132號,1.0,362.0,臺東縣臺東市中山里12鄰和平街132號
旅館業,304.0,文化里,臺東縣臺東市文化里3鄰文化街72號,1.0,295.0,臺東縣臺東市文化里3鄰文化街72號
旅館業,305.0,文化里,臺東縣臺東市文化里2鄰中山路372號,1.0,275.0,臺東縣臺東市文化里2鄰中山路372號
旅館業,306.0,文化里,臺東縣臺東市文化里2鄰中山路362號,1.0,415.0,臺東縣臺東市文化里2鄰中山路362號
旅館業,307.0,文化里,臺東縣臺東市文化里6鄰正氣路316號,1.0,4637.0,臺東縣臺東市文化里6鄰正氣路316號
旅館業,308.0,民族里,臺東縣臺東市民族里16鄰博愛路362巷18號,1.0,2017.0,臺東縣臺東市民族里16鄰博愛路362巷18號
旅館業,309.0,民族里,臺東縣臺東市民族里1鄰新生路169號,1.0,3851.0,臺東縣臺東市民族里1鄰新生路169號
旅館業,310.0,新興里,臺東市新興里11鄰鐵花路237號/新興里11鄰中華路1段587號,1.0,1304.0,臺東市新興里11鄰鐵花路237號/新興里11鄰中華路1段587號
旅館業,311.0,新興里,臺東市新興里11鄰中華路1段587號,1.0,1296.0,臺東市新興里11鄰中華路1段587號
旅館業,312.0,光明里,臺東市光明里19鄰連航路66號,1.0,1449.0,臺東市光明里19鄰連航路66號
旅館業,313.0,光明里,臺東市光明里19鄰連航路66號,1.0,7902.0,臺東市光明里19鄰連航路66號
旅館業,314.0,豐田里,臺東縣臺東市豐田里中興路四段216巷66號,1.0,2859.0,臺東縣臺東市豐田里中興路四段216巷66號
旅館業,315.0,豐田里,臺東縣臺東市豐田里19鄰豐興路88號,1.0,781.0,臺東縣臺東市豐田里19鄰豐興路88號
旅館業,316.0,岩灣里,臺東縣臺東市岩灣里4鄰新興路77號,1.0,1222.0,臺東縣臺東市岩灣里4鄰新興路77號
旅館業,317.0,岩灣里,臺東縣臺東市岩灣里10鄰新站路260號,1.0,2640.0,臺東縣臺東市岩灣里10鄰新站路260號
旅館業,318.0,岩灣里,臺東縣臺東市岩灣里9鄰新興路617號,1.0,236.0,臺東縣臺東市岩灣里9鄰新興路617號
旅館業,319.0,岩灣里,臺東縣臺東市岩灣里4鄰新興路29號,1.0,3304.0,臺東縣臺東市岩灣里4鄰新興路29號
旅館業,320.0,民生里,臺東市民生里23鄰鄭州街11號,1.0,1914.0,臺東市民生里23鄰鄭州街11號
旅館業,321.0,自強里,臺東縣臺東市自強里15鄰咸陽街78巷9號,1.0,760.0,臺東縣臺東市自強里15鄰咸陽街78巷9號
旅館業,322.0,新生里,臺東市新生里17鄰中興路一段209巷16號,1.0,942.0,臺東市新生里17鄰中興路一段209巷16號
旅館業,323.0,新生里,臺東市新生里14鄰四維路3段150號,1.0,568.0,臺東市新生里14鄰四維路3段150號
旅館業,324.0,新生里,臺東縣臺東市新生里14鄰四維路三段88號,1.0,1250.0,臺東縣臺東市新生里14鄰四維路三段88號
旅館業,325.0,溫泉村,臺東縣卑南鄉溫泉村4鄰鎮樂1號,1.0,400.0,臺東縣卑南鄉溫泉村4鄰鎮樂1號
旅館業,326.0,溫泉村,臺東縣卑南鄉溫泉村20鄰龍泉路55號,1.0,333.0,臺東縣卑南鄉溫泉村20鄰龍泉路55號
旅館業,327.0,溫泉村,"臺東縣卑南鄉溫泉村20鄰龍泉路 61號",1.0,400.0,"臺東縣卑南鄉溫泉村20鄰龍泉路 61號"
旅館業,328.0,溫泉村,臺東縣卑南鄉溫泉村20鄰龍泉路83號,1.0,1051.0,臺東縣卑南鄉溫泉村20鄰龍泉路83號
旅館業,329.0,溫泉村,臺東縣卑南鄉溫泉村19鄰龍泉路30號,1.0,11809.0,臺東縣卑南鄉溫泉村19鄰龍泉路30號
旅館業,330.0,溫泉村,臺東縣卑南鄉溫泉村20鄰龍泉路53巷5號,1.0,3257.0,臺東縣卑南鄉溫泉村20鄰龍泉路53巷5號
旅館業,331.0,溫泉村,臺東縣卑南鄉溫泉村20鄰龍泉路51號,1.0,2295.0,臺東縣卑南鄉溫泉村20鄰龍泉路51號
旅館業,332.0,溫泉村,臺東縣卑南鄉溫泉村19鄰龍泉路30-1號,1.0,5847.0,臺東縣卑南鄉溫泉村19鄰龍泉路30-1號
旅館業,333.0,溫泉村,臺東縣卑南鄉溫泉村11鄰溫泉路312巷2號7樓之16,1.0,2739.0,臺東縣卑南鄉溫泉村11鄰溫泉路312巷2號7樓之16
旅館業,334.0,溫泉村,臺東縣卑南鄉溫泉村20鄰溫泉路312巷6號之1,1.0,1486.0,臺東縣卑南鄉溫泉村20鄰溫泉路312巷6號之1
旅館業,335.0,溫泉村,臺東縣卑南鄉溫泉村20鄰龍泉路51號,1.0,2295.0,臺東縣卑南鄉溫泉村20鄰龍泉路51號
旅館業,336.0,溫泉村,臺東縣卑南鄉溫泉村20鄰龍泉路53巷1號,1.0,2295.0,臺東縣卑南鄉溫泉村20鄰龍泉路53巷1號
旅館業,337.0,溫泉村,臺東縣卑南鄉溫泉村3鄰溫泉路68號6樓之2,1.0,1438.0,臺東縣卑南鄉溫泉村3鄰溫泉路68號6樓之2
旅館業,338.0,建興里,台東市建興里5鄰富貴街69號,1.0,333.0,台東市建興里5鄰富貴街69號
旅館業,339.0,建興里,臺東縣臺東市建興里7鄰大順路33號,1.0,2422.0,臺東縣臺東市建興里7鄰大順路33號
旅館業,340.0,豐原里,臺東縣臺東市豐原里2鄰中華路四段757號,1.0,1862.0,臺東縣臺東市豐原里2鄰中華路四段757號
旅館業,341.0,中正里,"臺東市中正里5鄰廣東路 162號",1.0,65.0,"臺東市中正里5鄰廣東路 162號"
旅館業,342.0,中正里,臺東市中正里18鄰光明路90號,1.0,193.0,臺東市中正里18鄰光明路90號
旅館業,343.0,成功里,臺東市成功里5鄰鄰福建路243號,1.0,174.0,臺東市成功里5鄰鄰福建路243號
旅館業,344.0,成功里,臺東縣臺東市成功里11鄰大同路141號1樓,1.0,957.0,臺東縣臺東市成功里11鄰大同路141號1樓
旅館業,345.0,成功里,臺東縣臺東市成功里3鄰復興路38號,1.0,1070.0,臺東縣臺東市成功里3鄰復興路38號
旅館業,346.0,建國里,臺東縣臺東市建國里臨海路一段38號,1.0,2487.0,臺東縣臺東市建國里臨海路一段38號
旅館業,347.0,新興村,臺東縣池上鄉新興村新興路107號,1.0,1276.0,臺東縣池上鄉新興村新興路107號
旅館業,348.0,鹿野村,臺東縣鹿野鄉中華路一段260號,1.0,4960.0,臺東縣鹿野鄉中華路一段260號
旅館業,349.0,忠智里,臺東縣成功鎮忠智里26鄰太平路52號,1.0,40.0,臺東縣成功鎮忠智里26鄰太平路52號
旅館業,350.0,泰和村,臺東縣太麻里鄉泰和村4鄰246號,1.0,61.0,臺東縣太麻里鄉泰和村4鄰246號
旅館業,351.0,大王村,臺東縣太麻里鄉大王村太峰路147號,1.0,924.0,臺東縣太麻里鄉大王村太峰路147號
電影院,352.0,中山里,臺東市中山里3鄰新生路93號,1.0,3317.0,臺東市中山里3鄰新生路93號
百貨業,353.0,文化里,臺東市文化里2鄰正氣路300-1號,1.0,6737.0,臺東市文化里2鄰正氣路300-1號
百貨業,354.0,泰和村,臺東縣太麻里鄉泰和村太麻里街6鄰392號,1.0,44.0,臺東縣太麻里鄉泰和村太麻里街6鄰392號
金融機構,355.0,卑南里,臺東縣臺東市卑南里12鄰更生北路106號,1.0,1979.0,臺東縣臺東市卑南里12鄰更生北路106號
教堂,356.0,中福里,臺東縣關山鎮中福里中正路66號,1.0,14.0,臺東縣關山鎮中福里中正路66號
火車站,357.0,里壠里,臺東縣關山鎮里瓏里博愛路1號,1.0,156.0,臺東縣關山鎮里瓏里博愛路1號
火車站,358.0,鹿野村,臺東縣鹿野鄉鹿野村中正路38號,1.0,96.0,臺東縣鹿野鄉鹿野村中正路38號
電信業,359.0,里壠里,臺東縣關山鎮里瓏里民權路61-1號,1.0,28.0,臺東縣關山鎮里瓏里民權路61-1號
電信業,360.0,鸞山村,臺東縣延平鄉鸞山村鸞山路22-1號,1.0,220.0,臺東縣延平鄉鸞山村鸞山路22-1號
電信業,361.0,泰和村,臺東縣太麻里鄉泰和村太麻里街4鄰150號,1.0,73.0,臺東縣太麻里鄉泰和村太麻里街4鄰150號
電信業,362.0,大武村,臺東縣大武鄉大武村民生路51號,1.0,105.0,臺東縣大武鄉大武村民生路51號
休閒中心,363.0,新興村,臺東縣池上鄉新興村新興路111號,1.0,96.0,臺東縣池上鄉新興村新興路111號
休閒中心,364.0,新興村,臺東縣池上鄉新興村新興路111號,1.0,44.0,臺東縣池上鄉新興村新興路111號
休閒中心,365.0,福原村,臺東縣池上鄉福原村中山路108號,1.0,53.0,臺東縣池上鄉福原村中山路108號
