類別,檔案卡電腦編號,里別,防空疏散避難設施地址,地下層數位址,可容納人數
大樓,WNA02032,和安里,臺北市大安區信義路三段147巷11弄1號,1,185.0
大樓,WNA02034,和安里,臺北市大安區信義路三段147巷15弄10號,1,461.0
大樓,WNA02035,和安里,臺北市大安區信義路三段147巷15弄16號,1,249.0
大樓,WNA02036,和安里,臺北市大安區信義路三段147巷15弄2號,1,185.0
大樓,WNA02050,和安里,臺北市大安區信義路三段157巷8號,1,234.0
大樓,WNA02818,和安里,臺北市大安區復興南路一段368號,2,1925.0
大樓,WNA02819,和安里,臺北市大安區復興南路ㄧ段378號,4,954.0
大樓,WNA02820,和安里,臺北市大安區復興南路ㄧ段390號,1,2448.0
大樓,WNA02821,和安里,臺北市大安區復興南路ㄧ段390號,2,2448.0
大樓,WNA04476,和安里,臺北市大安區信義路三段151號,1,514.0
大樓,WNA04489,和安里,臺北市大安區復興南路ㄧ段372號,1,318.0
大樓,WNA04531,和安里,臺北市大安區信義路三段157巷20號,1,372.0
大樓,WNA04982,和安里,臺北市大安區信義路三段155號,1,944.0
大樓,WNA02005,和安里,臺北市大安區信義路三段109-1號,2,1033.0
大樓,WNA04340,和安里,臺北市大安區建國南路一段311號,1,2780.0
大樓,WNA04556,和安里,臺北市大安區信義路三段111巷6號,1,136.0
大樓,WNA04626,和安里,臺北市大安區信義路三段105號,1,509.0
大樓,WNA02255,和安里,臺北市大安區建國南路一段279巷4號,1,4524.0
大樓,WNA00050,和安里,臺北市大安區仁愛路三段122號,3,370.0
大樓,WNA00055,和安里,臺北市大安區仁愛路三段136號,2,3000.0
大樓,WNA00058,和安里,臺北市大安區仁愛路三段144號,1,596.0
大樓,WNA00079,和安里,臺北市大安區仁愛路三段98號,1,1226.0
大樓,WNA00080,和安里,臺北市大安區仁愛路三段118巷12弄20號,1,376.0
大樓,WNA00081,和安里,臺北市大安區仁愛路三段118巷12弄4號,1,265.0
公寓,WNA00083,和安里,臺北市大安區仁愛路三段118巷12弄9號,1,77.0
大樓,WNA02043,和安里,臺北市大安區信義路三段147巷36弄2號,3,1684.0
大樓,WNA02044,和安里,臺北市大安區信義路三段147巷45弄2號,1,481.0
大樓,WNA02249,和安里,臺北市大安區建國南路一段237號,4,2236.0
大樓,WNA02810,和安里,臺北市大安區復興南路一段318號,1,242.0
大樓,WNA02812,和安里,臺北市大安區復興南路一段322號,1,429.0
大樓,WNA02813,和安里,臺北市大安區復興南路一段322號,2,429.0
大樓,WNA04451,和安里,臺北市大安區仁愛路三段118巷12弄1號,2,761.0
大樓,WNA04604,和安里,臺北市大安區仁愛路三段128號,1,998.0
大樓,WNA02033,和安里,臺北市大安區信義路三段147巷15弄1號,1,1412.0
大樓,WNA02037,和安里,臺北市大安區信義路三段147巷15弄27號,1,413.0
公寓,WNA02040,和安里,臺北市大安區信義路三段147巷17弄4號,1,78.0
大樓,WNA02041,和安里,臺北市大安區信義路三段147巷17弄5號,1,352.0
大樓,WNA02814,和安里,臺北市大安區復興南路一段342號,1,1141.0
大樓,WNA02858,和安里,臺北市大安區復興南路一段340巷16號,1,324.0
大樓,WNA04334,昌隆里,臺北市大安區忠孝東路三段217巷2弄2-16號,1,1000.0
大樓,WNA04335,昌隆里,臺北市大安區忠孝東路三段217巷2弄1-15號,1,1000.0
大樓,WNA04336,昌隆里,臺北市大安區忠孝東路三段217巷4弄2-16號,1,1000.0
大樓,WNA04337,昌隆里,臺北市大安區忠孝東路三段217巷4弄1-21號,1,1000.0
大樓,WNA04338,昌隆里,臺北市大安區忠孝東路三段217巷6弄2-20號,1,1000.0
大樓,WNA04803,昌隆里,臺北市大安區市民大道三段208號,1,293.0
大樓,WNA04914,昌隆里,臺北市大安區市民大道三段178號,1,1733.0
大樓,WNA04925,昌隆里,臺北市大安區建國南路一段65巷5號、7號、9號(B.C棟),1,5149.0
大樓,WNA04926,昌隆里,臺北市大安區市民大道三段198號,1,1093.0
大樓,WNA04947,昌隆里,臺北市大安區市民大道三段206號,1,1349.0
公寓,WNA01511,昌隆里,臺北市大安區忠孝東路三段217巷5弄22號,1,49.0
大樓,WNA04341,昌隆里,臺北市大安區忠孝東路三段217巷7弄35號,1,200.0
大樓,WNA01494,昌隆里,臺北市大安區忠孝東路三段211號,1,194.0
大樓,WNA00003,民輝里,臺北市大安區八德路二段22號,1,114.0
大樓,WNA00001,民輝里,臺北市大安區八德路二段16號,1,274.0
公寓,WNA00004,民輝里,臺北市大安區八德路二段23號,1,64.0
大樓,WNA00005,民輝里,臺北市大安區八德路二段25號,1,256.0
大樓,WNA00006,民輝里,臺北市大安區八德路二段3號,1,116.0
大樓,WNA00007,民輝里,臺北市大安區八德路二段10巷1號,1,236.0
大樓,WNA00008,民輝里,臺北市大安區八德路二段34巷20號,1,414.0
大樓,WNA00010,民輝里,臺北市大安區八德路二段34巷6弄12號,1,210.0
大樓,WNA00011,民輝里,臺北市大安區八德路二段34巷6弄6號,1,152.0
大樓,WNA03312,民輝里,臺北市大安區新生北路ㄧ段3號,1,217.0
大樓,WNA03313,民輝里,臺北市大安區新生北路一段7號,1,384.0
公寓,WNA03314,民輝里,臺北市大安區新生北路一段7-2號,1,80.0
