電腦編號,村里別,地址,緯經度,地下樓層數,可容納人數,轄管分局,備註
WZA02449,仁德里,臺北市萬華區昆明街189號,"25.039263,121.504177",1,1921.0,萬華分局,
WZA02450,仁德里,臺北市萬華區昆明街201巷17號,"25.038979,121.504831",1,195.0,萬華分局,
WZA02451,仁德里,臺北市萬華區桂林路26號,"25.037604,121.505397",1,1101.0,萬華分局,
WZA02452,仁德里,臺北市萬華區西寧路293號,"25.038723,121.506389",1,514.0,萬華分局,
WZA02314,仁德里,臺北市萬華區桂林路64號,"25.038063,121.502762",1,112.0,萬華分局,
WZA02475,仁德里,臺北市萬華區桂林路64號,"25.038063,121.502762",1,2542.0,萬華分局,
WZA01688,日祥里,臺北市萬華區萬大路423巷108號,"25.021936,121.501983",2,2613.0,萬華分局,
WZA01689,日祥里,臺北市萬華區青年路146號,"25.021519,121.502425",2,133.0,萬華分局,
WZA02328,日祥里,臺北市萬華區青年路152巷2號,"25.021298,121.502174",2,15077.0,萬華分局,
WZA02239,日祥里,臺北市萬華區萬大路423巷28弄1號,"25.020803,121.500058",2,18008.0,萬華分局,
WZA02225,日祥里,臺北市萬華區水源路205號,"25.019577,121.50324",2,5814.0,萬華分局,
WZA02226,日祥里,臺北市萬華區水源路205號,"25.019577,121.50324",2,5814.0,萬華分局,
WZA01692,日祥里,臺北市萬華區青年路168巷29號,"25.020057,121.501991",1,266.0,萬華分局,
WZA00746,日祥里,臺北市萬華區青年路152巷57號,"25.019742,121.501042",1,278.0,萬華分局,
WZA01690,日祥里,臺北市萬華區青年路152巷51號,"25.019957,121.501189",1,26.0,萬華分局,
WZA01693,日祥里,臺北市萬華區青年路152巷29號,"25.02037,121.5016",1,266.0,萬華分局,
WZA01715,日祥里,臺北市萬華區青年路168巷4號,"25.020676,121.50239",1,80.0,萬華分局,
WZA01691,日祥里,臺北市萬華區水源路199號,"25.022082,121.506975",1,800.0,萬華分局,
WZA00156,日善里,臺北市萬華區民和街32號,"25.026101,121.499161",1,245.0,萬華分局,
WZA00157,日善里,臺北市萬華區民和街42號,"25.025976,121.498836",1,162.0,萬華分局,
WZA00607,日善里,臺北市萬華區東園街55號,"25.027045,121.496011",1,58.0,萬華分局,
WZA00610,日善里,臺北市萬華區東園街71號,"25.026033,121.496512",1,222.0,萬華分局,
WZA00626,日善里,臺北市萬華區東園街35巷14號,"25.027363,121.496188",1,21.0,萬華分局,
WZA00627,日善里,臺北市萬華區東園街35巷50號,"25.027163,121.497314",1,245.0,萬華分局,
WZA00628,日善里,臺北市萬華區東園街35巷08號,"25.027386,121.496063",1,93.0,萬華分局,
WZA00640,日善里,臺北市萬華區東園街67巷15號,"25.026745,121.497237",1,180.0,萬華分局,
WZA00641,日善里,臺北市萬華區東園街67巷19號,"25.02692,121.497592",1,302.0,萬華分局,
WZA00642,日善里,臺北市萬華區東園街67巷09號,"25.026686,121.497056",1,157.0,萬華分局,
WZA00644,日善里,臺北市萬華區東園街73巷35號,"25.026358,121.497378",1,124.0,萬華分局,
WZA00646,日善里,北市萬華區東園街73巷05號,"25.026081,121.496688",1,148.0,萬華分局,
WZA00651,日善里,臺北市萬華區東園街73巷90號,"25.026427,121.499239",1,1268.0,萬華分局,
WZA02260,日善里,臺北市萬華區東園街73巷23號,"25.026208,121.497027",1,730.0,萬華分局,
"WZA00419 ",日善里,臺北市萬華區西藏路189號,"25.029245,121.500253",1,461.0,萬華分局,
WZA01102,日善里,臺北市萬華區民和街28號,"25.026173,121.499308",1,130.0,萬華分局,
WZA02435,日善里,臺北市萬華區西藏路199巷59號,"25.026958,121.499861",1,257.0,萬華分局,
"WZA01063 ",日善里,臺北市萬華區萬大路138號,"25.029145,121.500373",1,372.0,萬華分局,
WZA01065,日善里,臺北市萬華區萬大路150號,"25.028798,121.50037",1,308.0,萬華分局,
WZA01066,日善里,臺北市萬華區萬大路156號,"25.028637,121.500367",1,129.0,萬華分局,
"WZA01067 ",日善里,臺北市萬華區萬大路194號,"25.029968,121.502891",1,120.0,萬華分局,
WZA01071,日善里,臺北市萬華區萬大路202號,"25.027294,121.500321",1,113.0,萬華分局,
WZA01102,日善里,臺北市萬華區萬大路186巷1號,"25.02777,121.500135",1,620.0,萬華分局,
WZA00591,日善里,臺北市萬華區東園街105號,"25.025364,121.496798",1,153.0,萬華分局,
WZA01103,日善里,臺北市萬華區萬大路186巷21號,"25.027775,121.499898",1,137.0,萬華分局,
"WZA00158 ",日善里,臺北市萬華區民和街54號,"25.02588,121.498557",1,212.0,萬華分局,
"WZA00159 ",日善里,臺北市萬華區民和街58號,"25.025829,121.498453",1,148.0,萬華分局,
"WZA00643 ",日善里,臺北市萬華區民和街73巷30號,"25.025648,121.498335",1,178.0,萬華分局,
"WZA00645 ",日善里,臺北市萬華區東園街73巷42號,"25.026347,121.497712",1,296.0,萬華分局,
"WZA00649 ",日善里,臺北市萬華區東園街73巷66號,"25.026571,121.498472",1,214.0,萬華分局,
"WZA02247 ",日善里,臺北市萬華區民和街80巷8號之1,"25.025835,121.497926",1,776.0,萬華分局,
WZA00600,日善里,臺北市萬華區東園街17號,"25.028179,121.495624",1,565.0,萬華分局,
WZA00602,日善里,臺北市萬華區東園街19號,"25.027916,121.495667",2,1037.0,萬華分局,
WZA00608,日善里,臺北市萬華區東園街65號之1,"25.026743,121.49632",1,216.0,萬華分局,
WZA02416,日善里,臺北市萬華區東園街73巷65號,"25.02662,121.498864",1,670.0,萬華分局,
WZA00647,日善里,臺北市萬華區東園街73巷65號,"25.02662,121.498864",1,216.0,萬華分局,
WZA00648,日善里,臺北市萬華區東園街73巷65號,"25.02662,121.498864",1,152.0,萬華分局,
WZA02264,日善里,臺北市萬華區西藏路213號,"25.028525,121.496168",1,2430.0,萬華分局,
WZA00431,日善里,臺北市萬華區西藏路213號,"25.028525,121.496168",1,428.0,萬華分局,
WZA00432,日善里,臺北市萬華區西藏路213號,"25.028525,121.496168",1,234.0,萬華分局,
WZA02280,日善里,臺北市萬華區西藏路213號,"25.028525,121.496168",1,3804.0,萬華分局,
WZA00433,日善里,臺北市萬華區西藏路213號,"25.028525,121.496168",1,400.0,萬華分局,
WZA00430,日善里,臺北市萬華區西藏路213號,"25.028525,121.496168",1,60.0,萬華分局,
WZA00423,日善里,臺北市萬華區西藏路201號,"25.029159,121.498701",1,300.0,萬華分局,
WZA00426,日善里,臺北市萬華區西藏路201號,"25.029159,121.498701",1,201.0,萬華分局,
WZA00424,日善里,臺北市萬華區西藏路201號,"25.029159,121.498701",1,561.0,萬華分局,
WZA00425,日善里,臺北市萬華區西藏路201號,"25.029159,121.498701",1,310.0,萬華分局,
WZA02269,日善里,臺北市萬華區西藏路201號,"25.029159,121.498701",1,10742.0,萬華分局,
WZA02333,日善里,臺北市萬華區西藏路201號,"25.029159,121.498701",1,6241.0,萬華分局,
WZA02340,日善里,臺北市萬華區西藏路201號,"25.029159,121.498701",1,11516.0,萬華分局,
WZA00422,日善里,臺北市萬華區西藏路201號,"25.029159,121.498701",1,110.0,萬華分局,
WZA01070,日善里,臺北市萬華區萬大路200號,"25.02738,121.500299",2,716.0,萬華分局,
WZA01069,日善里,臺北市萬華區萬大路200號,"25.02738,121.500299",1,80.0,萬華分局,
WZA01115,全德里,臺北市萬華區萬大路322巷29號,"25.024594,121.499404",1,58.0,萬華分局,
WZA01121,全德里,臺北市萬華區萬大路322巷55弄15號,"25.02426,121.498518",1,70.0,萬華分局,
WZA01122,全德里,臺北市萬華區萬大路322巷55弄17號,"25.024229,121.498532",1,118.0,萬華分局,
WZA01974,全德里,臺北市萬華區萬大路322巷55弄23號,"25.024084,121.498599",1,40.0,萬華分局,
WZA01283,全德里,臺北市萬華區德昌街10巷24號,"25.026038,121.499831",1,52.0,萬華分局,
WZA02246,全德里,臺北市萬華區德昌街12號,"25.025421,121.499649",1,3696.0,萬華分局,
WZA01078,全德里,臺北市萬華區萬大路302號,"25.025037,121.500269",1,362.0,萬華分局,
WZA01976,全德里,臺北市萬華區萬大路322巷7號,"25.02437,121.499921",1,20.0,萬華分局,
WZA01980,全德里,臺北市萬華區德昌街10巷24號,"25.026038,121.499831",1,100.0,萬華分局,
WZA01981,全德里,臺北市萬華區萬大路322巷7號,"25.02437,121.499921",1,140.0,萬華分局,
WZA02274,全德里,臺北市萬華區萬大路322巷34號,"25.024685,121.499246",1,193.0,萬華分局,
WZA02421,全德里,臺北市萬華區民和街81巷5號,"25.025359,121.498192",1,1054.0,萬華分局,
WZA02246,全德里,臺北市萬華區東園街177-2號,"25.023862,121.497839",5,2492.0,萬華分局,
WZA01088,全德里,臺北市萬華區長泰街101號,"25.02233,121.498555",1,800.0,萬華分局,
WZA02284,全德里,臺北市萬華區萬大路344巷36號,"25.024211,121.49823",4,4024.0,萬華分局,
WZA02483,全德里,臺北市萬華區萬大路386號,"25.02229,121.49885",1,420.0,萬華分局,
WZA00603,全德里,臺北市萬華區東園街195號,"25.023142,121.497863",1,400.0,萬華分局,
WZA01083,全德里,"臺北市萬華區萬大路346 號","25.022978,121.499345",1,1514.0,萬華分局,
WZA01084,全德里,臺北市萬華區萬大路346號,"25.022978,121.499345",1,1612.0,萬華分局,
WZA01822,西門里,臺北市萬華區峨眉街110號,"25.04435,121.503077",1,33.0,萬華分局,
WZA01812,西門里,臺北市萬華區康定路25巷10號,"25.043842,121.503763",1,13.0,萬華分局,
WZA00861,西門里,臺北市萬華區康定路25巷2號,"25.043969,121.502871",1,376.0,萬華分局,
WZA00785,西門里,臺北市萬華區峨眉街90號,"25.044187,121.503726",1,409.0,萬華分局,
WZA02317,西門里,臺北市萬華區成都路155~157號,"25.044031,121.501005",1,813.0,萬華分局,
WZA00180,西門里,臺北市萬華區成都路159號,"25.043749,121.502849",1,292.0,萬華分局,
WZA00179,西門里,臺北市萬華區成都路153號,"25.043559,121.502994",1,186.0,萬華分局,
WZA01815,西門里,臺北市萬華區康定路25巷24號,"25.043782,121.503623",1,13.0,萬華分局,
WZA01821,西門里,臺北市萬華區峨眉街108號,"25.044338,121.503122",1,53.0,萬華分局,
WZA01862,西門里,臺北市萬華區康定路25巷20號,"25.0438,121.503547",1,289.0,萬華分局,
WZA02392,西門里,臺北市萬華區成都路139號,"25.043506,121.503248",1,1033.0,萬華分局,
WZA01817,西門里,臺北市萬華區康定路25巷15~17號,"25.043842,121.503763",1,26.0,萬華分局,
WZA01816,西門里,臺北市萬華區康定路25巷5~7號,"25.043842,121.503763",1,13.0,萬華分局,
WZA00178,西門里,臺北市萬華區成都路151號,"25.04353,121.503139",1,58.0,萬華分局,
WZA00177,西門里,臺北市萬華區成都路149號,"25.04353,121.503139",1,65.0,萬華分局,
WZA00176,西門里,臺北市萬華區成都路135號,"25.043462,121.503417",1,561.0,萬華分局,
WZA00187,西門里,臺北市萬華區成都路133巷2號,"25.043645,121.503601",1,196.0,萬華分局,
WZA02316,西門里,臺北市萬華區成都路155號,"25.0436,121.502931",1,813.0,萬華分局,
WZA00781,西門里,臺北市萬華區峨眉街62號,"25.043966,121.504707",1,362.0,萬華分局,
WZA00784,西門里,臺北市萬華區峨眉街86號,"25.044145,121.503967",1,772.0,萬華分局,
WZA00866,西門里,臺北市萬華區康定路25巷39號,"25.04365,121.50457",1,204.0,萬華分局,
WZA00780,西門里,臺北市萬華區峨眉街52號,"25.043803,121.505399",1,2289.0,萬華分局,
WZA00867,西門里,臺北市萬華區康定路25巷42號,"25.043551,121.504651",1,93.0,萬華分局,
WZA00141,西門里,臺北市萬華區內江街83-1號,"25.041625,121.504101",1,34.0,萬華分局,
WZA00140,西門里,臺北市萬華區內江街83號,"25.041616,121.504183",1,133.0,萬華分局,
WZA01823,西門里,臺北市萬華區康定路25巷38號,"25.043579,121.504538",1,66.0,萬華分局,
WZA00541,西門里,臺北市萬華區昆明街132號,"25.043195,121.504786",1,62.0,萬華分局,
WZA00144,西門里,臺北市萬華區內江街89號,"25.04174,121.503344",1,962.0,萬華分局,
WZA01828,西門里,臺北市萬華區康定路25巷36號,"25.043842,121.503763",1,10.0,萬華分局,
WZA00865,西門里,臺北市萬華區康定路25巷30號,"25.043744,121.503827",1,86.0,萬華分局,
WZA01829,西門里,臺北市萬華區成都路105巷5號,"25.043547,121.504385",1,10.0,萬華分局,
WZA01830,西門里,臺北市萬華區康定路25巷36弄1號,"25.043661,121.504155",1,26.0,萬華分局,
WZA00175,西門里,臺北市萬華區成都路115號,"25.043794,121.501169",1,341.0,萬華分局,
WZA00540,西門里,臺北市萬華區昆明街126號,"25.043385,121.504842",1,162.0,萬華分局,
WZA01827,西門里,臺北市萬華區成都路113號,"25.043794,121.501169",1,26.0,萬華分局,
WZA01826,西門里,臺北市萬華區成都路111號,"25.043285,121.504133",1,26.0,萬華分局,
WZA01825,西門里,臺北市萬華區成都路109號,"25.043277,121.504169",1,40.0,萬華分局,
WZA01831,西門里,臺北市萬華區康定路25巷36弄4號,"25.043624,121.504071",1,26.0,萬華分局,
WZA02374,西門里,臺北市萬華區內江街87號,"25.041739,121.503546",1,1193.0,萬華分局,
WZA01846,西門里,臺北市萬華區西寧南路155號,"25.043541,121.506264",1,26.0,萬華分局,
WZA01839,西門里,臺北市萬華區峨眉街28之2號,"25.043471,121.506818",1,146.0,萬華分局,
WZA01837,西門里,臺北市萬華區西寧南路161號,"25.0434,121.506221",1,133.0,萬華分局,
WZA01824,西門里,臺北市萬華區峨眉街34號,"25.043506,121.506681",1,26.0,萬華分局,
WZA01841,西門里,臺北市萬華區峨眉街32號,"25.043493,121.506726",1,20.0,萬華分局,
WZA01840,西門里,臺北市萬華區峨眉街30號,"25.043486,121.506758",1,20.0,萬華分局,
WZA01845,西門里,臺北市萬華區峨眉街40號,"25.043543,121.506513",1,26.0,萬華分局,
WZA01844,西門里,臺北市萬華區峨眉街38號,"25.043531,121.506559",1,26.0,萬華分局,
WZA00779,西門里,臺北市萬華區峨眉街28-1號,"25.043465,121.506843",1,1117.0,萬華分局,
WZA01852,西門里,臺北市萬華區成都路27巷19號,"25.04318,121.506889",1,40.0,萬華分局,
WZA00782,西門里,臺北市萬華區峨眉街8號,"25.043324,121.507763",1,216.0,萬華分局,
WZA01859,西門里,臺北市萬華區漢中街111號,"25.043119,121.507492",1,40.0,萬華分局,
WZA01858,西門里,臺北市萬華區中華路一段150號,"25.042881,121.508076",1,400.0,萬華分局,
WZA00078,西門里,臺北市萬華區中華路一段144號,"25.043149,121.508152",1,1225.0,萬華分局,
WZA00188,西門里,臺北市萬華區成都路27巷11號,"25.043033,121.506862",1,189.0,萬華分局,
WZA01857,西門里,臺北市萬華區中華路一段152號,"25.042717,121.508036",1,400.0,萬華分局,
WZA01228,西門里,臺北市萬華區漢中街127號,"25.042798,121.507695",1,210.0,萬華分局,
WZA01850,西門里,臺北市萬華區峨眉街16號,"25.043399,121.507065",1,40.0,萬華分局,
WZA01849,西門里,臺北市萬華區成都路23號,"25.042605,121.506978",1,333.0,萬華分局,
WZA01854,西門里,臺北市萬華區成都路27巷11號,"25.043033,121.506862",1,40.0,萬華分局,
WZA00139,西門里,臺北市萬華區內江街75號,"25.041602,121.504341",1,140.0,萬華分局,
WZA01866,西門里,臺北市萬華區昆明街174號,"25.04193,121.504535",1,106.0,萬華分局,
WZA00548,西門里,臺北市萬華區昆明街184-1號,"25.041668,121.504487",1,214.0,萬華分局,
WZA01864,西門里,臺北市萬華區昆明街136巷1弄10號,"25.042753,121.504305",1,33.0,萬華分局,
WZA00546,西門里,臺北市萬華區昆明街164號,"25.042134,121.504572",1,290.0,萬華分局,
WZA00545,西門里,臺北市萬華區昆明街154號,"25.042303,121.504602",1,892.0,萬華分局,
WZA00544,西門里,臺北市萬華區昆明街146號,"25.042494,121.504638",1,874.0,萬華分局,
WZA01871,西門里,臺北市萬華區昆明街178巷24號,"25.042031,121.50426",1,33.0,萬華分局,
WZA02236,西門里,臺北市萬華區成都路96號,"25.043059,121.504301",1,562.0,萬華分局,
WZA01869,西門里,臺北市萬華區昆明街178巷20~22號,"25.042051,121.504262",1,53.0,萬華分局,
WZA01868,西門里,臺北市萬華區昆明街178巷1號,"25.041889,121.50422",1,40.0,萬華分局,
WZA01863,西門里,臺北市萬華區昆明街136巷1弄2號,"25.042719,121.504457",1,26.0,萬華分局,
WZA01860,西門里,臺北市萬華區昆明街142號,"25.042565,121.504651",1,40.0,萬華分局,
WZA00578,西門里,臺北市萬華區昆明街136巷9號,"25.042497,121.504299",1,350.0,萬華分局,
WZA00543,西門里,臺北市萬華區昆明街119號,"25.0419,121.504687",1,558.0,萬華分局,
WZA01865,西門里,臺北市萬華區成都路86號,"25.042978,121.504648",1,266.0,萬華分局,
WZA02287,西門里,臺北市萬華區昆明街121號,"25.041796,121.504671",1,725.0,萬華分局,
WZA00574,西門里,臺北市萬華區昆明街91號,"25.04257,121.504814",1,32.0,萬華分局,
WZA02278,西門里,臺北市萬華區昆明街109號,"25.042148,121.504734",1,813.0,萬華分局,
WZA00191,西門里,臺北市萬華區成都路76巷21號,"25.042052,121.505135",1,53.0,萬華分局,
WZA00184,西門里,臺北市萬華區成都路68號,"25.04286,121.505169",1,546.0,萬華分局,
WZA00138,西門里,臺北市萬華區內江街67號,"25.04149,121.504935",1,42.0,萬華分局,
WZA00190,西門里,臺北市萬華區成都路76巷14號,"25.042211,121.504991",1,29.0,萬華分局,
WZA01870,西門里,臺北市萬華區昆明街81巷3號,"25.042786,121.504857",1,53.0,萬華分局,
WZA02406,西門里,臺北市萬華區內江街57號,"25.041651,121.505133",1,664.0,萬華分局,
WZA00136,西門里,臺北市萬華區內江街47號,"25.041685,121.505463",1,278.0,萬華分局,
WZA00135,西門里,臺北市萬華區內江街43號,"25.041689,121.505493",1,213.0,萬華分局,
WZA00137,西門里,臺北市萬華區內江街51號,"25.041668,121.505315",1,285.0,萬華分局,
WZA00409,西門里,臺北市萬華區西寧南路82巷2號,"25.042352,121.505808",1,156.0,萬華分局,
WZA00407,西門里,臺北市萬華區西寧南路84號,"25.042332,121.505852",1,133.0,萬華分局,
WZA00153,西門里,臺北市萬華區內江街55巷3號,"25.041923,121.505235",1,1000.0,萬華分局,
WZA00182,西門里,臺北市萬華區成都路62號,"25.042781,121.505461",1,157.0,萬華分局,
WZA00411,西門里,臺北市萬華區西寧南路82巷7-1號,"25.042418,121.505463",1,206.0,萬華分局,
WZA00410,西門里,臺北市萬華區西寧南路82巷7號,"25.04242,121.505495",1,94.0,萬華分局,
WZA01878,西門里,臺北市萬華區西寧南路98~100號,"25.037906,121.506486",1,26.0,萬華分局,
WZA02358,西門里,臺北市萬華區內江街33號,"25.041729,121.505821",1,316.0,萬華分局,
WZA02381,西門里,臺北市萬華區內江街49號,"25.041681,121.505371",1,33.0,萬華分局,
WZA02279,西門里,臺北市萬華區西寧南路177號,"25.042197,121.506094",1,1098.0,萬華分局,
WZA02458,西門里,臺北市萬華區峨眉街96號,"25.044232,121.503547",1,1223.0,萬華分局,
WZA02459,西門里,臺北市萬華區西寧南路108號,"25.041788,121.505898",1,347.0,萬華分局,
WZA01833,西門里,臺北市萬華區成都路98號,"25.04324,121.50354",1,56.0,萬華分局,
WZA00185,西門里,臺北市萬華區成都路98號,"25.04324,121.50354",1,250.0,萬華分局,
WZA00186,西門里,臺北市萬華區成都路98號,"25.04324,121.50354",1,114.0,萬華分局,
WZA02228,西門里,臺北市萬華區成都路98號,"25.04324,121.50354",1,14260.0,萬華分局,
WZA02335,西門里,臺北市萬華區成都路98號,"25.04324,121.50354",1,770.0,萬華分局,
WZA02345,孝德里,臺北市萬華區孝德里德昌街185巷9號,"25.023145,121.494575",1,1621.0,萬華分局,
"  WZA02346 ",孝德里,臺北市萬華區孝德里德昌街185巷13號,"25.023145,121.494575",2,1621.0,萬華分局,
"WZA1289 ",孝德里,臺北市萬華區德昌街185巷68號,"25.022428,121.493024",1,364.0,萬華分局,
WZA1291,孝德里,臺北市萬華區德昌街261巷16號,"25.022459,121.492268",1,358.0,萬華分局,
"WZA1292 ",孝德里,臺北市萬華區德昌街261巷21號,"25.022487,121.492435",1,101.0,萬華分局,
"WZA02332 ",孝德里,臺北市萬華區環河南路三段163號,"25.02269,121.491771",1,1090.0,萬華分局,
WZA02272,和平里,臺北市萬華區雙園街15號,"25.029171,121.495014",1,177.0,萬華分局,
WZA02372,和平里,臺北市萬華區大理街108號,"25.03422,121.497823",1,356.0,萬華分局,
WZA02426,和平里,臺北市萬華區艋舺大道275巷18號,"25.033649,121.497476",1,1100.0,萬華分局,
WZA01659,和平里,臺北市萬華區大理街160巷24弄14號,"25.032392,121.494567",1,46.0,萬華分局,
WZA01660,和平里,臺北市萬華區大理街160巷24弄2-20號,"25.032492,121.493968",1,40.0,萬華分局,
WZA01661,和平里,臺北市萬華區大理街160巷22弄16號,"25.032741,121.494738",1,26.0,萬華分局,
WZA00388,和平里,臺北市萬華區西園路二段50巷4弄17號,"25.032067,121.495945",1,1346.0,萬華分局,
WZA00389,和平里,臺北市萬華區西園路二段52巷1號,"25.031813,121.4969",1,366.0,萬華分局,
WZA00338,和平里,臺北市萬華區西園路二段76號,"25.031476,121.496838",1,468.0,萬華分局,
WZA00391,和平里,臺北市萬華區西園路二段96巷3-7號,"25.030854,121.496225",1,178.0,萬華分局,
WZA00351,和平里,臺北市萬華區西園路二段96巷9號,"25.030929,121.496027",1,64.0,萬華分局,
WZA00354,和平里,臺北市萬華區西園路二段140巷79號,"25.031576,121.495148",1,102.0,萬華分局,
WZA00353,和平里,臺北市萬華區西園路二段96巷24號,"25.031165,121.49594",1,337.0,萬華分局,
WZA00387,和平里,臺北市萬華區西園路二段52巷14弄3-5-7號,"25.031372,121.496318",1,170.0,萬華分局,
