電腦編號,鄉鎮市區,村里別,地址,經緯度,地下樓層數,可容納人數,轄管分局
SS8691,三民區,本館里,高雄市三民區本館里昌裕街121之1號,"22.657553,120.327619",1,529.0,三民二分局
SS8696,三民區,本館里,高雄市三民區本館里昌裕街1號,"22.653845,120.330641",1,124.0,三民二分局
SS8716,三民區,灣子里,高雄市三民區灣子里民族一路462,"22.658248,120.331832",3,1186.0,三民二分局
SS8733,三民區,本館里,高雄市三民區本館里大興街29號,"22.654585,120.315672",1,257.0,三民二分局
SS8753,三民區,本文里,高雄市三民區本文里立志街42號,"22.654093,120.329554",1,2035.0,三民二分局
SS8764,三民區,寶珠里,高雄市三民區寶珠里正忠路326之1號,"22.652363,120.326363",2,1103.0,三民二分局
SS8767,三民區,本和里,高雄市三民區本和里大福街215號,"22.648389,120.330348",2,1632.0,三民二分局
SS8771,三民區,灣子里,高雄市三民區灣子里大順二路925號,"22.657871,120.325987",2,352.0,三民二分局
SS8782,三民區,本和里,高雄市三民區本和里大昌一路168巷7號,"22.654634,120.316925",2,1097.0,三民二分局
SS8784,三民區,本館里,高雄市三民區本館里大豐一路173之2號,"22.65498,120.325218",2,737.0,三民二分局
SS8786,三民區,本館里,高雄市三民區本館里大豐一路161號,"22.657861,120.330656",2,2988.0,三民二分局
SS8790,三民區,灣愛里,高雄市三民區灣愛里明誠一路383號,"22.657332,120.330819",3,737.0,三民二分局
SS8805,三民區,本館里,高雄市三民區本館里大豐一路51號,"22.659814,120.318843",2,346.0,三民二分局
SS8806,三民區,本和里,高雄市三民區本和里大福街175號,"22.654515,120.331121",1,888.0,三民二分局
SS8807,三民區,本和里,高雄市三民區本和里明誠一路379號,"22.656842,120.326189",2,1237.0,三民二分局
SS8823,三民區,本和里,高雄市三民區本和里鼎文街78號,"22.659918,120.323292",2,1305.0,三民二分局
SS8825,三民區,灣子里,高雄市三民區灣子里民族一路450之2號,"22.65799,120.324231",3,1232.0,三民二分局
SS8826,三民區,灣成里,高雄市三民區灣成里鼎吉街151號,"22.654283,120.315575",2,1416.0,三民二分局
SS8833,三民區,灣利里,高雄市三民區灣利里鼎山街300號,"22.659728,120.323055",2,1160.0,三民二分局
SS8842,三民區,灣利里,高雄市三民區灣利里立志街154巷28號,"22.65828,120.321682",1,156.0,三民二分局
SS8848,三民區,灣愛里,高雄市三民區灣愛里鼎山街260號,"22.654213207261527, 120.32499972984338",1,386.0,三民二分局
SS8850,三民區,灣愛里,高雄市三民區灣愛里鼎山街529號,"22.659192,120.32169",1,9210.0,三民二分局
SS8851,三民區,寶珠里,高雄市三民區寶珠里大昌二路301號,"22.65309977,120.318790683949",3,1047.0,三民二分局
SS8854,三民區,灣子里,高雄市三民區灣子里大順二路825號,"22.647442,120.331826",2,674.0,三民二分局
SS0887,三民區,本館里,高雄市三民區本館里大豐一路289號,"22.658680683907754, 120.33054476758171",2,645.0,三民二分局
SS8878,三民區,灣子里,高雄市三民區灣子里大昌一路257號,"22.658691,120.330288",1,16322.0,三民二分局
SS8901,三民區,本文里,高雄市三民區本文里立志街38號,"22.657173,120.321028",2,227.0,三民二分局
SS8914,三民區,本和里,高雄市三民區本和里明誠一路171號,"22.65219,120.326453",2,3540.0,三民二分局
SS8918,三民區,灣子里,高雄市三民區灣子里大昌一路301巷2弄1號,"22.659141,120.327167",3,3262.0,三民二分局
SS8932,三民區,寶珠里,高雄市三民區寶珠里正忠路351巷1弄1之2號,"22.656828,120.319529",1,414.0,三民二分局
SS8934,三民區,本館里,高雄市三民區本館里大德街82號,"22.647845,120.329932",3,997.0,三民二分局
SS8964,三民區,灣子里,高雄市三民區灣子里鼎山街445號,"22.655425,120.332609",1,1185.0,三民二分局
SS8986,三民區,灣子里,高雄市三民區灣子里大順二路830號,"22.654906,120.321043",1,1296.0,三民二分局
SS8998,三民區,灣成里,高雄市三民區灣成里鼎勇街170號,"22.655429,120.316807",2,2646.0,三民二分局
SS9018,三民區,本和里,高雄市三民區本和里大和街119號,"22.658065614112132, 120.32296670271934"," 1、2",375.0,三民二分局
SS9014,三民區,寶業里,高雄市三民區建國路三段410號,"22.6552116061554, 120.32643401080695","  2 ",5674.0,三民二分局
SS9014,三民區,寶華里,高雄市三民區覺民路7號,"22.637975,120.347093","  4 ",475.0,三民二分局
SS9012,三民區,寶業里,高雄市三民區文濱路17巷2號,"22.638466,120.344523","  3 ",355.0,三民二分局
SS9004,三民區,寶業里,高雄市三民區文濱路26號,"22.639102,120.347983","  2 ",1823.0,三民二分局
SS8997,三民區,寶業里,高雄市三民區寶業里義華路1號,"22.638836,120.348457","  4 ",930.0,三民二分局
SS8993,三民區,本揚里,高雄市三民區澄清路643號,"22.641681,120.34524","  4 ",952.0,三民二分局
SS8990,三民區,寶業里,高雄市三民區褒揚東街13號,"22.644597,120.346258","  2 ",748.0,三民二分局
SS8939,三民區,本上里,高雄市三民區陽明路457號,"22.638984,120.349695","  3 ",1356.0,三民二分局
SS8937,三民區,寶業里,高雄市三民區文安南街78號,"22.646322,120.342566","  2 ",922.0,三民二分局
SS8931,三民區,本揚里,高雄市三民區本揚里文揚街95號,"22.63933,120.347088","  3 ",1000.0,三民二分局
SS8921,三民區,寶業里,高雄市三民區文安南街161號,"22.645292,120.347573","  2 ",1535.0,三民二分局
SS8917,三民區,本揚里,高雄市三民區本揚里澄清路573號,"22.640861,120.347229","  3 ",415.0,三民二分局
SS8915,三民區,寶民里,高雄市三民區九如一路237號,"22.643381,120.345941","  2 ",1363.0,三民二分局
SS8912,三民區,本揚里,高雄市三民區澄清路702號,"22.637117,120.337879","  2 ",810.0,三民二分局
SS8910,三民區,寶華里,高雄市三民區陽明路26號地下一層,"22.645752,120.346937","  1 ",703.0,三民二分局
SS8909,三民區,寶慶里,高雄市三民區九如一路182號,"22.63772,120.341249","  3 ",1536.0,三民二分局
SS8906,三民區,寶國里,高雄市三民區應安街100號,"22.637371,120.33916","  1 ",493.0,三民二分局
SS8881,三民區,本安里,高雄市三民區汾陽路58號,"22.641773,120.338042","  2 ",684.0,三民二分局
SS8879,三民區,寶國里,高雄市三民區覺民路196巷3號,"22.64992,120.338607","  1 ",1155.0,三民二分局
SS8856,三民區,寶國里,高雄市三民區義明街1號,"22.639778,120.33992","  4 ",1471.0,三民二分局
SS8837,三民區,寶業里,高雄市三民區民禮路83之1號,"22.641884,120.339847","  2 ",1180.0,三民二分局
SS8829,三民區,寶慶里,高雄市三民區九如一路186巷1弄12號,"22.639576,120.343399","  1 ",545.0,三民二分局
SS8822,三民區,本揚里,高雄市三民區義和路62巷10號,"22.638024,120.338749","  1 ",295.0,三民二分局
SS8819,三民區,寶國里,高雄市三民區覺民路264號,"22.642568,120.344609","  3 ",1725.0,三民二分局
SS8814,三民區,寶民里,高雄市三民區九如一路53號,"22.640014,120.338303","  2 ",1448.0,三民二分局
SS8800,三民區,寶國里,高雄市三民區覺民路220號,"22.636222,120.342838","  3 ",661.0,三民二分局
SS8785,三民區,寶國里,高雄市三民區褒揚街287號,"22.639747,120.339389","  2 ",864.0,三民二分局
SS8770,三民區,本揚里,高雄市三民區天民路115號,"22.640823,120.339811","  1 ",173.0,三民二分局
SS8769,三民區,寶華里,高雄市三民區九如一路110號,"22.64326,120.343608","  2 ",632.0,三民二分局
SS8759,三民區,寶華里,高雄市三民區陽明路67號,"22.637001,120.341504","  2 ",1233.0,三民二分局
SS8736,三民區,本揚里,高雄市三民區天民路164號,"22.639087,120.341187","  1 ",122.0,三民二分局
SS8735,三民區,寶國里,高雄市三民區義光街32號,"22.643709,120.343024","  1 ",977.0,三民二分局
SS8708,三民區,寶業里,高雄市三民區褒揚街55號之1,"22.64213,120.34141","  1 ",406.0,三民二分局
SS8703,三民區,本揚里,高雄市三民區黃興路62號,"22.64020579,120.344079267346","  2 ",955.0,三民二分局
SS8702,三民區,本揚里,高雄市三民區陽明路300號,"22.64652449,120.343232925019","  2 ",2977.0,三民二分局
SS8692,三民區,寶業里,高雄市三民區民祥街6號,"22.643336,120.342423","  3 ",1095.0,三民二分局
SS8677,三民區,寶民里,高雄市三民區水源路129號,"22.638991,120.344613","  1 ",240.0,三民二分局
SS8604,三民區,本安里,高雄市三民區汾陽路11之1號,"22.635459,120.339736","  2 ",536.0,三民二分局
SS8608,三民區,寶業里,高雄市三民區義華路107號,"22.64938,120.336765","  1 ",643.0,三民二分局
SS8629,三民區,寶國里,高雄市三民區褒揚街337號,"22.642316,120.342376","  1 ",968.0,三民二分局
SS8635,三民區,本安里,高雄市三民區黃興路427號,"22.641376,120.338221","  1 ",416.0,三民二分局
SS8636,三民區,本揚里,高雄市三民區義華路74號,"22.650863,120.336969","  2 ",948.0,三民二分局
SS8637,三民區,寶國里,高雄市三民區褒揚街202號,"22.64251,120.343475","  2 ",1094.0,三民二分局
SS8639,三民區,本上里,高雄市三民區黃興路116號,"22.641303,120.340006","  2 ",1048.0,三民二分局
SS8642,三民區,本揚里,高雄市三民區澄和路43號,"22.646764,120.341641","  2 ",571.0,三民二分局
SS8646,三民區,寶國里,高雄市三民區陽明路169號,"22.644313,120.344936","  1 ",709.0,三民二分局
SS8650,三民區,本揚里,高雄市三民區澄和路65號,"22.640677,120.341396","  1 ",165.0,三民二分局
SS8654,三民區,寶國里,高雄市三民區覺民路178號,"22.644366,120.344604","  1 ",364.0,三民二分局
SS8656,三民區,寶民里,高雄市三民區九如一路73號,"22.639597,120.340357","  3 ",1267.0,三民二分局
SS8661,三民區,本揚里,高雄市三民區澄平街40號,"22.636424,120.341727","  1 ",276.0,三民二分局
SS8675,三民區,本安里,高雄市三民區黃興路221號,"22.645271,120.345217","  2 ",300.0,三民二分局
SS8676,三民區,寶國里,高雄市三民區民孝路72號,"22.647514,120.339462","  1 ",145.0,三民二分局
SS8526,三民區,寶國里,高雄市三民區褒揚街191號,"22.641017,120.338699","  1 ",301.0,三民二分局
SS8530,三民區,寶國里,高雄市三民區陽明路219號,"22.640799,120.340171","  1 ",921.0,三民二分局
SS8537,三民區,本上里,高雄市三民區堅如路80號之1,"22.641735,120.341669","  1 ",387.0,三民二分局
SS8538,三民區,寶華里,高雄市三民區覺民路103之1號,"22.64845699,120.341934996183","  1 ",506.0,三民二分局
SS8546,三民區,本揚里,高雄市三民區澄明街99號,"22.638936,120.342022","  1 ",696.0,三民二分局
SS8548,三民區,寶國里,高雄市三民區義華路171號,"22.647064,120.344218","  2 ",1025.0,三民二分局
SS8549,三民區,本安里,高雄市三民區黃興路421號,"22.642686,120.340306","  2 ",715.0,三民二分局
SS8566,三民區,寶華里,高雄市三民區覺民路171號,"22.650665,120.337024","  1 ",576.0,三民二分局
SS8576,三民區,寶業里,高雄市三民區褒揚街69號,"22.639085,120.34094","  1 ",204.0,三民二分局
SS8579,三民區,寶業里,高雄市三民區褒揚街77號,"22.640225,120.343532","  1 ",47.0,三民二分局
SS8580,三民區,本揚里,高雄市三民區澄和路112號,"22.64045,120.34362","  2 ",1284.0,三民二分局
SS8587,三民區,本上里,高雄市三民區黃興路182號,"22.644904,120.343648","  1 ",317.0,三民二分局
SS8588,三民區,寶華里,高雄市三民區澄照街58號,"22.647417,120.340149","  1 ",254.0,三民二分局
SS8591,三民區,本安里,高雄市三民區信國路4號地下室,"22.637478,120.343109","  2 ",1114.0,三民二分局
SS8465,三民區,寶華里,高雄市三民區九如一路58號地下室,"22.647205,120.338962","  1 ",553.0,三民二分局
SS8467,三民區,寶華里,高雄市三民區民信路6號,"22.63667385,120.342866163713","  2 ",929.0,三民二分局
SS8479,三民區,寶民里,高雄市三民區水源路203號,"22.638287,120.342957","  1 ",342.0,三民二分局
SS8480,三民區,寶國里,高雄市三民區民壯路42號,"22.635888,120.338503","  1 ",77.0,三民二分局
SS8482,三民區,寶業里,高雄市三民區陽明路170巷10號,"22.63959,120.340936","  1 ",163.0,三民二分局
SS8492,三民區,寶國里,高雄市三民區義華路199巷5號之1,"22.641119,120.343417","  1 ",439.0,三民二分局
SS8495,三民區,寶慶里,高雄市三民區九如一路156號,"22.642613,120.339697","  2 ",262.0,三民二分局
SS8499,三民區,本上里,高雄市三民區陽明路469號,"22.637293,120.339905","  1 ",1239.0,三民二分局
SS8510,三民區,本上里,高雄市三民區澄平街248號,"22.646813,120.342681","  2 ",578.0,三民二分局
SS8512,三民區,本揚里,高雄市三民區澄和路118號,"22.646281,120.340566","  1 ",375.0,三民二分局
SS8513,三民區,寶業里,高雄市三民區褒揚街39號,"22.644939,120.343479","  1 ",254.0,三民二分局
SS8515,三民區,本揚里,高雄市三民區澄和路130之1號,"22.640038,120.344185","  1 ",388.0,三民二分局
SS8516,三民區,本安里,高雄市三民區黃興路206號,"22.645071,120.342909","  1 ",214.0,三民二分局
SS8518,三民區,本上里,高雄市三民區黃興路99號,"22.649042,120.339721","  2 ",1907.0,三民二分局
SS8435,三民區,寶業里,高雄市三民區民本街13號,"22.646388,120.342121","  2 ",500.0,三民二分局
SS8443,三民區,本上里,高雄市三民區義華路168號,"22.639845,120.342102","  1 ",63.0,三民二分局
SS8444,三民區,本上里,高雄市三民區義華路166號,"22.643315,120.339332","  1 ",851.0,三民二分局
SS8446,三民區,本安里,高雄市三民區汾陽路74號,"22.643128,120.340424","  2 ",567.0,三民二分局
SS8448,三民區,本揚里,高雄市三民區義和路61巷6號,"22.650259,120.33935","  1 ",9.0,三民二分局
SS8380,三民區,寶華里,高雄市三民區澄照街50號,"22.642963,120.343968","  1 ",20.0,三民二分局
SS8383,三民區,寶業里,高雄市三民區褒揚街92之1號,"22.637488,120.343397","  2 ",257.0,三民二分局
SS8410,三民區,本安里,高雄市三民區黃興路206號,"22.640764,120.343132","  1 ",825.0,三民二分局
SS8413,三民區,本上里,高雄市三民區陽明路361號,"22.649042,120.339721","  1 ",885.0,三民二分局
SS8414,三民區,寶華里,高雄市三民區澄清路305號,"22.64468,120.342104","  1 ",220.0,三民二分局
SS8419,三民區,本揚里,高雄市三民區天民路13巷20號,"22.636633,120.344134","  1 ",262.0,三民二分局
SS8421,三民區,本安里,高雄市三民區清興街6號,"22.642814,120.345007","  1 ",313.0,三民二分局
SS8429,三民區,寶民里,高雄市三民區水源路18號,"22.650407,120.337979","  2 ",507.0,三民二分局
SS8432,三民區,本揚里,高雄市三民區義華路14號,"22.635587,120.342232","  1 ",13.0,三民二分局
SS8295,三民區,本上里,高雄市三民區應安街240巷12號,"22.642182,120.345277","  1 ",16.0,三民二分局
SS8308,三民區,本上里,高雄市三民區黃興路183號,"22.646595,120.339982","  1 ",740.0,三民二分局
SS8334,三民區,寶國里,高雄市三民區覺民路162號,"22.64703,120.340196","  1 ",9.0,三民二分局
SS8273,三民區,寶華里,高雄市三民區九如一路118號,"22.639455,120.340992","  1 ",174.0,三民二分局
SS8275,三民區,本安里,高雄市三民區澄平街394巷12號,"22.637001,120.341265","  1 ",81.0,三民二分局
SS8289,三民區,本安里,高雄市三民區黃興路329巷23號,"22.647217,120.337592","  1 ",30.0,三民二分局
SS8290,三民區,本上里,高雄市三民區應安街416號,"22.647777,120.337395","  1 ",7.0,三民二分局
SS8180,三民區,本安里,高雄市三民區皓東路306號,"22.64767,120.340037","  1 ",10.0,三民二分局
SS8181,三民區,寶業里,高雄市三民區澄清路471巷13號,"22.652183,120.33702","  1 ",100.0,三民二分局
SS8217,三民區,本安里,高雄市三民區汾陽路24號,"22.640817,120.344911","  1 ",164.0,三民二分局
SS8221,三民區,寶民里,高雄市三民區水源路106號,"22.649149,120.337166","  1 ",311.0,三民二分局
SS8222,三民區,寶業里,高雄市三民區民禮路46號,"22.635739,120.339991","  1 ",198.0,三民二分局
