類別,電腦編號,村里別,地址,地下樓層數,可容納人數,派出所,備註,經度,緯度
大樓,DK01000003,湖南里,新北市林口區四維路114號,2.0,872.0,林口派出所,,121.37722,25.078042
公寓,DK01000005,中湖里,新北市林口區中山路262號,1.0,437.0,林口派出所,,121.38512,25.080029
公寓,DK01000007,東林里,新北市林口區工五路6號,1.0,124.0,林口派出所,,121.402223,25.077117
公寓,DK01000008,東林里,新北市林口區工六路7號,1.0,65.0,林口派出所,,121.399056,25.078418
公寓,DK01000009,東林里,新北市林口區工四路2號,1.0,61.0,林口派出所,,121.402801,25.079637
公寓,DK01000010,東林里,新北市林口區工三路4號,1.0,49.0,林口派出所,,121.401416,25.080081
公寓,DK01000011,東林里,新北市林口區工四路13號,1.0,28.0,林口派出所,,121.401253,25.083283
公寓,DK01000012,東林里,新北市林口區工七路11號,1.0,448.0,林口派出所,,121.399224,25.079383
公寓,DK01000013,東林里,新北市林口區工六路21號,1.0,52.0,林口派出所,,121.397613,25.079198
公寓,DK01000014,東林里,新北市林口區工八路6號,1.0,88.0,林口派出所,,121.40177,25.078919
公寓,DK01000015,東林里,新北市林口區工九路24號,1.0,89.0,林口派出所,,121.40414,25.075503
公寓,DK01000016,東林里,新北市林口區工四路35號,1.0,53.0,林口派出所,,121.40262,25.082327
公寓,DK01000017,東林里,新北市林口區工二路10號,1.0,165.0,林口派出所,,121.401148,25.081343
公寓,DK01000018,東林里,新北市林口區工九路10號,1.0,52.0,林口派出所,,121.402157,25.075527
公寓,DK01000019,東林里,新北市林口區工六路13號,1.0,37.0,林口派出所,,121.399733,25.077929
公寓,DK01000020,東林里,新北市林口區工五路4號,1.0,36.0,林口派出所,,121.401777,25.076923
公寓,DK01000022,東林里,新北市林口區工九路22號,1.0,33.0,林口派出所,,121.403835,25.075562
公寓,DK01000023,東林里,新北市林口區工九路2號,1.0,70.0,林口派出所,,121.40414,25.075503
公寓,DK01000024,東林里,新北市林口區工四路15號,1.0,90.0,林口派出所,,121.40208,25.079213
