電腦編號,村里別,地址,緯經度,地下樓層數,可容納人數,轄管分局,備註
WVA02104,名山里,臺北市士林區雨聲街50巷1號,"25.102841,121.528978",1,618.0,士林分局,
WVA02105,名山里,臺北市士林區雨聲街50巷8號,"25.102812,121.529151",1,76.0,士林分局,
WVA02107,名山里,臺北市士林區雨聲街58巷1號,"25.103172,121.52893",1,993.0,士林分局,
WVA01456,名山里,臺北市士林區忠義街1號,"25.105291,121.529931",1,476.0,士林分局,
WVA01457,名山里,臺北市士林區忠義街1號,"25.105291,121.529931",1,824.0,士林分局,
WVA01458,名山里,臺北市士林區忠義街1號,"25.105291,121.529931",1,494.0,士林分局,
WVA02220,百齡里,臺北市士林區華齡街22巷15弄5號,"25.083465,121.520346",1,290.0,士林分局,
WVA02231,百齡里,臺北市士林區華齡街40巷3弄2號,"25.083613,121.520062",1,118.0,士林分局,
WVA02532,百齡里,臺北市士林區華齡街40巷10號,"25.083926,121.520293",1,32.0,士林分局,
WVA02534,百齡里,臺北市士林區華齡街40巷12弄1號,"25.084045,121.520336",1,164.0,士林分局,
WVA02202,百齡里,臺北市士林區前港街96號,"25.085045,121.519014",1,208.0,士林分局,
WVA02204,百齡里,臺北市士林區福港街259巷29弄1號,"25.084446,121.518894",1,253.0,士林分局,
WVA02206,百齡里,臺北市士林區福港街259巷26號,"25.083998,121.518966",1,160.0,士林分局,
WVA02210,百齡里,臺北市士林區華齡街37號,"25.08378,121.51933",1,536.0,士林分局,
WVA02211,百齡里,臺北市士林區華齡街47號,"25.084126,121.519257",1,365.0,士林分局,
WVA02212,百齡里,臺北市士林區華齡街70號,"25.084403,121.519459",1,269.0,士林分局,
WVA02213,百齡里,臺北市士林區華齡街68號,"25.084427,121.519647",1,361.0,士林分局,
WVA02214,百齡里,臺北市士林區華齡街64號,"25.084364,121.519778",1,756.0,士林分局,
WVA02215,百齡里,臺北市士林區華齡街61號,"25.08453,121.519139",1,257.0,士林分局,
WVA02216,百齡里,臺北市士林區華齡街86號,"25.084743,121.519446",1,186.0,士林分局,
WVA02223,百齡里,臺北市士林區華齡街35巷1號,"25.083642,121.519136",1,161.0,士林分局,
WVA02224,百齡里,臺北市士林區華齡街35巷5號,"25.083648,121.518918",1,157.0,士林分局,
WVA02225,百齡里,臺北市士林區華齡街35巷6號,"25.083759,121.51896",1,161.0,士林分局,
WVA02234,百齡里,臺北市士林區福港街259巷21號,"25.084098,121.518753",1,358.0,士林分局,
WVA02235,百齡里,臺北市士林區福港街259巷13弄4號,"25.08422,121.51852",1,322.0,士林分局,
WVA02236,百齡里,臺北市士林區福港街259巷13弄8號,"25.084333,121.518502",1,290.0,士林分局,
WVA02238,百齡里,臺北市士林區華齡街74號,"25.084527,121.519454",1,478.0,士林分局,
WVA02525,百齡里,臺北市士林區華齡街73號,"25.084904,121.519264",1,390.0,士林分局,
WVA02535,百齡里,臺北市士林區前港街82巷9號,"25.084381,121.51996",1,160.0,士林分局,
WVA02639,百齡里,臺北市士林區前港街102號,"25.085083,121.518776",1,44.0,士林分局,
WVA02208,百齡里,臺北市士林區福港街259巷9弄1號,"25.084076,121.518163",1,262.0,士林分局,
WVA02606,百齡里,臺北市士林區福港街233號,"25.084603,121.517636",1,244.0,士林分局,
WVA02607,百齡里,臺北市士林區福港街237號,"25.08445,121.517612",1,393.0,士林分局,
WVA02638,百齡里,臺北市士林區前港街108號,"25.085113,121.518536",1,456.0,士林分局,
WVA02640,百齡里,臺北市士林區前港街110號,"25.085113,121.518536",1,197.0,士林分局,
WVA02641,百齡里,臺北市士林區前港街110巷9號,"25.084699,121.518534",1,624.0,士林分局,
WVA02642,百齡里,臺北市士林區前港街120巷2號,"25.084979,121.517936",1,1498.0,士林分局,
WVA02646,百齡里,臺北市士林區福港街241巷11號,"25.084482,121.518145",1,129.0,士林分局,
WVA02655,百齡里,臺北市士林區福港街259巷13弄1號,"25.084104,121.518395",1,170.0,士林分局,
WVA02207,百齡里,臺北市士林區華齡街35巷13弄1號,"25.083587,121.518559",1,93.0,士林分局,
WVA02393,百齡里,臺北市士林區通河東街一段37號,"25.083205,121.516706",1,106.0,士林分局,
WVA02394,百齡里,臺北市士林區通河東街一段38號,"25.083276,121.516672",1,98.0,士林分局,
WVA02395,百齡里,臺北市士林區通河東街一段40號,"25.0834,121.516608",1,56.0,士林分局,
WVA02396,百齡里,臺北市士林區通河東街一段43號,"25.083562,121.516544",1,88.0,士林分局,
WVA02398,百齡里,臺北市士林區通河東街一段83號,"25.083983,121.516405",1,105.0,士林分局,
WVA02399,百齡里,臺北市士林區通河東街一段86號,"25.084197,121.516363",1,137.0,士林分局,
WVA02612,百齡里,臺北市士林區福港街258號,"25.083787,121.517536",1,288.0,士林分局,
WVA02614,百齡里,臺北市士林區福港街261號,"25.083763,121.517703",1,294.0,士林分局,
WVA02615,百齡里,臺北市士林區福港街263號,"25.08357,121.517764",1,1396.0,士林分局,
WVA02616,百齡里,臺北市士林區福港街275號,"25.083321,121.517785",1,1130.0,士林分局,
WVA02657,百齡里,臺北市士林區福港街262巷13號,"25.083815,121.5168",1,130.0,士林分局,
WVA02659,百齡里,臺北市士林區福港街262巷19號,"25.084095,121.516881",1,136.0,士林分局,
WVA02660,百齡里,臺北市士林區福港街272巷1號,"25.08333,121.517556",1,553.0,士林分局,
WVA02661,百齡里,臺北市士林區福港街277巷3號,"25.08339,121.518162",1,568.0,士林分局,
WVA03079,百齡里,臺北市士林區通河東街一段45號,"25.083697,121.516499",1,660.0,士林分局,
WVA02400,百齡里,臺北市士林區通河東街一段91號,"25.084477,121.51633",1,346.0,士林分局,
WVA02401,百齡里,臺北市士林區通河東街一段98號,"25.084937,121.516247",1,105.0,士林分局,
WVA02402,百齡里,臺北市士林區通河東街一段105巷6號,"25.085163,121.516418",1,341.0,士林分局,
WVA02610,百齡里,臺北市士林區福港街252號,"25.084036,121.517508",1,302.0,士林分局,
WVA02643,百齡里,臺北市士林區福港街224巷1號,"25.085274,121.517371",1,169.0,士林分局,
WVA02645,百齡里,臺北市士林區福港街234巷1號,"25.084844,121.517308",1,968.0,士林分局,
WVA02648,百齡里,臺北市士林區福港街244巷1號,"25.084291,121.517296",1,305.0,士林分局,
WVA02649,百齡里,臺北市士林區福港街244巷19號,"25.084326,121.516762",1,366.0,士林分局,
WVA02650,百齡里,臺北市士林區福港街244巷2號,"25.084444,121.517416",1,357.0,士林分局,
WVA02651,百齡里,臺北市士林區福港街244巷20號,"25.084454,121.516688",1,57.0,士林分局,
WVA02652,百齡里,臺北市士林區福港街244巷18弄1號,"25.084588,121.516693",1,282.0,士林分局,
WVA02653,百齡里,臺北市士林區福港街244巷18弄2號,"25.084616,121.516842",1,52.0,士林分局,
WVA02654,百齡里,臺北市士林區福港街244巷18弄6號,"25.084776,121.516842",1,101.0,士林分局,
WVA02656,百齡里,臺北市士林區福港街262巷10號,"25.084116,121.517056",1,152.0,士林分局,
WVA02658,百齡里,臺北市士林區福港街262巷18號,"25.084,121.516862",1,117.0,士林分局,
WVA01440,岩山里,臺北市士林區至誠路一段16號,"25.101278,121.537013",1,1004.0,士林分局,
WVA01446,岩山里,臺北市士林區至誠路一段62巷10弄9號,"25.102018,121.536677",1,134.0,士林分局,
WVA02867,岩山里,臺北市士林區至誠路一段64號,"25.101723,121.536",1,189.0,士林分局,
WVA02939,岩山里,臺北市士林區至誠路一段62巷10弄5號,"25.102041,121.53646",1,560.0,士林分局,
WVA03105,岩山里,臺北市士林區至誠路一段62巷10弄1號,"25.101838,121.536396",1,413.0,士林分局,
WVA01441,岩山里,臺北市士林區至誠路一段96號,"25.101685,121.535078",1,369.0,士林分局,
WVA01442,岩山里,臺北市士林區至誠路一段136巷10號,"25.102153,121.534889",1,197.0,士林分局,
WVA01444,岩山里,臺北市士林區至誠路一段62巷12號,"25.101676,121.53633",1,82.0,士林分局,
WVA01615,岩山里,臺北市士林區忠義街71巷27號,"25.105948,121.533109",1,520.0,士林分局,
WVA01617,岩山里,臺北市士林區忠義街91巷16號,"25.106147,121.533006",1,298.0,士林分局,
WVA01979,岩山里,臺北市士林區芝玉路一段197巷2號,"25.107614,121.533276",1,390.0,士林分局,
WVA01980,岩山里,臺北市士林區芝玉路一段197巷21號,"25.107085,121.533308",1,290.0,士林分局,
WVA01986,岩山里,臺北市士林區芝玉路一段197巷6號,"25.107371,121.533176",1,1433.0,士林分局,
WVA01987,岩山里,臺北市士林區芝玉路一段197巷25弄1號,"25.106968,121.533531",1,302.0,士林分局,
WVA01988,岩山里,臺北市士林區芝玉路一段197巷25弄2號,"25.106847,121.533347",1,257.0,士林分局,
WVA01989,岩山里,臺北市士林區芝玉路一段197巷25弄22號,"25.106442,121.53361",1,221.0,士林分局,
WVA01990,岩山里,臺北市士林區芝玉路一段197巷25弄24號,"25.106341,121.533601",1,696.0,士林分局,
WVA01991,岩山里,臺北市士林區芝玉路一段197巷25弄6號,"25.106842,121.533561",1,674.0,士林分局,
WVA02722,岩山里,臺北市士林區忠義街71巷17號,"25.105817,121.532835",1,630.0,士林分局,
WVA02827,岩山里,臺北市士林區雨聲街165巷74號,"25.102423,121.535177",1,352.0,士林分局,
WVA02834,岩山里,臺北市士林區雨聲街205號,"25.1016,121.533776",1,705.0,士林分局,
WVA03175,岩山里,臺北市士林區芝玉路一段197巷5號,"25.10733,121.533497",3,1910.0,士林分局,
WVA03291,岩山里,臺北市士林區至誠路一段138號,"25.101635,121.534763",1,3417.0,士林分局,
WVA01606,岩山里,臺北市士林區忠義街109號,"25.106877,121.532621",1,790.0,士林分局,
WVA01607,岩山里,臺北市士林區忠義街119號,"25.107588,121.532799",1,168.0,士林分局,
WVA01610,岩山里,臺北市士林區忠義街77號,"25.106072,121.531876",1,272.0,士林分局,
WVA01613,岩山里,臺北市士林區忠義街97號,"25.106535,121.532498",1,525.0,士林分局,
WVA01618,岩山里,臺北市士林區忠義街91巷6號,"25.106131,121.532323",2,420.0,士林分局,
WVA01981,岩山里,臺北市士林區芝玉路一段197巷24號,"25.106904,121.532932",1,333.0,士林分局,
WVA01982,岩山里,臺北市士林區芝玉路一段197巷28號,"25.106743,121.533036",1,385.0,士林分局,
WVA01983,岩山里,臺北市士林區芝玉路一段197巷31號,"25.10661,121.533203",1,941.0,士林分局,
WVA02058,岩山里,臺北市士林區忠義街91巷1號,"25.106347,121.532525",1,453.0,士林分局,
WVA02069,岩山里,臺北市士林區忠義街71巷13弄11號,"25.106133,121.532702",1,1182.0,士林分局,
WVA02070,岩山里,臺北市士林區忠義街71巷13弄8號,"25.106059,121.532855",1,548.0,士林分局,
WVA02731,岩山里,臺北市士林區忠義街117號,"25.107502,121.532754",1,1364.0,士林分局,
WVA01354,岩山里,臺北市士林區仰德大道一段16號,"25.10113,121.537876",1,188.0,士林分局,
WVA01445,岩山里,臺北市士林區至誠路一段62巷70號,"25.102681,121.535236",1,300.0,士林分局,
WVA00247,忠誠里,臺北市士林區德行東路110號,"25.107666,121.52869",1,70.0,士林分局,
WVA00250,忠誠里,臺北市士林區德行東路136號,"25.107914,121.5292",1,40.0,士林分局,
WVA00253,忠誠里,臺北市士林區德行東路156號,"25.1081,121.529743",1,36.0,士林分局,
WVA00254,忠誠里,臺北市士林區德行東路158號,"25.108115,121.529782",1,42.0,士林分局,
WVA00279,忠誠里,臺北市士林區德行東路132巷1弄1號,"25.107744,121.529264",1,780.0,士林分局,
WVA00280,忠誠里,臺北市士林區德行東路132巷3弄2號,"25.107409,121.529385",1,1206.0,士林分局,
WVA00281,忠誠里,臺北市士林區德行東路90巷15-17號,"25.106943,121.528024",1,33.0,士林分局,
WVA00309,忠誠里,臺北市士林區德行東路90巷21弄12號,"25.106672,121.528553",1,369.0,士林分局,
WVA00312,忠誠里,臺北市士林區德行東路104巷5弄2號,"25.107306,121.528679",1,3256.0,士林分局,
WVA00313,忠誠里,臺北市士林區德行東路104巷9弄2號,"25.106687,121.528789",1,1090.0,士林分局,
WVA02689,忠誠里,臺北市士林區德行東路118號,"25.107703,121.528803",1,98.0,士林分局,
WVA02690,忠誠里,臺北市士林區德行東路150號,"25.108056,121.529621",1,137.0,士林分局,
WVA02721,忠誠里,臺北市士林區德行東路132巷1號,"25.106999,121.529352",1,346.0,士林分局,
WVA02750,忠誠里,臺北市士林區德行東路90巷21弄2號,"25.106628,121.52822",1,190.0,士林分局,
WVA02788,忠誠里,臺北市士林區忠誠路一段184號,"25.107686,121.529883",1,1698.0,士林分局,
WVA02966,忠誠里,臺北市士林區忠誠路一段138號,"25.106327,121.529193",1,505.0,士林分局,
WVA03202,忠誠里,臺北市士林區德行東路106號,"25.107631,121.528604",1,2625.0,士林分局,
WVA00292,忠誠里,臺北市士林區德行東路46巷3弄10號,"25.106812,121.526926",1,189.0,士林分局,
WVA00293,忠誠里,臺北市士林區德行東路46巷3弄2號,"25.106695,121.526338",1,212.0,士林分局,
WVA00295,忠誠里,臺北市士林區德行東路46巷5弄10號,"25.106432,121.526888",1,233.0,士林分局,
WVA00296,忠誠里,臺北市士林區德行東路46巷5弄2號,"25.106375,121.526391",1,233.0,士林分局,
WVA00297,忠誠里,臺北市士林區德行東路46巷5弄9號,"25.10656,121.526968",1,189.0,士林分局,
WVA00301,忠誠里,臺北市士林區德行東路46巷7弄1號,"25.106152,121.526428",1,233.0,士林分局,
WVA00302,忠誠里,臺北市士林區德行東路46巷7弄9號,"25.106214,121.526934",1,233.0,士林分局,
WVA00308,忠誠里,臺北市士林區德行東路90巷2號,"25.107164,121.527857",1,133.0,士林分局,
WVA01632,忠誠里,臺北市士林區忠誠路一段84號,"25.105205,121.527669",1,3660.0,士林分局,
WVA01636,忠誠里,臺北市士林區忠誠路一段100巷15弄8號,"25.106043,121.527711",1,340.0,士林分局,
WVA02748,忠誠里,臺北市士林區德行東路46巷1號,"25.106819,121.526274",1,124.0,士林分局,
WVA02925,忠誠里,臺北市士林區德行東路74巷20號,"25.106045,121.527271",1,312.0,士林分局,
WVA00262,忠誠里,臺北市士林區德行東路104巷12號,"25.107215,121.52851",1,48.0,士林分局,
WVA00263,忠誠里,臺北市士林區德行東路104巷16號,"25.107144,121.528529",1,24.0,士林分局,
WVA00264,忠誠里,臺北市士林區德行東路104巷31號,"25.106296,121.528844",1,170.0,士林分局,
WVA00298,忠誠里,臺北市士林區德行東路46巷6弄1號,"25.106377,121.526186",1,1281.0,士林分局,
WVA00306,忠誠里,臺北市士林區德行東路90巷33弄1號,"25.106104,121.52822",1,84.0,士林分局,
WVA00307,忠誠里,臺北市士林區德行東路90巷33弄9-11號,"25.106152,121.528604",1,297.0,士林分局,
WVA00310,忠誠里,臺北市士林區德行東路90巷33弄8-12號,"25.106003,121.528548",1,346.0,士林分局,
WVA00311,忠誠里,臺北市士林區德行東路90巷33弄9號,"25.106152,121.528604",1,92.0,士林分局,
WVA01621,忠誠里,臺北市士林區忠誠路一段102號,"25.105371,121.528363",1,1070.0,士林分局,
WVA01625,忠誠里,臺北市士林區忠誠路一段126號,"25.105789,121.528775",1,300.0,士林分局,
WVA01635,忠誠里,臺北市士林區忠誠路一段100巷6號,"25.105564,121.52825",1,116.0,士林分局,
WVA02751,忠誠里,臺北市士林區德行東路90巷27弄2號,"25.106297,121.528167",1,264.0,士林分局,
WVA00294,忠誠里,臺北市士林區德行東路46巷5弄1號,"25.106487,121.526373",1,212.0,士林分局,
WVA00299,忠誠里,臺北市士林區德行東路46巷6弄2號,"25.106484,121.526155",1,565.0,士林分局,
WVA00300,忠誠里,臺北市士林區德行東路46巷6弄9號,"25.106306,121.525713",1,1064.0,士林分局,
WVA00354,忠誠里,臺北市士林區忠誠路一段18號,"25.104376,121.525805",1,132.0,士林分局,
WVA00355,忠誠里,臺北市士林區忠誠路一段16巷21號,"25.105589,121.525734",1,153.0,士林分局,
WVA00356,忠誠里,臺北市士林區忠誠路一段16巷14弄2號,"25.104794,121.526044",1,80.0,士林分局,
WVA00521,忠誠里,臺北市士林區中山北路六段126號,"25.105765,121.525004",1,1030.0,士林分局,
WVA00523,忠誠里,臺北市士林區中山北路六段134號,"25.105982,121.525139",1,106.0,士林分局,
WVA00524,忠誠里,臺北市士林區中山北路六段138號,"25.106062,121.525014",1,244.0,士林分局,
WVA00525,忠誠里,臺北市士林區中山北路六段142號,"25.106186,121.52502",1,146.0,士林分局,
WVA00526,忠誠里,臺北市士林區中山北路六段148號,"25.10633,121.525026",1,240.0,士林分局,
WVA00567,忠誠里,臺北市士林區中山北路六段88號,"25.104987,121.524985",1,7672.0,士林分局,
WVA00568,忠誠里,臺北市士林區中山北路六段132巷1號,"25.106003,121.52526",1,438.0,士林分局,
WVA01628,忠誠里,臺北市士林區忠誠路一段30號,"25.104403,121.526208",1,789.0,士林分局,
WVA01630,忠誠里,臺北市士林區忠誠路一段40號,"25.104498,121.526556",1,337.0,士林分局,
WVA01631,忠誠里,臺北市士林區忠誠路一段60號,"25.104804,121.527261",1,1161.0,士林分局,
WVA01641,忠誠里,臺北市士林區忠誠路一段16巷17號,"25.105408,121.525769",1、2,318.0,士林分局,
WVA01642,忠誠里,臺北市士林區忠誠路一段16巷25號,"25.105789,121.525668",1,452.0,士林分局,
WVA01643,忠誠里,臺北市士林區忠誠路一段16巷27號,"25.105806,121.525822",1,434.0,士林分局,
WVA01644,忠誠里,臺北市士林區忠誠路一段16巷28號,"25.105613,121.525964",1,257.0,士林分局,
WVA01645,忠誠里,臺北市士林區忠誠路一段16巷29號,"25.105827,121.525975",1,490.0,士林分局,
WVA01646,忠誠里,臺北市士林區忠誠路一段16巷35號,"25.105868,121.526464",1,340.0,士林分局,
WVA01647,忠誠里,臺北市士林區忠誠路一段16巷37號,"25.105903,121.526574",1,353.0,士林分局,
WVA01648,忠誠里,臺北市士林區忠誠路一段16巷14弄10號,"25.1048,121.526413",1,124.0,士林分局,
WVA01649,忠誠里,臺北市士林區忠誠路一段16巷14弄12號,"25.104818,121.52652",1,96.0,士林分局,
WVA01650,忠誠里,臺北市士林區忠誠路一段16巷14弄40號,"25.105384,121.527287",1,322.0,士林分局,
WVA01651,忠誠里,臺北市士林區忠誠路一段16巷14弄6號,"25.104772,121.526229",1,122.0,士林分局,
WVA02688,忠誠里,臺北市士林區德行東路10號,"25.106615,121.525523",1,418.0,士林分局,
WVA02709,忠誠里,臺北市士林區德行東路6號,"25.106531,121.525291",1,165.0,士林分局,
WVA02848,忠誠里,臺北市士林區忠誠路一段16巷45、47號,"25.105747,121.526841",1,202.0,士林分局,
WVA02859,忠誠里,臺北市士林區忠誠路一段16巷11號,"25.104924,121.525756",1,436.0,士林分局,
WVA02878,忠誠里,臺北市士林區忠誠路一段16巷26號,"25.105481,121.52593",1,382.0,士林分局,
WVA02884,忠誠里,臺北市士林區忠誠路一段48號,"25.104606,121.526771",1、2、3,1190.0,士林分局,
WVA02946,忠誠里,臺北市士林區忠誠路一段16巷19號,"25.105526,121.525737",1,261.0,士林分局,
WVA02974,忠誠里,臺北市士林區忠誠路一段16巷24號,"25.105291,121.525944",1,265.0,士林分局,
WVA03026,忠誠里,臺北市士林區忠誠路一段18號,"25.104376,121.525805",1,1480.0,士林分局,
WVA03029,忠誠里,臺北市士林區忠誠路一段12號,"25.104486,121.525532",1,784.0,士林分局,
WVA03042,忠誠里,臺北市士林區忠誠路一段16巷20號,"25.105149,121.525975",1,754.0,士林分局,
WVA03060,忠誠里,臺北市士林區忠誠路一段16巷14弄36號,"25.105093,121.52735",1,245.0,士林分局,
WVA03111,忠誠里,臺北市士林區忠誠路一段16巷14弄11號,"25.105042,121.526838",1,302.0,士林分局,
WVA03131,忠誠里,臺北市士林區忠誠路一段16巷14弄9號,"25.105084,121.526685",1,720.0,士林分局,
WVA03135,忠誠里,臺北市士林區忠誠路一段16巷43號,"25.105979,121.527044",1,421.0,士林分局,
WVA03154,忠誠里,臺北市士林區忠誠路一段16巷14弄1號,"25.104996,121.526292",1,484.0,士林分局,
WVA03190,忠誠里,臺北市士林區忠誠路一段16巷33號,"25.105889,121.52627",1,480.0,士林分局,
WVA03220,忠誠里,臺北市士林區忠誠路一段56.58號,"25.10787,121.529625",1,662.0,士林分局,
WVA01686,承德里,臺北市士林區承德路四段120號,"25.083456,121.523275",1,1869.0,士林分局,
WVA01709,承德里,臺北市士林區承德路四段58巷28弄8號,"25.082328,121.521964",1,185.0,士林分局,
WVA01711,承德里,臺北市士林區承德路四段80巷2號,"25.082305,121.522921",1,92.0,士林分局,
WVA01712,承德里,臺北市士林區承德路四段80巷20號,"25.083068,121.521851",1,50.0,士林分局,
WVA01715,承德里,臺北市士林區承德路四段80巷53號,"25.082868,121.521705",1,306.0,士林分局,
WVA02169,承德里,臺北市士林區承德路四段110號,"25.083113,121.523214",1,408.0,士林分局,
