編號,村里別,地址,避難所在之地下樓層數,可容納人數,轄區分局,經度,緯度
1.0,東山里,臺中市清水區神清路6-1號,1.0,38.0,清水分局,"120.634664 ","24.276791 "
2.0,海風里,臺中市清水區鰲海路325號,1.0,73.0,清水分局,"120.609372 ","24.292737 "
3.0,楊厝里,臺中市清水區鰲海路325號,1.0,179.0,清水分局,"120.609372 ","24.292737 "
4.0,吳厝里,臺中市清水區吳厝路35號,1.0,26.0,清水分局,"120.602702 ","24.268389 "
5.0,海風里,臺中市清水區海風二街326巷26號,1.0,214.0,清水分局,"120.615270 ","24.295778 "
6.0,海濱里,臺中市清水區港埠路4段195號,1.0,134.0,清水分局,"120.548730 ","24.283219 "
7.0,大村里,臺中市梧棲區文昌路343號,1.0,970.0,清水分局,120.54265912,24.24383891
8.0,大村里,臺中市梧棲區文昌路343號,1.0,1109.0,清水分局,120.54265912,24.24383891
9.0,大村里,臺中市梧棲區文昌路343號,1.0,808.0,清水分局,120.54265912,24.24383891
10.0,高美里,臺中市清水區護岸路37號,1.0,390.0,清水分局,"120.562490 ","24.312247 "
11.0,高美里,臺中市清水區護岸路37號,1.0,1865.0,清水分局,"120.562490 ","24.312247 "
12.0,南勢里,臺中市沙鹿區鎮南路一段389號,1.0,102.0,清水分局,"120.570531 ","24.216455 "
13.0,六路里,臺中市沙鹿區南陽路376號,1.0,1095.0,清水分局,"120.571853 ","24.216932 "
14.0,晉江里,臺中市沙鹿區臺灣大道六段1018號,1.0,4226.0,清水分局,"120.580806 ","24.217334 "
15.0,晉江里,臺中市沙鹿區臺灣大道七段200號,1.0,941.0,清水分局,"120.577198 ","24.225798 "
16.0,晉江里,臺中市沙鹿區臺灣大道七段200號,1.0,1305.0,清水分局,"120.577198 ","24.225798 "
17.0,晉江里,臺中市沙鹿區臺灣大道七段200號,1.0,1806.0,清水分局,"120.577198 ","24.225798 "
18.0,晉江里,臺中市沙鹿區臺灣大道六段1018號,1.0,4695.0,清水分局,"120.580806 ","24.217334 "
19.0,竹林里,臺中市沙鹿區臺灣大道七段301號,1.0,1098.0,清水分局,"120.567204 ","24.238259 "
20.0,鹿峰里,臺中市沙鹿區中山路625號,1.0,831.0,清水分局,"120.566845 ","24.252623 "
21.0,公明里,臺中市沙鹿區中清路信義巷6號之17,1.0,273.0,清水分局,"120.607647 ","24.245802 "
22.0,西勢里,臺中市沙鹿區中航路一段68號,1.0,2058.0,清水分局,"120.599216 ","24.252981 "
23.0,公明里,臺中市沙鹿區忠貞路213號,1.0,318.0,清水分局,"120.609132 ","24.243563 "
24.0,中正里,臺中市梧棲區雲集街70巷3號,1.0,76.0,清水分局,"120.531977 ","24.254899 "
25.0,中正里,臺中市梧棲區雲集街70巷1號,1.0,821.0,清水分局,"120.532114 ","24.254751 "
26.0,中正里,臺中市梧棲區中和街66號,1.0,47.0,清水分局,"120.531679 ","24.254945 "
27.0,安仁里,臺中市梧棲區臺灣大道10段2號,1.0,640.0,清水分局,"120.523623 ","24.256081 "
28.0,安仁里,臺中市梧棲區民生街45號,1.0,928.0,清水分局,"120.531108 ","24.253081 "
29.0,安仁里,臺中市梧棲區臺灣大道10段2號,1.0,422.0,清水分局,"120.523623 ","24.256081 "
30.0,草湳里,臺中市梧棲區梧南路50號,1.0,357.0,清水分局,"120.524042 ","24.242036 "
31.0,中和里,臺中市梧棲區民權街關前巷14之1號,1.0,157.0,清水分局,"120.527911 ","24.257004 "
32.0,下寮里,臺中市梧棲區大智路二段199號,1.0,1153.0,清水分局,"120.537251 ","24.258350 "
33.0,中正里,臺中市梧棲區中和街66號,1.0,144.0,清水分局,"120.531689 ","24.254955 "
34.0,中正里,臺中市梧棲區中興路212號,1.0,81.0,清水分局,"120.533817 ","24.254992 "
35.0,頂寮里,臺中市梧棲區四維路2號,1.0,3137.0,清水分局,"120.536324 ","24.259229 "
36.0,草湳里,臺中市梧棲區文昌路773巷5號,1.0,97.0,清水分局,"120.532040 ","24.246855 "
37.0,草湳里,臺中市梧棲區文昌路773巷3號,1.0,20.0,清水分局,"120.532186 ","24.246827 "
38.0,草湳里,臺中市梧棲區文昌路767號,1.0,425.0,清水分局,"120.532473 ","24.246975 "
39.0,草湳里,臺中市梧棲區文昌路771號,1.0,425.0,清水分局,"120.532286 ","24.247138 "
40.0,草湳里,臺中市梧棲區建國東街20巷34號,1.0,90.0,清水分局,"120.532397 ","24.246619 "
41.0,草湳里,臺中市梧棲區建國東街20巷30號,1.0,90.0,清水分局,"120.532570 ","24.246528 "
42.0,草湳里,臺中市梧棲區文昌路773巷1弄10號,1.0,90.0,清水分局,"120.532622 ","24.246691 "
43.0,草湳里,臺中市梧棲區文昌路773巷1弄06號,1.0,90.0,清水分局,"120.532348 ","24.246699 "
44.0,草湳里,臺中市梧棲區建國東街20巷3號,1.0,458.0,清水分局,"120.533628 ","24.245900 "
45.0,草湳里,臺中市梧棲區建國東街20巷1號,1.0,458.0,清水分局,"120.533628 ","24.245910 "
46.0,草湳里,臺中市梧棲區建國北街217巷45號,1.0,200.0,清水分局,"120.533160 ","24.249202 "
47.0,草湳里,臺中市梧棲區建國北街217巷49號,1.0,200.0,清水分局,"120.533050 ","24.248944 "
48.0,草湳里,臺中市梧棲區建國北街217巷53號,1.0,200.0,清水分局,"120.532968 ","24.248767 "
49.0,草湳里,臺中市梧棲區建國北街217巷41號,1.0,200.0,清水分局,"120.533181 ","24.249249 "
50.0,安仁里,臺中市梧棲區民生街45號,1.0,1212.0,清水分局,"120.531108 ","24.253081 "
51.0,美仁里,臺中市沙鹿區中正街1號,1.0,263.0,清水分局,"120.563093 ","24.236226 "
52.0,菁埔里,臺中市清水區臨海路27號之2,1.0,173.0,清水分局,"120.592518 ","24.305856 "
53.0,菁埔里,臺中市清水區臨海路26號,1.0,256.0,清水分局,"120.595693 ","24.304761 "
54.0,南寧里,臺中市清水區中山路142號,1.0,153.0,清水分局,"120.575705 ","24.269316 "
55.0,清水里,臺中市清水區中山路94號,1.0,986.0,清水分局,"120.574788 ","24.266855 "
56.0,清水里,臺中市清水區中山路90號,1.0,146.0,清水分局,"120.574443 ","24.265775 "
57.0,清水里,臺中市清水區鎮北街9號,1.0,4018.0,清水分局,"120.575987 ","24.267979 "
58.0,清水里,臺中市清水區中山路104號,1.0,160.0,清水分局,"120.574908 ","24.267213 "
59.0,靈泉里,臺中市清水區清水街2號,1.0,640.0,清水分局,"120.578266 ","24.268923 "
60.0,文昌里,臺中市清水區中山路170號,1.0,878.0,清水分局,"120.576083 ","24.270378 "
61.0,文昌里,臺中市清水區清水街15號,1.0,222.0,清水分局,"120.576374 ","24.269365 "
62.0,西寧里,臺中市清水區五權東路50號,1.0,209.0,清水分局,"120.575032 ","24.275835 "
63.0,中興里,臺中市清水區中山路196號,1.0,624.0,清水分局,"120.576376 ","24.270956 "
64.0,中興里,臺中市清水區新興路260號,1.0,583.0,清水分局,"120.577553 ","24.270325 "
65.0,鰲峰里,臺中市清水區大街路138號,1.0,129.0,清水分局,"120.578722 ","24.269134 "
66.0,南寧里,臺中市清水區光華路125號,1.0,2651.0,清水分局,"120.573452 ","24.267116 "
67.0,海風里,臺中市清水區和睦路2段118號,1.0,441.0,清水分局,"120.625344 ","24.293964 "
68.0,海風里,臺中市清水區神清路86號之20,1.0,241.0,清水分局,"120.632660 ","24.289610 "
69.0,海濱里,臺中市清水區臨港路5段792號,1.0,85.0,清水分局,"120.539779 ","24.288577 "
70.0,秀水里,臺中市清水區中清路九段152號之13,1.0,405.0,清水分局,"120.564651 ","24.271560 "
71.0,埔子里,臺中市沙鹿區臺灣大道六段399號,1.0,970.0,清水分局,"120.580488 ","24.201249 "
72.0,六路里,臺中市沙鹿區臺灣大道六段989號,1.0,579.0,清水分局,"120.580263 ","24.216570 "
73.0,鹿寮里,臺中市沙鹿區中山路485巷39號,1.0,201.0,清水分局,"120.561149 ","24.245094 "
74.0,清泉里,臺中市沙鹿區忠貞路324號,1.0,228.0,清水分局,"120.611575 ","24.242839 "
75.0,清泉里,臺中市沙鹿區忠貞路328號,1.0,208.0,清水分局,"120.612586 ","24.242635 "
76.0,公明里,臺中市沙鹿區忠貞路20巷173號,1.0,2099.0,清水分局,"120.604945 ","24.246180 "
77.0,草湳里,臺中市梧棲區自立路568號,1.0,368.0,清水分局,"120.527310 ","24.243312 "
78.0,頂寮里,臺中市梧棲區四維東路149巷20號,1.0,1533.0,清水分局,"120.538485 ","24.261175 "
79.0,頂寮里,臺中市梧棲區八德路84號,1.0,1515.0,清水分局,"120.532624 ","24.262594 "
80.0,頂寮里,臺中市梧棲區大智路2段400號,1.0,1492.0,清水分局,"120.533070 ","24.260489 "
81.0,草湳里,臺中市梧棲區永興路2段276號,1.0,246.0,清水分局,"120.525408 ","24.227276 "
82.0,草湳里,臺中市梧棲區永興路2段336巷41號,1.0,133.0,清水分局,"120.524832 ","24.228225 "
83.0,草湳里,臺中市梧棲區永興路2段336巷22號,1.0,186.0,清水分局,"120.524938 ","24.228096 "
84.0,草湳里,臺中市梧棲區梧南路6之2號,1.0,266.0,清水分局,"120.518669 ","24.231754 "
85.0,草湳里,臺中市梧棲區永興路2段336巷23號,1.0,59.0,清水分局,"120.524686 ","24.227924 "
86.0,草湳里,臺中市梧棲區港埠路1段188巷51弄1號,1.0,133.0,清水分局,"120.533150 ","24.241473 "
