類別,電腦編號,村里別,地址,緯經度,地下樓層數,可容納人數,備註
大樓,WRA00361,木柵里,臺北市文山區秀明路一段110號,"24.99107,121.567543",2,"330 ",
大樓,WRA00362,木柵里,臺北市文山區秀明路一段134號,"24.991271,121.568145",1,"149 ",
公寓,WRA00363,木柵里,臺北市文山區秀明路一段68號,"24.990006,121.565728",2,"656 ",
公寓,WRA00364,木柵里,臺北市文山區秀明路一段74號,"24.990148,121.565957",1,"512 ",
公寓,WRA00365,木柵里,臺北市文山區秀明路一段103巷7號,"24.991223,121.565945",1,"93 ",
大樓,WRA00366,木柵里,臺北市文山區秀明路一段103巷9弄3號,"24.991228,121.565668",1,"313 ",
公寓,WRA00367,木柵里,臺北市文山區秀明路一段129巷3號,"24.991261,121.566841",1,"357 ",
公寓,WRA00371,木柵里,臺北市文山區秀明路一段79巷3弄21號,"24.990402,121.565105",1,"530 ",
大樓,WRA01069,木柵里,臺北市文山區秀明路一段79巷5弄19號,"24.990714,121.565029",1,"318 ",
大樓,WRA01243,木柵里,臺北市文山區秀明路一段126號,"24.991123,121.56779",2,"1701 ",
大樓,WRA01265,木柵里,臺北市文山區秀明路一段199號,"24.99184,121.56953",2,"1085 ",
大樓,WRA01266,木柵里,臺北市文山區秀明路一段138號,"24.991337,121.568323",1,"398 ",
大樓,WRA01285,木柵里,臺北市文山區秀明路一段31號,"24.98974,121.564432",3,"690 ",
大樓,WRA01287,木柵里,臺北市文山區秀明路一段197號,"24.991834,121.569325",3,"377 ",
大樓,WRA01103,木柵里,臺北市文山區久康街8號,"24.988792,121.564735",2,"354 ",
大樓,WRA01129,木柵里,臺北市文山區木柵路三段53號,"24.988659,121.566314",2,"1474 ",
大樓,WRA01132,木柵里,臺北市文山區木柵路三段77號,"24.988758,121.56717",2,"1136 ",
公寓,WRA01133,木柵里,臺北市文山區木柵路三段79號,"24.988796,121.567463",1,"580 ",
大樓,WRA01141,木柵里,臺北市文山區木柵路三段77巷7號,"24.989127,121.566874",1,"606 ",
大樓,WRA01143,木柵里,臺北市文山區木柵路三段85巷24號,"24.990272,121.56752",2,"242 ",
大樓,WRA01144,木柵里,臺北市文山區木柵路三段85巷26號,"24.990369,121.567448",1,"317 ",
公寓,WRA01145,木柵里,臺北市文山區木柵路三段85巷27號,"24.989934,121.567704",1,"177 ",
大樓,WRA01151,木柵里,臺北市文山區木柵路三段85巷8弄2號,"24.98939,121.567374",1,"698 ",
大樓,WRA01152,木柵里,臺北市文山區木柵路三段85巷8弄5號,"24.989553,121.567071",1,"544 ",
大樓,WRA01181,木柵里,臺北市文山區木柵路三段85巷10號,"24.989591,121.567544",1,"552 ",
大樓,WRA01199,木柵里,臺北市文山區木柵路三段59號,"24.988676,121.566576",2,"1865 ",
大樓,WRA01208,木柵里,臺北市文山區木柵路三段25巷5號,"24.988802,121.565122",1,"265 ",
