建築物名稱,縣(市),鄉鎮市區,村里別,地址,避難樓層,"防空避難 設備面積 (平方公尺)",是否兼作停車空間,"容量 （自動計算）",轄管分局,"建檔日期 （西元年/月/日）","最後修正日期 （西元年/月/日）",緯經度,備註
陸順大樓,苗栗縣,苑裡鎮,客庄里,苗栗縣苑裡鎮客庄里6鄰58-10號,B01,557.0,1.0,386.0,通霄分局,1030501.0,1120906.0,"24.4347749,120.6594873",
榮迪興建設-怡成大樓,苗栗縣,苑裡鎮,客庄里,苗栗縣苑裡鎮客庄里博愛路86號,B01,419.0,1.0,290.0,通霄分局,1030501.0,1120906.0,"24.437392, 120.651845",
鄉親一期,苗栗縣,苑裡鎮,客庄里,苗栗縣苑裡鎮客庄里21鄰75-24號,B01,207.0,1.0,143.0,通霄分局,1030501.0,1120906.0,"24.436313, 120.656635",
苑裡鎮農會,苗栗縣,苑裡鎮,苑南里,苗栗縣苑裡鎮苑南里為公路65號,B01,410.0,1.0,284.0,通霄分局,1030501.0,1120906.0,"24.4423829,120.6520441",
全國電子旁,苗栗縣,苑裡鎮,西勢里,苗栗縣苑裡鎮西勢里中山路115號,B01,17.0,0.0,18.0,通霄分局,1030501.0,1120906.0,"24.4414157,120.6507036",
松美餐廳,苗栗縣,苑裡鎮,苑南里,苗栗縣苑裡鎮苑南里天下路31號,B01,227.0,0.0,252.0,通霄分局,1030501.0,1120906.0,"24.442047,120.6516537",
李綜合醫院,苗栗縣,苑裡鎮,苑南里,苗栗縣苑裡鎮苑南里和平路165號,B01,236.0,0.0,262.0,通霄分局,1030501.0,1120906.0,"24.4416948,120.6527326",
鉅育建設,苗栗縣,苑裡鎮,西勢里,苗栗縣苑裡鎮西勢里忠義街1-1號,B01,624.0,1.0,433.0,通霄分局,1030501.0,1120906.0,"24.4452774,120.6504629",
文苑國小,苗栗縣,苑裡鎮,房裡里,苗栗縣苑裡鎮房裡里2鄰17號,B01,127.0,1.0,88.0,通霄分局,1030501.0,1120906.0,"24.4342062,120.646323",
榮七工業-墨達思精密工業股份有限公司,苗栗縣,苑裡鎮,房裡里,苗栗縣苑裡鎮房裡里1鄰10號,B01,300.0,0.0,333.0,通霄分局,1030501.0,1120906.0,"24.4325476,120.6468465",
興亞水泥,苗栗縣,苑裡鎮,房裡里,苗栗縣苑裡鎮房裡里6鄰69-1號,B01,156.0,0.0,173.0,通霄分局,1030501.0,1120906.0,"24.4316705,120.6467189",
文苑新帝大樓,苗栗縣,苑裡鎮,房裡里,苗栗縣苑裡鎮房裡里忠信街146-3號,B01,560.0,1.0,388.0,通霄分局,1030501.0,1120906.0,"24.43620796,120.6456768",
盧萬成-榮迪興公司,苗栗縣,苑裡鎮,中正里,苗栗縣苑裡鎮中正里3鄰86號,B01,609.0,0.0,676.0,通霄分局,1030501.0,1120906.0,"24.4336079, 120.6622843",
中油鐵鉆山礦場,苗栗縣,通霄鎮,坪頂里,苗栗縣通霄鎮坪頂里15鄰146號,B01,503.0,0.0,558.0,通霄分局,1030501.0,1120906.0,"24.44916,120.70805",
李綜合醫院,苗栗縣,苑裡鎮,客庄里,苗栗縣苑裡鎮客庄里中華路137號,B01,236.0,0.0,262.0,通霄分局,1030501.0,1120906.0,"24.438052,120.6542768",
通霄郵局,苗栗縣,通霄鎮,通西里,苗栗縣通霄鎮通西里中正路74號,B01,115.0,0.0,127.0,通霄分局,1030501.0,1120906.0,"24.490561, 120.680121",
北誼興業公司,苗栗縣,通霄鎮,通南里,苗栗縣通霄鎮通南里坪頂路47號,B01,56.0,0.0,62.0,通霄分局,1030501.0,1120906.0,"24.478866, 120.677376",
福智寺,苗栗縣,通霄鎮,通西里,苗栗縣通霄鎮通西里信義路193號,B01,796.0,0.0,884.0,通霄分局,1030501.0,1120906.0,"24.491022, 120.681183",
新興水果行,苗栗縣,苑裡鎮,客庄里,苗栗縣苑裡鎮客庄里新興路6號,B01,154.0,0.0,171.0,通霄分局,1030501.0,1120906.0,"24.4407655,120.6524894",
台電-通霄發電廠,苗栗縣,通霄鎮,通西里,苗栗縣通霄鎮通西里海濱路1-31號,B01,240.0,0.0,266.0,通霄分局,1030501.0,1120906.0,"24.490858, 120.674454",
揚泰工程,苗栗縣,苑裡鎮,山腳里,苗栗縣苑裡鎮山腳里19鄰62-11號,B01,6.0,0.0,6.0,通霄分局,1030501.0,1120906.0,"24.42162,120.692887",
苗栗縣立苑裡完全中學,苗栗縣,苑裡鎮,客庄里,苗栗縣苑裡鎮客庄里新興路19號,B01,185.0,0.0,205.0,通霄分局,1030501.0,1120906.0,"24.43839,120.66348",
苑裡鎮立托兒所,苗栗縣,苑裡鎮,舊社里,苗栗縣苑裡鎮舊社里10鄰110-1號,B01,537.0,0.0,596.0,通霄分局,1030501.0,1120906.0,"24.417513, 120.683590",
苑裡鎮聯合活動中心,苗栗縣,苑裡鎮,苑北里,苗栗縣苑裡鎮苑北里中山路312號,B01,390.0,0.0,433.0,通霄分局,1030501.0,1120906.0,"24.4473562,120.6546996",
