建築物名稱,縣(市),鄉鎮市區,村里別,地址,避難樓層,"防空避難 設備面積 (平方公尺)",是否兼作停車空間,"容量 （自動計算）",轄管分局,"建檔日期 （西元年/月/日）","最後修正日期 （西元年/月/日）",緯經度,備註
住宅大樓,苗栗縣,通霄鎮,平元里,苗栗縣通霄鎮平元里平新一路90號,B01,150.0,0.0,166.0,通霄分局,1030301.0,1120906.0,"24.488680, 120.684352",
喬億大樓,苗栗縣,通霄鎮,平安里,苗栗縣通霄鎮平安里平新路123號,B01,502.0,1.0,348.0,通霄分局,1030301.0,1120906.0,"24.490857, 120.685717",
光田醫院,苗栗縣,通霄鎮,通西里,苗栗縣通霄鎮通里中山路88號,B01,259.0,0.0,287.0,通霄分局,1030301.0,1120906.0,"24.489162, 120.678368",
通霄鎮公所,苗栗縣,通霄鎮,通東里,苗栗縣通霄鎮中正路8號,B01,52.0,0.0,57.0,通霄分局,1030301.0,1120906.0,"24.491426, 120.684302",
煒薪大樓,苗栗縣,通霄鎮,通東里,苗栗縣通霄鎮通東里自強路35-37號,B01,90.0,0.0,100.0,通霄分局,1030301.0,1120906.0,"24.488819, 120.682416",
台電通霄服務處,苗栗縣,通霄鎮,通東里,苗栗縣通霄鎮通東里自強路119號,B01,113.0,0.0,125.0,通霄分局,1030301.0,1120906.0,"24.490491, 120.684076",
通霄診所,苗栗縣,通霄鎮,通東里,苗栗縣通霄鎮通東里中正路20-1號,B01,102.0,0.0,113.0,通霄分局,1030301.0,1120906.0,"24.490278,120.681863",
通霄電廠員工宿舍,苗栗縣,通霄鎮,平安里,苗栗縣通霄鎮平安里平元83-24號,B01,250.0,0.0,277.0,通霄分局,1030301.0,1120906.0,"24.495589, 120.689102",
國泰人壽通霄分公司,苗栗縣,通霄鎮,通西里,苗栗縣通霄鎮通西里中山路98號,B01,200.0,0.0,222.0,通霄分局,1030301.0,1120906.0,"24.489299, 120.678408",
台電通霄發電廠,苗栗縣,通霄鎮,通西里,苗栗縣通霄鎮通西里海濱路1-31號,B01,640.0,0.0,711.0,通霄分局,1030301.0,1120906.0,"24.490858, 120.674454",
通霄國小禮堂,苗栗縣,通霄鎮,通東里,苗栗縣通霄鎮通東里中正路12號,B01,540.0,0.0,600.0,通霄分局,1030301.0,1120906.0,"24.490867, 120.683306",
凱旋大第,苗栗縣,通霄鎮,平安里,苗栗縣通霄鎮平安里中正路249號,B01,1235.0,1.0,857.0,通霄分局,1030301.0,1120906.0,"24.494719, 120.689301",
建順鋼廠,苗栗縣,通霄鎮,五北里,苗栗縣通霄鎮五北里中山路64-8號,B01,135.0,0.0,150.0,通霄分局,1030301.0,1120906.0,"24.472581, 120.670275",
鶴亞實業,苗栗縣,通霄鎮,新埔里,苗栗縣通霄鎮新埔里7鄰50-1號,B01,46.0,0.0,51.0,通霄分局,1030130.0,1120906.0,"24.543286, 120.699027 ",
"竹南窯業廠股份
有限公司",苗栗縣,西湖鄉,二湖村,苗栗縣西湖鄉二湖村8鄰12-1號,B01,265.0,0.0,294.0,通霄分局,1030301.0,1120906.0,"24.565749, 120.744457",
泰昱有限公司,苗栗縣,苑裡鎮,苑港里,苗栗縣苑裡鎮苑港里1鄰6-8號,B01,37.0,0.0,41.0,通霄分局,1030501.0,1120906.0,"24.451696, 120.657426",
"田義食品股份
有限公司",苗栗縣,苑裡鎮,新復里,苗栗縣苑裡鎮新復里6鄰68-1號,B01,33.0,0.0,36.0,通霄分局,1030501.0,1120906.0,"24.417625, 120.648275",
立泰水泥製品公司,苗栗縣,苑裡鎮,新復里,苗栗縣苑裡鎮新復里4鄰50號,B01,273.0,0.0,303.0,通霄分局,1030501.0,1120906.0,"24.4193724,120.642781",
"友倫工業股份
有限公司",苗栗縣,苑裡鎮,新復里,苗栗縣苑裡鎮新復里8鄰106號,B01,500.0,0.0,555.0,通霄分局,1030501.0,1120906.0,"24.4255973,120.6447911",
金樂神休閒館,苗栗縣,苑裡鎮,中正里,苗栗縣苑裡鎮中正里中正路99-5號,B01,1056.0,0.0,1173.0,通霄分局,1030501.0,1120906.0,"24.4334922,120.6589336",
苑裡鎮農會,苗栗縣,苑裡鎮,苑南里,苗栗縣苑裡鎮苑南里為公路65號,B01,410.0,1.0,284.0,通霄分局,1030501.0,1120906.0,"24.4427375,120.6526476",
"明杉塑膠工業
股份有限公司",苗栗縣,苑裡鎮,房裡里,苗栗縣苑裡鎮房裡里南房1-2號,B01,61.0,0.0,67.0,通霄分局,1030501.0,1120906.0,"24.4334184,120.648982",
苑裡鎮公所,苗栗縣,苑裡鎮,客庄里,苗栗縣苑裡鎮客庄里信義路1號,B01,514.0,0.0,571.0,通霄分局,1030501.0,1120906.0,"24.4396571,120.6510723",
苑裡鎮公所,苗栗縣,苑裡鎮,客庄里,苗栗縣苑裡鎮客庄里信義路1號,B01,557.0,0.0,618.0,通霄分局,1030501.0,1120906.0,"24.4396571,120.6510723",
苑裡鎮公所,苗栗縣,苑裡鎮,客庄里,苗栗縣苑裡鎮客庄里信義路1號,B01,155.0,0.0,172.0,通霄分局,1030501.0,1120906.0,"24.4396571,120.6510723",
苑裡鎮公所(圖書館),苗栗縣,苑裡鎮,客庄里,苗栗縣苑裡鎮客庄里信義路1號,B01,8.0,0.0,8.0,通霄分局,1030501.0,1120906.0,"24.4396571,120.6510723",
芳苑會所社區,苗栗縣,苑裡鎮,苑南里,苗栗縣苑裡鎮苑南里建國路11號,B01,297.0,0.0,330.0,通霄分局,1030501.0,1120906.0,"24.4427711,120.6561248",
李綜合中醫部,苗栗縣,苑裡鎮,客庄里,苗栗縣苑裡鎮客庄里中華路137號,B01,1019.0,1.0,707.0,通霄分局,1030501.0,1120906.0,"24.4379316,120.6531348",
中華電信客網中心,苗栗縣,苑裡鎮,客庄里,苗栗縣苑裡鎮客庄里中山路32-1號,B01,395.0,0.0,438.0,通霄分局,1030501.0,1120906.0,"24.4396151,120.6504452",
"順式高分子
股份有限公司",苗栗縣,苑裡鎮,苑東里,苗栗縣苑裡鎮苑東里興隆路20-50號,B01,278.0,0.0,308.0,通霄分局,1030501.0,1120906.0,"24.44287331,120.660155",
渣打商銀-苑裡分行,苗栗縣,苑裡鎮,苑南里,苗栗縣苑裡鎮苑南里為公路19號,B01,110.0,0.0,122.0,通霄分局,1030501.0,1120906.0,"24.4420513,120.6548434",
"順式高分子
股份有限公司",苗栗縣,苑裡鎮,苑東里,苗栗縣苑裡鎮苑東里興隆路20-50號,B01,126.0,0.0,140.0,通霄分局,1030501.0,1120906.0,"24.44287331,120.660155",
