類別,電腦編號,村里別,地址,地下樓層數,可容納人數,派出所,備註,經度,緯度
大樓,D301000003,興漢里,新北市新莊區中正路245號,2,638.0,新莊派出所,,121.45036,25.035556
大樓,D301000005,興漢里,新北市新莊區景德路169號,1,537.0,新莊派出所,,121.450265,25.034085
大樓,D301000014,文聖里,新北市新莊區建中街27號,1,94.0,新莊派出所,,121.448849,25.0374
大樓,D301000019,文衡里,新北市新莊區新泰路44號,1,106.0,新莊派出所,,121.445451,25.038784
大樓,D301000021,興漢里,新北市新莊區興漢里中正路213號,1,460.0,新莊派出所,,121.451279,25.035767
大樓,D301000039,立人里,新北市新莊區中正路108號,1,1844.0,新莊派出所,,121.45376,25.036553
大樓,D301000050,興漢里,新北市新莊區新莊路298號,1,133.0,新莊派出所,,121.451129,25.033811
大樓,D301000066,立人里,新北市新莊區中正路86號,4,1708.0,新莊派出所,,121.456423,25.036968
大樓,D301000068,立人里,新北市新莊區中正路108號,2,1844.0,新莊派出所,,121.45376,25.036553
大樓,D301000071,文衡里,新北市新莊區中正路265號,1,521.0,新莊派出所,,121.44961,25.035364
公寓,D301000079,文德里,新北市新莊區大觀街42巷1號,1,209.0,新莊派出所,,121.453916,25.035609
大樓,D301000080,興漢里,新北市新莊區武前街27號,2,157.0,新莊派出所,,121.450353,25.032745
大樓,D301000081,全安里,新北市新莊區新豐街57號,2,326.0,新莊派出所,,121.446875,25.033674
大樓,D301000082,全安里,新北市新莊區中正路315號,2,217.0,新莊派出所,,121.44791,25.035035
大樓,D301000083,安里1,新北市新莊全安里中正路375號,1,68.0,新莊派出所,,121.446317,25.034698
大樓,D301000087,海山里,新北市新莊區新莊路566號,2,92.0,新莊派出所,,121.444741,25.032968
大樓,D301000092,文聖里,新北市新莊區建中街32巷3號,1,218.0,新莊派出所,,121.448856,25.037816
大樓,D301000099,立人里,新北市新莊區中正路108號,4,434.0,新莊派出所,,121.45376,25.036553
大樓,D301000100,榮和里,新北市新莊區中華路1段3號,4,705.0,新莊派出所,,121.453606,25.045867
大樓,D301000102,立人里,新北市新莊區中正路108號,1,236.0,新莊派出所,,121.45376,25.036553
大樓,D301000110,全泰里,新北市新莊區建中街90巷3弄20號,1,2518.0,新莊派出所,,121.445822,25.037197
大樓,D301000111,立人里,新北市新莊區中正路211號,1,745.0,新莊派出所,,121.452488,25.035939
大樓,D301000112,立人里,新北市新莊區中正路108號,1,290.0,新莊派出所,,121.45376,25.036553
大樓,D301000114,榮和里,新北市新莊區景德路81號,1,286.0,新莊派出所,,121.452676,25.034795
大樓,D301000116,全泰里,新北市新莊區建中街90巷1弄1號,1,2660.0,新莊派出所,,121.446786,25.036989
大樓,D301000120,全泰里,新北市新莊區新泰路179號,1,246.0,新莊派出所,,121.44743,25.037505
大樓,D301000122,文明里,新北市新莊區中正路147號20,1,396.0,新莊派出所,,121.457177,25.036741
大樓,D301000128,海山里,新北市新莊區新莊路725號,1,25.0,新莊派出所,,121.443423,25.032829
大樓,D301000129,文衡里,新北市新莊區新莊路380號,1,25.0,新莊派出所,,121.449157,25.033463
大樓,D301000130,文明里,新北市新莊區中正路145號21,2,1056.0,新莊派出所,,121.458556,25.037583
大樓,D301000131,文聖里,新北市新莊區建中街35號,2,2464.0,新莊派出所,,121.448595,25.037298
大樓,D301000132,文明里,新北市新莊區新莊路114號,1,89.0,新莊派出所,,121.456099,25.036148
大樓,D301000133,忠孝里,新北市新莊區仁愛街56號,1,694.0,新莊派出所,,121.444408,25.037188
大樓,D301000134,榮和里,新北市新莊區中正路211號,1,525.0,新莊派出所,,121.452488,25.035939
大樓,D301000135,文衡里,新北市新莊區中正路265號,1,1560.0,新莊派出所,,121.44961,25.035364
大樓,D301000136,文聖里,新北市新莊區新泰路132號,1,1041.0,新莊派出所,,121.447992,25.036887
大樓,D301000137,文明里,新北市新莊區中正路161號,1,866.0,新莊派出所,,121.455477,25.036595
大樓,D301000138,文明里,新北市新莊區中正路147號1,2,221.0,新莊派出所,,121.457479,25.036869
大樓,D301000139,海山里,新北市新莊區景德路540號,1,206.0,新莊派出所,,121.443525,25.0332
大樓,D301000140,興漢里,新北市新莊區建興街42號,1,174.0,新莊派出所,,121.450073,25.037593
大樓,D301000141,榮和里,新北市新莊區中正路211號,1,561.0,新莊派出所,,121.452488,25.035939
大樓,D301000142,文衡里,新北市新莊區景德路216巷2號,1,2208.0,新莊派出所,,121.449026,25.034173
大樓,D301000143,文衡里,新北市新莊區新泰路15號,1,1582.0,新莊派出所,,121.449636,25.032672
大樓,D301000144,全泰里,新北市新莊區新泰路173號,1,229.0,新莊派出所,,121.447482,25.037398
大樓,D301000145,忠孝里,新北市新莊區中正路320號,1,262.0,新莊派出所,,121.446131,25.034903
大樓,D301000146,文衡里,新北市新莊區武前街2224號,1,66.0,新莊派出所,,121.45022,25.032882
大樓,D301000147,文衡里,新北市新莊區武前街20號,1,54.0,新莊派出所,,121.450215,25.032909
大樓,D301000148,興漢里,新北市新莊區建興街36號,1,306.0,新莊派出所,,121.450078,25.03745
大樓,D301000149,榮和里,新北市新莊區新莊路222號,1,602.0,新莊派出所,,121.452772,25.034311
大樓,D301000150,文明里,新北市新莊區中正路31巷1號,1,46.0,新莊派出所,,121.463815,25.040682
