電腦編號,村里別,地址,緯度,經度,地下樓層數,可容納人數,轄管分局,備註
3,白雲村,宜蘭縣礁溪鄉渭水路1號,24.831245479836742,121.79140789212713,1,228.0,國道公路警察局第九公路警察大隊,
B-5,蘇東里,宜蘭縣蘇澳鎮蘇東里8鄰港區7號,24.59623051,121.8577432,地下1層,28.0,基隆港務警察總隊蘇澳中隊,
B-6,蘇東里,宜蘭縣蘇澳鎮蘇東里8鄰港區1號,24.59690235,121.8571975,地下1層,250.0,基隆港務警察總隊蘇澳中隊,
23,和睦里,宜蘭縣宜蘭市和睦里001鄰光復路1號,24.75553,121.75883,1,200.0,鐵路警察局花蓮分局,宜蘭車站
24,德陽村,宜蘭縣礁溪鄉德陽村004鄰溫泉路1號,24.82725,121.77573,1,100.0,鐵路警察局花蓮分局,礁溪車站
25,頭城鎮,宜蘭縣頭城鎮006鄰纘祥路59號,24.85912,121.82266,1,100.0,鐵路警察局花蓮分局,頭城車站
