編號,村里別,地址,避難所在之地下樓層數,可容納人數,轄區分局,經度,緯度
1.0,田心里,臺中市南屯區向上路二段182號,1,20.0,第四分局,"120.639904 ","24.147309 "
2.0,田心里,臺中市南屯區向上路二段184號,1,20.0,第四分局,"120.639904 ","24.147309 "
3.0,田心里,臺中市南屯區向上路二段196號,1,60.0,第四分局,"120.643323 ","24.147326 "
4.0,田心里,臺中市南屯區向上路二段191號,1,32.0,第四分局,"120.636855 ","24.146405 "
5.0,田心里,臺中市南屯區向上路二段192號,1,32.0,第四分局,"120.639904 ","24.147309 "
6.0,田心里,臺中市南屯區向上路二段193號,1,10.0,第四分局,"120.636855 ","24.146405 "
7.0,田心里,臺中市南屯區向上路二段194號,1,32.0,第四分局,"120.643323 ","24.147326 "
8.0,田心里,臺中市南屯區向上路二段201號,1,788.0,第四分局,"120.640178 ","24.146671 "
9.0,田心里,臺中市南屯區向上路二段201號,1,20.0,第四分局,"120.640178 ","24.146671 "
10.0,田心里,臺中市南屯區向上路二段202號,1,40.0,第四分局,"120.639904 ","24.147309 "
11.0,田心里,臺中市南屯區向上路二段203號,1,160.0,第四分局,"120.636855 ","24.146405 "
12.0,田心里,臺中市南屯區向上路二段208號,1,925.0,第四分局,"120.639904 ","24.147309 "
13.0,田心里,臺中市南屯區向上路二段210號,1,90.0,第四分局,"120.639904 ","24.147309 "
14.0,田心里,臺中市南屯區向上路二段213號,1,30.0,第四分局,"120.636855 ","24.146405 "
15.0,田心里,臺中市南屯區向上路二段230號,1,60.0,第四分局,"120.639904 ","24.147309 "
16.0,田心里,臺中市南屯區向上路二段231號,1,30.0,第四分局,"120.636855 ","24.146405 "
17.0,田心里,臺中市南屯區向上路二段233號,1,40.0,第四分局,"120.636855 ","24.146405 "
18.0,田心里,臺中市南屯區向上路二段234號,1,30.0,第四分局,"120.639904 ","24.147309 "
19.0,田心里,臺中市南屯區向上路二段235號,1,30.0,第四分局,"120.636855 ","24.146405 "
20.0,田心里,臺中市南屯區向上路二段236號,1,30.0,第四分局,"120.639904 ","24.147309 "
21.0,田心里,臺中市南屯區向上路二段237號,1,30.0,第四分局,"120.636855 ","24.146405 "
22.0,田心里,臺中市南屯區向上路二段238號,1,60.0,第四分局,"120.639904 ","24.147309 "
23.0,田心里,臺中市南屯區向上路二段241號,1,100.0,第四分局,"120.636855 ","24.146405 "
24.0,田心里,臺中市南屯區向上路二段244號,1,40.0,第四分局,"120.639904 ","24.147309 "
25.0,田心里,臺中市南屯區向上路二段242號,1,40.0,第四分局,"120.639904 ","24.147309 "
26.0,田心里,臺中市南屯區向上路二段243號,1,40.0,第四分局,"120.636855 ","24.146405 "
27.0,田心里,臺中市南屯區向上路二段244號,1,20.0,第四分局,"120.639904 ","24.147309 "
28.0,田心里,臺中市南屯區向上路二段245號,1,20.0,第四分局,"120.636855 ","24.146405 "
29.0,田心里,臺中市南屯區向上路二段246號,1,30.0,第四分局,"120.639904 ","24.147309 "
30.0,田心里,臺中市南屯區向上路二段247號,1,30.0,第四分局,"120.636855 ","24.146405 "
31.0,田心里,臺中市南屯區向上路二段248號,1,40.0,第四分局,"120.639904 ","24.147309 "
32.0,田心里,臺中市南屯區向上路二段249號,1,40.0,第四分局,"120.636855 ","24.146405 "
33.0,田心里,臺中市南屯區向上路二段267號,1,30.0,第四分局,"120.636855 ","24.146405 "
34.0,田心里,臺中市南屯區向上路二段269號,1,30.0,第四分局,"120.636855 ","24.146405 "
35.0,田心里,臺中市南屯區向上路二段271號,1,30.0,第四分局,"120.636855 ","24.146405 "
36.0,田心里,臺中市南屯區向上路二段273號,1,30.0,第四分局,"120.636855 ","24.146405 "
37.0,田心里,臺中市南屯區向上路二段275號,1,30.0,第四分局,"120.636855 ","24.146405 "
38.0,田心里,臺中市南屯區向上路二段277號,1,60.0,第四分局,"120.636855 ","24.146405 "
39.0,田心里,臺中市南屯區向上路二段281號,1,60.0,第四分局,"120.636855 ","24.146405 "
40.0,田心里,臺中市南屯區向上路二段285號,1,30.0,第四分局,"120.636855 ","24.146405 "
41.0,田心里,臺中市南屯區向上路二段287號,1,30.0,第四分局,"120.636855 ","24.146405 "
42.0,田心里,臺中市南屯區向上路二段289號,1,60.0,第四分局,"120.636855 ","24.146405 "
43.0,田心里,臺中市南屯區向上路二段293號,1,30.0,第四分局,"120.636855 ","24.146405 "
44.0,田心里,臺中市南屯區向上路二段297號,1,30.0,第四分局,"120.636855 ","24.146405 "
45.0,田心里,臺中市南屯區向上路二段299號,1,30.0,第四分局,"120.636855 ","24.146405 "
46.0,田心里,臺中市南屯區向上路二段331號,1,50.0,第四分局,"120.636855 ","24.146405 "
47.0,田心里,臺中市南屯區向上路二段423號,1,30.0,第四分局,"120.637683 ","24.146882 "
48.0,田心里,臺中市南屯區向上路二段421號,1,30.0,第四分局,"120.637742 ","24.146899 "
49.0,田心里,臺中市南屯區向上路二段422號,1,40.0,第四分局,"120.637840 ","24.147297 "
50.0,田心里,臺中市南屯區向上路二段423號,1,50.0,第四分局,"120.637683 ","24.146882 "
51.0,田心里,臺中市南屯區向上路二段424號,1,30.0,第四分局,"120.637673 ","24.147259 "
52.0,田心里,臺中市南屯區向上路二段427號,1,30.0,第四分局,"120.637598 ","24.146854 "
53.0,田心里,臺中市南屯區向上路二段429號,1,30.0,第四分局,"120.637561 ","24.146844 "
54.0,田心里,臺中市南屯區向上路二段431號,1,40.0,第四分局,"120.637523 ","24.146832 "
55.0,田心里,臺中市南屯區向上路二段432號,1,30.0,第四分局,"120.637572 ","24.147219 "
56.0,田心里,臺中市南屯區向上路二段436號,1,2141.0,第四分局,"120.637058 ","24.147040 "
57.0,田心里,臺中市南屯區向上路二段430號,1,20.0,第四分局,"120.637620 ","24.147233 "
58.0,田心里,臺中市南屯區向上路二段480號,1,30.0,第四分局,"120.636651 ","24.146988 "
59.0,田心里,臺中市南屯區向上路二段50號,1,30.0,第四分局,"120.639904 ","24.147309 "
60.0,田心里,臺中市南屯區向上路二段51號,1,30.0,第四分局,"120.636855 ","24.146405 "
61.0,田心里,臺中市南屯區向上路二段52號,1,40.0,第四分局,"120.639904 ","24.147309 "
62.0,田心里,臺中市南屯區向上路二段53號,1,40.0,第四分局,"120.636855 ","24.146405 "
63.0,田心里,臺中市南屯區向上路二段54號,1,30.0,第四分局,"120.639904 ","24.147309 "
64.0,田心里,臺中市南屯區向上路二段55號,1,40.0,第四分局,"120.636855 ","24.146405 "
65.0,田心里,臺中市南屯區向上路二段56號,1,40.0,第四分局,"120.639904 ","24.147309 "
66.0,田心里,臺中市南屯區向上路二段57號,1,40.0,第四分局,"120.636855 ","24.146405 "
67.0,田心里,臺中市南屯區向上路二段58號,1,30.0,第四分局,"120.639904 ","24.147309 "
68.0,田心里,臺中市南屯區向上路二段59號,1,30.0,第四分局,"120.636855 ","24.146405 "
69.0,田心里,臺中市南屯區向上路二段61號,1,113.0,第四分局,"120.636855 ","24.146405 "
70.0,田心里,臺中市南屯區向上路二段62號,1,30.0,第四分局,"120.639904 ","24.147309 "
71.0,田心里,臺中市南屯區向上路二段64號,1,30.0,第四分局,"120.639904 ","24.147309 "
72.0,田心里,臺中市南屯區向上路二段63號,1,30.0,第四分局,"120.636855 ","24.146405 "
73.0,田心里,臺中市南屯區向上路二段66號,1,30.0,第四分局,"120.639904 ","24.147309 "
74.0,田心里,臺中市南屯區向上路二段68號,1,30.0,第四分局,"120.639904 ","24.147309 "
75.0,田心里,臺中市南屯區向上路二段69號,1,113.0,第四分局,"120.636855 ","24.146405 "
76.0,田心里,臺中市南屯區向上路二段70號,1,30.0,第四分局,"120.639904 ","24.147309 "
77.0,田心里,臺中市南屯區向上路二段72號,1,30.0,第四分局,"120.639904 ","24.147309 "
78.0,田心里,臺中市南屯區向上路二段74號,1,30.0,第四分局,"120.639904 ","24.147309 "
79.0,田心里,臺中市南屯區向上路二段76號,1,30.0,第四分局,"120.639904 ","24.147309 "
80.0,田心里,臺中市南屯區向上路二段78號,1,30.0,第四分局,"120.639904 ","24.147309 "
81.0,田心里,臺中市南屯區向上路二段80號,1,30.0,第四分局,"120.639904 ","24.147309 "
82.0,田心里,臺中市南屯區向上路二段82號,1,120.0,第四分局,"120.639904 ","24.147309 "
83.0,田心里,臺中市南屯區向上路二段84號,1,40.0,第四分局,"120.639904 ","24.147309 "
84.0,田心里,臺中市南屯區向上路二段86號,1,30.0,第四分局,"120.639904 ","24.147309 "
85.0,田心里,臺中市南屯區向上路二段88號,1,30.0,第四分局,"120.639904 ","24.147309 "
86.0,田心里,臺中市南屯區向上路二段90號,1,40.0,第四分局,"120.639904 ","24.147309 "
87.0,田心里,臺中市南屯區向上路二段92號,1,30.0,第四分局,"120.639904 ","24.147309 "
88.0,田心里,臺中市南屯區向上路二段94號,1,30.0,第四分局,"120.639904 ","24.147309 "
89.0,田心里,臺中市南屯區向上路二段96號,1,30.0,第四分局,"120.639904 ","24.147309 "
90.0,田心里,臺中市南屯區向上路二段111號,1,20.0,第四分局,"120.636855 ","24.146405 "
91.0,田心里,臺中市南屯區向上路二段24號,1,40.0,第四分局,"120.639904 ","24.147309 "
92.0,田心里,臺中市南屯區向上路二段201號,1,40.0,第四分局,"120.640178 ","24.146671 "
93.0,田心里,臺中市南屯區向心南路981號,1,94.0,第四分局,"120.643641 ","24.137464 "
94.0,田心里,臺中市南屯區向心南路982號,1,128.0,第四分局,"120.644015 ","24.137589 "
95.0,田心里,臺中市南屯區向心南路984號,1,100.0,第四分局,"120.644015 ","24.137589 "
96.0,田心里,臺中市南屯區田心里向心路631號,1,476.0,第四分局,"120.645588 ","24.141676 "
