類別,電腦編號,里別,防空疏散避難設施地址,緯經度,可容納人數,轄管分局,備註
一般住宅,FNA00616,榮光里,新竹市東區榮光里中正路45號,"24.803662,120.9708016",53.0,第二分局,
一般住宅,FNA00617,榮光里,新竹市東區榮光里林森路2號,"24.802075,120.970845",26.0,第二分局,
一般住宅,FNA00618,榮光里,新竹市東區榮光里中華路二段322號,"24.8034461,120.9735013",81.0,第二分局,
一般住宅,FNA00619,榮光里,新竹市東區榮光里中華路二段324號,"24.8034104,120.9735371",158.0,第二分局,
一般住宅,FNA00620,榮光里,新竹市東區榮光里大同路3號,"24.802528,120.971136",13.0,第二分局,
公有建築物,FNA00621,中正里,新竹市東區中正里中正路65號,"24.8049728,120.9696033",33.0,第二分局,
一般住宅,FNA00622,中正里,新竹市東區中正里中正路94號,"24.8054287,120.9696936",29.0,第二分局,
一般住宅,FNA00623,中正里,新竹市東區中正里大同路104號,"24.8052661,120.968471",42.0,第二分局,
一般住宅,FNA00624,中正里,新竹市東區中正里府後街6號,"24.8051002,120.9705737",18.0,第二分局,
一般住宅,FNA00625,中正里,新竹市東區中正里府後街6號之1,"24.8051002,120.9705737",18.0,第二分局,
一般住宅,FNA00626,中正里,新竹市東區中正里府後街24號,"24.8056234,120.9707276",24.0,第二分局,
一般住宅,FNA00627,中正里,新竹市東區中正里中正路88巷2號,"24.80543,120.969858",21.0,第二分局,
一般住宅,FNA00628,中正里,新竹市東區中正里中正路96巷4號,"24.805494,120.969869",30.0,第二分局,
一般住宅,FNA00629,公園里,新竹市東區公園里花園街95號,"24.8035,120.9762022",24.0,第二分局,
公有建築物,FNA00630,親仁里,新竹市東區親仁里中央路78號,"24.8051706,120.9681191",468.0,第二分局,
公有建築物,FNA00631,親仁里,新竹市東區親仁里文化街86號,"24.8083283,120.9699703",730.0,第二分局,
供公眾使用建築物,FNA00632,育賢里,新竹市東區育賢里中華路二段347號,"24.803397,120.9742579",66.0,第二分局,
一般住宅,FNA00633,育賢里,新竹市東區育賢里東門街11號,"24.8040019,120.9741314",24.0,第二分局,
供公眾使用建築物,FNA00634,榮光里,新竹市東區榮光里東門街31號,"24.8040363,120.9734739",114.0,第二分局,
一般住宅,FNA00635,三民里,新竹市東區三民里民族路83號,"24.8072527,120.9759766",141.0,第二分局,
一般住宅,FNA00636,三民里,新竹市東區三民里15鄰民族路75號,"24.8072324,120.9756028",169.0,第二分局,
公有建築物,FNA00637,親仁里,新竹市東區親仁里文化街70號,"24.8075779,120.9705018",322.0,第二分局,
公有建築物,FNA00638,親仁里,新竹市東區親仁里仁愛街70號,"24.8082348,120.9707728",568.0,第二分局,
公有建築物,FNA00639,親仁里,新竹市東區親仁里仁愛街67號,"24.8080661,120.970459",568.0,第二分局,
公有建築物,FNA00640,三民里,新竹市東區三民里民族路280號,"24.8108879,120.9822123",66.0,第二分局,
一般住宅,FNA00641,中正里,新竹市東區中正里中正路96巷2弄3號,"24.805443,120.970116",29.0,第二分局,
一般住宅,FNA00642,三民里,新竹市東區三民里18鄰民權路67巷1弄3號,"24.8066447,120.9758685",52.0,第二分局,
一般住宅,FNA00643,三民里,新竹市東區三民里中華路二段228號,"24.8055,120.97662",49.0,第二分局,
一般住宅,FNA00644,公園里,新竹市東區公園里花園街43巷2號之18,"24.8035655,120.9774947",33.0,第二分局,
一般住宅,FNA00645,育賢里,新竹市東區育賢里東門街30號,"24.804429,120.974117",40.0,第二分局,
一般住宅,FNA00646,東門里,新竹市東區東門里中央路56號,"24.8049575,120.9677394",28.0,第二分局,
一般住宅,FNA00647,三民里,新竹市東區三民里民權路67巷6弄17號,"24.8066447,120.9758685",24.0,第二分局,
一般住宅,FNA00648,育賢里,新竹市東區育賢里東門街34巷9號,"24.8046601,120.9731381",64.0,第二分局,
一般住宅,FNA00649,三民里,新竹市東區三民里民權路76號,"24.8073188,120.9758519",22.0,第二分局,
一般住宅,FNA00650,親仁里,新竹市東區親仁里仁愛街77號,"24.808416,120.970165",644.0,第二分局,
一般住宅,FNA00651,東門里,新竹市東區東門里中央路54號,"24.8049015,120.9677267",36.0,第二分局,
一般住宅,FNA00652,三民里,新竹市東區三民里民族路67巷1弄5號,"24.8066641,120.9746301",68.0,第二分局,
一般住宅,FNA00653,育賢里,新竹市東區育賢里東門街16號,"24.804424,120.974428",476.0,第二分局,
公有建築物,FNA00654,公園里,新竹市東區公園里東大路一段11巷7號,"24.8019959,120.9759916",1557.0,第二分局,
公有建築物,FNA00655,親仁里,新竹市東區親仁里仁愛街75巷2號,"24.808403,120.970074",644.0,第二分局,
一般住宅,FNA00656,成功里,新竹市東區成功里大同路20號,"24.803354,120.9698515",274.0,第二分局,
公有建築物,FNA00657,三民里,新竹市東區三民里中華路二段2號,"24.809448,120.9830404",405.0,第二分局,
一般住宅,FNA00658,親仁里,新竹市東區親仁里仁愛街48巷2號,"24.8077476,120.9709474",18.0,第二分局,
公有建築物,FNA00659,三民里,新竹市東區三民里民權路173巷1號,"24.809309,120.973925",40.0,第二分局,
公有建築物,FNA00660,三民里,新竹市東區三民里三民路80號,"24.8081874,120.9749654",42.0,第二分局,
供公眾使用建築物,FNA00661,育賢里,新竹市東區育賢里東門街60號,"24.8044371,120.972732",396.0,第二分局,
一般住宅,FNA00662,三民里,新竹市東區三民里4鄰民權路47號,"24.8063656,120.9763065",70.0,第二分局,
一般住宅,FNA00663,三民里,新竹市東區三民里16鄰民權路111巷1號之4,"24.807667,120.975061",37.0,第二分局,
一般住宅,FNA00664,三民里,新竹市東區三民里民族路160號,"24.8087507,120.9787916",33.0,第二分局,
一般住宅,FNA00665,成功里,新竹市東區成功里文昌路3號,"24.8025473,120.9693478",446.0,第二分局,
一般住宅,FNA00666,三民里,新竹市東區三民里民族路113巷2號,"24.8084478,120.9773135",170.0,第二分局,
一般住宅,FNA00667,中正里,新竹市東區中正里中正路96巷14號,"24.8055933,120.9701269",46.0,第二分局,
一般住宅,FNA00668,成功里,新竹市東區成功里009鄰武昌街18號,"24.8008318,120.9685315",102.0,第二分局,
供公眾使用建築物,FNA00669,三民里,新竹市東區三民里民族路150號,"24.8082683,120.9782402",390.0,第二分局,
一般住宅,FNA00670,公園里,新竹市東區公園里花園街67巷5號,"24.8036766,120.9769771",80.0,第二分局,
一般住宅,FNA00671,三民里,新竹市東區三民里民權路111巷339號,"24.8079063,120.9752307",32.0,第二分局,
供公眾使用建築物,FNA00672,成功里,新竹市東區成功里林森路28號,"24.8023103,120.9696379",120.0,第二分局,
一般住宅,FNA00673,公園里,新竹市東區公園里花園街49號,"24.8036528,120.9774135",48.0,第二分局,
一般住宅,FNA00674,東門里,新竹市東區東門里中央路57號,"24.8050824,120.9676752",29.0,第二分局,
一般住宅,FNA00675,東門里,新竹市東區東門里東前街56號,"24.8040996,120.9671379",42.0,第二分局,
一般住宅,FNA00676,成功里,新竹市東區成功里勝利路38號,"24.8026943,120.9697525",72.0,第二分局,
一般住宅,FNA00677,東門里,新竹市東區東門里東前街29號,"24.8043399,120.9680396",32.0,第二分局,
一般住宅,FNA00678,三民里,新竹市東區三民里民權路111巷23號,"24.8073311,120.974516",69.0,第二分局,
供公眾使用建築物,FNA00679,公園里,新竹市東區公園里南大路41號,"24.8023981,120.977821",89.0,第二分局,
公有建築物,FNA00680,育賢里,新竹市東區育賢里文化街2號,"24.804832,120.971044",34.0,第二分局,
供公眾使用建築物,FNA00681,榮光里,新竹市東區榮光里民族路11號,"24.8030584,120.9717247",128.0,第二分局,
一般住宅,FNA00682,三民里,新竹市東區三民里民族路178巷3號,"24.8087082,120.9799434",54.0,第二分局,
一般住宅,FNA00683,育賢里,新竹市東區育賢里民族路30巷7號,"24.8045905,120.973169",33.0,第二分局,
一般住宅,FNA00684,榮光里,新竹市東區榮光里大同路14號,"24.8030436,120.9705903",50.0,第二分局,
公有建築物,FNA00685,三民里,新竹市東區三民里民族路276號,"24.8108441,120.9821044",185.0,第二分局,
公有建築物,FNA00687,三民里,新竹市東區三民里民權路80號,"24.8073928,120.9758001",41.0,第二分局,
一般住宅,FNA00688,中正里,新竹市東區中正里大同路58號,"24.8043696,120.969149",178.0,第二分局,
公有建築物,FNA00689,中正里,新竹市東區中正里大同路58號,"24.8043696,120.969149",190.0,第二分局,
供公眾使用建築物,FNA00690,公園里,新竹市東區公園里南大路41號之2,"24.8023981,120.977821",94.0,第二分局,
一般住宅,FNA00691,東門里,新竹市東區東門里中央路26號,"24.8045778,120.9672176",20.0,第二分局,
一般住宅,FNA00692,育賢里,新竹市東區育賢里東門街7號,"24.803994,120.9741384",90.0,第二分局,
供公眾使用建築物,FNA00693,中正里,新竹市東區中正里中正路63號,"24.8047872,120.9697128",388.0,第二分局,
一般住宅,FNA00694,榮光里,新竹市東區榮光里中正路36號,"24.8035831,120.971313",92.0,第二分局,
一般住宅,FNA00696,東門里,新竹市東區東門里東前街18號,"24.8045777,120.9680899",37.0,第二分局,
公有建築物,FNA00697,育賢里,新竹市東區育賢里民族路33號,"24.8046376,120.9721473",530.0,第二分局,
一般住宅,FNA00698,中正里,新竹市東區中正里東門街134號,"24.8043758,120.9692578",12.0,第二分局,
一般住宅,FNA00699,三民里,新竹市東區三民里民權路111弄23號,"24.8079063,120.9752307",84.0,第二分局,
一般住宅,FNA00700,中正里,新竹市東區中正里東門街138號,"24.8043335,120.9691805",24.0,第二分局,
一般住宅,FNA00701,育賢里,新竹市東區育賢里東門街21號,"24.8041358,120.9737291",32.0,第二分局,
一般住宅,FNA00702,中正里,新竹市東區中正里大同路64號,"24.8045019,120.9690521",118.0,第二分局,
供公眾使用建築物,FNA00703,中正里,新竹市東區中正里中央路110號,"24.8059866,120.969458",1998.0,第二分局,
一般住宅,FNA00704,成功里,新竹市東區成功里復興路20號,"24.8028523,120.9693195",148.0,第二分局,
一般住宅,FNA00705,成功里,新竹市東區成功里復興路18號,"24.802654,120.9692855",58.0,第二分局,
一般住宅,FNA00706,三民里,新竹市東區三民里中華路二段44號,"24.8087371,120.981639",61.0,第二分局,
一般住宅,FNA00707,東門里,新竹市東區東門里東前街59號,"24.803612,120.967316",142.0,第二分局,
供公眾使用建築物,FNA00708,榮光里,新竹市東區榮光里東門街59號,"24.8040076,120.9722398",558.0,第二分局,
公有建築物,FNA00709,三民里,新竹市東區三民里民族路274號,"24.8107723,120.9820048",222.0,第二分局,
一般住宅,FNA00710,育賢里,新竹市東區育賢里東門街72號,"24.8043063,120.9723244",122.0,第二分局,
一般住宅,FNA00711,三民里,新竹市東區三民里民族路217號,"24.8102358,120.9806378",72.0,第二分局,
一般住宅,FNA00712,成功里,新竹市東區成功里復興路16號之2,"24.802691,120.969464",178.0,第二分局,
一般住宅,FNA00713,育賢里,新竹市東區育賢里東門街74號,"24.8043055,120.972293",74.0,第二分局,
一般住宅,FNA00714,榮光里,新竹市東區榮光里東門街51號,"24.8038952,120.973021",74.0,第二分局,
公有建築物,FNA00715,育賢里,新竹市東區育賢里民族路40號,"24.8051685,120.9732529",576.0,第二分局,
供公眾使用建築物,FNA00716,成功里,新竹市東區成功里復興路1號,"24.802654,120.9692855",864.0,第二分局,
一般住宅,FNA00717,親仁里,新竹市東區親仁里仁愛街82號,"24.808663,120.970383",132.0,第二分局,
一般住宅,FNA00718,三民里,新竹市東區三民里中華路二段92號,"24.8077325,120.9803952",250.0,第二分局,
一般住宅,FNA00719,三民里,新竹市東區三民里民族路79號,"24.807204,120.9758763",49.0,第二分局,
公有建築物,FNA00720,育賢里,新竹市東區育賢里民族路33號,"24.8046376,120.9721473",390.0,第二分局,
一般住宅,FNA00721,育賢里,新竹市東區育賢里東門街78號,"24.80437,120.972002",81.0,第二分局,
一般住宅,FNA00722,育賢里,新竹市東區育賢里東門街80號,"24.8043277,120.9719457",125.0,第二分局,
一般住宅,FNA00723,育賢里,新竹市東區育賢里東門街82號,"24.8043911,120.971913",56.0,第二分局,
一般住宅,FNA00724,育賢里,新竹市東區育賢里東門街84號,"24.8043274,120.9718597",54.0,第二分局,
一般住宅,FNA00725,公園里,新竹市東區公園里公園路117號,"24.7995442,120.9757003",184.0,第二分局,
一般住宅,FNA00726,育賢里,新竹市東區育賢里中華路二段276號,"24.8041085,120.974854",294.0,第二分局,
一般住宅,FNA00727,三民里,新竹市東區三民里民族路55號之1,"24.8064015,120.9745952",57.0,第二分局,
公有建築物,FNA00728,中正里,新竹市東區中正里大同路86號,"24.8050152,120.9688228",4877.0,第二分局,
一般住宅,FNA00729,三民里,新竹市東區三民里民族路113巷13號之1,"24.8081585,120.9774357",69.0,第二分局,
一般住宅,FNA00730,三民里,新竹市東區三民里民族路113巷57號,"24.8081633,120.9769946",69.0,第二分局,
一般住宅,FNA00731,榮光里,新竹市東區榮光里中正路28號,"24.803327,120.9714249",92.0,第二分局,
一般住宅,FNA00732,三民里,新竹市東區三民里民權路103號,"24.8076211,120.975154",58.0,第二分局,
一般住宅,FNA00733,三民里,新竹市東區三民里民族路108號,"24.807638,120.9770021",88.0,第二分局,
一般住宅,FNA00734,三民里,新竹市東區三民里民權路24巷12弄7號之1,"24.8070551,120.9775418",38.0,第二分局,
一般住宅,FNA00735,成功里,新竹市東區成功里林森路32號,"24.801872,120.9689311",4465.0,第二分局,
供公眾使用建築物,FNA00736,三民里,新竹市東區三民里民族路158號,"24.8087228,120.9787547",69.0,第二分局,
一般住宅,FNA00737,三民里,新竹市東區三民里民權路96巷6號,"24.807646,120.9757166",94.0,第二分局,
一般住宅,FNA00738,公園里,新竹市東區公園里南大路33號,"24.8026948,120.9780655",37.0,第二分局,
一般住宅,FNA00739,三民里,新竹市東區三民里民權路45號,"24.8062482,120.9761807",20.0,第二分局,
供公眾使用建築物,FNA00740,榮光里,新竹市東區榮光里中華路二段400號,"24.8029102,120.9727091",1041.0,第二分局,
一般住宅,FNA00741,三民里,新竹市東區三民里民生路32號,"24.8078568,120.9789864",93.0,第二分局,
一般住宅,FNA00742,榮光里,新竹市東區榮光里中華路二段312巷3號,"24.803727,120.973711",52.0,第二分局,
一般住宅,FNA00743,成功里,新竹市東區成功里勝利路82號,"24.8013571,120.969123",56.0,第二分局,
一般住宅,FNA00744,成功里,新竹市東區成功里勝利路80號,"24.801363,120.9691338",77.0,第二分局,
一般住宅,FNA00745,三民里,新竹市東區三民里民族路162號,"24.8088097,120.9788862",48.0,第二分局,
一般住宅,FNA00746,三民里,新竹市東區三民里中華路二段86號,"24.8080295,120.9805459",58.0,第二分局,
一般住宅,FNA00747,三民里,新竹市東區三民里民族路104號,"24.8075695,120.9769091",60.0,第二分局,
一般住宅,FNA00748,三民里,新竹市東區三民里民族路106號,"24.8075892,120.9769849",60.0,第二分局,
一般住宅,FNA00749,三民里,新竹市東區三民里民族路114號,"24.8077169,120.9772419",34.0,第二分局,
一般住宅,FNA00750,親仁里,新竹市東區親仁里東大路一段65號,"24.8042142,120.9746498",37.0,第二分局,
一般住宅,FNA00751,三民里,新竹市東區三民里民生路10巷2號,"24.8074736,120.9794367",26.0,第二分局,
一般住宅,FNA00752,三民里,新竹市東區三民里民族路84號,"24.8073142,120.9765276",34.0,第二分局,
一般住宅,FNA00753,三民里,新竹市東區三民里民族路84號之1,"24.8072697,120.9764091",64.0,第二分局,
