電腦編號,座落,緯度,經度,地下樓層數,可容納人數,轄管分局,placemark_address
TPA0371,宜蘭縣羅東鎮信義里純精路3段156號,24.6827359,121.7654628,2.0,2130.0,羅東分局,宜蘭縣羅東鎮信義里純精路3段156號
TPA0372,宜蘭縣羅東鎮樹林里豐年路39巷25號,24.6813796,121.7575328,1.0,3020.0,羅東分局,宜蘭縣羅東鎮樹林里豐年路39巷25號
TPA0375,宜蘭縣羅東鎮仁愛里仁愛路三段325巷2號,24.701803,121.759362,1.0,684.0,羅東分局,宜蘭縣羅東鎮仁愛里仁愛路三段325巷2號
TPA0376,宜蘭縣羅東鎮信義里中華路99號,24.6824518,121.768302,1.0,178.0,羅東分局,宜蘭縣羅東鎮信義里中華路99號
TPA0377,宜蘭縣羅東鎮集祥里民生路82號,24.677277,121.769036,1.0,594.0,羅東分局,宜蘭縣羅東鎮集祥里民生路82號
TPA0380,宜蘭縣羅東鎮公正里倉前路77號,24.6806577,121.7700407,1.0,621.0,羅東分局,宜蘭縣羅東鎮公正里倉前路77號
TPA0384,宜蘭縣羅東鎮賢文里忠孝路88號,24.677271,121.765325,1.0,186.0,羅東分局,宜蘭縣羅東鎮賢文里忠孝路88號
TPA0386,宜蘭縣羅東鎮公正里倉前路77號,24.6804963,121.7701157,1.0,1172.0,羅東分局,宜蘭縣羅東鎮公正里倉前路77號
TPA0389,宜蘭縣羅東鎮信義里天津路61號,24.6812054,121.7703171,1.0,652.0,羅東分局,宜蘭縣羅東鎮信義里天津路61號
TPA0390,宜蘭縣羅東鎮公正里中華路57-2號,24.6797695,121.7674251,1.0,547.0,羅東分局,宜蘭縣羅東鎮公正里中華路57-2號
TPA0395,宜蘭縣羅東鎮公正里倉前路99號,24.681085,121.768568,1.0,341.0,羅東分局,宜蘭縣羅東鎮公正里倉前路99號
TPA0396,宜蘭縣羅東鎮公正里林森路68號,24.6794961,121.7702958,1.0,1181.0,羅東分局,宜蘭縣羅東鎮公正里林森路68號
TPA0413,宜蘭縣羅東鎮集祥里天津路13號,24.6781824,121.7693736,1.0,382.0,羅東分局,宜蘭縣羅東鎮集祥里天津路13號
TPA0110,宜蘭縣羅東鎮漢民里中山西街224號,24.6731317,121.7644214,1.0,1663.0,羅東分局,宜蘭縣羅東鎮漢民里中山西街224號
TPA0115,宜蘭縣羅東鎮南豪里興東南路100號,24.6707283,121.7687197,1.0,1026.0,羅東分局,宜蘭縣羅東鎮南豪里興東南路100號
TPA0117,宜蘭縣羅東鎮北成里中山路四段360號,24.6728353,121.7571262,1.0,313.0,羅東分局,宜蘭縣羅東鎮北成里中山路四段360號
TPA0125,宜蘭縣羅東鎮漢民里北成路1段11號,24.6749815,121.7626812,1.0,389.0,羅東分局,宜蘭縣羅東鎮漢民里北成路1段11號
TPA0144,宜蘭縣羅東鎮國華里北成路1段125號,24.675601,121.7585969,1.0,421.0,羅東分局,宜蘭縣羅東鎮國華里北成路1段125號
TPA0153,宜蘭縣羅東鎮漢民里中山西路3號,24.675037,121.763793,1.0,149.0,羅東分局,宜蘭縣羅東鎮漢民里中山西路3號
TPA0154,宜蘭縣羅東鎮國華里培英路147號,24.679446,121.7574023,1.0,125.0,羅東分局,宜蘭縣羅東鎮國華里培英路147號
TPA0157,宜蘭縣羅東鎮仁和里光華街75號,24.6787959,121.757976,1.0,693.0,羅東分局,宜蘭縣羅東鎮仁和里光華街75號
TPA0158,宜蘭縣羅東鎮西安里純精路1段109號,24.6707387,121.7640334,1.0,745.0,羅東分局,宜蘭縣羅東鎮西安里純精路1段109號
TPA0159,宜蘭縣羅東鎮西安里北成路1段125號,24.674501,121.762298,1.0,386.0,羅東分局,宜蘭縣羅東鎮西安里北成路1段125號
TPA0162,宜蘭縣羅東鎮成功里興東南路188-2號,24.6731255,121.7672414,1.0,436.0,羅東分局,宜蘭縣羅東鎮成功里興東南路188-2號
TPA0169,宜蘭縣羅東鎮漢民里忠孝路53號,24.676474,121.764851,1.0,190.0,羅東分局,宜蘭縣羅東鎮漢民里忠孝路53號
TPA0170,宜蘭縣羅東鎮西安里維揚路245巷17號,24.6717602,121.7564118,1.0,474.0,羅東分局,宜蘭縣羅東鎮西安里維揚路245巷17號
TPA0171,宜蘭縣羅東鎮仁和里中正街5號,24.673043,121.769803,1.0,154.0,羅東分局,宜蘭縣羅東鎮仁和里中正街5號
TPA0172,宜蘭縣羅東鎮國華里四育路10號,24.6759738,121.7596578,1.0,933.0,羅東分局,宜蘭縣羅東鎮國華里四育路10號
TPA0173,宜蘭縣羅東鎮成功里興東南路245號,24.6726715,121.7670889,1.0,518.0,羅東分局,宜蘭縣羅東鎮成功里興東南路245號
TPA0174,宜蘭縣羅東鎮成功里南門路121號,24.67282,121.7653774,1.0,421.0,羅東分局,宜蘭縣羅東鎮成功里南門路121號
TPA0175,宜蘭縣羅東鎮國華里光華街18號,24.6780161,121.7589979,1.0,816.0,羅東分局,宜蘭縣羅東鎮國華里光華街18號
TPA0176,宜蘭縣羅東鎮北成里光華街38號,24.6787257,121.7582945,1.0,537.0,羅東分局,宜蘭縣羅東鎮北成里光華街38號
TPA0177,宜蘭縣羅東鎮北成里培英路152號,24.6792078,121.758126,1.0,441.0,羅東分局,宜蘭縣羅東鎮北成里培英路152號
TPA0178,宜蘭縣羅東鎮漢民里北成路1段16號,24.675171,121.7622667,1.0,2018.0,羅東分局,宜蘭縣羅東鎮漢民里北成路1段16號
TPA0179,宜蘭縣羅東鎮維揚里成功街156號,24.6710461,121.7628127,1.0,304.0,羅東分局,宜蘭縣羅東鎮維揚里成功街156號
TPA0180,宜蘭縣羅東鎮仁和里康樂巷14號,24.6732482,121.7692572,1.0,245.0,羅東分局,宜蘭縣羅東鎮仁和里康樂巷14號
TPA0183,宜蘭縣羅東鎮北成里中山路4段360號,24.6726722,121.756686,1.0,610.0,羅東分局,宜蘭縣羅東鎮北成里中山路4段360號
TPA0184,宜蘭縣羅東鎮成功里南門路37號,24.6727743,121.769197,1.0,752.0,羅東分局,宜蘭縣羅東鎮成功里南門路37號
TPA0185,宜蘭縣羅東鎮成功里中山路4段143號,24.6734783,121.7603385,1.0,538.0,羅東分局,宜蘭縣羅東鎮成功里中山路4段143號
TPA0186,宜蘭縣羅東鎮成功里中山路3段492號,24.6746075,121.7645035,1.0,280.0,羅東分局,宜蘭縣羅東鎮成功里中山路3段492號
TPA0187,宜蘭縣羅東鎮成功里南門路105號,24.6728451,121.7659631,1.0,308.0,羅東分局,宜蘭縣羅東鎮成功里南門路105號
TPA0188,宜蘭縣羅東鎮國華里公正路575號,24.6787401,121.7557499,1.0,1500.0,羅東分局,宜蘭縣羅東鎮國華里公正路575號
TPA0189,宜蘭縣羅東鎮北成里四維路157號,24.686482,121.7521782,1.0,5133.0,羅東分局,宜蘭縣羅東鎮北成里四維路157號
TPA0192,宜蘭縣羅東鎮國華里培英路132號,24.6788748,121.7587293,1.0,272.0,羅東分局,宜蘭縣羅東鎮國華里培英路132號
TPA0194,宜蘭縣羅東鎮北成里四育路83號,24.6783132,121.7601416,1.0,529.0,羅東分局,宜蘭縣羅東鎮北成里四育路83號
TPA0195,宜蘭縣羅東鎮國華里公正路517號,24.6796718,121.7571013,1.0,1337.0,羅東分局,宜蘭縣羅東鎮國華里公正路517號
TPA0196,宜蘭縣羅東鎮國華里公正路561號,24.6787987,121.7556546,1.0,2389.0,羅東分局,宜蘭縣羅東鎮國華里公正路561號
TPA0197,宜蘭縣羅東鎮漢民里純精路2段1號,24.6743846,121.7634365,2.0,542.0,羅東分局,宜蘭縣羅東鎮漢民里純精路2段1號
TPA0198,宜蘭縣羅東鎮漢民里北成路1段59號,24.675234,121.761087,1.0,625.0,羅東分局,宜蘭縣羅東鎮漢民里北成路1段59號
TPA0200,宜蘭縣羅東鎮成功里興東南路201號,24.671937,121.7675335,1.0,181.0,羅東分局,宜蘭縣羅東鎮成功里興東南路201號
TPA0201,宜蘭縣羅東鎮漢民里北成路1段17號,24.6748848,121.763302,1.0,1044.0,羅東分局,宜蘭縣羅東鎮漢民里北成路1段17號
TPA0340,宜蘭縣羅東鎮北成里四育路79號,24.6781829,121.76012,1.0,224.0,羅東分局,宜蘭縣羅東鎮北成里四育路79號
TPA0341,宜蘭縣羅東鎮仁德里興東南路232號,24.6743718,121.7674204,1.0,1232.0,羅東分局,宜蘭縣羅東鎮仁德里興東南路232號
TPA0349,宜蘭縣羅東鎮仁和里民族路75號,24.674149,121.7683454,1.0,274.0,羅東分局,宜蘭縣羅東鎮仁和里民族路75號
TPA0352,宜蘭縣羅東鎮成功里南門路49號,24.672605,121.768542,2.0,3164.0,羅東分局,宜蘭縣羅東鎮成功里南門路49號
TPA0358,宜蘭縣羅東鎮維揚里維揚路55巷16號,24.671522,121.76182,1.0,1360.0,羅東分局,宜蘭縣羅東鎮維揚里維揚路55巷16號
TPA0366,宜蘭縣羅東鎮漢民里南門路71號,24.6727661,121.7676967,1.0,630.0,羅東分局,宜蘭縣羅東鎮漢民里南門路71號
TPA0369,宜蘭縣羅東鎮漢民里純精路2段111號,24.6771084,121.7633213,2.0,1848.0,羅東分局,宜蘭縣羅東鎮漢民里純精路2段111號
TPA0374,宜蘭縣羅東鎮成功里興東南路201號,24.671937,121.7675335,1.0,204.0,羅東分局,宜蘭縣羅東鎮成功里興東南路201號
TPA0382,宜蘭縣羅東鎮西安里南盟路69巷60號,24.667793,121.76387,1.0,4346.0,羅東分局,宜蘭縣羅東鎮西安里南盟路69巷60號
TPA0392,宜蘭縣羅東鎮成功里興東南路201號,24.671937,121.7675335,1.0,1146.0,羅東分局,宜蘭縣羅東鎮成功里興東南路201號
TPA0393,宜蘭縣羅東鎮成功里興東南路201號,24.671937,121.7675335,1.0,219.0,羅東分局,宜蘭縣羅東鎮成功里興東南路201號
TPA0397,宜蘭縣羅東鎮北成里北成路一段125號,24.675601,121.7585969,1.0,3069.0,羅東分局,宜蘭縣羅東鎮北成里北成路一段125號
TPA0116,宜蘭縣羅東鎮中山里興東路6號,24.6758447,121.7678739,2.0,1056.0,羅東分局,宜蘭縣羅東鎮中山里興東路6號
TPA0123,宜蘭縣羅東鎮開明里中山路3段5號,24.6747851,121.7738299,1.0,28.0,羅東分局,宜蘭縣羅東鎮開明里中山路3段5號
TPA0126,宜蘭縣羅東鎮中山里中山路三段348號,24.6751508,121.7669927,1.0,297.0,羅東分局,宜蘭縣羅東鎮中山里中山路三段348號
TPA0145,宜蘭縣羅東鎮中山里中山路三段350號,24.6751403,121.7669702,1.0,297.0,羅東分局,宜蘭縣羅東鎮中山里中山路三段350號
TPA0152,宜蘭縣羅東鎮中山里民權路163號,24.6762303,121.7666504,1.0,390.0,羅東分局,宜蘭縣羅東鎮中山里民權路163號
TPA0190,宜蘭縣羅東鎮中山里中山路三段306號,24.6753681,121.7680218,1.0,527.0,羅東分局,宜蘭縣羅東鎮中山里中山路三段306號
TPA0202,宜蘭縣羅東鎮開明里清潭路74號,24.6740258,121.7724189,1.0,229.0,羅東分局,宜蘭縣羅東鎮開明里清潭路74號
TPA0204,宜蘭縣羅東鎮開明里中正路26號,24.6731798,121.7706243,1.0,36.0,羅東分局,宜蘭縣羅東鎮開明里中正路26號
TPA0205,宜蘭縣羅東鎮開明里公正路37號,24.677861,121.7732882,1.0,118.0,羅東分局,宜蘭縣羅東鎮開明里公正路37號
TPA0207,宜蘭縣羅東鎮開明里中山路三段59號,24.6744829,121.7726516,1.0,28.0,羅東分局,宜蘭縣羅東鎮開明里中山路三段59號
TPA0210,宜蘭縣羅東鎮開明里中正路186號,24.6772096,121.7719346,1.0,,羅東分局,宜蘭縣羅東鎮開明里中正路186號
TPA0213,宜蘭縣羅東鎮開明里開羅街13號,24.6737532,121.773662,1.0,20.0,羅東分局,宜蘭縣羅東鎮開明里開羅街13號
TPA0215,宜蘭縣羅東鎮中山里振泰街34號,24.6761401,121.7699621,1.0,141.0,羅東分局,宜蘭縣羅東鎮中山里振泰街34號
TPA0218,宜蘭縣羅東鎮開明里開羅街開羅巷2號,24.6740452,121.7739245,1.0,121.0,羅東分局,宜蘭縣羅東鎮開明里開羅街開羅巷2號
TPA0220,宜蘭縣羅東鎮開明里中正路78號,24.674438,121.7710043,1.0,36.0,羅東分局,宜蘭縣羅東鎮開明里中正路78號
TPA0221,宜蘭縣羅東鎮開明里清潭路148巷13號,24.6728901,121.770768,1.0,102.0,羅東分局,宜蘭縣羅東鎮開明里清潭路148巷13號
TPA0223,宜蘭縣羅東鎮開明里中正路76號,24.6743986,121.7709929,1.0,53.0,羅東分局,宜蘭縣羅東鎮開明里中正路76號
TPA0224,宜蘭縣羅東鎮開明里中正路72之1號,24.6743169,121.7709694,1.0,64.0,羅東分局,宜蘭縣羅東鎮開明里中正路72之1號
TPA0225,宜蘭縣羅東鎮開明里中正路72號,24.6743256,121.770895,1.0,96.0,羅東分局,宜蘭縣羅東鎮開明里中正路72號
TPA0226,宜蘭縣羅東鎮南昌里南昌街79號,24.6710821,121.7735489,2.0,2564.0,羅東分局,宜蘭縣羅東鎮南昌里南昌街79號
TPA0227,宜蘭縣羅東鎮開明里中正路74號,24.6743569,121.7709809,1.0,52.0,羅東分局,宜蘭縣羅東鎮開明里中正路74號
TPA0228,宜蘭縣羅東鎮開明里民族路5號,24.6733122,121.7714892,1.0,104.0,羅東分局,宜蘭縣羅東鎮開明里民族路5號
TPA0229,宜蘭縣羅東鎮大新里和平路134號,24.6770145,121.7725489,1.0,266.0,羅東分局,宜蘭縣羅東鎮大新里和平路134號
TPA0231,宜蘭縣羅東鎮南昌里中正南路102號,24.670064,121.771588,1.0,201.0,羅東分局,宜蘭縣羅東鎮南昌里中正南路102號
TPA0232,宜蘭縣羅東鎮南昌里南昌街81號,24.6720393,121.7709577,2.0,3842.0,羅東分局,宜蘭縣羅東鎮南昌里南昌街81號
TPA0234,宜蘭縣羅東鎮南昌里南昌街53巷1號,24.6717825,121.7741325,1.0,857.0,羅東分局,宜蘭縣羅東鎮南昌里南昌街53巷1號
TPA0236,宜蘭縣羅東鎮大新里站前路46巷8號,24.6765069,121.773254,1.0,1953.0,羅東分局,宜蘭縣羅東鎮大新里站前路46巷8號
TPA0237,宜蘭縣羅東鎮南昌里站前南路183巷3號,24.6719981,121.77421,1.0,149.0,羅東分局,宜蘭縣羅東鎮南昌里站前南路183巷3號
TPA0244,宜蘭縣羅東鎮南昌里南昌街61-26號,24.6705872,121.7735409,1.0,306.0,羅東分局,宜蘭縣羅東鎮南昌里南昌街61-26號
TPA0245,宜蘭縣羅東鎮羅莊里站東路86-6號,24.670511,121.775829,1.0,553.0,羅東分局,宜蘭縣羅東鎮羅莊里站東路86-6號
TPA0246,宜蘭縣羅東鎮大新里公正路27號,24.6778704,121.7738193,2.0,730.0,羅東分局,宜蘭縣羅東鎮大新里公正路27號
TPA0253,宜蘭縣羅東鎮南昌里南昌街33-6號,24.672609,121.774046,1.0,556.0,羅東分局,宜蘭縣羅東鎮南昌里南昌街33-6號
TPA0254,宜蘭縣羅東鎮南昌里康莊路79號,24.671709,121.7768815,1.0,1266.0,羅東分局,宜蘭縣羅東鎮南昌里康莊路79號
TPA0255,宜蘭縣羅東鎮羅莊里天祥路17號,24.6691482,121.7764076,1.0,1160.0,羅東分局,宜蘭縣羅東鎮羅莊里天祥路17號
TPA0256,宜蘭縣羅東鎮東安里陽明路12號,24.6753949,121.7763285,1.0,562.0,羅東分局,宜蘭縣羅東鎮東安里陽明路12號
TPA0257,宜蘭縣羅東鎮大新里公正路65號,24.6779083,121.7724081,1.0,164.0,羅東分局,宜蘭縣羅東鎮大新里公正路65號
TPA0258,宜蘭縣羅東鎮東安里站東路292號,24.6788285,121.7752114,1.0,725.0,羅東分局,宜蘭縣羅東鎮東安里站東路292號
TPA0259,宜蘭縣羅東鎮大新里安平路41號,24.6767286,121.7731464,1.0,2078.0,羅東分局,宜蘭縣羅東鎮大新里安平路41號
TPA0260,宜蘭縣羅東鎮南昌里南昌街5號,24.6723866,121.7741794,1.0,393.0,羅東分局,宜蘭縣羅東鎮南昌里南昌街5號
TPA0261,宜蘭縣羅東鎮南昌里民族路83號,24.674249,121.7680965,2.0,350.0,羅東分局,宜蘭縣羅東鎮南昌里民族路83號
TPA0262,宜蘭縣羅東鎮東安里安康路76號,24.6803331,121.775673,1.0,1454.0,羅東分局,宜蘭縣羅東鎮東安里安康路76號
TPA0263,宜蘭縣羅東鎮南昌里站前南路238號,24.6723075,121.774604,1.0,478.0,羅東分局,宜蘭縣羅東鎮南昌里站前南路238號
TPA0264,宜蘭縣羅東鎮東安里禮運路1號,24.6808256,121.7767455,1.0,2934.0,羅東分局,宜蘭縣羅東鎮東安里禮運路1號
TPA0265,宜蘭縣羅東鎮羅莊里天祥路95號,24.670999,121.7760925,1.0,1744.0,羅東分局,宜蘭縣羅東鎮羅莊里天祥路95號
TPA0266,宜蘭縣羅東鎮大新里和平路100號,24.6761478,121.7724419,1.0,517.0,羅東分局,宜蘭縣羅東鎮大新里和平路100號
TPA0267,宜蘭縣羅東鎮羅莊里天祥路10號,24.6689225,121.7766184,1.0,721.0,羅東分局,宜蘭縣羅東鎮羅莊里天祥路10號
TPA0268,宜蘭縣羅東鎮開明里開羅街17號,24.673682,121.773417,1.0,696.0,羅東分局,宜蘭縣羅東鎮開明里開羅街17號
TPA0270,宜蘭縣羅東鎮東安里陽明路13號,24.6754802,121.776179,1.0,233.0,羅東分局,宜蘭縣羅東鎮東安里陽明路13號
TPA0271,宜蘭縣羅東鎮大新里和平路75-1號,24.6762499,121.7720905,1.0,309.0,羅東分局,宜蘭縣羅東鎮大新里和平路75-1號
TPA0272,宜蘭縣羅東鎮新群里中山路一段137號,24.671865,121.7965838,1.0,2550.0,羅東分局,宜蘭縣羅東鎮新群里中山路一段137號
TPA0273,宜蘭縣羅東鎮南昌里站前南路87號,24.669386,121.774779,1.0,1374.0,羅東分局,宜蘭縣羅東鎮南昌里站前南路87號
TPA0275,宜蘭縣羅東鎮羅莊里康莊路100號,24.6715191,121.777044,1.0,872.0,羅東分局,宜蘭縣羅東鎮羅莊里康莊路100號
TPA0276,宜蘭縣羅東鎮東安里光榮路185號,24.6739851,121.77742,1.0,350.0,羅東分局,宜蘭縣羅東鎮東安里光榮路185號
TPA0277,宜蘭縣羅東鎮羅莊里天祥路42巷1號,24.669796,121.776631,1.0,2361.0,羅東分局,宜蘭縣羅東鎮羅莊里天祥路42巷1號
TPA0278,宜蘭縣羅東鎮羅莊里光榮路27號,24.668881,121.777337,1.0,246.0,羅東分局,宜蘭縣羅東鎮羅莊里光榮路27號
TPA0279,宜蘭縣羅東鎮東安里光榮路269號,24.6765329,121.7773285,1.0,2632.0,羅東分局,宜蘭縣羅東鎮東安里光榮路269號
TPA0280,宜蘭縣羅東鎮羅莊里光榮路45號,24.66926,121.7774929,1.0,766.0,羅東分局,宜蘭縣羅東鎮羅莊里光榮路45號
TPA0323,宜蘭縣羅東鎮大新里中正北路30號,24.6793771,121.7719571,1.0,1418.0,羅東分局,宜蘭縣羅東鎮大新里中正北路30號
TPA0345,宜蘭縣羅東鎮東安里光榮路491號,24.6811432,121.7776011,2.0,2150.0,羅東分局,宜蘭縣羅東鎮東安里光榮路491號
TPA0357,宜蘭縣羅東鎮東安里光榮路405巷2號,24.6801551,121.7773596,1.0,1054.0,羅東分局,宜蘭縣羅東鎮東安里光榮路405巷2號
TPA0360,宜蘭縣羅東鎮開明里民族路1號,24.6732595,121.7729122,1.0,4000.0,羅東分局,宜蘭縣羅東鎮開明里民族路1號
TPA0362,宜蘭縣羅東鎮南昌里中正南路160號,24.6718382,121.7715737,2.0,2581.0,羅東分局,宜蘭縣羅東鎮南昌里中正南路160號
TPA0367,宜蘭縣羅東鎮羅莊里站東路190號,24.6735188,121.7750845,4.0,8883.0,羅東分局,宜蘭縣羅東鎮羅莊里站東路190號
TPA0373,宜蘭縣羅東鎮南昌里博愛路22號,24.6699901,121.7735524,1.0,3927.0,羅東分局,宜蘭縣羅東鎮南昌里博愛路22號
TPA0381,宜蘭縣羅東鎮羅莊里羅莊街130巷1號,24.6679396,121.7840842,1.0,1432.0,羅東分局,宜蘭縣羅東鎮羅莊里羅莊街130巷1號
TPA0383,宜蘭縣羅東鎮東安里陽明路88號,24.6780619,121.7765891,1.0,484.0,羅東分局,宜蘭縣羅東鎮東安里陽明路88號
TPA0385,宜蘭縣羅東鎮南豪里和平路100號,24.6761478,121.7724419,1.0,518.0,羅東分局,宜蘭縣羅東鎮南豪里和平路100號
TPA0387,宜蘭縣羅東鎮大新里安平路31號,24.677069,121.7732534,1.0,755.0,羅東分局,宜蘭縣羅東鎮大新里安平路31號
TPA0391,宜蘭縣羅東鎮東安里陽明路13號,24.6754802,121.776179,1.0,157.0,羅東分局,宜蘭縣羅東鎮東安里陽明路13號
TPA0394,宜蘭縣羅東鎮大新里安平路26號,24.6771062,121.7731009,1.0,495.0,羅東分局,宜蘭縣羅東鎮大新里安平路26號
TPA0398,宜蘭縣羅東鎮羅莊里民族路1號,24.6732595,121.7729122,1.0,1272.0,羅東分局,宜蘭縣羅東鎮羅莊里民族路1號
TPA0399,宜蘭縣羅東鎮大新里安平路16號,24.6773287,121.7731343,2.0,1416.0,羅東分局,宜蘭縣羅東鎮大新里安平路16號
TPA0414,宜蘭縣羅東鎮東安里東宜一路33號,24.6762475,121.7793794,2.0,1729.0,羅東分局,宜蘭縣羅東鎮東安里東宜一路33號
TPA0415,宜蘭縣羅東鎮東安里禮運路58號,24.6806374,121.7753896,2.0,2756.0,羅東分局,宜蘭縣羅東鎮東安里禮運路58號
TPA0022,宜蘭縣五結鄉大吉村五結中路3段38號,24.703411,121.7825,0.0,132.0,羅東分局,宜蘭縣五結鄉大吉村五結中路3段38號
TPA0025,宜蘭縣五結鄉福興村陽明北路2號,24.6809183,121.776431,1.0,1620.0,羅東分局,宜蘭縣五結鄉福興村陽明北路2號
TPA0027,宜蘭縣五結鄉福興村五結路3段390號,24.6829286,121.7846856,1.0,85.0,羅東分局,宜蘭縣五結鄉福興村五結路3段390號
TPA0029,宜蘭縣五結鄉福興村五結路3段751號,24.6818339,121.7761998,1.0,206.0,羅東分局,宜蘭縣五結鄉福興村五結路3段751號
TPA0031,宜蘭縣五結鄉福興村協福路62號,24.674692,121.8093311,1.0,1017.0,羅東分局,宜蘭縣五結鄉福興村協福路62號
TPA0032,宜蘭縣五結鄉協和村公園三路35號,24.6780448,121.8112436,1.0,1162.0,羅東分局,宜蘭縣五結鄉協和村公園三路35號
TPA0033,宜蘭縣五結鄉協和村親河路2段132號,24.6735069,121.8089367,1.0,1132.0,羅東分局,宜蘭縣五結鄉協和村親河路2段132號
TPA0351,宜蘭縣五結鄉五結村國民中路20號,24.6939819,121.7939474,1.0,5362.0,羅東分局,宜蘭縣五結鄉五結村國民中路20號
TPA0364,宜蘭縣五結鄉協和村親河路58巷78號,24.6729574,121.8111852,1.0,1370.0,羅東分局,宜蘭縣五結鄉協和村親河路58巷78號
TPA0406,宜蘭縣五結鄉孝威村孝威南路19號,24.6806639,121.8106034,1.0,3506.0,羅東分局,宜蘭縣五結鄉孝威村孝威南路19號
TPA0408,宜蘭縣五結鄉五結村五結中路2段7號,24.6851467,121.7976477,1.0,1328.0,羅東分局,宜蘭縣五結鄉五結村五結中路2段7號
TPA0002,宜蘭縣五結鄉上四村中正路二段9號,24.6943129,121.7693394,1.0,283.0,羅東分局,宜蘭縣五結鄉上四村中正路二段9號
TPA0004,宜蘭縣五結鄉三興村五結中路3段507號,24.7032641,121.7780121,1.0,160.0,羅東分局,宜蘭縣五結鄉三興村五結中路3段507號
TPA0005,宜蘭縣五結鄉中興村中里路18號,24.6938034,121.77573,1.0,129.0,羅東分局,宜蘭縣五結鄉中興村中里路18號
TPA0008,宜蘭縣五結鄉鎮安村西河二路108號,24.7050944,121.7648704,1.0,44.0,羅東分局,宜蘭縣五結鄉鎮安村西河二路108號
TPA0009,宜蘭縣五結鄉上四村中正東路50號,24.698913,121.7708718,1.0,309.0,羅東分局,宜蘭縣五結鄉上四村中正東路50號
TPA0011,宜蘭縣五結鄉鎮安村二結路339號,24.7088235,121.7710303,1.0,620.0,羅東分局,宜蘭縣五結鄉鎮安村二結路339號
TPA0013,宜蘭縣五結鄉上四村中正西路41巷9號,24.7002989,121.7684953,1.0,3238.0,羅東分局,宜蘭縣五結鄉上四村中正西路41巷9號
TPA0014,宜蘭縣五結鄉二結村中正路3段21號,24.7082,121.770961,1.0,1013.0,羅東分局,宜蘭縣五結鄉二結村中正路3段21號
TPA0015,宜蘭縣五結鄉中興村台興路117號,24.698878,121.767828,1.0,3412.0,羅東分局,宜蘭縣五結鄉中興村台興路117號
TPA0016,宜蘭縣五結鄉中興村台興路99號,24.698283,121.767965,1.0,4170.0,羅東分局,宜蘭縣五結鄉中興村台興路99號
TPA0017,宜蘭縣五結鄉中興村中興路3段8號,24.692955,121.7743288,0.0,6158.0,羅東分局,宜蘭縣五結鄉中興村中興路3段8號
TPA0346,宜蘭縣五結鄉鎮安村西河一路7號,24.7029072,121.7677193,1.0,1438.0,羅東分局,宜蘭縣五結鄉鎮安村西河一路7號
TPA0363,宜蘭縣五結鄉四結村中正路一段172號,24.6908693,121.7703195,2.0,4812.0,羅東分局,宜蘭縣五結鄉四結村中正路一段172號
TPA0405,宜蘭縣五結鄉二結村中正路三段186號,24.7073328,121.7718421,1.0,625.0,羅東分局,宜蘭縣五結鄉二結村中正路三段186號
TPA0412,宜蘭縣五結鄉上四村中正路二段9號,24.6943129,121.7693394,1.0,284.0,羅東分局,宜蘭縣五結鄉上四村中正路二段9號
TPA0001,宜蘭縣五結鄉利澤村利澤西路3-26號,24.664925,121.819889,1.0,2869.0,羅東分局,宜蘭縣五結鄉利澤村利澤西路3-26號
TPA0023,宜蘭縣五結鄉利澤村親河路一段50號,24.6686669,121.8233666,1.0,1146.0,羅東分局,宜蘭縣五結鄉利澤村親河路一段50號
TPA0327,宜蘭縣五結鄉成興村五濱路1段136巷22號,24.663157,121.8290849,1.0,1706.0,羅東分局,宜蘭縣五結鄉成興村五濱路1段136巷22號
TPA0332,宜蘭縣五結鄉季新村清水一巷1弄13號,24.6824447,121.8335911,1.0,5881.0,羅東分局,宜蘭縣五結鄉季新村清水一巷1弄13號
TPA0333,宜蘭縣五結鄉季新村清水一巷7號,24.6824235,121.8333078,1.0,3282.0,羅東分局,宜蘭縣五結鄉季新村清水一巷7號
TPA0334,宜蘭縣五結鄉季新村清水一巷2弄72號,24.6827153,121.8335135,1.0,2156.0,羅東分局,宜蘭縣五結鄉季新村清水一巷2弄72號
TPA0335,宜蘭縣五結鄉清水一巷1弄8號,24.6824447,121.8335911,1.0,7134.0,羅東分局,宜蘭縣五結鄉清水一巷1弄8號
TPA0336,宜蘭縣五結鄉季新村清水一巷1弄1號,24.6824447,121.8335911,1.0,893.0,羅東分局,宜蘭縣五結鄉季新村清水一巷1弄1號
TPA0337,宜蘭縣五結鄉季新村清水一巷2弄16號,24.6827153,121.8335135,1.0,2544.0,羅東分局,宜蘭縣五結鄉季新村清水一巷2弄16號
TPA0338,宜蘭縣五結鄉季新村清水一巷10號,24.6826929,121.8332806,1.0,3288.0,羅東分局,宜蘭縣五結鄉季新村清水一巷10號
TPA0339,宜蘭縣五結鄉成興村五濱路一段136巷21號,24.6679441,121.829157,1.0,1706.0,羅東分局,宜蘭縣五結鄉成興村五濱路一段136巷21號
TPA0365,宜蘭縣五結鄉成興村利工二路75號,24.6555112,121.8363546,1.0,544.0,羅東分局,宜蘭縣五結鄉成興村利工二路75號
TPA0404,宜蘭縣五結鄉利澤村利成路二段388號,24.6659559,121.8230702,1.0,263.0,羅東分局,宜蘭縣五結鄉利澤村利成路二段388號
