行政區,電腦編號,村里別,地址,緯經度,地下樓層數,可容納人數,轄管分局,備註,placemark_address
信義區,WWA02018,三張里,臺北市信義區松智路35號,"25.029897,121.565503",2,"2526 ",信義分局,,臺北市信義區松智路35號
信義區,WWA01726,三張里,臺北市信義區莊敬路391巷1弄5號,"25.027892,121.565385",1,"242 ",信義分局,,臺北市信義區莊敬路391巷1弄5號
信義區,WWA01727,三張里,臺北市信義區莊敬路391巷1弄9號,"25.027933,121.565236",1,"213 ",信義分局,,臺北市信義區莊敬路391巷1弄9號
信義區,WWA01652,三張里,臺北市信義區莊敬路355號,"25.027864,121.564628",1,"73 ",信義分局,,臺北市信義區莊敬路355號
信義區,WWA01650,三張里,臺北市信義區莊敬路349號,"25.027909,121.564473",1,"262 ",信義分局,,臺北市信義區莊敬路349號
信義區,WWA01718,三張里,臺北市信義區莊敬路341巷4弄2號,"25.028151,121.564513",1,"264 ",信義分局,,臺北市信義區莊敬路341巷4弄2號
信義區,WWA01719,三張里,臺北市信義區莊敬路341巷4弄20號,"25.028037,121.564887",1,"168 ",信義分局,,臺北市信義區莊敬路341巷4弄20號
信義區,WWA02041,三張里,臺北市信義區松勤街92-96號,"25.031828,121.566252",1,"758 ",信義分局,,臺北市信義區松勤街92-96號
信義區,WWA01723,三張里,臺北市信義區莊敬路341巷4弄8-1號,"25.028099,121.564678",1,"285 ",信義分局,,臺北市信義區莊敬路341巷4弄8-1號
信義區,WWA01724,三張里,臺北市信義區莊敬路391巷1號,"25.028162,121.565672",1,"116 ",信義分局,,臺北市信義區莊敬路391巷1號
信義區,WWA01725,三張里,臺北市信義區莊敬路391巷5-1號,"25.028381,121.565624",1,"1213 ",信義分局,,臺北市信義區莊敬路391巷5-1號
信義區,WWA02208,三張里,臺北市信義區松平路78號,"25.030348,121.566298",1,"145 ",信義分局,,臺北市信義區松平路78號
信義區,WWA01713,三張里,臺北市信義區莊敬路325巷56號,"25.028931,121.564859",1,"1276 ",信義分局,,臺北市信義區莊敬路325巷56號
信義區,WWA01709,三張里,臺北市信義區莊敬路325巷4號,"25.028203,121.563935",1,"470 ",信義分局,,臺北市信義區莊敬路325巷4號
信義區,WWA01653,三張里,臺北市信義區莊敬路358號,"25.027698,121.564404",1,"282 ",信義分局,,臺北市信義區莊敬路358號
信義區,WWA01651,三張里,臺北市信義區莊敬路350號,"25.02775,121.564223",1,"282 ",信義分局,,臺北市信義區莊敬路350號
信義區,WWA01707,三張里,臺北市信義區莊敬路325巷28號,"25.028383,121.56415",1,"262 ",信義分局,,臺北市信義區莊敬路325巷28號
信義區,WWA01647,三張里,臺北市信義區莊敬路334號,"25.027857,121.563774",1,"272 ",信義分局,,臺北市信義區莊敬路334號
信義區,WWA01649,三張里,臺北市信義區莊敬路342號,"25.027802,121.564044",1,"304 ",信義分局,,臺北市信義區莊敬路342號
信義區,WWA00512,三張里,臺北市信義區吳興街269巷1弄19號,"25.027522,121.563999",1,"236 ",信義分局,,臺北市信義區吳興街269巷1弄19號
信義區,WWA00399,三張里,臺北市信義區吳興街231號,"25.027621,121.563354",1,"629 ",信義分局,,臺北市信義區吳興街231號
信義區,WWA00514,三張里,臺北市信義區吳興街269巷1弄26號,"25.027564,121.563749",1,"209 ",信義分局,,臺北市信義區吳興街269巷1弄26號
信義區,WWA01645,三張里,臺北市信義區莊敬路331號,"25.028077,121.563889",1,"154 ",信義分局,,臺北市信義區莊敬路331號
信義區,WWA01646,三張里,臺北市信義區莊敬路333號,"25.028019,121.564091",1,"185 ",信義分局,,臺北市信義區莊敬路333號
信義區,WWA01711,三張里,臺北市信義區莊敬路325巷44號,"25.028634,121.564459",1,"313 ",信義分局,,臺北市信義區莊敬路325巷44號
信義區,WWA01714,三張里,臺北市信義區莊敬路341巷1號,"25.02814,121.564284",1,"249 ",信義分局,,臺北市信義區莊敬路341巷1號
信義區,WWA01715,三張里,臺北市信義區莊敬路341巷12號,"25.028345,121.564819",1,"289 ",信義分局,,臺北市信義區莊敬路341巷12號
信義區,WWA01716,三張里,臺北市信義區莊敬路341巷13號,"25.028352,121.564563",1,"1346 ",信義分局,,臺北市信義區莊敬路341巷13號
信義區,WWA01717,三張里,臺北市信義區莊敬路341巷9號,"25.028244,121.564419",1,"52 ",信義分局,,臺北市信義區莊敬路341巷9號
信義區,WWA01648,三張里,臺北市信義區莊敬路337號,"25.027999,121.564156",1,"214 ",信義分局,,臺北市信義區莊敬路337號
信義區,WWA02328,三張里,臺北市信義區松仁路136號,"25.032188,121.567927",1,"1400 ",信義分局,,臺北市信義區松仁路136號
信義區,WWA00619,三張里,臺北市信義區松仁路226號,"25.026015,121.56859",1,"24 ",信義分局,,臺北市信義區松仁路226號
信義區,WWA01734,三張里,臺北市信義區莊敬路423巷8弄1號,"25.028447,121.567359",1,"1872 ",信義分局,,臺北市信義區莊敬路423巷8弄1號
信義區,WWA01735,三張里,臺北市信義區莊敬路423巷8弄1號,"25.028447,121.567359",1,"1658 ",信義分局,,臺北市信義區莊敬路423巷8弄1號
信義區,WWA01736,三張里,臺北市信義區莊敬路423巷8弄1號,"25.028447,121.567359",1,"674 ",信義分局,,臺北市信義區莊敬路423巷8弄1號
信義區,WWA01737,三張里,臺北市信義區莊敬路423巷8弄1號,"25.028447,121.567359",1,"758 ",信義分局,,臺北市信義區莊敬路423巷8弄1號
信義區,WWA02156,三張里,臺北市信義區松平路81號,"25.030581,121.566823",1、2、3,"19786 ",信義分局,,臺北市信義區松平路81號
信義區,WWA02156,三張里,臺北市信義區松平路81號,"25.030581,121.566823",1、2、3,"21286 ",信義分局,,臺北市信義區松平路81號
信義區,WWA02156,三張里,臺北市信義區松平路81號,"25.030581,121.566823",1、2、3,"890 ",信義分局,,臺北市信義區松平路81號
信義區,WWA02177,三張里,臺北市信義區莊敬路423巷7弄2號,"25.028686,121.566238",1,"6494 ",信義分局,,臺北市信義區莊敬路423巷7弄2號
信義區,WWA01364,三犁里,臺北市信義區信義路五段150巷22弄35號,"25.027473,121.570446",1,"141 ",信義分局,,臺北市信義區信義路五段150巷22弄35號
信義區,WWA01366,三犁里,臺北市信義區信義路五段150巷22弄39號,"25.027456,121.570598",1,"169 ",信義分局,,臺北市信義區信義路五段150巷22弄39號
信義區,WWA01355,三犁里,臺北市信義區信義路五段150巷22弄10號,"25.027403,121.569813",1,"132 ",信義分局,,臺北市信義區信義路五段150巷22弄10號
信義區,WWA01356,三犁里,臺北市信義區信義路五段150巷22弄2號,"25.027231,121.569571",1,"116 ",信義分局,,臺北市信義區信義路五段150巷22弄2號
信義區,WWA01354,三犁里,臺北市信義區信義路五段150巷22弄1號,"25.02717,121.569683",1,"270 ",信義分局,,臺北市信義區信義路五段150巷22弄1號
信義區,WWA01368,三犁里,臺北市信義區信義路五段150巷22弄7號,"25.027286,121.569928",1,"516 ",信義分局,,臺北市信義區信義路五段150巷22弄7號
信義區,WWA01371,三犁里,臺北市信義區信義路五段150巷342弄17-1號,"25.026809,121.570387",1,"725 ",信義分局,,臺北市信義區信義路五段150巷342弄17-1號
信義區,WWA01374,三犁里,臺北市信義區信義路五段150巷342弄31-1號,"25.02643,121.571068",1,"692 ",信義分局,,臺北市信義區信義路五段150巷342弄31-1號
信義區,WWA02044,三犁里,臺北市信義區松勤街150號,"25.031814,121.569506",1,"2085 ",信義分局,,臺北市信義區松勤街150號
信義區,WWA01998,三犁里,臺北市信義區信義路五段150巷8號,"25.027899,121.570781",6,"3628 ",信義分局,,臺北市信義區信義路五段150巷8號
信義區,WWA02032,三犁里,臺北市信義區松勤街142號,"25.03182,121.569239",2,"2052 ",信義分局,,臺北市信義區松勤街142號
信義區,WWA02217,三犁里,臺北市信義區信義路五段150巷316號,"25.02691,121.569603",1,"1069 ",信義分局,,臺北市信義區信義路五段150巷316號
信義區,WWA02222,三犁里,臺北市信義區信義路五段150巷330號,"25.026533,121.570156",1,"1358 ",信義分局,,臺北市信義區信義路五段150巷330號
信義區,WWA01340,三犁里,臺北市信義區信義路五段150巷288號,"25.027495,121.569089",1,"298 ",信義分局,,臺北市信義區信義路五段150巷288號
信義區,WWA02077,三犁里,臺北市信義區松仁路153巷5號,"25.029506,121.568972",2,"1628 ",信義分局,,臺北市信義區松仁路153巷5號
信義區,WWA01338,三犁里,臺北市信義區信義路五段150巷18號,"25.028006,121.568993",1,"777 ",信義分局,,臺北市信義區信義路五段150巷18號
信義區,WWA01339,三犁里,臺北市信義區信義路五段150巷2號,"25.02816,121.570922",5,"6394 ",信義分局,,臺北市信義區信義路五段150巷2號
信義區,WWA01109,三犁里,臺北市信義區松仁路153巷6號,"25.02957,121.569346",2,"4014 ",信義分局,,臺北市信義區松仁路153巷6號
信義區,WWA01110,三犁里,臺北市信義區松平路126號,"25.030265,121.568974",3,"5041 ",信義分局,,臺北市信義區松平路126號
信義區,WWA01108,三犁里,臺北市信義區松仁路155號,"25.028594,121.568659",3,"1664 ",信義分局,,臺北市信義區松仁路155號
信義區,WWA01351,三犁里,臺北市信義區信義路五段150巷14弄1號,"25.028631,121.56907",1,"262 ",信義分局,,臺北市信義區信義路五段150巷14弄1號
信義區,WWA02100,三犁里,臺北市信義區信義路五段150巷14弄3號,"25.028589,121.569187",2,"2565 ",信義分局,,臺北市信義區信義路五段150巷14弄3號
信義區,WWA02133,三犁里,臺北市信義區松仁路151號之1,"25.030282,121.569222",1,"812 ",信義分局,,臺北市信義區松仁路151號之1
信義區,WWA02139,三犁里,臺北市信義區信義路五段122號,"25.032578,121.568527",4,"5389 ",信義分局,,臺北市信義區信義路五段122號
信義區,WWA02207,三犁里,臺北市信義區松仁路153號,"25.029252,121.568667",2,"2217 ",信義分局,,臺北市信義區松仁路153號
信義區,WWA02006,三犁里,臺北市信義區信義路五段180號,"25.033073,121.574299",1、2,"2212 ",信義分局,,臺北市信義區信義路五段180號
信義區,WWA02027,三犁里,臺北市信義區松德路309號,"25.03048,121.574884",1,"4441 ",信義分局,,臺北市信義區松德路309號
信義區,WWA01151,三犁里,臺北市信義區松德路300號,"25.032028,121.574301",2,"11104 ",信義分局,,臺北市信義區松德路300號
信義區,WWA00981,大仁里,臺北市信義區林口街10巷1號,"25.037033,121.579556",1,"508 ",信義分局,,臺北市信義區林口街10巷1號
信義區,WWA00982,大仁里,臺北市信義區林口街10巷2號,"25.036887,121.579472",1,"145 ",信義分局,,臺北市信義區林口街10巷2號
信義區,WWA02335,大仁里,臺北市信義區大道路108號,"25.040020765728972,121.5828766975999",1,"5885 ",信義分局,,臺北市信義區大道路108號
信義區,WWA01864,大仁里,臺北市信義區福德街198號,"25.038285,121.584429",1,"316 ",信義分局,,臺北市信義區福德街198號
信義區,WWA00005,大道里,臺北市信義區大道路70號,"25.040883,121.582348",1,"105 ",信義分局,,臺北市信義區大道路70號
信義區,WWA00973,大道里,臺北市信義區林口街164號,"25.040253,121.580663",1,"341 ",信義分局,,臺北市信義區林口街164號
信義區,WWA00974,大道里,臺北市信義區林口街164-1號,"25.040215,121.580633",1,"68 ",信義分局,,臺北市信義區林口街164-1號
信義區,WWA00983,大道里,臺北市信義區林口街149巷1號,"25.040562,121.581562",1,"70 ",信義分局,,臺北市信義區林口街149巷1號
信義區,WWA01897,大道里,臺北市信義區大道路42巷1號,"25.041367,121.581869",1,"146 ",信義分局,,臺北市信義區大道路42巷1號
信義區,WWA00969,大道里,臺北市信義區林口街124號,"25.040002,121.580631",1,"141 ",信義分局,,臺北市信義區林口街124號
信義區,WWA01891,大道里,臺北市信義區大道路72號,"25.040838,121.582368",1,"109 ",信義分局,,臺北市信義區大道路72號
信義區,WWA00007,大道里,臺北市信義區大道路76號,"25.040704,121.582431",1,"386 ",信義分局,,臺北市信義區大道路76號
信義區,WWA01896,大道里,臺北市信義區大道路58巷5號,"25.040979,121.582008",1,"152 ",信義分局,,臺北市信義區大道路58巷5號
信義區,WWA00971,大道里,臺北市信義區林口街130號,"25.040085,121.580851",1,"185 ",信義分局,,臺北市信義區林口街130號
信義區,WWA00972,大道里,臺北市信義區林口街138號,"25.040195,121.581135",1,"166 ",信義分局,,臺北市信義區林口街138號
信義區,WWA01895,大道里,臺北市信義區大道路58巷2號,"25.041146,121.582029",1,"134 ",信義分局,,臺北市信義區大道路58巷2號
信義區,WWA00975,大道里,臺北市信義區林口街190號,"25.041051,121.580918",1,"278 ",信義分局,,臺北市信義區林口街190號
信義區,WWA00984,大道里,臺北市信義區林口街149巷19號,"25.040975,121.581355",1,"196 ",信義分局,,臺北市信義區林口街149巷19號
信義區,WWA01900,大道里,臺北市信義區大道路28巷5號,"25.041649,121.581556",1,"77 ",信義分局,,臺北市信義區大道路28巷5號
信義區,WWA00009,大道里,臺北市信義區大道路8號,"25.042361,121.581521",1,"242 ",信義分局,,臺北市信義區大道路8號
信義區,WWA01901,大道里,臺北市信義區大道路28巷10號,"25.04174,121.581418",1,"89 ",信義分局,,臺北市信義區大道路28巷10號
信義區,WWA00976,大道里,臺北市信義區林口街210號,"25.041829,121.581111",1,"473 ",信義分局,,臺北市信義區林口街210號
信義區,WWA00861,大道里,臺北市信義區忠孝東路五段776號,"25.043337,121.58152",1,"656 ",信義分局,,臺北市信義區忠孝東路五段776號
信義區,WWA00037,大道里,臺北市信義區中坡南路22巷2號,"25.043299,121.582616",1,"93 ",信義分局,,臺北市信義區中坡南路22巷2號
信義區,WWA00038,大道里,臺北市信義區中坡南路22巷6號,"25.043256,121.582471",1,"324 ",信義分局,,臺北市信義區中坡南路22巷6號
信義區,WWA00860,大道里,臺北市信義區忠孝東路五段762-1號,"25.042947,121.581357",1,"906 ",信義分局,,臺北市信義區忠孝東路五段762-1號
信義區,WWA00031,大道里,臺北市信義區中坡南路12巷10號,"25.043448,121.582035",1,"1026 ",信義分局,,臺北市信義區中坡南路12巷10號
信義區,WWA02178,大道里,臺北市信義區忠孝東路五段800號,"25.043807,121.582085",1,"1057 ",信義分局,,臺北市信義區忠孝東路五段800號
信義區,WWA00905,大道里,臺北市信義區忠孝東路五段790巷17號,"25.042826,121.582355",1,"165 ",信義分局,,臺北市信義區忠孝東路五段790巷17號
信義區,WWA00910,大道里,臺北市信義區忠孝東路五段790巷23弄14號,"25.042953,121.582758",1,"540 ",信義分局,,臺北市信義區忠孝東路五段790巷23弄14號
信義區,WWA00911,大道里,臺北市信義區忠孝東路五段790巷23弄5號,"25.042829,121.582578",1,"1642 ",信義分局,,臺北市信義區忠孝東路五段790巷23弄5號
信義區,WWA00912,大道里,臺北市信義區忠孝東路五段790巷24弄1號,"25.042255,121.582657",1,"340 ",信義分局,,臺北市信義區忠孝東路五段790巷24弄1號
信義區,WWA00036,大道里,臺北市信義區中坡南路22巷11號,"25.043019,121.582324",1,"88 ",信義分局,,臺北市信義區中坡南路22巷11號
信義區,WWA00014,大道里,臺北市信義區大道路49巷5號,"25.041837,121.582449",1,"225 ",信義分局,,臺北市信義區大道路49巷5號
信義區,WWA02279,大道里,臺北市信義區中坡南路22巷7號,"25.043071,121.582466",1,"397 ",信義分局,,臺北市信義區中坡南路22巷7號
信義區,WWA00013,大道里,臺北市信義區大道路49巷2號,"25.041649,121.582406",1,"58 ",信義分局,,臺北市信義區大道路49巷2號
信義區,WWA00913,大道里,臺北市信義區忠孝東路五段790巷30弄1號,"25.041929,121.582888",1,"205 ",信義分局,,臺北市信義區忠孝東路五段790巷30弄1號
信義區,WWA00012,大道里,臺北市信義區大道路49巷10號,"25.041768,121.582634",1,"364 ",信義分局,,臺北市信義區大道路49巷10號
信義區,WWA00006,大道里,臺北市信義區大道路71號,"25.041032,121.582487",1,"126 ",信義分局,,臺北市信義區大道路71號
信義區,WWA00015,大道里,臺北市信義區大道路65巷10號,"25.041297,121.582869",1,"190 ",信義分局,,臺北市信義區大道路65巷10號
信義區,WWA00985,大道里,臺北市信義區林口街80巷47號,"25.039835,121.580849",1,"85 ",信義分局,,臺北市信義區林口街80巷47號
信義區,WWA00986,大道里,臺北市信義區林口街80巷49號,"25.03986,121.580916",1,"202 ",信義分局,,臺北市信義區林口街80巷49號
信義區,WWA00987,大道里,臺北市信義區林口街80巷73號,"25.040054,121.58144",1,"165 ",信義分局,,臺北市信義區林口街80巷73號
信義區,WWA00008,大道里,臺北市信義區大道路79號,"25.040758,121.582614",1,"177 ",信義分局,,臺北市信義區大道路79號
信義區,WWA00909,大道里,臺北市信義區忠孝東路五段790巷53號,"25.041402,121.583119",1,"66 ",信義分局,,臺北市信義區忠孝東路五段790巷53號
信義區,WWA00027,大道里,臺北市信義區中坡南路58號,"25.041961,121.584594",1,"150 ",信義分局,,臺北市信義區中坡南路58號
信義區,WWA00028,大道里,臺北市信義區中坡南路66號,"25.041775,121.584918",1,"292 ",信義分局,,臺北市信義區中坡南路66號
信義區,WWA02157,大道里,臺北市信義區林口街80巷83號,"25.040233,121.581866",1,"576 ",信義分局,,臺北市信義區林口街80巷83號
信義區,WWA02312,大道里,臺北市信義區忠孝東路五段790巷57弄1號,"25.040903,121.583678",1、2,"124 ",信義分局,,臺北市信義區忠孝東路五段790巷57弄1號
信義區,WWA00906,大道里,臺北市信義區忠孝東路五段790巷27號,"25.042622,121.583481",1,"468 ",信義分局,,臺北市信義區忠孝東路五段790巷27號
信義區,WWA00907,大道里,臺北市信義區忠孝東路五段790巷27號,"25.042622,121.583481",1,"796 ",信義分局,,臺北市信義區忠孝東路五段790巷27號
信義區,WWA00908,大道里,臺北市信義區忠孝東路五段790巷27號,"25.042622,121.583481",1,"949 ",信義分局,,臺北市信義區忠孝東路五段790巷27號
信義區,WWA00021,中行里,臺北市信義區中坡南路217號,"25.041035,121.585313",1,"322 ",信義分局,,臺北市信義區中坡南路217號
信義區,WWA00034,中行里,臺北市信義區中坡南路215巷14號,"25.041031,121.585904",1,"92 ",信義分局,,臺北市信義區中坡南路215巷14號
信義區,WWA00035,中行里,臺北市信義區中坡南路215巷18號,"25.04108,121.586098",1,"300 ",信義分局,,臺北市信義區中坡南路215巷18號
信義區,WWA00033,中行里,臺北市信義區中坡南路215巷1號,"25.041091,121.585494",1,"1141 ",信義分局,,臺北市信義區中坡南路215巷1號
信義區,WWA00032,中行里,臺北市信義區中坡南路201巷2號,"25.041525,121.585749",1,"657 ",信義分局,,臺北市信義區中坡南路201巷2號
信義區,WWA01971,中行里,臺北市信義區福德街300巷48-1號,"25.041139,121.586493",1,"168 ",信義分局,,臺北市信義區福德街300巷48-1號
信義區,WWA01981,中行里,臺北市信義區福德街300巷53弄1號,"25.041474,121.586247",1,"425 ",信義分局,,臺北市信義區福德街300巷53弄1號
信義區,WWA01980,中行里,臺北市信義區福德街300巷53弄1號,"25.041474,121.586247",1,"261 ",信義分局,,臺北市信義區福德街300巷53弄1號
信義區,WWA01969,中行里,臺北市信義區福德街300巷42號,"25.040772,121.58662",1,"41 ",信義分局,,臺北市信義區福德街300巷42號
信義區,WWA01976,中行里,臺北市信義區福德街300巷43弄4號,"25.040823,121.586224",1,"88 ",信義分局,,臺北市信義區福德街300巷43弄4號
信義區,WWA01874,中行里,臺北市信義區福德街252號,"25.038789,121.585413",1,"344 ",信義分局,,臺北市信義區福德街252號
信義區,WWA01871,中行里,臺北市信義區福德街239號,"25.038634,121.585499",1,"146 ",信義分局,,臺北市信義區福德街239號
信義區,WWA01921,中行里,臺北市信義區福德街221巷3弄25號,"25.038473,121.585966",1,"97 ",信義分局,,臺北市信義區福德街221巷3弄25號
信義區,WWA01926,中行里,臺北市信義區福德街251巷2號,"25.03835,121.586115",1,"137 ",信義分局,,臺北市信義區福德街251巷2號
信義區,WWA01879,中行里,臺北市信義區福德街270號,"25.038947,121.586089",1,"372 ",信義分局,,臺北市信義區福德街270號
信義區,WWA01973,中行里,臺北市信義區福德街300巷9號,"25.039667,121.58687",1,"141 ",信義分局,,臺北市信義區福德街300巷9號
信義區,WWA01925,中行里,臺北市信義區福德街251巷1號,"25.037655,121.586506",2,"382 ",信義分局,,臺北市信義區福德街251巷1號
信義區,WWA01880,中行里,臺北市信義區福德街278號,"25.039027,121.586372",1,"149 ",信義分局,,臺北市信義區福德街278號
信義區,WWA01881,中行里,臺北市信義區福德街282號,"25.039059,121.586487",1,"110 ",信義分局,,臺北市信義區福德街282號
信義區,WWA01883,中行里,臺北市信義區福德街298號,"25.039207,121.586983",1,"192 ",信義分局,,臺北市信義區福德街298號
信義區,WWA01955,中行里,臺北市信義區福德街268巷4弄24號,"25.039439,121.586719",1,"220 ",信義分局,,臺北市信義區福德街268巷4弄24號
信義區,WWA01884,中行里,臺北市信義區福德街302號,"25.039256,121.587166",1,"140 ",信義分局,,臺北市信義區福德街302號
信義區,WWA01958,中行里,臺北市信義區福德街268巷4弄8號,"25.039315,121.586243",1,"66 ",信義分局,,臺北市信義區福德街268巷4弄8號
信義區,WWA01965,中行里,臺北市信義區福德街300巷13號,"25.039795,121.586817",1,"128 ",信義分局,,臺北市信義區福德街300巷13號
信義區,WWA01967,中行里,臺北市信義區福德街300巷3號,"25.039411,121.586946",1,"94 ",信義分局,,臺北市信義區福德街300巷3號
信義區,WWA02143,中行里,臺北市信義區福德街221巷194號,"25.033581,121.58812",1,"108 ",信義分局,,臺北市信義區福德街221巷194號
信義區,WWA02256,中行里,臺北市信義區福德街251巷7弄38號,"25.038295,121.587782",1、2,"249 ",信義分局,,臺北市信義區福德街251巷7弄38號
信義區,WWA00029,中行里,臺北市信義區中坡南路84號,"25.041311,121.585218",1,"272 ",信義分局,,臺北市信義區中坡南路84號
信義區,WWA00030,中行里,臺北市信義區中坡南路96號,"25.040949,121.585018",1,"762 ",信義分局,,臺北市信義區中坡南路96號
信義區,WWA00039,中行里,臺北市信義區中坡南路98巷9號,"25.041464,121.584542",2,"468 ",信義分局,,臺北市信義區中坡南路98巷9號
信義區,WWA00916,中行里,臺北市信義區忠孝東路五段790巷59弄19號,"25.040694,121.584295",1,"164 ",信義分局,,臺北市信義區忠孝東路五段790巷59弄19號
信義區,WWA00020,中行里,臺北市信義區中坡南路150號,"25.040063,121.584425",1,"362 ",信義分局,,臺北市信義區中坡南路150號
信義區,WWA01961,中行里,臺北市信義區福德街268巷5弄26號,"25.03912,121.585076",1,"64 ",信義分局,,臺北市信義區福德街268巷5弄26號
信義區,WWA00022,中行里,臺北市信義區中坡南路233號,"25.040469,121.584988",1,"198 ",信義分局,,臺北市信義區中坡南路233號
信義區,WWA00023,中行里,臺北市信義區中坡南路239號,"25.040272,121.584877",1,"282 ",信義分局,,臺北市信義區中坡南路239號
信義區,WWA00024,中行里,臺北市信義區中坡南路249-1號,"25.039833,121.584625",1,"70 ",信義分局,,臺北市信義區中坡南路249-1號
信義區,WWA02046,中行里,臺北市信義區福德街268巷29弄1號,"25.040113,121.585404",1,"778 ",信義分局,,臺北市信義區福德街268巷29弄1號
信義區,WWA01945,中行里,臺北市信義區福德街268巷29弄6號,"25.039918,121.585203",1,"258 ",信義分局,,臺北市信義區福德街268巷29弄6號
信義區,WWA01946,中行里,臺北市信義區福德街268巷29弄9號,"25.040025,121.585114",1,"74 ",信義分局,,臺北市信義區福德街268巷29弄9號
信義區,WWA01924,中行里,臺北市信義區福德街232巷16弄3號,"25.039456,121.584682",1,"104 ",信義分局,,臺北市信義區福德街232巷16弄3號
信義區,WWA02102,中行里,臺北市信義區福德街268巷35號,"25.040244,121.585466",1,"318 ",信義分局,,臺北市信義區福德街268巷35號
信義區,WWA01963,中行里,臺北市信義區福德街268巷7弄2號,"25.039712,121.585491",1,"153 ",信義分局,,臺北市信義區福德街268巷7弄2號
信義區,WWA01964,中行里,臺北市信義區福德街268巷7弄21號,"25.039396,121.585026",1,"97 ",信義分局,,臺北市信義區福德街268巷7弄21號
信義區,WWA01957,中行里,臺北市信義區福德街268巷4弄5號,"25.039432,121.586111",1,"96 ",信義分局,,臺北市信義區福德街268巷4弄5號
信義區,WWA01933,中行里,臺北市信義區福德街268巷34-1號,"25.040384,121.585569",1,"121 ",信義分局,,臺北市信義區福德街268巷34-1號
