建築物名稱,縣(市),鄉鎮市區,村里別,地址,"避難 樓層","防空避難 設備面積(平方公尺)",是否兼作停車空間,"容量 （自動計算）",轄管分局,緯經度,備註
民宅公寓,苗栗縣,苗栗市,北苗里,苗栗縣苗栗市北安街211號,1.0,25,,27.0,苗栗分局,"24.566105274281448, 120.8166928517256",
民宅公寓,苗栗縣,苗栗市,北苗里,苗栗縣苗栗市北安街224號,1.0,17,,18.0,苗栗分局,"24.566222131799638, 120.81716562288968",
民宅公寓,苗栗縣,苗栗市,北苗里,苗栗縣苗栗市華民路60號,1.0,22,,24.0,苗栗分局,"24.564827491772405, 120.81686745172553",
民宅公寓,苗栗縣,苗栗市,北苗里,苗栗縣苗栗市英才路46號,1.0,30,,33.0,苗栗分局,"24.566950309573414, 120.82121645458467",
民宅公寓,苗栗縣,苗栗市,北苗里,苗栗縣苗栗市英才路50號,1.0,18,,20.0,苗栗分局,"24.56692696379572, 120.82117859691303",
民宅公寓,苗栗縣,苗栗市,北苗里,苗栗縣苗栗市英才路64號,1.0,19,,21.0,苗栗分局,"24.567228748176166, 120.82119213924148",
民宅公寓,苗栗縣,苗栗市,北苗里,苗栗縣苗栗市英才路46號,1.0,18,,20.0,苗栗分局,"24.56692560361739, 120.8210622363819",
民宅公寓,苗栗縣,苗栗市,北苗里,苗栗縣苗栗市自治路181巷10號,1.0,27,,30.0,苗栗分局,"24.566048101256875, 120.81725508056157",
民宅公寓,苗栗縣,苗栗市,北苗里,苗栗縣苗栗市自治路181巷12號,1.0,30,,33.0,苗栗分局,"24.566449589119514, 120.81759579775668",
民宅公寓,苗栗縣,苗栗市,北苗里,苗栗縣苗栗市自治路181巷32號,1.0,32,,35.0,苗栗分局,"24.56572299030792, 120.81728189775656",
民宅公寓,苗栗縣,苗栗市,北苗里,苗栗縣苗栗市自治路181巷34號,1.0,30,,33.0,苗栗分局,"24.56565740174361, 120.8171435517255",
民宅公寓,苗栗縣,苗栗市,北苗里,苗栗縣苗栗市自治路181巷36號,1.0,30,,33.0,苗栗分局,"24.565692763560953, 120.81717256706922",
民宅公寓,苗栗縣,苗栗市,北苗里,苗栗縣苗栗市自治路181巷68號,1.0,19,,21.0,苗栗分局,"24.56498337594174, 120.81687680939744",
民宅公寓,苗栗縣,苗栗市,北苗里,苗栗縣苗栗市自治路181巷52號,1.0,23,,25.0,苗栗分局,"24.56538017966675, 120.81705860939731",
民宅公寓,苗栗縣,苗栗市,北苗里,苗栗縣苗栗市自治路181巷72號,1.0,14,,15.0,苗栗分局,"24.56471593591747, 120.81676680754586",
民宅公寓,苗栗縣,苗栗市,北苗里,苗栗縣苗栗市北安街161號,1.0,23,,25.0,苗栗分局,"24.564822598221173, 120.81640743823326",
民宅公寓,苗栗縣,苗栗市,北苗里,苗栗縣苗栗市北安街191巷5號,1.0,24,,26.0,苗栗分局,"24.565259475533146, 120.8158741382333",
民宅公寓,苗栗縣,苗栗市,北苗里,苗栗縣苗栗市北安街186號,1.0,17,,18.0,苗栗分局,"24.565339102140324, 120.81684676706924",
民宅公寓,苗栗縣,苗栗市,北苗里,苗栗縣苗栗市北安街216號,1.0,30,,33.0,苗栗分局,"24.565993401325045, 120.81722128241297",
住宅大樓,苗栗縣,苗栗市,北苗里,苗栗縣苗栗市站後南路33號35號,2.0,133,,147.0,苗栗分局,"24.568716190437602, 120.81965349405374",
住宅大樓,苗栗縣,苗栗市,北苗里,苗栗縣苗栗市北安街200號,1.0,147,,163.0,苗栗分局,"24.565345102132827, 120.8168929824129",
民宅公寓,苗栗縣,苗栗市,北苗里,苗栗縣苗栗市五權街27號,1.0,19,,21.0,苗栗分局,"24.56610360118769, 120.82132305172564",
民宅公寓,苗栗縣,苗栗市,北苗里,苗栗縣苗栗市五權街29號,1.0,12,,13.0,苗栗分局,"24.566162147286907, 120.82133378056163",
民宅公寓,苗栗縣,苗栗市,北苗里,苗栗縣苗栗市五權街31號,1.0,10,,11.0,苗栗分局,"24.566113358872798, 120.82139815357718",
民宅公寓,苗栗縣,苗栗市,北苗里,苗栗縣苗栗市五權街33號,1.0,17,,18.0,苗栗分局,"24.566093843501825, 120.82140888241311",
民宅公寓,苗栗縣,苗栗市,北苗里,苗栗縣苗栗市五權街35號,1.0,28,,31.0,苗栗分局,"24.566220693358783, 120.82139815357718",
民宅公寓,苗栗縣,苗栗市,北苗里,苗栗縣苗栗市北安街188號,1.0,23,,25.0,苗栗分局,"24.565585763760954, 120.81698343823327",
民宅公寓,苗栗縣,苗栗市,北苗里,苗栗縣苗栗市站後南路19巷4號,1.0,26,,28.0,苗栗分局,"24.568791542781668, 120.82000813823352",
民宅公寓,苗栗縣,苗栗市,北苗里,苗栗縣苗栗市英才路212號,1.0,18,,20.0,苗栗分局,"24.57093686588438, 120.82087702288982",
民宅公寓,苗栗縣,苗栗市,北苗里,苗栗縣苗栗市嘉慶103號,1.0,27,,30.0,苗栗分局,"24.57090709897643, 120.8210135064336",
民宅公寓,苗栗縣,苗栗市,北苗里,苗栗縣苗栗市自治路10號,1.0,12,,13.0,苗栗分局,"24.56525389107511, 120.82137126521776",
民宅公寓,苗栗縣,苗栗市,北苗里,苗栗縣苗栗市自治路2巷14號,1.0,24,,26.0,苗栗分局,"24.565447259754755, 120.8220510265925",
民宅公寓,苗栗縣,苗栗市,北苗里,苗栗縣苗栗市自治路6號,1.0,14,,15.0,苗栗分局,"24.565310706509923, 120.82145788241289",
民宅公寓,苗栗縣,苗栗市,北苗里,苗栗縣苗栗市信泰3-1號,1.0,27,,30.0,苗栗分局,"24.567158321818926, 120.82163852474115",
住宅大樓,苗栗縣,苗栗市,北苗里,苗栗縣苗栗市站前1號,2.0,1489,,1654.0,苗栗分局,"24.569678520713403, 120.8233308400849",
民宅公寓,苗栗縣,苗栗市,北苗里,苗栗縣苗栗市嘉新里16鄰福樂1-1號,1.0,30,,33.0,苗栗分局,"24.5753890454352, 120.82966455172578",
民宅公寓,苗栗縣,苗栗市,北苗里,苗栗縣苗栗市嘉盛210號,1.0,25,,27.0,苗栗分局,"24.577732685316228, 120.82996435813949",
民宅公寓,苗栗縣,苗栗市,北苗里,苗栗縣苗栗市福星50號,1.0,12,,13.0,苗栗分局,"24.571553041872164, 120.82557766439706",
民宅公寓,苗栗縣,苗栗市,北苗里,苗栗縣苗栗市福星49號,1.0,12,,13.0,苗栗分局,"24.5812098713353, 120.82542002675027",
民宅公寓,苗栗縣,苗栗市,北苗里,苗栗縣苗栗市福星46號,1.0,14,,15.0,苗栗分局,"24.58119804815257, 120.82543612151494",
民宅公寓,苗栗縣,苗栗市,嘉盛里,苗栗縣苗栗市為公路1418號,1.0,30,,33.0,苗栗分局,"24.574784296081774, 120.84153552511624",
民宅公寓,苗栗縣,苗栗市,嘉盛里,苗栗縣苗栗市為公路420號,1.0,30,,33.0,苗栗分局,"24.572382993840822, 120.83279071124913",
民宅公寓,苗栗縣,苗栗市,嘉盛里,苗栗市嘉盛里11鄰嘉盛街56巷5號,1.0,"27 ",,30.0,苗栗分局,"24.573703935734912, 120.83277107500744",
民宅公寓,苗栗縣,苗栗市,嘉盛里,苗栗縣苗栗市嘉盛125-1號,1.0,16,,17.0,苗栗分局,"24.575385488461237, 120.83280395172575",
民宅公寓,苗栗縣,苗栗市,嘉盛里,苗栗縣苗栗市嘉盛126號,1.0,16,,17.0,苗栗分局,"24.574171779210687, 120.83046253825334",
民宅公寓,苗栗縣,苗栗市,嘉盛里,苗栗縣苗栗市嘉盛125號,1.0,16,,17.0,苗栗分局,"24.57535621756951, 120.83292196892093",
民宅公寓,苗栗縣,苗栗市,嘉盛里,苗栗縣苗栗市國華路2號,2.0,297,,330.0,苗栗分局,"24.573457420528083, 120.83364068241322",
住宅大樓,苗栗縣,苗栗市,清華里,苗栗縣苗栗市為公路296號,2.0,1592,,1768.0,苗栗分局,"24.571640123359487, 120.82993889405395",
民宅公寓,苗栗縣,苗栗市,清華里,苗栗縣苗栗市為民街392號,1.0,20,,22.0,苗栗分局,"24.572170208078493, 120.83009219590538",
中油,苗栗縣,苗栗市,福星里,苗栗縣苗栗市福星220號,1.0,28,,31.0,苗栗分局,"24.587417991074147, 120.82219073823407",
民宅公寓,苗栗縣,苗栗市,福星里,苗栗縣苗栗市福星239-5號,1.0,35,,38.0,苗栗分局,"24.596272695667576, 120.8214022517265",
京達建設,苗栗縣,苗栗市,福星里,苗栗縣苗栗市福星里19鄰嘉福街33號,1.0,236,,262.0,苗栗分局,"24.577318538090175, 120.82587979734721",
民宅公寓,苗栗縣,苗栗市,中苗里,苗栗縣苗栗市郵電街25號,1.0,90,,100.0,苗栗分局,"24.558834101572966, 120.8210568824129",
民宅公寓,苗栗縣,苗栗市,福安里,苗栗縣苗栗市中華路678號,1.0,62,,68.0,苗栗分局,"24.588676096809294, 120.82527008241381",
台肥公司,苗栗縣,苗栗市,福安里,苗栗縣苗栗市福星210號,1.0,128,,142.0,苗栗分局,"24.58800895384444, 120.82262602659335",
台肥公司,苗栗縣,苗栗市,福安里,苗栗縣苗栗市福星210號,1.0,396,,440.0,苗栗分局,"24.58800895384444, 120.82262602659335",
民宅公寓,苗栗縣,苗栗市,上苗里,苗栗縣苗栗市社寮街69號,1.0,19,,21.0,苗栗分局,"24.568913927606634, 120.82482128056154",
民宅公寓,苗栗縣,苗栗市,上苗里,苗栗縣苗栗市社寮街65號,1.0,20,,22.0,苗栗分局,"24.56897342751392, 120.82489962474115",
民宅公寓,苗栗縣,苗栗市,上苗里,苗栗縣苗栗市社寮街81號,1.0,34,,37.0,苗栗分局,"24.56873971536481, 120.8249804112491",
民宅公寓,苗栗縣,苗栗市,上苗里,苗栗縣苗栗市長安街22號,1.0,24,,26.0,苗栗分局,"24.569737656000537, 120.8254234670695",
民宅公寓,苗栗縣,苗栗市,上苗里,苗栗縣苗栗市長安街56號,1.0,50,,55.0,苗栗分局,"24.56885979775258, 120.82527974008487",
民宅公寓,苗栗縣,苗栗市,上苗里,苗栗縣苗栗市社寮街15號,1.0,40,,44.0,苗栗分局,"24.56994115562011, 120.82529445357717",
民宅公寓,苗栗縣,苗栗市,上苗里,苗栗縣苗栗市社寮街20號,1.0,23,,25.0,苗栗分局,"24.569870898341417, 120.8249765689209",
民宅公寓,苗栗縣,苗栗市,上苗里,苗栗縣苗栗市社寮街29號,1.0,22,,24.0,苗栗分局,"24.569582996851228, 120.82520792474128",
民宅公寓,苗栗縣,苗栗市,上苗里,苗栗縣苗栗市建民街42號,1.0,20,,22.0,苗栗分局,"24.56600238241751, 120.82445425357707",
民宅公寓,苗栗縣,苗栗市,上苗里,苗栗縣苗栗市長安街138號,1.0,53,,58.0,苗栗分局,"24.566980100095314, 120.82513949590522",
民宅公寓,苗栗縣,苗栗市,上苗里,苗栗縣苗栗市長安街140號,1.0,40,,44.0,苗栗分局,"24.566867161365927, 120.82509569405379",
民宅公寓,苗栗縣,苗栗市,上苗里,苗栗縣苗栗市社寮街185號,1.0,14,,15.0,苗栗分局,"24.566675431093568, 120.8245446363819",
民宅公寓,苗栗縣,苗栗市,上苗里,苗栗縣苗栗市社寮街191號,1.0,21,,23.0,苗栗分局,"24.566741846293617, 120.82466978241307",
民宅公寓,苗栗縣,苗栗市,上苗里,苗栗縣苗栗市社寮街189號,1.0,20,,22.0,苗栗分局,"24.566580427615296, 120.82470199590519",
民宅公寓,苗栗縣,苗栗市,上苗里,苗栗縣苗栗市社寮街193號,1.0,20,,22.0,苗栗分局,"24.566532892677976, 120.82462986521773",
民宅公寓,苗栗縣,苗栗市,上苗里,苗栗縣苗栗市社寮街187號,1.0,20,,22.0,苗栗分局,"24.566599800569325, 120.8247989517256",
民宅公寓,苗栗縣,苗栗市,上苗里,苗栗縣苗栗市社寮街193-1號,1.0,20,,22.0,苗栗分局,"24.566581680928785, 120.824876628444",
民宅公寓,苗栗縣,苗栗市,上苗里,苗栗縣苗栗市健民街2巷2號,1.0,73,,81.0,苗栗分局,"24.565840203507538, 120.82554746807723",
民宅公寓,苗栗縣,苗栗市,上苗里,苗栗縣苗栗市健民街2巷34號,1.0,23,,25.0,苗栗分局,"24.5659116014269, 120.82553235357707",
民宅公寓,苗栗縣,苗栗市,上苗里,苗栗縣苗栗市健民街2巷27號,1.0,27,,30.0,苗栗分局,"24.5658823283222, 120.82553235357707",
民宅公寓,苗栗縣,苗栗市,上苗里,苗栗縣苗栗市長安街89巷1號,1.0,24,,26.0,苗栗分局,"24.568230531435482, 120.82563724008496",
民宅公寓,苗栗縣,苗栗市,上苗里,苗栗縣苗栗市長安街86號,1.0,17,,18.0,苗栗分局,"24.568374558548385, 120.82520070754596",
住宅大樓,苗栗縣,苗栗市,上苗里,苗栗縣苗栗市長安街98巷64號,1.0,1325,V,920.0,苗栗分局,"24.568080359098342, 120.8252802959053",
啟文國小,苗栗縣,苗栗市,清華里,苗栗縣苗栗市啟文巷35號,1.0,1119,,1243.0,苗栗分局,"24.57397339767784, 120.82738308655462",
住宅大樓,苗栗縣,苗栗市,清華里,苗栗縣苗栗市國華路301號,1.0,3864,V,2683.0,苗栗分局,"24.57550204522391, 120.82561886892103",
民宅公寓,苗栗縣,苗栗市,清華里,苗栗縣苗栗市福星110巷8-1號,1.0,17,,18.0,苗栗分局,"24.573764276908083, 120.82615313823362",
民宅公寓,苗栗縣,苗栗市,清華里,苗栗縣苗栗市啟文巷15號,1.0,18,,20.0,苗栗分局,"24.572453023896273, 120.82723951752901",
啟文國小,苗栗縣,苗栗市,清華里,苗栗縣苗栗市啟文巷35號,1.0,136,,151.0,苗栗分局,"24.572052445447007, 120.82725629971908",
民宅公寓,苗栗縣,苗栗市,福星里,苗栗縣苗栗市福星202號,1.0,33,,36.0,苗栗分局,"24.575230731746657, 120.82499513823362",
民宅公寓,苗栗縣,苗栗市,福星里,苗栗縣苗栗市福星街2號,1.0,37,,41.0,苗栗分局,"24.57110223003881, 120.82561642739425",
民宅公寓,苗栗縣,苗栗市,福星里,苗栗縣苗栗市豐年路170號,1.0,18,,20.0,苗栗分局,"24.57465727569365, 120.8259003554288",
民宅公寓,苗栗縣,苗栗市,福星里,苗栗縣苗栗市豐年路166號,1.0,19,,21.0,苗栗分局,"24.574721903715634, 120.82590276706954",
民宅公寓,苗栗縣,苗栗市,福星里,苗栗縣苗栗市豐年路102號,1.0,22,,24.0,苗栗分局,"24.574195919377377, 120.82794718241328",
民宅公寓,苗栗縣,苗栗市,中苗里,苗栗縣苗栗市中正路537號,1.0,25,,27.0,苗栗分局,"24.558404177181487, 120.82102393823313",
民宅公寓,苗栗縣,苗栗市,中苗里,苗栗縣苗栗市中正路474號,1.0,58,,64.0,苗栗分局,"24.559778732809555, 120.82125360939727",
民宅公寓,苗栗縣,苗栗市,中苗里,苗栗縣苗栗市郵電街6巷29號,1.0,66,,73.0,苗栗分局,"24.559317108409676, 120.82022808241281",
中華電信,苗栗縣,苗栗市,中苗里,苗栗縣苗栗市中正路560號,1.0,1149,,1276.0,苗栗分局,"24.558199577563837, 120.82060839590494",
苗栗郵局,苗栗縣,苗栗市,中苗里,苗栗縣苗栗市中正路532號,3.0,666,,740.0,苗栗分局,"24.558648360158717, 120.82095711310008",
民宅公寓,苗栗縣,苗栗市,中苗里,苗栗縣苗栗市中山路553號,1.0,75,,83.0,苗栗分局,"24.558570768858416, 120.82035871124873",
民宅公寓,苗栗縣,苗栗市,中苗里,苗栗縣苗栗市中正路443巷1號,1.0,405,,450.0,苗栗分局,"24.560214008526753, 120.82195762474096",
富邦產物,苗栗縣,苗栗市,中苗里,苗栗縣苗栗市中正路399號,2.0,477,,530.0,苗栗分局,"24.561021081804352, 120.82257772474088",
住宅大樓,苗栗縣,苗栗市,中苗里,苗栗縣苗栗市中正路416號,1.0,510,,566.0,苗栗分局,"24.560724507890637, 120.82210106706911",
住宅大樓,苗栗縣,苗栗市,中苗里,苗栗縣苗栗市中正路420號,2.0,910,,1011.0,苗栗分局,"24.560598840557905, 120.822022224741",
民宅公寓,苗栗縣,苗栗市,中苗里,苗栗縣苗栗市中正路422巷43號,1.0,75,,83.0,苗栗分局,"24.560597040560705, 120.82195685172546",
民宅公寓,苗栗縣,苗栗市,中苗里,苗栗縣苗栗市中正路447號,1.0,182,,202.0,苗栗分局,"24.56017311571116, 120.82196805172536",
民宅公寓,苗栗縣,苗栗市,中苗里,苗栗縣苗栗市中正路449號,1.0,42,,46.0,苗栗分局,"24.55998793429072, 120.82193505172539",
台灣銀行,苗栗縣,苗栗市,中苗里,苗栗縣苗栗市中正路510號,1.0,660,,733.0,苗栗分局,"24.559127401093438, 120.82088988056134",
住宅大樓,苗栗縣,苗栗市,中苗里,苗栗縣苗栗市中正路458號,2.0,525,v,364.0,苗栗分局,"24.560093990368543, 120.82174964008453",
民宅公寓,苗栗縣,苗栗市,中苗里,苗栗縣苗栗市中正路503巷37號,1.0,"21 ",,23.0,苗栗分局,"24.55881414333707, 120.82223745172536",
民宅公寓,苗栗縣,苗栗市,中苗里,苗栗縣苗栗市中正路523巷3號,1.0,"36 ",,40.0,苗栗分局,"24.55840862737085, 120.82141118241266",
住宅大樓,苗栗縣,苗栗市,中苗里,苗栗縣苗栗市中山路403號,2.0,"162 ",,180.0,苗栗分局,"24.56104534654214, 120.82191118241292",
住宅大樓,苗栗縣,苗栗市,中苗里,苗栗縣苗栗市中正路496號,1.0,"228 ",,253.0,苗栗分局,"24.55922854269175, 120.8211956652175",
民宅公寓,苗栗縣,苗栗市,中苗里,苗栗縣苗栗市中正路527號,1.0,"25 ",,27.0,苗栗分局,"24.558434694156023, 120.82109316706912",
民宅公寓,苗栗縣,苗栗市,中苗里,苗栗縣苗栗市中山路536號,1.0,"98 ",,108.0,苗栗分局,"24.559142109862318, 120.82016482659226",
民宅公寓,苗栗縣,苗栗市,中苗里,苗栗縣苗栗市中山路561號,1.0,"19 ",,21.0,苗栗分局,"24.55863510989624, 120.82005383638163",
民宅公寓,苗栗縣,苗栗市,中苗里,苗栗縣苗栗市中山路557號,1.0,"25 ",,27.0,苗栗分局,"24.55859776882277, 120.82004369405344",
民宅公寓,苗栗縣,苗栗市,中苗里,苗栗縣苗栗市中山路555號,1.0,"25 ",,27.0,苗栗分局,"24.55871720971732, 120.82016846706917",
民宅公寓,苗栗縣,苗栗市,中苗里,苗栗縣苗栗市中山路376號,1.0,"28 ",,31.0,苗栗分局,"24.561642487233858, 120.82208656706906",
民宅公寓,苗栗縣,苗栗市,中苗里,苗栗縣苗栗市中山路414號,1.0,"223 ",,247.0,苗栗分局,"24.560952340007375, 120.82132233823324",
住宅大樓,苗栗縣,苗栗市,中苗里,苗栗縣苗栗市建台街1巷10號,1.0,"371 ",,412.0,苗栗分局,"24.556897471073384, 120.82189506706892",
民宅公寓,苗栗縣,苗栗市,玉華里,苗栗縣苗栗市玉維路286號,1.0,"132 ",,146.0,苗栗分局,"24.557409012021484, 120.83463945357681",
苗栗農工,苗栗縣,苗栗市,玉華里,苗栗縣苗栗市玉維路286號,1.0,"666 ",,740.0,苗栗分局,"24.557496837250863, 120.83459653823309",
苗栗農工,苗栗縣,苗栗市,玉華里,苗栗縣苗栗市玉維路286號,1.0,"543 ",,603.0,苗栗分局,"24.557418770383336, 120.83452143638159",
苗栗農工,苗栗縣,苗栗市,玉華里,苗栗縣苗栗市玉維路286號,1.0,"377 ",,418.0,苗栗分局,"24.557418770383336, 120.83452143638159",
苗栗農工,苗栗縣,苗栗市,玉華里,苗栗縣苗栗市玉維路286號,1.0,"483 ",,536.0,苗栗分局,"24.557418770383336, 120.83452143638159",
民宅公寓,苗栗縣,苗栗市,玉華里,苗栗縣苗栗市四維街223號,1.0,"48 ",,53.0,苗栗分局,"24.556113606020816, 120.82925805172529",
住宅大樓,苗栗縣,苗栗市,清華里,苗栗縣苗栗市長安街1巷1號,1.0,"783 ",,870.0,苗栗分局,"24.569440246687037, 120.82558989906205",
住宅大樓,苗栗縣,苗栗市,清華里,苗栗縣苗栗市為公路282號,1.0,"1110 ",v,770.0,苗栗分局,"24.571555152602876, 120.82949102288973",
民宅公寓,苗栗縣,苗栗市,清華里,苗栗縣苗栗市為公路354號,1.0,"43 ",,47.0,苗栗分局,"24.571789880384507, 120.83128091124908",
民宅公寓,苗栗縣,苗栗市,清華里,苗栗縣苗栗市為公路340號,1.0,"12 ",,13.0,苗栗分局,"24.57180926584, 120.83064883823367",
民宅公寓,苗栗縣,苗栗市,清華里,苗栗縣苗栗市為公路360號,1.0,"21 ",,23.0,苗栗分局,"24.571854608520848, 120.83137172474127",
民宅公寓,苗栗縣,苗栗市,清華里,苗栗縣苗栗市玉興路28號,1.0,"50 ",,55.0,苗栗分局,"24.567557029720355, 120.82771966706935",
民宅公寓,苗栗縣,苗栗市,清華里,苗栗縣苗栗市紫園1號,1.0,"845 ",,938.0,苗栗分局,"24.570215347531484, 120.82702770950294",
民宅公寓,苗栗縣,苗栗市,清華里,苗栗縣苗栗市為公路559巷1號,1.0,"38 ",,42.0,苗栗分局,"24.5734744776287, 120.83553179590542",
民宅公寓,苗栗縣,苗栗市,清華里,苗栗縣苗栗市為公路686巷29號,1.0,"7 ",,7.0,苗栗分局,"24.574043033782218, 120.83958833638209",
公賣局,苗栗縣,苗栗市,清華里,苗栗縣苗栗市為公路602號,1.0,"100 ",,111.0,苗栗分局,"24.57351512043825, 120.8375104535773",
衛生福利部苗栗醫院,苗栗縣,苗栗市,嘉盛里,苗栗縣苗栗市為公路747號,1.0,"40 ",,44.0,苗栗分局,"24.575695060088055, 120.84095659405412",
民宅公寓,苗栗縣,苗栗市,嘉盛里,苗栗縣苗栗市橋頭北2號,1.0,"77 ",,85.0,苗栗分局,"24.57512008994904, 120.84172368056183",
民宅公寓,苗栗縣,苗栗市,嘉盛里,苗栗縣苗栗市為公路540號,1.0,"35 ",,38.0,苗栗分局,"24.57314963531334, 120.83574395357718",
中油公司,苗栗縣,苗栗市,嘉盛里,苗栗縣苗栗市為公路273號,1.0,"300 ",,333.0,苗栗分局,"24.57168673782038, 120.8292123382335",
民宅公寓,苗栗縣,苗栗市,嘉盛里,苗栗縣苗栗市為公路307巷9號,1.0,"18 ",,20.0,苗栗分局,"24.571998638840512, 120.8300639974198",
民宅公寓,苗栗縣,苗栗市,嘉盛里,苗栗縣苗栗市為公路307巷13-4號,1.0,"44 ",,48.0,苗栗分局,"24.572256672877526, 120.83009026388063",
民宅公寓,苗栗縣,苗栗市,嘉盛里,苗栗縣苗栗市為公路307巷13-3號,1.0,"44 ",,48.0,苗栗分局,"24.57217860926396, 120.83009026388063",
民宅公寓,苗栗縣,苗栗市,嘉盛里,苗栗縣苗栗市嘉盛街9號,1.0,"35 ",,38.0,苗栗分局,"24.572051999125595, 120.83114317020937",
民宅公寓,苗栗縣,苗栗市,上苗里,苗栗縣苗栗市長安街12號,1.0,"24 ",,26.0,苗栗分局,"24.569941111204084, 120.82536578056158",
民宅公寓,苗栗縣,苗栗市,清華里,苗栗縣苗栗市為公路196巷14號,1.0,"18 ",,20.0,苗栗分局,"24.57086853922247, 120.82772720939751",
民宅公寓,苗栗縣,苗栗市,清華里,苗栗縣苗栗市為公路196巷15號,1.0,"18 ",,20.0,苗栗分局,"24.570849024591944, 120.82775939590528",
民宅公寓,苗栗縣,苗栗市,清華里,苗栗縣苗栗市為公路195巷16號,1.0,"20 ",,22.0,苗栗分局,"24.57157501409756, 120.82771639732657",
民宅公寓,苗栗縣,苗栗市,清華里,苗栗縣苗栗市為公路195巷17號,1.0,"18 ",,20.0,苗栗分局,"24.570197797177027, 120.82792459880902",
民宅公寓,苗栗縣,苗栗市,清華里,苗栗縣苗栗市為公路195巷18號,1.0,"20 ",,22.0,苗栗分局,"24.571580785029088, 120.82771339732656",
民宅公寓,苗栗縣,苗栗市,清華里,苗栗縣苗栗市為公路195巷13號,1.0,"18 ",,20.0,苗栗分局,"24.571530285056646, 120.82725972616304",
民宅公寓,苗栗縣,苗栗市,清華里,苗栗縣苗栗市為公路195巷12號,1.0,"20 ",,22.0,苗栗分局,"24.5713491278734, 120.82771496849003",
民宅公寓,苗栗縣,苗栗市,清華里,苗栗縣苗栗市為公路195巷11號,1.0,"18 ",,20.0,苗栗分局,"24.571457570549853, 120.82722731081721",
民宅公寓,苗栗縣,苗栗市,清華里,苗栗縣苗栗市為公路195巷9號,1.0,"18 ",,20.0,苗栗分局,"24.571436727832488, 120.82728325499934",
民宅公寓,苗栗縣,苗栗市,清華里,苗栗縣苗栗市為公路195巷10號,1.0,"20 ",,22.0,苗栗分局,"24.5713222560382,  120.82771163965363",
民宅公寓,苗栗縣,苗栗市,清華里,苗栗縣苗栗市福星街87號,1.0,"25 ",,27.0,苗栗分局,"24.572591465064246, 120.8253984382335",
住宅大樓,苗栗縣,苗栗市,清華里,苗栗縣苗栗市國華路67-73號,1.0,"1087 ",,1207.0,苗栗分局,"24.573249006565728, 120.83145432474144",
民宅公寓,苗栗縣,苗栗市,清華里,苗栗縣苗栗市為公路307巷22號,1.0,"38 ",,42.0,苗栗分局,"24.57273025611528, 120.83011858241309",
民宅公寓,苗栗縣,苗栗市,清華里,苗栗縣苗栗市啟文路28號,1.0,"22 ",,24.0,苗栗分局,"24.57228187957961, 120.82745050939752",
民宅公寓,苗栗縣,苗栗市,玉清里,苗栗縣苗栗市玉清路132號,1.0,"174 ",,193.0,苗栗分局,"24.56299232655415, 120.83053698056143",
大倫國中,苗栗縣,苗栗市,玉清里,苗栗縣苗栗市育英街82號,1.0,"100 ",,111.0,苗栗分局,"24.5699970981153, 120.83083993638198",
大倫國中,苗栗縣,苗栗市,玉清里,苗栗縣苗栗市育英街82號,1.0,"468 ",,520.0,苗栗分局,"24.5699970981153, 120.83083993638198",
大倫國中,苗栗縣,苗栗市,玉清里,苗栗縣苗栗市育英街82號,1.0,"210 ",,233.0,苗栗分局,"24.5699970981153, 120.83083993638198",
大倫國中,苗栗縣,苗栗市,玉清里,苗栗縣苗栗市育英街82號,1.0,"65 ",,72.0,苗栗分局,"24.5699970981153, 120.83083993638198",
玉清宮,苗栗縣,苗栗市,玉清里,苗栗縣苗栗市為民街35號,1.0,"350 ",,388.0,苗栗分局,"24.564990780455165, 120.82659876521787",
住宅大樓,苗栗縣,苗栗市,上苗里,苗栗縣苗栗市站前1號,2.0,"1489 ",,1654.0,苗栗分局,"24.569650696766875, 120.8233405824131",
住宅大樓,苗栗縣,苗栗市,上苗里,苗栗市上苗里11鄰長安街127號,1.0,"798 ",,886.0,苗栗分局,"24.567254589489224, 120.8253297",
民宅公寓,苗栗縣,苗栗市,上苗里,苗栗縣苗栗市中正路14號,1.0,"39 ",,43.0,苗栗分局,"24.56972379667569, 120.82430926706937",
民宅公寓,苗栗縣,苗栗市,上苗里,苗栗縣苗栗市中正路69號,1.0,"36 ",,40.0,苗栗分局,"24.56852888571871, 120.8244818670695",
民宅公寓,苗栗縣,苗栗市,上苗里,苗栗縣苗栗市建中街20號,1.0,"38 ",,42.0,苗栗分局,"24.56885098519179, 120.8240152652178",
民宅公寓,苗栗縣,苗栗市,上苗里,苗栗縣苗栗市中山路130號,1.0,"60 ",,66.0,苗栗分局,"24.56689920019625, 120.82326112474117",
民宅公寓,苗栗縣,苗栗市,上苗里,苗栗縣苗栗市中正路58號,1.0,"65 ",,72.0,苗栗分局,"24.56897998734199, 120.82420545172569",
民宅公寓,苗栗縣,苗栗市,上苗里,苗栗縣苗栗市為公路60號,1.0,"15 ",,16.0,苗栗分局,"24.570006155498625, 120.82407853823342",
民宅公寓,苗栗縣,苗栗市,上苗里,苗栗縣苗栗市中山路25號,2.0,"43 ",,47.0,苗栗分局,"24.56963128592173, 120.82382829775669",
民宅公寓,苗栗縣,苗栗市,上苗里,苗栗縣苗栗市中正路104號,1.0,"65 ",,72.0,苗栗分局,"24.56782666257823, 120.82417283823337",
