類別,電腦編號,村里別,地址,緯經度,地下樓層數,可容納人數,轄管分局,備註
一般住宅,WWA01117,三張里,臺北市信義區松平路99巷1、3號,"25.031074,121.567383",B02,1217.0,信義分局,
一般住宅,WWA02123,三張里,臺北市信義區信義路五段106號,"25.032586,121.566773",B03,2477.0,信義分局,
一般住宅,WWA01330,三張里,臺北市信義區信義路五段100號,"25.032751,121.565642",B04,1679.0,信義分局,
一般住宅,WWA02117,三張里,臺北市信義區松勤街105號,"25.032153,121.565697",B03,1231.0,信義分局,
一般住宅,WWA02191,三張里,臺北市信義區松仁路148號,"25.03101,121.568029",B02,1497.0,信義分局,
一般住宅,WWA02214,三張里,臺北市信義區松平路87號,"25.030536,121.567226",B01,744.0,信義分局,
一般住宅,WWA00599,三張里,臺北市信義區吳興街345巷9號,"25.026845,121.566129",B02,221.0,信義分局,
一般住宅,WWA01728,三張里,臺北市信義區莊敬路391巷16弄1號,"25.028261,121.566024",B01,601.0,信義分局,
一般住宅,WWA01729,三張里,臺北市信義區莊敬路391巷2弄1號,"25.027916,121.565892",B01,842.0,信義分局,
一般住宅,WWA01731,三張里,臺北市信義區莊敬路391巷2弄6號,"25.027756,121.565899",B01,631.0,信義分局,
一般住宅,WWA02190,三張里,臺北市信義區莊敬路391巷22號,"25.028461,121.566079",B01,601.0,信義分局,
一般住宅,WWA01118,三張里,臺北市信義區松智路27號,"25.032527,121.565516",B02,2224.0,信義分局,
一般住宅,WWA02014,三張里,臺北市信義區松平路70號,"25.030359,121.565696",B02,1435.0,信義分局,
一般住宅,WWA02015,三張里,臺北市信義區松智路31巷2號,"25.030854,121.565822",B01,1952.0,信義分局,
一般住宅,WWA02016,三張里,臺北市信義區松智路29巷2號,"25.031343,121.565569",B01,502.0,信義分局,
一般住宅,WWA02017,三張里,臺北市信義區松智路31巷1號,"25.031085,121.565528",B01,800.0,信義分局,
一般住宅,WWA02018,三張里,臺北市信義區松智路35號,"25.029897,121.565503",B02,1315.0,信義分局,
一般住宅,WWA02041,三張里,臺北市信義區松勤街92-96號,"25.031828,121.566252",B01,395.0,信義分局,
一般住宅,WWA01725,三張里,臺北市信義區莊敬路391巷5-1號,"25.028381,121.565624",B01,1011.0,信義分局,
一般住宅,WWA02208,三張里,臺北市信義區松平路78號,"25.030348,121.566298",B01,75.0,信義分局,
一般住宅,WWA01713,三張里,臺北市信義區莊敬路325巷56號,"25.028931,121.564859",B01,1063.0,信義分局,
一般住宅,WWA00399,三張里,臺北市信義區吳興街231號,"25.027621,121.563354",B01,524.0,信義分局,
一般住宅,WWA01716,三張里,臺北市信義區莊敬路341巷13號,"25.028352,121.564563",B01,701.0,信義分局,
一般住宅,WWA02328,三張里,臺北市信義區松仁路136號,"25.032188,121.567927",B01,729.0,信義分局,
公有建築物,WWA00619,三張里,臺北市信義區松仁路226號,"25.026015,121.56859",B01,20.0,信義分局,
公有建築物,WWA01734,三張里,臺北市信義區莊敬路423巷8弄1號,"25.029424,121.5667635",B01,1560.0,信義分局,
公有建築物,WWA01735,三張里,臺北市信義區莊敬路423巷8弄1號,"25.0298177,121.5671659",B01,1382.0,信義分局,
公有建築物,WWA01736,三張里,臺北市信義區莊敬路423巷8弄1號,"25.0289015,121.568043",B01,562.0,信義分局,
公有建築物,WWA01737,三張里,臺北市信義區莊敬路423巷8弄1號,"25.0300267,121.5667582",B01,632.0,信義分局,
公有建築物,WWA02156,三張里,臺北市信義區松平路81號,"25.030581,121.566823",B01B02B03,11086.0,信義分局,
公有建築物,WWA02177,三張里,臺北市信義區莊敬路423巷7弄2號,"25.028686,121.566238",B01,3382.0,信義分局,
一般住宅,WWA01368,三犁里,臺北市信義區信義路五段150巷22弄7號,"25.027286,121.569928",B01,430.0,信義分局,
一般住宅,WWA01371,三犁里,臺北市信義區信義路五段150巷342弄17-1號,"25.026809,121.570387",B01,604.0,信義分局,
一般住宅,WWA01374,三犁里,臺北市信義區信義路五段150巷342弄31-1號,"25.02643,121.571068",B01,576.0,信義分局,
一般住宅,WWA02044,三犁里,臺北市信義區松勤街150號,"25.031814,121.569506",B01,1086.0,信義分局,
一般住宅,WWA01998,三犁里,臺北市信義區信義路五段150巷8號,"25.027899,121.570781",B06,1889.0,信義分局,
一般住宅,WWA02032,三犁里,臺北市信義區松勤街142號,"25.03182,121.569239",B02,1068.0,信義分局,
一般住宅,WWA02217,三犁里,臺北市信義區信義路五段150巷316號,"25.02691,121.569603",B01,556.0,信義分局,
一般住宅,WWA02222,三犁里,臺北市信義區信義路五段150巷330號,"25.026533,121.570156",B01,707.0,信義分局,
一般住宅,WWA02077,三犁里,臺北市信義區松仁路153巷5號,"25.029506,121.568972",B02,847.0,信義分局,
一般住宅,WWA01338,三犁里,臺北市信義區信義路五段150巷18號,"25.028006,121.568993",B01,404.0,信義分局,
一般住宅,WWA01339,三犁里,臺北市信義區信義路五段150巷2號,"25.02816,121.570922",B05,3330.0,信義分局,
一般住宅,WWA01109,三犁里,臺北市信義區松仁路153巷6號,"25.02957,121.569346",B02,3345.0,信義分局,
一般住宅,WWA01110,三犁里,臺北市信義區松平路126號,"25.030265,121.568974",B03,4201.0,信義分局,
一般住宅,WWA01108,三犁里,臺北市信義區松仁路155號,"25.028594,121.568659",B03,1386.0,信義分局,
一般住宅,WWA02100,三犁里,臺北市信義區信義路五段150巷14弄3號,"25.028589,121.569187",B02,1336.0,信義分局,
一般住宅,WWA02133,三犁里,臺北市信義區松仁路151號之1,"25.030282,121.569222",B01,422.0,信義分局,
一般住宅,WWA02139,三犁里,臺北市信義區信義路五段122號,"25.032578,121.568527",B04,2806.0,信義分局,
一般住宅,WWA02207,三犁里,臺北市信義區松仁路153號,"25.029252,121.568667",B02,1154.0,信義分局,
