電腦編號,建築物名稱,地址,緯度,經度,避難樓層,容量,轄管分局,備註
EMA00654,公寓,桃園市桃園區南門里南豐街230號,24.982385,121.3052019,B1,881.0,桃園分局,
EMA00597,湛龍精密科技公司,桃園市桃園區南門里南豐二街66號,24.98285,121.3032693,B1,327.0,桃園分局,
EMA00168,富堡學府社區,桃園市桃園區南門里漢中路110號,24.980857,121.3040144,B1,1041.0,桃園分局,
EMA01177,長壽富貴社區,桃園市桃園區南門里建國路309號,24.984702,121.305004,B1,16.0,桃園分局,
EMA00595," 公寓",桃園市桃園區南門里南豐街320號,24.980443,121.3044648,B1、B2、B3,509.0,桃園分局,
EMA11160,桃園聖母聖心天主堂,桃園市桃園區東山里成功路二段56號,24.993531,121.3155343,B1、B2,13.0,桃園分局,
EMA01018,來來大亨大樓,桃園市桃園區東門里朝陽街7號,24.996139,121.313468,B1、B2、B3,2788.0,桃園分局,
EMA00176,公寓,桃園市桃園區東門里春日路132號,24.994968,121.3164589,B1、B2,652.0,桃園分局,
EMA00178,公寓,桃園市桃園區東門里春日路134號之1,24.994964,121.3164416,B1、B2,868.0,桃園分局,
EMA01106,公寓,桃園市桃園區東門里成功路二段71號,24.994287,121.316374,B1,4.0,桃園分局,
EMA01020,巴黎站前大樓,桃園市桃園區文化里中華路1號,24.991135,121.3119534,B1、B2,410.0,桃園分局,
EMA00104,公寓,桃園市桃園區文化里中華路49號,24.990766,121.3105851,B1、B2,222.0,桃園分局,
EMA00107,公寓,桃園市桃園區文化里中正路35號,24.990063,121.3128379,B1,61.0,桃園分局,
EMA00106,公寓,桃園市桃園區文化里中正路37號,24.990193,121.31292,B1,65.0,桃園分局,
EMA00105,公寓,桃園市桃園區文化里中正路39號,24.990239,121.312903,B1,55.0,桃園分局,
EMA00109,麥當勞桃園中正店,桃園市桃園區武陵里中正路50號,24.991069,121.3129895,B1、B2,947.0,桃園分局,
EMA00102,桃園成功路郵局,桃園市桃園區文化里成功路一段51號,24.992095,121.3112131,B1,701.0,桃園分局,
EMA01160," 公寓",桃園市桃園區南門里介壽路354號,24.979764,121.3047276,B1、B2、B3、B4、5,2434.0,桃園分局,
EMA00097,墊腳石圖書文化廣場桃園店,桃園市桃園區文化里中華路51號,24.990753,121.3106253,B1,155.0,桃園分局,
EMA01213,站前角間大樓,桃園市桃園區武陵里中正路66號,24.992205,121.3124477,B1、B2,41.0,桃園分局,
EMA01019,和雲行動服務股份有限公司桃園水利綜合大樓,桃園市桃園區文化里復興路186號,24.990313,121.3113974,B1,145.0,桃園分局,
EMA01109,公寓,桃園市桃園區武陵里大同路24號,24.990344,121.3142295,B1,123.0,桃園分局,
EMA01105,公寓,桃園市桃園區武陵里大同路41號,24.989482,121.3124979,B1,4.0,桃園分局,
EMA01268,桃客旅行社,桃園市桃園區武陵里大同路48號,24.989571,121.3121935,B1,13.0,桃園分局,
EMA01363,戀戀薇閣社區,桃園市桃園區東山里復興路49號之1,24.990852,121.3166179,B1,496.0,桃園分局,
EMA00113,宝麗金住辦大廈,桃園市桃園區武陵里復興路99號,24.990470,121.3137189,B1、B2、B3、B4、5,1375.0,桃園分局,
EMA00112,環球財經大樓,桃園市桃園區武陵里復興路110號,24.991070,121.3144578,B1,616.0,桃園分局,
EMA00132,中山東路社區公寓,桃園市桃園區東門里中山東路2巷12號之4,24.995796,121.3146519,B1,19.0,桃園分局,
EMA00130,公寓,桃園市桃園區東門里中山東路32號,24.995990,121.3152996,B1、B2,35.0,桃園分局,
EMA00129,公寓,桃園市桃園區東門里中山東路3號,24.995561,121.3133638,B1、B2,59.0,桃園分局,
EMA00127,公寓,桃園市桃園區東門里中山東路5號,24.995508,121.3129436,B1、B2,49.0,桃園分局,
EMA00125,公寓,桃園市桃園區東門里中山東路29號,24.995941,121.3140844,B1、B2,2308.0,桃園分局,
EMA00128,桃園市桃園區東門國民小學,桃園市桃園區東門里東國街14號,24.994727," 121.315302",B1、B2,1179.0,桃園分局,
EMA01364,桃園市桃園區東門國民小學,桃園市桃園區東門里東國街14號,24.994727," 121.315302",B1、B2,711.0,桃園分局,
EMA00126,東國商務會館,桃園市桃園區東門里東國街89號,24.996650,121.3139712,B1、B2,715.0,桃園分局,
EMA00133,"財團法人台灣省桃園縣     桃園佛教蓮社",桃園市桃園區東門里朝陽街12號,24.996191,121.3137269,B1,51.0,桃園分局,
EMA01294,公寓,桃園市桃園區東門里朝陽街16號,24.997443,121.313674,B1、B2,242.0,桃園分局,
EMA01110,公寓,桃園市桃園區東山里鎮江街57號,24.993601,1121.31637,B1,11.0,桃園分局,
EMA00150,美人魚酒吧,桃園市桃園區南華里中華路123號,24.989788,121.3078693,B1,33.0,桃園分局,
EMA00151,公寓,桃園市桃園區南華里南華街84號,24.991125,121.3084171,B1,18.0,桃園分局,
EMA00172, 金融機構,桃園市桃園區文明里民族路55號,24.990153,121.3097048,B1、B2、B3,1849.0,桃園分局,
EMA00171,民族路85號華廈,桃園市桃園區文明里民族路85號,24.991262,121.30931,B1、B2,219.0,桃園分局,
EMA00179,公寓,桃園市桃園區東門里成功路2段31號,24.994041,121.3153809,B1、B2,1299.0,桃園分局,
EMA11227,公寓,桃園市桃園區經國里1鄰慈文路54號,25.011287,121.307676,B1,27.0,桃園分局,
EMA11228,大亨福第社區,桃園市桃園區同安里06鄰大興西路一段188號,25.014166,121.3038301,B1,24.0,桃園分局,
EMA11229,公寓,桃園市桃園區自強里12鄰南平路116號,25.020274,121.3032654,B1,55.0,桃園分局,
EMA00230,全球家OK社區,桃園市桃園區經國里6鄰經國路387號,25.016847,121.3051763,B1、B2、B3,1252.0,桃園分局,
EMA00231,龍鳳經國社區,桃園市桃園區經國里5鄰經國路399號,25.017411,121.304926,B1,488.0,桃園分局,
EMA00233,公寓,桃園市桃園區新埔里4鄰同安街370號,25.017719,121.3023586,B1,19.0,桃園分局,
EMA00237,公寓,桃園市桃園區新埔里5鄰天祥五街54號,25.018586,121.3028776,B1,463.0,桃園分局,
EMA00241,電信機構,桃園市桃園區經國里10鄰同安街322號,25.013019,121.3050745,B1、B2,570.0,桃園分局,
EMA00725,精華大樓,桃園市桃園區東埔里22鄰信光路123號,25.004938,121.3050855,B1,40.0,桃園分局,
EMA00775,慶暘世居社區,桃園市桃園區春日里16鄰大業路二段66號,25.017647,121.3111212,B1、B2,327.0,桃園分局,
EMA00783,嘉景特區社區,桃園市桃園區會稽里3鄰興一街98號,25.014472,121.315476,B1,1263.0,桃園分局,
EMA00786,台北檳城大興座社區,桃園市桃園區會稽里6鄰大興路251號,25.015970,121.3141279,B1,521.0,桃園分局,
EMA00791,台北檳城大有座社區,桃園市桃園區檜樂里3鄰民有東路38號,25.014592,121.317917,B1、B2、B3,7288.0,桃園分局,
EMA00792,賽珍珠系列NO.5社區,桃園市桃園區會稽里1鄰興一街110號,25.014891,121.3162759,B1,550.0,桃園分局,
EMA00793,羅丹二期社區,桃園市桃園區會稽里2鄰大有路541號,25.014855,121.317056,B1、B2、B3,2647.0,桃園分局,
EMA00794,現代名門社區,桃園市桃園區會稽里2鄰大有路539號,25.014785,121.3170934,B1,369.0,桃園分局,
EMA00815,公寓,桃園市桃園區汴洲里05鄰大業路二段264之1號,25.021540,121.3101267,B1,156.0,桃園分局,
EMA00851,企業財星大樓,桃園市桃園區汴洲里2鄰經國路618號,25.027449,121.3011937,B1、B2,321.0,桃園分局,
EMA00852,公寓,桃園市桃園區汴洲里22鄰和愛街11號,25.032695,121.3016604,B1、B2,990.0,桃園分局,
EMA00862,公寓,桃園市桃園區汴洲里2鄰春日路1775巷25號,25.029463,121.3043759,B1、B2,837.0,桃園分局,
EMA01025,台北東京社區,桃園市桃園區檜樂里8鄰大有路646號,25.015987,121.3169194,B1、B2,4739.0,桃園分局,
EMA01029,天下大觀社區,桃園市桃園區同安里16鄰大興西路一段317號,25.012570,121.3015228,B1、B2,3430.0,桃園分局,
EMA01030,哈佛名門,桃園市桃園區信光里23鄰民生路665號,25.007619,121.308167,B1、B2,3278.0,桃園分局,
EMA01064,台北捷豹社區,桃園市桃園區自強里25鄰經國路280號,25.021957,121.303438,B1、B2,1081.0,桃園分局,
EMA01065,EQ別墅社區,桃園市桃園區莊敬里19鄰莊二街12號,25.025151,121.2966547,B1、B2,1405.0,桃園分局,
EMA01081,長榮矽谷大樓,桃園市桃園區汴洲里22鄰經國路888號,25.032669,121.300596,B1、B2,3304.0,桃園分局,
EMA01083,富貴園社區,桃園市桃園區經國里5鄰同安街336巷28號,25.017193,121.3037199,B1、B2,1618.0,桃園分局,
EMA01086,公寓,桃園市桃園區同安里15鄰同安街505號,25.020983,121.2997669,B1,64.0,桃園分局,
EMA01096,春虹福星社區,桃園市桃園區春日里04鄰至善街91號,25.021378,121.3118559,B1、B2,268.0,桃園分局,
EMA01099,新宿社區,桃園市桃園區春日里22鄰向善街48巷1號,25.018464,121.309999,B1,1279.0,桃園分局,
EMA01100,桃園市桃園區慈文國民小學,桃園市桃園區同安里3鄰新埔六街02號,25.012242,121.3037612,B1,541.0,桃園分局,
EMA01118,公寓,桃園市桃園區新埔里21鄰新埔七街5號,25.018296,121.3021707,B1、B2,634.0,桃園分局,
EMA01119,公寓,桃園市桃園區新埔里22鄰天祥五街5號,25.018688,121.304088,B1、B2、B3、B4,3979.0,桃園分局,
EMA01120,公寓,桃園市桃園區新埔里21鄰南平路181巷2號,25.019295,121.3023037,B1、B2,1407.0,桃園分局,
EMA01135,尊龍大地社區,桃園市桃園區莊敬里20鄰同安街656號,25.024871,121.2973696,B1、B2、B3,3671.0,桃園分局,
EMA01137,公寓,桃園市桃園區信光里28鄰大連三街67巷02號,25.007909,121.304653,B1,2430.0,桃園分局,
EMA01149,公寓,桃園市桃園區東埔里3鄰正康一街181號,25.003653,121.3057843,B1,138.0,桃園分局,
EMA01159,EQ城堡社區,桃園市桃園區汴洲里11鄰大業路二段227號,25.020782,121.3101293,B1、B2、B3,822.0,桃園分局,
EMA01170,生活公園社區,桃園市桃園區自強里12鄰新埔七街84號,25.020197,121.3015111,B1、B2,769.0,桃園分局,
EMA01171,頤和園社區,桃園市桃園區新埔里6鄰天祥五街91號,25.018279,121.3029596,B1、B2、B3,3409.0,桃園分局,
EMA01182,中悅春天廣場社區,桃園市桃園區自強里26鄰經國路298號,25.022603,121.303153,B1、B2、B3,3945.0,桃園分局,
EMA01193,弘新花園廣場社區,桃園市桃園區同安里21鄰新埔六街110號,25.015930,121.3020085,B1、B2、B3,1939.0,桃園分局,
EMA01194,竹城建設機構大樓,桃園市桃園區自強里27鄰經國路523號,25.021484,121.3031982,B1、B2、B3,940.0,桃園分局,
EMA01216,桃園市桃園區慈文國民小學,桃園市桃園區同安里3鄰新埔六街02號,25.012242,121.3037612,B1,950.0,桃園分局,
EMA01217,福華豪邸社區,桃園市桃園區莊敬里11鄰新埔八街53號,25.019641,121.2988883,B1、B2,460.0,桃園分局,
EMA01221,公寓,桃園市桃園區長安里民光路107號,25.003740,121.3050681,B1、B2、B3,1624.0,桃園分局,
EMA01230,公寓,桃園市桃園區自強里13鄰經國路685號,25.023793,121.3021147,B1,1662.0,桃園分局,
EMA01234,羅浮宮廷社區,桃園市桃園區莊敬里6鄰莊二街13號,25.0246703,121.2959327,B1、B2、B3,4512.0,桃園分局,
EMA01239,非常容易社區,桃園市桃園區同安里1鄰慈文路138號之1,25.009991,1121.30455,B1、B2、B3,3416.0,桃園分局,
EMA01243,名人錄社區,桃園市桃園區同安里20鄰同安街399號,25.018214,121.3016349,B1、B2、B3,1533.0,桃園分局,
EMA01245,春日印象社區,桃園市桃園區春日里15鄰春日路1112巷1弄12號,25.021600,121.3083025,B1,240.0,桃園分局,
EMA01248,RV生活館社區,桃園市桃園區春日里23鄰春日路912號,25.016332,121.3092188,B1、B2、B3,1738.0,桃園分局,
EMA01254,U生活社區,桃園市桃園區春日里03鄰大業路二段85號,25.018173,121.3107253,B1、B2,3955.0,桃園分局,
EMA01256,公寓,桃園市桃園區同安里9鄰同安街315號,25.016610,121.3028023,B1,234.0,桃園分局,
EMA01257,家樂福經國店,桃園市桃園區經國里11鄰經國路369號,25.0155453,121.305424,B1、B2,9320.0,桃園分局,
EMA01259,公寓,桃園市桃園區莊敬里16鄰同安街448號,25.019633,121.3009086,B1、B2,722.0,桃園分局,
EMA01260,公寓,桃園市桃園區新埔里2鄰經國路437號,25.018508,121.3044698,B1,93.0,桃園分局,
EMA01261,御品大樓社區,桃園市桃園區自強里27鄰經國路565號,25.031388,121.3002843,B1、B2、B3,1132.0,桃園分局,
EMA01274,公寓,桃園市桃園區汴洲里20鄰春日路1733巷07號,25.02799,121.3039,B1、B2,629.0,桃園分局,
EMA01275,大睦澄舍社區,桃園市桃園區莊敬里19鄰中正路1436號,25.024237,121.2949779,B1、B2,552.0,桃園分局,
EMA01276,米蘭麗都社區,桃園市桃園區新埔里5鄰經國路467號,25.019712,121.3039173,B1、B2、B3,1158.0,桃園分局,
EMA01278,桃園市桃園區會稽國民小學,桃園市桃園區春日里2鄰春日路1080號,25.023279,121.3068422,B1,537.0,桃園分局,
EMA01288,風尚NO.1社區,桃園市桃園區會稽里1鄰興一街112號,25.015002,121.3164604,B1、B2、B3,1511.0,桃園分局,
EMA01289,臻園社區,桃園市桃園區同安里9鄰同安街203號,25.015467,121.3032469,B1、B2,1143.0,桃園分局,
EMA01290,桃園市桃園區慈文國民小學,桃園市桃園區同安里3鄰新埔六街2號,25.012242,121.3037613,B1,738.0,桃園分局,
EMA01291,葛里芬社區,桃園市桃園區莊敬里22鄰中正路1338號,25.021545,121.296322,B1、B2、B3,1395.0,桃園分局,
EMA01302,臻愛一生社區,桃園市桃園區同安里3鄰同德二街63號,25.010859,121.3018749,B1、B2,3665.0,桃園分局,
EMA01303,朝陽社區,桃園市桃園區春日里14鄰大業路二段113號,25.018761,121.3106162,B1、B2,684.0,桃園分局,
EMA01304,自由市社區,桃園市桃園區莊敬里21鄰天祥七街113號,25.022736,121.2993515,B1、B2、B3,488.0,桃園分局,
EMA01314,經國麗品社區,桃園市桃園區經國里4鄰經國路225號,25.013530,121.3074057,B1、B2、B3,2197.0,桃園分局,
EMA01320,公寓,桃園市桃園區自強里6鄰同安街456號,25.013019,121.3050745,B1,336.0,桃園分局,
EMA01339,桃園市立會稽國民中學,桃園市桃園區會稽里7鄰大興路222號,25.016164,121.3137939,B1,403.0,桃園分局,
EMA01340,璀璨經國社區,桃園市桃園區經國里13鄰經國路70號,25.013404,121.3074688,B1、B2,951.0,桃園分局,
EMA01341,昇節高第社區,桃園市桃園區經國里14鄰經國路56號,25.012859,121.3078281,B1、B2、B3,1052.0,桃園分局,
EMA01342,公寓,桃園市桃園區經國里5鄰同安街336巷16號,25.017066,121.3033205,B1,250.0,桃園分局,
EMA01343,風尚NO.2社區,桃園市桃園區會稽里11鄰大有路511號,25.014229,121.317497,B1、B2,2395.0,桃園分局,
EMA01351,桃園市桃園區會稽國民小學,桃園市桃園區春日里2鄰春日路1080號,25.023279,121.3068422,B1,1807.0,桃園分局,
EMA01352,桃園市立經國國民中學,桃園市桃園區自強里1鄰經國路276號,25.021726,121.3040055,B1,547.0,桃園分局,
EMA01353,宜誠金品社區,桃園市桃園區檜樂里1鄰民有東路16號,25.014902,121.318668,B1、B2,1213.0,桃園分局,
EMA01368,中悅桂冠社區,桃園市桃園區經國里12鄰經國路199號,25.011596,121.3082373,B1、B2、B3,2212.0,桃園分局,
EMA01369,宜誠金品社區,桃園市桃園區檜樂里1鄰民有東路02巷01號,25.014788,121.318253,B1、B2,896.0,桃園分局,
EMA01370,一品薇閣社區,桃園市桃園區自強里17鄰天祥六街65巷02號,25.022327,121.3009214,B1、B2,2222.0,桃園分局,
EMA01382,桃園市桃園區同安國民小學,桃園市桃園區莊敬里22鄰同德十一街48號,25.021492,121.2981712,B1,861.0,桃園分局,
EMA01383,桃園市桃園區新埔國民小學,桃園市桃園區新埔里20鄰經國路208巷36號,25.018247,121.306454,B1,2280.0,桃園分局,
EMA01384,輕井花道,桃園市桃園區信光里28鄰大連三街47號,25.007287,121.3042622,B1、B2,2131.0,桃園分局,
EMA01400,發現紐約社區,桃園市桃園區經國里8鄰天祥三街8號,25.016453,121.3048046,B1、B2,3940.0,桃園分局,
EMA01401,中悅知音花園廣場社區,桃園市桃園區莊敬里03鄰莊敬路一段176號,25.025335,121.2995231,B1、B2,4382.0,桃園分局,
EMA01402,百懿智慧家社區,桃園市桃園區春日里16鄰民富十七街25號,25.017309,121.3102625,B1、B2,1739.0,桃園分局,
EMA01403,西華,桃園市桃園區信光里1鄰慈文路133巷1號,25.009046,121.3044258,B1、B2,677.0,桃園分局,
EMA01404,桃園市立會稽國民中學,桃園市桃園區會稽里7鄰大興路222號,25.016164,121.3137939,B1,2059.0,桃園分局,
EMA01420,桃園市桃園區快樂國民小學,桃園市桃園區會稽里8鄰大有路789號,25.019023,121.3154235,B1,1109.0,桃園分局,
EMA01421,福容大飯店,桃園市桃園區同安里6鄰大興西路一段200號,25.013918,121.302993,B1、B2,1512.0,桃園分局,
EMA01424,五星一品社區,桃園市桃園區汴洲里21鄰春日路1467號,25.022140,121.3074055,B1、B2,827.0,桃園分局,
EMA01425,桃園區農會慈文辦事處,桃園市桃園區東埔里3鄰中正路606號,25.004680,121.3049084,B1,77.0,桃園分局,
EMA01439,捷寶花園,桃園市桃園區信光里21鄰中正路708號之1,25.007121,121.3035813,B1、B2,2079.0,桃園分局,
EMA01440,經國之星社區,桃園市桃園區自強里26鄰經國路336巷28號,25.0236772,121.3031483,B1、B2,3508.0,桃園分局,
EMA01449,公寓,桃園市桃園區信光里14鄰大連四街26-3號,25.0083942,121.3051022,B1、B2、B3,1572.0,桃園分局,
EMA01450,桃園市桃園區新埔國民小學,桃園市桃園區新埔里20鄰經國路208巷36號,25.018247,121.306454,B1,2308.0,桃園分局,
EMA01451,瀚霖麗緻社區,桃園市桃園區檜樂里17鄰大有路750號,25.019208,121.3157206,B1,3208.0,桃園分局,
EMA01452,大衛營社區,桃園市桃園區同安里6鄰新埔六街66號,25.014824,121.3025424,B1、B2、B3,1615.0,桃園分局,
EMA01458,桃園市立會稽國民中學,桃園市桃園區會稽里7鄰大興路222號,25.016164,121.3137939,B1,1755.0,桃園分局,
EMA01462,樂滿帝社區,桃園市桃園區檜樂里5鄰大興路318巷28號,25.016669,121.3179058,B1、B2、B3,3765.0,桃園分局,
T97105,竹城金閣社區,桃園市桃園區汴洲里11鄰大業路二段226號,25.020878,121.3103493,B1、B2、B3,1706.0,桃園分局,
T97108,公寓,桃園市桃園區春日里02鄰春日路1138號,25.021523,121.3081378,B1,239.0,桃園分局,
T97216,涵碧園社區,桃園市桃園區同安里19鄰同安街21號,25.011051,121.3056439,B1、B2,1393.0,桃園分局,
T97221,璽樂天祥社區,桃園市桃園區自強里14鄰天祥七街8號,25.023922,121.3016183,B1,237.0,桃園分局,
T98102,公寓,桃園市桃園區東埔里3鄰中正路610號,25.004759,121.3048819,B1,310.0,桃園分局,
T98103,尊璞麗緻社區,桃園市桃園區同安里18鄰慈文路198之3號,25.008638,121.3036366,B1、B2,319.0,桃園分局,
T99205,京澄謙里社區,桃園市桃園區經國里11鄰新埔五街132號,25.018247,121.306454,B1、B2、B3,415.0,桃園分局,
T99206,中悅御之苑社區,桃園市桃園區同安里25鄰藝文一街32號,25.01435,121.301387,B1、B2、B3,9183.0,桃園分局,
T99309,澄品,桃園市桃園區信光里8鄰大連二街173號,25.0089482,121.307135,B1、B2、B3,1551.0,桃園分局,
T99402,吉澧尊悅社區,桃園市桃園區春日里14鄰大業路二段165號,25.020169,121.3102506,B1、B2,1145.0,桃園分局,
T99403,中正逸品社區,桃園市桃園區東埔里2鄰中正路442號,25.001056,121.3072288,B1、B2,70.0,桃園分局,
EMA00753,唐寧街,桃園市桃園區三民里3鄰鎮撫街298號,24.999382,121.3188422,B1,452.0,桃園分局,
EMA00755,公寓,桃園市桃園區三民里5鄰國興街22號,24.998609,121.3193443,B1,131.0,桃園分局,
EMA00757,桃園市立青溪國民中學,"桃園市桃園區三民里8鄰中山東路124號 ",24.996687,121.3200286,B1,328.0,桃園分局,
EMA00761,松柏園,桃園市桃園區三民里3鄰鎮撫街160號,24.999223,121.3184456,B1,295.0,桃園分局,
EMA00766,陶莊,桃園市桃園區三民里12鄰鎮撫街352巷18號,24.999918,121.3208768,B1,529.0,桃園分局,
EMA00767,桃園市議會,桃園市桃園區三民里8鄰三民路一段9號,24.997050,121.3216907,B1,1652.0,桃園分局,
EMA00768,德萊教會,桃園市桃園區三民里17鄰三民路一段2號,24.996453,121.3232899,B1,449.0,桃園分局,
EMA00769,全球奧斯卡,桃園市桃園區三民里17鄰三民路一段24號,24.996894,121.3226481,B1,302.0,桃園分局,
EMA00771,成功大廈,桃園市桃園區三民里18鄰壽山路202號,24.995823,121.3246691,B1,1658.0,桃園分局,
EMA00772,滿庭芳,桃園市桃園區三民里23鄰三民路一段42巷2號,24.997587,121.3223283,B1,739.0,桃園分局,
EMA00773,豪世,桃園市桃園區三民里12鄰鎮撫街360號,25.000047,121.3211018,B1,831.0,桃園分局,
EMA00776,雙子星,桃園市桃園區寶山里14鄰民有三街448號,25.012104,121.3143414,B1,1440.0,桃園分局,
EMA00777,公寓,桃園市桃園區寶山里10鄰民有十三街26號,25.012209,121.3147726,B1,333.0,桃園分局,
EMA00778,海山中國城,桃園市桃園區寶民里17鄰民富十一街21號,25.011687,121.3172795,B1、B2,3930.0,桃園分局,
EMA00779,福慶天地,桃園市桃園區寶山里6鄰大德一街88號,25.015490,121.3133787,B1、B2,741.0,桃園分局,
EMA00781,麗悅,桃園市桃園區大有里8鄰大有路491號,25.012939,121.3182858,B1、B2,1881.0,桃園分局,
EMA00785,公寓,桃園市桃園區寶山里3鄰大德一街52號,25.014470,121.3138612,B1,294.0,桃園分局,
EMA00787,大興豪門,桃園市桃園區寶山里5鄰會稽一街2號,25.014768,121.3138041,B1,410.0,桃園分局,
EMA00788,大興豪門,桃園市桃園區寶山里5鄰會稽一街1號,25.015042,121.3137594,B1,620.0,桃園分局,
EMA00790,羅丹藝術家,桃園市桃園區大有里9鄰大有路486號,25.01285,121.3187311,B1、B2,1444.0,桃園分局,
EMA00827,桃園市桃園區青溪國民小學,桃園市桃園區青溪里14鄰自強路80號,24.999637,121.3179664,B1,978.0,桃園分局,
EMA00828,巴黎風禾,桃園市桃園區青溪里33鄰三民路一段163號,25.000804,121.3185377,B1、B2、B3、B4,3819.0,桃園分局,
EMA00870,都會名廈,桃園市桃園區大業里8鄰民富九街84號,25.008809,121.313943,B1、B2,2372.0,桃園分局,
EMA01023,百順森活,桃園市桃園區朝陽里12鄰民生路484號,24.999482,121.3109137,B1、B2、B3,695.0,桃園分局,
EMA01024,博市,桃園市桃園區忠義里9鄰大業路一段58號,25.004712,121.317725,B1,2852.0,桃園分局,
EMA01026,寶山名邸,桃園市桃園區寶民里5鄰寶山街235號,25.011697,121.3150459,B1、B2,4179.0,桃園分局,
EMA01027,香榭樹園,桃園市桃園區成功里18鄰桃二街66號,24.995620,121.31815,B1、B2,1047.0,桃園分局,
EMA01067,有伴生活,桃園市桃園區三元里17鄰民有六街85號,25.007746,121.3193597,B1、B2,1290.0,桃園分局,
EMA01068,青溪校園,桃園市桃園區大業里2鄰民光東路260號,25.007393,121.3156589,B1、B2,912.0,桃園分局,
EMA01069,日和長虹,桃園市桃園區大業里10鄰春日路634號,25.009727,121.311049,B1、B2、B3,777.0,桃園分局,
EMA01071,富德晶品,桃園市桃園區寶山里2鄰大興路205號,25.015693,121.3123412,B1、B2,834.0,桃園分局,
EMA01079,青榕園,桃園市桃園區三民里1鄰自強路52號,24.998446,121.3180886,B1、B2、B3,734.0,桃園分局,
EMA01080,洛桑,桃園市桃園區三民里3鄰鎮撫街312號,24.999507,121.3192312,B1,401.0,桃園分局,
EMA01095,桃園市桃園區青溪國民小學,桃園市桃園區青溪里14鄰自強路80號,24.999637,121.3179664,B1,853.0,桃園分局,
EMA01097,百年皇族,桃園市桃園區朝陽里6鄰鎮三街2號,24.999223,121.3130471,B1,902.0,桃園分局,
EMA01098,桃園市立桃園高級中等學校,桃園市桃園區三元里11鄰成功路三段38號,24.997644,121.3261944,B1,199.0,桃園分局,
EMA01113,羅丹藝術,桃園市桃園區大有里7鄰民有東路19號,25.014540,121.3189704,B1,2630.0,桃園分局,
EMA01114,陽光閣廈,桃園市桃園區忠義里8鄰大業路一段112號,25.006031,121.3168935,B1、B2,1510.0,桃園分局,
EMA01115,桃園市桃園區大業國民小學,桃園市桃園區福元里3鄰大業路一段135號,25.006712,121.3160189,B1,365.0,桃園分局,
EMA01133,公寓,桃園市桃園區大興里10鄰雙峰路70號,25.012343,121.311653,B1、B2,172.0,桃園分局,
EMA01158,潤泰大家,桃園市桃園區大業里11鄰春日路656號,25.010164,121.3110039,B1、B2,5157.0,桃園分局,
EMA01190,巴黎街頭,桃園市桃園區福元里8鄰民有五街73號,25.007226,121.3187009,B1、B2,768.0,桃園分局,
EMA01191,來來新象,桃園市桃園區朝陽里1鄰朝陽街51號,24.997077,121.3130788,B1、B2,1628.0,桃園分局,
EMA01198,公寓,桃園市桃園區福元里6鄰福元街94號,25.005057,121.3189404,B1,347.0,桃園分局,
EMA01204,來蘭皇家,桃園市桃園區福元里6鄰民有三街12號,25.004975,121.3195357,B1、B2,1111.0,桃園分局,
EMA01207,東京貴族,桃園市桃園區大興里5鄰春日路1155號,25.014408,121.309095,B1、B2、B3、B4,724.0,桃園分局,
EMA01209,培德,桃園市桃園區福元里15鄰大業路一段290號,25.009212,121.3148277,B1,268.0,桃園分局,
EMA01219,桃園市桃園區大有國民小學,桃園市桃園區大有里11鄰大有路220號,25.009618,121.3202341,B1,3527.0,桃園分局,
EMA01223,典藏家,桃園市桃園區寶民里16鄰坤成街91號,25.013475,121.313235,B1、B2,923.0,桃園分局,
EMA01229,桃園市桃園區大業國民小學,桃園市桃園區福元里3鄰大業路一段135號,25.006712,121.3160189,B1,873.0,桃園分局,
EMA01252,巴黎名門,桃園市桃園區寶民里8鄰民光東路108號,25.008181,121.3182928,B1、B2、B3,720.0,桃園分局,
EMA01277,皇家花園,桃園市桃園區忠義里13鄰大業路一段10號,25.003490,121.3188793,B1、B2,3276.0,桃園分局,
EMA01279,富仕名門,桃園市桃園區三民里11鄰三民路一段59號,25.000834,121.3180785,B1、B2,500.0,桃園分局,
EMA01315,公寓,桃園市桃園區大業里4鄰大業路一段153號,25.008325,121.3154066,B1,252.0,桃園分局,
EMA01317,青春美地,桃園市桃園區寶民里2鄰寶山街185號,25.012272,121.3164628,B1、B2、B3,2719.0,桃園分局,
EMA01323,公寓,桃園市桃園區福元里15鄰福元街198號,25.007605,121.3173067,B1,563.0,桃園分局,
EMA01324,臻愛加州,桃園市桃園區福元里10鄰民光東路170號,25.007814,121.3167127,B1、B2、B3,2668.0,桃園分局,
EMA01325,生活藝術,桃園市桃園區寶山里3鄰大德一街3號,25.014090,121.313797,B1、B2,492.0,桃園分局,
EMA01326,新觀,桃園市桃園區福元里1鄰大業路一段89號,25.005335,121.3170213,B1、B2,662.0,桃園分局,
EMA01337,神采飛揚,桃園市桃園區福元里5鄰民富五街18號,25.006557,121.3168553,B1,481.0,桃園分局,
EMA01354,大塊文章,桃園市桃園區大興里6鄰春日路1157號,25.014590,121.3091176,B1、B2、B3,632.0,桃園分局,
EMA01355,路易崴登,桃園市桃園區福元里4鄰大業路一段80號,25.0053214,121.3171817,B1、B2,1474.0,桃園分局,
EMA01362,桃園市立大有國民中學,桃園市桃園區大有里9鄰大有路215號,25.009471,121.3191452,B1,2148.0,桃園分局,
EMA01365,富代藝術,桃園市桃園區寶民里8鄰民光東路120號,25.008100,121.3178775,B1、B2、B3,2897.0,桃園分局,
